value_component_environment_variable_time,value_component_membrane_variable_V,value_component_membrane_variable_Cm,value_component_Ica_variable_Ica,value_component_Ica_variable_gCa,value_component_Ica_variable_VCa,value_component_m_variable_m_infinity,value_component_m_variable_vm,value_component_m_variable_sm,value_component_Is1_variable_Is1,value_component_Is1_variable_gs1,value_component_s1_variable_s1,value_component_s1_variable_s1_infinity,value_component_s1_variable_autos1,value_component_s1_variable_s1knot,value_component_s1_variable_tau_s1,value_component_s1_variable_vs1,value_component_s1_variable_ss1,value_component_Ik_variable_Ik,value_component_Ik_variable_VK,value_component_Ik_variable_gK,value_component_n_variable_n,value_component_n_variable_n_infinity,value_component_n_variable_tau_n_bar,value_component_n_variable_tau_n,value_component_n_variable_vn,value_component_n_variable_sn,value_component_Il_variable_Il,value_component_Il_variable_gl,value_component_Il_variable_Vl,value_component_Il_variable_q,value_component_Il_variable_p,value_component_Il_variable_alpha_p,value_component_Il_variable_tau_p,value_component_Il_variable_beta_p,value_component_Il_variable_p0,value_component_Il_variable_noise,value_component_Il_variable_sigma,value_component_Il_variable_w,value_component_Il_variable_nstoc,value_component_Il_variable_delNoise,value_component_Is2_variable_Is2,value_component_Is2_variable_gs2,value_component_s2_variable_s2,value_component_s2_variable_s2_infinity,value_component_s2_variable_autos2,value_component_s2_variable_s2knot,value_component_s2_variable_tau_s2,value_component_s2_variable_vs2,value_component_s2_variable_ss2
0.0,-40.0,4525.0,-3260.369702561757,280.0,100.0,0.08317269649392238,-22.0,7.5,792.0,22.0,0.9,0.8807970779778823,1.0,1.0,1000.0,-50.0,5.0,0.0,-80.0,1300.0,0.0,0.043107254941086116,8.25,7.89436514673604,-9.0,10.0,0.0,41.0,-40.0,0.5700000000000001,0.14,1.0,100.0,4.0,0.2,1.0,0.011304866208850062,1.0,111.11111111111111,3.0,320.0,16.0,0.5,0.5,1.0,0.47,30000.0,-40.0,15.0
0.1,-39.9526659695191,4525.0,-3278.1760982488386,280.0,100.0,0.08365522513168862,-22.0,7.5,792.935565925057,22.0,0.8999981296241462,0.8817874542565193,1.0,1.0,1000.0,-50.0,5.0,28.315635660839657,-80.0,1300.0,0.0005438878449204059,0.04330292597988371,8.25,7.89275086066596,-9.0,10.0,1.1075817100649572,41.0,-40.0,0.5707138770121654,0.14142775402433072,1.0,100.0,4.0,0.2,1.0,0.011321903266967498,1.0,111.11111111111111,3.0,320.3786730911373,16.0,0.500000001322326,0.5007888998533712,1.0,0.47,30000.0,-40.0,15.0
0.2,-39.90561453641776,4525.0,-3295.9622162147166,280.0,100.0,0.08413739268679726,-22.0,7.5,793.8656189754064,22.0,0.8999963572279795,0.8827648481860919,1.0,1.0,1000.0,-50.0,5.0,56.476112317344146,-80.0,1300.0,0.0010835223640101284,0.043498269031638115,8.25,7.891139280488986,-9.0,10.0,2.2113029414199588,41.0,-40.0,0.5714250482694145,0.14285009653882907,1.0,100.0,4.0,0.2,1.0,0.011338850297339843,1.0,111.11111111111111,3.0,320.7550870811323,16.0,0.5000000052570863,0.5015730858693306,1.0,0.47,30000.0,-40.0,15.0
0.30000000000000004,-39.858843638320266,4525.0,-3313.7275946415784,280.0,100.0,0.0846191853268804,-22.0,7.5,794.7901995807767,22.0,0.8999946819708389,0.8837294614687633,1.0,1.0,1000.0,-50.0,5.0,84.48163968130186,-80.0,1300.0,0.0016189338466582512,0.04369328083773917,8.25,7.889530433088652,-9.0,10.0,3.3111717166591,41.0,-40.0,0.5721335178318652,0.14426703566373034,1.0,100.0,4.0,0.2,1.0,0.01135570779956966,1.0,111.11111111111111,3.0,321.12925846912844,16.0,0.5000000117953917,0.502352588666685,1.0,0.47,30000.0,-40.0,15.0
0.4,-39.81235038128128,4525.0,-3331.472103120149,280.0,100.0,0.08510059820576127,-22.0,7.5,795.7093643327313,22.0,0.8999931026775669,0.8846815097855536,1.0,1.0,1000.0,-50.0,5.0,112.33309758570776,-80.0,1300.0,0.0021501649358881816,0.04388796175925022,8.25,7.887924315486186,-9.0,10.0,4.4072160730714005,41.0,-40.0,0.5728392931833641,0.14567858636672815,1.0,100.0,4.0,0.2,1.0,0.01137247634945954,1.0,111.11111111111111,3.0,321.50121040362717,16.0,0.5000000209235261,0.5031274528583604,1.0,0.47,30000.0,-40.0,15.0
0.5,-39.76613095161985,4525.0,-3349.195984136359,280.0,100.0,0.08558163660693217,-22.0,7.5,796.623187765892,22.0,0.8999916178806444,0.8856212240156163,1.0,1.0,1000.0,-50.0,5.0,140.03206883823032,-80.0,1300.0,0.0026772711294526796,0.04408231622251147,8.25,7.88632089116428,-9.0,10.0,5.49948627942063,41.0,-40.0,0.5735423846047124,0.1470847692094249,1.0,100.0,4.0,0.2,1.0,0.011389156583634484,1.0,111.11111111111111,3.0,321.87097338827493,16.0,0.500000032623686,0.5038977385156325,1.0,0.47,30000.0,-40.0,15.0
0.6000000000000001,-39.72018298846261,4525.0,-3366.8989451596703,280.0,100.0,0.08606229130725443,-22.0,7.5,797.5317161124409,22.0,0.8999902266460408,0.8865488018993245,1.0,1.0,1000.0,-50.0,5.0,167.57906739074758,-80.0,1300.0,0.003200287004259148,0.044276342760885115,8.25,7.884720172222697,-9.0,10.0,6.587999059564084,41.0,-40.0,0.5742427989240977,0.14848559784819534,1.0,100.0,4.0,0.2,1.0,0.011405749051202764,1.0,111.11111111111111,3.0,322.23856630817903,16.0,0.5000000468843365,0.5046634816229882,1.0,0.47,30000.0,-40.0,15.0
0.7000000000000001,-39.674503491442344,4525.0,-3384.5809573109836,280.0,100.0,0.08654256024610901,-22.0,7.5,798.4350080454232,22.0,0.8999889277990478,0.8874644509217378,1.0,1.0,1000.0,-50.0,5.0,194.97511788080533,-80.0,1300.0,0.003719256373606799,0.044470042776919586,8.25,7.883122147090413,-9.0,10.0,7.672786737682037,41.0,-40.0,0.5749405447472432,0.1498810894944864,1.0,100.0,4.0,0.2,1.0,0.011422254338067915,1.0,111.11111111111111,3.0,322.60401316237414,16.0,0.5000000636909593,0.5054247289446471,1.0,0.47,30000.0,-40.0,15.0
0.8,-39.62908859911216,4525.0,-3402.242347524071,280.0,100.0,0.08702245104354957,-22.0,7.5,799.3331389903179,22.0,0.8999877198403021,0.8883683922986253,1.0,1.0,1000.0,-50.0,5.0,222.22192922714603,-80.0,1300.0,0.004234235483610701,0.04466342154434453,8.25,7.881526772259157,-9.0,10.0,8.753902585490387,41.0,-40.0,0.5756356333270665,0.15127126665413287,1.0,100.0,4.0,0.2,1.0,0.011438673087234195,1.0,111.11111111111111,3.0,322.96734483571333,16.0,0.5000000830248327,0.506181541711617,1.0,0.47,30000.0,-40.0,15.0
0.9,-39.58393695122355,4525.0,-3419.8824896613864,280.0,100.0,0.08750194543354214,-22.0,7.5,800.2261357196965,22.0,0.8999866022598009,0.8892607942071028,1.0,1.0,1000.0,-50.0,5.0,249.31930307835373,-80.0,1300.0,0.004745243965489295,0.044856473878219276,8.25,7.879934090504691,-9.0,10.0,9.831341345694232,41.0,-40.0,0.5763280685818681,0.15265613716373636,1.0,100.0,4.0,0.2,1.0,0.011455005763167856,1.0,111.11111111111111,3.0,323.32857221128927,16.0,0.5000001048795215,0.5069339395876755,1.0,0.47,30000.0,-40.0,15.0
1.0,-39.53904409058019,4525.0,-3437.501984258691,280.0,100.0,0.08798105849825484,-22.0,7.5,801.1140853098152,22.0,0.8999855734133534,0.8901418830521951,1.0,1.0,1000.0,-50.0,5.0,276.2694152582625,-80.0,1300.0,0.005252345873632016,0.04504920799827638,8.25,7.87834403401422,-9.0,10.0,10.90517155120148,41.0,-40.0,0.5770178633061109,0.15403572661222184,1.0,100.0,4.0,0.2,1.0,0.011471253034664517,1.0,111.11111111111111,3.0,323.68773093836137,16.0,0.5000001292341608,0.5076819939543756,1.0,0.47,30000.0,-40.0,15.0
