Time,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase,krbEGF,kruEGF,krbNGF,kruNGF,kEGF,KmEGF,kNGF,KmNGF,kdSos,KmdSos,kSos,KmSos,kRasGap,KmRasGap,kRasToRaf1,KmRasToRaf1,kpRaf1,KmpRaf1,kpBRaf,KmpBRaf,kdMek,KmdMek,kpMekCytoplasmic,KmpMekCytoplasmic,kdErk,KmdErk,kpP90Rsk,KmpP90Rsk,kPI3K,KmPI3K,kPI3KRas,KmPI3KRas,kAkt,KmAkt,kdRaf1ByAkt,KmRaf1ByAkt,kC3GNGF,KmC3GNGF,kC3G,KmC3G,kRapGap,KmRapGap,kRap1ToBRaf,KmRap1ToBRaf,kdRaf1,KmdRaf1,kdBRaf,KmdBRaf,cell,EGFBindingReaction,EGFUnbindingReaction,NGFBindingReaction,NGFUnbindingReaction,SosActivationByEGFReaction,SosActivationByNGFReaction,SosDeactivationReaction,RasActivationReaction,RasDeactivationReaction,Raf1ByRasActivationReaction,MekbyRaf1ActivationReaction,MekbyBRafActivationReaction,ErkActivationReaction,MekDeactivationReaction,ErkDeactivationReaction,Raf1byPPtaseDeactivationReaction,P90RskActivationReaction,PI3KbyEGFRActivationReaction,PI3KbyRasActivationReaction,AktActivationReaction,Raf1ByAktDeactivationReaction,C3GActivationReaction,Rap1ActivationReaction,Rap1DeactivationReaction,BRafByRap1ActivationReaction,BRafbyPPtaseDeactivationReaction
0.0,10002000.0,456000.0,80000.0,0.0,10000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,120000.0,0.0,120000.0,0.0,600000.0,0.0,600000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,0.0,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,17483736.048,0.0,630.2330400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,9931090.595758814,455993.6999266477,9090.595758818969,70909.40424118102,9993.699926647838,6.300073352165297,113779.21523313542,6220.784766864535,119999.99999999903,9.772559604114787e-10,119561.9542467922,438.0457532078505,120000.0,119999.27631963269,0.7236803672958905,119999.99998996667,1.003329305292525e-05,599999.9664772882,0.03352271233177936,599999.9997777988,0.00022220112109163064,118017.37225588376,1982.6277441162779,119999.93296415101,0.06703584895854664,119995.8201754887,4.179824511323353,119999.98259148907,0.017408510938709855,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,1972634.8154570216,858.0605188416833,629.8272867791678,0.04560062393104116,904070.5482057299,2408.700063171513,1.0850919572301736e-08,154687.8208538153,55372.40937904844,254.6951235597216,15.024743320818807,0.0009935150538703252,0.12330499262593551,0.021964379183315855,6.780404146069991e-05,10.325932109590156,6.449232851742561e-07,294865.1078281434,10.219066529274793,17.407612518631346,6.146061644082427e-06,835.8636855801849,5.367346836336963,0.19242934808393017,0.004030374390668079,4.8835646396714647e-05
0.02,9923043.028133424,455987.4043651629,1043.0281334267574,78956.97186657322,9987.404365162894,12.595634837109873,104415.59862233573,15584.401377664224,119999.99999991423,8.576383713687214e-08,118205.30840679907,1794.6915932009792,120000.0,119993.50424736462,6.4957526353995085,119999.99984444807,0.00015555187343441816,599999.3422302156,0.6577697850154999,599999.990708609,0.009291390914021947,114870.97724423007,5129.022755769958,119999.62263944102,0.3773605589548775,119983.28477806544,16.715221934552513,119999.86446109378,0.1355389062072166,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,226150.89009282505,955.4425251630292,629.4218351024962,0.09116859047083334,925225.9975434078,4807.815469212484,2.361172617792369e-06,386500.6559090832,226648.45979032677,1043.4792861665308,134.86192280557387,0.015403028057990365,2.4194431798913407,0.43097609301058926,0.002835241559686112,92.1847049768667,2.6967615296749784e-05,322930.32046602166,41.08310413228338,45.03308596578022,0.0003105331651269954,1671.1118390438724,21.46415140904112,1.4982127445611493,0.0313796244748875,0.0007571269220600871
0.03,9922123.260119723,455981.1133122044,123.26011972565821,79876.73988027436,9981.113312204463,18.886687795534673,95431.68120656474,24568.31879343521,119999.99999895312,1.0468522295134707e-06,116532.19197437911,3467.808025620943,120000.0,119980.02460466608,19.975395333959074,119999.99923671741,0.0007632825112560673,599996.7414904701,3.258509530581715,599999.9273181759,0.07268182380708997,111644.43259901021,8355.56740098983,119999.03050307656,0.9694969233942035,119962.40004530673,37.59995469329309,119999.55461041046,0.4453895894600816,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,26722.962806936124,966.5724539432239,629.0166847312878,0.13670392379973748,856713.4642894432,7195.706988063344,4.499240963648744e-05,607272.6322409493,437433.1040395464,2016.1941369012432,414.7186635396288,0.07558154754247577,11.985619160334936,2.1349911442934824,0.022178651793097345,279.9488717916492,0.00021095393376724693,320970.4457634973,77.80221225704307,73.36200951477628,0.002453097336754355,2505.728013497472,48.282394884638094,4.923218575104547,0.10311546986773235,0.003715170544834139
0.04,9922018.054401573,455974.8267644344,18.054401574671072,79981.94559842537,9974.826764434487,25.17323556551302,87145.2618104429,32854.738189556985,119999.99999420316,5.79680529434291e-06,114864.57079361693,5135.42920638311,120000.0,119959.1198021167,40.88019788336517,119999.99766107157,0.0023389283641447565,599990.5809744544,9.419025546300604,599999.7078600187,0.29213998102458255,108459.81035992426,11540.189640075787,119998.15668898541,1.8433110145576286,119933.1723791501,66.8276208499658,119998.97164065357,1.0283593462746206,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,3914.1774905483767,967.8455272974257,628.6118354270567,0.18220664807909545,784406.1686470835,9571.130155045637,0.00033020005955137637,809323.4951124148,647037.2012848797,2985.5760323615045,848.7254509357483,0.23160421533873496,34.64554150344691,6.171317632041754,0.08914567862950426,562.0606308659317,0.0008479159572176936,315614.8408395669,112.86648441327354,101.32241803597998,0.009543518585684536,3339.695781916671,85.81383389760607,11.367189498245692,0.23808314888106896,0.011384405689303215
0.05,9922006.01959462,455968.54471851746,6.019594616782439,79993.98040538326,9968.544718517502,31.45528148249288,79535.66466292852,40464.33533707134,119999.9999789837,2.1016297860776615e-05,113300.34529815178,6699.654701848226,120000.0,119931.98781322631,68.01218677377753,119999.99446186353,0.005538136404152986,599979.4652665033,20.53473349783852,599999.1756386184,0.8243613818245273,105331.04696759481,14668.953032405198,119997.00569840886,2.994301591168633,119895.60834574595,104.39165425410965,119998.04275004093,1.9572499588737897,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,1305.040938343886,967.9911580894618,628.2072869515237,0.22767678745124653,716902.5996942058,11932.608361622999,0.0014624432045901511,993503.7625347233,843203.9174563104,3894.665540338515,1411.9971766854176,0.5483925048269185,75.53186501773614,13.454008265358897,0.25155147670951883,912.6397597782193,0.00239265152148968,309860.96982997656,144.18296351664802,128.79179561731888,0.025785794449779534,4172.998727071951,134.0499954707843,21.634812225777647,0.4531375378872435,0.026956102006181214
0.06,9922004.642864697,455962.2671711207,4.642864691787411,79995.35713530824,9962.267171120695,37.732828879299134,72550.89807863727,47449.1019213626,119999.99994137617,5.8623826519359726e-05,111859.68652671463,8140.313473285349,120000.0,119899.86498153071,100.13501846942316,119999.98885901186,0.011140988128550211,599962.2668824329,37.733117568324154,599998.1280979646,1.8719020355188725,102259.89605751833,17740.10394248168,119995.58254245289,4.417457547133182,119849.71467541004,150.28532459002219,119996.70283601132,3.2971639884068944,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,1006.567391821652,968.007817622938,627.8030390666207,0.27311436603954387,654697.6488084227,14278.436377156457,0.004748193205782154,1161394.5750872141,1023497.4866859444,4731.719944361076,2078.8445436313777,1.1031866033502027,138.79165389198786,24.721277549071733,0.5712052876296821,1306.5381231195604,0.005433065341122705,304048.7239716379,171.4748068284758,155.75460226013047,0.05599378183965913,5005.620431468397,192.98217265809413,36.44562644029408,0.7633509979104464,0.054227196726860605
0.07,9922004.485373704,455955.99411891383,4.485373702429465,79995.51462629762,9955.994118913859,44.00588108613594,66139.6231486317,53860.37685136818,119999.99986303608,0.0001369639218036654,110540.0548186108,9459.945181389201,120000.0,119863.79756813617,136.20243186395504,119999.97997037799,0.02002962200879914,599938.1026171845,61.89738281655164,599996.3265081154,3.6734918848815865,99246.71068729371,20753.289312706253,119993.89230583518,6.10769416482437,119795.49826267624,204.50173732381865,119994.89369128473,5.106308714963383,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,972.4235223400989,968.0097233899022,627.3990915344867,0.3185194079483714,597465.6014647525,16606.665093304964,0.01250729170207302,1314503.9706698244,1188328.7732044673,5498.215570277613,2827.5178565699343,1.9833272365020365,227.67331511439406,40.550879682636975,1.1209544451166862,1723.63019772674,0.010662054450864255,298219.321078956,194.97042508526516,182.20760492314812,0.1052719021493315,5837.544467287704,262.6014207841861,56.4428954990642,1.1821994927862995,0.09749137505721019
0.08,9922004.46735801,455949.72555856936,4.467358007241978,79995.53264199283,9949.725558569404,50.27444143058887,60254.22755973543,59745.77244026445,119999.99971826706,0.0002817329557360478,109333.0809831041,10666.919016895914,120000.0,119824.62192076011,175.37807924003792,119999.96683136179,0.03316863822876478,599906.2888290863,93.71117091463695,599993.5042373625,6.495762637788065,96291.65288858545,23708.34711141454,119991.94009490381,8.059905096173901,119732.96616645018,267.03383354987074,119992.56328393496,7.436716064764844,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,968.5177399411947,968.0099413942269,626.9954441174697,0.3638919372631596,544821.7913040757,18915.06685559976,0.02836301837067937,1454201.540198657,1338824.3419465441,6199.026597566846,3640.619969237883,3.2843124311633383,344.6909881881116,61.38930657991024,1.9821598506422868,2149.1117158860775,0.01885349880771904,292380.50392472354,215.01157938885294,208.14925742459283,0.17881881058683172,6668.754386320342,342.8985541729521,82.20154840069624,1.7217292546817005,0.16144369296493066
0.09,9922004.465304662,455943.46148676233,4.465304657247171,79995.53469534284,9943.461486762366,56.53851323762734,54850.88762957679,65149.11237042309,119999.999473311,0.0005266890046832448,108229.4112397859,11770.588760214116,120000.0,119782.99677335969,217.00322664043404,119999.948412026,0.0515879740055972,599866.299693699,133.70030630214836,599989.3733803444,10.626619655878883,93394.82854864273,26605.171451357262,119989.7310287073,10.268971292693886,119662.12561026355,337.8743897364591,119989.66511268588,10.334887313850832,120000.0,120000.0,120000.0,2.18503e-05,0.0121008,1.38209e-07,0.00723811,694.731,6086070.0,389.428,2112.66,1611.97,896896.0,32.344,35954.3,1509.36,1432410.0,0.884096,62464.6,185.759,4768350.0,125.089,157948.0,2.83243,518753.0,9.85367,1007340.0,8.8912,3496490.0,0.0213697,763523.0,10.6737,184912.0,0.0771067,272056.0,0.0566279,653951.0,15.1212,119355.0,146.912,12876.2,1.40145,10965.6,27.265,295990.0,2.20995,1025460.0,0.126329,1061.71,441.287,10879500.0,1.0,968.0725759789485,968.0099662414046,626.5920965781261,0.40923197805040284,496400.92410427827,21201.089979475288,0.0574942313863893,1581726.2688921902,1476218.9152287447,6839.604294662257,4504.436963187379,5.108098474709925,491.77799615385635,87.57906302609342,3.242672973030006,2572.630051566798,0.030843023649489938,286536.33693866595,231.94455493879306,233.5785160068625,0.28180577167784593,7499.233709875846,433.8641432718343,114.23529073482261,2.3927060320712528,0.2510972251709508
