Time,pRaf_cyto,pMEK_cyto,pERK_cyto,pMEK_nuc,pERK_nuc,Ca,CaM_memb,numTissuePos,numCytoToNucVolRatio,numCaInputBaseline,numCaInputAmp,numCaMInputBaseline,numCaMInputAmp,numHillCoeff,numHillWeight,numHillMax,numHillTau,numHillEC50,numMEKCytoToNucParam,numMEKNucToCytoParam,numERKCytoToNucParam,numERKNucToCytoParam,numHillBeta,numHillK,funcHillCaToRaf,funcHillCaMToRaf,funcHillERKToRaf,funcHillRafToMEK,funcHillMEKToERKCyto,funcHillMEKToERKNuc,funcHillERKToERKNuc,numTotalRafInputs,c,n
0.0,0.5,0.8,0.7,0.4,0.2,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.16212840948525037,0.5018985961669784,0.8195542138114505,0.38762364488757084,0.16212840948525037,0.0,1.0,0.5
0.01,0.49502491687995975,0.7974473343799556,0.7011159499143772,0.39497910395205116,0.20036719182471666,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.16251882295057643,0.4962736334395928,0.8170632127144118,0.3818424920779997,0.16251882295057643,0.0,1.0,0.5
0.02,0.49009933665547045,0.7948550968284627,0.7021957017246951,0.3900299499221159,0.2006702929649565,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.16284121241012403,0.4906966813650524,0.8145295640815468,0.3761426743526731,0.16284121241012403,0.0,1.0,0.5
0.03,0.4852227667704806,0.7922243281039081,0.7032391963924515,0.3851514241548138,0.20091141013715572,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.16309775064718282,0.48516766743482764,0.8119541047683677,0.3705233888649662,0.16309775064718282,0.0,1.0,0.5
0.04,0.48039471957115853,0.7895560549978725,0.7042463838415705,0.3803424306898629,0.20109259940790625,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.1632905731042109,0.47968651106828153,0.8093376622296613,0.36498382596780143,0.1632905731042109,0.0,1.0,0.5
0.05,0.47561471224414453,0.786851290474775,0.7052172227496807,0.37560189103301106,0.2012158671504626,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.16342177719643972,0.47425312376189926,0.806681054801685,0.3595231698573134,0.16342177719643972,0.0,1.0,0.5
0.06,0.4708822667610774,0.784111033781384,0.70615168031643,0.37092874380832164,0.20128317112439173,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.1634934219112313,0.46886740924551656,0.8039850919449254,0.3541405991691824,0.1634934219112313,0.0,1.0,0.5
0.07,0.46619690974828737,0.7813362707375658,0.7070497318095856,0.36632194403676216,0.20129642277007861,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.16350752884056746,0.46352926355303997,0.8012505746558588,0.3488352871190521,0.16350752884056746,0.0,1.0,0.5
0.08,0.4615581726547645,0.7785279733633773,0.7079113611536819,0.3617804640732987,0.20125748418354295,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.163466077676755,0.4582385754326933,0.7984782952153789,0.3436064035276074,0.163466077676755,0.0,1.0,0.5
0.09,0.4569655916492849,0.7756871001035666,0.7087365605571596,0.35730329302458813,0.20116816992293984,0.7632,0.72675,0.5,2.357142857142857,0.754,0.092,0.363,0.485,1.4,1.0,1.0,1.0,0.5,0.05,0.5,0.01,0.01,2.56,1.37,0.7832635596954985,0.7465219306525684,0.16337100696671664,0.4529952264490533,0.7956690375144221,0.3384531150696037,0.16337100696671664,0.0,1.0,0.5
