_1_task1,y_1_task1,z_2_task1
0.0,0.5,0.1
1.0,0.48462980433668773,0.11449882920909545
2.0,0.4707501884511163,0.12805072428205744
3.0,0.4582610667267981,0.1407349876758799
4.0,0.44706832786042583,0.15262487800429028
5.0,0.43708349380228123,0.1637881789290139
6.0,0.42822339476564747,0.17428773391171934
7.0,0.42041002536790845,0.18418169628300743
8.0,0.41357040006899265,0.1935237523993715
9.0,0.40763637042838724,0.20236348632867718
10.0,0.4025443421449475,0.2107466972649001
11.0,0.39823503915551633,0.21871566309581042
12.0,0.3946532459844116,0.2263094108435905
13.0,0.3917476506835761,0.23356387459508027
14.0,0.3894705226908601,0.24051221227276634
15.0,0.38777753855777264,0.24718496533145418
16.0,0.3866275659687369,0.25361025557235395
17.0,0.38598244449684016,0.2598139767806866
18.0,0.3858068219660808,0.2658199330559722
19.0,0.3860679358080302,0.27165002241453906
20.0,0.38673542458314564,0.2773243876815259
21.0,0.38778117298194853,0.28286153861080654
22.0,0.38917914992573227,0.2882784784419444
23.0,0.3909052515195099,0.29359082443152085
24.0,0.39293715055836764,0.29881292195559295
25.0,0.3952542177337831,0.3039579042412845
26.0,0.397837291189336,0.30903786025696584
27.0,0.4006688191387647,0.31406372915358177
28.0,0.4037323408036571,0.31904567954245894
29.0,0.40701281028041925,0.3239928722644539
30.0,0.41049613625689624,0.3289138025306105
31.0,0.41416927665345377,0.33381622334011224
32.0,0.41802016472774506,0.33870718775637176
33.0,0.4220375258698665,0.34359319484126
34.0,0.426210992739888,0.3484800866141277
35.0,0.43053087566732906,0.3533732243968049
36.0,0.4349882236527926,0.3582774388016622
37.0,0.439574693425252,0.3631971217381013
38.0,0.4442825210404274,0.36813624972371567
39.0,0.4491045040915456,0.37309838742649265
40.0,0.45403392692398575,0.3780867438577739
41.0,0.4590644297711002,0.3831042689067591
42.0,0.4641899883940954,0.3881536642398306
43.0,0.46940518152556665,0.3932371763119369
44.0,0.4747047697726676,0.3983569132296791
45.0,0.4800837337961789,0.4035148125251459
46.0,0.48553763140156403,0.4087123758072555
47.0,0.49106205448888807,0.41395106277202975
48.0,0.4966529150619603,0.41923208404623913
49.0,0.5023063817809944,0.42455645117082474
50.0,0.5080187879489059,0.42992502827249546
51.0,0.5137866599748732,0.4353385252119716
52.0,0.5196066806444368,0.4407975183522181
53.0,0.5254756620637625,0.44630246391026435
54.0,0.531390712713393,0.4518535916928977
55.0,0.5373488943666075,0.45745113351256933
56.0,0.5433473613850685,0.4630952301875877
57.0,0.5493833192565437,0.4687859595370867
