data_set_T,data_set_HKF,data_set_HKF2,data_set_HNA,data_set_IKF,data_set_IKS,data_set_INA,data_set_INAP,data_set_MKF,data_set_MKS,data_set_MNA,data_set_MNAP,data_set_V
93.279999,0.28680065,6.2875953,0.45621279,0.0048875208,4.4432101,-102.60278,-60.778919,0.052498303,0.2102273,0.3046962,0.9555918,-34.504288
93.809998,0.27887517,6.286305,0.41782767,0.0082219439,5.5180898,-155.16077,-58.638248,0.058785245,0.21749514,0.36610079,0.96851927,-30.680283
94.339996,0.26589051,6.2850575,0.35018298,0.030811535,8.7221766,-326.02939,-51.159985,0.078377455,0.2324329,0.52259552,0.98033798,-20.23259
94.870003,0.24470189,6.2838883,0.14117844,0.461941,19.007204,-338.99893,-40.29422,0.14751786,0.26768181,0.77816182,0.98839962,-5.9589195
95.400002,0.22312422,6.2828217,0.05009019,2.1232982,29.26483,-188.86375,-45.245731,0.2227238,0.30453071,0.87158573,0.99316651,-11.946309
95.93,0.20835422,6.2818384,0.038509537,2.8503811,30.24246,-129.0612,-54.210407,0.25235841,0.32101962,0.78972155,0.99583459,-23.04645
96.459999,0.19953434,6.2809086,0.051615775,2.3159332,26.851072,-96.294418,-59.901428,0.24875018,0.32218561,0.628456,0.99621511,-30.161263
96.989998,0.19540109,6.2800107,0.082159452,1.6455898,22.66762,-76.768166,-63.073616,0.23403788,0.31585041,0.48994505,0.99237603,-34.447723
97.519997,0.19465967,6.2791395,0.12548573,1.1414088,18.965691,-63.644325,-64.461105,0.21670868,0.30638659,0.39554518,0.98317474,-36.955299
98.050003,0.19616608,6.2783136,0.174335,0.79030967,15.886857,-53.94017,-64.813637,0.19941354,0.29588875,0.33332303,0.96971625,-38.547165
98.580002,0.19917071,6.2775636,0.22391084,0.5488553,13.369563,-46.82803,-64.588715,0.18300612,0.28530127,0.29126081,0.95385438,-39.641743
99.110001,0.20318811,6.2769184,0.27152526,0.38301754,11.328536,-41.665466,-64.054916,0.16777703,0.27507946,0.26189023,0.93724775,-40.429543
99.639999,0.20788731,6.2763939,0.31575975,0.26887107,9.6797104,-37.927361,-63.381237,0.15380596,0.26545206,0.24081387,0.92112672,-41.010475
100.17,0.21303429,6.2759905,0.35595149,0.19001266,8.3484306,-35.224358,-62.674484,0.14108072,0.25652859,0.22537503,0.90628725,-41.444012
100.7,0.2184591,6.2756972,0.39188811,0.13528505,7.2720623,-33.279709,-61.99897,0.12954657,0.24835101,0.21390396,0.89316875,-41.768272
101.23,0.2240355,6.2754951,0.4236204,0.097109705,6.3996797,-31.899351,-61.39027,0.11912934,0.24092193,0.20531181,0.88195479,-42.008812
101.76,0.22966763,6.2753634,0.4513461,0.07033179,5.6905847,-30.947458,-60.865349,0.10974749,0.23422101,0.19886604,0.87266332,-42.183319
102.29,0.23528115,6.2752786,0.4753378,0.051435687,5.1125517,-30.328785,-60.429676,0.10131849,0.22821496,0.19406129,0.86521572,-42.304348
102.82,0.24081723,6.2752194,0.4958989,0.038015887,4.6401815,-29.976427,-60.082016,0.093762204,0.22286376,0.19054164,0.8594833,-42.381008
103.35,0.24622841,6.2751665,0.51333666,0.028420441,4.2534909,-29.843487,-59.817471,0.087002836,0.2181246,0.18805239,0.85531747,-42.419983
103.88,0.25147563,6.2751007,0.52794629,0.02151043,3.936765,-29.897457,-59.629391,0.080969766,0.21395436,0.18640931,0.85256732,-42.42622
104.41,0.25652608,6.2750072,0.54000169,0.016497327,3.6776412,-30.116463,-59.51049,0.075598001,0.21031126,0.18547851,0.85109001,-42.403343
104.94,0.26135147,6.2748713,0.54975098,0.012832763,3.4663925,-30.486782,-59.453491,0.070828259,0.20715581,0.18516305,0.85075551,-42.353962
105.47,0.26592678,6.2746811,0.5574137,0.010133597,3.2953734,-31.001286,-59.451458,0.066606902,0.20445147,0.18539417,0.85144895,-42.279831
106.0,0.27022919,6.274426,0.56318033,0.008130827,3.1585948,-31.658554,-59.497948,0.062885769,0.20216511,0.1861254,0.85307133,-42.181961
106.53,0.27423713,6.2740974,0.5672121,0.0066346666,3.0514028,-32.462543,-59.587044,0.059622016,0.20026729,0.18732898,0.8555389,-42.060688
107.06,0.27792937,6.2736878,0.56964117,0.0055105933,2.9702406,-33.422775,-59.71331,0.056777969,0.19873244,0.18899387,0.85878247,-41.915649
107.59,0.28128418,6.2731924,0.57057035,0.0046628811,2.9124792,-34.555077,-59.871708,0.054321013,0.1975392,0.19112529,0.86274707,-41.745743
108.12,0.28427827,6.2726059,0.57007271,0.0040232642,2.8763106,-35.883018,-60.057438,0.052223627,0.19667064,0.19374576,0.86739075,-41.548996
108.65,0.28688574,6.2719274,0.5681895,0.0035431366,2.8606977,-37.440376,-60.265747,0.050463542,0.19611484,0.19689797,0.8726846,-41.32235
109.18,0.28907654,6.2711549,0.56492698,0.0031882441,2.8653901,-39.275143,-60.491627,0.049024213,0.19586556,0.20065001,0.87861246,-41.061302
109.71,0.29081449,6.2702899,0.56025028,0.0029351679,2.8910241,-41.456196,-60.72937,0.047895629,0.19592343,0.20510454,0.88517129,-40.759346
110.24,0.29205465,6.2693362,0.55407351,0.0027692204,2.9393463,-44.084652,-60.97184,0.047075886,0.19629784,0.21041445,0.89237201,-40.406979
110.77,0.29273897,6.2682986,0.54624277,0.0026836419,3.0136495,-47.314205,-61.20919,0.046573948,0.19701017,0.21680997,0.9002406,-39.990047
111.3,0.29278985,6.2671852,0.53650814,0.002680406,3.1196032,-51.38974,-61.426533,0.046414744,0.19809927,0.22464873,0.90881979,-39.486679
111.83,0.292099,6.2660055,0.52447361,0.0027738144,3.2669063,-56.726875,-61.599152,0.04664911,0.19963148,0.23451351,0.91817009,-38.861301
112.36,0.29050809,6.2647738,0.50950545,0.0030005341,3.4728444,-64.093575,-61.682087,0.047374789,0.20172065,0.24742237,0.92836827,-38.051746
112.89,0.28777036,6.2635064,0.49055183,0.0034484707,3.7709212,-75.08651,-61.584183,0.048786648,0.20457171,0.26533675,0.93949473,-36.937901
113.42,0.28346878,6.2622232,0.46575996,0.0043570106,4.2358551,-93.647141,-61.092476,0.051320501,0.20859183,0.29261306,0.95158255,-35.251152
113.95,0.27681464,6.2609477,0.4316029,0.006615065,5.0784636,-132.44275,-59.592968,0.056201939,0.2147446,0.34122097,0.96442473,-32.239006
114.48,0.2660827,6.2597055,0.3796064,0.016907629,7.2019291,-249.48676,-54.654423,0.068886675,0.22615038,0.4546496,0.97690368,-24.933229
115.01,0.24772507,6.2585282,0.19987363,0.20137171,15.028673,-379.35684,-42.12653,0.12078287,0.25453371,0.70839518,0.98627961,-8.3907003
115.54,0.2253506,6.2574482,0.06751357,1.530659,26.953558,-231.29312,-42.461407,0.20263247,0.29467869,0.86188281,0.99192172,-8.5090208
116.07,0.20863354,6.2564597,0.037761353,2.7991896,30.666849,-140.93961,-51.739811,0.24807483,0.31795391,0.8312254,0.99518931,-19.987396
116.6,0.19831274,6.2555318,0.045621853,2.5128253,28.135515,-105.1693,-58.393166,0.25180626,0.32292262,0.68019211,0.99643898,-28.252312
117.13,0.19299003,6.2546411,0.070708953,1.827144,23.96796,-81.958969,-62.301582,0.23922187,0.31835636,0.52892226,0.99417442,-33.333317
117.66,0.19145899,6.2537746,0.11082783,1.2718939,20.073774,-67.380844,-64.161942,0.22228038,0.30957469,0.42132747,0.98664123,-36.288345
118.19,0.19247854,6.2529454,0.15856656,0.88067639,16.800951,-56.707211,-64.780708,0.20483606,0.29926702,0.35042426,0.97434223,-38.108261
118.72,0.1951879,6.2521815,0.20827873,0.61103976,14.114175,-48.847294,-64.703781,0.18809949,0.28864327,0.30296955,0.95904946,-39.333218
119.25,0.19903551,6.2515135,0.25671342,0.42581683,11.931211,-43.130127,-64.246284,0.17248112,0.27827293,0.27016103,0.94252735,-40.204803
119.78,0.203651,6.2509623,0.30211848,0.29840729,10.166376,-38.988605,-63.603176,0.15810889,0.26844072,0.24680321,0.92614883,-40.843624
120.31,0.20877491,6.2505331,0.3436316,0.21047527,8.7415428,-35.991901,-62.898415,0.14499256,0.25928676,0.22979203,0.91084176,-41.319077
120.84,0.21422037,6.2502179,0.38092196,0.14952645,7.5902019,-33.830971,-62.208122,0.13308758,0.25087062,0.21720101,0.89714813,-41.674816
121.37,0.21984951,6.25,0.41397196,0.10707159,6.6578379,-32.288544,-61.575745,0.12232425,0.2432052,0.20778765,0.88532215,-41.939743
121.9,0.22555837,6.2498589,0.44294205,0.077338427,5.9006939,-31.212564,-61.023258,0.11262254,0.23627619,0.20072378,0.87542593,-42.133671
122.43,0.23126684,6.2497716,0.46808687,0.056392763,5.2840405,-30.496477,-60.559177,0.10389973,0.23005356,0.19544226,0.86740553,-42.270569
122.96,0.23691198,6.2497168,0.48970348,0.041544873,4.7804742,-30.065453,-60.184002,0.096074685,0.22449894,0.19154602,0.8611443,-42.360504
123.49,0.24244331,6.2496729,0.50810003,0.030949317,4.3684278,-29.866966,-59.893745,0.089070097,0.21957007,0.18875228,0.85649765,-42.410843
124.02,0.24781957,6.2496223,0.52357668,0.023335071,4.0309401,-29.864431,-59.682167,0.082813643,0.21522374,0.18685701,0.85331404,-42.427025
124.55,0.25300631,6.249548,0.53641486,0.017823126,3.7546694,-30.032919,-59.542099,0.077238515,0.21141763,0.18571207,0.85144734,-42.413067
125.08,0.25797409,6.2494354,0.54687113,0.013802927,3.5291181,-30.356327,-59.466217,0.072283633,0.20811141,0.1852099,0.8507632,-42.371868
125.61,0.26269713,6.2492714,0.55517423,0.010848423,3.346031,-30.825563,-59.447449,0.067893572,0.20526756,0.18527357,0.85114181,-42.305443
126.14,0.26715213,6.2490458,0.56152385,0.0086608948,3.1989317,-31.437458,-59.479191,0.064018458,0.20285185,0.18585002,0.8524791,-42.215027
126.67,0.27131736,6.2487493,0.56609046,0.0070298654,3.082772,-32.194271,-59.555363,0.060613777,0.20083362,0.18690586,0.85468656,-42.101173
127.2,0.27517164,6.2483735,0.5690155,0.0058063371,2.9936676,-33.103718,-59.67038,0.057640232,0.19918606,0.18842484,0.85769051,-41.963741
127.73,0.27869356,6.2479124,0.57041103,0.0048843836,2.9287097,-34.179508,-59.819096,0.055063605,0.19788645,0.19040701,0.86143154,-41.801868
128.25999,0.28186059,6.2473621,0.57035971,0.004188484,2.8858378,-35.442566,-59.996647,0.05285475,0.19691642,0.19286923,0.86586362,-41.61388
128.78999,0.28464779,6.2467194,0.56891316,0.0036648009,2.8637724,-36.9231,-60.198296,0.050989706,0.1962624,0.19584735,0.87095374,-41.397087
129.32001,0.28702676,6.2459826,0.56608909,0.0032752135,2.8620074,-38.664047,-60.419147,0.04945004,0.19591625,0.19940066,0.87668169,-41.147499
129.85001,0.28896359,6.2451534,0.56186664,0.0029933159,2.880882,-40.726761,-60.653786,0.048223555,0.19587624,0.20361967,0.88304025,-40.859318
130.38,0.29041651,6.2442331,0.55617726,0.0028019105,2.9217575,-43.200542,-60.895622,0.047305562,0.19614877,0.20863913,0.89003575,-40.52412
130.91,0.2913323,6.243227,0.54889107,0.0026917942,2.9873729,-46.219475,-61.135853,0.046701178,0.19675095,0.21466091,0.89768928,-40.129471
131.44,0.29164052,6.2421422,0.53979248,0.0026619886,3.0825217,-49.993736,-61.361534,0.046429526,0.19771533,0.22199491,0.90603817,-39.656387
131.97,0.29124436,6.2409873,0.52853876,0.0027222259,3.2153721,-54.872303,-61.551807,0.046531722,0.19909804,0.23113759,0.91513717,-39.074562
132.5,0.29000428,6.2397757,0.5145852,0.0029002347,3.4002311,-61.48114,-61.669834,0.047087278,0.2009948,0.24293515,0.9250586,-38.33234
133.03,0.28770769,6.2385225,0.49704,0.0032620747,3.663969,-71.068474,-61.643627,0.048251648,0.20357452,0.2589623,0.9358843,-37.333401
133.56,0.28400517,6.2372465,0.47436517,0.0039776717,4.0634785,-86.530891,-61.31321,0.050356921,0.20716044,0.28254279,0.94767278,-35.87339
134.09,0.2782616,6.2359705,0.44370803,0.0056044376,4.7456789,-116.3232,-60.251392,0.05425724,0.21246842,0.32213491,0.96033198,-33.425217
134.62,0.2691533,6.2347193,0.39916185,0.011261535,6.2481384,-195.34053,-56.940716,0.063125856,0.2215571,0.40597326,0.9731546,-28.139353
135.14999,0.25361484,6.2335219,0.27613184,0.080088288,11.605256,-388.90851,-45.867104,0.097435452,0.24285939,0.62288415,0.98378938,-13.278611
135.67999,0.2312773,6.2324133,0.094283707,0.96022755,23.624916,-280.44406,-40.603539,0.17856544,0.28291118,0.83417416,0.99045426,-6.2435789
136.21001,0.21239381,6.2314024,0.039962921,2.5857635,30.525206,-156.03033,-48.869469,0.23946011,0.31305063,0.85977119,0.99436188,-16.433205
136.74001,0.20029554,6.2304616,0.041423317,2.6880205,29.263401,-115.60518,-56.629082,0.25334874,0.32272831,0.73236334,0.99631554,-26.048124
137.27,0.19354537,6.2295642,0.060870066,2.0302415,25.298782,-87.912331,-61.328007,0.24399187,0.32044414,0.57239169,0.99541175,-32.013363
137.8,0.19099362,6.228693,0.097001985,1.4224017,21.237885,-71.463081,-63.743702,0.22778116,0.31259844,0.4506138,0.9896,-35.517006
138.33,0.19134617,6.2278523,0.14307971,0.98529375,17.767334,-59.73637,-64.680298,0.21029803,0.30259421,0.36971486,0.9786377,-37.615227
138.86,0.19361678,6.227067,0.19261242,0.68299335,14.903822,-51.065884,-64.780899,0.19327222,0.29198879,0.31603506,0.96408707,-38.992542
139.39,0.19717367,6.2263684,0.2416933,0.47525895,12.57126,-44.740417,-64.418243,0.17727871,0.28149834,0.2793029,0.94778484,-39.958946
139.92,0.20159951,6.2257814,0.28817922,0.3324571,10.683383,-40.15506,-63.817631,0.16250846,0.27147615,0.25337461,0.93124151,-40.662029
140.45,0.20660529,6.225316,0.33097476,0.2340118,9.1589994,-36.83585,-63.122269,0.1489989,0.26209888,0.23461229,0.9155224,-41.183403
140.98,0.21198444,6.2249684,0.36961007,0.16586922,7.927772,-34.438507,-62.421494,0.13671841,0.25344685,0.22078638,0.90128148,-41.57325
141.50999,0.21758568,6.2247243,0.40398645,0.11847663,6.931489,-32.720016,-61.767689,0.1256032,0.24554513,0.21047558,0.88885272,-41.864349
142.03999,0.22329572,6.2245631,0.43421915,0.08534126,6.1231766,-31.510214,-61.188606,0.11557542,0.23838647,0.2027417,0.87834954,-42.078949
142.57001,0.22902785,6.2244635,0.46053976,0.062041391,5.4654479,-30.689938,-60.696308,0.10655261,0.23194481,0.19694729,0.86974806,-42.232605
143.10001,0.23471434,6.2244024,0.48323616,0.045556869,4.9287605,-30.175552,-60.293369,0.098452829,0.22618386,0.19264899,0.86294675,-42.336456
143.63,0.24030124,6.224359,0.50261551,0.033817805,4.48985,-29.908308,-59.976929,0.091197401,0.22106221,0.18953255,0.8578071,-42.398624
144.16,0.24574471,6.2243142,0.51898187,0.025400236,4.1304202,-29.847137,-59.741283,0.084712341,0.21653673,0.18737204,0.85417813,-42.425091
144.69,0.25100839,6.2242508,0.53262353,0.01932063,3.8360786,-29.9638,-59.579453,0.078929089,0.21256463,0.18600364,0.85191119,-42.42028
145.22,0.25606146,6.224153,0.54380518,0.014896737,3.5955031,-30.239651,-59.484097,0.073784731,0.20910487,0.18530828,0.85086757,-42.387421
145.75,0.26087719,6.2240081,0.55276459,0.011653154,3.3997869,-30.66353,-59.448044,0.069222085,0.20611899,0.18520023,0.85092288,-42.328781
146.28,0.26543155,6.223805,0.55971068,0.0092570372,3.241935,-31.230486,-59.464531,0.06518954,0.20357168,0.18561944,0.85196805,-42.245838
146.81,0.26970246,6.2235327,0.56482309,0.0074742222,3.1164806,-31.941088,-59.527306,0.061640911,0.20143113,0.18652669,0.85390961,-42.139351
147.34,0.27366871,6.2231841,0.56825238,0.006139169,3.0191956,-32.801296,-59.630638,0.058535267,0.19966929,0.18790047,0.85666943,-42.009403
147.87,0.27730906,6.2227516,0.57011992,0.0051343329,2.9468799,-33.822842,-59.769253,0.055836804,0.19826213,0.18973571,0.86018366,-41.85537
148.39999,0.28060141,6.2222314,0.57051772,0.0043759635,2.8972161,-35.024204,-59.938217,0.053514767,0.19718985,0.19204383,0.864402,-41.675842
148.92999,0.2835218,6.2216191,0.5695073,0.0038043233,2.8686817,-36.432373,-60.132771,0.051543538,0.19643734,0.19485435,0.86928743,-41.468475
149.46001,0.28604305,6.2209134,0.56711763,0.0033769761,2.8605237,-38.085808,-60.348106,0.049902886,0.19599465,0.19821855,0.87481576,-41.229736
149.99001,0.28813323,6.2201142,0.56334066,0.0030642464,2.8728018,-40.039261,-60.579025,0.048578549,0.19585788,0.202216,0.8809756,-40.95446
150.52,0.28975341,6.2192235,0.55812401,0.0028462852,2.9065278,-42.371872,-60.819389,0.047563281,0.19603066,0.20696566,0.88776892,-40.635166
151.05,0.29085442,6.218245,0.55135912,0.0027114579,2.9639535,-45.201168,-61.061253,0.04685878,0.19652635,0.21264495,0.89521199,-40.260883
151.58,0.29137212,6.217185,0.54286081,0.0026560768,3.0491238,-48.708633,-61.293262,0.046479136,0.19737196,0.21952373,0.90333688,-39.815067
152.11,0.29121926,6.2160521,0.53233242,0.002686017,3.1689408,-53.189659,-61.497635,0.046457317,0.19861497,0.22802764,0.91219276,-39.271706
152.64,0.29027224,6.2148576,0.51930398,0.0028220033,3.3353338,-59.160076,-61.643875,0.046858128,0.2003362,0.23886651,0.92184669,-38.587486
153.17,0.28834611,6.2136164,0.50301516,0.0031141699,3.5701184,-67.610909,-61.674377,0.047806729,0.20267601,0.25332099,0.93237919,-37.684139
153.7,0.2851449,6.2123466,0.48217928,0.0036862413,3.9174855,-80.720726,-61.466713,0.049560927,0.20589484,0.27397558,0.94386315,-36.403103
154.23,0.28014922,6.2110691,0.45446771,0.0049063764,4.4834123,-104.34003,-60.714905,0.052737694,0.21053846,0.30697933,0.95627958,-34.363438
154.75999,0.27232587,6.2098079,0.41529056,0.0084300889,5.607502,-159.88411,-58.43858,0.059319798,0.21802785,0.37103924,0.96920568,-30.369169
155.28999,0.2592991,6.208591,0.34276846,0.034285765,9.0595217,-339.36453,-50.440731,0.080542237,0.23372278,0.53603899,0.98087776,-19.280092
155.82001,0.23824087,6.2074518,0.1331095,0.51372719,19.696556,-330.83276,-40.188335,0.1521097,0.26993942,0.78793103,0.98872405,-5.8083301
156.35001,0.21740901,6.2064128,0.047982983,2.1756952,29.540417,-182.84372,-45.763664,0.22561425,0.30596799,0.87140965,0.99335641,-12.587167
156.88,0.20332803,6.2054543,0.038802676,2.7966189,30.132721,-127.0742,-54.58614,0.25274304,0.32138669,0.7818855,0.995924,-23.511932
157.41,0.19502448,6.204546,0.052792329,2.2435241,26.633217,-94.962654,-60.126534,0.24814488,0.32199663,0.62007177,0.99613905,-30.449471
157.94,0.19129892,6.2036681,0.084188715,1.5903095,22.460358,-75.960205,-63.182507,0.23316336,0.31541246,0.48393017,0.99202526,-34.613026
158.47,0.19086964,6.2028165,0.12796108,1.1030535,18.791281,-63.056442,-64.499428,0.21579596,0.30585712,0.39160544,0.98256314,-37.055065
159.0,0.19262323,6.2020106,0.17693625,0.76409435,15.743711,-53.50938,-64.812851,0.19853412,0.2953378,0.33070892,0.9689377,-38.613289
159.53,0.19583257,6.201282,0.22645447,0.5309633,13.253363,-46.516987,-64.566628,0.1821841,0.28476134,0.28946933,0.95300472,-39.688225
160.06,0.20002505,6.2006588,0.27391264,0.37077704,11.234731,-41.442223,-64.022369,0.16702014,0.27456671,0.26062569,0.9364022,-40.463238
160.59,0.20487763,6.2001553,0.31794217,0.26046184,9.6041231,-37.767601,-63.345108,0.15311512,0.26497445,0.23990074,0.92033631,-41.035271
161.12,0.21016136,6.1997724,0.35790992,0.18420517,8.2874918,-35.110691,-62.638977,0.14045382,0.25608957,0.22470509,0.90558195,-41.462326
161.64999,0.21570985,6.1994977,0.39362091,0.13125019,7.2228413,-33.199963,-61.966492,0.12897998,0.24795146,0.21340787,0.89256281,-41.781696
162.17999,0.22139932,6.1993136,0.42513582,0.094287686,6.3598242,-31.845043,-61.362038,0.11861888,0.24056119,0.20494357,0.88145173,-42.018429
162.71001,0.22713569,6.1991973,0.45265761,0.068343632,5.6582294,-30.912678,-60.841835,0.10928883,0.23389754,0.19859435,0.87226045,-42.189888
163.24001,0.23284592,6.1991267,0.4764612,0.050023898,5.0862255,-30.309406,-60.410912,0.10090733,0.22792675,0.19386433,0.86490679,-42.308414
163.77,0.23847216,6.19908,0.49685067,0.037004795,4.6187277,-29.96957,-60.067791,0.093394466,0.22260861,0.19040395,0.85926056,-42.382965
164.3,0.24396776,6.199038,0.5141328,0.027689656,4.2360015,-29.847157,-59.807449,0.086674698,0.21790023,0.18796287,0.85517281,-42.420124
164.83,0.24929422,6.1989822,0.52860183,0.020977039,3.9225268,-29.910305,-59.623188,0.080677688,0.21375856,0.18635996,0.85249293,-42.424755
165.36,0.25441918,6.1988969,0.54053032,0.016103934,3.6660938,-30.137627,-59.50771,0.075338759,0.21014191,0.18546352,0.85107863,-42.400429
165.89,0.25931472,6.1987686,0.55016482,0.01253941,3.4570961,-30.515783,-59.453754,0.07059893,0.20701092,0.18517829,0.85080075,-42.349701
166.42,0.26395616,6.198585,0.55772346,0.009912299,3.2879839,-31.037968,-59.454411,0.066404842,0.20432925,0.18543684,0.85154539,-42.274284
166.95,0.26832086,6.1983356,0.56339496,0.0079618618,3.1528444,-31.703054,-59.503265,0.062708624,0.20206396,0.18619376,0.85321414,-42.175159
167.48,0.27238744,6.1980119,0.56733918,0.0065040449,3.0470865,-32.515297,-59.594425,0.059467725,0.20018579,0.1874222,0.85572422,-42.052616
168.00999,0.27613476,6.197607,0.56968647,0.0054083257,2.9672053,-33.484535,-59.722485,0.05664473,0.1986694,0.18911201,0.85900718,-41.906261
168.53999,0.27954113,6.1971149,0.57053828,0.004581789,2.9106174,-34.626987,-59.882412,0.054207291,0.19749367,0.19126931,0.86300874,-41.734943
169.07001,0.28258327,6.1965322,0.56996584,0.0039581554,2.8755565,-35.966717,-60.06942,0.05212817,0.19664195,0.19391763,0.8676877,-41.53664
169.60001,0.28523514,6.1958561,0.56800872,0.0034902429,2.8610268,-37.538174,-60.278748,0.050385389,0.19610257,0.19710092,0.87301582,-41.308216
170.13,0.28746653,6.1950865,0.56467098,0.0031448279,2.8668225,-39.390316,-60.505363,0.048962735,0.19586964,0.20088892,0.8789776,-41.045086
170.66,0.28924102,6.1942244,0.55991536,0.0028992603,2.8936343,-41.593483,-60.743492,0.04785059,0.19594423,0.20538662,0.88557082,-40.740593
171.19,0.29051307,6.1932726,0.55365252,0.0027394551,2.9432809,-44.25111,-60.985889,0.047047574,0.1963363,0.21075039,0.89280713,-40.385029
171.72,0.29122388,6.1922379,0.54572427,0.0026591776,3.0191615,-47.520771,-61.2225,0.046563368,0.19706802,0.21721604,0.90071338,-39.963905
172.25,0.29129463,6.1911268,0.53587401,0.0026609586,3.1271181,-51.654324,-61.438034,0.046424039,0.19817945,0.22515069,0.90933335,-39.454773
172.78,0.29061502,6.1899509,0.52369517,0.0027598857,3.2771571,-57.080997,-61.606991,0.046682347,0.19973899,0.23515455,0.91872847,-38.820999
173.31,0.28902316,6.1887226,0.50853652,0.0029941467,3.4871757,-64.598404,-61.68272,0.047439754,0.20186411,0.24828105,0.92897618,-37.998249
173.84,0.28626591,6.1874599,0.48931396,0.0034555532,3.7920811,-75.878197,-61.569984,0.048899416,0.20476717,0.2665734,0.94015628,-36.86137
174.37,0.28191292,6.1861825,0.46411026,0.0043971189,4.2705212,-95.096756,-61.04414,0.05151993,0.2088733,0.29461449,0.9522956,-35.127613
174.89999,0.27514458,6.1849136,0.42925793,0.006782711,5.1483574,-135.92976,-59.447701,0.056614652,0.21520194,0.3451837,0.96516079,-31.991964
175.42999,0.26415378,6.1836796,0.37544617,0.018334296,7.4231434,-261.72913,-54.129646,0.070244551,0.22713158,0.46526328,0.97754592,-24.216246
175.96001,0.2453983,6.1825123,0.18795578,0.23358484,15.712992,-373.63608,-41.647526,0.12541938,0.25682107,0.72225547,0.98668528,-7.7619166
176.49001,0.22325601,6.1814427,0.063760124,1.6222125,27.451357,-223.03557,-42.906944,0.20656282,0.29660043,0.86494744,0.99216026,-9.057478
177.02,0.20701411,6.1804624,0.037738875,2.7901769,30.628862,-138.75465,-52.209721,0.24913241,0.31863034,0.82461864,0.99531895,-20.569086
177.55,0.19705522,6.1795411,0.046550512,2.4532144,27.917717,-103.46169,-58.679729,0.25136557,0.32285935,0.67086369,0.99642766,-28.612627
178.08,0.19202134,6.1786551,0.072629288,1.7749574,23.736153,-80.983841,-62.452038,0.23833326,0.31794384,0.52166361,0.99389786,-33.544338
178.61,0.19069751,6.1777945,0.11336835,1.2346971,19.874882,-66.691902,-64.222496,0.22130182,0.30902484,0.41651428,0.98606509,-36.412601
179.14,0.19186129,6.1769714,0.16133547,0.85500705,16.636719,-56.198475,-64.790764,0.20387717,0.29867649,0.34725094,0.97355103,-38.188709
179.67,0.19467467,6.1762152,0.21103941,0.59341532,13.980396,-48.477402,-64.685898,0.18719648,0.2880559,0.3008129,0.95814925,-39.389122
180.2,0.19859973,6.1755562,0.25933611,0.41370532,11.823006,-42.863327,-64.213921,0.17164619,0.27771029,0.26864848,0.94160658,-40.245159
180.73,0.2032741,6.175015,0.3045364,0.29005694,10.0791,-38.79665,-63.564846,0.15734482,0.26791358,0.24571532,0.9252705,-40.873333
181.25999,0.20844354,6.1745949,0.34581551,0.20469181,8.6711512,-35.854244,-62.859447,0.14429785,0.25880006,0.22899507,0.91004497,-41.341129
181.78999,0.21392457,6.1742883,0.38286477,0.14549917,7.5333366,-33.733139,-62.171646,0.13245878,0.25042608,0.21661018,0.8964532,-41.691147
182.32001,0.21958172,6.1740775,0.41567948,0.10425022,6.6117878,-32.220428,-61.54343,0.12175704,0.24280258,0.20734724,0.8847363,-41.951656
182.85001,0.22531267,6.1739426,0.44442704,0.075348675,5.8632994,-31.167105,-60.99585,0.11211228,0.23591407,0.20039614,0.87494826,-42.142082
183.38,0.2310385,6.1738601,0.46936548,0.054979302,5.2535963,-30.468735,-60.53685,0.1034418,0.22972994,0.19520126,0.8670305,-42.276127
183.91,0.23669714,6.1738081,0.49079311,0.040532876,4.7556381,-30.051971,-60.166599,0.09566465,0.22421151,0.19137324,0.86086404,-42.363678
184.44,0.24223873,6.1737666,0.50901794,0.030218601,4.348145,-29.865337,-59.880951,0.088703759,0.21931641,0.1886345,0.85630357,-42.411976
184.97,0.24762252,6.173717,0.52433932,0.022802649,4.0143814,-29.872999,-59.673588,0.082487114,0.21500145,0.1867847,0.85319769,-42.42638
185.5,0.25281438,6.1736426,0.53703731,0.017431421,3.741183,-30.050594,-59.537315,0.076948233,0.21122438,0.18567829,0.85140085,-42.410824
186.03,0.2577852,6.1735291,0.54736692,0.013511786,3.5181923,-30.382458,-59.464817,0.072026357,0.20794502,0.18520969,0.85077935,-42.368156
186.56,0.26250935,6.1733642,0.55555528,0.010629695,3.3372641,-30.859856,-59.449047,0.067666374,0.20512605,0.18530346,0.85121435,-42.300346
187.09,0.26696366,6.1731362,0.56180048,0.0084947217,3.1920104,-31.479939,-59.483429,0.063818723,0.2027334,0.18590775,0.85260278,-42.208591
187.62,0.27112648,6.1728368,0.56627125,0.0069021615,3.0774539,-32.245274,-59.561916,0.060439181,0.20073666,0.18699017,0.85485685,-42.093403
188.14999,0.27497667,6.1724582,0.56910729,0.0057070469,2.9897692,-33.163898,-59.678947,0.057488739,0.19910923,0.18853542,0.85790384,-41.954597
188.67999,0.27849281,6.1719937,0.57041913,0.0048062867,2.9260986,-34.249905,-59.829391,0.054933473,0.19782862,0.19054449,0.86168498,-41.791279
189.21001,0.28165221,6.1714396,0.57028764,0.0041263667,2.8844268,-35.524693,-60.008408,0.052744526,0.19687673,0.19303526,0.86615509,-41.601707
