Time,l,m,n,A,N,I,K_l,delta_l,K_m,sigma,xi,S,F,treatment_start,treatment_end,sink,cell
157.5,0.5567392756198408,0.001756972750646208,0.4422967659455651,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
158.0,0.5568189485526659,0.001733178541438967,0.4422107934000497,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
158.5,0.5568960046775994,0.001709888621210554,0.44212809790424495,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
159.0,0.5569705425703082,0.0016870884692314289,0.44204855084500383,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
159.5,0.5570426562672856,0.0016647641428417452,0.4419720294468871,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
160.0,0.5571124366620952,0.001642902108012437,0.4418984150479658,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
160.5,0.557179969322009,0.001621489589643139,0.44182759522138326,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
161.0,0.557245338714228,0.001600513880018198,0.4417594597672653,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
161.5,0.5573086255456999,0.0015799627842873365,0.44169390317002155,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
162.0,0.5573699063269011,0.0015598246727004299,0.44163082506694745,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
162.5,0.5574292545079232,0.0015400883181440673,0.44157012906942344,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
163.0,0.5574867416448112,0.0015207427292829776,0.44151172155343,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
163.5,0.5575424360251976,0.0015017773502659607,0.44145551303146174,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
164.0,0.5575964026717897,0.0014831820382555812,0.4414014181613868,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
164.5,0.5576487046461789,0.0014649469265406597,0.44134935431876277,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
165.0,0.5576994023276046,0.001447062495440925,0.441299242359664,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
165.5,0.557748553749962,0.0014295195278117919,0.4412510062598978,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
166.0,0.5577962147120167,0.001412309100280525,0.4412045729609493,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
166.5,0.5578424388907117,0.0013954225722961858,0.44115987221837016,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
167.0,0.5578872778007209,0.0013788515917011167,0.44111683664940177,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
167.5,0.5579307798222168,0.0013625882654424472,0.4410754027617735,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
168.0,0.5579729931177031,0.001346624671420178,0.4410355077815321,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
168.5,0.5580139636591315,0.0013309531963855024,0.44099709177087787,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
169.0,0.558053735894364,0.0013155664279581448,0.4409600968905892,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
169.5,0.5580923528806072,0.0013004571366912851,0.44092446723910966,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
170.0,0.5581298564178466,0.0012856182581364828,0.4408901486916356,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
170.5,0.5581662829335654,0.001271043518203328,0.44085709329992656,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
171.0,0.5582016705900034,0.0012567263593232041,0.4408252516454406,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
171.5,0.5582360568921786,0.001242660304885009,0.4407945753892908,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
172.0,0.5582694772024239,0.0012288391864160961,0.4407650188491143,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
172.5,0.5583019652456653,0.0012152570618685743,0.44073653846602434,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
173.0,0.5583335511409366,0.0012019084829755504,0.44070909501903666,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
173.5,0.558364267099256,0.0011887877252079804,0.4406826471645177,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
174.0,0.5583941429077728,0.0011758893998364368,0.4406571565331204,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
174.5,0.5584232072061385,0.001163208282198775,0.4406325862724489,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
175.0,0.5584514874149102,0.0011507393172927912,0.4406089013139681,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
175.5,0.5584790099306693,0.0011384776001569362,0.44058606791203747,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
176.0,0.5585058002332994,0.0011264183645544599,0.440564053422667,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
176.5,0.5585318827998502,0.0011145569899404047,0.44054282661010447,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
177.0,0.5585572811951586,0.0011028889873876345,0.4405223574707694,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
177.5,0.5585820179237976,0.0010914099137444462,0.44050261770244165,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
178.0,0.5586061149634161,0.001080115558843952,0.44048357933569043,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
178.5,0.5586295934377211,0.001069001787944844,0.4404652156857494,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
179.0,0.5586524737682593,0.0010580645760399701,0.44044750101303565,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
179.5,0.5586747757260165,0.001047300002019176,0.440430410453868,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
180.0,0.5586965184830167,0.0010367042428321438,0.4404139199511847,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
180.5,0.558717720663921,0.0010262735676512345,0.44039800618526165,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
181.0,0.5587383958216574,0.0010160047122104033,0.44038265256297326,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
181.5,0.5587585632189418,0.0010058939815156059,0.4403678349421905,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
182.0,0.558778239461005,0.0009959379434557696,0.4403535327090093,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
182.5,0.5587974405778636,0.000986133254255474,0.4403397260198782,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
183.0,0.5588161821953411,0.0009764766427161034,0.44032639557420267,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
183.5,0.5588344795815778,0.0009669649048014923,0.440313522551801,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
184.0,0.5588523476935414,0.00095759489822357,0.4403010885503602,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
184.5,0.558869796369321,0.0009483640142332003,0.4402890818325013,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
185.0,0.5588868401663524,0.0009392692096080413,0.44027748453576226,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
185.5,0.5589034921934752,0.0009303076121647993,0.4402662806877288,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
186.0,0.5589197646139995,0.000921476470461947,0.44025545555004747,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
186.5,0.5589356691417887,0.0009127731041890906,0.4402449949715187,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
187.0,0.55895121664005,0.0009041949657969683,0.4402348859835342,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
187.5,0.5589664177454639,0.0008957395448850451,0.4402251158764262,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
188.0,0.5589812828710963,0.0008874043678569665,0.44021567219618113,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
188.5,0.558995821864544,0.0008791870504479732,0.4402065432519391,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
189.0,0.5590100441658549,0.0008710852736088691,0.44019771788305573,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
189.5,0.5590239593040158,0.0008630967513053251,0.4401891848677779,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
190.0,0.5590375767186584,0.0008552192405261598,0.4401809331314565,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
190.5,0.5590509046684882,0.0008474506084188276,0.44017295303688264,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
191.0,0.5590639515267244,0.0008397887501127703,0.44016523484630155,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
191.5,0.5590767254064021,0.0008322316110131235,0.44015776916234006,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
192.0,0.5590892341512549,0.0008247771847988594,0.44015054693134703,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
192.5,0.5591014852825394,0.0008174235120086002,0.4401435594922296,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
193.0,0.5591134862717586,0.000810168674279495,0.44013679828875985,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
193.5,0.5591252443393753,0.0008030107949085818,0.4401302550713534,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
194.0,0.5591367665355851,0.0007959480356519428,0.4401239218075872,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
194.5,0.5591480597131179,0.0007889785986098479,0.440117790716451,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
195.0,0.5591591280885857,0.0007821009500016049,0.44011185742963627,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
195.5,0.5591699791832772,0.00077531327290604,0.4401061132868278,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
196.0,0.5591806191037211,0.0007686139009025738,0.44010055145458543,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
196.5,0.5591910538427302,0.000762001197738245,0.44009516523820585,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
197.0,0.5592012893002495,0.0007554735547916528,0.4400899480536679,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
197.5,0.5592113313042065,0.0007490293885368994,0.4400848933995773,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
198.0,0.5592211856313604,0.0007426671380075322,0.4400799948291115,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
198.5,0.5592308563333869,0.0007363854338886994,0.44007524816249294,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
199.0,0.5592403472916823,0.0007301829406380933,0.4400706494310021,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
199.5,0.5592496644670033,0.000724058128240981,0.4400661919023949,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
200.0,0.5592588125084407,0.0007180096151936948,0.4400618705634484,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
200.5,0.5592677959085086,0.0007120360511034552,0.4400576805924069,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
201.0,0.5592766190071854,0.000706136115854569,0.4400536173531489,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
201.5,0.5592852854324235,0.0007003085944077331,0.4400496772286943,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
202.0,0.5592937993605797,0.0006945522073422664,0.44004585574406374,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
202.5,0.5593021645510615,0.0006888657401276445,0.44004214900429195,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
203.0,0.5593103845927823,0.0006832480097545318,0.44003855332753555,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
203.5,0.5593184629115212,0.0006776978634553242,0.4400350652342946,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
204.0,0.559326403218289,0.0006722141455679432,0.44003168088623407,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
204.5,0.5593342092543735,0.0006667957157502619,0.44002839640491265,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
205.0,0.5593418838950949,0.0006614415140165618,0.4400252089928188,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
205.5,0.5593494302679151,0.0006561504787018848,0.44002211553428777,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
206.0,0.5593568514051755,0.0006509215714161562,0.4400191130297169,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
206.5,0.5593641502502892,0.0006457537761918564,0.4400161985875797,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
207.0,0.5593713299455589,0.0006406460614791561,0.4400133689795013,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
207.5,0.5593783932316518,0.0006355974593327729,0.44001062157358894,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
208.0,0.5593853428910641,0.0006306070068739434,0.4400079536480233,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
208.5,0.5593921816692926,0.0006256737566541522,0.4400053625149811,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
209.0,0.5593989122699384,0.0006207967772657235,0.4400028455298551,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
209.5,0.5594055370806503,0.0006159751766048413,0.4400004004417619,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
210.0,0.5594120582490527,0.0006112080949529392,0.43999802529596244,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
210.5,0.5594184784651345,0.0006064946371347932,0.4399957174317904,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
211.0,0.5594248001015604,0.0006018339462849213,0.4399934745829535,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
211.5,0.5594310254841522,0.000597225180151176,0.439991294530864,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
212.0,0.5594371568961372,0.0005926675103576269,0.43998917509883084,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
212.5,0.5594431959556551,0.0005881601995009744,0.43998711502423893,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
213.0,0.5594491449218767,0.0005837024387367715,0.4399851121289798,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
213.5,0.5594550058355287,0.0005792934543063282,0.4399831645236152,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
214.0,0.5594607806261735,0.0005749324940040985,0.43998127045723306,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
214.5,0.5594664711640224,0.0005706188205337125,0.4399794282450088,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
215.0,0.5594720792508133,0.0005663517183775939,0.43997763629450937,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
215.5,0.5594776066195895,0.0005621304945904707,0.4399758931083443,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
216.0,0.5594830549752925,0.0005579544517160136,0.43997419717830205,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
216.5,0.5594884259558407,0.0005538229150103163,0.4399725470908844,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
217.0,0.5594937211456259,0.0005497352238648216,0.43997094149348115,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
217.5,0.5594989420769029,0.0005456907314985358,0.43996937909273465,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
218.0,0.5595040904077229,0.0005416887864617672,0.43996785840727315,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
218.5,0.559509167571618,0.0005377287685627008,0.4399663782554116,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
219.0,0.5595141749883312,0.000533810066992281,0.4399649374622547,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
219.5,0.5595191140629199,0.0005299320802519522,0.43996353486124146,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
220.0,0.5595239861666496,0.0005260942179573735,0.43996216932102566,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
220.5,0.559528792634531,0.0005222958993186597,0.4399608397428463,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
221.0,0.5595335347643462,0.000518536551979614,0.4399595450578514,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
221.5,0.559538213841447,0.0005148156170767945,0.43995828422360694,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
222.0,0.5595428311189468,0.0005111325435338048,0.43995705622201625,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
222.5,0.559547387826313,0.0005074867892094579,0.43995586005634124,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
223.0,0.5595518851715099,0.0005038778204892145,0.4399546947484276,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
223.5,0.5595563239886299,0.0005003051655300594,0.43995355982495843,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
224.0,0.559560705475374,0.0004967683025620189,0.43995245430031915,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
224.5,0.559565030788601,0.000493266721015461,0.4399513772346961,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
225.0,0.5595693010070534,0.0004897999270780865,0.43995032778567505,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
225.5,0.5595735171964658,0.00048636743375656276,0.4399493051186066,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
226.0,0.5595776804123409,0.0004829687603721867,0.43994830840295807,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
226.5,0.5595817917027239,0.0004796034320565477,0.43994733680866627,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
227.0,0.5595858521109773,0.0004762709792471905,0.43994638950248954,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
227.5,0.5595898626785564,0.0004729709371832778,0.4399454656443601,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
228.0,0.5595938238958662,0.0004697029309358158,0.4399445651455606,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
228.5,0.5595977359576673,0.00046646663575144564,0.4399436883163652,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
229.0,0.5596016004844724,0.0004632615102008453,0.43994283349013735,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
229.5,0.5596054183647268,0.00046008713051734685,0.4399420000020021,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
230.0,0.5596091904816989,0.0004569430778711073,0.43994118718568387,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
230.5,0.559612917715731,0.00045382893794604904,0.43994039437058247,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
231.0,0.5596166009464897,0.00045074430051680094,0.4399396208788497,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
231.5,0.5596202410552167,0.000447688759025639,0.4399388660224653,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
232.0,0.5596238389269786,0.0004446619101594274,0.43993812910031305,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
232.5,0.5596273954529184,0.000441663353426559,0.4399374093952574,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
233.0,0.5596309102718455,0.0004386928860208452,0.43993670789906175,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
233.5,0.5596343847005422,0.0004357500488176295,0.4399360232963128,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
234.0,0.5596378194758848,0.00043283447606397963,0.4399353550591976,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
234.5,0.5596412152555166,0.00042994581774585263,0.4399347027614501,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
235.0,0.559644572672925,0.0004270837309817121,0.43993406600302315,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
235.5,0.5596478923370334,0.0004242478800112568,0.439933444410809,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
