Time,cdc13T,preMPF,ste9,slp1T,slp1,IEP,rum1T,SK,M,MPF,flag_MPF,sigma,Kdiss,Trimer,TF,k15,J16,k16_prime,k16_double_prime,J15,kwee,kwee_prime,kwee_double_prime,Vawee,Jiwee,Viwee,Jawee,k25,k25_prime,k25_double_prime,Va25,Ji25,Vi25,Ja25,k1,k2_prime,k2_double_prime,k2_triple_prime,k3_prime,k3_double_prime,J3,k4_prime,k4,J4,k5_prime,k5_double_prime,J5,k6,k7,J7,k8,J8,k9,J9,k10,J10,k11,k12,k12_prime,k12_double_prime,k13,k14,mu,cell,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19
0.0,0.2,0.0,1.0,0.0,2.2,0.0,0.0,0.0,1.0,0.20000000000000004,0.0,0.201,0.001,0.0,0.8803808142671367,1.5,0.01,1.0,2.0,0.01,1.2562727804297182,0.15,1.3,0.25,0.01,1.0,0.01,0.23821716249816743,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.03,0.25,0.25125455608594366,0.0,0.0,0.0,6.930693069306932,0.05448453608247426,0.0,0.0,0.24988641526578828,0.22000000000000003,0.019801980198019806,0.0,0.1,0.0,0.08803808142671367,0.0,0.005
0.01,0.19782191312898806,0.002470437381735919,0.9958318445604197,0.0005215978265333929,2.195304453712824,0.00019139884964507363,0.0009970095289171003,0.0008857570057129576,1.0000500012500213,0.19437189385451942,0.0,0.19981892265790516,0.001,0.0009919697987724433,0.8916356732693246,1.5,0.01,1.0,2.0,0.01,1.2616027236212422,0.15,1.3,0.25,0.01,1.0,0.01,0.2152752331085655,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.03000150003750064,0.24635995073298686,0.24645595386616234,0.0005318239832333142,0.003076589554851523,6.752597954641966,6.737134464659807,0.049945114637279735,5.215978265333929e-05,0.00019148609567725566,0.24988617242952024,0.2195304453712824,0.019244705489362038,0.0007512171880182642,0.1,0.000592225094444029,0.08916356732693247,8.857570057129577e-05,0.005000250006250107
0.02,0.19567206170111373,0.004857308661172077,0.9959837604193518,0.0009989942280173934,2.1906154530776427,0.0003701649798009763,0.001988270000964631,0.0017808364470074825,1.0001000050001678,0.18888579807349629,0.0,0.19866033170207836,0.001,0.0019780577193313936,0.9009011803313796,1.5,0.01,1.0,2.0,0.01,1.2658947106617962,0.15,1.3,0.25,0.01,1.0,0.01,0.1968010280209609,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.030003000150005035,0.24362058188291827,0.24155138658949904,0.0009559233379337819,0.006047569347059956,6.563572485873154,6.548812404827389,0.04574216416538267,9.989942280173934e-05,0.00037033411175568863,0.24988592889338826,0.21906154530776428,0.018701495599334206,0.001427807486272337,0.1,0.0011500913814472425,0.09009011803313796,0.00017808364470074827,0.005000500025000839
0.03,0.19354944798313592,0.007161868446370858,0.9961288491267938,0.0014355412276709056,2.1859328694051037,0.0005371364502556473,0.00297411662450193,0.002683491899397202,1.000150011250564,0.18353846237384636,0.0,0.19752356460763784,0.001,0.002958593354196247,0.9086535790067645,1.5,0.01,1.0,2.0,0.01,1.2694234724010736,0.15,1.3,0.25,0.01,1.0,0.01,0.1816120100997209,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.030004500337516917,0.2409152823282165,0.2366047684279916,0.0013006813246151767,0.008914536190799759,6.379565116389605,6.365312671708637,0.041864085494225954,0.00014355412276709058,0.0005373824484729677,0.24988568464835045,0.2185932869405104,0.018172028293405557,0.002039022471774542,0.1,0.0016753165606594681,0.09086535790067646,0.00026834918993972023,0.005000750056252819
0.04,0.19145373318239792,0.009385644534534712,0.996267781274317,0.001834457072075083,2.181256582325621,0.0006930622861590369,0.003954867144532382,0.003592383346638995,1.000200020001335,0.1783270512123675,0.0,0.1964086003269303,0.001,0.003933888625513186,0.9152295360845684,1.5,0.01,1.0,2.0,0.01,1.2723745485132745,0.15,1.3,0.25,0.01,1.0,0.01,0.16890955205155778,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.03000600060004005,0.23824376954127646,0.23165880209199977,0.0015853250140434097,0.011679434484318593,6.200125926278352,6.186534454603794,0.03829745590223111,0.0001834457072075083,0.0006933804349136447,0.24988543968567914,0.2181256582325621,0.017656022444690115,0.0025925680319140304,0.1,0.002169535457776919,0.09152295360845684,0.0003592383346638995,0.005001000100006675
0.05,0.18938458122601684,0.011530337050937981,0.9964007102416764,0.0021988204906301786,2.1765864784361657,0.0008386198621090289,0.004930824055203192,0.00450645469357669,1.0002500312526061,0.17324858996308243,0.0,0.19531540528122004,0.001,0.004904239976146745,0.9208737899189634,1.5,0.01,1.0,2.0,0.01,1.2748779718765229,0.15,1.3,0.25,0.01,1.0,0.01,0.1581339471401791,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.030007500937578185,0.23560566055129054,0.22674245810355642,0.0018233377097214751,0.014344423710096975,6.025384076222031,6.0123726472004435,0.035027137152474665,0.00021988204906301788,0.0008390057204988304,0.24988519399689718,0.21765864784361658,0.017153183193633938,0.00309493228022796,0.1,0.0026343037205188067,0.09208737899189634,0.000450645469357669,0.005001250156263031
0.06,0.18734165975375616,0.013597751971008728,0.9965280092136645,0.0025315463139233495,2.1719224510379855,0.000974422590131713,0.005902274332863167,0.005424866093598031,1.000300045004502,0.16830003455835885,0.0,0.19424393408661933,0.001,0.005869928093370858,0.9257682030019292,1.5,0.01,1.0,2.0,0.01,1.277027546796304,0.15,1.3,0.25,0.01,1.0,0.01,0.14888142900721368,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.03000900135013506,0.23300061671319724,0.2218757563266052,0.002024452744729436,0.01691179953952876,5.85518053150208,5.842720174501132,0.032036834787151074,0.00025315463139233496,0.0009748719660205385,0.24988494757377072,0.21719224510379856,0.0166632088390033,0.003551613151867949,0.1,0.0030711007138134513,0.09257682030019293,0.0005424866093598031,0.005001500225022511
0.07,0.18532463986612713,0.015589755086207023,0.9966499818043695,0.002835380287068557,2.1672643993626024,0.001101030387731037,0.006869490594131596,0.006346935388674086,1.0003500612571483,0.16347831695931303,0.0,0.1931941304602587,0.001,0.00683121904878553,0.930050562420668,1.5,0.01,1.0,2.0,0.01,1.278892625397966,0.15,1.3,0.25,0.01,1.0,0.01,0.140853481982672,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.03001050183771445,0.230428287577116,0.21707269241781327,0.00219587128714933,0.01938393389490087,5.689413213426178,5.677469434447123,0.02930957137187344,0.0002835380287068557,0.0011015393160933836,0.24988470040827426,0.21672643993626026,0.016185795335618494,0.003967308796660555,0.1,0.003481333400984767,0.0930050562420668,0.0006346935388674086,0.005001750306285742
0.08,0.18333319615797053,0.017508243737789076,0.9967669244253247,0.0031128946406898403,2.1626122280925983,0.0012189565850021416,0.007832731767951557,0.007272102328764192,1.0004000800106694,0.15878037307006332,0.0,0.19216592792592208,0.001,0.007788364953502711,0.9338270734672606,1.5,0.01,1.0,2.0,0.01,1.280525577357124,0.15,1.3,0.25,0.01,1.0,0.01,0.13382468876716372,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.03001200240032008,0.2278883231468367,0.21234309293807047,0.0023430352690692663,0.02176323977471547,5.5279638420620065,5.516513198583917,0.026828080211456076,0.00031128946406898405,0.001219521309098235,0.24988445249257055,0.21626122280925986,0.015720639054822138,0.004346060440706871,0.1,0.003866339961429076,0.09338270734672606,0.0007272102328764193,0.005002000400053347
0.09,0.18136700675131762,0.019355126331153966,0.9968791002494969,0.003366485848609471,2.157965846953972,0.0013286736426473876,0.008792243677774744,0.008199902041780562,1.000450101265191,0.15420316255040714,0.0,0.19115925042909238,0.001,0.008741604522645847,0.9371808607718652,1.5,0.01,1.0,2.0,0.01,1.2819666817869897,0.15,1.3,0.25,0.01,1.0,0.01,0.12762167404729902,0.05,5.0,1.0,0.01,0.25,0.01,0.03,0.03,1.0,0.1,1.0,10.0,0.01,2.0,35.0,0.01,0.005,0.3,0.3,0.1,1.0,0.001,0.25,0.001,0.1,0.01,0.04,0.01,0.1,0.01,1.0,3.0,0.1,0.1,0.005,1.0,0.03001350303795573,0.22538036934109884,0.20769383275230777,0.0024701336237788257,0.02405214487076171,5.370733091785867,5.359745244948015,0.024575129005426594,0.00033664858486094715,0.0013292905975307533,0.24988420381899384,0.21579658469539723,0.01526743874328742,0.004691365236775913,0.1,0.0042273933167430305,0.09371808607718653,0.0008199902041780562,0.005002250506325955
