ADP,ATP,Cdc13,Chk1A,Chk1I,Ctelo,Dun1A,Dun1I,Exo1A,Exo1I,ExoXA,ExoXI,G1,G1CdkA,G1CdkI,G1Soff,G1Son,G1cyclin,G2,G2CdkA,G2CdkI,G2Moff,G2Mon,G2cyclin,M,MCdkA,MCdkI,MG1off,MG1on,Mcyclin,Mec1,Mec1RPAssDNA,RPA,RPAssDNA,RPAssDNA1,RPAssDNA2,Rad17,Rad17Utelo,Rad24,Rad53A,Rad53I,Rad9A,Rad9I,Rad9Kin,S,SCdkA,SCdkI,SG2off,SG2on,Scyclin,Utelo,budscar,recovery,sink,ssDNA,Time
1000.0,10000.0,300.0,0.0,60.0,64.0,0.0,3000.0,0.0,670.0,0.0,70.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,0.0,4000.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0000000000601,9999.999999999942,300.00024621492645,0.0,60.0,63.999753785073466,0.0,3000.0,0.2347940274835595,669.7652059725166,1.4045450098725697e-13,69.99999999999986,1.0,0.0,1.0,1.0,0.0,0.0015999904475862848,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,2.9157681638701425e-40,4000.0,2.122188151242272e-38,5.737151143845861e-14,4.1607811164418125e-26,69.99999999993966,6.033778670178976e-11,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.000246214866205672,0.0,0.0,0.0,5.724940881375036e-12,0.01
1000.000000000241,9999.99999999976,300.000492059739,0.0,60.0,63.999507940260926,0.0,3000.0,0.4695055743593321,669.5304944256408,1.1204141447781217e-12,69.99999999999886,1.0,0.0,1.0,1.0,0.0,0.0031999616418955097,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,2.7451701783544852e-36,3999.999999999999,9.126449471605121e-35,9.10181681573144e-13,1.0614805987583523e-23,69.99999999975878,2.4123007460826523e-10,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0004920594978420581,0.0,0.0,0.0,4.531621048521539e-11,0.02
1000.0000000005423,9999.99999999946,300.00073753582006,0.0,60.0,63.99926246417989,0.0,3000.0,0.704136027578366,669.2958639724217,3.770570408183672e-12,69.99999999999622,1.0,0.0,1.0,1.0,0.0,0.0047999139469537275,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,4.5083006721090454e-34,3999.9999999999955,1.0501877427227441e-32,4.569005756802547e-12,2.6739549689529713e-22,69.99999999945753,5.424960321471132e-10,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0007375352776174784,0.0,0.0,0.0,1.5133648559168307e-10,0.03
1000.0000000009638,9999.999999999038,300.00098264242024,0.0,60.0,63.99901735757976,0.0,3000.0,0.938683275483127,669.061316724517,8.912090151859227e-12,69.99999999999108,1.0,0.0,1.0,1.0,0.0,0.006399846789731309,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,1.5733696156389908e-32,3999.999999999986,2.988799508466963e-31,1.4319308505066404e-11,2.580641648412844e-21,69.99999999903609,9.639544503909205e-10,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0009826414562976908,0.0,0.0,0.0,3.5497771177628525e-10,0.04
1000.0000000015052,9999.999999998496,300.00122738066096,0.0,60.0,63.998772619339064,0.0,3000.0,1.1731482774083366,668.8268517225918,1.735670655623926e-11,69.99999999998262,1.0,0.0,1.0,1.0,0.0,0.007999760419591155,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,2.780328226149992e-31,3999.9999999999654,4.240636327864958e-30,3.4667759482142124e-11,1.5085269017374177e-20,69.99999999849462,1.5054245108137222e-09,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0012273791555253437,0.0,0.0,0.0,6.861158076761217e-10,0.05
1000.0000000021665,9999.999999997834,300.00147175169496,0.0,60.0,63.99852824830511,0.0,3000.0,1.4075320469011867,668.5924679530989,2.990681914503912e-11,69.99999999997009,1.0,0.0,1.0,1.0,0.0,0.00959965510054341,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,2.981099337340245e-30,3999.999999999929,3.692699546067517e-29,7.129059204756972e-11,6.398174464101381e-20,69.99999999783333,2.1667260870390303e-09,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0014717495281769642,0.0,0.0,0.0,1.1733588526275272e-09,0.06
1000.0000000029474,9999.999999997053,300.0017157554624,0.0,60.0,63.9982842445377,0.0,3000.0,1.6418336090907444,668.3581663909093,4.7355590711290404e-11,69.99999999995264,1.0,0.0,1.0,1.0,0.0,0.011199530564087712,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,2.0525971795279733e-29,3999.999999999869,2.2062549450677056e-28,1.3098380834611878e-10,2.1567430923702493e-19,69.99999999705237,2.9476791506606824e-09,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0017157525146345126,0.0,0.0,0.0,1.844099742405493e-09,0.07
1000.0000000038478,9999.999999996153,300.00195939208965,0.0,60.0,63.998040607910404,0.0,3000.0,1.8760522948784537,668.1239477051216,7.048703788258027e-11,69.9999999999295,1.0,0.0,1.0,1.0,0.0,0.01279938662352131,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,1.0959334614856664e-28,3999.9999999997785,1.047638080809794e-27,2.2161564783893925e-10,6.16169168106998e-19,69.99999999615196,3.8481036624430644e-09,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0019593882415080604,0.0,0.0,0.0,2.7245675166730216e-09,0.08
1000.0000000048676,9999.999999995134,300.0022026623788,0.0,60.0,63.99779733762124,0.0,3000.0,2.1101885445841835,667.889811455416,1.0007612188757622e-10,69.99999999989991,1.0,0.0,1.0,1.0,0.0,0.014399223389212937,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4000.0,4.803895310734033e-28,3999.999999999648,4.130687744187188e-27,3.520809737892515e-10,1.552833547075114e-18,69.99999999513223,4.867819812092164e-09,70.0,0.0,6900.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0022026575109512867,0.0,0.0,0.0,3.8398699083100085e-09,0.09
