Time,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,sink,budscar,kalive,cellMembrane,nucleus,Capping,Uncapping,Rad17binding,ExoXactivation,ExoXactivity,Exo1activation,Exo1Rad24dependentActivation,Exo1Rad17independentActivity,Exo1Rad17dependentActivity,RPAbinding1,RPAbinding2,RPAbinding,Mec1binding,Rad9activation,ExoXinhibition,ExoXinhibition2,Rad53activation,Chk1Activation,Exo1inhibition,Dun1activation,Chk1cellArrest,Dun1cellArrest,SDNArepair1,G2DNArepair1,SDNArepair2,G2DNArepair2,Recovery,G1cyclinSynthesis,ScyclinSynthesis,G2cyclinSynthesis,McyclinSynthesis,G1toSGenesOn,StoG2GenesOn,G2toMGenesOn,MtoG1GenesOn,G1cyclinDegradation,ScyclinDegradation,G2cyclinDegradation,McyclinDegradation,G1toSProgession,StoG2Progession,G2toMProgession,MtoG1Progession
0.1,63.99755443273049,0.002445561262876087,300.00244556726955,6.006648253727276e-09,69.9999999939934,70.0,3999.999999999468,4000.0,5.214033733035299e-09,1.426508365219195e-26,5.32257463883156e-10,3.549830957893172e-18,1.8624117502538924e-27,69.99999999986309,1.3688884185004642e-10,667.655756973386,2.344243026614098,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999993996,1000.0000000060064,0.0,0.0,1.0,0.0,0.0,0.0,0.015999041032670108,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.00036683717982370314,0.024639058456601238,1.198325018706216e-07,4.2046537776008696e-09,2.4667293685599916e-22,0.033382787848669306,23.367951494068514,1.7198969809964505e-07,4.2243129846371754e-13,2.0856134932138422e-08,2.7752083713465926e-16,1.8508938361028005e-24,2.282413384350712e-25,0.0,0.0,1.3688884185004642e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9198849239204128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,63.99731189272531,0.0026881000102897505,300.00268810727465,7.2644100338170755e-09,69.99999999273562,70.0,3999.9999999992274,4000.0,6.87004924308989e-09,4.335981044613935e-26,7.729629726659816e-10,7.491287089711984e-18,6.285649226427267e-27,69.9999999998183,1.8168232779503047e-10,667.4217842891481,2.578215710851996,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999992739,1000.0000000072641,0.0,0.0,1.0,0.0,0.0,0.0,0.01759883953838919,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0004032186144940589,0.02463896507869924,1.3171690049049674e-07,5.085087023658753e-09,3.9594447750043867e-22,0.03337108921445741,23.359762450120183,2.079150503661134e-07,5.618764823777419e-13,2.7480196972354253e-08,5.310293685300439e-16,5.146551120044488e-24,6.937569671382296e-25,0.0,0.0,1.8168232779503047e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1118607446067026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,63.99706971720768,0.0029302741514064235,300.0029302827923,8.64092647084603e-09,69.99999999135912,70.0,3999.999999998914,4000.0,8.829913177201585e-09,1.1820436408008795e-25,1.0859146452937469e-09,1.4785141726779644e-17,1.8729189090584306e-26,69.99999999976478,2.3520493094648023e-10,667.1878936197849,2.812106380215207,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999991362,1000.0000000086407,0.0,0.0,1.0,0.0,0.0,0.0,0.019198618840804153,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0004395454159769248,0.024638871841124954,1.4358343340114928e-07,6.048648529571896e-09,6.097165541666861e-22,0.033359394680989245,23.351576276692473,2.4720727910849113e-07,7.289761337890977e-13,3.531965270879675e-08,9.588532035795441e-16,1.3055151776008456e-23,1.8912698252814072e-24,0.0,0.0,2.3520493094648023e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.303834260896498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,63.99682790571783,0.003172084146167308,300.00317209428215,1.0136019062763841e-08,69.99999998986402,70.0,3999.9999999985166,4000.0,1.1114670449567273e-08,2.9611087786546726e-25,1.4836901922106423e-09,2.7587785210966927e-17,5.066714509049637e-26,69.99999999970179,2.981963125392429e-10,666.9540850801201,3.045914919880043,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999989866,1000.0000000101358,0.0,0.0,1.0,0.0,0.0,0.0,0.020798378901707833,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0004758176530000875,0.024638778743701364,1.5543212313963905e-07,7.095213343904462e-09,9.06757052503095e-22,0.033347704254006,23.343392977804204,2.898569528377785e-07,9.262035507438275e-13,4.4458681798252607e-08,1.6490727535676413e-15,3.066291410533431e-23,4.737774045847476e-24,0.0,0.0,2.981963125392429e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4958054682049396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,63.996586457715125,0.0034135305353807997,300.0034135422848,1.1749509504895895e-08,69.99999998825054,70.0,3999.9999999980205,4000.0,1.3744449853234715e-08,6.924079839120602e-25,1.979690685469656e-09,4.908702818167838e-17,1.2699044381334881e-25,69.99999999962859,3.7138753150093644e-10,666.7203586512511,3.279641348749048,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999988253,1000.0000000117493,0.0,0.0,1.0,0.0,0.0,0.0,0.022398119718683707,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0005120354064225315,0.024638685786220322,1.6726299620551867e-07,8.224656653383486e-09,1.3090863994110228e-21,0.03333601793256256,23.335212552793788,3.358546766715704e-07,1.156025315993296e-12,5.497779941291166e-08,2.7209759351353546e-15,6.746741972873978e-23,1.1078527742592964e-23,0.0,0.0,3.7138753150093644e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6877743662420446e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,63.9963453725933,0.0036546139254966022,300.00365462740666,1.3481219740350643e-08,69.99999998651883,70.0,3999.999999997412,4000.0,1.6738498360784318e-08,1.5272341504745573e-24,2.5881048203062704e-09,8.385490839037685e-17,2.9913545036026534e-25,69.99999999954447,4.5550113136448074e-10,666.4867142053337,3.513285794666431,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999986521,1000.000000013481,0.0,0.0,1.0,0.0,0.0,0.0,0.023997841318484404,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0005481987669505968,0.02463859296844842,1.790760823147651e-07,9.436853818184039e-09,1.8422132531708667e-21,0.03332433571026668,23.32703499718668,3.8519109568312003e-07,1.4209013342565177e-12,6.695399344309395e-08,4.33209882922345e-15,1.403605246636042e-22,2.4435746407592917e-23,0.0,0.0,4.5550113136448074e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8797409582181284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,63.996104649722895,0.003895334946150014,300.0038953502771,1.533097200167519e-08,69.99999998466907,70.0,3999.9999999966767,4000.0,2.0115215211291317e-08,3.1950963798368774e-24,3.3238741529649087e-09,1.3825789802390694e-16,6.660871107108704e-25,69.99999999944872,5.512512268928416e-10,666.2531515750707,3.746848424929332,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999984671,1000.0000000153308,0.0,0.0,1.0,0.0,0.0,0.0,0.025597543738436673,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0005843078287695331,0.024638500290143313,1.908714123194498e-07,1.0731680401088117e-08,2.535365137614976e-21,0.033312657578753534,23.318860305127476,4.3785688822663094e-07,1.7232848489133713e-12,8.046086084509842e-08,6.686044392213777e-15,2.781087373411657e-22,5.112154207739004e-23,0.0,0.0,5.512512268928416e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0717052486124006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,63.99586428853465,0.004135694166775472,300.0041357114653,1.7298588843316805e-08,69.99999998270145,70.0,3999.999999995798,4000.0,2.3892184999330873e-08,6.4077809741336465e-24,4.2026607251695e-09,2.2102047536261138e-16,1.423917268426282e-24,69.99999999934063,6.593435897370029e-10,666.019670690383,3.9803293096170465,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999982703,1000.0000000172984,0.0,0.0,1.0,0.0,0.0,0.0,0.02719722698985349,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0006203626770352122,0.024638407751085837,2.0264901412180225e-07,1.2109012190207702e-08,3.421714099601091e-21,0.03330098353451915,23.310688474163406,4.938427412288599e-07,2.0656224056420495e-12,9.556873999722309e-08,1.0041074753517174e-14,5.280662086003563e-22,1.0252449558613834e-22,0.0,0.0,6.593435897370029e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.263667238782418e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,63.99562428850557,0.0043756921105526534,300.0043757114944,1.938389312815337e-08,69.99999998061615,70.0,3999.99999999476,4000.0,2.8086212547182545e-08,1.2313252292558479e-23,5.240813512438373e-09,3.437206588955723e-16,2.9072027861117556e-24,69.9999999992195,7.804757345368104e-10,665.7862715555824,4.213728444417619,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999980619,1000.0000000193836,0.0,0.0,1.0,0.0,0.0,0.0,0.028796891064142686,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.00065636338996603,0.024638315351074642,2.1440891335756903e-07,1.3568725189556068e-08,4.5385974682135594e-21,0.033289313577779124,23.302519504445385,5.531393493074844e-07,2.450353855129532e-12,1.1234485018858301e-07,1.4719460223049044e-14,9.653811482598674e-22,1.9701203668093566e-22,0.0,0.0,7.804757345368104e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455626927697122e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,63.99538464908891,0.004615329324388818,300.004615350911,2.1586707959922586e-08,69.99999997841333,70.0,3999.9999999935453,4000.0,3.271335178094844e-08,2.2847905104426003e-23,6.455340052784609e-09,5.21631693232253e-16,5.727897959669277e-24,69.99999999908464,9.153370016461299e-10,665.552954134827,4.447045865172919,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999978416,1000.0000000215864,0.0,0.0,1.0,0.0,0.0,0.0,0.03039653596345962,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0006923100493405239,0.02463822308989923,2.2615113682514867e-07,1.5110695571748213e-08,5.927733761833855e-21,0.03327764770674135,23.294353394718947,6.157374356530386e-07,2.8799124112760726e-12,1.3085340712358262e-07,2.111758100123892e-14,1.7064321080798474e-21,3.6556648167081605e-22,0.0,0.0,9.1533700164613e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647584315615154e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
