Time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,compartment_0,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9
0.0,999.999903688753,0.0,3999.9996147550105,0.0,0.0,999.999903688753,0.0,0.0,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.450980387528294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,999.9753954224407,0.0245082663125205,3999.9996025717433,1.2183267302780181e-05,1.8558881797454596e-14,999.999903688753,3.825400961699896e-18,1.0883138213961673e-38,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.4509792096707472,0.00243863345533626,7.427631547953693e-12,1.8194982120006826e-15,6.960310880354874e-36,0.0003063157630597509,4.6397197198716646e-15,3.0458163468086593e-06,2.7207842914482682e-39,9.56350148317691e-19
0.02,999.9508902304965,0.04901345825667445,3999.999566064548,4.86904627166785e-05,2.966351444311566e-13,999.999903688753,1.1676056916592227e-16,7.400868649872926e-36,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.4509780319043593,0.004876960958862397,5.936537787473207e-11,2.908187685009551e-14,3.395616820466501e-33,0.0006125180610595031,7.415876091134203e-14,1.2172611543359382e-05,1.8502169842715117e-36,2.919013948014159e-17
0.03,999.9263881117856,0.07351557696767366,3999.999505297213,0.00010945779635372246,1.4994124599065151e-12,999.999903688753,9.515759257268737e-16,2.403949555439734e-32,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.4509768542290917,0.007314982579177557,2.0017049312688634e-10,1.4700122128185693e-13,1.3988283669655444e-31,0.0009186069639863888,3.748528737212079e-13,2.736443147667439e-05,6.009873309780894e-33,2.378939585198527e-16
0.04,999.9018890651731,0.09801462358002977,3999.9994203333677,0.00019442163785975415,4.732007063836992e-12,999.999903688753,4.077367902720592e-15,1.6361819517894925e-31,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.450975676644908,0.009752698384977481,4.740339670852936e-10,4.639222602843927e-13,1.8915819156217837e-30,0.0012245825417671185,1.18300050201837e-12,4.8605357534023736e-05,4.090454485516925e-32,1.0193418775060523e-15
0.05,999.8773930895256,0.1225105992275554,3999.9993112364828,0.00030351851634616246,1.1538928559757366e-11,999.999903688753,1.210707667890834e-14,5.116684956264426e-31,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.450974499151771,0.012190108445054073,9.249810666087128e-10,1.1312675037222163e-12,1.3696343731034043e-29,0.001530444864268053,2.884727484265998e-12,7.587950662429826e-05,1.279171115867531e-31,3.0267688782151753e-15
0.06,999.85290018371,0.14700350504336526,3999.9991780698674,0.00043668511996566964,2.3900745581032193e-11,999.999903688753,2.921618488570092e-14,1.1920380841234618e-30,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.450973321749643,0.014627212828294992,1.596871875301123e-09,2.343210346656538e-12,6.845967330744127e-29,0.001836194001295278,5.975172773434491e-12,0.0001091710311101583,2.9800949232919714e-31,7.304045517963437e-15
0.07,999.8284103465934,0.17149334215987605,3999.999020896671,0.0005938582954256078,4.423030398072294e-11,999.999903688753,6.171951459945949e-14,3.9182061381553866e-30,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.450972144438487,0.017064011603683062,2.533401831137046e-09,4.3363043036466626e-12,2.676346225528434e-28,0.002141830022594662,1.105754209714386e-11,0.00014846411872431866,9.795514401970178e-31,1.5429877163794033e-14
0.08,999.8039235770447,0.19598011170880356,3999.9988397798884,0.0007749750472993312,7.536743739704356e-11,999.9999036887529,1.1886091080209732e-13,1.6218924509325086e-29,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.450970967218266,0.019500504840295512,3.77810226109977e-09,7.38896443673681e-12,8.78259127421075e-28,0.002447352997851881,1.8841784525006577e-11,0.0001937429924351331,4.054730736815062e-30,2.971522483861371e-14
0.09,999.7794398739322,0.22046381482116958,3999.9986347823524,0.000979972538105035,1.2057941460317144e-10,999.9999036887529,2.1279141646340183e-13,4.5718331032753026e-29,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.450969790088942,0.021936692607304062,5.374340917288696e-09,1.1821511213280638e-11,2.5155163580844924e-27,0.0027527629966925594,3.0144703042580524e-11,0.0002449919105037953,1.142958165739089e-29,5.31978489922988e-14
0.1,999.754959236126,0.24494445262730105,3999.99840596674,0.0012087880877787829,1.835568582389844e-10,999.9999036887526,3.5918805240845953e-13,1.0226706341425653e-28,99.9999903688752,499.99995184437705,499.99995184437705,1.0,2.4509686130504784,0.024372574973974336,7.365322509401126e-09,1.799577038160248e-11,6.463866337500664e-27,0.003058060088682321,4.588893279007998e-11,0.00030219516638986017,2.5566763391197016e-29,8.979700445365252e-14
