Time,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L,kon_FADD,koff_FADD,kDISC,kD216,kD216trans_p55,kD216trans_p43,kD374,kD374trans_p55,kD374trans_p43,kdiss_p18,kBid,kD374probe,KDR,KDL,CD95act,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19
0.0,12.0,90.0,127.0,224.0,1909.0,3316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.2138493429964154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,12.0,89.99786154596528,126.99999950448682,224.0,1909.0,3316.0,0.002137958521554123,4.955003305048889e-07,1.1668950483736852e-11,1.1756960529794917e-12,4.6872578672801877e-17,8.538829146957193e-21,4.278797006344114e-16,1.0751280974051774e-14,1.0751280974051774e-14,6.725414641783906e-19,6.725414641783906e-19,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.2138442618076337,2.797625584418475e-06,9.909580107360667e-05,3.170091884390728e-09,5.481288111092496e-17,3.0870143263061206e-23,7.521820444121227e-15,1.3005700300721146e-22,7.324698563230204e-29,3.194057781373166e-10,1.3344815087354864e-16,2.4090515193655715e-21,7.521953023736706e-15,3.1426817881291393e-21,5.673276315195217e-26,3.033295723692167e-18,1.373035921845989e-13,3.450010589739396e-12,2.389106412821177e-16
0.02,12.0,89.99572317071049,126.99999801826974,224.0,1909.0,3316.0,0.004274847559262876,1.9816341169979737e-06,8.734095731910074e-11,8.799859404860765e-12,6.119564314476067e-16,1.8283512269639466e-19,5.587038231679502e-15,1.4038482721310208e-13,1.4038482721310208e-13,1.44005927516757e-17,1.44005927516757e-17,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.2138391808060413,5.59385169577058e-06,0.00019814202854008818,1.2678018248193844e-08,8.766991561545832e-16,9.240571685096958e-22,5.6299382998803646e-14,3.893165367079868e-21,4.103468493597484e-27,1.2773864075494235e-09,2.1344231299294193e-15,7.211179121551576e-20,5.6301085424786165e-14,9.407516649667041e-20,3.1783429770071455e-24,3.960193527123018e-17,1.027721540616092e-12,2.582343361899685e-11,3.1191563940709588e-15
0.03,12.0,89.99358487422035,126.9999955418291,224.0,1908.9999999999995,3316.0,0.00641066760877763,4.457853216409874e-06,2.886037712049395e-10,2.9077326653944628e-11,2.888755399771271e-15,1.1993171383423265e-18,2.63772820124534e-14,6.627787432477257e-13,6.627787432477257e-13,9.44614876762599e-17,9.44614876762599e-17,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.21383409999160186,8.388678982640911e-06,0.00029713870305815424,2.8520272203948835e-08,4.4367417478156955e-15,6.868784260822951e-21,1.860297391760036e-13,2.89396224634617e-20,4.480315388855972e-26,2.873588548283091e-09,1.0801748971218957e-14,5.360278058550533e-19,1.86037640017615e-13,6.993109322727949e-19,3.4702723201161083e-23,1.869419103669524e-16,3.39599580011029e-12,8.53307716621066e-11,1.4724054545499145e-14
0.04,12.0,89.99144665647887,126.99999207566351,223.99999999999994,1908.9999999999984,3316.0,0.008545419184669684,7.92358885837272e-06,6.791918099853466e-10,6.842888618312004e-11,8.97980948410645e-15,4.9621540819197435e-18,8.20077611388886e-14,2.060598997217788e-12,2.060598997217788e-12,3.9083278448337507e-16,3.9083278448337507e-16,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.21382901936427745,1.1182108118371727e-05,0.0003960858461673373,5.0693214895702916e-08,1.4017339636771824e-14,2.873168126651399e-20,4.377915480418944e-13,1.2105511224011022e-19,2.4812960167140028e-25,5.107645563767671e-09,3.4126796781730674e-14,2.2421697178142324e-18,4.3781562840092123e-13,2.9252705168685385e-18,1.9219363045665838e-22,5.811162619801784e-16,7.992193393612628e-12,2.0081886718694045e-10,4.577030116936965e-14
0.05,12.0,89.98930851747008,126.99998762027312,223.99999999999983,1908.9999999999955,3316.0,0.010679102803087643,1.2378270543911302e-05,1.3230225085462967e-09,1.332934952255048e-10,2.1792207835635647e-14,1.499137341853331e-17,1.990474112768535e-13,5.001439990310644e-12,5.001439990310644e-12,1.1807614434513225e-15,1.1807614434513225e-15,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.21382393892403007,1.3974139778369277e-05,0.0004949834794841526,7.919319640828948e-08,3.420982582878814e-14,8.743162757344264e-20,8.52779708594519e-13,3.6838322765678255e-19,9.414939826348571e-25,7.97918970315037e-09,8.328768541320164e-14,6.823009969585743e-18,8.528370372726624e-13,8.902009541275577e-18,7.292614694253855e-22,1.4102533444783738e-15,1.5568597063027284e-11,3.9119023676100495e-10,1.1107539837542467e-13
0.06,12.0,89.98717045717807,126.99998217615399,223.99999999999963,1908.9999999999902,3316.0,0.012811718975984557,1.7821332424431367e-05,2.283483977712673e-09,2.3005654061221563e-10,4.504976150645734e-14,3.709374320262105e-17,4.115430479119626e-13,1.0340791896551379e-11,1.0340791896551379e-11,2.921604348324248e-15,2.921604348324248e-15,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.2138188586708219,1.676477463254972e-05,0.0005938316244344986,1.140165965785603e-07,7.091212368515777e-14,2.172573072630137e-19,1.4718463892903395e-12,9.154084259215252e-19,2.8045862868892025e-24,1.1487856213272755e-08,1.726435755338274e-13,1.695437697503368e-17,1.4719626443482564e-12,2.2121176419226207e-17,2.172399192863682e-21,2.9153345687418023e-15,2.6871328960539984e-11,6.751926005664422e-10,2.2961969910478617e-13
0.07,12.0,89.98503247558712,126.99997574379805,223.9999999999993,1908.9999999999811,3316.0,0.01494326821104305,2.4252213392741548e-05,3.6234182880193825e-09,3.650480071674969e-10,8.394149477895629e-14,8.203714069858731e-17,7.669658987887775e-13,1.9271458457057517e-11,1.9271458457057517e-11,6.4614688703658554e-15,6.4614688703658554e-15,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.21381377860461565,1.9554013345241137e-05,0.0006926303022501662,1.5515982557772186e-07,1.3132643314793874e-13,4.691384180874351e-19,2.335489309877003e-12,1.9767454595883878e-18,7.061542871785303e-24,1.5633283397344647e-08,3.197290364822312e-13,3.6610734496935514e-17,2.335701242868082e-12,4.7769332194119006e-17,5.469851463278024e-21,5.432160644088503e-15,4.2640212484283165e-11,1.0714154107616636e-09,4.2785178276220476e-13
0.08,12.0,89.98289457268123,126.9999683237044,223.99999999999872,1908.9999999999677,3316.0,0.01707375102332503,3.167034416579566e-05,5.4065957267644604e-09,5.446917362770669e-10,1.424770401655325e-13,1.5703799992609985e-16,1.3019861083612098e-12,3.2714845912411424e-11,3.2714845912411424e-11,1.2368741028104641e-14,1.2368741028104641e-14,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.21380869872537328,2.2341856590427785e-05,0.000791379534508861,2.0261924126982893e-07,2.2395677548503441e-13,9.141199889000858e-19,3.4848066617981547e-12,3.8517865246852745e-18,1.572176169961908e-23,2.0415104288316474e-08,5.452480686720101e-13,7.133631124988229e-17,3.485159966334381e-12,9.308190219456058e-17,1.217816243321091e-20,9.220209531787489e-15,6.362589389854241e-11,1.5987200643409397e-09,7.262088410270657e-13
0.09,12.0,89.98075674844479,126.9999599163621,223.99999999999793,1908.9999999999482,3316.0,0.01920316791756537,4.007516691331394e-05,7.695466982498142e-09,7.752777855708944e-10,2.282702302979102e-13,2.8311983463778375e-16,2.0863122399067772e-12,5.242251281746574e-11,5.242251281746574e-11,2.229929008394451e-14,2.229929008394451e-14,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,2.182477492149729,1.0,0.21380361903305767,2.512830502858047e-05,0.0008900793423134083,2.563912747909799e-07,3.586068436598596e-13,1.6463884709739148e-18,4.96004072021998e-12,6.937461302271432e-18,3.185035787192327e-23,2.5832959301736708e-08,8.730688700738588e-13,1.2848125172815807e-16,4.960595318211589e-12,1.676517699260845e-16,2.467171834075618e-20,1.4772200143762376e-14,9.056381706218918e-11,2.275585969314611e-09,1.1634987587686403e-12
