Time,C,X,M,Y,Z,V1,K6,V1p,V3,V3p,Cell,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7,reaction8,reaction9,reaction10,reaction11,reaction12,reaction13
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.75,0.0,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.005000000000000001,0.002,0.2,0.05
0.01,0.0015493004915437252,1.4508360411220077e-08,1.740250160643201e-05,1.0020189591639295,0.999430550250345,0.0038533512323315074,0.3,0.75,5.220750481929603e-06,0.3,1.0,0.1,5.215438414211501e-10,3.09860098308745e-05,0.0035030410327797244,4.349868415687084e-05,4.350625391087929e-06,1.4508358306295162e-08,7.76214232984404e-05,0.04997152751251725,0.004997152751251726,0.00199886110050069,0.2,0.05010094795819647
0.02,0.0030972009126977638,1.1475262148683557e-07,6.877812139111097e-05,1.0040358361152424,0.9988622021992756,0.007663880357616356,0.3,0.75,2.0633436417333292e-05,0.3,1.0,0.1,7.693831069549629e-09,6.194401825395527e-05,0.006967120396159225,0.00017182712400984308,1.7194530018924808e-05,1.147524898053453e-07,0.00015548503539986955,0.04994311010996378,0.004994311010996379,0.0019977244043985513,0.2,0.05020179180576212
0.03,0.004643699600318005,3.8285009431006566e-07,0.00015290859724600747,1.0060506300517391,0.9982949576350598,0.011432288620469694,0.3,0.75,4.587257917380224e-05,0.3,1.0,0.1,3.6070899636887736e-08,9.28739920063601e-05,0.010392845164208072,0.00038168785956310236,3.822714687228981e-05,3.8284862857373016e-07,0.0002335898454335469,0.04991474788175299,0.0049914747881753,0.0019965899152701197,0.2,0.050302531502586956
0.04,0.006188794725927726,8.971206471672615e-07,0.0002686148793381768,1.0080633401825176,0.997728818335,0.015159261620271012,0.3,0.75,8.058446380145304e-05,0.3,1.0,0.1,1.0600135645442416e-07,0.0001237758945185545,0.013780810316127524,0.0006697381819361525,6.715370979370526e-05,8.971125989849076e-07,0.00031193485415613264,0.049886440916750006,0.004988644091675001,0.00199545763667,0.2,0.050403167009125886
0.05,0.007732484247177735,1.7322630071204221e-06,0.0004147568510970453,1.010073965727658,0.997163786066027,0.018845469627850928,0.3,0.75,0.00012442705532911358,0.3,1.0,0.1,2.4149831466848376e-07,0.0001546496849435547,0.017131598898385444,0.0010326093098848,0.00010368918283805351,1.732233000288961e-06,0.000390519051423673,0.04985818930330135,0.004985818930330135,0.001994327572132054,0.2,0.0505036982863829
0.06,0.009274765883311258,2.9593993207117936e-06,0.0005902344798854343,1.0120825059191183,0.9965998625831539,0.022491567951288843,0.3,0.75,0.00017707034396563027,0.3,1.0,0.1,4.6879513852029566e-07,0.00018549531766622518,0.02044578223456398,0.0014669278855380854,0.0001475585471903658,2.9593117428601774e-06,0.0004693414148497402,0.0498299931291577,0.004982999312915771,0.001993199725166308,0.2,0.05060412529595592
0.07,0.010815637095193504,4.646275723750275e-06,0.0007939868470332356,1.014088960000273,0.9960370496304074,0.026098197301800328,0.3,0.75,0.0002381960541099707,0.3,1.0,0.1,8.153722721528396e-07,0.00021631274190387007,0.023723920142695257,0.0019693308893471103,0.00019849655804597157,4.646059854999121e-06,0.0005484009086802577,0.04980185248152037,0.004980185248152038,0.0019920740992608148,0.2,0.05070444800001365
0.08,0.012355095077396863,6.8573806989861275e-06,0.0010249919971536759,1.016093327226143,0.9954753489405046,0.029665984176603856,0.3,0.75,0.00030749759914610274,0.3,1.0,0.1,1.3092774154304264e-06,0.0002471019015479373,0.02696656117238873,0.002536481262929856,0.00025624770642173136,6.856910494529329e-06,0.000627696483269376,0.04977376744702523,0.004977376744702524,0.001990950697881009,0.2,0.05080466636130715
0.09,0.013893136755648102,9.654070568968744e-06,0.0012822665325231176,1.0180956068635565,0.9949147622346615,0.03319554124194652,0.3,0.75,0.0003846799597569353,0.3,1.0,0.1,1.9786501855867467e-06,0.000277862735112962,0.03017424284739129,0.003165081549866788,0.00032056611733114674,9.65313864815153e-06,0.0007072270748239969,0.04974573811173308,0.004974573811173309,0.001989829524469323,0.2,0.05090478034317783
