Time,P1,Target,Kd,Ksp,P2,dsp1ksp,dsp1p2kd,h,k0,ka,ks,ku,s,univ,___r1,___r2,___r3,___r4
0.15,10.079410701016629,10.079410701016629,1e-05,0.001,40.0,10.079400518987386,10.07939715027279,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5373479746274283,1.007941070101663,1.5373479746274283,1.007941070101663
0.16,10.084704777217537,10.084704777217537,1e-05,0.001,40.0,10.084694589785824,10.084691218705387,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5378788485262143,1.0084704777217537,1.5378788485262143,1.0084704777217537
0.17,10.089998869142825,10.089998869142825,1e-05,0.001,40.0,10.089988676308538,10.089985302861415,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5384099361106478,1.0089998869142824,1.5384099361106478,1.0089998869142824
0.18,10.09529297891307,10.09529297891307,1e-05,0.001,40.0,10.095282780676207,10.09527940486155,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5389412375030755,1.009529297891307,1.5389412375030755,1.009529297891307
0.19,10.100587108647893,10.100587108647893,1e-05,0.001,40.0,10.100576905008348,10.100573526825311,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5394727528260492,1.0100587108647894,1.5394727528260492,1.0100587108647894
0.2,10.105881260465942,10.105881260465942,1e-05,0.001,40.0,10.105871051423659,10.105867670871392,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5400044822023535,1.0105881260465943,1.5400044822023535,1.0105881260465943
0.21,10.111175436484913,10.111175436484913,1e-05,0.001,40.0,10.111165222039737,10.111161839117395,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5405364257549834,1.0111175436484914,1.5405364257549834,1.0111175436484914
0.22,10.116469638821528,10.116469638821528,1e-05,0.001,40.0,10.11645941897342,10.116456033680146,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5410685836071727,1.0116469638821528,1.5410685836071727,1.0116469638821528
0.23,10.121763869591556,10.121763869591556,1e-05,0.001,40.0,10.121753644340439,10.121750256675385,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.541600955882364,1.0121763869591556,1.541600955882364,1.0121763869591556
0.24,10.127058130909793,10.127058130909793,1e-05,0.001,40.0,10.127047900255537,10.127044510217848,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5421335427042144,1.0127058130909794,1.5421335427042144,1.0127058130909794
0.25,10.132352424890506,10.132352424890506,1e-05,0.001,40.0,10.132342188833048,10.13233879642186,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5426663441966564,1.0132352424890507,1.5426663441966564,1.0132352424890507
0.26,10.137646753648873,10.137646753648873,1e-05,0.001,40.0,10.137636512188125,10.137633117402588,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5431993604840242,1.0137646753648875,1.5431993604840242,1.0137646753648875
0.27,10.14294111929786,10.14294111929786,1e-05,0.001,40.0,10.14293087243376,10.142927475273016,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5437325916907452,1.014294111929786,1.5437325916907452,1.014294111929786
0.28,10.148235523949324,10.148235523949324,1e-05,0.001,40.0,10.148225271681731,10.148221872144918,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.544266037941443,1.0148235523949325,1.544266037941443,1.0148235523949325
0.29,10.153529969714235,10.153529969714235,1e-05,0.001,40.0,10.153519712043053,10.15351631012931,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.544799699360977,1.0153529969714234,1.544799699360977,1.0153529969714234
0.3,10.15882445870267,10.15882445870267,1e-05,0.001,40.0,10.158814195627812,10.15881079133627,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5453335760744265,1.015882445870267,1.5453335760744265,1.015882445870267
0.31,10.164118993023825,10.164118993023825,1e-05,0.001,40.0,10.164108724545164,10.164105317874967,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5458676682070924,1.0164118993023825,1.5458676682070924,1.0164118993023825
0.32,10.169413574786,10.169413574786,1e-05,0.001,40.0,10.169403300903447,10.169399891853729,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5464019758845042,1.0169413574786001,1.5464019758845042,1.0169413574786001
0.33,10.174708206096618,10.174708206096618,1e-05,0.001,40.0,10.17469792681007,10.174694515379962,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.546936499232411,1.0174708206096619,1.546936499232411,1.0174708206096619
0.34,10.180002889062202,10.180002889062202,1e-05,0.001,40.0,10.17999260437151,10.179989190560143,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.54747123837678,1.0180002889062203,1.54747123837678,1.0180002889062203
0.35,10.185297625788571,10.185297625788571,1e-05,0.001,40.0,10.185287335693662,10.185283919500167,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5480061934438305,1.0185297625788572,1.5480061934438305,1.0185297625788572
0.36,10.190592418381446,10.190592418381446,1e-05,0.001,40.0,10.190582122882189,10.19057870430569,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5485413645600694,1.0190592418381446,1.5485413645600694,1.0190592418381446
0.37,10.195887268945128,10.195887268945128,1e-05,0.001,40.0,10.195876968041413,10.195873547081042,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5490767518521809,1.019588726894513,1.5490767518521809,1.019588726894513
0.38,10.20118217958298,10.20118217958298,1e-05,0.001,40.0,10.201171873274726,10.201168449929611,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5496123554470633,1.0201182179582982,1.5496123554470633,1.0201182179582982
0.39,10.2064771523975,10.2064771523975,1e-05,0.001,40.0,10.20646684068453,10.20646341495379,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5501481754718247,1.0206477152397502,1.5501481754718247,1.0206477152397502
0.4,10.211772189490333,10.211772189490333,1e-05,0.001,40.0,10.211761872372533,10.211758444255292,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.550684212053813,1.0211772189490333,1.550684212053813,1.0211772189490333
0.41,10.217067292962264,10.217067292962264,1e-05,0.001,40.0,10.217056970439502,10.217053539934883,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5512204653205897,1.0217067292962265,1.5512204653205897,1.0217067292962265
0.42,10.222362464913228,10.222362464913228,1e-05,0.001,40.0,10.2223521369854,10.22234870409252,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5517569353999425,1.0222362464913228,1.5517569353999425,1.0222362464913228
0.43,10.2276577074423,10.2276577074423,1e-05,0.001,40.0,10.22764737410925,10.22764393882723,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5522936224198731,1.02276577074423,1.5522936224198731,1.02276577074423
0.44,10.232953022647695,10.232953022647695,1e-05,0.001,40.0,10.232942683909322,10.232939246237281,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.552830526508613,1.0232953022647695,1.552830526508613,1.0232953022647695
0.45,10.238248412625023,10.238248412625023,1e-05,0.001,40.0,10.23823806848115,10.238234628418205,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5533676477944247,1.0238248412625024,1.5533676477944247,1.0238248412625024
0.46,10.243543879476423,10.243543879476423,1e-05,0.001,40.0,10.243533529926907,10.243530087472168,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.553904986406548,1.0243543879476424,1.553904986406548,1.0243543879476424
0.47,10.248839425294914,10.248839425294914,1e-05,0.001,40.0,10.248829070339678,10.248825625492259,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5544425424736108,1.0248839425294916,1.5544425424736108,1.0248839425294916
0.48,10.254135052175759,10.254135052175759,1e-05,0.001,40.0,10.254124691814651,10.254121244573662,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5549803161247564,1.025413505217576,1.5549803161247564,1.025413505217576
0.49,10.259430762213373,10.259430762213373,1e-05,0.001,40.0,10.259420396446192,10.259416946810745,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.555518307489353,1.0259430762213373,1.555518307489353,1.0259430762213373
0.5,10.26472655750133,10.26472655750133,1e-05,0.001,40.0,10.264716186328034,10.264712734297238,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.556056516697007,1.0264726557501331,1.556056516697007,1.0264726557501331
0.51,10.270022440132356,10.270022440132356,1e-05,0.001,40.0,10.270012063552684,10.270008609125645,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5565949438775055,1.0270022440132356,1.5565949438775055,1.0270022440132356
0.52,10.275318412198343,10.275318412198343,1e-05,0.001,40.0,10.275308030212182,10.275304573388008,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.557133589160892,1.0275318412198344,1.557133589160892,1.0275318412198344
0.53,10.280614475790342,10.280614475790342,1e-05,0.001,40.0,10.280604088397581,10.280600629175373,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.557672452677413,1.0280614475790342,1.557672452677413,1.0280614475790342
0.54,10.285910632998576,10.285910632998576,1e-05,0.001,40.0,10.285900240199059,10.285896778577923,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5582115345575285,1.0285910632998576,1.5582115345575285,1.0285910632998576
0.55,10.291206885915797,10.291206885915797,1e-05,0.001,40.0,10.291196487709298,10.291193023688333,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5587508349322563,1.0291206885915798,1.5587508349322563,1.0291206885915798
0.56,10.296503236646494,10.296503236646494,1e-05,0.001,40.0,10.296492833032913,10.29648936661122,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.559290353934134,1.0296503236646495,1.559290353934134,1.0296503236646495
0.57,10.301799687281123,10.301799687281123,1e-05,0.001,40.0,10.301789278260316,10.301785809436991,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5598300916945531,1.0301799687281123,1.5598300916945531,1.0301799687281123
0.58,10.30709623990739,10.30709623990739,1e-05,0.001,40.0,10.307085825479183,10.307082354253325,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.56037004834493,1.030709623990739,1.56037004834493,1.030709623990739
0.59,10.312392896612199,10.312392896612199,1e-05,0.001,40.0,10.312382476776373,10.312379003147079,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5609102240168984,1.03123928966122,1.5609102240168984,1.03123928966122
0.6,10.31768965948165,10.31768965948165,1e-05,0.001,40.0,10.317679234238108,10.317675758204471,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5614506188423263,1.031768965948165,1.5614506188423263,1.031768965948165
0.61,10.322986530601046,10.322986530601046,1e-05,0.001,40.0,10.322976099949564,10.322972621510672,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5619912329532757,1.0322986530601046,1.5619912329532757,1.0322986530601046
0.62,10.328283512054897,10.328283512054897,1e-05,0.001,40.0,10.328273075995327,10.328269595150276,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.562532066482048,1.0328283512054897,1.562532066482048,1.0328283512054897
0.63,10.333580605926917,10.333580605926917,1e-05,0.001,40.0,10.333570164459118,10.333566681206996,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5630731195611551,1.0333580605926918,1.5630731195611551,1.0333580605926918
0.64,10.338877814300035,10.338877814300035,1e-05,0.001,40.0,10.33886736742378,10.338863881763679,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5636143923233183,1.0338877814300036,1.5636143923233183,1.0338877814300036
0.65,10.344175139256393,10.344175139256393,1e-05,0.001,40.0,10.344164686971519,10.344161198902519,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5641558849014912,1.0344175139256393,1.5641558849014912,1.0344175139256393
0.66,10.349472582877347,10.349472582877347,1e-05,0.001,40.0,10.349462125183724,10.349458634704916,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.564697597428843,1.0349472582877348,1.564697597428843,1.0349472582877348
0.67,10.354770147243478,10.354770147243478,1e-05,0.001,40.0,10.354759684140852,10.354756191251315,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.565239530038743,1.035477014724348,1.565239530038743,1.035477014724348
0.68,10.36006783443459,10.36006783443459,1e-05,0.001,40.0,10.36005736592284,10.360053870621659,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5657816828648061,1.036006783443459,1.5657816828648061,1.036006783443459
0.69,10.365365646529712,10.365365646529712,1e-05,0.001,40.0,10.36535517260863,10.365351674894887,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5663240560408402,1.0365365646529712,1.5663240560408402,1.0365365646529712
0.7,10.370663585607108,10.370663585607108,1e-05,0.001,40.0,10.370653106276528,10.370649606149298,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.566866649700885,1.037066358560711,1.566866649700885,1.037066358560711
0.71,10.37596165374427,10.37596165374427,1e-05,0.001,40.0,10.375951169003965,10.37594766646233,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.567409463979187,1.037596165374427,1.567409463979187,1.037596165374427
0.72,10.381259853017928,10.381259853017928,1e-05,0.001,40.0,10.381249362867676,10.381245857910713,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5679524990102136,1.0381259853017928,1.5679524990102136,1.0381259853017928
0.73,10.386558185504054,10.386558185504054,1e-05,0.001,40.0,10.386547689943749,10.386544182570532,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5684957549286644,1.0386558185504053,1.5684957549286644,1.0386558185504053
0.74,10.391856653277861,10.391856653277861,1e-05,0.001,40.0,10.391846152307233,10.391842642516835,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5690392318694237,1.0391856653277862,1.5690392318694237,1.0391856653277862
0.75,10.39715525841381,10.39715525841381,1e-05,0.001,40.0,10.397144752032705,10.397141239824196,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5695829299676216,1.039715525841381,1.5695829299676216,1.039715525841381
0.76,10.402454002985609,10.402454002985609,1e-05,0.001,40.0,10.402443491193816,10.402439976566273,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5701268493585898,1.0402454002985608,1.5701268493585898,1.0402454002985608
0.77,10.407752889066222,10.407752889066222,1e-05,0.001,40.0,10.407742371863511,10.407738854815994,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5706709901778748,1.0407752889066222,1.5706709901778748,1.0407752889066222
0.78,10.413051918727863,10.413051918727863,1e-05,0.001,40.0,10.413041396114103,10.413037876645687,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5712153525612567,1.0413051918727863,1.5712153525612567,1.0413051918727863
0.79,10.418351094042011,10.418351094042011,1e-05,0.001,40.0,10.418340566016909,10.418337044126655,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5717599366447013,1.041835109404201,1.5717599366447013,1.041835109404201
0.8,10.423650417079402,10.423650417079402,1e-05,0.001,40.0,10.423639883642783,10.423636359329755,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5723047425644192,1.0423650417079402,1.5723047425644192,1.0423650417079402
0.81,10.428949889910042,10.428949889910042,1e-05,0.001,40.0,10.42893935106171,10.428935824324975,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5728497704568252,1.0428949889910042,1.5728497704568252,1.0428949889910042
0.82,10.434249514603202,10.434249514603202,1e-05,0.001,40.0,10.434238970342907,10.434235441181528,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5733950204585423,1.0434249514603202,1.5733950204585423,1.0434249514603202
0.83,10.43954929322743,10.43954929322743,1e-05,0.001,40.0,10.439538743554964,10.439535211968,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5739404927064233,1.043954929322743,1.5739404927064233,1.043954929322743
0.84,10.444849227850536,10.444849227850536,1e-05,0.001,40.0,10.444838672765705,10.444835138752213,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5744861873375287,1.0444849227850537,1.5744861873375287,1.0444849227850537
0.85,10.450149320539625,10.450149320539625,1e-05,0.001,40.0,10.450138760042202,10.45013522360124,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.575032104489133,1.0450149320539626,1.575032104489133,1.0450149320539626
0.86,10.45544957336107,10.45544957336107,1e-05,0.001,40.0,10.455439007450826,10.455435468581445,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.575578244298726,1.045544957336107,1.575578244298726,1.045544957336107
0.87,10.460749988380535,10.460749988380535,1e-05,0.001,40.0,10.460739417057251,10.460735875758512,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5761246069040182,1.0460749988380535,1.5761246069040182,1.0460749988380535
0.88,10.46605056766297,10.46605056766297,1e-05,0.001,40.0,10.466039990926452,10.466036447197407,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5766711924429315,1.046605056766297,1.5766711924429315,1.046605056766297
0.89,10.471351313272615,10.471351313272615,1e-05,0.001,40.0,10.47134073112259,10.471337184962287,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.577218001053594,1.0471351313272617,1.577218001053594,1.0471351313272617
0.9,10.476652227273005,10.476652227273005,1e-05,0.001,40.0,10.476641639709298,10.476638091116788,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5777650328743673,1.0476652227273007,1.5777650328743673,1.0476652227273007
0.91,10.481953311726972,10.481953311726972,1e-05,0.001,40.0,10.481942718749226,10.481939167723556,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5783122880437974,1.0481953311726973,1.5783122880437974,1.0481953311726973
0.92,10.487254568696647,10.487254568696647,1e-05,0.001,40.0,10.487243970304728,10.48724041684495,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5788597667006876,1.0487254568696647,1.5788597667006876,1.0487254568696647
0.93,10.492556000243466,10.492556000243466,1e-05,0.001,40.0,10.49254539643717,10.492541840542321,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5794074689840232,1.0492556000243467,1.5794074689840232,1.0492556000243467
0.94,10.49785760842817,10.49785760842817,1e-05,0.001,40.0,10.497846999207221,10.497843440876352,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5799553950330056,1.049785760842817,1.5799553950330056,1.049785760842817
0.95,10.503159395310812,10.503159395310812,1e-05,0.001,40.0,10.503148780674964,10.503145219907115,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5805035449870595,1.0503159395310813,1.5805035449870595,1.0503159395310813
0.96,10.508461362950756,10.508461362950756,1e-05,0.001,40.0,10.508450742899731,10.508447179693938,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5810519189858165,1.0508461362950756,1.5810519189858165,1.0508461362950756
0.97,10.513763513406685,10.513763513406685,1e-05,0.001,40.0,10.513752887940267,10.513749322295574,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5816005171691347,1.0513763513406686,1.5816005171691347,1.0513763513406686
0.98,10.519065848736599,10.519065848736599,1e-05,0.001,40.0,10.519055217854563,10.51905164977001,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.582149339677075,1.05190658487366,1.582149339677075,1.05190658487366
0.99,10.52436837099782,10.52436837099782,1e-05,0.001,40.0,10.524357734699908,10.524354164174525,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5826983866499105,1.052436837099782,1.5826983866499105,1.052436837099782
1.0,10.529671082246997,10.529671082246997,1e-05,0.001,40.0,10.529660440532956,10.529656867565778,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5832476582281325,1.0529671082246999,1.5832476582281325,1.0529671082246999
1.01,10.534973984540109,10.534973984540109,1e-05,0.001,40.0,10.534963337409659,10.534959761999723,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5837971545524416,1.053497398454011,1.5837971545524416,1.053497398454011
1.02,10.540277079932467,10.540277079932467,1e-05,0.001,40.0,10.54026642738533,10.540262849531663,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5843468757637549,1.0540277079932467,1.5843468757637549,1.0540277079932467
1.03,10.545580370478714,10.545580370478714,1e-05,0.001,40.0,10.545569712514698,10.545566132216338,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5848968220032111,1.0545580370478713,1.5848968220032111,1.0545580370478713
1.04,10.550883858232835,10.550883858232835,1e-05,0.001,40.0,10.55087319485168,10.55086961210765,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5854469934121462,1.0550883858232836,1.5854469934121462,1.0550883858232836
1.05,10.556187545248156,10.556187545248156,1e-05,0.001,40.0,10.55617687644955,10.556173291258876,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5859973901321107,1.0556187545248157,1.5859973901321107,1.0556187545248157
1.06,10.561491433577345,10.561491433577345,1e-05,0.001,40.0,10.56148075936106,10.561477171722768,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5865480123048807,1.0561491433577346,1.5865480123048807,1.0561491433577346
1.07,10.566795525272425,10.566795525272425,1e-05,0.001,40.0,10.566784845638205,10.566781255551321,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5870988600724363,1.0566795525272425,1.5870988600724363,1.0566795525272425
1.08,10.572099822384763,10.572099822384763,1e-05,0.001,40.0,10.57208913733228,10.572085544795828,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5876499335769634,1.0572099822384764,1.5876499335769634,1.0572099822384764
1.09,10.577404326965082,10.577404326965082,1e-05,0.001,40.0,10.577393636494119,10.577390041507114,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5882012329608788,1.0577404326965083,1.5882012329608788,1.0577404326965083
1.1,10.582709041063467,10.582709041063467,1e-05,0.001,40.0,10.58269834517379,10.582694747735255,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5887527583668013,1.0582709041063467,1.5887527583668013,1.0582709041063467
1.11,10.58801396672936,10.58801396672936,1e-05,0.001,40.0,10.588003265420616,10.587999665529567,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5893045099375485,1.058801396672936,1.5893045099375485,1.058801396672936
1.12,10.593319106011565,10.593319106011565,1e-05,0.001,40.0,10.593308399283503,10.593304796938963,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5898564878161754,1.0593319106011565,1.5898564878161754,1.0593319106011565
1.13,10.59862446095826,10.59862446095826,1e-05,0.001,40.0,10.598613748810603,10.598610144011579,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5904086921459328,1.059862446095826,1.5904086921459328,1.059862446095826
1.14,10.603930033616983,10.603930033616983,1e-05,0.001,40.0,10.603919316049433,10.60391570879494,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.590961123070287,1.0603930033616984,1.590961123070287,1.0603930033616984
1.15,10.609235826034658,10.609235826034658,1e-05,0.001,40.0,10.609225103046978,10.609221493336028,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5915137807329236,1.0609235826034658,1.5915137807329236,1.0609235826034658
1.16,10.614541840257573,10.614541840257573,1e-05,0.001,40.0,10.614531111849471,10.614527499681076,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5920666652777287,1.0614541840257574,1.5920666652777287,1.0614541840257574
1.17,10.61984807833141,10.61984807833141,1e-05,0.001,40.0,10.619837344502566,10.619833729875737,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5926197768488013,1.061984807833141,1.5926197768488013,1.061984807833141
1.18,10.62515454230122,10.62515454230122,1e-05,0.001,40.0,10.625143803051325,10.62514018596506,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5931731155904565,1.062515454230122,1.5931731155904565,1.062515454230122
1.19,10.630461234211449,10.630461234211449,1e-05,0.001,40.0,10.630450489540294,10.63044686999361,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5937266816472329,1.063046123421145,1.5937266816472329,1.063046123421145
1.2,10.63576815610593,10.63576815610593,1e-05,0.001,40.0,10.635757406013145,10.635753784005038,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5942804751638484,1.0635768156105931,1.5942804751638484,1.0635768156105931
1.21,10.64107531002789,10.64107531002789,1e-05,0.001,40.0,10.6410645545132,10.641060930042675,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5948344962852636,1.064107531002789,1.5948344962852636,1.064107531002789
