T,CAI,P,P2,Q,Q2,Q3,V,W
2676.0,0.0025391951,0.0010333171,0.99997747,0.001837822,0.0098948907,0.0070263031,-34.240299,0.001002049
2680.0,0.0025350309,0.0011576725,0.99997699,0.0017324889,0.009721213,0.0070145098,-33.647827,0.0011157737
2684.0,0.002530992,0.0013322745,0.99997652,0.0016663747,0.0095541272,0.0070030577,-32.899609,0.0012704468
2688.0,0.0025271391,0.0016298924,0.9999761,0.0016481542,0.0093954196,0.0069921399,-31.769966,0.0015168877
2692.0,0.0025236995,0.0026652978,0.99997562,0.0017392283,0.0092538819,0.0069826557,-28.404129,0.0021921871
2696.0,0.0026968501,0.22973686,0.99998456,0.048985034,0.015393222,0.0076060956,-58.309422,0.084274761
2700.0,0.0027448088,0.0043556537,0.99999171,0.041756909,0.015090327,0.0075910911,-42.787823,0.0030155811
2704.0,0.0027404216,0.00032697851,0.99999177,0.035617862,0.014796186,0.0075763948,-41.24556,0.00048325513
2708.0,0.0027351957,0.00027861798,0.99999154,0.030391883,0.0145086,0.0075618019,-40.87254,0.00029537518
2712.0,0.0027299805,0.00029325852,0.99999136,0.025941076,0.014227042,0.0075472714,-40.606064,0.00029245624
2716.0,0.0027247889,0.00030885599,0.99999112,0.022150638,0.013951366,0.0075328015,-40.347332,0.00030617154
2720.0,0.0027196207,0.00032531703,0.99999088,0.01892304,0.013681469,0.0075183925,-40.087151,0.00032221485
2724.0,0.0027144772,0.00034281853,0.99999064,0.016175214,0.013417258,0.0075040469,-39.824394,0.00033940619
2728.0,0.0027093594,0.00036147016,0.9999904,0.013836388,0.013158643,0.0074897665,-39.558647,0.00035772665
2732.0,0.0027042676,0.00038138637,0.99999017,0.011846269,0.012905536,0.0074755535,-39.28952,0.00037727391
2736.0,0.0026992033,0.00040269824,0.99998987,0.010153503,0.012657856,0.0074614109,-39.016567,0.00039817151
2740.0,0.0026941674,0.00042555804,0.99998963,0.0087143462,0.012415526,0.0074473419,-38.739281,0.00042056377
2744.0,0.0026891613,0.00045014461,0.99998939,0.0074915509,0.01217847,0.0074333488,-38.457062,0.00044461965
2748.0,0.0026841864,0.00047667001,0.99998909,0.0064534047,0.011946626,0.0074194358,-38.169216,0.00047053889
2752.0,0.0026792444,0.00050538842,0.99998885,0.0055729211,0.011719929,0.0074056066,-37.874908,0.00049855985
2756.0,0.0026743368,0.00053660851,0.99998856,0.0048271469,0.011498326,0.0073918663,-37.573135,0.00052897062
2760.0,0.002669466,0.00057071063,0.99998826,0.0041965763,0.011281773,0.0073782201,-37.262672,0.00056212448
2764.0,0.002664634,0.00060817151,0.99998796,0.0036646544,0.011070231,0.0073646745,-36.941986,0.00059846143
2768.0,0.0026598442,0.00064960105,0.99998766,0.0032173591,0.010863678,0.0073512364,-36.609142,0.00063854025
2772.0,0.0026550996,0.00069579855,0.99998742,0.0028428521,0.010662104,0.0073379148,-36.261604,0.0006830871
2776.0,0.0026504043,0.00074784266,0.99998707,0.0025311937,0.010465522,0.0073247207,-35.895988,0.00073307223
2780.0,0.0026457638,0.00080724451,0.99998677,0.0022741202,0.01027397,0.0073116678,-35.507565,0.00078983745
2784.0,0.0026411843,0.00087622245,0.99998647,0.0020648884,0.010087525,0.0072987736,-35.089424,0.00085532235
2788.0,0.0026366746,0.00095824467,0.99998617,0.0018982119,0.0099063246,0.0072860615,-34.630817,0.00093249761
2792.0,0.0026322471,0.0010592241,0.99998587,0.0017703542,0.0097306054,0.007273566,-34.113441,0.0010262919
2796.0,0.0026279204,0.0011906201,0.99998558,0.0016795725,0.0095607918,0.00726134,-33.501862,0.0011458946
2800.0,0.0026237268,0.001379772,0.99998522,0.0016276488,0.0093977312,0.0072494806,-32.711433,0.0013119685
2804.0,0.0026197401,0.0017241238,0.99998492,0.0016266556,0.0092436466,0.0072382241,-31.440208,0.0015907595
2808.0,0.0026163193,0.0036432117,0.99998468,0.0017961744,0.0091148652,0.007229228,-25.623581,0.0026561085
2812.0,0.0028185451,0.10678376,0.99999231,0.047498871,0.015218058,0.007850429,-52.183678,0.033707768
2816.0,0.0028370833,0.0021342314,0.99999487,0.04049575,0.014919338,0.0078350073,-42.226353,0.0019293925
2820.0,0.0028320372,0.00029304443,0.99999481,0.034544777,0.014628802,0.0078198463,-41.157803,0.00040212722
2824.0,0.0028266229,0.00028056305,0.99999464,0.029477915,0.014344593,0.0078047733,-40.830521,0.00029038827
2828.0,0.0028212271,0.00029544195,0.99999452,0.025162572,0.014066326,0.0077897618,-40.569714,0.00029395916
2832.0,0.0028158547,0.00031101014,0.99999434,0.02148756,0.013793875,0.0077748112,-40.313038,0.00030825156
2836.0,0.0028105066,0.00032746838,0.99999422,0.018358322,0.013527139,0.0077599231,-40.054615,0.00032434877
2840.0,0.0028051834,0.00034496398,0.99999404,0.015694311,0.013266027,0.0077450993,-39.793629,0.00034154061
2844.0,0.0027998858,0.00036360143,0.99999392,0.013426904,0.013010448,0.0077303415,-39.529694,0.00035984896
2848.0,0.002794615,0.00038349326,0.99999374,0.011497643,0.012760318,0.0077156522,-39.262428,0.00037937396
2852.0,0.0027893719,0.00040476859,0.99999356,0.0098567307,0.012515554,0.0077010342,-38.991394,0.00040023768
2856.0,0.0027841576,0.00042757747,0.99999338,0.0084617548,0.012276081,0.0076864902,-38.716095,0.00042258232
2860.0,0.0027789734,0.00045209588,0.99999321,0.0072765974,0.012041828,0.0076720235,-38.43594,0.0004465743
2864.0,0.0027738207,0.00047853225,0.99999303,0.006270512,0.011812725,0.0076576374,-38.150249,0.00047240994
2868.0,0.0027687009,0.00050713634,0.99999285,0.005417333,0.011588715,0.007643336,-37.858204,0.00050032348
2872.0,0.0027636159,0.00053821091,0.99999267,0.0046948055,0.011369743,0.007629124,-37.558819,0.0005305977
2876.0,0.0027585679,0.00057212863,0.99999249,0.0040840195,0.011155765,0.0076150065,-37.250893,0.0005635788
2880.0,0.0027535593,0.00060935586,0.99999231,0.0035689236,0.010946743,0.0076009901,-36.932938,0.00059969747
2884.0,0.0027485925,0.00065048825,0.99999213,0.0031359252,0.010742654,0.0075870818,-36.603058,0.00063949957
2888.0,0.0027436712,0.00069630449,0.99999189,0.002773548,0.010543489,0.0075732903,-36.258793,0.00068369327
2892.0,0.0027387994,0.00074785302,0.99999171,0.0024721571,0.010349259,0.0075596264,-35.896851,0.00073322217
2896.0,0.0027339819,0.00080659724,0.99999148,0.0022237422,0.010159999,0.0075461031,-35.512657,0.00078938733
2900.0,0.0027292252,0.00087467692,0.9999913,0.0020217653,0.0099757854,0.0075327377,-35.099556,0.0008540618
2904.0,0.0027245379,0.00095541775,0.99999112,0.0018610975,0.0097967489,0.0075195534,-34.647247,0.00093009957
2908.0,0.0027199318,0.0010544442,0.99999088,0.0017380997,0.0096231159,0.0075065829,-34.138332,0.0010222002
2912.0,0.0027154249,0.0011825225,0.9999907,0.0016510293,0.0094552897,0.0074938773,-33.539547,0.0011390283
2916.0,0.0027110479,0.0013647975,0.99999046,0.0016014221,0.0092940647,0.0074815275,-32.773102,0.0012996999
2920.0,0.0027068681,0.0016868509,0.99999028,0.0015999611,0.0091414582,0.0074697495,-31.573872,0.0015630843
2924.0,0.0027031754,0.0030935488,0.99999005,0.001733558,0.0090095531,0.0074597741,-27.151894,0.0024127364
2928.0,0.0028956044,0.14805716,0.99999452,0.048101865,0.015132478,0.0080813682,-54.722084,0.048123747
2932.0,0.0029236446,0.00287774,0.99999666,0.041007329,0.014835149,0.0080654547,-42.443657,0.0023227083
2936.0,0.0029185833,0.00030354332,0.9999966,0.034980033,0.014546187,0.0080498233,-41.202747,0.00043122284
2940.0,0.0029129973,0.00027900346,0.99999654,0.029848533,0.014263575,0.008034287,-40.861282,0.00029141275
2944.0,0.0029074273,0.00029361871,0.99999642,0.025478128,0.013986877,0.008018814,-40.601051,0.00029242318
2948.0,0.0029018812,0.00030897619,0.9999963,0.021756167,0.01371596,0.0080034016,-40.346367,0.00030629159
2952.0,0.0028963594,0.0003251858,0.99999624,0.018586885,0.013450724,0.0079880524,-40.090157,0.00032212774
2956.0,0.0028908625,0.00034240156,0.99999613,0.01588871,0.013191075,0.0079727676,-39.831505,0.00033904679
2960.0,0.0028853917,0.00036072495,0.99999601,0.013592145,0.012936926,0.0079575488,-39.570038,0.00035705135
2964.0,0.0028799474,0.00038026337,0.99999589,0.011637988,0.012688189,0.0079423999,-39.305389,0.00037623514
2968.0,0.0028745311,0.00040113958,0.99999577,0.0099758031,0.012444784,0.0079273218,-39.037144,0.0003967142
2972.0,0.0028691434,0.0004234958,0.99999571,0.0085626338,0.012206634,0.0079123173,-38.764824,0.00041862344
2976.0,0.0028637857,0.00044749831,0.99999559,0.0073619005,0.011973666,0.007897391,-38.487877,0.00044212025
2980.0,0.0028584595,0.00047334345,0.99999547,0.0063424571,0.011745814,0.0078825438,-38.205662,0.00046738976
2984.0,0.0028531661,0.00050126546,0.99999529,0.0054777972,0.011523017,0.0078677824,-37.917408,0.00049465196
2988.0,0.0028479074,0.00053154712,0.99999517,0.004745374,0.011305218,0.0078531085,-37.6222,0.00052417145
2992.0,0.002842685,0.00056453468,0.99999505,0.0041260221,0.011092371,0.0078385295,-37.318916,0.00055627036
2996.0,0.0028375015,0.000600659,0.99999493,0.0036034712,0.010884438,0.0078240493,-37.006184,0.00059134729
3000.0,0.0028323594,0.00064046617,0.99999481,0.0031639324,0.010681392,0.0078096762,-36.682262,0.00062990427
3004.0,0.002827262,0.00068466441,0.9999947,0.0027957535,0.010483217,0.0077954172,-36.344913,0.0006725869
3008.0,0.0028222129,0.00073419733,0.99999452,0.0024891365,0.01028992,0.0077812835,-35.991173,0.00072024757
3012.0,0.0028172166,0.00079036504,0.9999944,0.002235909,0.010101529,0.0077672862,-35.616978,0.00077404705
3016.0,0.0028122792,0.00085503695,0.99999428,0.0020293607,0.0099181021,0.0077534416,-35.216507,0.00083563093
3020.0,0.0028074083,0.00093105453,0.9999941,0.0018641527,0.009739751,0.0077397702,-34.780964,0.00090745487
3024.0,0.0028026144,0.0010230751,0.99999398,0.0017363463,0.0095666647,0.0077263014,-34.295944,0.00099344843
3028.0,0.002797913,0.001139605,0.9999938,0.0016436707,0.0093991747,0.0077130776,-33.735188,0.0011005538
3032.0,0.0027933293,0.0012990184,0.99999368,0.0015864415,0.0092379004,0.0077001732,-33.04192,0.0012430488
3036.0,0.002788913,0.0015547094,0.99999356,0.0015710066,0.0090842573,0.0076877419,-32.050812,0.001459198
3040.0,0.0027848163,0.0022224451,0.99999338,0.0016330235,0.0089435913,0.007676336,-29.793402,0.0019382874
3044.0,0.0028811663,0.56053478,0.9999944,0.050682627,0.015126372,0.0082995947,-20.314594,0.22486949
3048.0,0.0030040215,0.01038358,0.99999768,0.043218832,0.014831024,0.0082834354,-43.854012,0.0052974815
3052.0,0.0030004201,0.00042522443,0.99999774,0.036860846,0.014541639,0.008267317,-41.413025,0.00064161723
3056.0,0.0029946917,0.00027518327,0.99999768,0.03145019,0.014258973,0.0082513317,-40.962402,0.00030466053
3060.0,0.0029889543,0.00028818651,0.99999762,0.026842162,0.013982258,0.0082354136,-40.694397,0.00028875793
3064.0,0.0029832404,0.00030319995,0.99999756,0.02291768,0.01371132,0.0082195578,-40.44125,0.00030077578
3068.0,0.0029775512,0.00031895502,0.9999975,0.019575756,0.013446054,0.0082037644,-40.187561,0.00031603122
3072.0,0.0029718867,0.00033565841,0.99999744,0.016730392,0.013186367,0.0081880353,-39.931686,0.00033244019
3076.0,0.002966248,0.00035341398,0.99999732,0.014308319,0.012932169,0.0081723724,-39.673203,0.00034989321
3080.0,0.0029606358,0.00037232207,0.99999726,0.01224712,0.012683372,0.0081567783,-39.411758,0.00036846689
3084.0,0.0029550514,0.00039249574,0.9999972,0.010493618,0.012439895,0.008141255,-39.146976,0.00038826722
3088.0,0.0029494953,0.00041406538,0.99999714,0.0090025216,0.012201659,0.0081258053,-38.878414,0.00040941796
3092.0,0.0029439689,0.00043718267,0.99999702,0.0077352552,0.01196859,0.008110431,-38.605572,0.00043206295
3096.0,0.0029384736,0.00046202567,0.99999696,0.0066589718,0.01174062,0.0080951368,-38.327862,0.00045637038
3100.0,0.0029330105,0.00048880553,0.99999684,0.0057457131,0.011517684,0.0080799265,-38.044586,0.00048253906
3104.0,0.0029275813,0.00051777536,0.99999678,0.0049716886,0.011299726,0.0080648018,-37.754929,0.00051080633
3108.0,0.0029221878,0.00054924254,0.99999666,0.0043166699,0.011086692,0.0080497693,-37.45789,0.00054145901
3112.0,0.0029168322,0.00058358599,0.9999966,0.0037634717,0.010878543,0.0080348346,-37.152256,0.00057484891
3116.0,0.0029115169,0.00062128069,0.99999648,0.0032975173,0.010675244,0.0080200033,-36.836514,0.00061141426
3120.0,0.0029062445,0.0006629345,0.99999642,0.0029064692,0.010476775,0.0080052819,-36.508739,0.00065171177
3124.0,0.0029010186,0.00070934428,0.9999963,0.0025799247,0.01028313,0.0079906806,-36.166424,0.00069646526
3128.0,0.0028958432,0.00076158653,0.99999624,0.0023091673,0.010094324,0.0079762097,-35.806198,0.00074664236
3132.0,0.0028907235,0.00082117016,0.99999613,0.0020869744,0.0099103963,0.0079618832,-35.423355,0.00080358243
3136.0,0.002885666,0.00089031341,0.99999601,0.0019074911,0.0097314287,0.0079477178,-35.011021,0.00086922362
3140.0,0.0028806792,0.00097249006,0.99999595,0.0017661878,0.009557561,0.0079337377,-34.558453,0.00094653928
3144.0,0.0028757756,0.0010736376,0.99999583,0.0016599754,0.0093890326,0.0079199765,-34.047321,0.0010404738
3148.0,0.0028709739,0.0012053075,0.99999571,0.0015876736,0.009226271,0.0079064881,-33.441978,0.0011602787
3152.0,0.0028663068,0.0013952345,0.99999559,0.0015515854,0.0090701357,0.0078933705,-32.6567,0.0013268766
3156.0,0.0028618486,0.0017435577,0.99999553,0.001564486,0.0089228908,0.0078808628,-31.381578,0.0016081227
3160.0,0.0028579782,0.0038308934,0.99999541,0.001756661,0.0088021997,0.007870758,-25.142733,0.0027379154
3164.0,0.0030614031,0.099278584,0.99999774,0.04730856,0.014906026,0.0084903212,-51.682087,0.031308785
3168.0,0.0030777194,0.0019989624,0.99999845,0.040334035,0.014613547,0.0084736273,-42.196247,0.0018502941
3172.0,0.0030721633,0.00029024002,0.99999845,0.034406982,0.014329068,0.0084571904,-41.169067,0.00039505531
3176.0,0.0030662681,0.0002795046,0.99999839,0.029360363,0.014050776,0.0084408419,-40.850388,0.00028881567
3180.0,0.0030603923,0.00029402308,0.99999833,0.025062205,0.013778301,0.0084245568,-40.595119,0.00029255473
3184.0,0.0030545408,0.00030918204,0.99999827,0.021401778,0.013511519,0.008408335,-40.343872,0.00030650213
3188.0,0.003048714,0.00032518181,0.99999821,0.018284902,0.013250331,0.0083921766,-40.091061,0.0003221606
3192.0,0.0030429128,0.00034215886,0.99999821,0.01563135,0.012994648,0.0083760843,-39.835926,0.00033885162
3196.0,0.0030371377,0.00036020827,0.99999815,0.013372771,0.012744378,0.008360059,-39.578121,0.00035659233
3200.0,0.0030313898,0.00037943173,0.99999809,0.011450938,0.01249944,0.0083441036,-39.317295,0.00037547297
3204.0,0.0030256701,0.0003999453,0.99999803,0.0098162461,0.012259751,0.0083282208,-39.053059,0.00039560342
3208.0,0.0030199792,0.00042188304,0.99999797,0.0084264465,0.012025234,0.0083124125,-38.784966,0.00041711106
3212.0,0.0030143186,0.00044540118,0.99999791,0.0072455565,0.01179582,0.0082966825,-38.512497,0.00044014386
3216.0,0.0030086897,0.00047068359,0.99999785,0.0062429425,0.01157144,0.0082810335,-38.235046,0.00046487543
3220.0,0.0030030936,0.00049794861,0.99999779,0.0053925305,0.011352032,0.0082654683,-37.951904,0.00049151113
3224.0,0.0029975323,0.00052745867,0.99999774,0.0046721385,0.011137542,0.0082499934,-37.662216,0.0005202968
3228.0,0.0029920072,0.00055953348,0.99999768,0.0040629096,0.010927922,0.0082346108,-37.364952,0.00055153051
3232.0,0.002986521,0.00059456821,0.99999762,0.00354883,0.01072313,0.0082193278,-37.058849,0.00058557861
3236.0,0.0029810756,0.00063306029,0.99999756,0.0031163241,0.010523138,0.0082041509,-36.742329,0.00062289945
3240.0,0.0029756743,0.00067564915,0.99999744,0.0027539118,0.010327928,0.0081890868,-36.413368,0.00066407764
3244.0,0.0029703204,0.00072317774,0.99999738,0.0024519276,0.010137498,0.0081741456,-36.069321,0.00070987741
3248.0,0.0029650184,0.00077679276,0.99999732,0.002202292,0.009951869,0.0081593376,-35.706604,0.00076132687
3252.0,0.0029597734,0.00083811558,0.99999726,0.0019983409,0.0097710891,0.0081446776,-35.320179,0.00081986107
3256.0,0.0029545925,0.00090955739,0.9999972,0.0018347191,0.0095952488,0.0081301844,-34.902576,0.00088757847
3260.0,0.0029494849,0.00099495333,0.99999708,0.0017073702,0.0094245039,0.008115883,-34.441956,0.00096774544
3264.0,0.0029444636,0.0011010071,0.99999702,0.001613702,0.0092591243,0.0081018098,-33.917641,0.0010659058
3268.0,0.0029395495,0.0012412193,0.99999696,0.0015531885,0.0090995962,0.0080880253,-33.287987,0.001192763
3272.0,0.0029347802,0.0014500328,0.9999969,0.0015294299,0.008946931,0.0080746412,-32.446522,0.001373872
3276.0,0.0029302484,0.0018703513,0.99999684,0.0015604116,0.0088040866,0.0080619687,-30.951679,0.0017027439
3280.0,0.0029277133,0.094306618,0.99999678,0.0057290443,0.0091848234,0.0081014363,14.115104,0.019210957
3284.0,0.0031420363,0.043973003,0.99999869,0.045783896,0.01475917,0.0086697191,-47.454014,0.015142391
3288.0,0.0031455925,0.0010107537,0.99999893,0.039039906,0.01447029,0.0086527374,-41.82037,0.0012040106
3292.0,0.0031396928,0.00027750165,0.99999887,0.033305414,0.014188814,0.0086359587,-41.094864,0.00034570898
3296.0,0.003133662,0.00028193489,0.99999887,0.028422108,0.013913358,0.0086192591,-40.805107,0.00028676892
3300.0,0.0031276539,0.00029651212,0.99999881,0.024263049,0.013643654,0.0086026229,-40.553497,0.00029460227
3304.0,0.0031216699,0.00031169935,0.99999881,0.020721152,0.013379588,0.00858605,-40.303635,0.00030895826
3308.0,0.0031157113,0.00032774996,0.99999875,0.017705288,0.013121063,0.0085695414,-40.05201,0.00032470174
3312.0,0.0031097783,0.00034477981,0.99999869,0.015137821,0.012867991,0.0085530998,-39.79805,0.00034144812
3316.0,0.0031038718,0.00036288126,0.99999869,0.012952608,0.012620281,0.0085367262,-39.541435,0.00035924051
3320.0,0.0030979929,0.00038215547,0.99999863,0.0110933,0.012377854,0.0085204244,-39.281815,0.0003781713
3324.0,0.0030921421,0.00040271803,0.99999857,0.0095118955,0.012140627,0.0085041942,-39.018803,0.00039835024
3328.0,0.0030863208,0.00042470259,0.99999857,0.0081675099,0.011908526,0.0084880404,-38.751953,0.00041990422
3332.0,0.0030805301,0.00044826488,0.99999851,0.0070253275,0.011681478,0.0084719649,-38.480751,0.00044298079
3336.0,0.0030747713,0.00047358804,0.99999845,0.0060557043,0.01145942,0.0084559713,-38.204594,0.00046775286
3340.0,0.0030690457,0.00050088961,0.99999839,0.0052334103,0.011242289,0.0084400624,-37.922771,0.00049442507
3344.0,0.0030633549,0.00053043099,0.99999839,0.0045369836,0.01103003,0.0084242439,-37.634441,0.00052324228
3348.0,0.0030577008,0.00056253059,0.99999833,0.00394818,0.010822598,0.0084085204,-37.338573,0.00055450131
3352.0,0.0030520856,0.00059758185,0.99999827,0.0034515092,0.010619951,0.0083928956,-37.033916,0.00058856694
3356.0,0.0030465119,0.00063607999,0.99999821,0.0030338392,0.010422062,0.0083773779,-36.718891,0.00062589551
3360.0,0.0030409824,0.00067866145,0.99999815,0.0026840686,0.010228913,0.0083619738,-36.391499,0.00066706887
3364.0,0.0030355004,0.00072616502,0.99999809,0.0023928541,0.010040504,0.0083466927,-36.049107,0.00071284751
3368.0,0.0030300706,0.00077973132,0.99999809,0.0021523894,0.0098568536,0.0083315456,-35.688148,0.00076425413
3372.0,0.003024698,0.00084097259,0.99999803,0.0019562424,0.0096780118,0.0083165476,-35.303627,0.00082271581
3376.0,0.0030193897,0.00091228529,0.99999797,0.0017992537,0.0095040686,0.0083017163,-34.888119,0.00089031842
3380.0,0.0030141545,0.00099747896,0.99999791,0.0016775301,0.0093351807,0.0082870778,-34.429871,0.00097030698
3384.0,0.0030090059,0.0011032063,0.99999785,0.0015886126,0.0091716154,0.0082726674,-33.908379,0.0010681844
3388.0,0.0030039644,0.0012428475,0.99999779,0.0015320736,0.0090138558,0.0082585439,-33.282394,0.0011945624
3392.0,0.0029990673,0.0014504497,0.99999774,0.0015115537,0.0088629052,0.0082448218,-32.446709,0.0013747195
3396.0,0.0029944063,0.0018663503,0.99999768,0.0015448285,0.0087216785,0.0082318047,-30.967785,0.0017006391
3400.0,0.0029913494,0.062809229,0.99999762,0.0043451907,0.0089321639,0.0082537374,7.8007307,0.013318484
3404.0,0.0032055043,0.045672134,0.99999905,0.045829117,0.014679576,0.0088387253,-47.603615,0.01561724
3408.0,0.003209315,0.0010407796,0.99999923,0.039078213,0.014392241,0.0088214017,-41.837276,0.0012268053
3412.0,0.0032032942,0.00027762912,0.99999917,0.033337981,0.0141123,0.0088042859,-41.102245,0.00034723766
3416.0,0.0031971361,0.00028152016,0.99999917,0.0284498,0.013838351,0.0087872492,-40.812862,0.00028652837
3420.0,0.0031910005,0.00029599553,0.99999917,0.024286574,0.013570122,0.0087702759,-40.562557,0.00029412089
3424.0,0.0031848897,0.00031106843,0.99999911,0.020741109,0.013307501,0.0087533668,-40.314125,0.00030835308
3428.0,0.0031788039,0.00032698954,0.99999911,0.017722188,0.013050389,0.0087365229,-40.063999,0.00032396999
3432.0,0.0031727443,0.0003438734,0.99999905,0.015152093,0.012798699,0.008719746,-39.811607,0.00034057503
3436.0,0.0031667112,0.00036181012,0.99999905,0.012964617,0.012552341,0.0087030372,-39.556629,0.0003582082
3440.0,0.0031607058,0.00038089798,0.99999899,0.011103353,0.012311235,0.0086864,-39.298733,0.00037695913
3444.0,0.0031547286,0.00040124916,0.99999899,0.0095202532,0.012075299,0.0086698364,-39.037537,0.00039693437
3448.0,0.0031487809,0.00042299318,0.99999893,0.0081743887,0.011844459,0.0086533474,-38.77261,0.00041825694
3452.0,0.003142864,0.00044628064,0.99999893,0.0070309057,0.011618643,0.0086369384,-38.503456,0.00044106966
3456.0,0.0031369787,0.00047128834,0.99999887,0.006060129,0.011397785,0.0086206105,-38.229496,0.00046553949
3460.0,0.0031311268,0.00049822585,0.99999881,0.0052368003,0.011181823,0.0086043682,-37.950043,0.00049186376
3464.0,0.0031253097,0.00052734441,0.99999881,0.0045394315,0.010970703,0.0085882153,-37.664284,0.000520278
3468.0,0.003119529,0.00055894902,0.99999875,0.0039497549,0.010764376,0.0085721565,-37.371239,0.00055106683
3472.0,0.0031137872,0.00059341552,0.99999875,0.0034522568,0.010562804,0.0085561974,-37.06971,0.00058457907
3476.0,0.0031080863,0.00063121511,0.99999869,0.0030337828,0.010365953,0.0085403435,-36.758198,0.00062124938
3480.0,0.0031024294,0.00067295047,0.99999863,0.0026832079,0.010173807,0.0085246032,-36.434799,0.00066162989
3484.0,0.0030968199,0.00071941188,0.99999863,0.0023911612,0.0099863596,0.008508984,-36.097042,0.00070643815
3488.0,0.0030912615,0.00077166635,0.99999857,0.002149804,0.0098036295,0.008493498,-35.741592,0.00075663324
3492.0,0.0030857595,0.00083120959,0.99999851,0.0019526607,0.0096256575,0.0084781572,-35.363808,0.00081354263
3496.0,0.0030803203,0.00090024015,0.99999851,0.0017945091,0.0094525246,0.0084629804,-34.956882,0.0008790869
3500.0,0.0030749524,0.00098220026,0.99999845,0.0016713556,0.0092843734,0.0084479908,-34.510204,0.00095621229
3504.0,0.0030696683,0.0010829731,0.99999839,0.0015805606,0.0091214413,0.0084332209,-34.005642,0.0010498173
3508.0,0.0030644864,0.0012140013,0.99999839,0.0015213127,0.0089641549,0.0084187249,-33.407948,0.0011690661
3512.0,0.0030594394,0.0014027419,0.99999833,0.0014961975,0.0088133654,0.0084045995,-32.632359,0.0013346736
3516.0,0.0030546002,0.0017481059,0.99999827,0.0015181045,0.0086713154,0.0083910814,-31.37307,0.0016137017
3520.0,0.0030503408,0.0037711754,0.99999827,0.001713673,0.0085551664,0.0083799129,-25.310507,0.0027178423
3524.0,0.003252744,0.10183826,0.99999911,0.047311645,0.014663696,0.008998367,-51.859077,0.032117423
3528.0,0.0032692703,0.0020446593,0.9999994,0.040336467,0.014375988,0.0089806551,-42.220261,0.0018748991
3532.0,0.003263341,0.00029019255,0.9999994,0.03440892,0.014096196,0.0089632031,-41.18642,0.00039608448
3536.0,0.0032570632,0.00027842709,0.9999994,0.029361861,0.013822494,0.0089458423,-40.870911,0.00028791651
3540.0,0.0032508052,0.00029264062,0.99999934,0.025063287,0.013554514,0.0089285458,-40.61972,0.00029124215
3544.0,0.0032445719,0.00030746739,0.99999934,0.02140246,0.013292131,0.0089113135,-40.372757,0.00030485794
3548.0,0.0032383639,0.00032309321,0.99999934,0.018285187,0.013035248,0.0088941455,-40.124401,0.00032015349
3552.0,0.0032321818,0.00033964883,0.99999928,0.015631236,0.012783776,0.0088770455,-39.873913,0.00033643664
3556.0,0.0032260262,0.00035722251,0.99999928,0.013372252,0.012537626,0.0088600144,-39.620968,0.00035371754
3560.0,0.0032198983,0.00037590781,0.99999923,0.011449994,0.012296713,0.0088430531,-39.365242,0.00037207868
3564.0,0.0032137986,0.00039581093,0.99999923,0.0098148528,0.01206096,0.0088261655,-39.10638,0.00039162079
3568.0,0.0032077283,0.00041705408,0.99999923,0.0084245699,0.011830288,0.0088093532,-38.843975,0.00041246007
3572.0,0.0032016882,0.00043977896,0.99999917,0.007243155,0.011604627,0.0087926192,-38.577557,0.00043473099
3576.0,0.0031956797,0.00046415129,0.99999917,0.0062399637,0.011383908,0.0087759662,-38.306583,0.00045859031
3580.0,0.0031897044,0.00049036677,0.99999911,0.00538891,0.011168069,0.008759398,-38.030411,0.00048422252
3584.0,0.0031837632,0.00051865896,0.99999911,0.0046677967,0.010957054,0.0087429192,-37.748283,0.00051184691
3588.0,0.0031778584,0.00054930977,0.99999911,0.0040577506,0.010750812,0.0087265326,-37.459297,0.00054172706
3592.0,0.0031719918,0.0005826648,0.99999905,0.0035427359,0.0105493,0.0087102437,-37.162342,0.00057418441
3596.0,0.0031661652,0.00061915402,0.99999905,0.0031091494,0.010352485,0.0086940592,-36.856052,0.00060961663
3600.0,0.0031603819,0.00065932318,0.99999899,0.0027454745,0.010160344,0.0086779846,-36.538708,0.0006485249
3604.0,0.0031546445,0.00070388045,0.99999899,0.002441996,0.0099728666,0.0086620292,-36.20808,0.00069155463
3608.0,0.0031489572,0.00075377076,0.99999893,0.0021905657,0.009790061,0.0086462032,-35.861225,0.0007395586
3612.0,0.0031433241,0.0008102982,0.99999893,0.0019844184,0.0096119596,0.0086305169,-35.49408,0.00079370022
3616.0,0.0031377515,0.00087534229,0.99999887,0.0018180435,0.0094386274,0.0086149881,-35.100834,0.00085563213
3620.0,0.0031322469,0.00095176877,0.99999887,0.0016871279,0.0092701782,0.0085996371,-34.672642,0.0009278279
3624.0,0.0031268208,0.0010442958,0.99999881,0.0015886137,0.0091068083,0.0085844919,-34.194973,0.001014262
3628.0,0.003121489,0.0011615979,0.99999875,0.0015210011,0.0089488542,0.0085695973,-33.641125,0.0011219981
3632.0,0.0031162766,0.0013226122,0.99999875,0.001485325,0.0087969545,0.0085550277,-32.952713,0.0012657052
3636.0,0.0031112353,0.0015834622,0.99999869,0.0014888271,0.0086525744,0.0085409414,-31.956276,0.0014853941
3640.0,0.003106527,0.0022958184,0.99999869,0.0015709049,0.0085215,0.0085279364,-29.576813,0.0019889267
3644.0,0.003219706,0.47542366,0.99999893,0.050319318,0.01470909,0.0091496091,-41.986164,0.21045066
