Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,parameter_1,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_24
0.0,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,300.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1200.0,1.2577497980432763e-17,3.435292152622013e-19,3.515606510113631e-24,1.5242181334725873e-45,1.8360680213149121e-47,1199.9997799501405,0.0026813235857926563,0.0002200442626095147,5.563364019347578e-09,6.842351615127089e-16,1.288126361089157e-19,199.99999999997746,2.2493361550712172e-11,0.0,299.42100117710146,0.576079121565219,9.42392087843478,1.833348482278107e-05,99.99998166650394,3.9348778347476003e-50,6.54817329440317e-27,0.0,6.440630880416796e-20,1.1246679477123271e-11,0.0,0.0,0.0,1.0,3.0151642231512416e-16,3.4352921526220125e-21,1.4134368628569424e-42,2.286327200208881e-44,1.6520677313997598e-46,3.620087607967792e-51,7.024664846932067e-24,5.631429033186726e-28,0.0,0.06413170999591666,2.200442626095147e-06,4.766654980041478e-13,1.0263527422690634e-14,1.130686691877732e-16,1.1850762522020244e-20,1.110423467714319e-08,1.9344290933612465e-12,0.0,55.85831736712941,0.576079121565219,0.005344312703601823,1.5766796947591718e-06,5.653432422661533e-17,5.925380409983452e-21,5.552116319911331e-09,9.672144350326012e-13,0.0,0.0
0.02,1200.0,2.6265593498026766e-15,1.4595210674365215e-16,3.013642268627438e-21,3.012457010600883e-40,5.3277760803248265e-42,1199.998382093289,0.009618161839290202,0.0016178230225190663,8.267546235213318e-08,7.308735792782582e-14,5.472275749156555e-17,199.9999999993245,6.754691443132786e-10,0.0,298.88171385104147,1.1069153982797422,8.89308460172026,0.0001347658168396464,99.99986523384544,2.6387276940763165e-44,1.120663577914031e-23,0.0,2.736135063415878e-17,3.3773428422521507e-10,0.0,0.0,0.0,1.0,6.28914722885206e-14,1.4595210674365215e-18,2.529950831829062e-37,4.518685515901324e-39,4.792359744582072e-41,2.427629478550211e-45,6.016077901455379e-21,9.637706770060666e-25,0.0,0.22921774989467403,1.6178230225190664e-05,2.537286390738293e-11,1.0963103689173874e-12,2.3584311390652682e-14,5.0344936892240304e-18,1.6467545555939463e-07,5.809034641094196e-11,0.0,52.052691945409414,1.1069153982797422,0.019101531937687058,1.158986024820959e-05,1.1792139794769238e-14,2.5172442583426077e-18,8.23376166493666e-08,2.9045148443368495e-11,0.0,0.0
0.03,1200.0,5.519813547802923e-14,4.678387682548248e-15,1.4678645314533915e-19,4.311901385315119e-37,1.0515868704144472e-38,1199.9949700028787,0.019470631854707945,0.005029600515988561,3.8937534389440173e-07,1.0464352861962442e-12,1.7539428557721587e-15,199.99999999518045,4.8195131852232445e-09,0.0,298.3789233615393,1.5961575222147497,8.403842477785254,0.00041888387404969373,99.99958111371619,1.2694206261078597e-40,8.333883596239989e-22,0.0,8.769686522054966e-16,2.409750171713162e-09,0.0,0.0,0.0,1.0,1.3200768637901533e-12,4.6783876825482484e-17,2.5884364272725474e-34,6.467852077972678e-36,9.451587627240878e-38,1.1678669760192308e-41,2.9273951792397986e-19,7.16713989276639e-23,0.0,0.46226360525255855,5.0296005159885615e-05,2.415578518903862e-10,1.5696529292943663e-11,4.950292764345195e-13,1.613627427310386e-16,7.73931174584814e-07,4.14478133929199e-10,0.0,48.554431890215945,1.5961575222147497,0.038522216715753774,3.602401316827366e-05,2.4751360052054306e-13,8.068111600290569e-17,3.869639626827805e-07,2.0723851476733193e-10,0.0,0.0
0.04,1200.0,4.536748771029621e-13,5.2218013191014365e-14,2.2147221919166725e-18,7.841576317665352e-35,2.7334049447272778e-36,1199.9889925116513,0.031242869665917796,0.011006313027200721,1.1466564721581923e-06,6.593328911482502e-12,1.957492114741896e-14,199.9999999808944,1.9105522640337207e-08,0.0,297.9096884981857,2.0471458640345626,7.952854135965442,0.0009164550799614709,99.99908353536732,4.690320240517617e-38,1.698377240042546e-20,0.0,9.787392578170249e-15,9.552705326043239e-09,0.0,0.0,0.0,1.0,1.0835979037280079e-11,5.221801319101437e-16,3.2074026420343325e-32,1.1762364476498027e-33,2.455374129779027e-35,4.315094621276207e-39,4.412460611009783e-18,1.4606044264365895e-21,0.0,0.7388156808443498,0.00011006313027200722,1.1398015098475416e-09,9.889993367223753e-11,4.063498972389192e-12,1.800892745562544e-15,2.2742074214569716e-06,1.6430749470689996e-09,0.0,45.33750010230489,2.0471458640345626,0.06156871159217268,7.881513687668648e-05,2.031730844421077e-12,9.00440117191663e-16,1.1370932581311234e-06,8.215326580397184e-10,0.0,0.0
0.05,1199.9999999999998,2.232734800442628e-12,3.2707880490983026e-13,1.7579021761904338e-17,3.648750146819207e-33,1.5896999425799233e-34,1199.980109191555,0.044199334885258394,0.01988811362931353,2.6124180564955876e-06,2.653838179572314e-11,1.2260026051334636e-13,199.99999994508698,5.491283220590148e-08,0.0,297.471316338995,2.462940557030009,7.537059442969994,0.0016556554337941432,99.99834431711002,3.071955357347744e-36,1.7057623029205024e-19,0.0,6.129935987531421e-14,2.74561238137605e-08,0.0,0.0,0.0,1.0,5.325855640571324e-11,3.2707880490983028e-15,1.2523286465105278e-30,5.47312522022881e-32,1.4276579925717545e-33,2.8261989287599246e-37,3.498746728386346e-17,1.466955580511632e-20,0.0,1.0408783404068158,0.00019888113629313532,3.6684101154632964e-09,3.980757269358471e-10,1.9972012937953026e-11,1.1279223967227865e-14,5.169923279350717e-06,4.722503569707527e-09,0.0,42.37823931948073,2.462940557030009,0.08674155073507228,0.00014238636730629631,9.985840890580197e-12,5.639541108528908e-15,2.5849186793230513e-06,2.361226647983403e-09,0.0,0.0
0.06,1199.9999999999984,7.95413372471011e-12,1.4232418685317152e-12,9.299576761836278e-17,8.065332257332617e-32,4.093748234405292e-33,1199.968134055087,0.05780112817658163,0.03186068897747265,5.062595283944155e-06,8.055244357608057e-11,5.334282280575233e-13,199.9999998711654,1.2883403898307886e-07,0.0,297.0613396760397,2.846346732446395,7.153653267553608,0.002651774279192237,99.99734816130461,1.0396982768146004e-34,1.094835272875021e-18,0.0,2.6670874407636856e-13,6.441591549876448e-08,0.0,0.0,0.0,1.0,1.8947596752451068e-10,1.4232418685317153e-14,2.3589771364419437e-29,1.2097998385998925e-30,3.6739764258232423e-32,9.565224146694324e-36,1.848966998440398e-16,9.415583346725179e-20,0.0,1.3553295495091588,0.0003186068897747265,9.283406561653161e-09,1.2082866536412085e-09,7.105377524821893e-11,4.907539698129214e-14,9.996356522382857e-06,1.107972735254478e-08,0.0,39.655129732300686,2.846346732446395,0.11294741648860432,0.00022805258801053237,3.552594382853715e-11,2.4537204455025907e-14,4.998045116584661e-06,5.539768732893745e-09,0.0,0.0
0.07,1199.999999999995,2.2694566096454204e-11,4.820563214337972e-12,3.7219951548978303e-16,1.0723696092979034e-30,6.267973102757545e-32,1199.9529931188877,0.07165757068341316,0.04699770894685274,8.777684325745827e-06,2.0143669243591414e-10,1.8065595735451364e-12,199.9999997371628,2.628353982428705e-07,0.0,296.6774967245629,3.1999372353461366,6.800062764653866,0.003910760259164241,99.99608910832556,2.0048349668942524e-33,5.169544726157066e-18,0.0,9.032529352786904e-13,1.3141436107608995e-07,0.0,0.0,0.0,1.0,5.398490231005607e-10,4.820563214337972e-14,2.692286385619377e-28,1.608554413946855e-29,5.6211274353992935e-31,1.8444481695427121e-34,7.392294852751302e-16,4.445808464495076e-19,0.0,1.672716619476945,0.0004699770894685274,1.992616442784631e-08,3.021550386538712e-09,2.0244453502611876e-10,1.6620348076615256e-13,1.7292533230177766e-05,2.2603844248886862e-08,0.0,37.14857473640225,3.1999372353461366,0.13939877620773017,0.0003363253822881247,1.0121830047923315e-10,8.309927004563952e-14,8.645926678944233e-06,1.1301635052543735e-08,0.0,0.0
0.08,1199.9999999999864,5.508673988545742e-11,1.3601306360981517e-11,1.2153284522546176e-15,9.720699618233894e-30,6.477476537538248e-31,1199.934692492144,0.08548940486368779,0.06529274776472864,1.4033301468593481e-05,4.374923093306782e-10,5.096725947498147e-12,199.9999995158051,4.841897603288002e-07,0.0,296.3177128521761,3.5260731072794766,6.473926892720526,0.005431887478447646,99.9945678704327,2.458785179278976e-32,1.9505621186952537e-17,0.0,2.5482576131295165e-12,2.42086298256738e-07,0.0,0.0,0.0,1.0,1.3084804508899816e-09,1.3601306360981518e-13,2.132630734773628e-27,1.458104942735084e-28,5.8051410178780085e-30,2.262082364936658e-33,2.4111512774377237e-15,1.677483422077918e-18,0.0,1.9863413069641833,0.0006529274776472864,3.7952862596998044e-08,6.562384639960173e-09,4.906839318213462e-10,4.688987871698295e-13,2.758241310890963e-05,4.164031938827681e-08,0.0,34.840711093183344,3.5260731072794766,0.16553763445845096,0.0004671423231464975,2.4532860614754643e-10,2.344397004079155e-13,1.37904528632184e-05,2.0819421650079468e-08,0.0,0.0
0.09,1199.9999999999666,1.182686264734069e-10,3.339974813758662e-11,3.3987067667812524e-15,6.599314807008203e-29,4.9698185563326225e-30,1199.9132944647145,0.09910085923414874,0.08668320264837084,2.109375201674128e-05,8.537720832345191e-10,1.2514369458803465e-11,199.99999917473363,8.252537786772342e-07,0.0,295.98008409993275,3.8269220843530283,6.173077915646974,0.007209752977833306,99.99278983440853,2.1729510097149653e-31,6.203953795192854e-17,0.0,6.256840885488867e-12,4.126073854587672e-07,0.0,0.0,0.0,1.0,2.8050472872241002e-09,3.339974813758662e-13,1.2796739046908876e-26,9.898972210512303e-28,4.451107172145802e-29,1.999114928937768e-32,6.735373967562192e-15,5.335400263865854e-18,0.0,2.291565567110256,0.0008668320264837085,6.603931429536128e-08,1.2806581248517786e-08,1.0519032644097184e-09,1.1513219902099187e-12,4.1362250080725694e-05,7.097182496624213e-08,0.0,32.71524032821955,3.8269220843530283,0.1909776748183575,0.0006200387560936643,5.259136051076905e-10,5.756293614649758e-13,2.067962373683265e-05,3.5484235149453975e-08,0.0,0.0
