T,CAI,D,F,H,IAPP,IK,IK1,IKP,IKTOT,INA,ISI,J,M,V,X
852.0,0.0016383008,0.029566368,0.76938975,0.78978336,0.0,-0.29781732,1.7133741,3.9751779e-08,1.4155569,-1.9206482e-05,-0.3537994,0.37780502,0.0027407047,-81.543213,0.39783391
854.0,0.0014976187,0.024228351,0.77773911,0.84396273,0.0,-0.3250072,1.6416352,3.5241385e-08,1.316628,-1.9624713e-05,-0.29567322,0.4317579,0.0025802553,-81.908798,0.39460641
856.0,0.0013654928,0.019946646,0.78580636,0.8838259,0.0,-0.34458032,1.5859956,3.2130117e-08,1.2414153,-2.0104504e-05,-0.2480289,0.48263398,0.0024663939,-82.18203,0.39138103
858.0,0.0012426028,0.016524881,0.79359549,0.91242701,0.0,-0.35873613,1.5423645,2.989615e-08,1.1836284,-2.0585276e-05,-0.20921366,0.53001934,0.0023828368,-82.390549,0.38816401
860.0,0.0011292456,0.013797597,0.80111235,0.93257827,0.0,-0.36896896,1.5077455,2.8239592e-08,1.1387765,-2.1041684e-05,-0.17774047,0.57377064,0.0023198125,-82.552635,0.38495976
862.0,0.0010254205,0.011628055,0.80836362,0.94659299,0.0,-0.37630212,1.4799825,2.6979553e-08,1.1036804,-2.1466054e-05,-0.15231958,0.61391199,0.0022712226,-82.68058,0.38177142
864.0,0.00093090476,0.0099046668,0.81535685,0.95625305,0.0,-0.3814508,1.4575135,2.6001684e-08,1.0760627,-2.1858468e-05,-0.13185686,0.65056777,0.0022331038,-82.782852,0.37860122
866.0,0.00084531773,0.0085371425,0.82209975,0.96287417,0.0,-0.38492796,1.4391857,2.5230467e-08,1.0542578,-2.2221597e-05,-0.11543731,0.68392044,0.0022027763,-82.865448,0.37545088
868.0,0.00076817314,0.0074528521,0.82860023,0.96739972,0.0,-0.38711098,1.4241307,2.4614023e-08,1.0370197,-2.2558335e-05,-0.10230301,0.71418291,0.0021783612,-82.932762,0.37232164
870.0,0.00069891987,0.0065936213,0.83486617,0.9704926,0.0,-0.38828382,1.4116806,2.4115499e-08,1.0233968,-2.2870941e-05,-0.091830298,0.74158114,0.0021585003,-82.988068,0.36921436
872.0,0.00063697336,0.005913002,0.84090543,0.97261161,0.0,-0.38866395,1.4013141,2.3707976e-08,1.0126501,-2.3160901e-05,-0.083508529,0.76634288,0.0021421856,-83.033875,0.36612979
874.0,0.00058173941,0.0053739925,0.8467257,0.97407067,0.0,-0.38842016,1.3926191,2.3371358e-08,1.004199,-2.3429076e-05,-0.076921113,0.78869033,0.0021286549,-83.072128,0.36306834
876.0,0.00053263118,0.0049471725,0.85233456,0.97508329,0.0,-0.38768479,1.3852676,2.3090378e-08,0.99758285,-2.3675939e-05,-0.071729146,0.80883604,0.0021173221,-83.104355,0.36003041
878.0,0.00048908172,0.0046091801,0.85773945,0.97579366,0.0,-0.38656211,1.3789967,2.2853284e-08,0.99243462,-2.3901763e-05,-0.067657553,0.82698017,0.0021077318,-83.131752,0.35701621
880.0,0.00045055177,0.0043414864,0.86294746,0.97629893,0.0,-0.38513479,1.373595,2.2650944e-08,0.9884603,-2.4106785e-05,-0.064483471,0.84330928,0.002099527,-83.155296,0.35402587
882.0,0.00041653521,0.0041294056,0.8679657,0.97666442,0.0,-0.38346848,1.3688926,2.2476199e-08,0.98542416,-2.4291307e-05,-0.06202665,0.85799593,0.0020924264,-83.175743,0.35105947
884.0,0.00038656179,0.0039613075,0.87280089,0.97693431,0.0,-0.38161546,1.3647522,2.2323412e-08,0.98313677,-2.4455736e-05,-0.060141515,0.87119848,0.0020862063,-83.19371,0.34811702
886.0,0.00036019829,0.0038279863,0.87745959,0.97713822,0.0,-0.37961733,1.3610631,2.218812e-08,0.98144585,-2.4600618e-05,-0.058710653,0.88306201,0.0020806897,-83.209694,0.34519854
888.0,0.00033704846,0.0037221578,0.88194823,0.97729623,0.0,-0.37750727,1.3577362,2.2066782e-08,0.98022896,-2.4726625e-05,-0.057639521,0.89371854,0.0020757348,-83.224083,0.34230393
890.0,0.00031675203,0.0036380605,0.88627285,0.97742212,0.0,-0.3753117,1.3546995,2.1956581e-08,0.97938782,-2.4834548e-05,-0.056852099,0.90328813,0.0020712286,-83.237198,0.33943307
892.0,0.00029898301,0.003571138,0.89043939,0.97752517,0.0,-0.37305167,1.351895,2.1855271e-08,0.97884333,-2.492527e-05,-0.056287386,0.91187948,0.0020670812,-83.249298,0.33658591
894.0,0.00028344791,0.0035177884,0.89445364,0.9776119,0.0,-0.3707439,1.3492761,2.1761069e-08,0.9785322,-2.4999741e-05,-0.055896524,0.91959107,0.0020632204,-83.260574,0.33376229
896.0,0.0002698834,0.0034751638,0.89832115,0.97768682,0.0,-0.36840168,1.3468052,2.1672546e-08,0.97840357,-2.505896e-05,-0.055640493,0.92651182,0.0020595884,-83.27121,0.33096209
898.0,0.00025805406,0.0034410141,0.90204716,0.97775304,0.0,-0.36603555,1.3444524,2.1588571e-08,0.97841692,-2.5103951e-05,-0.055488199,0.93272191,0.0020561398,-83.281326,0.32818511
900.0,0.00024775002,0.0034135603,0.90563697,0.97781289,0.0,-0.36365381,1.3421936,2.1508241e-08,0.97853976,-2.5135738e-05,-0.055414964,0.93829364,0.0020528373,-83.291023,0.32543126
902.0,0.00023878484,0.0033913972,0.90909535,0.97786796,0.0,-0.36126307,1.3400095,2.1430836e-08,0.97874641,-2.5155336e-05,-0.055401262,0.94329214,0.0020496524,-83.3004,0.32270035
904.0,0.00023099312,0.0033734143,0.91242725,0.9779194,0.0,-0.35886848,1.3378848,2.1355792e-08,0.97901636,-2.5163738e-05,-0.055431724,0.94777602,0.0020465618,-83.309502,0.31999221
906.0,0.00022422854,0.0033587336,0.9156372,0.97796804,0.0,-0.35647407,1.3358074,2.1282659e-08,0.97933346,-2.5161897e-05,-0.055494301,0.95179802,0.0020435473,-83.318398,0.31730667
908.0,0.00021836197,0.0033466625,0.91872972,0.97801459,0.0,-0.35408297,1.3337679,2.1211086e-08,0.97968501,-2.515073e-05,-0.05557961,0.95540553,0.0020405946,-83.327126,0.31464353
910.0,0.00021327956,0.0033366531,0.921709,0.97805947,0.0,-0.35169765,1.3317586,2.1140796e-08,0.98006099,-2.5131101e-05,-0.055680379,0.95864111,0.0020376923,-83.335716,0.31200266
912.0,0.00020888117,0.0033282731,0.92457926,0.9781031,0.0,-0.34931999,1.3297737,2.1071573e-08,0.98045367,-2.5103827e-05,-0.055791032,0.96154314,0.0020348316,-83.344193,0.3093839
914.0,0.00020507883,0.0033211806,0.92734438,0.97814566,0.0,-0.34695143,1.3278085,2.1003251e-08,0.98085707,-2.5069672e-05,-0.055907313,0.9641459,0.0020320057,-83.352577,0.30678701
916.0,0.00020179538,0.0033151063,0.93000835,0.97818732,0.0,-0.34459302,1.3258595,2.0935698e-08,0.9812665,-2.5029345e-05,-0.056026023,0.96648031,0.0020292094,-83.360886,0.30421185
918.0,0.00019896323,0.0033098368,0.93257475,0.97822839,0.0,-0.34224558,1.3239242,2.0868818e-08,0.98167855,-2.4983503e-05,-0.056144778,0.96857411,0.0020264387,-83.369133,0.30165827
920.0,0.00019652322,0.0033052044,0.93504715,0.97826886,0.0,-0.33990973,1.3220003,2.0802535e-08,0.98209053,-2.4932751e-05,-0.056261834,0.97045213,0.0020236906,-83.377319,0.29912609
922.0,0.00019442369,0.0033010761,0.93742907,0.97830886,0.0,-0.33758593,1.3200864,2.073679e-08,0.98250049,-2.4877645e-05,-0.056375943,0.97213668,0.0020209623,-83.38546,0.29661509
924.0,0.00019261947,0.0032973476,0.93972373,0.97834843,0.0,-0.33527443,1.3181814,2.0671544e-08,0.98290694,-2.4818692e-05,-0.056486242,0.97364783,0.0020182529,-83.393555,0.29412514
926.0,0.00019107122,0.0032939361,0.94193435,0.97838765,0.0,-0.33297548,1.3162844,2.0606764e-08,0.98330891,-2.4756355e-05,-0.056592152,0.9750036,0.0020155604,-83.401611,0.29165605
928.0,0.00018974462,0.0032907764,0.94406396,0.97842658,0.0,-0.33068919,1.3143948,2.0542428e-08,0.9837057,-2.4691057e-05,-0.056693316,0.97622001,0.0020128842,-83.40963,0.2892077
930.0,0.00018860982,0.0032878174,0.94611561,0.9784652,0.0,-0.32841566,1.3125124,2.047852e-08,0.98409683,-2.4623179e-05,-0.056789547,0.97731161,0.0020102237,-83.41761,0.28677985
932.0,0.00018764079,0.0032850185,0.9480921,0.97850353,0.0,-0.32615495,1.3106369,2.0415028e-08,0.98448193,-2.4553065e-05,-0.056880776,0.97829133,0.0020075783,-83.425552,0.28437236
934.0,0.00018681497,0.0032823479,0.94999617,0.97854161,0.0,-0.32390705,1.308768,2.0351946e-08,0.98486102,-2.4481029e-05,-0.05696702,0.97917086,0.002004948,-83.433464,0.2819851
936.0,0.00018611271,0.0032797805,0.95183045,0.97857946,0.0,-0.3216719,1.3069057,2.0289267e-08,0.9852339,-2.4407349e-05,-0.057048373,0.9799605,0.0020023326,-83.441338,0.27961788
938.0,0.00018551695,0.0032772964,0.95359755,0.97861707,0.0,-0.31944954,1.3050503,2.0226992e-08,0.98560065,-2.4332279e-05,-0.057124954,0.98066968,0.0019997319,-83.449181,0.27727053
940.0,0.0001850129,0.0032748806,0.95529991,0.97865438,0.0,-0.31723991,1.3032013,2.0165118e-08,0.98596138,-2.4256047e-05,-0.057196926,0.98130679,0.0019971456,-83.456985,0.27494287
942.0,0.00018458774,0.0032725206,0.95693988,0.97869152,0.0,-0.31504294,1.3013592,2.0103643e-08,0.9863162,-2.4178857e-05,-0.057264462,0.98187935,0.0019945744,-83.46476,0.27263477
944.0,0.00018423033,0.0032702065,0.95851976,0.97872841,0.0,-0.31285858,1.2995238,2.004257e-08,0.98666525,-2.4100887e-05,-0.057327755,0.9823941,0.0019920177,-83.472496,0.27034608
946.0,0.00018393107,0.0032679315,0.9600417,0.97876513,0.0,-0.3106868,1.2976954,1.9981899e-08,0.98700869,-2.4022305e-05,-0.057386987,0.98285699,0.0019894761,-83.480194,0.26807663
948.0,0.00018368161,0.0032656891,0.96150792,0.97880155,0.0,-0.3085275,1.2958741,1.9921631e-08,0.98734665,-2.3943254e-05,-0.057442356,0.98327351,0.0019869492,-83.487862,0.26582623
950.0,0.00018347472,0.0032634749,0.96292037,0.97883773,0.0,-0.30638066,1.29406,1.9861766e-08,0.9876793,-2.3863862e-05,-0.057494044,0.98364842,0.0019844375,-83.495491,0.26359478
952.0,0.00018330419,0.0032612854,0.96428102,0.97887373,0.0,-0.30424619,1.292253,1.9802306e-08,0.98800689,-2.3784249e-05,-0.057542238,0.9839862,0.0019819406,-83.503082,0.26138207
954.0,0.00018316462,0.0032591177,0.96559179,0.97890949,0.0,-0.30212405,1.2904536,1.9743252e-08,0.98832947,-2.3704515e-05,-0.05758711,0.9842906,0.0019794591,-83.510643,0.25918803
956.0,0.00018305136,0.0032569696,0.96685451,0.97894502,0.0,-0.30001417,1.2886615,1.9684606e-08,0.98864734,-2.3624752e-05,-0.057628825,0.98456514,0.0019769927,-83.518158,0.2570124
958.0,0.00018296042,0.0032548395,0.96807092,0.9789803,0.0,-0.2979165,1.286877,1.9626366e-08,0.9889605,-2.3545041e-05,-0.05766755,0.98481303,0.0019745417,-83.525642,0.2548551
960.0,0.00018288831,0.0032527258,0.96924275,0.97901535,0.0,-0.29583102,1.2851002,1.9568535e-08,0.98926926,-2.3465454e-05,-0.057703428,0.98503691,0.0019721058,-83.533089,0.25271598
962.0,0.00018283207,0.0032506278,0.9703716,0.97905022,0.0,-0.29375762,1.2833313,1.9511113e-08,0.98957366,-2.3386057e-05,-0.057736613,0.98523945,0.0019696855,-83.540497,0.25059485
964.0,0.00018278912,0.0032485444,0.97145909,0.97908479,0.0,-0.29169631,1.2815701,1.9454101e-08,0.98987383,-2.3306904e-05,-0.057767235,0.98542273,0.0019672806,-83.547859,0.24849162
966.0,0.00018275727,0.0032464752,0.97250664,0.97911918,0.0,-0.28964698,1.2798169,1.9397495e-08,0.99016994,-2.3228045e-05,-0.05779542,0.98558885,0.0019648911,-83.555191,0.24640609
968.0,0.00018273463,0.0032444198,0.97351581,0.97915328,0.0,-0.28760961,1.2780718,1.93413e-08,0.99046212,-2.3149525e-05,-0.057821292,0.98573959,0.0019625172,-83.562485,0.24433815
970.0,0.00018271955,0.0032423774,0.97448796,0.97918719,0.0,-0.28558418,1.2763346,1.9285512e-08,0.99075043,-2.3071381e-05,-0.05784497,0.98587656,0.0019601586,-83.569733,0.24228765
972.0,0.00018271068,0.0032403483,0.97542441,0.97922087,0.0,-0.28357059,1.2746056,1.9230132e-08,0.9910351,-2.2993647e-05,-0.057866555,0.98600119,0.0019578156,-83.576942,0.24025443
974.0,0.00018270679,0.003238332,0.97632658,0.97925425,0.0,-0.28156883,1.272885,1.9175159e-08,0.99131608,-2.2916354e-05,-0.05788615,0.9861148,0.0019554882,-83.584122,0.23823836
976.0,0.00018270691,0.0032363283,0.97719556,0.97928745,0.0,-0.27957886,1.2711724,1.9120593e-08,0.9915936,-2.2839527e-05,-0.057903856,0.98621845,0.0019531765,-83.591255,0.23623931
978.0,0.00018271012,0.0032343373,0.97803271,0.97932041,0.0,-0.27760062,1.2694683,1.9066434e-08,0.99186766,-2.2763188e-05,-0.057919759,0.98631328,0.00195088,-83.598343,0.23425713
980.0,0.00018271572,0.0032323585,0.97883916,0.97935313,0.0,-0.27563405,1.2677724,1.9012678e-08,0.99213845,-2.2687356e-05,-0.057933945,0.98640019,0.0019485991,-83.6054,0.23229168
982.0,0.0001827231,0.0032303922,0.97961599,0.97938567,0.0,-0.27367917,1.2660851,1.8959327e-08,0.99240595,-2.261205e-05,-0.057946503,0.98647994,0.0019463338,-83.612411,0.23034284
984.0,0.0001827317,0.0032284381,0.98036432,0.97941792,0.0,-0.27173588,1.2644062,1.8906377e-08,0.9926703,-2.2537282e-05,-0.0579575,0.98655331,0.001944084,-83.619385,0.22841045
986.0,0.00018274109,0.0032264963,0.98108518,0.97944993,0.0,-0.26980415,1.2627357,1.8853827e-08,0.9929316,-2.2463066e-05,-0.057967018,0.98662096,0.0019418495,-83.62632,0.22649439
988.0,0.00018275088,0.0032245668,0.98177963,0.97948176,0.0,-0.26788396,1.2610738,1.8801678e-08,0.99318981,-2.2389409e-05,-0.057975121,0.98668349,0.0019396305,-83.633217,0.22459452
990.0,0.00018276079,0.0032226495,0.98244852,0.97951335,0.0,-0.26597527,1.2594204,1.8749928e-08,0.99344516,-2.2316324e-05,-0.057981879,0.98674142,0.0019374269,-83.640068,0.2227107
992.0,0.00018277054,0.0032207442,0.9830929,0.97954464,0.0,-0.26407799,1.2577755,1.8698573e-08,0.99369758,-2.2243816e-05,-0.057987351,0.98679525,0.0019352386,-83.646881,0.22084282
994.0,0.00018277991,0.0032188511,0.98371363,0.97957575,0.0,-0.26219216,1.2561394,1.8647613e-08,0.99394721,-2.2171889e-05,-0.057991598,0.98684537,0.0019330657,-83.653656,0.21899074
996.0,0.00018278875,0.0032169702,0.98431158,0.97960663,0.0,-0.26031768,1.2545118,1.8597047e-08,0.99419409,-2.210055e-05,-0.057994679,0.98689216,0.0019309081,-83.660385,0.21715432
998.0,0.0001827969,0.0032151013,0.98488754,0.97963732,0.0,-0.25845456,1.2528929,1.8546872e-08,0.99443829,-2.2029802e-05,-0.057996646,0.98693591,0.0019287656,-83.667076,0.21533345
1000.0,0.00018280424,0.0032132447,0.9854424,0.97966772,0.0,-0.2566027,1.2512826,1.8497088e-08,0.99467987,-2.1959648e-05,-0.057997555,0.98697704,0.0019266384,-83.673729,0.21352798
1002.0,0.00018281071,0.0032114,0.98597687,0.97969794,0.0,-0.25476211,1.249681,1.844769e-08,0.99491888,-2.1890088e-05,-0.05799745,0.98701578,0.0019245263,-83.680344,0.2117378
1004.0,0.00018281622,0.0032095674,0.98649174,0.97972792,0.0,-0.25293276,1.2480881,1.839868e-08,0.99515533,-2.1821123e-05,-0.057996381,0.98705232,0.0019224292,-83.686913,0.20996277
1006.0,0.00018282072,0.0032077469,0.98698765,0.97975767,0.0,-0.25111455,1.2465038,1.8350052e-08,0.99538934,-2.1752756e-05,-0.057994392,0.98708689,0.0019203472,-83.693443,0.20820278
1008.0,0.00018282417,0.0032059383,0.98746538,0.97978717,0.0,-0.2493075,1.2449284,1.8301808e-08,0.99562091,-2.1684982e-05,-0.057991527,0.98711973,0.0019182803,-83.699936,0.2064577
1010.0,0.00018282655,0.0032041415,0.98792559,0.9798165,0.0,-0.24751154,1.2433616,1.8253942e-08,0.99585009,-2.1617805e-05,-0.057987828,0.98715097,0.0019162282,-83.70639,0.20472741
1012.0,0.00018282786,0.0032023569,0.98836887,0.97984552,0.0,-0.24572664,1.2418035,1.8206455e-08,0.99607688,-2.1551221e-05,-0.057983335,0.98718077,0.0019141909,-83.712799,0.2030118
1014.0,0.00018282809,0.0032005841,0.98879582,0.97987443,0.0,-0.24395278,1.2402542,1.8159344e-08,0.99630147,-2.1485228e-05,-0.057978082,0.98720932,0.0019121686,-83.719177,0.20131072
1016.0,0.00018282724,0.0031988232,0.98920715,0.97990304,0.0,-0.24218988,1.2387136,1.8112608e-08,0.99652374,-2.1419826e-05,-0.057972111,0.98723668,0.0019101609,-83.725502,0.19962408
1018.0,0.00018282532,0.0031970742,0.98960334,0.97993147,0.0,-0.24043795,1.2371818,1.8066244e-08,0.99674386,-2.135501e-05,-0.05796545,0.98726296,0.0019081678,-83.731796,0.19795173
1020.0,0.00018282235,0.003195337,0.98998499,0.97995967,0.0,-0.23869692,1.2356586,1.8020248e-08,0.99696177,-2.1290778e-05,-0.057958137,0.9872883,0.0019061895,-83.738052,0.19629358
1022.0,0.00018300895,0.003706879,0.99033105,0.96792763,8.0,0.19990177,2.6161776,6.411837e-07,2.8160801,-0.009491534,-0.062990077,0.98431367,0.015123232,-70.827095,0.19492014
1024.0,0.00018593534,0.0055188024,0.99061054,0.92875952,8.0,0.43768951,2.0420344,7.532542e-06,2.4797316,-1.3240433,-0.087984085,0.96893603,0.082578026,-59.201088,0.19400911
1026.0,0.00020608744,0.060714956,0.98861665,0.00080696197,0.0,0.84181195,4.6792153e-10,2.2959335,3.1377454,-0.2109991,-0.43207917,0.70605308,0.99991208,38.294399,0.19710384
1028.0,0.00035551054,0.17221649,0.98492014,1.2825967e-10,0.0,0.8659687,1.6656639e-08,2.0186617,2.8846304,-3.1537184e-08,-1.288177,0.38753796,0.99971056,26.789906,0.20384513
1030.0,0.00063461158,0.268269,0.98042619,3.2809338e-17,0.0,0.88222712,2.3640433e-07,1.665473,2.5477004,-5.8038143e-15,-2.0215042,0.21307033,0.9992851,18.22596,0.20893575
1032.0,0.00099987781,0.34740487,0.97526354,1.6427601999999998e-23,0.0,0.89455962,1.4808012e-06,1.2661684,2.1607294,-1.8614367000000002e-21,-2.6044185,0.11747026,0.99864733,12.290332,0.21306755
1034.0,0.0014126918,0.41231632,0.96961218,1.6478905e-29,0.0,0.90546733,4.8228167e-06,0.95348448,1.8589566,-1.1243040000000001e-27,-3.0487754,0.064976178,0.99794787,8.4643545,0.2166408
1036.0,0.0018435895,0.46662539,0.96364689,2.91085e-35,0.0,0.91616863,9.9053304e-06,0.76301593,1.6791945,-1.1557057e-33,-3.3832402,0.036047965,0.99734664,6.1296549,0.21988958
1038.0,0.002272486,0.51323187,0.95750433,7.5937765e-41,0.0,0.92711234,1.4982693e-05,0.65964139,1.5867687,-1.7208912e-39,-3.6363299,0.020043984,0.99692035,4.7862391,0.22295059
1040.0,0.0026866449,0.55412763,0.95128131,0.0,0.0,0.93841338,1.8550378e-05,0.60893494,1.5473669,-2.8025969e-45,-3.8299952,0.011161028,0.99667197,4.0925274,0.2259057
1042.0,0.0030784796,0.59062648,0.94504279,0.0,0.0,0.95006049,2.0163196e-05,0.58970445,1.5397851,-0.0,-3.9799945,0.0062192082,0.9965679,3.8217027,0.22880538
1044.0,0.0034438805,0.6235919,0.93883103,0.0,0.0,0.96200079,2.0166823e-05,0.58966333,1.5516843,-0.0,-4.0975471,0.003466188,0.99656528,3.8211184,0.2316812
1046.0,0.0037810504,0.65359855,0.93267179,0.0,0.0,0.97417355,1.9165631e-05,0.60136962,1.5755624,-0.0,-4.1907015,0.0019315592,0.99662548,3.9865375,0.23455262
1048.0,0.004089707,0.68103814,0.92657977,0.0,0.0,0.98652291,1.7691907e-05,0.62000865,1.6065493,-0.0,-4.2652903,0.0010760118,0.99671942,4.2464356,0.23743114
1050.0,0.0043705357,0.70618802,0.92056215,0.0,0.0,0.99900162,1.6103066e-05,0.64229912,1.6413168,-0.0,-4.3255725,0.00059915229,0.99682701,4.5520515,0.24032289
1052.0,0.0046248152,0.72925568,0.914621,0.0,0.0,1.0115707,1.4597931e-05,0.66595113,1.6775364,-0.0,-4.374681,0.00033346916,0.99693561,4.870719,0.24323037
1054.0,0.0048541594,0.75040632,0.90875524,0.0,0.0,1.0241984,1.3266753e-05,0.68937534,1.713587,-0.0,-4.4149342,0.00018551423,0.99703795,5.1811886,0.24615368
1056.0,0.0050603463,0.76978004,0.90296197,0.0,0.0,1.036859,1.2136562e-05,0.71150237,1.7483735,-0.0,-4.4480572,0.00010316131,0.99713016,5.4702554,0.24909136
1058.0,0.0052451994,0.78750181,0.89723718,0.0,0.0,1.0495309,1.1202248e-05,0.73165303,1.781195,-0.0,-4.4753475,5.7344863e-05,0.99721068,5.7302985,0.25204101
1060.0,0.0054105157,0.80368727,0.89157641,0.0,0.0,1.0621958,1.0444934e-05,0.74943662,1.8116429,-0.0,-4.4977884,3.1866333e-05,0.99727923,5.9574976,0.2549997
1062.0,0.0055580181,0.8184455,0.88597506,0.0,0.0,1.0748383,9.8417513e-06,0.76467019,1.8395183,-0.0,-4.5161366,1.7703187e-05,0.99733615,6.1505532,0.25796428
1064.0,0.0056893285,0.83188027,0.88042867,0.0,0.0,1.0874451,9.3705266e-06,0.77731425,1.8647687,-0.0,-4.5309834,9.83272e-06,0.99738222,6.309782,0.26093158
1066.0,0.0058059562,0.84409076,0.87493294,0.0,0.0,1.1000044,9.0116982e-06,0.7874248,1.8874383,-0.0,-4.5427976,5.4603215e-06,0.99741834,6.4364896,0.26389849
1068.0,0.0059092902,0.8551712,0.86948407,0.0,0.0,1.112506,8.7488424e-06,0.79511726,1.907632,-0.0,-4.5519586,3.0318174e-06,0.9974454,6.5325475,0.26686209
1070.0,0.0060006031,0.86521107,0.86407828,0.0,0.0,1.1249408,8.5685742e-06,0.8005411,1.9254904,-0.0,-4.5587783,1.6832336e-06,0.9974643,6.6001058,0.26981962
1072.0,0.0060810549,0.8742947,0.85871243,0.0,0.0,1.1373005,8.4601897e-06,0.80386275,1.9411718,-0.0,-4.5635176,9.3445209e-07,0.99747586,6.6414108,0.27276856
1074.0,0.0061516976,0.8825013,0.85338354,0.0,0.0,1.1495783,8.4152562e-06,0.80525351,1.9548403,-0.0,-4.5663972,5.1874554e-07,0.99748081,6.6586905,0.27570671
1076.0,0.0062134843,0.88990486,0.84808898,0.0,0.0,1.161768,8.4272206e-06,0.80488241,1.9666588,-0.0,-4.5676064,2.8797078e-07,0.99747974,6.6540804,0.27863193
1078.0,0.0062672771,0.89657426,0.84282643,0.0,0.0,1.1738639,8.4910707e-06,0.80291164,1.976784,-0.0,-4.5673103,1.598638e-07,0.99747312,6.6295886,0.28154245
1080.0,0.006313853,0.90257311,0.83759367,0.0,0.0,1.1858612,8.603055e-06,0.79949403,1.9853638,-0.0,-4.5656528,8.8750255e-08,0.99746156,6.5870743,0.28443664
1082.0,0.0063539138,0.90796036,0.832389,0.0,0.0,1.1977557,8.7604612e-06,0.79477185,1.9925364,-0.0,-4.5627613,4.9273783e-08,0.9974454,6.5282412,0.28731304
1084.0,0.006388091,0.91279006,0.82721061,0.0,0.0,1.2095438,8.9614377e-06,0.78887641,1.9984292,-0.0,-4.5587473,2.7358828e-08,0.99742496,6.4546385,0.2901704
1086.0,0.0064169536,0.91711193,0.82205707,0.0,0.0,1.2212222,9.2048585e-06,0.781928,2.0031595,-0.0,-4.5537124,1.5192251e-08,0.99740058,6.3676686,0.29300758
1088.0,0.0064410148,0.92097133,0.81692708,0.0,0.0,1.2327881,9.4902143e-06,0.77403688,2.0068345,-0.0,-4.5477457,8.4371736e-09,0.99737251,6.2685938,0.2958236
1090.0,0.0064607356,0.92440987,0.81181943,0.0,0.0,1.2442392,9.8175351e-06,0.76530337,2.0095525,-0.0,-4.5409279,4.6862874e-09,0.99734092,6.1585484,0.29861763
1092.0,0.0064765308,0.92746526,0.80673319,0.0,0.0,1.2555734,1.0187331e-05,0.75581878,2.0114024,-0.0,-4.5333314,2.6033002e-09,0.99730599,6.0385475,0.30138889
1094.0,0.0064887749,0.93017203,0.80166739,0.0,0.0,1.2667888,1.0600549e-05,0.74566621,2.0124657,-0.0,-4.5250211,1.4464021e-09,0.99726796,5.9094977,0.30413681
1096.0,0.0064978045,0.9325614,0.7966212,0.0,0.0,1.2778841,1.1058543e-05,0.73492122,2.0128164,-0.0,-4.5160561,8.0376478e-10,0.99722683,5.7722073,0.30686077
1098.0,0.0065039224,0.93466169,0.79159397,0.0,0.0,1.2888581,1.1563058e-05,0.72365236,2.012522,-0.0,-4.5064898,4.4673457e-10,0.99718279,5.6273961,0.30956036
1100.0,0.0065074018,0.9364987,0.78658503,0.0,0.0,1.2997093,1.2116217e-05,0.71192211,2.0116436,-0.0,-4.4963703,2.483454e-10,0.99713582,5.4757018,0.31223515
1102.0,0.0065084877,0.93809569,0.7815938,0.0,0.0,1.3104373,1.2720524e-05,0.69978726,2.0102372,-0.0,-4.4857411,1.3808729e-10,0.99708611,5.3176918,0.31488475
1104.0,0.0065074023,0.93947369,0.77661979,0.0,0.0,1.3210412,1.337887e-05,0.68729937,2.0083539,-0.0,-4.4746418,7.6797561e-11,0.9970336,5.1538653,0.31750897
1106.0,0.0065043448,0.94065171,0.77166265,0.0,0.0,1.3315203,1.4094546e-05,0.67450571,2.0060401,-0.0,-4.463109,4.272107e-11,0.99697834,4.9846659,0.32010752
1108.0,0.0064994954,0.94164687,0.7667219,0.0,0.0,1.3418741,1.4871259e-05,0.66144913,2.0033381,-0.0,-4.4511743,2.3770735e-11,0.99692035,4.8104811,0.32268021
1110.0,0.0064930152,0.94247472,0.76179725,0.0,0.0,1.3521023,1.5713164e-05,0.64816886,2.0002868,-0.0,-4.4388676,1.3229812e-11,0.99685961,4.6316528,0.32522687
1112.0,0.0064850515,0.94314915,0.75688845,0.0,0.0,1.3622046,1.6624883e-05,0.63470083,1.996922,-0.0,-4.4262161,7.365125e-12,0.99679613,4.4484792,0.3277474
1114.0,0.0064757359,0.94368267,0.75199515,0.0,0.0,1.3721805,1.7611561e-05,0.6210779,1.993276,-0.0,-4.4132442,4.1013486e-12,0.99672985,4.2612205,0.33024171
1116.0,0.0064651873,0.94408655,0.74711722,0.0,0.0,1.38203,1.8678887e-05,0.60733008,1.9893787,-0.0,-4.3999743,2.2845365e-12,0.99666083,4.0701017,0.33270967
1118.0,0.0064535127,0.94437093,0.74225438,0.0,0.0,1.3917528,1.9833169e-05,0.59348512,1.9852577,-0.0,-4.3864269,1.2729144e-12,0.99658889,3.8753164,0.33515128
1120.0,0.0064408099,0.94454485,0.73740655,0.0,0.0,1.4013488,2.1081369e-05,0.57956845,1.9809383,-0.0,-4.3726196,7.0947138e-13,0.99651402,3.6770303,0.33756649
1122.0,0.0064271661,0.94461638,0.73257357,0.0,0.0,1.410818,2.2431183e-05,0.56560355,1.9764439,-0.0,-4.3585696,3.9555785e-13,0.99643612,3.4753838,0.33995527
1124.0,0.0064126607,0.94459283,0.72775531,0.0,0.0,1.4201599,2.3891116e-05,0.55161208,1.9717959,-0.0,-4.3442917,2.2061228e-13,0.99635524,3.270494,0.34231758
