T,X,Y,Z
28.799999,0.080299653,0.48210195,0.10232021
29.4,0.078055412,0.49058527,0.099432021
30.0,0.075718492,0.49984768,0.096577235
30.6,0.073266655,0.50994247,0.093752079
31.200001,0.070677437,0.52092987,0.090952419
31.799999,0.067929797,0.53287536,0.088173918
32.400002,0.065007485,0.54584527,0.085412346
33.0,0.061904676,0.55989903,0.082663991
33.599998,0.058634173,0.5750767,0.079926312
34.200001,0.055237003,0.59138232,0.077198789
34.799999,0.051788494,0.60876834,0.07448373
35.400002,0.048393458,0.62713039,0.071786799
36.0,0.045165937,0.64632142,0.069116808
36.599998,0.042200904,0.6661815,0.066484578
37.200001,0.039554153,0.68656665,0.063901365
37.799999,0.037240122,0.70736402,0.06137738
38.400002,0.035243135,0.72849107,0.058920942
39.0,0.033531617,0.74988878,0.056538224
39.599998,0.032068845,0.77151358,0.054233387
40.200001,0.030819109,0.79333192,0.052008919
40.799999,0.029750444,0.81531662,0.049865961
41.400002,0.02883541,0.83744502,0.047804635
42.0,0.028050939,0.85969758,0.045824293
42.599998,0.027377816,0.88205731,0.043923717
43.200001,0.026800087,0.90450913,0.042101286
43.799999,0.026304487,0.92703968,0.040355083
44.400002,0.025879949,0.94963717,0.038682994
45.0,0.025517199,0.97229087,0.037082769
45.599998,0.025208425,0.9949913,0.03555207
46.200001,0.02494701,1.0177299,0.034088526
46.799999,0.024727313,1.0404989,0.03268975
47.400002,0.024544507,1.0632913,0.031353358
48.0,0.024394432,1.0861009,0.030076999
48.599998,0.024273491,1.108922,0.02885836
49.200001,0.02417855,1.1317495,0.027695173
49.799999,0.024106877,1.1545788,0.026585229
50.400002,0.024056071,1.1774055,0.025526376
51.0,0.024024019,1.2002259,0.024516527
51.599998,0.024008848,1.2230365,0.02355366
52.200001,0.024008904,1.2458341,0.022635823
52.799999,0.024022704,1.268616,0.021761125
53.400002,0.024048934,1.2913793,0.020927746
54.0,0.02408641,1.314122,0.020133933
54.599998,0.024134073,1.3368416,0.019377999
55.200001,0.024190968,1.3595363,0.018658316
55.799999,0.024256235,1.3822043,0.017973326
56.400002,0.024329098,1.4048439,0.017321531
57.0,0.024408851,1.4274539,0.016701486
57.599998,0.024494857,1.4500327,0.016111813
58.200001,0.024586536,1.4725792,0.015551185
58.799999,0.024683362,1.4950923,0.015018331
59.400002,0.024784856,1.5175709,0.014512033
60.0,0.024890581,1.5400141,0.014031122
60.599998,0.02500014,1.5624214,0.013574479
61.200001,0.025113167,1.5847918,0.013141033
61.799999,0.025229333,1.6071246,0.012729757
62.400002,0.025348336,1.6294193,0.012339669
63.0,0.025469895,1.6516753,0.011969828
63.599998,0.025593759,1.6738923,0.011619332
64.199997,0.0257197,1.6960697,0.011287321
64.800003,0.025847502,1.7182072,0.01097297
65.400002,0.025976975,1.7403044,0.010675492
66.0,0.026107939,1.762361,0.01039413
66.599998,0.026240235,1.7843769,0.010128164
67.199997,0.026373716,1.8063517,0.0098769041
67.800003,0.026508246,1.8282852,0.0096396916
68.400002,0.026643703,1.8501773,0.0094158938
69.0,0.026779976,1.8720279,0.0092049101
69.599998,0.02691696,1.8938367,0.0090061631
70.199997,0.027054565,1.9156038,0.0088191023
70.800003,0.027192704,1.9373288,0.0086432016
71.400002,0.027331304,1.959012,0.0084779579
72.0,0.027470293,1.9806532,0.0083228918
72.599998,0.027609607,2.0022521,0.008177544
73.199997,0.02774919,2.0238092,0.0080414759
73.800003,0.027888993,2.0453241,0.0079142684
74.400002,0.028028965,2.0667968,0.0077955225
75.0,0.028169069,2.0882273,0.0076848557
75.599998,0.028309265,2.1096156,0.0075819036
76.199997,0.02844952,2.1309619,0.0074863178
76.800003,0.028589806,2.152266,0.0073977658
77.400002,0.028730096,2.1735282,0.0073159304
78.0,0.028870367,2.1947482,0.0072405091
78.599998,0.029010598,2.2159262,0.0071712122
79.199997,0.029150773,2.237062,0.0071077636
79.800003,0.029290875,2.2581561,0.0070499009
80.400002,0.029430894,2.2792082,0.006997372
81.0,0.029570816,2.3002183,0.0069499374
81.599998,0.029710636,2.3211865,0.0069073685
82.199997,0.029850341,2.342113,0.006869447
82.800003,0.029989932,2.3629978,0.006835965
83.400002,0.030129401,2.3838408,0.0068067238
84.0,0.030268747,2.4046421,0.0067815343
84.599998,0.030407969,2.4254017,0.0067602163
85.199997,0.030547066,2.4461198,0.0067425971
85.800003,0.030686039,2.4667962,0.0067285132
86.400002,0.030824888,2.487431,0.0067178081
87.0,0.03096362,2.5080242,0.0067103328
87.599998,0.031102236,2.5285761,0.0067059454
88.199997,0.031240741,2.5490866,0.0067045102
88.800003,0.031379141,2.5695555,0.0067058993
89.400002,0.031517439,2.589983,0.0067099887
90.0,0.031655647,2.6103692,0.0067166626
90.599998,0.031793766,2.6307139,0.0067258086
91.199997,0.03193181,2.6510174,0.0067373216
91.800003,0.03206978,2.6712797,0.0067511005
92.400002,0.03220769,2.6915004,0.0067670494
93.0,0.032345548,2.7116799,0.0067850766
93.599998,0.032483365,2.7318182,0.0068050954
94.199997,0.032621149,2.751915,0.0068270229
94.800003,0.03275891,2.7719705,0.0068507809
95.400002,0.032896664,2.7919848,0.006876295
96.0,0.033034414,2.8119578,0.0069034938
96.599998,0.033172179,2.8318894,0.0069323103
97.199997,0.033309966,2.8517797,0.0069626803
97.800003,0.033447791,2.8716285,0.0069945427
98.400002,0.033585668,2.8914359,0.0070278407
99.0,0.033723604,2.911202,0.007062519
99.599998,0.033861615,2.9309266,0.0070985262
100.2,0.033999719,2.9506094,0.0071358131
100.8,0.034137923,2.9702511,0.0071743336
101.4,0.034276251,2.989851,0.0072140433
102.0,0.034414709,3.0094092,0.0072549009
102.6,0.034553315,3.0289257,0.0072968672
103.2,0.034692086,3.0484004,0.0073399055
103.8,0.034831036,3.0678334,0.0073839803
104.4,0.034970183,3.0872245,0.0074290591
105.0,0.035109542,3.1065736,0.0074751107
105.6,0.035249133,3.1258805,0.0075221062
106.2,0.035388973,3.1451452,0.007570019
106.8,0.035529077,3.1643677,0.0076188222
107.4,0.035669465,3.183548,0.0076684933
108.0,0.035810158,3.2026856,0.0077190092
108.6,0.035951175,3.2217808,0.0077703497
109.2,0.036092535,3.2408333,0.007822495
109.8,0.03623426,3.2598429,0.0078754276
110.4,0.036376368,3.2788095,0.0079291323
111.0,0.036518887,3.2977331,0.0079835923
111.6,0.036661834,3.3166134,0.0080387946
112.2,0.036805231,3.3354504,0.0080947261
112.8,0.036949109,3.3542438,0.0081513776
113.4,0.037093487,3.3729932,0.0082087368
114.0,0.037238393,3.3916991,0.0082667964
114.6,0.037383851,3.4103606,0.0083255479
115.2,0.037529889,3.428978,0.0083849849
115.8,0.037676536,3.4475505,0.0084451027
116.4,0.037823822,3.4660788,0.0085058957
117.0,0.037971776,3.4845617,0.0085673621
117.6,0.03812043,3.5029998,0.0086294981
118.2,0.038269814,3.5213921,0.0086923027
118.8,0.038419962,3.5397389,0.008755777
119.4,0.038570911,3.5580397,0.0088199209
120.0,0.038722698,3.5762944,0.0088847363
120.6,0.03887536,3.5945024,0.008950226
121.2,0.039028931,3.6126635,0.0090163946
121.8,0.03918346,3.6307776,0.0090832459
122.4,0.039338987,3.648844,0.0091507873
123.0,0.039495554,3.6668627,0.0092190253
123.6,0.039653208,3.6848333,0.0092879673
124.2,0.039812002,3.702755,0.0093576238
124.8,0.039971985,3.720628,0.0094280038
125.4,0.040133208,3.7384512,0.0094991196
126.0,0.040295731,3.7562249,0.0095709842
126.6,0.040459607,3.7739482,0.0096436106
127.2,0.040624905,3.7916207,0.0097170146
127.8,0.040791683,3.8092418,0.0097912122
128.39999,0.040960014,3.8268113,0.0098662218
129.0,0.041129969,3.8443282,0.0099420613
129.60001,0.041301627,3.8617923,0.010018753
130.2,0.041475061,3.8792028,0.010096317
130.8,0.041650359,3.8965592,0.010174779
131.39999,0.041827615,3.9138608,0.010254163
132.0,0.042006917,3.9311068,0.010334498
132.60001,0.042188372,3.9482965,0.010415811
133.2,0.042372085,3.9654293,0.010498135
133.8,0.042558171,3.9825041,0.010581504
134.39999,0.042746753,3.9995203,0.01066595
135.0,0.042937953,4.0164771,0.010751516
135.60001,0.043131918,4.0333734,0.010838239
136.2,0.043328796,4.0502076,0.010926164
136.8,0.043528739,4.0669799,0.011015337
137.39999,0.043731924,4.0836883,0.011105809
138.0,0.043938532,4.1003313,0.011197634
138.60001,0.044148762,4.1169086,0.011290867
139.2,0.044362824,4.1334186,0.011385571
139.8,0.044580955,4.1498594,0.011481813
140.39999,0.0448034,4.1662302,0.011579663
141.0,0.045030426,4.1825285,0.011679197
141.60001,0.045262337,4.1987534,0.011780499
142.2,0.045499448,4.2149029,0.011883657
142.8,0.045742117,4.2309747,0.011988769
143.39999,0.045990724,4.2469668,0.012095939
144.0,0.046245698,4.2628775,0.012205282
144.60001,0.046507504,4.2787032,0.01231692
145.2,0.046776656,4.2944427,0.012430988
145.8,0.047053736,4.310092,0.012547635
146.39999,0.047339372,4.3256483,0.012667023
147.0,0.047634285,4.3411083,0.012789328
147.60001,0.047939267,4.3564682,0.012914748
148.2,0.048255228,4.3717241,0.0130435
148.8,0.048583176,4.3868713,0.013175824
149.39999,0.048924275,4.4019055,0.013311988
150.0,0.049279846,4.4168205,0.013452293
150.60001,0.04965141,4.4316106,0.013597076
151.2,0.050040718,4.446269,0.013746718
151.8,0.050449811,4.4607878,0.013901649
152.39999,0.050881088,4.4751587,0.014062362
153.0,0.051337365,4.4893713,0.014229422
153.60001,0.051822014,4.5034146,0.014403484
154.2,0.05233907,4.5172758,0.014585306
154.8,0.052893456,4.5309386,0.014775781
155.39999,0.053491209,4.5443859,0.014975967
156.0,0.054139864,4.5575957,0.01518713
156.60001,0.05484895,4.5705419,0.015410808
157.2,0.055630729,4.5831919,0.015648883
157.8,0.05650131,4.5955062,0.015903711
158.39999,0.057482366,4.6074333,0.016178284
159.0,0.058603838,4.6189055,0.016476488
159.60001,0.059908535,4.6298323,0.016803509
160.2,0.061460197,4.6400867,0.017166486
160.8,0.063358679,4.6494803,0.017575659
161.39999,0.065771006,4.6577206,0.018046496
162.0,0.069001675,4.6643081,0.018604036
162.60001,0.073674954,4.6682935,0.019292919
163.2,0.081297137,4.6675515,0.020204749
163.8,0.096326634,4.656209,0.021571282
164.39999,0.13230544,4.6168194,0.024130419
165.0,0.20632455,4.5231934,0.029851124
165.60001,0.31387198,4.3684845,0.04081779
166.2,0.42902511,4.1719537,0.056568675
166.8,0.52328789,3.9643459,0.07490702
167.39999,0.587156,3.7633309,0.094104514
168.0,0.62484348,3.5733764,0.11325018
168.60001,0.64374042,3.3938556,0.13190235
169.2,0.65002298,3.2232709,0.1498449
169.8,0.64799213,3.0604274,0.16697086
170.39999,0.64047563,2.9045444,0.18322867
171.0,0.62931305,2.755137,0.1985963
171.60001,0.61571217,2.6119006,0.21306805
172.2,0.60048044,2.4746325,0.22664753
172.8,0.58416885,2.3431842,0.23934351
173.39999,0.5671618,2.2174358,0.25116763
174.0,0.54973334,2.0972786,0.262133
174.60001,0.53208315,1.9826087,0.2722533
175.2,0.51435935,1.8733214,0.28154224
175.8,0.49667454,1.7693092,0.29001343
176.39999,0.4791154,1.67046,0.29768002
177.0,0.46175033,1.5766574,0.30455488
177.60001,0.44463405,1.48778,0.31065065
178.2,0.42781115,1.4037019,0.31597978
178.8,0.41131848,1.3242925,0.32055479
179.39999,0.39518696,1.2494173,0.3243885
180.0,0.37944275,1.1789377,0.32749438
180.60001,0.36410823,1.1127117,0.32988667
181.2,0.3492026,1.0505943,0.33158076
181.8,0.33474237,0.99243802,0.33259353
182.39999,0.32074159,0.93809283,0.33294359
183.0,0.30721217,0.8874073,0.33265147
183.60001,0.29416394,0.84022862,0.33173987
184.2,0.28160471,0.79640347,0.33023378
184.8,0.26954046,0.75577819,0.32816058
185.39999,0.25797513,0.71819979,0.3255499
186.0,0.24691087,0.68351603,0.32243368
186.60001,0.23634787,0.65157634,0.31884587
187.2,0.22628449,0.62223214,0.3148222
187.8,0.21671721,0.59533757,0.31039983
188.39999,0.20764069,0.57074994,0.30561695
189.0,0.19904785,0.54833001,0.30051243
189.60001,0.19092986,0.52794278,0.29512522
190.2,0.18327633,0.50945771,0.28949407
190.8,0.17607529,0.49274912,0.28365695
191.39999,0.16931342,0.4776966,0.27765071
192.0,0.16297603,0.46418515,0.27151072
192.60001,0.15704732,0.45210555,0.26527059
193.2,0.15151042,0.44135451,0.25896186
193.8,0.14634758,0.43183488,0.25261381
194.39999,0.14154033,0.42345557,0.24625342
195.0,0.1370696,0.41613179,0.23990515
195.60001,0.13291587,0.409785,0.23359109
196.2,0.12905939,0.40434274,0.22733082
196.8,0.12548025,0.39973867,0.22114159
197.39999,0.12215861,0.39591235,0.2150383
198.0,0.1190748,0.39280915,0.20903371
198.60001,0.11620948,0.39037988,0.20313852
199.2,0.11354373,0.38858074,0.19736148
199.8,0.11105917,0.38737297,0.19170965
200.39999,0.10873806,0.38672256,0.18618841
201.0,0.10656332,0.38660011,0.1808017
201.60001,0.10451863,0.38698044,0.17555214
202.2,0.10258839,0.38784248,0.17044115
202.8,0.10075777,0.38916889,0.16546912
203.39999,0.099012673,0.39094603,0.1606355
204.0,0.097339682,0.39316362,0.15593894
204.60001,0.095726043,0.39581469,0.15137732
205.2,0.094159588,0.39889541,0.14694798
205.8,0.092628621,0.40240508,0.14264764
206.39999,0.091121867,0.40634596,0.13847259
207.0,0.089628309,0.41072345,0.13441873
207.60001,0.08813712,0.41554603,0.13048154
208.2,0.086637482,0.42082536,0.12665628
208.8,0.085118443,0.42657661,0.12293785
209.39999,0.083568737,0.43281844,0.11932098
210.0,0.081976622,0.43957356,0.11580012
210.60001,0.080329634,0.44686896,0.11236954
211.2,0.078614458,0.45473635,0.10902333
211.8,0.076816663,0.46321273,0.10575534
212.39999,0.074920632,0.47234076,0.10255931
213.0,0.072909519,0.48216924,0.099428773
213.60001,0.07076554,0.49275306,0.096357189
214.2,0.068470657,0.50415277,0.093337961
214.8,0.066008173,0.51643288,0.09036459
215.39999,0.063365579,0.52965826,0.087430917
216.0,0.060539376,0.54388708,0.084531464
216.60001,0.057541948,0.55916089,0.081661984
217.2,0.054409426,0.57549018,0.078820124
217.8,0.051207125,0.59284127,0.076006114
218.39999,0.048026577,0.61113065,0.07322327
219.0,0.044970386,0.630234,0.070477851
219.60001,0.04212914,0.65000951,0.067778245
220.2,0.039562568,0.67032325,0.065133631
220.8,0.037294269,0.69106483,0.062552683
221.39999,0.035318743,0.71215051,0.060042661
222.0,0.033612985,0.73351866,0.057609085
222.60001,0.032146513,0.75512314,0.055255715
223.2,0.030887773,0.77692837,0.052984789
223.8,0.02980742,0.79890585,0.050797299
224.39999,0.028879611,0.82103181,0.048693255
225.0,0.028082214,0.84328598,0.046671938
225.60001,0.027396549,0.86565065,0.044732064
226.2,0.026806947,0.88811052,0.042871956
226.8,0.026300278,0.91065174,0.041089647
227.39999,0.025865521,0.93326223,0.039382961
228.0,0.0254934,0.95593107,0.0377496
228.60001,0.025176071,0.97864842,0.036187183
229.2,0.024906863,1.0014057,0.034693278
229.8,0.024680085,1.0241948,0.033265449
230.39999,0.024490856,1.0470089,0.03190127
231.0,0.02433496,1.0698413,0.030598335
231.60001,0.024208745,1.0926863,0.029354282
232.2,0.024109032,1.1155387,0.028166801
232.8,0.024033044,1.1383938,0.027033633
233.39999,0.023978338,1.1612471,0.025952585
234.0,0.023942763,1.1840949,0.024921527
234.60001,0.023924418,1.2069335,0.023938395
235.2,0.023921609,1.2297598,0.023001196
235.8,0.023932833,1.2525707,0.022108002
236.39999,0.023956746,1.2753638,0.021256955
237.0,0.023992145,1.2981364,0.020446269
237.60001,0.02403795,1.3208865,0.019674217
238.2,0.024093185,1.343612,0.018939145
238.8,0.024156973,1.366311,0.018239457
239.39999,0.024228523,1.3889819,0.017573627
240.0,0.024307115,1.4116234,0.016940182
240.60001,0.0243921,1.4342339,0.016337713
241.2,0.024482887,1.4568121,0.01576487
241.8,0.024578936,1.4793572,0.015220355
242.39999,0.02467976,1.501868,0.014702924
243.0,0.024784913,1.5243435,0.014211386
243.60001,0.024893988,1.546783,0.013744597
244.2,0.025006613,1.5691856,0.013301468
244.8,0.025122453,1.5915507,0.012880949
245.39999,0.025241194,1.6138779,0.012482039
246.0,0.025362555,1.6361663,0.012103776
246.60001,0.025486279,1.6584156,0.011745244
247.2,0.025612127,1.6806253,0.011405563
247.8,0.025739884,1.7027951,0.011083892
248.39999,0.025869353,1.7249247,0.010779427
249.0,0.026000353,1.7470136,0.010491398
249.60001,0.026132718,1.7690616,0.01021907
250.2,0.026266299,1.7910686,0.0099617392
250.8,0.026400955,1.8130342,0.009718732
251.39999,0.026536563,1.8349583,0.0094894059
252.0,0.026673008,1.8568407,0.0092731463
252.60001,0.026810186,1.8786814,0.0090693645
253.2,0.026947999,1.9004803,0.008877499
253.8,0.027086362,1.9222372,0.0086970143
254.39999,0.027225196,1.943952,0.0085273972
255.0,0.027364433,1.9656246,0.0083681569
255.60001,0.027504003,1.9872551,0.0082188249
256.20001,0.02764385,2.0088434,0.008078956
256.79999,0.027783921,2.0303895,0.0079481211
257.39999,0.027924169,2.0518935,0.0078259138
258.0,0.028064549,2.0733552,0.0077119437
258.60001,0.028205026,2.0947745,0.0076058391
259.20001,0.028345563,2.1161518,0.0075072446
259.79999,0.028486131,2.1374869,0.0074158213
260.39999,0.028626701,2.1587796,0.0073312456
261.0,0.02876725,2.1800303,0.0072532077
261.60001,0.028907761,2.2012389,0.0071814139
262.20001,0.02904821,2.2224054,0.007115582
262.79999,0.029188585,2.24353,0.0070554432
263.39999,0.029328872,2.2646124,0.0070007411
264.0,0.029469058,2.2856529,0.006951232
264.60001,0.029609134,2.3066514,0.0069066817
265.20001,0.029749094,2.3276081,0.0068668677
265.79999,0.029888932,2.3485229,0.0068315784
266.39999,0.030028643,2.369396,0.0068006106
267.0,0.030168224,2.3902271,0.0067737713
267.60001,0.030307673,2.4110167,0.0067508761
268.20001,0.030446991,2.4317644,0.0067317504
268.79999,0.030586176,2.4524705,0.0067162258
269.39999,0.030725233,2.4731352,0.0067041432
270.0,0.030864162,2.4937582,0.0066953506
270.60001,0.031002969,2.5143397,0.0066897031
271.20001,0.031141654,2.5348797,0.0066870623
271.79999,0.031280227,2.5553782,0.006687297
272.39999,0.031418689,2.5758352,0.0066902814
273.0,0.031557053,2.5962508,0.0066958969
273.60001,0.031695317,2.6166251,0.0067040292
274.20001,0.0318335,2.6369579,0.0067145703
274.79999,0.031971596,2.6572492,0.0067274175
275.39999,0.032109626,2.6774995,0.0067424723
276.0,0.032247595,2.6977081,0.0067596417
276.60001,0.032385509,2.7178757,0.0067788367
277.20001,0.032523386,2.7380018,0.0067999735
277.79999,0.032661226,2.7580867,0.0068229712
278.39999,0.032799046,2.7781301,0.0068477537
279.0,0.03293686,2.7981322,0.0068742484
279.60001,0.033074673,2.8180931,0.0069023864
280.20001,0.033212498,2.8380125,0.0069321031
280.79999,0.033350352,2.8578906,0.0069633354
281.39999,0.033488244,2.8777273,0.0069960249
282.0,0.033626188,2.8975224,0.0070301159
282.60001,0.033764195,2.9172764,0.0070655546
283.20001,0.033902284,2.9369886,0.007102292
283.79999,0.034040462,2.9566593,0.0071402797
284.39999,0.034178749,2.9762886,0.0071794731
285.0,0.034317154,2.9958761,0.0072198291
285.60001,0.034455698,3.0154219,0.0072613084
286.20001,0.034594394,3.0349262,0.0073038726
286.79999,0.034733258,3.0543885,0.0073474855
287.39999,0.034872305,3.0738089,0.007392114
288.0,0.035011552,3.0931873,0.007437726
288.60001,0.03515102,3.112524,0.0074842917
289.20001,0.035290718,3.1318183,0.0075317831
289.79999,0.03543067,3.1510706,0.0075801741
290.39999,0.035570893,3.1702805,0.0076294397
291.0,0.035711404,3.1894479,0.0076795574
291.60001,0.035852227,3.2085729,0.0077305054
292.20001,0.035993375,3.2276552,0.0077822641
292.79999,0.036134876,3.2466948,0.0078348154
293.39999,0.036276743,3.2656918,0.0078881411
294.0,0.036419004,3.2846453,0.0079422267
294.60001,0.036561675,3.303556,0.0079970583
295.20001,0.036704786,3.3224232,0.008052621
295.79999,0.036848355,3.3412471,0.0081089046
296.39999,0.036992408,3.3600273,0.0081658987
297.0,0.037136968,3.3787637,0.0082235923
297.60001,0.037282065,3.3974562,0.0082819788
298.20001,0.03742772,3.4161043,0.0083410507
298.79999,0.037573963,3.4347084,0.0084008016
299.39999,0.037720826,3.4532676,0.0084612267
300.0,0.037868336,3.4717822,0.0085223224
300.60001,0.03801652,3.4902515,0.0085840849
301.20001,0.038165413,3.5086758,0.0086465143
301.79999,0.038315047,3.5270545,0.0087096086
302.39999,0.038465459,3.5453873,0.0087733688
303.0,0.03861668,3.5636742,0.0088377949
303.60001,0.038768746,3.5819147,0.0089028915
304.20001,0.038921699,3.6001086,0.0089686597
304.79999,0.039075579,3.6182556,0.0090351049
305.39999,0.039230425,3.6363552,0.0091022318
306.0,0.039386284,3.6544073,0.0091700489
306.60001,0.039543193,3.6724114,0.0092385616
307.20001,0.039701208,3.6903672,0.0093077784
307.79999,0.039860375,3.7082741,0.0093777105
308.39999,0.040020749,3.7261322,0.0094483681
309.0,0.040182378,3.7439404,0.0095197624
309.60001,0.040345322,3.7616987,0.0095919073
310.20001,0.040509641,3.7794065,0.0096648177
310.79999,0.040675398,3.7970636,0.0097385077
311.39999,0.04084266,3.8146691,0.0098129949
312.0,0.041011494,3.8322225,0.0098882979
312.60001,0.041181974,3.8497236,0.0099644354
313.20001,0.041354179,3.8671713,0.01004143
313.79999,0.041528188,3.8845654,0.010119303
314.39999,0.041704088,3.9019053,0.01019808
315.0,0.041881971,3.9191899,0.010277786
315.60001,0.042061936,3.9364188,0.01035845
316.20001,0.04224408,3.9535913,0.010440101
316.79999,0.04242852,3.9707065,0.010522772
317.39999,0.042615365,3.9877636,0.010606495
318.0,0.042804744,4.0047617,0.010691307
318.60001,0.04299679,4.0216999,0.01077725
319.20001,0.043191638,4.0385776,0.010864362
319.79999,0.043389447,4.0553932,0.010952689
320.39999,0.043590378,4.0721459,0.011042279
321.0,0.043794598,4.0888343,0.011133182
321.60001,0.044002306,4.1054578,0.011225454
322.20001,0.044213694,4.1220145,0.011319152
322.79999,0.044428986,4.1385036,0.011414341
323.39999,0.04464842,4.154923,0.011511086
324.0,0.044872247,4.1712718,0.011609463
324.60001,0.045100745,4.1875482,0.011709549
325.20001,0.045334224,4.2037501,0.011811427
325.79999,0.045573007,4.2198758,0.01191519
326.39999,0.045817461,4.2359238,0.012020938
327.0,0.046067979,4.2518911,0.012128777
327.60001,0.046325002,4.267776,0.012238824
328.20001,0.046589009,4.2835755,0.012351207
328.79999,0.046860535,4.2992878,0.012466063
329.39999,0.04714017,4.314909,0.012583545
330.0,0.047428578,4.3304362,0.01270382
330.60001,0.047726493,4.3458657,0.012827071
331.20001,0.048034746,4.3611946,0.0129535
331.79999,0.048354272,4.3764176,0.013083332
332.39999,0.048686132,4.391531,0.013216815
333.0,0.049031522,4.4065289,0.013354226
333.60001,0.049391828,4.4214067,0.013495876
334.20001,0.049768638,4.4361572,0.013642116
334.79999,0.050163787,4.4507737,0.01379334
335.39999,0.05057941,4.4652481,0.013949998
336.0,0.051018033,4.4795713,0.014112603
336.60001,0.051482625,4.4937334,0.014281744
337.20001,0.051976748,4.5077229,0.014458106
337.79999,0.052504685,4.5215249,0.014642487
338.39999,0.053071667,4.5351238,0.014835825
339.0,0.053684145,4.5485005,0.015039239
339.60001,0.054350205,4.5616326,0.015254068
340.20001,0.05508012,4.5744915,0.015481947
340.79999,0.055887196,4.5870438,0.01572489
341.39999,0.056789026,4.5992451,0.015985424
342.0,0.057809457,4.6110411,0.016266782
342.60001,0.05898178,4.6223574,0.0165732
343.20001,0.060354125,4.6330938,0.016910374
343.79999,0.061999194,4.6431079,0.017286241
344.39999,0.064033002,4.6521859,0.017712351
345.0,0.066654257,4.659986,0.018206479
345.60001,0.070237011,4.6659098,0.018798169
346.20001,0.075583003,4.6687646,0.019542089
346.79999,0.084747173,4.6657162,0.020556882
347.39999,0.10413727,4.6484528,0.022166876
348.0,0.15068614,4.594738,0.025424605
348.60001,0.23654605,4.4819436,0.032614477
349.20001,0.3499372,4.3112259,0.045231413
349.79999,0.46098694,4.108367,0.062013511
350.39999,0.54605341,3.9016826,0.080755189
351.0,0.60115111,3.7039495,0.10000535
351.60001,0.63231301,3.5173433,0.11903299
352.20001,0.64677727,3.3407133,0.1374841
352.79999,0.65013313,3.1726062,0.15518451
353.39999,0.64617455,3.0119617,0.17204817
354.0,0.63737983,2.8581038,0.18803455
354.60001,0.62536359,2.7106133,0.20312768
355.20001,0.61119109,2.5692234,0.2173253
355.79999,0.59557879,2.4337521,0.2306329
356.39999,0.57901907,2.3040619,0.24306037
357.0,0.5618577,2.1800373,0.25461987
357.60001,0.54434276,2.0615721,0.2653248
358.20001,0.52665603,1.9485624,0.27518886
358.79999,0.50893354,1.8409027,0.28422576
359.39999,0.49127889,1.7384841,0.292449
360.0,0.47377262,1.6411935,0.29987159
360.60001,0.45647842,1.5489128,0.3065064
361.20001,0.43944764,1.4615192,0.31236589
361.79999,0.42272228,1.3788854,0.31746256
362.39999,0.40633717,1.3008795,0.32180902
363.0,0.39032167,1.2273657,0.32541826
363.60001,0.37470073,1.1582043,0.32830387
364.20001,0.35949567,1.0932525,0.33048052
364.79999,0.34472486,1.0323645,0.33196396
365.39999,0.33040395,0.97539163,0.3327716
366.0,0.31654641,0.92218375,0.33292258
366.60001,0.30316344,0.87258875,0.33243811
