data_generator_T,data_generator_X
0.0,0.1
0.60000002,0.30029622
1.2,0.30175501
1.8,0.30028164
2.4000001,0.29658225
3.0,0.2912336
3.5999999,0.28469136
4.1999998,0.27730986
4.8000002,0.2693626
5.4000001,0.2610606
6.0,0.25256687
6.5999999,0.24400763
7.1999998,0.23548089
7.8000002,0.22706273
8.3999996,0.21881209
9.0,0.21077439
9.6000004,0.20298412
10.2,0.19546704
10.8,0.18824163
11.4,0.18132044
12.0,0.17471103
12.6,0.16841674
13.2,0.16243739
13.8,0.15676975
14.4,0.15140808
15.0,0.14634441
15.6,0.14156902
16.200001,0.13707061
16.799999,0.13283661
17.4,0.12885347
18.0,0.1251068
18.6,0.12158158
19.200001,0.1182624
19.799999,0.11513349
20.4,0.11217897
21.0,0.10938289
21.6,0.10672933
22.200001,0.10420246
22.799999,0.10178659
23.4,0.09946616
24.0,0.097225718
24.6,0.09504988
25.200001,0.092923261
25.799999,0.090830341
26.4,0.088755339
27.0,0.086682051
27.6,0.084593639
28.200001,0.082472414
28.799999,0.080299653
29.4,0.078055412
30.0,0.075718492
30.6,0.073266655
31.200001,0.070677437
31.799999,0.067929797
32.400002,0.065007485
33.0,0.061904676
33.599998,0.058634173
34.200001,0.055237003
34.799999,0.051788494
35.400002,0.048393458
36.0,0.045165937
36.599998,0.042200904
37.200001,0.039554153
37.799999,0.037240122
38.400002,0.035243135
39.0,0.033531617
39.599998,0.032068845
40.200001,0.030819109
40.799999,0.029750444
41.400002,0.02883541
42.0,0.028050939
42.599998,0.027377816
43.200001,0.026800087
43.799999,0.026304487
44.400002,0.025879949
45.0,0.025517199
45.599998,0.025208425
46.200001,0.02494701
46.799999,0.024727313
47.400002,0.024544507
48.0,0.024394432
48.599998,0.024273491
49.200001,0.02417855
49.799999,0.024106877
50.400002,0.024056071
51.0,0.024024019
51.599998,0.024008848
52.200001,0.024008904
52.799999,0.024022704
53.400002,0.024048934
54.0,0.02408641
54.599998,0.024134073
55.200001,0.024190968
55.799999,0.024256235
56.400002,0.024329098
57.0,0.024408851
57.599998,0.024494857
58.200001,0.024586536
58.799999,0.024683362
59.400002,0.024784856
60.0,0.024890581
60.599998,0.02500014
61.200001,0.025113167
61.799999,0.025229333
62.400002,0.025348336
63.0,0.025469895
63.599998,0.025593759
64.199997,0.0257197
64.800003,0.025847502
65.400002,0.025976975
66.0,0.026107939
66.599998,0.026240235
67.199997,0.026373716
67.800003,0.026508246
68.400002,0.026643703
69.0,0.026779976
69.599998,0.02691696
70.199997,0.027054565
70.800003,0.027192704
71.400002,0.027331304
72.0,0.027470293
72.599998,0.027609607
73.199997,0.02774919
73.800003,0.027888993
74.400002,0.028028965
75.0,0.028169069
75.599998,0.028309265
76.199997,0.02844952
76.800003,0.028589806
77.400002,0.028730096
78.0,0.028870367
78.599998,0.029010598
79.199997,0.029150773
79.800003,0.029290875
80.400002,0.029430894
81.0,0.029570816
81.599998,0.029710636
82.199997,0.029850341
82.800003,0.029989932
83.400002,0.030129401
84.0,0.030268747
84.599998,0.030407969
85.199997,0.030547066
85.800003,0.030686039
86.400002,0.030824888
87.0,0.03096362
87.599998,0.031102236
88.199997,0.031240741
88.800003,0.031379141
89.400002,0.031517439
90.0,0.031655647
90.599998,0.031793766
91.199997,0.03193181
91.800003,0.03206978
92.400002,0.03220769
93.0,0.032345548
93.599998,0.032483365
94.199997,0.032621149
94.800003,0.03275891
95.400002,0.032896664
96.0,0.033034414
96.599998,0.033172179
97.199997,0.033309966
97.800003,0.033447791
98.400002,0.033585668
99.0,0.033723604
99.599998,0.033861615
100.2,0.033999719
100.8,0.034137923
101.4,0.034276251
102.0,0.034414709
102.6,0.034553315
103.2,0.034692086
103.8,0.034831036
104.4,0.034970183
