Fibrin_1_task1,_1_task1
7900.000000000018,457.0
7900.000000000018,458.0
7900.000000000018,459.0
7900.000000000018,460.0
7900.000000000018,461.0
7900.000000000018,462.0
7900.000000000018,463.0
7900.000000000018,464.0
7900.000000000018,465.0
7900.000000000018,466.0
7900.000000000018,467.0
7900.000000000018,468.0
7900.000000000018,469.0
7900.000000000018,470.0
7900.000000000018,471.0
7900.000000000018,472.0
7900.000000000018,473.0
7900.000000000018,474.0
7900.000000000018,475.0
7900.000000000018,476.0
7900.000000000018,477.0
7900.000000000018,478.0
7900.000000000018,479.0
7900.000000000018,480.0
7900.000000000018,481.0
7900.000000000018,482.0
7900.000000000018,483.0
7900.000000000018,484.0
7900.000000000018,485.0
7900.000000000018,486.0
7900.000000000018,487.0
7900.000000000018,488.0
7900.000000000018,489.0
7900.000000000018,490.0
7900.000000000018,491.0
7900.000000000018,492.0
7900.000000000018,493.0
7900.000000000018,494.0
7900.000000000018,495.0
7900.000000000018,496.0
7900.000000000018,497.0
7900.000000000018,498.0
7900.000000000018,499.0
7900.000000000018,500.0
7900.000000000018,501.0
7900.000000000018,502.0
7900.000000000018,503.0
7900.000000000018,504.0
7900.000000000018,505.0
7900.000000000018,506.0
7900.000000000018,507.0
7900.000000000018,508.0
7900.000000000018,509.0
7900.000000000018,510.0
7900.000000000018,511.0
7900.000000000018,512.0
7900.000000000018,513.0
7900.000000000018,514.0
7900.000000000018,515.0
7900.000000000018,516.0
7900.000000000018,517.0
7900.000000000018,518.0
7900.000000000018,519.0
7900.000000000018,520.0
7900.000000000018,521.0
7900.000000000018,522.0
7900.000000000018,523.0
7900.000000000018,524.0
7900.000000000018,525.0
7900.000000000018,526.0
7900.000000000018,527.0
7900.000000000018,528.0
7900.000000000018,529.0
7900.000000000018,530.0
7900.000000000018,531.0
7900.000000000018,532.0
7900.000000000018,533.0
7900.000000000018,534.0
7900.000000000018,535.0
7900.000000000018,536.0
7900.000000000018,537.0
7900.000000000018,538.0
7900.000000000018,539.0
7900.000000000018,540.0
7900.000000000018,541.0
7900.000000000018,542.0
7900.000000000018,543.0
7900.000000000018,544.0
7900.000000000018,545.0
7900.000000000018,546.0
7900.000000000018,547.0
7900.000000000018,548.0
7900.000000000018,549.0
7900.000000000018,550.0
7900.000000000018,551.0
7900.000000000018,552.0
7900.000000000018,553.0
7900.000000000018,554.0
7900.000000000018,555.0
7900.000000000018,556.0
7900.000000000018,557.0
7900.000000000018,558.0
7900.000000000018,559.0
7900.000000000018,560.0
7900.000000000018,561.0
7900.000000000018,562.0
7900.000000000018,563.0
7900.000000000018,564.0
7900.000000000018,565.0
7900.000000000018,566.0
7900.000000000018,567.0
7900.000000000018,568.0
7900.000000000018,569.0
7900.000000000018,570.0
7900.000000000018,571.0
7900.000000000018,572.0
7900.000000000018,573.0
7900.000000000018,574.0
7900.000000000018,575.0
7900.000000000018,576.0
7900.000000000018,577.0
7900.000000000018,578.0
7900.000000000018,579.0
7900.000000000018,580.0
7900.000000000018,581.0
7900.000000000018,582.0
7900.000000000018,583.0
7900.000000000018,584.0
7900.000000000018,585.0
7900.000000000018,586.0
7900.000000000018,587.0
7900.000000000018,588.0
7900.000000000018,589.0
7900.000000000018,590.0
7900.000000000018,591.0
7900.000000000018,592.0
7900.000000000018,593.0
7900.000000000018,594.0
7900.000000000018,595.0
7900.000000000018,596.0
7900.000000000018,597.0
7900.000000000018,598.0
7900.000000000018,599.0
7900.000000000018,600.0
7900.000000000018,601.0
7900.000000000018,602.0
7900.000000000018,603.0
7900.000000000018,604.0
7900.000000000018,605.0
7900.000000000018,606.0
7900.000000000018,607.0
7900.000000000018,608.0
7900.000000000018,609.0
7900.000000000018,610.0
7900.000000000018,611.0
7900.000000000018,612.0
7900.000000000018,613.0
7900.000000000018,614.0
7900.000000000018,615.0
7900.000000000018,616.0
7900.000000000018,617.0
7900.000000000018,618.0
7900.000000000018,619.0
7900.000000000018,620.0
7900.000000000018,621.0
7900.000000000018,622.0
7900.000000000018,623.0
7900.000000000018,624.0
7900.000000000018,625.0
7900.000000000018,626.0
7900.000000000018,627.0
7900.000000000018,628.0
7900.000000000018,629.0
7900.000000000018,630.0
7900.000000000018,631.0
7900.000000000018,632.0
7900.000000000018,633.0
7900.000000000018,634.0
7900.000000000018,635.0
7900.000000000018,636.0
7900.000000000018,637.0
7900.000000000018,638.0
7900.000000000018,639.0
7900.000000000018,640.0
7900.000000000018,641.0
7900.000000000018,642.0
7900.000000000018,643.0
7900.000000000018,644.0
7900.000000000018,645.0
7900.000000000018,646.0
7900.000000000018,647.0
7900.000000000018,648.0
7900.000000000018,649.0
7900.000000000018,650.0
7900.000000000018,651.0
7900.000000000018,652.0
7900.000000000018,653.0
7900.000000000018,654.0
7900.000000000018,655.0
7900.000000000018,656.0
7900.000000000018,657.0
7900.000000000018,658.0
7900.000000000018,659.0
7900.000000000018,660.0
7900.000000000018,661.0
7900.000000000018,662.0
7900.000000000018,663.0
7900.000000000018,664.0
7900.000000000018,665.0
7900.000000000018,666.0
7900.000000000018,667.0
7900.000000000018,668.0
7900.000000000018,669.0
7900.000000000018,670.0
7900.000000000018,671.0
7900.000000000018,672.0
7900.000000000018,673.0
7900.000000000018,674.0
7900.000000000018,675.0
7900.000000000018,676.0
7900.000000000018,677.0
7900.000000000018,678.0
7900.000000000018,679.0
7900.000000000018,680.0
7900.000000000018,681.0
7900.000000000018,682.0
7900.000000000018,683.0
7900.000000000018,684.0
7900.000000000018,685.0
7900.000000000018,686.0
7900.000000000018,687.0
7900.000000000018,688.0
7900.000000000018,689.0
7900.000000000018,690.0
7900.000000000018,691.0
7900.000000000018,692.0
7900.000000000018,693.0
7900.000000000018,694.0
7900.000000000018,695.0
7900.000000000018,696.0
7900.000000000018,697.0
7900.000000000018,698.0
7900.000000000018,699.0
7900.000000000018,700.0
7900.000000000018,701.0
7900.000000000018,702.0
7900.000000000018,703.0
7900.000000000018,704.0
7900.000000000018,705.0
7900.000000000018,706.0
7900.000000000018,707.0
7900.000000000018,708.0
7900.000000000018,709.0
7900.000000000018,710.0
7900.000000000018,711.0
7900.000000000018,712.0
7900.000000000018,713.0
7900.000000000018,714.0
7900.000000000018,715.0
7900.000000000018,716.0
7900.000000000018,717.0
7900.000000000018,718.0
7900.000000000018,719.0
7900.000000000018,720.0
7900.000000000018,721.0
7900.000000000018,722.0
7900.000000000018,723.0
7900.000000000018,724.0
7900.000000000018,725.0
7900.000000000018,726.0
7900.000000000018,727.0
7900.000000000018,728.0
7900.000000000018,729.0
7900.000000000018,730.0
7900.000000000018,731.0
7900.000000000018,732.0
7900.000000000018,733.0
7900.000000000018,734.0
7900.000000000018,735.0
7900.000000000018,736.0
7900.000000000018,737.0
7900.000000000018,738.0
7900.000000000018,739.0
7900.000000000018,740.0
7900.000000000018,741.0
7900.000000000018,742.0
7900.000000000018,743.0
7900.000000000018,744.0
7900.000000000018,745.0
7900.000000000018,746.0
7900.000000000018,747.0
7900.000000000018,748.0
7900.000000000018,749.0
7900.000000000018,750.0
7900.000000000018,751.0
7900.000000000018,752.0
7900.000000000018,753.0
7900.000000000018,754.0
7900.000000000018,755.0
7900.000000000018,756.0
7900.000000000018,757.0
7900.000000000018,758.0
7900.000000000018,759.0
7900.000000000018,760.0
7900.000000000018,761.0
7900.000000000018,762.0
7900.000000000018,763.0
7900.000000000018,764.0
7900.000000000018,765.0
7900.000000000018,766.0
7900.000000000018,767.0
7900.000000000018,768.0
7900.000000000018,769.0
7900.000000000018,770.0
7900.000000000018,771.0
7900.000000000018,772.0
7900.000000000018,773.0
7900.000000000018,774.0
7900.000000000018,775.0
7900.000000000018,776.0
7900.000000000018,777.0
7900.000000000018,778.0
7900.000000000018,779.0
7900.000000000018,780.0
7900.000000000018,781.0
7900.000000000018,782.0
7900.000000000018,783.0
7900.000000000018,784.0
7900.000000000018,785.0
7900.000000000018,786.0
7900.000000000018,787.0
7900.000000000018,788.0
7900.000000000018,789.0
7900.000000000018,790.0
7900.000000000018,791.0
7900.000000000018,792.0
7900.000000000018,793.0
7900.000000000018,794.0
7900.000000000018,795.0
7900.000000000018,796.0
7900.000000000018,797.0
7900.000000000018,798.0
7900.000000000018,799.0
7900.000000000018,800.0
7900.000000000018,801.0
7900.000000000018,802.0
7900.000000000018,803.0
7900.000000000018,804.0
7900.000000000018,805.0
7900.000000000018,806.0
7900.000000000018,807.0
7900.000000000018,808.0
7900.000000000018,809.0
7900.000000000018,810.0
7900.000000000018,811.0
7900.000000000018,812.0
7900.000000000018,813.0
7900.000000000018,814.0
7900.000000000018,815.0
7900.000000000018,816.0
7900.000000000018,817.0
7900.000000000018,818.0
7900.000000000018,819.0
7900.000000000018,820.0
7900.000000000018,821.0
7900.000000000018,822.0
7900.000000000018,823.0
7900.000000000018,824.0
7900.000000000018,825.0
7900.000000000018,826.0
7900.000000000018,827.0
7900.000000000018,828.0
7900.000000000018,829.0
7900.000000000018,830.0
7900.000000000018,831.0
7900.000000000018,832.0
7900.000000000018,833.0
7900.000000000018,834.0
7900.000000000018,835.0
7900.000000000018,836.0
7900.000000000018,837.0
7900.000000000018,838.0
7900.000000000018,839.0
7900.000000000018,840.0
7900.000000000018,841.0
7900.000000000018,842.0
7900.000000000018,843.0
7900.000000000018,844.0
7900.000000000018,845.0
7900.000000000018,846.0
7900.000000000018,847.0
7900.000000000018,848.0
7900.000000000018,849.0
7900.000000000018,850.0
7900.000000000018,851.0
7900.000000000018,852.0
7900.000000000018,853.0
7900.000000000018,854.0
7900.000000000018,855.0
7900.000000000018,856.0
7900.000000000018,857.0
7900.000000000018,858.0
7900.000000000018,859.0
7900.000000000018,860.0
7900.000000000018,861.0
7900.000000000018,862.0
7900.000000000018,863.0
7900.000000000018,864.0
7900.000000000018,865.0
7900.000000000018,866.0
7900.000000000018,867.0
7900.000000000018,868.0
7900.000000000018,869.0
7900.000000000018,870.0
7900.000000000018,871.0
7900.000000000018,872.0
7900.000000000018,873.0
7900.000000000018,874.0
7900.000000000018,875.0
7900.000000000018,876.0
7900.000000000018,877.0
7900.000000000018,878.0
7900.000000000018,879.0
7900.000000000018,880.0
7900.000000000018,881.0
7900.000000000018,882.0
7900.000000000018,883.0
7900.000000000018,884.0
7900.000000000018,885.0
7900.000000000018,886.0
7900.000000000018,887.0
7900.000000000018,888.0
7900.000000000018,889.0
7900.000000000018,890.0
7900.000000000018,891.0
7900.000000000018,892.0
7900.000000000018,893.0
7900.000000000018,894.0
7900.000000000018,895.0
7900.000000000018,896.0
7900.000000000018,897.0
7900.000000000018,898.0
7900.000000000018,899.0
7900.000000000018,900.0
7900.000000000018,901.0
7900.000000000018,902.0
7900.000000000018,903.0
7900.000000000018,904.0
7900.000000000018,905.0
7900.000000000018,906.0
7900.000000000018,907.0
7900.000000000018,908.0
7900.000000000018,909.0
7900.000000000018,910.0
7900.000000000018,911.0
7900.000000000018,912.0
7900.000000000018,913.0
7900.000000000018,914.0
7900.000000000018,915.0
7900.000000000018,916.0
7900.000000000018,917.0
7900.000000000018,918.0
7900.000000000018,919.0
7900.000000000018,920.0
7900.000000000018,921.0
7900.000000000018,922.0
7900.000000000018,923.0
7900.000000000018,924.0
7900.000000000018,925.0
7900.000000000018,926.0
7900.000000000018,927.0
7900.000000000018,928.0
7900.000000000018,929.0
7900.000000000018,930.0
7900.000000000018,931.0
7900.000000000018,932.0
7900.000000000018,933.0
7900.000000000018,934.0
7900.000000000018,935.0
7900.000000000018,936.0
7900.000000000018,937.0
7900.000000000018,938.0
7900.000000000018,939.0
7900.000000000018,940.0
7900.000000000018,941.0
7900.000000000018,942.0
7900.000000000018,943.0
7900.000000000018,944.0
7900.000000000018,945.0
7900.000000000018,946.0
7900.000000000018,947.0
7900.000000000018,948.0
7900.000000000018,949.0
7900.000000000018,950.0
7900.000000000018,951.0
7900.000000000018,952.0
7900.000000000018,953.0
7900.000000000018,954.0
7900.000000000018,955.0
7900.000000000018,956.0
7900.000000000018,957.0
7900.000000000018,958.0
7900.000000000018,959.0
7900.000000000018,960.0
7900.000000000018,961.0
7900.000000000018,962.0
7900.000000000018,963.0
7900.000000000018,964.0
7900.000000000018,965.0
7900.000000000018,966.0
7900.000000000018,967.0
7900.000000000018,968.0
7900.000000000018,969.0
7900.000000000018,970.0
7900.000000000018,971.0
7900.000000000018,972.0
7900.000000000018,973.0
7900.000000000018,974.0
7900.000000000018,975.0
7900.000000000018,976.0
7900.000000000018,977.0
7900.000000000018,978.0
7900.000000000018,979.0
7900.000000000018,980.0
7900.000000000018,981.0
7900.000000000018,982.0
7900.000000000018,983.0
7900.000000000018,984.0
7900.000000000018,985.0
7900.000000000018,986.0
7900.000000000018,987.0
7900.000000000018,988.0
7900.000000000018,989.0
7900.000000000018,990.0
7900.000000000018,991.0
7900.000000000018,992.0
7900.000000000018,993.0
7900.000000000018,994.0
7900.000000000018,995.0
7900.000000000018,996.0
7900.000000000018,997.0
7900.000000000018,998.0
7900.000000000018,999.0
7900.000000000018,1000.0
