Fibrin_1_task1,_1_task1
0.0,0.0
1.5401650922515195e-08,1.0
1.0972562877341883e-06,2.0
1.2476992258952257e-05,3.0
6.903792970776975e-05,4.0
0.00025889990162127855,5.0
0.000760333231172348,6.0
0.001887316552282487,7.0
0.004143115570698251,8.0
0.008281332339551103,9.0
0.015373956195390856,10.0
0.026886030595118602,11.0
0.044756707605379725,12.0
0.0714864818564298,13.0
0.11023071020852442,14.0
0.1648994576413893,15.0
0.2402640591373362,16.0
0.3420709856353039,17.0
0.47716358903447464,18.0
0.6536127747190422,19.0
0.8808578172084129,20.0
1.1698588091005908,21.0
1.5332621851996668,22.0
1.98558189274438,23.0
2.543398474353621,24.0
3.2255783750056657,25.0
4.053517152873911,26.0
5.051411275975928,27.0
6.2465585086734805,28.0
7.669699007905416,29.0
9.35539518484376,30.0
11.342460172993565,31.0
13.674440229593383,32.0
16.40016371480976,33.0
19.574356663356653,34.0
23.25834412299415,35.0
27.52084201495865,36.0
32.438859243480174,37.0
38.09871687869556,38.0
44.59721428063902,39.0
52.04294448222629,40.0
60.55780364216571,41.0
70.27869759844306,42.0
81.35949436620224,43.0
93.97325334849653,44.0
108.31476580758896,45.0
124.60346798962404,46.0
143.08675907092083,47.0
164.04380880667665,48.0
187.7899466561176,49.0
214.68166249352456,50.0
245.12237320816203,51.0
279.56903894639026,52.0
318.5398062970038,53.0
362.6227414321077,54.0
412.4858987818217,55.0
468.88887407917287,56.0
532.6960106728374,57.0
604.8914415706291,58.0
686.5961082468561,59.0
779.0868158345785,60.0
883.817220291071,61.0
1002.4403953768463,62.0
1136.8322337202999,63.0
1289.114044470386,64.0
1461.6716321050792,65.0
1657.1662277436842,66.0
1878.529520594413,67.0
2128.9304791782297,68.0
2411.694444832249,69.0
2730.1446423844745,70.0
3087.3213959059503,71.0
3485.5148359541504,72.0
3925.527269735802,73.0
4405.569747429137,74.0
4919.733018475532,75.0
5456.117787549364,76.0
5995.099802873245,77.0
6508.9278933602045,78.0
6964.658928658108,79.0
7332.061741209379,80.0
7594.738020277067,81.0
7757.522432766836,82.0
7843.298766816151,83.0
7881.106730589987,84.0
7894.82834499181,85.0
7898.860030406574,86.0
7899.801725301643,87.0
7899.973326791345,88.0
7899.997276950167,89.0
7899.999792726663,90.0
7899.999988422719,91.0
7899.999999532101,92.0
7899.999999986492,93.0
7899.999999999741,94.0
7900.000000000015,95.0
7900.000000000018,96.0
7900.000000000018,97.0
7900.000000000018,98.0
7900.000000000018,99.0
7900.000000000018,100.0
7900.000000000018,101.0
7900.000000000018,102.0
7900.000000000018,103.0
7900.000000000018,104.0
7900.000000000018,105.0
7900.000000000018,106.0
7900.000000000018,107.0
7900.000000000018,108.0
7900.000000000018,109.0
7900.000000000018,110.0
7900.000000000018,111.0
7900.000000000018,112.0
7900.000000000018,113.0
7900.000000000018,114.0
7900.000000000018,115.0
7900.000000000018,116.0
7900.000000000018,117.0
7900.000000000018,118.0
7900.000000000018,119.0
7900.000000000018,120.0
7900.000000000018,121.0
7900.000000000018,122.0
7900.000000000018,123.0
7900.000000000018,124.0
7900.000000000018,125.0
7900.000000000018,126.0
7900.000000000018,127.0
7900.000000000018,128.0
7900.000000000018,129.0
7900.000000000018,130.0
7900.000000000018,131.0
7900.000000000018,132.0
7900.000000000018,133.0
7900.000000000018,134.0
7900.000000000018,135.0
7900.000000000018,136.0
7900.000000000018,137.0
7900.000000000018,138.0
7900.000000000018,139.0
7900.000000000018,140.0
7900.000000000018,141.0
7900.000000000018,142.0
7900.000000000018,143.0
7900.000000000018,144.0
7900.000000000018,145.0
7900.000000000018,146.0
7900.000000000018,147.0
7900.000000000018,148.0
7900.000000000018,149.0
7900.000000000018,150.0
7900.000000000018,151.0
7900.000000000018,152.0
7900.000000000018,153.0
7900.000000000018,154.0
7900.000000000018,155.0
7900.000000000018,156.0
7900.000000000018,157.0
7900.000000000018,158.0
7900.000000000018,159.0
7900.000000000018,160.0
7900.000000000018,161.0
7900.000000000018,162.0
7900.000000000018,163.0
7900.000000000018,164.0
7900.000000000018,165.0
7900.000000000018,166.0
7900.000000000018,167.0
7900.000000000018,168.0
7900.000000000018,169.0
7900.000000000018,170.0
7900.000000000018,171.0
7900.000000000018,172.0
7900.000000000018,173.0
7900.000000000018,174.0
7900.000000000018,175.0
7900.000000000018,176.0
7900.000000000018,177.0
7900.000000000018,178.0
7900.000000000018,179.0
7900.000000000018,180.0
7900.000000000018,181.0
7900.000000000018,182.0
7900.000000000018,183.0
7900.000000000018,184.0
7900.000000000018,185.0
7900.000000000018,186.0
7900.000000000018,187.0
7900.000000000018,188.0
7900.000000000018,189.0
7900.000000000018,190.0
7900.000000000018,191.0
7900.000000000018,192.0
7900.000000000018,193.0
7900.000000000018,194.0
7900.000000000018,195.0
7900.000000000018,196.0
7900.000000000018,197.0
7900.000000000018,198.0
7900.000000000018,199.0
7900.000000000018,200.0
7900.000000000018,201.0
7900.000000000018,202.0
7900.000000000018,203.0
7900.000000000018,204.0
7900.000000000018,205.0
7900.000000000018,206.0
7900.000000000018,207.0
7900.000000000018,208.0
7900.000000000018,209.0
7900.000000000018,210.0
7900.000000000018,211.0
7900.000000000018,212.0
7900.000000000018,213.0
7900.000000000018,214.0
7900.000000000018,215.0
7900.000000000018,216.0
7900.000000000018,217.0
7900.000000000018,218.0
7900.000000000018,219.0
7900.000000000018,220.0
7900.000000000018,221.0
7900.000000000018,222.0
7900.000000000018,223.0
7900.000000000018,224.0
7900.000000000018,225.0
7900.000000000018,226.0
7900.000000000018,227.0
7900.000000000018,228.0
7900.000000000018,229.0
7900.000000000018,230.0
7900.000000000018,231.0
7900.000000000018,232.0
7900.000000000018,233.0
7900.000000000018,234.0
7900.000000000018,235.0
7900.000000000018,236.0
7900.000000000018,237.0
7900.000000000018,238.0
7900.000000000018,239.0
7900.000000000018,240.0
7900.000000000018,241.0
7900.000000000018,242.0
7900.000000000018,243.0
7900.000000000018,244.0
7900.000000000018,245.0
7900.000000000018,246.0
7900.000000000018,247.0
7900.000000000018,248.0
7900.000000000018,249.0
7900.000000000018,250.0
7900.000000000018,251.0
7900.000000000018,252.0
7900.000000000018,253.0
7900.000000000018,254.0
7900.000000000018,255.0
7900.000000000018,256.0
7900.000000000018,257.0
7900.000000000018,258.0
7900.000000000018,259.0
7900.000000000018,260.0
7900.000000000018,261.0
7900.000000000018,262.0
7900.000000000018,263.0
7900.000000000018,264.0
7900.000000000018,265.0
7900.000000000018,266.0
7900.000000000018,267.0
7900.000000000018,268.0
7900.000000000018,269.0
7900.000000000018,270.0
7900.000000000018,271.0
7900.000000000018,272.0
7900.000000000018,273.0
7900.000000000018,274.0
7900.000000000018,275.0
7900.000000000018,276.0
7900.000000000018,277.0
7900.000000000018,278.0
7900.000000000018,279.0
7900.000000000018,280.0
7900.000000000018,281.0
7900.000000000018,282.0
7900.000000000018,283.0
7900.000000000018,284.0
7900.000000000018,285.0
7900.000000000018,286.0
7900.000000000018,287.0
7900.000000000018,288.0
7900.000000000018,289.0
7900.000000000018,290.0
7900.000000000018,291.0
7900.000000000018,292.0
7900.000000000018,293.0
7900.000000000018,294.0
7900.000000000018,295.0
7900.000000000018,296.0
7900.000000000018,297.0
7900.000000000018,298.0
7900.000000000018,299.0
7900.000000000018,300.0
7900.000000000018,301.0
7900.000000000018,302.0
7900.000000000018,303.0
7900.000000000018,304.0
7900.000000000018,305.0
7900.000000000018,306.0
7900.000000000018,307.0
7900.000000000018,308.0
7900.000000000018,309.0
7900.000000000018,310.0
7900.000000000018,311.0
7900.000000000018,312.0
7900.000000000018,313.0
7900.000000000018,314.0
7900.000000000018,315.0
7900.000000000018,316.0
7900.000000000018,317.0
7900.000000000018,318.0
7900.000000000018,319.0
7900.000000000018,320.0
7900.000000000018,321.0
7900.000000000018,322.0
7900.000000000018,323.0
7900.000000000018,324.0
7900.000000000018,325.0
7900.000000000018,326.0
7900.000000000018,327.0
7900.000000000018,328.0
7900.000000000018,329.0
7900.000000000018,330.0
7900.000000000018,331.0
7900.000000000018,332.0
7900.000000000018,333.0
7900.000000000018,334.0
7900.000000000018,335.0
7900.000000000018,336.0
7900.000000000018,337.0
7900.000000000018,338.0
7900.000000000018,339.0
7900.000000000018,340.0
7900.000000000018,341.0
7900.000000000018,342.0
7900.000000000018,343.0
7900.000000000018,344.0
7900.000000000018,345.0
7900.000000000018,346.0
7900.000000000018,347.0
7900.000000000018,348.0
7900.000000000018,349.0
7900.000000000018,350.0
7900.000000000018,351.0
7900.000000000018,352.0
7900.000000000018,353.0
7900.000000000018,354.0
7900.000000000018,355.0
7900.000000000018,356.0
7900.000000000018,357.0
7900.000000000018,358.0
7900.000000000018,359.0
7900.000000000018,360.0
7900.000000000018,361.0
7900.000000000018,362.0
7900.000000000018,363.0
7900.000000000018,364.0
7900.000000000018,365.0
7900.000000000018,366.0
7900.000000000018,367.0
7900.000000000018,368.0
7900.000000000018,369.0
7900.000000000018,370.0
7900.000000000018,371.0
7900.000000000018,372.0
7900.000000000018,373.0
7900.000000000018,374.0
7900.000000000018,375.0
7900.000000000018,376.0
7900.000000000018,377.0
7900.000000000018,378.0
7900.000000000018,379.0
7900.000000000018,380.0
7900.000000000018,381.0
7900.000000000018,382.0
7900.000000000018,383.0
7900.000000000018,384.0
7900.000000000018,385.0
7900.000000000018,386.0
7900.000000000018,387.0
7900.000000000018,388.0
7900.000000000018,389.0
7900.000000000018,390.0
7900.000000000018,391.0
7900.000000000018,392.0
7900.000000000018,393.0
7900.000000000018,394.0
7900.000000000018,395.0
7900.000000000018,396.0
7900.000000000018,397.0
7900.000000000018,398.0
7900.000000000018,399.0
7900.000000000018,400.0
7900.000000000018,401.0
7900.000000000018,402.0
7900.000000000018,403.0
7900.000000000018,404.0
7900.000000000018,405.0
7900.000000000018,406.0
7900.000000000018,407.0
7900.000000000018,408.0
7900.000000000018,409.0
7900.000000000018,410.0
7900.000000000018,411.0
7900.000000000018,412.0
7900.000000000018,413.0
7900.000000000018,414.0
7900.000000000018,415.0
7900.000000000018,416.0
7900.000000000018,417.0
7900.000000000018,418.0
7900.000000000018,419.0
7900.000000000018,420.0
7900.000000000018,421.0
7900.000000000018,422.0
7900.000000000018,423.0
7900.000000000018,424.0
7900.000000000018,425.0
7900.000000000018,426.0
7900.000000000018,427.0
7900.000000000018,428.0
7900.000000000018,429.0
7900.000000000018,430.0
7900.000000000018,431.0
7900.000000000018,432.0
7900.000000000018,433.0
7900.000000000018,434.0
7900.000000000018,435.0
7900.000000000018,436.0
7900.000000000018,437.0
7900.000000000018,438.0
7900.000000000018,439.0
7900.000000000018,440.0
7900.000000000018,441.0
7900.000000000018,442.0
7900.000000000018,443.0
7900.000000000018,444.0
7900.000000000018,445.0
7900.000000000018,446.0
7900.000000000018,447.0
7900.000000000018,448.0
7900.000000000018,449.0
7900.000000000018,450.0
7900.000000000018,451.0
7900.000000000018,452.0
7900.000000000018,453.0
7900.000000000018,454.0
7900.000000000018,455.0
7900.000000000018,456.0
