Time,IIa,Fibrin,IIa_Inhibitor,Xa_Inhibitor,IX,TF_VIIa_IX,TF_VIIa,IXa,TF_VIIa_X,X,Xa,VIII,Xa_VIII,VIIIa,IIa_VIII,VIIIa_IXa,VIIIa_IXa_X,V,Xa_V,Va,IIa_V,Va_Xa,II,Va_Xa_II,Fibrinogen,Fibrinogen_IIa,VIIIa_inact,IXa_inact,Xa_inact,IIa_inact,Xa_Xa_Inhibitor,Va_Xa_Xa_Inhibitor,IIa_IIa_Inhibitor,k01,k02,k03,k04,k05,k06,k07,k08,k09,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,Dummy_variable_inhibitor,compartment,R01a,R01b,R02a,R02b,R03a,R03b,R04a,R04b,R05,R06a,R06b,R07a,R07b,R08a,R08b,R09,R10a,R10b,R11a,R11b,R12,R13,R14,R15,R16,R17,R18,R19
0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.005,0.0,0.0,170.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1400.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.045000000000000005,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.1852637546848464e-09,1.5401650922515195e-08,0.0,0.0,89.99655398133928,0.002443848403012702,0.0007348328654419786,0.0010013967427480702,0.0018213187315453219,169.99542966151935,0.001461544775951162,0.6999675689790941,3.210653538666086e-05,3.243704139606797e-07,3.875523978330487e-12,5.2653586309126185e-12,1.701334492938722e-12,19.998732639232944,0.0012456155150542604,2.1744314339690854e-05,1.799523571972236e-10,3.777271473254735e-10,1399.9999999970894,3.8000538655711186e-10,7899.999999983442,1.15711001236852e-09,1.0426213537915357e-10,7.73507839612255e-07,9.75216318045905e-06,4.513607444034116e-12,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.0012367760775731816,0.0011486087494159698,0.00247456984552219,0.0025498462241634505,3.487967006567515e-05,7.384503138931998e-07,2.4831759221621235e-11,3.487971580497438e-12,3.1587236631151633e-11,5.7183334912562275e-11,4.933870029522294e-11,0.0016772888063972305,5.356146714733319e-05,1.0747203218715532e-09,4.678761287127814e-11,3.1402561882489635e-09,1.4881261969745171e-08,1.3300188529498916e-08,1.0323915729373184e-07,9.719724103895567e-08,3.5680745535674766e-10,1.7023744626717193e-06,1.607699253546278e-05,2.8446330112436315e-11,0.0,0.0,0.0,0.0
2.0,4.024720533877402e-08,1.0972562877341883e-06,0.0,0.0,89.99537583519155,0.002465550887604189,0.0007316658690782889,0.002155158089552437,0.0018027832433175244,169.99291827968904,0.0023118156254680515,0.6999358594994115,6.271530432345498e-05,1.4239023477389655e-06,1.525174573067382e-10,1.0427175932164871e-10,3.538882802699749e-11,19.997015802509278,0.002873867013817179,0.00011030999476460213,7.97054657344388e-09,6.187880363675266e-09,1399.999999905562,6.323727606143088e-09,7899.99999886332,3.942389676854855e-08,1.0017384121606382e-09,3.4556914906727496e-06,3.0526577054242307e-05,3.202552125608456e-10,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.0011604425346190515,0.0011588089171739686,0.0025224937907799387,0.002523896540644534,3.0110126602359585e-05,1.4424519994394646e-06,5.29284366523337e-10,1.372657115760644e-10,2.891472672615536e-10,1.100158333611491e-09,1.0262760127829273e-09,0.0017490743456800707,0.00012357628159413868,2.3094464787834057e-08,2.0723421090954085e-09,2.4882848917843088e-08,2.3393049024179144e-07,2.213304662150081e-07,3.410086539701701e-06,3.3116073285580783e-06,1.566292582512862e-09,3.6637687522391425e-06,2.5429971880148564e-05,9.659329281305766e-10,0.0,0.0,0.0,0.0
3.0,3.010878994648403e-07,1.2476992258952257e-05,0.0,0.0,89.99421648155176,0.002465950855601457,0.0007316154895237575,0.003309465989308879,0.001802433654874786,169.990395103597,0.0031549198057742294,0.6999059291305061,9.087642493927032e-05,3.1890415479894373e-06,1.198749411163203e-09,5.388947277476415e-10,1.8567439303848493e-10,19.99523512071509,0.0044960081378158726,0.0002687432748023871,6.563922277568336e-08,3.070153107797329e-08,1399.9999993016659,3.1531558052811795e-08,7899.999987227772,2.95240237159502e-07,3.479687232451252e-09,8.100878598322843e-06,6.059596072866383e-05,3.6369989020846753e-09,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.0011590243922225442,0.0011589969021326848,0.002523375510994184,0.0025234071168247,2.997421542679711e-05,2.0901577736032174e-06,3.092079435041102e-09,1.0788744700468826e-09,9.63790350439299e-10,5.632879301175479e-09,5.3845573981160625e-09,0.001812328192529778,0.0001933283499260825,1.294299301952508e-07,1.7066197921677675e-08,8.171619492647043e-08,1.1450585434910889e-06,1.103604531848413e-06,2.5286469437826056e-05,2.480017992139817e-05,3.507945702788381e-09,5.626092181825094e-06,3.470411786351652e-05,7.226109587156167e-09,0.0,0.0,0.0,0.0
4.0,1.2424443605565391e-06,6.903792970776975e-05,0.0,0.0,89.9930574780501,0.002465955435601138,0.0007316229572426732,0.004461857474621366,0.0018024216071561884,169.98787170861547,0.003995142975599427,0.6998757325586555,0.00011865665578841994,5.5952036277873755e-06,5.070975366612819e-09,1.676611928389893e-09,5.818404045292745e-10,19.993390823856203,0.006111952697780033,0.0004967460382456832,2.846500449625115e-07,9.497541796715342e-08,1399.999997130995,9.778233062043234e-08,7899.99992974313,1.2189457859869762e-06,8.252499595851595e-09,1.4706781044267972e-05,9.992410849445363e-05,2.0111713265362783e-08,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.0011589967260175835,0.0011589990547325349,0.0025233841001255034,0.0025233902500186637,3.0431384516739664e-05,2.7291030831336585e-06,1.0891035201595531e-08,4.563877829951537e-09,2.211476085040887e-09,1.7445401652771334e-08,1.6873371731348963e-08,0.0018756927930542828,0.0002628139660045414,4.345872440202169e-07,7.400901169025298e-08,1.8895960273869318e-07,3.5183254261097513e-06,3.422381571715132e-06,0.00010389007020001804,0.000102391446022906,6.1547239905661135e-09,7.585157706856322e-06,4.3946572731593694e-05,2.981866465335694e-08,0.0,0.0,0.0,0.0
5.0,3.7153740760405145e-06,0.00025889990162127855,0.0,0.0,89.99189848238505,0.0024659526765655098,0.0007316314989189171,0.005612289470024959,0.0018024158245155738,169.98534830004567,0.004832297249848653,0.6998450222648313,0.00014630086040208764,8.640074141865927e-06,1.539266071028439e-08,3.993117484033549e-09,1.3915830377509633e-09,19.99148285223229,0.007721745027690906,0.0007940635251709194,8.774604689882069e-07,2.2734628976030566e-07,1399.9999914357409,2.344081099287448e-07,7899.999737453873,3.646231107777284e-06,1.6023262549892653e-08,2.327008347228058e-05,0.0001484778457470687,7.539305887330844e-08,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.001158994869278518,0.0011589977579857895,0.0025233764822660057,0.002523382154321803,3.095411079667736e-05,3.3649197892480158e-06,2.9128694642609246e-08,1.385339463925595e-08,4.170229740377205e-09,4.1437068915376195e-08,4.0355908094777936e-08,0.0019387337330329562,0.00033203503619070896,1.1098683363641442e-06,2.281397219369338e-07,3.609804699128255e-07,8.387669378863061e-06,8.204283847506068e-06,0.0003098590249266549,0.00030628341305329184,9.504081556052521e-09,9.540892099042431e-06,5.315526974833518e-05,8.916897782497235e-08,0.0,0.0,0.0,0.0
6.0,9.07198581048804e-06,0.000760333231172348,0.0,0.0,89.99073948820433,0.0024659497797282917,0.0007316400610000648,0.006760763682533165,0.0018024101592716444,169.98282486683172,0.0056663791160430285,0.699813758555813,0.0001738373937616328,1.232771394180067e-05,3.796280707977162e-08,8.060579331791603e-09,2.8168289600555617e-09,19.989511035660716,0.009325339477634826,0.0011604971354310062,2.1869050263550004e-06,4.6298734395812724e-07,1399.9999790989698,4.778338650760679e-07,7899.9992307617895,8.90498491186189e-06,2.7496267102142498e-08,3.378745583126232e-05,0.0002062233833792098,2.2135839653618525e-07,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.0011589934974568332,0.001158996396472297,0.0025233685594591646,0.002523374222980302,3.14824797605948e-05,3.998260056517554e-06,6.54279425636897e-08,3.416652637179446e-08,6.964177584233801e-09,8.349625424705789e-08,8.16880398416113e-08,0.002001475309603127,0.00040098959753829747,2.3887398576548045e-06,5.685953068523001e-07,6.112829388475884e-07,1.7034840678839788e-05,1.6724185277662378e-05,0.0007552789558931796,0.0007480187325963987,1.3560485335980738e-08,1.149329826030638e-05,6.233017027647331e-05,2.1772765945171297e-07,0.0,0.0,0.0,0.0
7.0,1.9266258931975167e-05,0.001887316552282487,0.0,0.0,89.98958049538837,0.0024659468805245184,0.0007316486237199264,0.007907282529030132,0.0018024044957555573,169.98030138765876,0.006497384056855045,0.6997819175816209,0.00020126951176491532,1.666869172676246e-05,8.120125017080294e-08,1.453922688311308e-08,5.0907256068331745e-09,19.98747492160169,0.01092270761723961,0.001595942707290281,4.71340960206016e-06,8.435051043747878e-07,1399.999955604242,8.711590850507842e-07,7899.998093769088,1.8914365705491496e-05,4.338368350008701e-08,4.625557195429021e-05,0.0002731269045786383,5.493640138070806e-07,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.001158992134704503,0.0011589950338465236,0.0025233606303223174,0.0025233662940577803,3.200921275070529e-05,4.629198770593052e-06,1.3019920944211735e-07,7.308112515372266e-08,1.0708736917152567e-08,1.504144302236809e-07,1.4763104259816207e-07,0.002063922472000877,0.00046967642754130323,4.571837588760672e-06,1.2254864965356417e-06,9.525947597627163e-07,3.097480236258702e-05,3.0490567976777448e-05,0.001601997575712671,0.0015888067192612856,1.8335560899438705e-08,1.3442380299351224e-05,7.14712246254055e-05,4.62390214367404e-07,0.0,0.0,0.0,0.0
8.0,3.694773026539914e-05,0.004143115570698251,0.0,0.0,89.98842150393479,0.002465943981539135,0.0007316571867660408,0.00905184832437569,0.0018023988316948265,169.9777778339148,0.0073253043915081925,0.699749466637321,0.0002285973499659611,2.168238719389675e-05,1.5656217992252419e-07,2.4173269744788104e-08,8.476158309785085e-09,19.985373721368937,0.012513822140340568,0.002100435876380234,9.140241516502634e-06,1.4165840303313248e-06,1399.9999148089885,1.4637888111996266e-06,7899.995820607574,3.6276861587295334e-05,6.441390996823694e-08,6.067110970320538e-05,0.0003491545225309681,1.2058275073475218e-06,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.0011589907725224648,0.0011589936713233934,0.002523352699948975,0.002523358364372757,3.2533349162869904e-05,5.257739049217106e-06,2.3698275582940263e-07,1.4090596193027177e-07,1.5517112162339948e-08,2.4984485953397213e-07,2.458085909837675e-07,0.0021260724483670636,0.0005380943520346444,8.031680832214612e-06,2.3764627942906847e-06,1.3969748118998164e-06,5.1942871058400185e-05,5.1232608391986936e-05,0.003069351124906281,0.003047256373332808,2.3850625913286428e-08,1.5388142151438674e-05,8.057834830659011e-05,8.867455263695794e-07,0.0,0.0,0.0,0.0
9.0,6.554897176508934e-05,0.008281332339551103,0.0,0.0,89.98726251384318,0.0024659410830174438,0.00073166575018694,0.0101944632646822,0.001802393166795618,169.97525416890008,0.008150131317292484,0.6997163582108336,0.0002558206144031783,2.739985386432757e-05,2.789198967115567e-07,3.779207463977995e-08,1.3266122826726506e-08,19.983206239218806,0.01409865366262285,0.0026742032684501597,1.635703630234397e-05,2.235689115157969e-06,1399.999848729723,2.311124719334226e-06,7899.991654303425,6.436424204224026e-05,9.134280335897244e-08,7.70307507750552e-05,0.00043427225872917375,2.4099823940102598e-06,0.0,0.0,0.0,0.1,2.2,0.47,0.1,5.5,1.4,0.1,2.1,0.023,0.1,15.0,0.9,0.1,0.17,0.1,19.0,29.0,0.1,1.0,0.043,0.1,7.2,0.26,0.1,0.1,0.1,100.0,35.0,0.1,720.0,84.0,0.0011,0.0017,0.011,0.024,0.1,3.0,0.1,0.1,0.1,3.0,0.1,3.0,0.0,1.0,0.0011589894108076405,0.0011589923090181986,0.0025233447680945084,0.0025233504335138647,3.3054730180921504e-05,5.883874131273101e-06,4.0277033011995716e-07,2.5102790704040106e-07,2.1508027678992213e-08,3.9031541553886035e-07,3.8471756197506866e-07,0.002187921836394326,0.0006062421074927825,1.3217200778174487e-05,4.252829438609432e-06,1.9559418691843596e-06,8.188397036936195e-05,8.08893651766979e-05,0.00544137871882467,0.005406596331548182,3.013983925076033e-08,1.733058754995974e-05,8.965144449021731e-05,1.5731753223621442e-06,0.0,0.0,0.0,0.0
