value_component_environment_variable_time,value_component_E_variable_E,value_component_E__variable_E_,value_component_ED_variable_ED,value_component_ED__variable_ED_,value_component_ENaD_variable_ENaD,value_component_ENaD__variable_ENaD_,value_component_ENa_variable_ENa,value_component_ENa__variable_ENa_,value_component_ECl_variable_ECl,value_component_ECl__variable_ECl_,value_component_ENaCl_variable_ENaCl,value_component_ENaCl__variable_ENaCl_,value_component_reaction_constants_variable_k1,value_component_reaction_constants_variable_k2,value_component_reaction_constants_variable_k3,value_component_reaction_constants_variable_k4,value_component_reaction_constants_variable_k5,value_component_reaction_constants_variable_k6,value_component_reaction_constants_variable_k7,value_component_reaction_constants_variable_k8,value_component_reaction_constants_variable_k9,value_component_reaction_constants_variable_k10,value_component_reaction_constants_variable_k11,value_component_reaction_constants_variable_k12,value_component_reaction_constants_variable_k13,value_component_reaction_constants_variable_k14,value_component_reaction_constants_variable_k15,value_component_reaction_constants_variable_k16,value_component_reaction_constants_variable_k17,value_component_reaction_constants_variable_k18,value_component_reaction_constants_variable_k19,value_component_reaction_constants_variable_k20,value_component_reaction_constants_variable_k21,value_component_reaction_constants_variable_k22,value_component_reaction_constants_variable_k23,value_component_reaction_constants_variable_k24,value_component_reaction_constants_variable_k25,value_component_reaction_constants_variable_k26,value_component_reaction_constants_variable_k27,value_component_reaction_constants_variable_k28,value_component_reaction_constants_variable_k29,value_component_reaction_constants_variable_k30,value_component_reaction_constants_variable_k31,value_component_reaction_constants_variable_k32,value_component_reaction_constants_variable_Na,value_component_reaction_constants_variable_Cl,value_component_reaction_constants_variable_D,value_component_reaction_constants_variable_Cl_,value_component_reaction_constants_variable_Na_,value_component_reaction_constants_variable_D_
0.0,0.08333,0.08333,0.08333,0.08333,0.08333,0.08333,0.08333,0.08333,0.08333,0.08333,0.08333,0.08333,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.1,0.0042264038608717264,0.023455023497376673,0.0005410966226606433,0.02012459359916734,0.006467805669701161,0.14488550309160209,0.050302361195584386,0.05663652537434959,0.008169064960768885,0.018866100310549097,0.4533445433305482,0.21294097783929533,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.2,0.004267873859519902,0.023685940717435596,3.503482418457402e-05,0.019932053159452616,0.00041877628312804005,0.14349932243729183,0.05079584954444312,0.05719419370102739,0.008249215419295795,0.01905184439125667,0.45779219098689644,0.2150377051508124,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.30000000000000004,0.004277172114667205,0.02373757439173502,1.4241000722215014e-05,0.019742702632924124,0.0001702247236860262,0.14213610740072727,0.05090651326762511,0.05731887597786596,0.008267187467082989,0.019093376276675407,0.4587895417006159,0.21550648411197662,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.4,0.004285029139902427,0.023781179214169963,1.3425557560602481e-05,0.019556272171828773,0.00016047761440839367,0.14079391516116554,0.0510000269165071,0.05742416810950122,0.008282374027183254,0.019128449928135893,0.45963232381089086,0.2159023597267825,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.5,0.004292714739976294,0.023823831498168628,1.3389617126692115e-05,0.019372707778973586,0.00016004801323342332,0.1394723569668635,0.051091500405251955,0.05752716004246953,0.008297229253987248,0.019162757394924287,0.4604567189837748,0.21628958706967313,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.6000000000000001,0.004300279213279412,0.023865811503429535,1.3399512502905725e-05,0.01919196505064651,0.00016016629408465067,0.13817111313648534,0.05118153225900128,0.05762852862568893,0.008311850359592057,0.019196524112229094,0.46126812156109864,0.21667071096802593,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.7000000000000001,0.004307729557410499,0.0239071580198735,1.3419737775638125e-05,0.01901400060944445,0.00016040804966284563,0.1368898713776314,0.051270205761452116,0.0577283675203574,0.00832625086924386,0.019229781280509735,0.4620672821225107,0.21704608356665286,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.8,0.004315064928826524,0.023947866646543803,1.3457749630754593e-05,0.018838771856009552,0.00016086241082235867,0.13562832499940078,0.05135751086000117,0.057826666126932935,0.008340429151913806,0.019262525361764607,0.4628541101132212,0.21741566501936568,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
0.9,0.004322284520295231,0.023987932666348438,1.3479993323520686e-05,0.01866623661401709,0.00016112829287107968,0.1343861703564868,0.05144343795554505,0.05792341303192507,0.008354383647644277,0.019294752560169603,0.46362851898731333,0.21777941240907034,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
1.0,0.004329393839497882,0.02402738672139357,1.350248859875303e-05,0.018496353489502616,0.00016139718212130979,0.1331631094361081,0.05152805259767295,0.05801868223394585,0.00836812500195323,0.01932648752329677,0.4643910995140665,0.2181376039560437,100000.0,418300.0,100000.0,4928000.0,100000.0,1065000.0,100000.0,89400.0,100000.0,418300.0,100000.0,4982000.0,100000.0,1065000.0,100000.0,89400.0,458700.0,100000.0,1000.0,218.0,100000.0,418300.0,100000.0,31.92,100000.0,31.92,100000.0,138900.0,100000.0,0.3514,100000.0,0.1166,50.0,96.0,1e-06,40.0,10.0,1e-06
