B_1_task1,_1_task1
0.0,0.0
0.0027730587902570067,0.3
0.005872253037491655,0.6
0.009334461415252616,0.8999999999999999
0.013200382833425083,1.2
0.01751478158356026,1.5
0.0223267584639642,1.7999999999999998
0.027690018311235378,2.1
0.033663122170220834,2.4
0.04030971032491396,2.6999999999999997
0.047698677935377125,3.0
0.05590454438801013,3.3
0.06500662220254445,3.5999999999999996
0.07509023076355337,3.9
0.08624560366988841,4.2
0.09856797429644085,4.5
0.11215709926006291,4.8
0.12711649583036405,5.1
0.1435527069153122,5.3999999999999995
0.16157445248907648,5.7
0.18129135688999914,6.0
0.20281239718296784,6.3
0.22624447713374765,6.6
0.25169055464959533,6.8999999999999995
0.2792480505643973,7.199999999999999
0.3090071012328272,7.5
0.34104863316771517,7.8
0.3754425509533184,8.1
0.412245975956375,8.4
0.451501918670503,8.7
0.4932386117135119,9.0
0.5374687770417392,9.299999999999999
0.5841893477938315,9.6
0.6333814854152692,9.9
0.6850111074142765,10.2
0.7390298306413849,10.5
0.7953761807846191,10.799999999999999
0.853977064631781,11.1
0.9147493938746802,11.4
0.9776018727774207,11.7
1.0424368060054283,12.0
1.1091518507204907,12.299999999999999
1.177641632280952,12.6
1.2477996268473994,12.9
1.3195188911044191,13.2
1.3926947758522934,13.5
1.4672235350192593,13.799999999999999
1.5430065812220974,14.1
1.6199472726179294,14.399999999999999
1.6979555927386782,14.7
1.7769439096076611,15.0
1.856831689458821,15.299999999999999
1.9375415788003243,15.6
2.019002822566539,15.899999999999999
2.101148558772256,16.2
2.183917874708229,16.5
2.2672536372811387,16.8
2.351104103734823,17.099999999999998
2.435421087398638,17.4
2.520160978707634,17.7
2.605283523263534,18.0
2.6907522022666255,18.3
2.77653362241898,18.599999999999998
2.8625974052792826,18.9
2.948915971957967,19.2
3.0354642123760516,19.5
3.122219418530326,19.8
3.2091609207944063,20.099999999999998
3.2962700633576496,20.4
3.3835298620596927,20.7
3.4709250090891954,21.0
3.5584415595044727,21.3
3.6460669548148514,21.599999999999998
3.733789753364229,21.9
3.8215996471481786,22.2
3.9094872514932955,22.5
3.9974440991078146,22.8
4.085462487663228,23.099999999999998
4.17353545452604,23.4
4.261656668639257,23.7
4.349820396074402,24.0
4.438021423868045,24.3
4.526254921088805,24.599999999999998
4.614516404230441,24.9
4.702802021417786,25.2
4.791108438377993,25.5
4.879432479190432,25.8
4.967771299184184,26.099999999999998
5.056122287114971,26.4
5.144482993043123,26.7
5.232851211842036,27.0
5.3212249341542295,27.3
5.409602342308257,27.599999999999998
5.497981643599382,27.9
5.586361253903889,28.2
5.67473988980677,28.5
5.76311611911729,28.799999999999997
5.8514886976626075,29.099999999999998
5.939856655792695,29.4
6.028218909781744,29.7
6.116574512020293,30.0
