R_1_task1,_1_task1
1.0,0.0
1.3567470409515991,0.3
1.7815063416779715,0.6
2.2463169874669995,0.8999999999999999
2.7390468469872045,1.2
3.252631878252934,1.5
3.7823979145004136,1.7999999999999998
4.325009397998031,2.1
4.877965063555642,2.4
5.43932191774868,2.6999999999999997
6.007545028733406,3.0
6.581388634976707,3.3
7.1598308441974385,3.5999999999999996
7.74201523223726,3.9
8.327225191775385,4.2
8.914855999154005,4.5
9.504392863517804,4.8
10.095392947980768,5.1
10.687474843401407,5.3999999999999995
11.280311063811393,5.7
11.873618498871574,6.0
12.46714952187994,6.3
13.06068809444677,6.6
13.654045289471854,6.8999999999999995
14.247056001847909,7.199999999999999
14.839575794217566,7.5
15.431478048596887,7.8
16.02265137187159,8.1
16.612997113991234,8.4
17.202427825593915,8.7
17.7908664920587,9.0
18.378245310289053,9.299999999999999
18.96450457320237,9.6
19.549591605652378,9.9
20.133459650741944,10.2
20.716067138763453,10.5
21.29737718510612,10.799999999999999
21.87735711593517,11.1
22.45597801579122,11.4
23.033214313790666,11.7
23.609043295307668,12.0
24.183444771980678,12.299999999999999
24.75640093347367,12.6
25.327895702255812,12.9
25.89791520994384,13.2
26.466446503359116,13.5
27.033479161620363,13.799999999999999
27.59900322686814,14.1
28.16301034094349,14.399999999999999
28.7254929023716,14.7
29.28644406682813,15.0
29.845857638519043,15.299999999999999
30.40372874172827,15.6
30.96005274782019,15.899999999999999
31.514826183108365,16.2
32.06804610970086,16.5
32.61970984884199,16.8
33.16981541378548,17.099999999999998
33.71836081587952,17.4
34.26534434621482,17.7
34.81076477200655,18.0
35.35462077562233,18.3
35.89691178159552,18.599999999999998
36.43763728196779,18.9
36.976797214282044,19.2
37.5143918854546,19.5
38.05042169697652,19.8
38.58488741654664,20.099999999999998
39.11778986910841,20.4
39.64913004309685,20.7
40.178909101254845,21.0
40.707128262818586,21.3
41.2337889549202,21.599999999999998
41.75889269851026,21.9
42.28244116025483,22.2
42.80443614594227,22.5
43.32487955107111,22.8
43.84377338976733,23.099999999999998
44.361119754926555,23.4
44.87692081336995,23.7
45.39117881369017,24.0
45.903896060528986,24.3
46.415074939362256,24.599999999999998
46.92471790421352,24.9
47.43282746683702,25.2
47.93940620830771,25.5
48.44445675308023,25.8
48.94798177101963,26.099999999999998
49.44998398106324,26.4
49.95046613748297,26.7
50.44943102756832,27.0
50.94688148955788,27.3
51.44282040933716,27.599999999999998
51.937250671631844,27.9
52.43017521225623,28.2
52.92159703129298,28.5
53.41151911304744,28.799999999999997
53.89994448598716,29.099999999999998
54.386876224600975,29.4
54.87231741001825,29.7
55.35627115489944,30.0
