E_1_task1,_1_task1
100.0,0.0
132.691857126108,0.3
149.16334809556471,0.6
160.07946008738915,0.8999999999999999
168.03103841176195,1.2
174.1101617743443,1.5
178.8912466401277,1.7999999999999998
182.71893342398724,2.1
185.81803680809793,2.4
188.34529586328586,2.6999999999999997
190.41294905303695,3.0
192.10524162496205,3.3
193.4867562483212,3.5999999999999996
194.60868229522933,3.9
195.51180025528188,4.2
196.22905388126213,4.5
196.78745428490816,4.8
197.20949497817588,5.1
197.51402575386385,5.3999999999999995
197.71684073312022,5.7
197.8312551935206,6.0
197.86868924673766,6.3
197.83894228849314,6.6
197.75045923277898,6.8999999999999995
197.61050796243512,7.199999999999999
197.425386800791,7.5
197.2006463039754,7.8
196.9409833126828,8.1
196.6504661494213,8.4
196.33268288464365,8.7
195.99085815284755,9.0
195.62783958639992,9.299999999999999
195.24611419328272,9.6
194.84783700638968,9.9
194.43486674323526,10.2
194.00886129731285,10.5
193.5713038100834,10.799999999999999
193.12351389460213,11.1
192.6666622317087,11.4
192.20176998689158,11.7
191.7297331900671,12.0
191.2513502413021,12.299999999999999
190.76733495071707,12.6
190.27833486973083,12.9
189.78488258688796,13.2
189.2874978576578,13.5
188.7867645821698,13.799999999999999
188.28321069352958,14.1
187.7769130841686,14.399999999999999
187.26804684336545,14.7
186.7570429587821,15.0
186.24410543478623,15.299999999999999
185.72961283742282,15.6
185.2140044414925,15.899999999999999
184.69726244840808,16.2
184.17953561517444,16.5
183.66103807884699,16.8
183.14179844863455,17.099999999999998
182.62195670330112,17.4
182.10160562911642,17.7
181.58084609557477,18.0
181.0598173917057,18.3
180.53860413126088,18.599999999999998
180.01732918854827,18.9
179.49607833324578,19.2
178.97493372936574,19.5
178.45397325717468,19.8
177.9332542656251,20.099999999999998
177.412839030171,20.4
176.89277743083733,20.7
176.37311905417778,21.0
175.8539114327307,21.3
175.33519751005005,21.599999999999998
174.81702079015028,21.9
174.29942010894698,22.2
173.78243286639199,22.5
173.26609328782746,22.8
172.75043239202225,23.099999999999998
172.23547920886492,23.4
171.72125974715678,23.7
171.2077985250464,24.0
170.6951183920817,24.3
170.18324364297476,24.599999999999998
169.67220031013315,24.9
169.16200669081968,25.2
168.65267634134807,25.5
168.14422577318885,25.8
167.63666924082415,26.099999999999998
167.13002152154394,26.4
166.62429809695726,26.7
166.11951089882172,27.0
165.61567324486404,27.3
165.11279886309507,27.599999999999998
164.61089802962397,27.9
164.10998158986186,28.2
163.6100614595374,28.5
163.11114620062946,28.799999999999997
162.6132445790765,29.099999999999998
162.11636679920815,29.4
161.62052021798326,29.7
161.1257123382838,30.0
