value_component_environment_variable_time,value_component_Clb2_variable_Clb2,value_component_Clb2_variable_epsilon,value_component_Clb2_variable_Jm,value_component_Clb2_variable_ks_clb,value_component_PClb2_variable_PClb2,value_component_Trim_variable_Trim,value_component_PTrim_variable_PTrim,value_component_Mcm_a_variable_Mcm_a,value_component_Mcm_a_variable_Ji_mcm,value_component_Mcm_a_variable_Ja_mcm,value_component_Mcm_a_variable_ki_mcm,value_component_Mcm_a_variable_ka_mcm,value_component_Sic1_variable_Sic1,value_component_Sic1_variable_ks_sic,value_component_Mih1_a_variable_Mih1_a,value_component_Mih1_a_variable_Ji_mih,value_component_Mih1_a_variable_Ja_mih,value_component_Mih1_a_variable_Vi_mih,value_component_Mih1_a_variable_Va_mih,value_component_IE_a_variable_IE_a,value_component_IE_a_variable_Ji_ie,value_component_IE_a_variable_Ja_ie,value_component_IE_a_variable_ki_ie,value_component_IE_a_variable_ka_ie,value_component_Cdc20_a_variable_Cdc20_a,value_component_Cdc20_variable_Cdc20,value_component_Cdc20_variable_ks_cdc20_1,value_component_Cdc20_variable_ks_cdc20_2,value_component_Cdc20_variable_Js_cdc20,value_component_Cdh1_a_variable_Cdh1_a,value_component_Cdh1_a_variable_Ji_cdh,value_component_Cdh1_a_variable_Ja_cdh,value_component_Cdh1_a_variable_ki_cdh,value_component_Cdh1_a_variable_ka_cdh_1,value_component_Cdh1_a_variable_ki_cdh_1,value_component_Cdh1_a_variable_ka_cdh_2,value_component_Cln_variable_Cln,value_component_Cln_variable_ks_cln,value_component_Cln_variable_kd_cln,value_component_SBF_a_variable_SBF_a,value_component_SBF_a_variable_Ji_sbf,value_component_SBF_a_variable_Ja_sbf,value_component_SBF_a_variable_ki_sbf_1,value_component_SBF_a_variable_ka_sbf_1,value_component_SBF_a_variable_ki_sbf_2,value_component_SBF_a_variable_ka_sbf_2,value_component_Swe1_variable_Swe1,value_component_Swe1_variable_ks_swe,value_component_Swe1_variable_ks_sweC,value_component_PSwe1_variable_PSwe1,value_component_Swe1M_variable_Swe1M,value_component_PSwe1M_variable_PSwe1M,value_component_PSwe1M_variable_kd_swe_2,value_component_BE_variable_BE,value_component_BE_variable_ks_bud,value_component_BE_variable_kd_bud,value_component_M_variable_M,value_component_M_variable_mu,value_component_IE_variable_IE,value_component_IE_variable_IE_total,value_component_Cdh1_variable_Cdh1,value_component_Cdh1_variable_Cdh1_total,value_component_Mih1_variable_Mih1,value_component_Mih1_variable_Mih1_total,value_component_Mcm_variable_Mcm,value_component_Mcm_variable_Mcm_total,value_component_SBF_variable_SBF,value_component_SBF_variable_SBF_total,value_component_Swe1_total_variable_Swe1_total,value_component_BUD_variable_BUD,value_component_kinetic_parameters_variable_Ji_cdc20,value_component_kinetic_parameters_variable_Ja_cdc20,value_component_kinetic_parameters_variable_ki_cdc20,value_component_kinetic_parameters_variable_kd_cdc20,value_component_kinetic_parameters_variable_ka_cdc20,value_component_kinetic_parameters_variable_khsl1,value_component_kinetic_parameters_variable_khsl1r,value_component_kinetic_parameters_variable_kd_swe_1,value_component_kinetic_parameters_variable_Ji_wee,value_component_kinetic_parameters_variable_Ja_wee,value_component_kinetic_parameters_variable_Vi_wee,value_component_kinetic_parameters_variable_Va_wee,value_component_kinetic_parameters_variable_kd_clb_1,value_component_kinetic_parameters_variable_kd_clb_2,value_component_kinetic_parameters_variable_kd_clb_3,value_component_kinetic_parameters_variable_kswe,value_component_kinetic_parameters_variable_kmih,value_component_kinetic_parameters_variable_kass,value_component_kinetic_parameters_variable_kdiss,value_component_kinetic_parameters_variable_kd_sic,value_component_kinetic_parameters_variable_kd_sic_1,value_component_kinetic_parameters_variable_kd_sic_2,value_component_kinetic_parameters_variable_kswe_1,value_component_kinetic_parameters_variable_kswe_2,value_component_kinetic_parameters_variable_kswe_3,value_component_kinetic_parameters_variable_kmih_1,value_component_kinetic_parameters_variable_kmih_2
0.0,0.184,0.5,10.0,0.015,0.0,0.084,0.0,0.933,0.1,0.1,0.15,1.0,0.003,0.1,0.808,0.1,0.1,0.3,1.0,0.522,0.01,0.01,0.04,0.1,1.438,1.172,0.005,0.3,0.3,0.993,0.01,0.01,35.0,1.0,2.0,10.0,0.054,0.1,0.1,0.124,0.01,0.01,1.0,1.0,2.0,0.0,0.0,0.0025,0.0,0.0,0.018,0.013,0.05,0.0,0.1,0.1,0.802,0.005,0.478,1.0,0.007000000000000006,1.0,0.19199999999999995,1.0,0.06699999999999995,1.0,0.876,1.0,0.031,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.00017999999999999998,4.136,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.1,0.15272526433413236,0.5,10.0,0.015,2.9323213876200337e-06,0.08758552229255322,1.6882456106172285e-06,0.9263928619182467,0.1,0.1,0.15,1.0,0.004327498120423184,0.1,0.7925386092432447,0.1,0.1,0.3,1.0,0.5197239717086924,0.01,0.01,0.04,0.1,1.4506175881588843,1.1366312222972963,0.005,0.3,0.3,0.9946311210119047,0.01,0.01,35.0,1.0,2.0,10.0,0.05447728844699766,0.1,0.1,0.08173506267668683,0.01,0.01,1.0,1.0,2.0,0.0,4.14293627675232e-05,0.0025,0.0,1.4997784830912777e-05,0.019318556712629182,0.011575974143373685,0.05,0.0005400421030865128,0.1,0.1,0.802401100267029,0.005,0.48027602829130756,1.0,0.005368878988095349,1.0,0.2074613907567553,1.0,0.07360713808175334,1.0,0.9182649373233132,1.0,0.0309509580036013,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.00027904384962752077,4.066423741594601,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.2,0.12359041360561164,0.5,10.0,0.015,4.852459036154585e-06,0.09197740846937628,3.6388789711953204e-06,0.9188664413782197,0.1,0.1,0.15,1.0,0.005411751461923978,0.1,0.7753547088955459,0.1,0.1,0.3,1.0,0.5171510422903078,0.01,0.01,0.04,0.1,1.4628668115999384,1.1004363805589534,0.005,0.3,0.3,0.996077625056962,0.01,0.01,35.0,1.0,2.0,10.0,0.054583911836745595,0.1,0.1,0.05073521409488516,0.01,0.01,1.0,1.0,2.0,0.0,7.497226114436529e-05,0.0025,0.0,2.8547632073918697e-05,0.02069176001811546,0.010103711983462086,0.05,0.0010775167498485274,0.1,0.1,0.8028024011340187,0.005,0.48284895770969216,1.0,0.003922374943038043,1.0,0.22464529110445408,1.0,0.08113355862178029,1.0,0.9492647859051149,1.0,0.03089899189479583,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.0003625716488846689,3.9890961900299566,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.30000000000000004,0.09696016786158433,0.5,10.0,0.015,5.754045529685949e-06,0.09651121950980844,5.795105495694428e-06,0.9104046589692846,0.1,0.1,0.15,1.0,0.006917940489889601,0.1,0.7565249123081255,0.1,0.1,0.3,1.0,0.5143055522106463,0.01,0.01,0.04,0.1,1.4747229214032993,1.0641177598794813,0.005,0.3,0.3,0.9971660773870978,0.01,0.01,35.0,1.0,2.0,10.0,0.05444421749707837,0.1,0.1,0.032551667430994816,0.01,0.01,1.0,1.0,2.0,0.0,0.00010669850226380166,0.0025,0.0,3.762296349104522e-05,0.022089423477276125,0.00861353253457919,0.05,0.0016093684196802425,0.1,0.1,0.803203902701613,0.005,0.48569444778935367,1.0,0.002833922612902162,1.0,0.24347508769187454,1.0,0.08959534103071543,1.0,0.9674483325690052,1.0,0.030847277477610163,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.00044181583199857363,3.9043621053865647,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.4,0.07280290987877666,0.5,10.0,0.015,5.7900490209623895e-06,0.10094411159905961,8.16584252933075e-06,0.9009978028921501,0.1,0.1,0.15,1.0,0.009090292049847166,0.1,0.7361375939534291,0.1,0.1,0.3,1.0,0.5112117590186764,0.01,0.01,0.04,0.1,1.4861638656905132,1.0281079848405519,0.005,0.3,0.3,0.9980055365037018,0.01,0.01,35.0,1.0,2.0,10.0,0.05418470079353665,0.1,0.1,0.02567776940789216,0.01,0.01,1.0,1.0,2.0,0.0,0.00013992985370371133,0.0025,0.0,4.2028791942370004e-05,0.023482024023576936,0.007134961195111778,0.05,0.0021338447081110786,0.1,0.1,0.8036056050701871,0.005,0.48878824098132356,1.0,0.001994463496298171,1.0,0.26386240604657085,1.0,0.09900219710784985,1.0,0.9743222305921079,1.0,0.030798943864334793,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.0005230857060316661,3.812619172790431,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.5,0.05128480078227949,0.5,10.0,0.015,5.135982360236247e-06,0.10486079467785468,1.0763023804854115e-05,0.8906514244008011,0.1,0.1,0.15,1.0,0.012341385403281543,0.1,0.7143006785750493,0.1,0.1,0.3,1.0,0.5078944894772461,0.01,0.01,0.04,0.1,1.4971702487120375,0.9926385778076074,0.005,0.3,0.3,0.9986556240087542,0.01,0.01,35.0,1.0,2.0,10.0,0.05389445686979044,0.1,0.1,0.02496986900870263,0.01,0.01,1.0,1.0,2.0,0.0,0.00017637758041733976,0.0025,0.0,4.227138891160738e-05,0.024837931417102343,0.005699501067067654,0.05,0.0026503158535897673,0.1,0.1,0.8040075083401668,0.005,0.49210551052275386,1.0,0.0013443759912458164,1.0,0.2856993214249507,1.0,0.10934857559919886,1.0,0.9750301309912973,1.0,0.030756081453498944,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.0006095887527880244,3.714353053587722,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.6000000000000001,0.032882595173171186,0.5,10.0,0.015,3.986336775988123e-06,0.10755962412245397,1.3533179342267478e-05,0.8794045544818769,0.1,0.1,0.15,1.0,0.017354316055838117,0.1,0.6911622820820147,0.1,0.1,0.3,1.0,0.504381631727025,0.01,0.01,0.04,0.1,1.5077254670720814,0.9578191734910223,0.005,0.3,0.3,0.9991570231598846,0.01,0.01,35.0,1.0,2.0,10.0,0.05361369209567514,0.1,0.1,0.02659736861906303,0.01,0.01,1.0,1.0,2.0,0.0,0.00021644761601342146,0.0025,0.0,3.895468265811543e-05,0.026118126341150797,0.004345895662599397,0.05,0.0031587884329195488,0.1,0.1,0.8044096126120276,0.005,0.495618368272975,1.0,0.0008429768401153614,1.0,0.3088377179179853,1.0,0.12059544551812307,1.0,0.973402631380937,1.0,0.030719424302421732,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.000701867431969974,3.610230269369066,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.7000000000000001,0.018432601102494683,0.5,10.0,0.015,2.6147071320896637e-06,0.10800205327771212,1.628584160379042e-05,0.8673550209931222,0.1,0.1,0.15,1.0,0.025114649771339197,0.1,0.6669391530689839,0.1,0.1,0.3,1.0,0.5007075628928974,0.01,0.01,0.04,0.1,1.5178161487407704,0.9236951698733273,0.005,0.3,0.3,0.9995157463684033,0.01,0.01,35.0,1.0,2.0,10.0,0.0533565770017828,0.1,0.1,0.029009445819262868,0.01,0.01,1.0,1.0,2.0,0.0,0.0002597077324769038,0.0025,0.0,3.2875356336769546e-05,0.02727080794381241,0.003125478558899534,0.05,0.003659519611384415,0.1,0.1,0.8048119179862957,0.005,0.4992924371071026,1.0,0.0004842536315966539,1.0,0.3330608469310161,1.0,0.13264497900687777,1.0,0.9709905541807371,1.0,0.03068886959152562,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.0007986986156592856,3.5012261888104277,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.8,0.008785481502075643,0.5,10.0,0.015,1.3944561631118592e-06,0.1051560084190075,1.8682947822012033e-05,0.8546809188743418,0.1,0.1,0.15,1.0,0.036547734758182446,0.1,0.6419376043491803,0.1,0.1,0.3,1.0,0.49691549870690194,0.01,0.01,0.04,0.1,1.5274329068482133,0.8902826172293682,0.005,0.3,0.3,0.9997407878047546,0.01,0.01,35.0,1.0,2.0,10.0,0.053127027447493834,0.1,0.1,0.03154018421689281,0.01,0.01,1.0,1.0,2.0,0.0,0.0003049969290661439,0.0025,0.0,2.5303839322501855e-05,0.028232201491286902,0.002101309367792785,0.05,0.004152846712230066,0.1,0.1,0.8052144245635477,0.005,0.503084501293098,1.0,0.0002592121952453841,1.0,0.35806239565081965,1.0,0.14531908112565817,1.0,0.9684598157831072,1.0,0.030663811627468333,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.0008973766409096571,3.388719219571312,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
0.9,0.0038068412660805947,0.5,10.0,0.015,6.28150705233836e-07,0.09899333532282509,2.0423328068334716e-05,0.8416211499140255,0.1,0.1,0.15,1.0,0.05152776396874478,0.1,0.6165204471218304,0.1,0.1,0.3,1.0,0.49305311456148354,0.01,0.01,0.04,0.1,1.5365710434105084,0.8575853234117178,0.005,0.3,0.3,0.9998526379472914,0.01,0.01,35.0,1.0,2.0,10.0,0.052923737646217044,0.1,0.1,0.033774079534251954,0.01,0.01,1.0,1.0,2.0,0.0,0.00035061962415547387,0.0025,0.0,1.791399993930607e-05,0.02894838879903739,0.001326330363416875,0.05,0.0046391146244742125,0.1,0.1,0.80561713244441,0.005,0.5069468854385164,1.0,0.00014736205270859948,1.0,0.3834795528781696,1.0,0.15837885008597452,1.0,0.9662259204657481,1.0,0.030643252786549044,0.0,0.001,0.001,0.25,0.1,1.0,1.0,0.01,0.007,0.05,0.05,1.0,0.3,0.015,1.0,0.1,0.0009943059362891827,3.274342012048237,300.0,0.1,0.01,1.0,3.0,2.0,0.01,0.2,5.0,0.5
