Time,s16,s2,s3,s4,s14,s13,s12,e_rt,e_pi,epi,omega,mu,beta,c1,N1,s,d,default,re1,re3,re4,re5,re7,re8,re9,re11,re12,re14,re15,re17,re18,re20,re24,re25,re26,Production_of_HPV_due_to_HPV_self_proliferating
0.0,0.01,48000.0,2364.0256959314775,250000.0,0.0,0.0,1.0,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.5,48.0,0.0001,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0
5.0,0.010030644844007647,48000.0,2364.0256959314775,250000.0,205.46286210710775,0.8929783513956884,0.09776106508388561,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.04888053254194281,4.69253112402651,9.806065234283733e-06,0.042862960866993045,1.0268111701362925e-08,8.95714869623761e-05,0.004692531124026509,10.273143105355388,0.044648917569784424,0.02699183886824728,8.95714869623761e-06,42.86296086699304
10.0,0.010080673931671074,48000.0,2364.0256959314775,250000.0,388.78537742209113,1.0955299715430522,0.08131195378490216,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.04065597689245108,3.902973781675304,8.196792928527063e-06,0.052585438634066506,1.2723170442860323e-08,0.000110436804254984,0.003902973781675304,19.43926887110456,0.05477649857715261,0.051075121877698214,1.10436804254984e-05,52.585438634066506
15.0,0.010142211281003496,48000.0,2364.0256959314775,250000.0,584.3489871350936,1.3595244436146885,0.12286728442028548,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.06143364221014274,5.897629652173703,1.2461459581136846e-05,0.06525717329350506,1.598248385180782e-08,0.00013788584148828896,0.005897629652173703,29.21744935675468,0.06797622218073443,0.07676635149635026,1.3788584148828896e-05,65.25717329350505
20.0,0.010220550807618462,48000.0,2364.0256959314775,250000.0,815.599639712279,1.7439914123729308,0.17465726681993457,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.08732863340996729,8.38354880735686,1.7850934694529156e-05,0.08371158779390067,2.0820199760683756e-08,0.0001782455283820782,0.00838354880735686,40.77998198561395,0.08719957061864654,0.10714564591960252,1.782455283820782e-05,83.71158779390068
25.0,0.010322968377271653,48000.0,2364.0256959314775,250000.0,1105.4143037278614,2.2765264218802597,0.23869408139889453,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.11934704069944727,11.457315907146938,2.464031454122694e-05,0.10927326825025246,2.772514563378973e-08,0.00023500510263093307,0.011457315907146938,55.27071518639307,0.11382632109401299,0.14521825662632573,2.3500510263093306e-05,109.27326825025247
30.0,0.010458858856757697,48000.0,2364.0256959314775,250000.0,1479.5396211838658,2.9961210659070248,0.32064214775790434,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.16032107387895217,15.390823092379408,3.353550966927568e-05,0.1438138111635372,3.745587176765406e-08,0.0003133600734608,0.01539082309237941,73.97698105919329,0.14980605329535124,0.19436631185715825,3.1336007346079995e-05,143.8138111635372
35.0,0.010640834428651347,48000.0,2364.0256959314775,250000.0,1969.3863428247187,3.957981509493081,0.42748674169098483,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.21374337084549241,20.51936360116727,4.5488156387774166e-05,0.18998311245566787,5.121734705285237e-08,0.000421162259141794,0.02051936360116727,98.46931714123593,0.19789907547465405,0.25871585304764294,4.21162259141794e-05,189.98311245566788
40.0,0.01088633589983203,48000.0,2364.0256959314775,250000.0,2614.960989997797,5.23749948009242,0.5680237035070933,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.28401185175354665,27.26513776834048,6.183696835444815e-05,0.2513999750444362,7.093807525358327e-08,0.0005701717861548171,0.02726513776834048,130.74804949988985,0.261874974004621,0.3435218309830632,5.70171786154817e-05,251.39997504443613
45.0,0.011220077091018807,48000.0,2364.0256959314775,250000.0,3468.311166448947,6.935912488927861,0.7536247826384048,0.0,0.0,0.5,0.001,0.048,1.9700214132762312e-07,23.0,467.0,4864.0256959314775,0.01,1.0,1104000.0,1104000.0,2364.0256959314775,4864.0256959314775,2500.0,2364.0256959314775,0.3768123913192024,36.17398956664343,8.455728158905195e-05,0.33292379946853734,9.979004850322007e-08,0.0007782147282233073,0.03617398956664343,173.41555832244737,0.34679562444639306,0.45562047259370186,7.782147282233073e-05,332.9237994685373
