I_3_task1,N_1_task1,T_2_task1,_1_task1,u_4_task1
0.15,1.0,0.25,0.0,0.0
0.18816103948240973,0.9656028846583719,0.2521276485586075,0.15,0.0
0.22378059784827584,0.9365022007373461,0.2546444025223621,0.3,0.0
0.25698947501145253,0.9115920487312026,0.257408184627835,0.44999999999999996,0.0
0.28791274982116033,0.8900528998766268,0.2603140643534956,0.6,0.0
0.31667132836631806,0.8712643320856732,0.2632838567146301,0.75,0.0
0.3433828103663812,0.8547469357475173,0.26625910282283655,0.8999999999999999,0.0
0.3681617845425215,0.8401251545117859,0.269196435588494,1.05,0.0
0.39111979597289404,0.8271030596780988,0.2720645019772567,1.2,0.0
0.41236525446165384,0.8154443712786031,0.274841130987171,1.3499999999999999,0.0
0.4320032337650403,0.804956418337827,0.27751108502143335,1.5,0.0
0.45013522035983544,0.795481047240107,0.2800647028981937,1.65,0.0
0.4668588159893197,0.7868877679419535,0.2824966689381536,1.7999999999999998,0.0
0.48226752727417854,0.7790674285034868,0.2848049511465194,1.95,0.0
0.4964506635404958,0.7719290775850803,0.28699025220457963,2.1,0.0
0.5094931831629936,0.765396142029895,0.28905525578563984,2.25,0.0
0.5214755695542611,0.7594034668422679,0.29100395999521367,2.4,0.0
0.5324739812333846,0.7538946044216011,0.2928414270551378,2.55,0.0
0.5425601546267317,0.748819600343442,0.29457324508066196,2.6999999999999997,0.0
0.5518014600076394,0.7441347218524148,0.29620538481067576,2.85,0.0
0.560261019222675,0.739802622637756,0.297744066109195,3.0,0.0
0.5679978692765072,0.7357905869977823,0.29919556802398534,3.15,0.0
0.5750671032455725,0.7320700188999864,0.30056612397180354,3.3,0.0
0.5815200916429529,0.7286148455223241,0.30186181817068153,3.4499999999999997,0.0
0.587404606263287,0.7254014394247975,0.3030884979852343,3.5999999999999996,0.0
0.5927650003533188,0.7224086892421461,0.3042517316864836,3.75,0.0
0.5976423914866685,0.7196175819316851,0.3053567670190891,3.9,0.0
0.6020748512813046,0.7170113660014475,0.30640854138160406,4.05,0.0
0.6060976091958539,0.7145747333929596,0.30741168033251,4.2,0.0
0.6097432292146588,0.7122936408766225,0.3083704956617526,4.35,0.0
0.613041789445535,0.7101551968814648,0.3092889897206414,4.5,0.0
0.616021049120822,0.7081475695003512,0.3101708610025942,4.6499999999999995,0.0
0.6187066028679006,0.7062601263067596,0.3110195116690855,4.8,0.0
0.6211220385329369,0.7044831570204729,0.31183806813667264,4.95,0.0
0.6232890684218803,0.7028076602621556,0.31262940901454134,5.1,0.0
0.6252277053489801,0.7012254761201355,0.3133961639063087,5.25,0.0
0.6269563402249244,0.6997290293663515,0.31414074423920313,5.3999999999999995,0.0
0.628491921506256,0.698311380616526,0.3148653470201655,5.55,0.0
0.6298500631774997,0.6969662353972358,0.31557196724089,5.7,0.0
0.6310450498785615,0.6956876401119643,0.31626243835717505,5.85,0.0
0.6320901482148568,0.6944702733820395,0.3169384081941833,6.0,0.0
0.6329973839586056,0.6933091050184068,0.3176013957589556,6.1499999999999995,0.0
0.6337779784263572,0.6921995217105842,0.31825277474488595,6.3,0.0
0.6344420833295987,0.6911373227511098,0.3188937921833755,6.45,0.0
0.6349991480065766,0.6901185385340144,0.3195255952596241,6.6,0.0
0.6354577669402689,0.6891396007839913,0.3201492115258524,6.75,0.0
0.6358258836119572,0.6881971822940971,0.3207655859907819,6.8999999999999995,0.0
0.6361107780019768,0.6872882282216606,0.3213755721014192,7.05,0.0
0.6363191312858274,0.686409942171351,0.32197994051300327,7.199999999999999,0.0
0.636457112740222,0.6855597347370406,0.32257939688435566,7.35,0.0
0.6365303394971881,0.6847352228632061,0.3231745727431455,7.5,0.0
0.6365440362392488,0.6839342039750446,0.32376604834897915,7.6499999999999995,0.0
0.6365029298343244,0.6831546574777188,0.32435434274247793,7.8,0.0
0.6364114329070202,0.6823946945867292,0.3249399342415728,7.949999999999999,0.0
0.636273532241854,0.6816526093236054,0.3255232486670946,8.1,0.0
0.6360929436245902,0.6809267948916449,0.3261046807370675,8.25,0.0
0.6358730449587142,0.6802157953763703,0.32668458215359647,8.4,0.0
0.6356169550624629,0.6795182638556269,0.3272632751407085,8.549999999999999,0.0
0.6353275385555495,0.6788329592464216,0.3278410515597284,8.7,0.0
0.6350074171445993,0.678158745190448,0.3284181733166457,8.85,0.0
