Time,N,T,I,u,a1,a2,a3,b1,b2,alpha,c1,c2,c3,c4,d1,d2,r1,r2,s,p,v,compartment,Presence_of_Normal_Cell,Normal_cells_attacked_and_removed,Induction_of_tumor_cell,Tumor_cells_removed_by_immune_system,Initiation_immune_response_against_tumor,Removal_of_immune_response_components,Increase_in_amount_of_drug_at_tumor_site,Decrease_of_chemotherapeutic_drug_at_tumor_site
0.0,1.0,0.25,0.15,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.0,0.25,0.28125,0.26875,0.3306818181818182,0.0675,0.0,0.0
0.15,0.9656028846583719,0.2521276485586075,0.18816103948240973,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.03321395379780288,0.24345518475032357,0.28283894608637217,0.2671754849678452,0.330859232472036,0.08507280833152521,0.0,0.0
0.3,0.9365022007373461,0.2546444025223621,0.22378059784827584,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.05946582875145358,0.23847504336763872,0.28470094617958697,0.2669672816852243,0.3310274056021484,0.10174059620482635,0.0,0.0
0.44999999999999996,0.9115920487312026,0.257408184627835,0.25698947501145253,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.08059198542125136,0.23465125438506776,0.2867238166716561,0.26772685150064696,0.3311867639560285,0.11754908923344887,0.0,0.0
0.6,0.8900528998766268,0.2603140643534956,0.28791274982116033,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.09785873529783412,0.2316932878564996,0.2888259783798896,0.2691671568990683,0.331337602299375,0.13253028804936945,0.0,0.0
0.75,0.8712643320856732,0.2632838567146301,0.31667132836631806,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.11216279572097895,0.2293898335694123,0.2909482012621504,0.27107705789102693,0.3314801497974665,0.14670871431649288,0.0,0.0
0.8999999999999999,0.8547469357475173,0.26625910282283655,0.3433828103663812,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.12415461157774686,0.22758415225270265,0.2930477894802221,0.27329855175917106,0.33161461067128384,0.1601053610862131,0.0,0.0
1.05,0.8401251545117859,0.269196435588494,0.3681617845425215,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.13431487926833374,0.22615869704280553,0.29509457198241573,0.2757126171021785,0.33174118869905217,0.1727401970272502,0.0,0.0
1.2,0.8271030596780988,0.2720645019772567,0.39111979597289404,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.1430035883492261,0.22502538201518718,0.2970681131116859,0.278230288267593,0.33186010165177215,0.18463377169939046,0.0,0.0
1.3499999999999999,0.8154443712786031,0.274841130987171,0.41236525446165384,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.15049484862864676,0.22411765325933386,0.2989552255572956,0.28078511971736064,0.33197158704912827,0.19580798380838427,0.0,0.0
