Time,T,V,S,I,V0,dv,a,di,r,L,b,S0,tme,virus_burst,virus_decay,tumor_growth,tumor_infection,infected_tumor_death
9.536,548954844.9843895,0.0,548954844.9843895,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37568663.850858025,0.0,0.0
9.6,551361678.7745254,0.0,551361678.7745254,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37644131.85148437,0.0,0.0
9.664,553773334.6529441,0.0,553773334.6529441,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37719361.14469646,0.0,0.0
9.728,556189796.9190173,0.0,556189796.9190173,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37794350.60816196,0.0,0.0
9.792,558611049.770169,0.0,558611049.770169,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37869099.12738686,0.0,0.0
9.856,561037077.3018748,0.0,561037077.3018748,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,37943605.59573711,0.0,0.0
9.92,563467863.5076628,0.0,563467863.5076628,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38017868.91446031,0.0,0.0
9.984,565903392.2791123,0.0,565903392.2791123,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38091887.9927071,0.0,0.0
10.048,568343647.4058558,0.0,568343647.4058558,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38165661.74755248,0.0,0.0
10.112,570788612.5755765,0.0,570788612.5755765,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38239189.10401679,0.0,0.0
10.176,573238271.3740107,0.0,573238271.3740107,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38312468.995086744,0.0,0.0
10.24,575692608.209139,0.0,575692608.209139,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38385500.38916343,0.0,0.0
10.304,578151611.2120615,0.0,578151611.2120615,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38458282.37498614,0.0,0.0
10.368,580615264.9702394,0.0,580615264.9702394,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38530813.94528039,0.0,0.0
10.432,583083553.4355011,0.0,583083553.4355011,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38603094.08442532,0.0,0.0
10.496,585556460.4868618,0.0,585556460.4868618,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38675121.78524553,0.0,0.0
10.56,588033969.9305241,0.0,588033969.9305241,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38746896.04901101,0.0,0.0
10.624,590516065.4998782,0.0,590516065.4998782,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38818415.88543704,0.0,0.0
10.688,593002730.8555014,0.0,593002730.8555014,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38889680.312684104,0.0,0.0
10.752,595493949.5851585,0.0,595493949.5851585,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,38960688.35735774,0.0,0.0
10.816,597989705.2038013,0.0,597989705.2038013,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39031439.05450838,0.0,0.0
10.88,600489981.1535695,0.0,600489981.1535695,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39101931.44763122,0.0,0.0
10.944,602994760.8037895,0.0,602994760.8037895,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39172164.588665985,0.0,0.0
11.008,605504027.4509753,0.0,605504027.4509753,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39242137.5379967,0.0,0.0
11.072,608017764.3188285,0.0,608017764.3188285,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39311849.364451505,0.0,0.0
11.136,610535954.5582376,0.0,610535954.5582376,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39381299.145302296,0.0,0.0
11.2,613058581.2472785,0.0,613058581.2472785,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39450485.96626452,0.0,0.0
11.264,615585627.3912147,0.0,615585627.3912147,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39519408.921496816,0.0,0.0
11.328,618117075.9224969,0.0,618117075.9224969,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39588067.11360065,0.0,0.0
11.392,620652909.7007629,0.0,620652909.7007629,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39656459.65361999,0.0,0.0
11.456,623193111.5128381,0.0,623193111.5128381,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39724585.661040895,0.0,0.0
11.52,625737664.0727351,0.0,625737664.0727351,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39792444.26379111,0.0,0.0
11.584,628286550.0216539,0.0,628286550.0216539,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39860034.59823956,0.0,0.0
11.648,630839751.9279817,0.0,630839751.9279817,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39927355.80919598,0.0,0.0
11.712,633397252.2872934,0.0,633397252.2872934,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,39994407.04991031,0.0,0.0
11.776,635959033.5259687,0.0,635959033.5259687,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40061187.482166246,0.0,0.0
11.84,638525079.5476726,0.0,638525079.5476726,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40127696.31624582,0.0,0.0
11.904,641095374.1419426,0.0,641095374.1419426,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40193932.76888421,0.0,0.0
11.968,643669899.866134,0.0,643669899.866134,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40259896.03474187,0.0,0.0
12.032,646248639.218339,0.0,646248639.218339,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40325585.31705829,0.0,0.0
12.096,648831574.6373848,0.0,648831574.6373848,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40390999.82764245,0.0,0.0
12.16,651418688.502835,0.0,651418688.502835,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40456138.78686348,0.0,0.0
12.224,654009963.1349895,0.0,654009963.1349895,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40521001.42364124,0.0,0.0
12.288,656605380.7948837,0.0,656605380.7948837,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40585586.97543693,0.0,0.0
12.352,659204923.6842889,0.0,659204923.6842889,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40649894.688243814,0.0,0.0
12.416,661808573.9457126,0.0,661808573.9457126,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40713923.8165779,0.0,0.0
12.48,664416313.6623981,0.0,664416313.6623981,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40777673.623468705,0.0,0.0
12.544,667028124.8583249,0.0,667028124.8583249,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40841143.38045,0.0,0.0
12.608,669643989.4982079,0.0,669643989.4982079,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40904332.36755065,0.0,0.0
12.672,672263889.4874988,0.0,672263889.4874988,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,40967239.873285435,0.0,0.0
12.736,674887806.6723843,0.0,674887806.6723843,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41029865.19464588,0.0,0.0
12.8,677515722.8397878,0.0,677515722.8397878,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41092207.63709119,0.0,0.0
12.864,680147619.7173684,0.0,680147619.7173684,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41154266.514539145,0.0,0.0
12.928,682783478.973521,0.0,682783478.973521,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41216041.14935706,0.0,0.0
12.992,685423282.2173765,0.0,685423282.2173765,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41277530.87235274,0.0,0.0
13.056,688067010.998802,0.0,688067010.998802,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41338735.02276551,0.0,0.0
13.12,690714646.8084003,0.0,690714646.8084003,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41399652.94825719,0.0,0.0
13.184,693366171.0775101,0.0,693366171.0775101,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41460284.004903205,0.0,0.0
13.248,696021565.1782066,0.0,696021565.1782066,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41520627.55718361,0.0,0.0
13.312,698680810.4232999,0.0,698680810.4232999,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41580682.977974184,0.0,0.0
13.376,701343851.7184802,0.0,701343851.7184802,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41640448.8353498,0.0,0.0
13.44,704010753.0823771,0.0,704010753.0823771,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41699926.37561012,0.0,0.0
13.504,706681451.3232285,0.0,706681451.3232285,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41759113.99793476,0.0,0.0
13.568,709355928.0214562,0.0,709355928.0214562,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41818011.11888111,0.0,0.0
13.632,712034164.6996413,0.0,712034164.6996413,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41876617.16311189,0.0,0.0
13.696,714716142.8230829,0.0,714716142.8230829,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41934931.5633992,0.0,0.0
13.76,717401843.800357,0.0,717401843.800357,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,41992953.76062801,0.0,0.0
13.824,720091248.9838753,0.0,720091248.9838753,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42050683.203799255,0.0,0.0
13.888,722784339.670445,0.0,722784339.670445,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42108119.350032575,0.0,0.0
13.952,725481097.1018263,0.0,725481097.1018263,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42165261.664568424,0.0,0.0
14.016,728181502.4652926,0.0,728181502.4652926,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42222109.620769955,0.0,0.0
14.08,730885536.8941883,0.0,730885536.8941883,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42278662.70012432,0.0,0.0
14.144,733593181.4684886,0.0,733593181.4684886,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42334920.39224363,0.0,0.0
14.208,736304417.2153575,0.0,736304417.2153575,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42390882.19486541,0.0,0.0
14.272,739019225.1097078,0.0,739019225.1097078,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42446547.61385277,0.0,0.0
14.336,741737586.0747591,0.0,741737586.0747591,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42501916.16319396,0.0,0.0
14.4,744459480.9825972,0.0,744459480.9825972,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42556987.36500169,0.0,0.0
14.464,747184890.6547323,0.0,747184890.6547323,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42611760.749511935,0.0,0.0
14.528,749913795.8626591,0.0,749913795.8626591,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42666235.85508238,0.0,0.0
14.592,752646177.3284146,0.0,752646177.3284146,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42720412.228190385,0.0,0.0
14.656,755382015.7251374,0.0,755382015.7251374,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42774289.42343068,0.0,0.0
14.72,758121291.6776266,0.0,758121291.6776266,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42827867.0035125,0.0,0.0
14.784,760863985.762901,0.0,760863985.762901,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42881144.53925643,0.0,0.0
14.848,763610078.5107573,0.0,763610078.5107573,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42934121.60959085,0.0,0.0
14.912,766359550.4073918,0.0,766359550.4073918,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,42986797.80160636,0.0,0.0
14.976,769112383.8678015,0.0,769112383.8678015,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43039172.74793467,0.0,0.0
15.04,771868561.1894107,0.0,771868561.1894107,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43091246.086898915,0.0,0.0
15.104,774628063.0494124,0.0,774628063.0494124,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43143017.43445943,0.0,0.0
15.168,777390870.0931621,0.0,777390870.0931621,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43194486.4147273,0.0,0.0
15.232,780156962.9349318,0.0,780156962.9349318,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43245652.659954846,0.0,0.0
15.296,782926322.1586626,0.0,782926322.1586626,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43296515.81052551,0.0,0.0
15.36,785698928.3187181,0.0,785698928.3187181,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43347075.51494337,0.0,0.0
15.424,788474761.9406377,0.0,788474761.9406377,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43397331.42982214,0.0,0.0
15.488,791253803.5218904,0.0,791253803.5218904,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43447283.21987371,0.0,0.0
15.552,794036033.5326269,0.0,794036033.5326269,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43496930.55789625,0.0,0.0
15.616,796821432.416434,0.0,796821432.416434,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43546273.12476184,0.0,0.0
15.68,799609980.5910872,0.0,799609980.5910872,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43595310.609403625,0.0,0.0
15.744,802401658.4493041,0.0,802401658.4493041,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43644042.708802566,0.0,0.0
15.808,805196446.3594977,0.0,805196446.3594977,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43692469.12797376,0.0,0.0
15.872,807994324.6665298,0.0,807994324.6665298,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43740589.579952225,0.0,0.0
15.936,810795273.692464,0.0,810795273.692464,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43788403.78577839,0.0,0.0
16.0,813599273.7373192,0.0,813599273.7373192,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43835911.47448296,0.0,0.0
16.064,816406305.0798227,0.0,816406305.0798227,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43883112.38307157,0.0,0.0
16.128,819216347.9781632,0.0,819216347.9781632,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43930006.256508864,0.0,0.0
16.192,822029382.670745,0.0,822029382.670745,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,43976592.84770215,0.0,0.0
16.256,824845389.3769401,0.0,824845389.3769401,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44022871.91748475,0.0,0.0
16.32,827664348.2978421,0.0,827664348.2978421,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44068843.234598815,0.0,0.0
16.384,830486239.6170195,0.0,830486239.6170195,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44114506.575677745,0.0,0.0
16.448,833311043.5012687,0.0,833311043.5012687,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44159861.7252283,0.0,0.0
16.512,836138740.1013672,0.0,836138740.1013672,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44204908.47561218,0.0,0.0
16.576,838969309.5528275,0.0,838969309.5528275,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44249646.62702721,0.0,0.0
16.64,841802731.9766493,0.0,841802731.9766493,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44294075.9874883,0.0,0.0
16.704,844638987.4800737,0.0,844638987.4800737,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44338196.37280772,0.0,0.0
16.768,847478056.157336,0.0,847478056.157336,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44382007.60657522,0.0,0.0
16.832,850319918.090419,0.0,850319918.090419,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44425509.520137705,0.0,0.0
16.896,853164553.3498068,0.0,853164553.3498068,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44468701.95257842,0.0,0.0
16.96,856011941.9952368,0.0,856011941.9952368,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44511584.75069588,0.0,0.0
17.024,858862064.0764543,0.0,858862064.0764543,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44554157.768982336,0.0,0.0
17.088,861714899.633965,0.0,861714899.633965,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44596420.86960193,0.0,0.0
17.152,864570428.6997885,0.0,864570428.6997885,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44638373.92236839,0.0,0.0
17.216,867428631.2982117,0.0,867428631.2982117,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44680016.8047225,0.0,0.0
17.28,870289487.4465415,0.0,870289487.4465415,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44721349.40170897,0.0,0.0
17.344,873152977.1558591,0.0,873152977.1558591,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44762371.60595319,0.0,0.0
17.408,876019080.4317716,0.0,876019080.4317716,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44803083.317637466,0.0,0.0
17.472,878887777.2751672,0.0,878887777.2751672,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44843484.44447698,0.0,0.0
17.536,881759047.6829673,0.0,881759047.6829673,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44883574.9016953,0.0,0.0
17.6,884632871.6684525,0.0,884632871.6684525,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44923354.6122694,0.0,0.0
17.664,887509229.7925098,0.0,887509229.7925098,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,44962823.51414024,0.0,0.0
17.728,890388102.3625839,0.0,890388102.3625839,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45001981.5489998,0.0,0.0
17.792,893269469.4438204,0.0,893269469.4438204,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45040828.66255683,0.0,0.0
17.856,896153311.1040679,0.0,896153311.1040679,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45079364.80790473,0.0,0.0
17.92,899039607.4146764,0.0,899039607.4146764,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45117589.945494175,0.0,0.0
17.984,901928338.4512941,0.0,901928338.4512941,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45155504.04310528,0.0,0.0
18.048,904819484.2946663,0.0,904819484.2946663,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45193107.0758195,0.0,0.0
18.112,907713025.0314333,0.0,907713025.0314333,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45230399.025991134,0.0,0.0
18.176,910608940.7549284,0.0,910608940.7549284,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45267379.88321851,0.0,0.0
18.24,913507211.5659744,0.0,913507211.5659744,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45304049.64431478,0.0,0.0
18.304,916407817.573684,0.0,916407817.573684,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45340408.31327842,0.0,0.0
18.368,919310738.8962559,0.0,919310738.8962559,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45376455.901263446,0.0,0.0
18.432,922215955.6617736,0.0,922215955.6617736,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45412192.42654912,0.0,0.0
18.496,925123448.0090029,0.0,925123448.0090029,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45447617.91450951,0.0,0.0
18.56,928033196.0881906,0.0,928033196.0881906,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45482732.39758264,0.0,0.0
18.624,930945180.0618613,0.0,930945180.0618613,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45517535.91523934,0.0,0.0
18.688,933859380.1056162,0.0,933859380.1056162,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45552028.5139517,0.0,0.0
18.752,936775776.4089314,0.0,936775776.4089314,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45586210.247161314,0.0,0.0
18.816,939694349.1759546,0.0,939694349.1759546,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45620081.17524717,0.0,0.0
18.88,942615078.6263039,0.0,942615078.6263039,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45653641.36549317,0.0,0.0
18.944,945537944.9958663,0.0,945537944.9958663,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45686890.89205543,0.0,0.0
19.008,948462928.537594,0.0,948462928.537594,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45719829.83592918,0.0,0.0
19.072,951390009.5223039,0.0,951390009.5223039,0.0,0.0,0.0,0.0,0.0,0.037,3490000000.0,0.0,251000000.0,1.0,0.0,0.0,45752458.28491545,0.0,0.0
