M_2_task1,N_3_task1,Pt_1_task1,_1_task1
0.0,0.1,2.0,0.0
0.0033617347530365957,0.10317449195918174,1.9745824920602622,0.02
0.006689643591178222,0.10614600737458665,1.9488512213623908,0.04
0.0099840712948986,0.10893016477007463,1.9228634970052345,0.06
0.013245361117836056,0.11154651030832871,1.8966717975735499,0.08
0.016473851477716166,0.11401489228365926,1.8703236227274564,0.1
0.01966987398696309,0.11635267274691617,1.8438618426294218,0.12
0.022833753005935205,0.11857355002272255,1.8173253202521416,0.14
0.025965806176047154,0.12068767304896465,1.790749571063767,0.16
0.029066345301761335,0.12270235410037542,1.7641673241313727,0.18
0.032135677196884156,0.12462287079197107,1.7376089464894622,0.2
0.03517410435202978,0.1264531306604302,1.711102745192564,0.22
0.03818192541371238,0.1281961515108373,1.6846751778964622,0.24
0.041159435512742884,0.12985438395563195,1.6583510010004006,0.26
0.04410692648570799,0.1314299190176418,1.6321533773992056,0.28
0.04702468702521154,0.13292461847965703,1.6061039589043293,0.3
0.049913002784248726,0.13434019550224424,1.580222953075459,0.32
0.05277215645170408,0.13567826409559297,1.5545291805855566,0.34
0.05560242780985238,0.13694036935869217,1.5290401268659302,0.36
0.05840409378074099,0.13812800598418046,1.5037719903062046,0.38
0.061177428465717144,0.1392426296493846,1.478739728367132,0.4
0.06392270318072525,0.14028566411697932,1.4539571024049833,0.42
0.06664018648897647,0.14125850575650256,1.42943672166567,0.44
0.0693301442319621,0.1421625265181099,1.405190086699949,0.46
0.07199283955939433,0.14299907597645614,1.3812276323253527,0.48
0.07462853295842145,0.14376948281337756,1.3575587701842806,0.5
0.07723748228231964,0.14447505595785054,1.334191930901436,0.52
0.0798199427787759,0.1451170855121267,1.311134605816008,0.54
0.08237616711782356,0.14569684353949314,1.2883933882476324,0.56
0.08490640541945976,0.14621558475755123,1.2659740142459728,0.58
0.08741090528095455,0.14667454716237088,1.2438814027691767,0.6
0.08988991180384988,0.1470749525981014,1.2221196952349394,0.62
0.09234366762064018,0.1474180072804641,1.2006922943883322,0.64
0.09477241292112148,0.14770490227908312,1.179601902432508,0.66
0.09717638547839427,0.14793681396174724,1.158850558371202,0.68
0.0995558206745037,0.14811490440272904,1.138439674515533,0.7
0.10191095152570048,0.1482403217568447,1.118370072111524,0.72
0.10424200870730439,0.14831420060077508,1.0986420160490176,0.74
0.10654922057815526,0.14833766224324815,1.0792552486195455,0.76
0.10883281320463138,0.148311815005511,1.060209022288177,0.78
0.11109301038422187,0.14823775447398535,1.041502131460663,0.8
0.11333003366863446,0.1481165637267564,1.0231329432198863,0.82
0.11554410238642476,0.14794931353588334,1.0050994270205251,0.84
0.11773543366517097,0.14773706254762362,0.9873991833742843,0.86
0.1199042424531056,0.14748085744276043,0.9700294714337775,0.88
0.12205074153998394,0.147181733076183,0.9529872352042734,0.9
0.12417514157845744,0.14684071260730183,0.936269129394853,0.92
0.1262776510612463,0.1464588073759883,0.919871539025487,0.94
0.1283584764305946,0.14603701749094766,0.9037906129255365,0.96
0.13041782207503985,0.14557633180913013,0.8880222833722535,0.98
0.13245589029466287,0.14507772772959943,0.872562280969768,1.0
0.1344728813422573,0.14454217139219663,0.857406157851824,1.02
0.13646899344322147,0.14397061776679695,0.8425493073516839,1.04
0.13844442281367078,0.1433640107342495,0.8279869824153198,1.06
0.14039936367574907,0.14272328315506821,0.8137143128861993,1.08
0.14233400827330853,0.14204935694531695,0.7997263219337256,1.1
0.14424854688507752,0.14134314314551547,0.7860179414951435,1.12
0.14614316783951808,0.1406055420074023,0.7725840269744937,1.14
0.14801805752276115,0.13983744305273504,0.7594193709413599,1.16
0.149873399327984,0.13903971934654324,0.7465186968740006,1.18
0.15170937588026553,0.13821323974241384,0.7338767138596052,1.2
0.15352617019797662,0.13735887527493904,0.7214881431556337,1.22
0.15532395882928757,0.1364774617579117,0.7093476283017717,1.24
0.157102919146303,0.1355698394902445,0.6974498227345136,1.26
0.15886322796821328,0.13463684596489495,0.6857893967802533,1.28
0.16060505569052821,0.13367928447714214,0.6743610324753178,1.3
0.1623285753724111,0.1326979725027283,0.6631594070003743,1.32
0.16403395677189794,0.13169371065285276,0.6521792483767914,1.34
0.1657213655095844,0.13066727830954938,0.6414153425272834,1.36
0.1673909697723266,0.12961946809240169,0.6308624418596296,1.38
0.16904293074897403,0.128551038921849,0.6205154722567371,1.4
0.17067740981970064,0.12746275063977217,0.6103693548625865,1.42
