Time,Pt,M,N,P,kpn,kpm,Ninf,kptn,kptm,mupt,knp,knpt,snr,munr,mun,knm,kmp,kmm,kmn,kmpt,smr,mumr,mum,fi2,fEN,R1,R2,ENinf,ken,EMinf,kem,Cn,Cm1,Cm2,kpg,pinf,kbp,sb,mub,kpb,C,E,fEM_Kmm_E,compartment,Pathogen_Growth,Pathogen_Destruction_Background_Response,Pathogen_Destruction_Neutrophils,Pathogen_Destruction_Macrophages,Debris_Destruction_Neutrophils,Debris_Destruction_Macrophages,Debris_Neutrophil_Decay,Debris_Decay_Intrinsic,Macrophage_Recruitment,Macrophage_Activation,Neutrophil_Activation,Neutrophil_Destruction_Macrophage
0.2,1.7376089464894622,0.032135677196884156,0.12462287079197107,0.0010757209411969388,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.014072732269127418,0.23211583578986114,73.45113174475453,5.179609745219945,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.015489548386844722,0.03855315207875534,0.004696101898161017,0.0005268139815011879,0.7337712066745986,0.07727118135594213,0.1271153282078105,0.642915310201101,0.16875931077366568,0.016067838598442078,0.23211583578986114,0.011259295175604304
0.22,1.711102745192564,0.03517410435202978,0.1264531306604302,0.0006346692240504532,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.015151323929945344,0.23059213835183542,72.36250256816929,5.093132638180722,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.009138946806709278,0.022787830670776252,0.002811364538334654,0.00033463954926805055,0.7375070861193848,0.0819244914246668,0.1289821932736388,0.6331080157212486,0.16874078396809272,0.01758705217601489,0.23059213835183542,0.012300285652279879
0.24,1.6846751778964622,0.03818192541371238,0.1281961515108373,0.0003733264069611861,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.01619111224887434,0.2290983510335376,71.27954008626958,5.0100483565868705,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.005375799911964663,0.013418877228847286,0.001676501072301639,0.0002103510276680972,0.7402287960162942,0.08619457710995614,0.13076007454105404,0.623329815821691,0.16872179632604536,0.01909096270685619,0.2290983510335376,0.01332559775108799
0.26,1.6583510010004006,0.041159435512742884,0.12985438395563195,0.0002190488774443744,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.01719585666088178,0.22761494332109317,70.20195227510824,4.9291533522366615,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.0031542692878632804,0.007878568789459148,0.00099640932999602,0.00013108231181946617,0.7419802391197805,0.09011298089695935,0.1324514716347446,0.6135898703701482,0.16870232588941,0.020579717756371442,0.22761494332109317,0.014335586336509946
0.28,1.6321533773992056,0.04410692648570799,0.1314299190176418,0.00012824720511859765,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.01816902755013352,0.22613025159827047,69.12991525910162,4.8497501167416255,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.0018467479116189593,0.004614433600051132,0.0005904488579976558,8.10884197053544e-05,0.7428034710016551,0.09370866138883047,0.13405851739799465,0.6038967496377061,0.16868235809303633,0.022053463242853996,0.22613025159827047,0.015330663521468316
0.3,1.6061039589043293,0.04702468702521154,0.13292461847965703,7.493876397161826e-05,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.019113829435231093,0.22463750710657257,68.06386610517471,4.77144618141648,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.001079114157802094,0.002696953393170869,0.0003489410675575628,4.984636299189122e-05,0.7427395830551544,0.09700819891735976,0.13558311084925018,0.5942584647946019,0.1686618829927272,0.02351234351260577,0.22463750710657257,0.016311284276032588
0.32,1.580222953075459,0.049913002784248726,0.13434019550224424,4.3710649749878995e-05,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.020033222594800133,0.2231329498044443,67.0043761224457,4.694030603856716,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.0006294319807512084,0.0015732968500474563,0.00020569956606949824,3.0473148131852936e-05,0.7418291697786878,0.10003598781205891,0.13702699941228913,0.5846824926379198,0.1686408935092748,0.024956501392124363,0.2231329498044443,0.017277934396321238
0.34,1.5545291805855566,0.05277215645170408,0.13567826409559297,2.54532582908573e-05,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.020929943496313403,0.22161465417137782,65.95207475216262,4.617399134619856,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.00036652645292312765,0.0009162201285226021,0.00012097449013382415,1.8539186972300045e-05,0.74011254181933,0.10281441700516239,0.13839182937750483,0.5751757968166559,0.16861938433501786,0.02638607822585204,0.22161465417137782,0.01823112053569532
0.36,1.5290401268659302,0.05560242780985238,0.13694036935869217,1.4798500956038653e-05,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.021806524063017158,0.2200818074024808,64.90760458665736,4.54150933443862,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.0002130982560901026,0.0005327131870981891,7.098872190622747e-05,1.1230094578366488e-05,0.7376297882532413,0.10536403901063346,0.13967917674586602,0.5657448469403942,0.168597351261673,0.02780121390492619,0.2200818074024808,0.019171362010752556
0.38,1.5037719903062046,0.05840409378074099,0.13812800598418046,8.591055177360408e-06,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.022665309718317754,0.2185342690381956,63.87159525298885,4.466353841959446,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,0.00012371114141350497,0.00030926691584689733,4.156888619283867e-05,6.776218638790675e-06,0.7344207530189136,0.10770372698302716,0.14089056610386408,0.5563956364132957,0.1685747907711424,0.029202046890370495,0.2185342690381956,0.02009918411372073
0.4,1.478739728367132,0.061177428465717144,0.1392426296493846,4.980371290192389e-06,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.023508476155637326,0.21697230366837586,62.8446486311107,4.391944548177664,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,7.171732871981969e-05,0.00017928964590940467,2.4292604227536332e-05,4.074416702315455e-06,0.7305249652504849,0.109850819757291,0.1420274822423723,0.5471336994958388,0.16855169978878856,0.030588714232858572,0.21697230366837586,0.021015112690128315
0.42,1.4539571024049833,0.06392270318072525,0.14028566411697932,2.883316312444988e-06,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.024338044817110212,0.21539641919690844,61.827330837373395,4.318303282843574,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,4.15197489134785e-05,0.0001037981402360573,1.4169212669585795e-05,2.4420650008698494e-06,0.725981547518908,0.11182125506074268,0.1430913773993189,0.5379641278898438,0.16852807553622307,0.031961351590362626,0.21539641919690844,0.021919669770663064
0.44,1.42943672166567,0.06664018648897647,0.14125850575650256,1.667113782464102e-06,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.025155897101425344,0.21380726912885858,60.820168226165684,4.245456371207336,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,2.4006436466409846e-05,6.001567928134894e-05,8.249354884348362e-06,1.459433448327616e-06,0.7208291162469741,0.11362969134297639,0.14408367587163262,0.5288915870162979,0.16850391544459858,0.03332009324448824,0.21380726912885858,0.02281337007598497
0.46,1.405190086699949,0.0693301442319621,0.1421625265181099,9.627327499663176e-07,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.025963787349786265,0.21220559351308035,59.823645767073934,4.173431482340593,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,1.3863350932179845e-05,3.465823997119295e-05,4.79436413899579e-06,8.698673561390545e-07,0.7151056826123581,0.11528961884685243,0.1450057770484721,0.5199203320789811,0.16847921710437722,0.03466507211598105,0.21220559351308035,0.02369671824094965
0.48,1.3812276323253527,0.07199283955939433,0.14299907597645614,5.55313119130155e-07,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.02676335467809128,0.210592183149338,58.838206820105576,4.102255830410932,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,7.996508693445917e-06,1.9991226032893563e-05,2.781706479849952e-06,5.171990603707768e-07,0.7088485586386514,0.1168134606477276,0.14585905749598527,0.5110542239603805,0.1684539782368619,0.03599641977969716,0.210592183149338,0.02457020662936214
0.5,1.3575587701842806,0.07462853295842145,0.14376948281337756,3.1995184704977195e-07,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.02755613373407203,0.20896785774760882,57.86425372829889,4.031955172200784,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,4.6073065238109036e-06,1.1518251138434595e-05,1.611355884490837e-06,3.0681892882468723e-07,0.7020942710007511,0.11821266443287083,0.1466448724696451,0.5022967449681838,0.16842819667849776,0.037314266479210725,0.20896785774760882,0.025434313631722008
0.52,1.334191930901436,0.07723748228231964,0.14447505595785054,1.8414832184799826e-07,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.02834356446257401,0.20733345243516849,56.90214888380751,3.9625532721047634,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,2.65173581019554e-06,6.629334499941174e-06,9.319675137967897e-07,1.8163581011788004e-07,0.6948784837666016,0.11949778579668498,0.14736455707700755,0.4936510144335313,0.16840187037247353,0.03861874114115982,0.20733345243516849,0.026289502356597577
0.54,1.311134605816008,0.0798199427787759,0.1451170855121267,1.0587866122922928e-07,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.029127000962160466,0.20568980924245336,55.95221606352217,3.8940716406204086,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,1.524652713629492e-06,3.8116301227093603e-06,5.382290398249699e-07,1.0732068978886159e-07,0.6872359305240211,0.12067856380339423,0.14801942722236924,0.48511980415192296,0.16837499736429573,0.03990997138938795,0.20568980924245336,0.02713621964154763
0.56,1.2883933882476324,0.08237616711782356,0.14569684353949314,6.081724830426844e-08,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.02990771951344121,0.20403777155216896,55.01474191328709,3.8265294322626935,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,8.757683729183744e-07,2.1894203841431507e-06,3.103966653074533e-07,6.329790109444522e-08,0.6792003558852386,0.12176398952863624,0.148610780410283,0.476705553651624,0.16834757579932086,0.04118808355891178,0.20403777155216896,0.027974895322277954
0.58,1.2659740142459728,0.08490640541945976,0.14621558475755123,3.490135650735287e-08,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.030686925855050066,0.20237818030841853,54.089977508641056,3.759943435876387,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,5.025795328288459e-07,1.256448651549027e-06,1.7876237243691942e-07,3.7271333810486864e-08,0.6708044660978398,0.12276236824229259,0.14913989645270226,0.4684103852710099,0.16831960392102527,0.04245320270972988,0.20237818030841853,0.028805941709335838
0.6,1.2438814027691767,0.08741090528095455,0.14667454716237088,2.0011206657847976e-08,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.031465761777837144,0.2007118712705278,53.178139948823116,3.6943281180214678,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,2.88161375584688e-07,7.204033796152734e-07,1.0281776765517794e-07,2.191244158308537e-08,0.662079888341699,0.12368137584215713,0.1496080381056183,0.4602361190245954,0.16829108006927537,0.043705452640477274,0.2007118712705278,0.029629753230450792
0.62,1.2221196952349394,0.08988991180384988,0.1470749525981014,1.1464054554351216e-08,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.03224531110213485,0.19903967288866412,52.27941395776042,3.6296956963858493,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,1.6508238548803184e-07,4.1270594424296266e-07,5.9063217064118783e-08,1.2864237794772147e-08,0.6530571382112935,0.12452811009499404,0.15001645165006344,0.45218428723692755,0.1682620026781552,0.04494495590192494,0.19903967288866412,0.03044670620392525
0.64,1.2006922943883322,0.09234366762064018,0.1474180072804641,6.5622743277264755e-09,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.03302660509723105,0.19736240455241175,51.39395347573366,3.5660562296981295,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,9.449675028825556e-08,2.362418693386366e-07,3.388793108388008e-08,7.542191568100885e-09,0.6437655948440966,0.12530913719016348,0.15036636742607337,0.4442561489236829,0.1682323702730836,0.04617183381032009,0.19736240455241175,0.031257158714518216
0.66,1.179601902432508,0.09477241292112148,0.14770490227908312,3.753513214802153e-09,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.033810627396657494,0.19568087506784346,50.52188323135212,3.503417716211311,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,5.4050590283007016e-08,1.351264736195483e-07,1.9421062959923836e-08,4.416420558346875e-09,0.6342334831418469,0.12603053406252698,0.15065900032466478,0.43645270390002794,0.1682021814670628,0.04738620646056074,0.19568087506784346,0.03206145056826618
0.68,1.158850558371202,0.09717638547839427,0.14793681396174724,2.1453843950928334e-09,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.03459831845768159,0.1939958812800312,49.663300286981396,3.441786196078328,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,3.0893535286022875e-08,7.723383753294088e-08,1.1117868064628943e-08,2.583088899541572e-09,0.6244878625327289,0.12669792689630918,0.1508955502409822,0.4287747065973448,0.16817143495596434,0.048588192739197136,0.1939958812800312,0.03285990330682656
0.7,1.138439674515533,0.0995558206745037,0.14811490440272904,1.2253810415750857e-09,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.03539057960854324,0.19230820679461666,48.81827555291002,3.381165854853332,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,1.7645486997600114e-08,4.411371727146928e-08,6.357846769918257e-09,1.509169696532662e-09,0.6145546217327875,0.12731652618027264,0.15107720249078363,0.4212226795707472,0.16814012951279886,0.04977791033725185,0.19230820679461666,0.03365282026535948
0.72,1.118370072111524,0.10191095152570048,0.1482403217568447,6.994376220115878e-10,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.036188276722522894,0.19061862077353073,47.98685526686079,3.32155912646734,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,1.0071901756614631e-08,2.517975431903521e-08,3.6320805804984787e-09,8.808381890993551e-10,0.6044584789807138,0.1278911586469207,0.1512051281919816,0.41379692668126383,0.16810826398094067,0.05095547576285024,0.19061862077353073,0.03444048666080762
0.74,1.0986420160490176,0.10424200870730439,0.14831420060077508,3.9899580973649786e-10,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.036992243553860396,0.18892787679247178,47.169062436302276,3.262966794679929,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,5.745539660090947e-09,1.4363849126634275e-08,2.072961362081391e-09,5.136393059418311e-10,0.5942229872393379,0.12842629639435868,0.1512804846127906,0.4064975459381365,0.1680758372662937,0.052121004353652196,0.18892787679247178,0.035223169699790266
0.76,1.0792552486195455,0.10654922057815526,0.14833766224324815,2.2746764376004406e-10,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.037803284766823715,0.18723671175510545,46.36489824169209,3.2053880923989313,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,3.2755340701073808e-09,8.188835167600356e-09,1.181982908452412e-09,2.9924603910801756e-10,0.5838705438802813,0.12892608345890602,0.15130441548811313,0.39932444198923184,0.16804284832839908,0.05327461028907763,0.18723671175510545,0.036001118697277644
0.78,1.060209022288177,0.10883281320463138,0.148311815005511,1.2960867460488237e-10,35.03,34.8,0.11,2.03,3.16,0.37,17.58,2.97,0.38,3.3,1.02,6.42,18.52,0.06,10.58,41.5,0.17,0.54,0.5,0.03862217868595648,0.18554584486257428,45.57434339891029,3.1488207984744063,6.8,5.37,5.0,4.97,175.72,72.84,13.06,14.4,20.0,0.2,0.12,0.048,14.4,0.0,0.0,0.06,1.0,1.866364914298211e-09,4.665912283256004e-09,6.733640969219407e-10,1.742007747664235e-10,0.573422404385538,0.12939436007835592,0.15127805130562122,0.3922773382466255,0.16800929617048027,0.05441640660231569,0.18554584486257428,0.03677456519884838
