data_set_T_baseline,data_set_EXC2_baseline,data_set_FV1_baseline,data_set_FV2_baseline,data_set_FV3_baseline,data_set_FV4_baseline,data_set_H1_baseline,data_set_H2_baseline,data_set_H3_baseline,data_set_H4_baseline,data_set_INH1_baseline,data_set_INH2_baseline,data_set_INH3_baseline,data_set_INH4_baseline,data_set_M2_baseline,data_set_M3_baseline,data_set_M4_baseline,data_set_V1_baseline,data_set_V2_baseline,data_set_V3_baseline,data_set_V4_baseline
5260.0,0.034676708,0.057794515,0.024862509,0.141655,0.093345486,0.42248398,0.26474193,0.38789359,0.40424404,0.019107057,0.066250496,0.019584781,0.0712035,0.16737054,0.21460263,0.041336935,-54.330635,-44.676868,-37.206448,-39.093815
5270.0,0.034754347,0.057923913,0.024647998,0.14024763,0.092568666,0.42319918,0.26508439,0.38733554,0.40379384,0.018919483,0.065637454,0.019417232,0.070505828,0.16663381,0.21448344,0.041499116,-54.311646,-44.71241,-37.252941,-39.130669
5280.0,0.034864772,0.058107954,0.024932003,0.14013427,0.09351927,0.42391029,0.26542461,0.38678077,0.40334356,0.018919574,0.065892033,0.019635165,0.070540026,0.1659012,0.21435979,0.041661907,-54.284706,-44.665421,-37.256702,-39.085609
5290.0,0.034957521,0.058262534,0.024954898,0.13935436,0.093551598,0.42461729,0.26576212,0.38622892,0.40289262,0.018822569,0.065691158,0.019650519,0.070195936,0.16517287,0.21423292,0.041825902,-54.262138,-44.661655,-37.28265,-39.084084
5300.0,0.035055146,0.05842524,0.025057424,0.13878387,0.093848892,0.42532021,0.2660971,0.38568008,0.40244135,0.018755717,0.065626316,0.019726899,0.069969967,0.16444874,0.21410243,0.041990787,-54.238445,-44.644833,-37.301712,-39.07008
5310.0,0.035159152,0.058598585,0.025261989,0.13847198,0.09448982,0.4260191,0.2664296,0.38513428,0.40198979,0.018726345,0.065734379,0.019881684,0.069890983,0.16372876,0.21396834,0.042156499,-54.213272,-44.611473,-37.312157,-39.040024
5320.0,0.035259489,0.058765817,0.025415936,0.13803814,0.094942577,0.42671397,0.26675951,0.38459143,0.40153787,0.018678905,0.065753073,0.01999669,0.069741942,0.16301297,0.21383095,0.042323142,-54.189053,-44.586536,-37.326725,-39.018906
5330.0,0.035365798,0.058942996,0.025660278,0.13783757,0.095701732,0.42740485,0.26708698,0.38405156,0.4010857,0.018665224,0.065926664,0.020181254,0.069724992,0.16230129,0.2136901,0.042490572,-54.163464,-44.547264,-37.333469,-38.983692
5340.0,0.035457361,0.059095606,0.025686264,0.13709149,0.095696487,0.42809173,0.26741177,0.38351449,0.40063313,0.018571883,0.065723643,0.020196583,0.069397047,0.16159381,0.21354634,0.042658992,-54.141479,-44.543106,-37.358643,-38.983932
5350.0,0.035559822,0.05926637,0.025881737,0.13676366,0.096267216,0.42877471,0.26773411,0.38298038,0.40018043,0.018539466,0.065806352,0.020342402,0.069308169,0.16089039,0.21339919,0.042828057,-54.116943,-44.511982,-37.369736,-38.957623
5360.0,0.035657845,0.059429739,0.026012473,0.13628317,0.09660361,0.42945373,0.26805392,0.38244912,0.39972752,0.018484451,0.06577754,0.020437663,0.069131173,0.16019109,0.213249,0.042997934,-54.093533,-44.491291,-37.38604,-38.942181
5370.0,0.03576044,0.059600733,0.0262141,0.13598053,0.097175255,0.43012887,0.26837125,0.38192075,0.3992745,0.018455196,0.06586732,0.020587223,0.069055468,0.15949586,0.21309566,0.043168485,-54.069092,-44.459576,-37.396336,-38.91605
5380.0,0.035854276,0.059757128,0.026284672,0.13535607,0.097290009,0.43080011,0.26868603,0.38139516,0.39882123,0.018378859,0.065733142,0.020635303,0.068795636,0.15880471,0.21293955,0.043339837,-54.046799,-44.448532,-37.417637,-38.91082
5390.0,0.035953,0.059921667,0.026428772,0.13491961,0.097649813,0.4314675,0.26899832,0.3808724,0.39836791,0.0183297,0.06572324,0.020739755,0.06864246,0.15811761,0.21278037,0.043511812,-54.023399,-44.426071,-37.432571,-38.894459
5400.0,0.036060724,0.060101207,0.026721451,0.13483125,0.098496899,0.43213108,0.26930824,0.38035253,0.39791465,0.01833136,0.065953508,0.020957716,0.068690501,0.15743448,0.21261816,0.0436843,-53.99794,-44.380814,-37.4356,-38.856155
5410.0,0.036149099,0.060248498,0.02670607,0.13401379,0.098302871,0.43279079,0.26961547,0.37983528,0.39746109,0.018226266,0.065674581,0.020938786,0.068318024,0.15675545,0.21245351,0.043857656,-53.977104,-44.383183,-37.463707,-38.864902
5420.0,0.036263607,0.060439348,0.027107287,0.1341891,0.099494316,0.43344674,0.2699205,0.37932095,0.39700782,0.018266052,0.066079356,0.021239087,0.068517283,0.15608031,0.21228555,0.044031277,-53.950176,-44.321884,-37.457664,-38.811424
5430.0,0.036349367,0.06058228,0.027052172,0.13328157,0.099152647,0.43409884,0.27022275,0.37880918,0.39655423,0.018147485,0.065731816,0.021188935,0.068092354,0.15540926,0.2121155,0.044205826,-53.930061,-44.330254,-37.489002,-38.826702
5440.0,0.036449283,0.060748808,0.027220089,0.1329086,0.099549919,0.43474722,0.27052268,0.37830025,0.39610082,0.018106824,0.065750301,0.021309549,0.067974895,0.15474212,0.21194246,0.044380751,-53.906685,-44.30481,-37.50193,-38.808941
5450.0,0.036551144,0.060918573,0.027420266,0.13260868,0.10004553,0.43539184,0.2708202,0.377794,0.39564747,0.018076768,0.065818004,0.021454437,0.067899987,0.15407892,0.21176678,0.044556171,-53.882912,-44.274677,-37.512352,-38.786877
5460.0,0.036647059,0.061078433,0.02752541,0.1320892,0.10021733,0.43603274,0.27111521,0.37729043,0.39519414,0.018014409,0.065729283,0.021526113,0.067697756,0.15341966,0.21158864,0.044732168,-53.860584,-44.258938,-37.530445,-38.779247
5470.0,0.036745608,0.061242677,0.027671827,0.13166457,0.10051981,0.43666992,0.27140781,0.37678957,0.39474094,0.01796587,0.065705381,0.021629088,0.067550607,0.15276432,0.21140791,0.044908606,-53.8377,-44.237114,-37.54528,-38.76585
5480.0,0.036844954,0.061408259,0.027829733,0.13127011,0.10085259,0.43730336,0.27169797,0.37629133,0.39428785,0.017921554,0.065698706,0.021740468,0.067420475,0.15211286,0.2112247,0.045085497,-53.81469,-44.213703,-37.559101,-38.751148
5490.0,0.036951698,0.06158616,0.028105618,0.13114619,0.10156555,0.43793318,0.2719858,0.37579581,0.39383498,0.017916758,0.065879136,0.021941649,0.067447469,0.15146525,0.21103889,0.045262735,-53.790031,-44.173111,-37.56345,-38.719795
5500.0,0.037041362,0.061735608,0.028108621,0.13040052,0.1013695,0.43855929,0.27227104,0.37530282,0.39338207,0.017820608,0.065618992,0.021933649,0.067112826,0.15082158,0.21085103,0.045440607,-53.769367,-44.172672,-37.589687,-38.728397
5510.0,0.037147738,0.061912898,0.02837256,0.13024329,0.10203413,0.43918175,0.27255398,0.37481254,0.39292952,0.017810924,0.065775931,0.022125242,0.067121252,0.1501817,0.21066047,0.045618661,-53.744915,-44.134201,-37.595238,-38.699299
5520.0,0.03724362,0.062072702,0.02846838,0.12971103,0.10213526,0.43980056,0.27283445,0.3743248,0.39247707,0.017745908,0.065662555,0.02218779,0.066910483,0.14954568,0.21046782,0.045797229,-53.722931,-44.120319,-37.614063,-38.694885
5530.0,0.037344623,0.062241036,0.028644541,0.12936114,0.10249217,0.44041577,0.27311257,0.37383968,0.39202487,0.017707525,0.065675154,0.022311334,0.066805877,0.14891346,0.21027276,0.045976095,-53.699825,-44.094917,-37.626476,-38.67934
5540.0,0.037449405,0.062415674,0.028878326,0.12914158,0.10303045,0.44102734,0.27338833,0.37335718,0.39157295,0.017688155,0.065777361,0.022478517,0.066777214,0.14828503,0.21007538,0.04615527,-53.675922,-44.061443,-37.634281,-38.655991
5550.0,0.037541404,0.062569007,0.028906485,0.12845691,0.1028912,0.44163534,0.27366158,0.37287712,0.39112112,0.01760048,0.065550722,0.022488452,0.066477552,0.14766043,0.20987606,0.046334915,-53.654984,-44.057426,-37.658688,-38.662022
5560.0,0.037650999,0.062751666,0.029213442,0.12839621,0.10365211,0.44223973,0.27393264,0.37239975,0.39066976,0.017604308,0.065762609,0.02271067,0.066542327,0.14703955,0.20967421,0.046514664,-53.630104,-44.013912,-37.660858,-38.629154
5570.0,0.037744004,0.062906675,0.029245924,0.12772813,0.10352317,0.44284055,0.27420112,0.37192479,0.39021847,0.017518865,0.065543547,0.022723712,0.066251442,0.14642248,0.20947056,0.046694905,-53.609043,-44.009331,-37.684788,-38.634708
5580.0,0.037849296,0.063082159,0.029479023,0.12750317,0.10402796,0.44343781,0.27446738,0.37145242,0.38976762,0.017498316,0.065634243,0.022888811,0.066220134,0.14580908,0.20926455,0.046875279,-53.585262,-43.976616,-37.692871,-38.612999
5590.0,0.037952602,0.063254334,0.029671961,0.127194,0.10440183,0.44403151,0.27473128,0.37098259,0.38931704,0.017465279,0.065662935,0.023023268,0.066138893,0.14519945,0.20905648,0.047055956,-53.561985,-43.949726,-37.703999,-38.596977
5600.0,0.038047843,0.063413069,0.029733375,0.12658918,0.1043459,0.44462168,0.2749927,0.37051517,0.38886672,0.017388836,0.065482847,0.023057319,0.065885141,0.14459354,0.20884655,0.047236964,-53.540577,-43.941204,-37.725838,-38.599373
5610.0,0.038175467,0.063625783,0.03032559,0.1271365,0.10596911,0.44520834,0.27525213,0.37005046,0.38841704,0.017481599,0.066117585,0.023493808,0.066309102,0.14399119,0.20863396,0.047417831,-53.511971,-43.859875,-37.70607,-38.530373
5620.0,0.038253825,0.063756377,0.030092834,0.12590143,0.10497705,0.44579145,0.27550873,0.3695879,0.38796723,0.017312335,0.065486506,0.023304554,0.065683499,0.14339273,0.20842037,0.047599502,-53.494453,-43.891655,-37.750774,-38.57243
5630.0,0.038357429,0.063929051,0.030274926,0.12556662,0.10529132,0.44637108,0.27576324,0.36912799,0.38751802,0.017275196,0.06549038,0.02342952,0.065587454,0.14279781,0.20820431,0.047781084,-53.47134,-43.866772,-37.762959,-38.559067
5640.0,0.038471289,0.06411881,0.0306268,0.12558696,0.10612913,0.44694719,0.27601555,0.36867058,0.38706928,0.017290307,0.065747216,0.023682537,0.06570217,0.14220652,0.20798613,0.047962736,-53.446007,-43.819096,-37.762218,-38.523621
5650.0,0.038563266,0.064272113,0.030605409,0.12482061,0.10579208,0.44751981,0.27626529,0.36821547,0.3866207,0.017189458,0.065439187,0.02365285,0.065350898,0.14161895,0.20776647,0.048144847,-53.425591,-43.82198,-37.790207,-38.537849
5660.0,0.038667791,0.064446315,0.030784735,0.1244719,0.10608637,0.44808897,0.27651286,0.36776286,0.38617265,0.017150283,0.065433323,0.02377516,0.065247774,0.14103495,0.2075447,0.048326965,-53.402447,-43.797871,-37.80299,-38.525421
5670.0,0.038786631,0.064644381,0.031208836,0.12463666,0.10712252,0.44865468,0.27675828,0.36731279,0.38572514,0.01718642,0.065788656,0.024081428,0.065449148,0.14045449,0.20732079,0.048509073,-53.376205,-43.74139,-37.796944,-38.481903
5680.0,0.038875882,0.064793132,0.031119363,0.12373088,0.10656925,0.4492169,0.27700108,0.36686492,0.38527775,0.017064899,0.065378115,0.024000082,0.065014705,0.13987774,0.20709564,0.048691686,-53.356544,-43.753246,-37.830257,-38.505096
5690.0,0.03898507,0.06497512,0.031363819,0.1235185,0.1070426,0.4497757,0.27724183,0.36641958,0.38483101,0.017045451,0.065462776,0.024170421,0.064992473,0.13930449,0.20686831,0.048874196,-53.33255,-43.720936,-37.8381,-38.485249
5700.0,0.039088875,0.065148123,0.031511512,0.12310537,0.10721059,0.45033103,0.27748019,0.3659766,0.38438463,0.01699633,0.065401629,0.024267437,0.064850867,0.13873482,0.20663929,0.049056895,-53.309795,-43.701534,-37.853386,-38.478222
5710.0,0.03919369,0.065322816,0.031667795,0.12271148,0.10740276,0.45088297,0.27771631,0.36553603,0.3839387,0.016949976,0.065352924,0.024370814,0.064720504,0.13816871,0.20640852,0.049239703,-53.286877,-43.681099,-37.868,-38.4702
5720.0,0.039305028,0.065508381,0.031929117,0.12253126,0.10791049,0.45143145,0.27795023,0.36509785,0.3834933,0.016935065,0.065456584,0.024552993,0.064717799,0.13760608,0.20617588,0.049422536,-53.262596,-43.647148,-37.874702,-38.449059
5730.0,0.039408822,0.065681368,0.032054029,0.12207442,0.10799655,0.45197654,0.27818179,0.36466196,0.3830483,0.016879249,0.065359056,0.024632243,0.064549692,0.13704702,0.20594168,0.049605563,-53.240017,-43.631012,-37.891724,-38.445484
5740.0,0.039512131,0.065853551,0.03216625,0.12158197,0.10803822,0.45251819,0.27841112,0.36422846,0.38260376,0.01681832,0.065238602,0.024701662,0.064361759,0.13649145,0.20570581,0.049788661,-53.217598,-43.61657,-37.910137,-38.443752
5750.0,0.039644957,0.06607493,0.032784648,0.12211141,0.10959884,0.45305648,0.27863845,0.36379746,0.38215998,0.016907908,0.065849729,0.025150731,0.064785525,0.13593927,0.2054677,0.049971502,-53.188854,-43.537842,-37.890343,-38.379383
5760.0,0.039731022,0.066218369,0.032576855,0.12098424,0.10867158,0.45359135,0.27886313,0.36336851,0.38171625,0.016753104,0.06526722,0.024979692,0.064215966,0.13539074,0.20522885,0.050154958,-53.170277,-43.564137,-37.932571,-38.41753
5770.0,0.039837033,0.066395059,0.032707483,0.12053795,0.10876045,0.45412284,0.27908576,0.36294201,0.38127321,0.016698651,0.06517338,0.025062513,0.064054325,0.1348456,0.20498799,0.050338242,-53.147446,-43.547588,-37.949383,-38.41386
5780.0,0.039964061,0.066606767,0.03320222,0.12080528,0.10992634,0.45465097,0.27930632,0.36251795,0.38083088,0.016749555,0.065595329,0.025417648,0.064323045,0.13430382,0.20474513,0.050521322,-53.120163,-43.485489,-37.939304,-38.365974
5790.0,0.040058363,0.066763945,0.033113241,0.11992428,0.10934811,0.4551757,0.27952439,0.36209601,0.38038874,0.016630758,0.06518399,0.025335351,0.063899904,0.13376561,0.2045013,0.050704837,-53.09996,-43.496593,-37.972588,-38.389668
5800.0,0.04016852,0.066947535,0.033286367,0.11955935,0.10955621,0.45569709,0.27974036,0.36167645,0.37994727,0.016588261,0.065147884,0.02544963,0.063787617,0.13323076,0.20425561,0.050888203,-53.076416,-43.475018,-37.986439,-38.38113
5810.0,0.040279929,0.067133218,0.033477683,0.11922932,0.10980688,0.45621511,0.27995417,0.36125922,0.37950635,0.016550768,0.065133981,0.025576955,0.063696496,0.13269931,0.20400834,0.051071577,-53.05267,-43.451302,-37.998993,-38.370861
5820.0,0.040391888,0.067319818,0.033669978,0.11889697,0.11005564,0.45672977,0.28016576,0.36084425,0.37906596,0.016512955,0.065118872,0.025704769,0.063604631,0.13217126,0.20375954,0.051254962,-53.028862,-43.427597,-38.011669,-38.360691
5830.0,0.040503584,0.067505971,0.033847786,0.11853886,0.11025721,0.45724109,0.28037515,0.36043155,0.37862611,0.016471215,0.065082654,0.025821533,0.063496821,0.13164657,0.20350921,0.051438365,-53.005173,-43.405792,-38.02536,-38.352467
5840.0,0.040616326,0.067693882,0.034032889,0.11819357,0.11047778,0.45774907,0.28058237,0.36002114,0.37818682,0.016431363,0.065055594,0.025943622,0.063396975,0.13112527,0.20325738,0.051621761,-52.981323,-43.383209,-38.038597,-38.343479
5850.0,0.040730093,0.067883492,0.034227774,0.11786228,0.1107209,0.45825371,0.28078741,0.359613,0.37774807,0.0163936,0.065039083,0.026072709,0.063306361,0.13060731,0.20300405,0.051805142,-52.957321,-43.359562,-38.051327,-38.333595
5860.0,0.040844146,0.068073578,0.03441754,0.11752269,0.1109442,0.45875502,0.2809903,0.35920709,0.37730992,0.016354499,0.065014385,0.026197735,0.063210472,0.13009268,0.20274925,0.051988512,-52.933319,-43.336662,-38.064407,-38.324532
5870.0,0.040958598,0.068264328,0.034602072,0.11717369,0.11115003,0.45925298,0.28119102,0.35880345,0.3768723,0.016313963,0.064981908,0.026318744,0.063108779,0.12958139,0.20249298,0.052171867,-52.909294,-43.314507,-38.077885,-38.316189
5880.0,0.041074067,0.068456776,0.034794014,0.11683571,0.11137329,0.45974764,0.28138956,0.35840204,0.37643528,0.016275061,0.064957626,0.026445074,0.063014269,0.12907341,0.20223528,0.052355189,-52.88512,-43.291584,-38.090969,-38.307159
5890.0,0.041190311,0.068650514,0.034989681,0.11650258,0.11160182,0.46023899,0.28158599,0.35800287,0.37599882,0.016236849,0.064936243,0.026573898,0.062923059,0.12856872,0.20197614,0.052538477,-52.860847,-43.268341,-38.103901,-38.297932
5900.0,0.041306961,0.068844937,0.035180621,0.11616138,0.11181314,0.46072704,0.28178027,0.3576059,0.37556297,0.01619737,0.064907514,0.026699029,0.062826805,0.12806733,0.20171557,0.052721728,-52.836552,-43.245781,-38.117176,-38.289413
5910.0,0.041424345,0.069040582,0.035371967,0.11582012,0.11202279,0.46121174,0.28197241,0.35721117,0.37512767,0.016157856,0.06487827,0.026824318,0.06273064,0.1275692,0.20145361,0.052904934,-52.812172,-43.223293,-38.130489,-38.280975
5920.0,0.041542642,0.069237739,0.035568144,0.11548498,0.11224179,0.46169317,0.28216243,0.35681868,0.37469301,0.016119249,0.064853482,0.026952976,0.062638685,0.12707433,0.20119026,0.053088088,-52.787663,-43.200356,-38.143597,-38.272175
5930.0,0.041661628,0.069436044,0.035764772,0.11514974,0.1124575,0.46217129,0.2823503,0.35642835,0.37425891,0.016080581,0.064827681,0.027081737,0.062546812,0.12658271,0.20092553,0.053271186,-52.763077,-43.177486,-38.156738,-38.263523
5940.0,0.041781254,0.069635421,0.035959557,0.11481095,0.11266483,0.4626461,0.28253609,0.35604027,0.37382543,0.016041342,0.064798407,0.027208976,0.062452797,0.12609434,0.20065944,0.053454228,-52.738426,-43.154953,-38.170059,-38.255222
5950.0,0.041901723,0.069836207,0.036156334,0.11447415,0.11287438,0.46311763,0.28271976,0.35565436,0.37339255,0.016002385,0.064770333,0.027337519,0.062360268,0.12560917,0.20039199,0.053637199,-52.713665,-43.132309,-38.183331,-38.246845
5960.0,0.042023037,0.070038393,0.036355458,0.1141396,0.11308626,0.46358585,0.28290135,0.35527062,0.3729603,0.015963744,0.064743571,0.027467588,0.062269457,0.12512723,0.20012321,0.053820103,-52.688797,-43.109512,-38.196548,-38.238388
5970.0,0.042145099,0.070241831,0.0365545,0.11380411,0.1132941,0.4640508,0.28308082,0.35488909,0.37252864,0.015924925,0.064715341,0.027597405,0.062178202,0.12464848,0.19985309,0.054002933,-52.663845,-43.086845,-38.209839,-38.230106
5980.0,0.042267971,0.070446618,0.036753774,0.11346804,0.11349936,0.46451244,0.28325823,0.35450971,0.37209761,0.015885996,0.064686179,0.027727231,0.06208675,0.12417292,0.19958167,0.054185685,-52.638794,-43.064274,-38.223183,-38.221939
5990.0,0.042391721,0.070652865,0.036954727,0.11313321,0.11370564,0.4649708,0.28343353,0.35413253,0.37166721,0.015847236,0.064657658,0.027858119,0.061996363,0.12370052,0.19930893,0.054368354,-52.613628,-43.041626,-38.236515,-38.213745
6000.0,0.042516328,0.07086055,0.037156817,0.1127989,0.11391121,0.46542588,0.28360677,0.3537575,0.37123743,0.01580853,0.064629063,0.02798965,0.06190655,0.12323129,0.1990349,0.054550935,-52.58836,-43.018974,-38.249859,-38.205593
6010.0,0.042641792,0.071069658,0.037359353,0.11246426,0.11411456,0.46587768,0.28377795,0.35338461,0.37080827,0.015769752,0.064599715,0.028121341,0.061816722,0.12276521,0.1987596,0.054733425,-52.562988,-42.996387,-38.263252,-38.19754
6020.0,0.042768158,0.071280263,0.03756281,0.11212981,0.11431707,0.46632621,0.28394705,0.3530139,0.37037975,0.015730983,0.064570166,0.028253539,0.061727259,0.12230226,0.19848302,0.054915823,-52.537498,-42.973816,-38.276672,-38.189533
6030.0,0.042895447,0.071492411,0.037767448,0.11179581,0.11451924,0.46677145,0.28411412,0.35264534,0.36995187,0.015692266,0.06454064,0.028386431,0.061638352,0.12184244,0.19820517,0.055098124,-52.511898,-42.951233,-38.290112,-38.181553
6040.0,0.043023668,0.071706109,0.037972979,0.11146194,0.11472032,0.46721342,0.28427914,0.35227889,0.3695246,0.015653547,0.064510822,0.028519804,0.061549764,0.12138574,0.19792607,0.055280324,-52.486179,-42.928669,-38.303577,-38.173626
6050.0,0.043152835,0.071921393,0.038179345,0.11112808,0.11492032,0.46765211,0.2844421,0.35191461,0.36909798,0.015614814,0.064480677,0.028653624,0.061461437,0.12093213,0.19764574,0.05546242,-52.460342,-42.906132,-38.317078,-38.165756
6060.0,0.043282982,0.072138302,0.038386703,0.11079437,0.11511963,0.46808755,0.28460306,0.35155243,0.36867201,0.01557609,0.064450368,0.028788002,0.061373476,0.12048161,0.19736415,0.055644408,-52.43438,-42.883606,-38.330612,-38.157921
6070.0,0.043414123,0.072356872,0.038595058,0.11046077,0.11531822,0.46851969,0.28476197,0.35119241,0.36824667,0.015537369,0.064419873,0.028922945,0.061285865,0.12003417,0.19708136,0.055826288,-52.408295,-42.861088,-38.344173,-38.150131
6080.0,0.043546282,0.072577134,0.038804349,0.11012722,0.11551598,0.46894854,0.28491884,0.35083449,0.36782199,0.015498642,0.064389139,0.029058408,0.061198555,0.1195898,0.19679734,0.056008056,-52.382076,-42.838581,-38.357769,-38.142384
6090.0,0.043679476,0.072799131,0.039014596,0.1097937,0.11571301,0.46937415,0.28507373,0.35047868,0.36739796,0.015459907,0.064358197,0.029194409,0.061111543,0.11914848,0.19651212,0.056189708,-52.355728,-42.816093,-38.371399,-38.134674
6100.0,0.043814927,0.073024876,0.039249416,0.10949698,0.11597104,0.46979648,0.28522658,0.35012501,0.36697459,0.015426688,0.064355493,0.029348202,0.061048467,0.1187102,0.19622567,0.056371227,-52.329014,-42.791115,-38.383556,-38.124596
6110.0,0.043951575,0.073252626,0.039487161,0.10920748,0.11623336,0.4702155,0.28537747,0.34977344,0.36655185,0.015394435,0.064356029,0.029503966,0.060989518,0.11827494,0.19593802,0.056552626,-52.302135,-42.765968,-38.395447,-38.114372
6120.0,0.044084832,0.07347472,0.039643243,0.10877592,0.11627346,0.47063127,0.28552631,0.34942394,0.36612976,0.015341092,0.064251535,0.029599618,0.060842134,0.11784273,0.19564927,0.056733951,-52.276001,-42.749538,-38.413223,-38.112812
6130.0,0.044225786,0.073709644,0.039919205,0.10854525,0.11663318,0.47104377,0.2856732,0.34907657,0.36570835,0.015317654,0.064297169,0.029783182,0.060821123,0.11741351,0.19535923,0.056915086,-52.248432,-42.720638,-38.422749,-38.098827
6140.0,0.044365726,0.073942877,0.040155068,0.10824909,0.11688337,0.47145298,0.2858181,0.34873131,0.36528757,0.015284387,0.064292267,0.02993721,0.060758613,0.11698728,0.19506806,0.057096124,-52.221146,-42.696091,-38.435009,-38.089123
6150.0,0.044501718,0.074169531,0.040299334,0.10779025,0.11688476,0.47185889,0.28596097,0.34838808,0.36486742,0.015227053,0.064168796,0.030023837,0.060595416,0.11656407,0.1947758,0.057277076,-52.194702,-42.681145,-38.454056,-38.089069
6160.0,0.044642974,0.074404955,0.040518545,0.10746404,0.11708309,0.47226155,0.28610191,0.34804699,0.36444798,0.015189251,0.064140216,0.030165283,0.060514383,0.11614382,0.19448233,0.057457868,-52.167313,-42.658531,-38.467644,-38.08139
6170.0,0.044786647,0.074644409,0.040759709,0.10716589,0.11733709,0.4726609,0.28624091,0.34770796,0.36402917,0.015155792,0.064135917,0.03032268,0.060452562,0.11572652,0.19418767,0.057638511,-52.139538,-42.633789,-38.480091,-38.071571
6180.0,0.04492984,0.074883066,0.04097268,0.10682002,0.11751018,0.47305697,0.28637791,0.34737101,0.36361104,0.015115155,0.064094462,0.030459115,0.060360812,0.1153122,0.19389191,0.057819042,-52.111938,-42.612057,-38.494572,-38.064888
6190.0,0.045073736,0.0751229,0.041173752,0.10645384,0.11765125,0.47344977,0.28651294,0.34703615,0.36319354,0.015071498,0.064037912,0.030586815,0.060256351,0.11490081,0.19359501,0.057999447,-52.084282,-42.591637,-38.509945,-38.059452
6200.0,0.045223981,0.075373307,0.041470602,0.10624173,0.11803785,0.47383925,0.2866461,0.34670335,0.36277676,0.015050784,0.064096622,0.030784253,0.060249958,0.11449234,0.19329689,0.058179669,-52.055496,-42.561661,-38.518875,-38.044575
6210.0,0.04536863,0.075614385,0.041638143,0.10581637,0.11808502,0.47422543,0.28677723,0.3463726,0.3623606,0.014998321,0.063995928,0.030887138,0.060108811,0.11408683,0.19299775,0.058359828,-52.027863,-42.544834,-38.536823,-38.042763
6220.0,0.045517389,0.075862318,0.04185576,0.10547275,0.11826146,0.47460833,0.28690645,0.34604394,0.36194509,0.014958016,0.063956082,0.031026529,0.060019467,0.11368421,0.19269745,0.058539826,-51.999527,-42.523075,-38.551373,-38.035992
6230.0,0.045667503,0.076112501,0.042074025,0.10512601,0.11843566,0.47498789,0.28703374,0.34571734,0.36153024,0.014917285,0.063914716,0.031166196,0.059928909,0.1132845,0.19239603,0.058719687,-51.971024,-42.501362,-38.566093,-38.029312
6240.0,0.045820456,0.07636743,0.042320531,0.10482306,0.11867824,0.47536418,0.28715912,0.34539279,0.36111608,0.014883056,0.063905701,0.031326231,0.059866536,0.11288767,0.19209348,0.058899399,-51.942066,-42.476963,-38.578991,-38.020027
6250.0,0.045972802,0.076621339,0.042527843,0.10445525,0.11881793,0.47573712,0.28728253,0.3450703,0.36070257,0.014839174,0.063848294,0.031457603,0.059763212,0.11249375,0.19178984,0.059078999,-51.913311,-42.456551,-38.594692,-38.014687
6260.0,0.046128169,0.076880284,0.042764209,0.10413178,0.11902907,0.47610676,0.28740406,0.34474987,0.36028975,0.014801909,0.063824303,0.031609979,0.059688564,0.11210268,0.19148506,0.059258446,-51.884075,-42.433392,-38.608543,-38.006626
6270.0,0.046284541,0.077140905,0.042991195,0.10379097,0.11921315,0.47647306,0.28752369,0.34443149,0.35987756,0.014762068,0.063787505,0.031755373,0.059603292,0.11171447,0.19117919,0.059437763,-51.854744,-42.41127,-38.62318,-37.999611
6280.0,0.046442311,0.077403851,0.043215346,0.10344335,0.11938698,0.47683603,0.28764141,0.34411514,0.35946605,0.014721224,0.063745797,0.031898558,0.059514113,0.11132913,0.19087222,0.059616946,-51.825241,-42.38953,-38.638149,-37.992992
6290.0,0.046602819,0.077671364,0.043461319,0.10312784,0.11961292,0.47719565,0.28775722,0.34380084,0.35905519,0.014685174,0.063728392,0.032057438,0.059445925,0.11094663,0.19056413,0.059795987,-51.795319,-42.365799,-38.651775,-37.984402
6300.0,0.046763547,0.077939242,0.043680351,0.10276755,0.11976797,0.47755194,0.28787112,0.3434886,0.35864499,0.014642464,0.063677631,0.032196611,0.059349503,0.11056695,0.19025497,0.059974901,-51.765453,-42.344776,-38.667381,-37.978516
6310.0,0.046927236,0.07821206,0.043923773,0.1024432,0.11998147,0.47790486,0.28798315,0.34317839,0.35823545,0.014605123,0.063654102,0.032353338,0.059276573,0.11019011,0.1899447,0.060153674,-51.73513,-42.321529,-38.681473,-37.970425
6320.0,0.047091797,0.078486331,0.04415084,0.10209069,0.12015103,0.47825444,0.28809327,0.34287021,0.35782659,0.014563602,0.063609794,0.032498058,0.059186067,0.10981608,0.18963334,0.060332324,-51.704746,-42.299953,-38.696831,-37.964005
6330.0,0.047258873,0.078764789,0.044392165,0.10175788,0.12035317,0.47860062,0.28820154,0.34256408,0.35741836,0.014525033,0.06358058,0.032652959,0.059108697,0.10944486,0.18932088,0.060510833,-51.673996,-42.277138,-38.711372,-37.95636
6340.0,0.047427382,0.079045638,0.044626031,0.10141089,0.12053385,0.47894344,0.28830793,0.34225997,0.35701081,0.014484369,0.063541099,0.032802314,0.05902271,0.10907643,0.18900734,0.060689218,-51.643082,-42.255142,-38.726582,-37.949539
6350.0,0.047598165,0.079330273,0.044867493,0.10107296,0.1207304,0.47928289,0.28841242,0.34195793,0.35660392,0.014445076,0.063508816,0.032957017,0.058943082,0.10871079,0.1886927,0.060867466,-51.611851,-42.232548,-38.741436,-37.942127
