T,EXC2,FV1,FV2,FV3,FV4,FV5,H1,H2,H3,H4,H5,INH1,INH2,INH3,INH4,M2,M3,M4,V1,V2,V3,V4,V5
2050.0,0.030473787,0.050789643,0.041080035,0.11433131,0.10411684,0.022638522,0.53935182,0.29554248,0.32689315,0.36116636,0.63658673,0.015853167,0.062104508,0.026730359,0.063773103,0.10964509,0.20516202,0.057111174,-55.423504,-42.601143,-38.188969,-38.609184,-62.121628
2060.0,0.030536458,0.050894096,0.041418854,0.11429984,0.10456968,0.022627357,0.53984237,0.29565266,0.32659552,0.36079919,0.63735467,0.015856026,0.062231861,0.026942706,0.06386058,0.10926235,0.20486039,0.057241526,-55.406189,-42.566872,-38.190212,-38.589802,-62.125668
2070.0,0.030589733,0.050982889,0.041464668,0.11379087,0.10430665,0.022597676,0.54033017,0.29576099,0.32629946,0.3604326,0.63812047,0.015788458,0.06201553,0.026964935,0.063645296,0.10888236,0.20455863,0.05737181,-55.391495,-42.56226,-38.210361,-38.601051,-62.13641
2080.0,0.030648904,0.051081508,0.041678157,0.11356262,0.10445599,0.022578435,0.54081523,0.29586768,0.3260051,0.3600668,0.63888425,0.015762167,0.061998706,0.027096014,0.063606627,0.10850503,0.20425628,0.057501797,-55.375202,-42.540825,-38.219425,-38.594662,-62.143383
2090.0,0.030708104,0.051180173,0.041888218,0.11331898,0.1045935,0.022559175,0.54129767,0.29597268,0.32571238,0.35970172,0.63964593,0.015733775,0.061974175,0.027224801,0.063560009,0.10813037,0.20395355,0.05763156,-55.358932,-42.51984,-38.229115,-38.588787,-62.150368
2100.0,0.030766284,0.051277142,0.042063743,0.11302615,0.10464308,0.022537908,0.54177743,0.29607597,0.3254213,0.35933733,0.64040565,0.015697915,0.061909985,0.027331108,0.063480891,0.10775837,0.20365046,0.057761125,-55.342972,-42.50238,-38.240784,-38.58667,-62.158089
2110.0,0.030830257,0.05138376,0.042409636,0.11299814,0.10510187,0.022527225,0.54225451,0.29617763,0.32513195,0.35897374,0.64116329,0.015701296,0.062040057,0.027547818,0.063572057,0.10738898,0.2033468,0.057890382,-55.325459,-42.468178,-38.241901,-38.56712,-62.161968
2120.0,0.030884843,0.051474739,0.042461175,0.11250047,0.104851,0.022498449,0.5427289,0.29627752,0.32484412,0.35861075,0.64191884,0.015635323,0.061830427,0.027573725,0.06336356,0.10702229,0.20304303,0.058019571,-55.310539,-42.463104,-38.261803,-38.577801,-62.172428
2130.0,0.030945098,0.051575162,0.042673539,0.11226733,0.10499103,0.0224794,0.54320067,0.29637578,0.32455799,0.3582485,0.64267236,0.015608282,0.061809491,0.027703945,0.063322358,0.1066582,0.20273872,0.058148462,-55.294098,-42.442261,-38.271152,-38.571835,-62.179359
2140.0,0.031004958,0.051674929,0.042869173,0.11200055,0.10508759,0.022459522,0.54366976,0.29647237,0.3242735,0.357887,0.64342386,0.015576382,0.061766423,0.027823254,0.063260995,0.10629673,0.20243403,0.058277134,-55.277798,-42.423149,-38.281868,-38.567726,-62.1866
2150.0,0.031068994,0.051781654,0.043192629,0.11193442,0.10548132,0.022447629,0.54413617,0.29656738,0.32399064,0.35752624,0.64417332,0.015574022,0.061866689,0.028025204,0.063328274,0.10593782,0.20212887,0.058405526,-55.260391,-42.391727,-38.284531,-38.551006,-62.190933
2160.0,0.031125149,0.051875249,0.04326069,0.11146457,0.10527126,0.022420162,0.54459995,0.29666063,0.32370934,0.35716608,0.64492071,0.01551214,0.061676811,0.028061839,0.063137263,0.10558156,0.20182355,0.058533821,-55.245155,-42.385147,-38.303471,-38.559921,-62.200954
2170.0,0.031186184,0.051976975,0.043470759,0.11122534,0.10539863,0.022401277,0.54506111,0.2967523,0.3234297,0.35680673,0.64566612,0.015484147,0.061650433,0.028190428,0.063092627,0.10522784,0.20151772,0.058661826,-55.228622,-42.364891,-38.313141,-38.554516,-62.207851
2180.0,0.031247102,0.052078504,0.043669928,0.11096286,0.10549887,0.022381838,0.54551959,0.29684234,0.32315168,0.35644805,0.64640945,0.01545284,0.061609633,0.028311934,0.063034266,0.1048767,0.20121154,0.058789615,-55.212154,-42.345772,-38.323772,-38.550262,-62.214954
2190.0,0.031313147,0.052188583,0.044028539,0.11094634,0.10596587,0.022372158,0.54597551,0.29693082,0.32287529,0.35609016,0.64715087,0.015457781,0.061745271,0.028536443,0.063134417,0.10452808,0.20090488,0.058917101,-55.194336,-42.311562,-38.324444,-38.530506,-62.218494
2200.0,0.031369802,0.052283,0.044080488,0.11045227,0.10571747,0.02234409,0.54642874,0.29701757,0.32260045,0.35573286,0.64789015,0.015392296,0.061537351,0.028562643,0.062927671,0.10418207,0.20059809,0.059044514,-55.179077,-42.306625,-38.344521,-38.541008,-62.228767
2210.0,0.03143549,0.052392483,0.044410501,0.11039557,0.10611559,0.022332642,0.54687941,0.29710281,0.32232729,0.35537636,0.64862752,0.01539118,0.061641481,0.028768612,0.063001156,0.10383853,0.20029072,0.059171572,-55.161419,-42.27541,-38.346828,-38.524189,-62.23296
2220.0,0.031493314,0.052488852,0.044480525,0.10992923,0.10591138,0.022305759,0.54732746,0.29718637,0.32205561,0.35502049,0.6493628,0.015329825,0.061454307,0.028806543,0.062812313,0.10349758,0.19998322,0.05929853,-55.145905,-42.268814,-38.365856,-38.53281,-62.242817
2230.0,0.031555261,0.052592102,0.044676557,0.10966634,0.10599612,0.022286486,0.54777288,0.29726839,0.3217856,0.3546654,0.65009612,0.015298234,0.061408751,0.028925857,0.062752821,0.1031591,0.19967526,0.059425205,-55.129311,-42.250404,-38.376614,-38.529232,-62.249889
2240.0,0.031618908,0.052698176,0.044914804,0.10945917,0.10617983,0.022269655,0.54821569,0.29734883,0.32151717,0.35431099,0.65082741,0.015275094,0.061407924,0.029072478,0.062731065,0.10282312,0.19936691,0.05955163,-55.112293,-42.228134,-38.385109,-38.521481,-62.256073
2250.0,0.031681955,0.052803259,0.045131527,0.10922063,0.10630796,0.022251779,0.54865593,0.29742768,0.32125032,0.35395733,0.65155673,0.015247198,0.061381958,0.029205075,0.062688738,0.10248963,0.19905826,0.059677847,-55.09547,-42.20797,-38.394909,-38.516083,-62.262642
2260.0,0.031742886,0.052904811,0.045271438,0.10886459,0.10626002,0.022229427,0.54909354,0.29750493,0.32098505,0.35360432,0.65228403,0.015201975,0.061271448,0.029288063,0.062570497,0.10215864,0.19874932,0.05980387,-55.079243,-42.195004,-38.409565,-38.518105,-62.270866
2270.0,0.03180851,0.053014182,0.045551438,0.10872085,0.10653246,0.022215217,0.54952866,0.29758069,0.32072136,0.35325208,0.65300936,0.015188092,0.061314367,0.02946151,0.062589809,0.10183008,0.19843994,0.059929602,-55.061798,-42.169167,-38.415497,-38.506641,-62.276096
2280.0,0.031871725,0.05311954,0.045746565,0.10844879,0.1066094,0.022196203,0.54996109,0.29765487,0.32045922,0.35290051,0.65373266,0.015155239,0.06126399,0.029580127,0.062525921,0.10150399,0.19813028,0.060055148,-55.045025,-42.151249,-38.426739,-38.50341,-62.283104
2290.0,0.031933509,0.053222511,0.045887846,0.10809639,0.1065628,0.02217415,0.55039102,0.29772747,0.32019866,0.35254964,0.65445399,0.015110491,0.061154868,0.029663963,0.062409732,0.10118037,0.19782035,0.060180496,-55.02866,-42.138325,-38.441338,-38.505367,-62.291237
2300.0,0.031999644,0.053332739,0.04615882,0.10793702,0.10681022,0.022159532,0.55081838,0.29779857,0.31993967,0.35219952,0.65517336,0.01509428,0.06118606,0.029831497,0.062419303,0.10085915,0.19750999,0.060305554,-55.011177,-42.113636,-38.447956,-38.494984,-62.296631
2310.0,0.032064635,0.053441059,0.0463861,0.10771205,0.1069559,0.022142544,0.55124313,0.29786816,0.31968224,0.35185009,0.65589076,0.015068345,0.061169025,0.029970778,0.062386252,0.10054036,0.19719934,0.060430408,-54.99403,-42.093037,-38.45731,-38.488876,-62.302906
2320.0,0.032126855,0.053544756,0.046514228,0.10733838,0.10687806,0.022119941,0.55166537,0.29793617,0.31942636,0.35150135,0.6566062,0.015020468,0.061044782,0.030046098,0.062256541,0.10022402,0.19688846,0.060555078,-54.977646,-42.081467,-38.472885,-38.492138,-62.31126
2330.0,0.032192629,0.05365438,0.046748489,0.1071244,0.10703775,0.022103412,0.55208504,0.29800269,0.31917202,0.35115331,0.65731961,0.014996115,0.06103491,0.030189849,0.062230524,0.099910043,0.19657718,0.060679469,-54.960358,-42.060387,-38.481827,-38.485451,-62.317375
2340.0,0.032257359,0.053762265,0.046939723,0.10684607,0.10710011,0.022084532,0.55250216,0.29806769,0.31891924,0.350806,0.65803111,0.014962261,0.060978472,0.030305836,0.062162649,0.099598475,0.19626561,0.060803656,-54.943375,-42.043255,-38.493481,-38.482841,-62.324368
2350.0,0.032324225,0.05387371,0.047192011,0.10665373,0.10729667,0.022069117,0.55291677,0.29813123,0.31866801,0.35045943,0.65874058,0.014941166,0.060985506,0.03046114,0.062151782,0.099289276,0.1959537,0.060927585,-54.925869,-42.020756,-38.501549,-38.474628,-62.330078
2360.0,0.032388855,0.053981423,0.047363352,0.10634391,0.10731117,0.022049282,0.55332881,0.29819325,0.31841829,0.35011351,0.65944815,0.014902657,0.060906205,0.030564234,0.062063765,0.098982468,0.19564155,0.06105132,-54.908978,-42.005539,-38.514572,-38.474022,-62.337433
2370.0,0.032454662,0.054091103,0.047562402,0.106075,0.10738743,0.022031,0.5537383,0.29825377,0.31817013,0.34976831,0.66015375,0.014870186,0.06085648,0.03068519,0.062002469,0.098678015,0.19532907,0.061174814,-54.891811,-41.987926,-38.525902,-38.470837,-62.344219
2380.0,0.032523487,0.054205809,0.047852799,0.10593804,0.1076625,0.022017881,0.55414528,0.29831284,0.31792352,0.34942386,0.66085738,0.014857193,0.060902022,0.030864928,0.062027957,0.098375894,0.19501622,0.061298039,-54.873894,-41.96236,-38.531681,-38.459373,-62.349091
2390.0,0.032587703,0.05431284,0.04798352,0.1055673,0.10758374,0.021996034,0.55454975,0.29837039,0.31767839,0.34908006,0.66155905,0.014809668,0.060778294,0.030941786,0.06190034,0.09807615,0.19470321,0.061421104,-54.857208,-41.950897,-38.547363,-38.462654,-62.357212
2400.0,0.032656312,0.054427184,0.048244704,0.10538757,0.1077939,0.02198129,0.55495167,0.29842651,0.31743482,0.348737,0.6622588,0.014790355,0.060792815,0.0311027,0.061897818,0.0977787,0.19438981,0.061543882,-54.839417,-41.928089,-38.554985,-38.453903,-62.362698
2410.0,0.032722659,0.054537769,0.048423123,0.10508829,0.10782052,0.021962151,0.55535114,0.29848117,0.31719276,0.34839463,0.66295666,0.014753344,0.060719993,0.031210283,0.06181667,0.097483598,0.19407617,0.061666466,-54.822243,-41.912571,-38.567696,-38.452797,-62.369823
2420.0,0.032789249,0.05464875,0.048598737,0.10478269,0.10784069,0.021942871,0.55574805,0.29853436,0.3169522,0.34805295,0.66365248,0.014715446,0.060643531,0.031316057,0.06173183,0.097190805,0.19376226,0.06178882,-54.805042,-41.897354,-38.580711,-38.451958,-62.377007
2430.0,0.032858383,0.054763973,0.048851598,0.10458869,0.10802564,0.021927932,0.55614245,0.29858613,0.31671315,0.34771201,0.6643464,0.01469397,0.060646638,0.031471472,0.061720386,0.096900292,0.19344801,0.061910909,-54.787216,-41.87553,-38.588993,-38.444275,-62.382576
2440.0,0.032927562,0.05487927,0.049094096,0.10438012,0.10818804,0.021912444,0.55653435,0.29863644,0.31647566,0.34737176,0.66503841,0.014670336,0.060639042,0.031620219,0.061699282,0.096612073,0.19313347,0.06203277,-54.769417,-41.854706,-38.597908,-38.437538,-62.388355
2450.0,0.032994162,0.054990273,0.049240436,0.10402984,0.10814115,0.021891793,0.55692381,0.29868531,0.31623963,0.34703219,0.66572851,0.014625847,0.060530398,0.031707086,0.06158556,0.096326157,0.19281875,0.062154442,-54.752312,-41.842186,-38.612919,-38.439484,-62.396069
2460.0,0.033063799,0.055106334,0.049479909,0.10381536,0.10829263,0.021876287,0.5573107,0.29873279,0.31600511,0.34669334,0.66641665,0.01460131,0.060517937,0.031853799,0.061560888,0.096042491,0.19250368,0.062275838,-54.734463,-41.82177,-38.622131,-38.433205,-62.401863
2470.0,0.033133667,0.05522278,0.049714293,0.10359415,0.10843366,0.021860516,0.55769515,0.29877883,0.31577209,0.3463552,0.66710287,0.014575775,0.060500517,0.031997249,0.061531659,0.095761083,0.19218835,0.062397011,-54.716587,-41.80188,-38.631649,-38.427364,-62.407761
2480.0,0.033201601,0.055336002,0.04987397,0.1032635,0.10841274,0.021840813,0.5580771,0.29882345,0.31554055,0.34601775,0.66778719,0.014534129,0.060404968,0.032092638,0.061430767,0.095481947,0.19187281,0.062517978,-54.699245,-41.788383,-38.645912,-38.42823,-62.415138
2490.0,0.033273302,0.055455506,0.050150163,0.10309698,0.10863897,0.021827366,0.5584566,0.29886669,0.31531051,0.34568101,0.66846955,0.014516708,0.060427878,0.032262877,0.061438695,0.095205031,0.1915569,0.062638663,-54.680973,-41.765129,-38.653111,-38.418877,-62.420174
2500.0,0.033342175,0.055570293,0.050321255,0.10278855,0.10863988,0.021808499,0.5588336,0.2989085,0.31508195,0.34534496,0.66915005,0.014478167,0.060344871,0.032365549,0.061351221,0.094930366,0.19124082,0.062759161,-54.66346,-41.750786,-38.66647,-38.418839,-62.427246
2510.0,0.03341281,0.055688016,0.050532635,0.10252956,0.10873052,0.02179157,0.5592081,0.29894894,0.31485489,0.3450096,0.66982865,0.014447153,0.060302138,0.032494191,0.061298091,0.094657913,0.19092445,0.062879406,-54.645535,-41.733128,-38.677715,-38.415096,-62.433598
2520.0,0.033483367,0.055805612,0.050738938,0.10226278,0.10880303,0.021774659,0.55958021,0.29898798,0.31462929,0.34467497,0.67050529,0.014414893,0.060251862,0.032619424,0.061239935,0.094387673,0.19060783,0.06299942,-54.627663,-41.715961,-38.689327,-38.412106,-62.439945
2530.0,0.033555124,0.055925205,0.050973222,0.10203746,0.10893456,0.021759233,0.55994976,0.29902568,0.31440517,0.34434101,0.67118007,0.014388701,0.060230482,0.032762624,0.061208822,0.094119631,0.19029094,0.063119188,-54.60952,-41.696545,-38.699154,-38.406681,-62.44574
2540.0,0.03362618,0.056043636,0.051169705,0.10175875,0.10898715,0.021741835,0.56031692,0.29906195,0.31418255,0.34400776,0.67185295,0.014354651,0.060171004,0.032881565,0.061142348,0.093853794,0.18997382,0.06323874,-54.591595,-41.680328,-38.711334,-38.404514,-62.452282
2550.0,0.033698391,0.056163985,0.051395055,0.10151893,0.10909817,0.021726025,0.56068158,0.29909691,0.31396139,0.34367523,0.67252392,0.014326339,0.060139559,0.033018999,0.061102033,0.093590133,0.18965644,0.063358039,-54.573414,-41.6618,-38.72184,-38.399944,-62.458233
2560.0,0.033770449,0.056284085,0.051603317,0.10125539,0.10917232,0.021709388,0.56104386,0.29913047,0.31374165,0.34334338,0.67319304,0.014294509,0.060090654,0.033145435,0.061045922,0.093328655,0.18933882,0.063477114,-54.555305,-41.644749,-38.733414,-38.396893,-62.464497
2570.0,0.033843148,0.056405246,0.051821291,0.10100481,0.10926566,0.021693302,0.56140363,0.29916269,0.31352341,0.34301221,0.67386025,0.014264586,0.060050998,0.033278089,0.060998552,0.093069337,0.18902095,0.063595951,-54.537079,-41.626968,-38.744438,-38.393055,-62.470558
2580.0,0.033916198,0.056527,0.052039217,0.10075364,0.10935774,0.021677271,0.56176096,0.29919356,0.31330663,0.34268177,0.67452556,0.014234571,0.060010802,0.033410683,0.060950901,0.092812173,0.18870284,0.063714556,-54.518795,-41.609261,-38.755516,-38.389275,-62.476601
2590.0,0.033989474,0.056649122,0.052252375,0.10049547,0.10943876,0.021661051,0.56211585,0.2992231,0.31309131,0.342352,0.67518902,0.014203516,0.059965406,0.0335402,0.060898677,0.092557162,0.1883845,0.063832924,-54.500496,-41.59201,-38.766926,-38.385948,-62.482723
2600.0,0.03406338,0.056772299,0.052474905,0.10024963,0.10953791,0.021645367,0.56246835,0.29925132,0.31287745,0.34202296,0.67585057,0.014174272,0.059928771,0.0336757,0.060854807,0.092304282,0.18806592,0.063951053,-54.482075,-41.574074,-38.777817,-38.381878,-62.488647
2610.0,0.034137364,0.05689561,0.052687265,0.099989541,0.10961507,0.021629216,0.56281835,0.29927817,0.31266502,0.34169456,0.67651027,0.014142918,0.059881698,0.033804663,0.060801473,0.09205354,0.18774711,0.064068951,-54.463669,-41.557022,-38.789364,-38.378716,-62.494751
2620.0,0.034212042,0.057020068,0.052910723,0.099743977,0.10971373,0.021613687,0.56316596,0.29930374,0.31245404,0.34136692,0.67716813,0.014113703,0.059844993,0.033940706,0.060758006,0.091804907,0.18742806,0.064186603,-54.445133,-41.53915,-38.800289,-38.374676,-62.500622
2630.0,0.034286804,0.057144675,0.053123925,0.099484116,0.10979035,0.021597689,0.56351113,0.29932797,0.3122445,0.34103993,0.67782408,0.01408237,0.05979782,0.034070164,0.060705032,0.091558397,0.18710878,0.064304031,-54.426613,-41.522163,-38.811878,-38.371536,-62.506676
2640.0,0.034362283,0.057270471,0.053348832,0.099239513,0.10988959,0.021582339,0.56385386,0.29935089,0.31203642,0.34071365,0.67847818,0.014053282,0.059761547,0.034207091,0.06066243,0.091313981,0.18678927,0.064421214,-54.407955,-41.504314,-38.822811,-38.367477,-62.512489
2650.0,0.034437813,0.057396352,0.053561773,0.098978385,0.10996345,0.021566438,0.56419414,0.29937252,0.31182975,0.34038803,0.67913043,0.01402175,0.059713196,0.034336332,0.060608804,0.091071665,0.18646955,0.064538166,-54.38932,-41.48748,-38.834511,-38.36446,-62.518517
2660.0,0.034514174,0.057523619,0.053790294,0.098737575,0.11006758,0.021551374,0.56453204,0.29939285,0.31162453,0.34006315,0.67978084,0.01399321,0.059679423,0.034475528,0.060568996,0.090831429,0.1861496,0.064654879,-54.370522,-41.469486,-38.845325,-38.360203,-62.524231
2670.0,0.034590431,0.057650715,0.054000899,0.098472372,0.1101345,0.021535465,0.56486756,0.29941186,0.31142074,0.33973894,0.6804294,0.013961064,0.059627891,0.034603231,0.060512837,0.090593271,0.18582945,0.064771354,-54.351788,-41.452965,-38.857258,-38.357471,-62.530266
2680.0,0.034667831,0.057779718,0.054237965,0.098241813,0.11025337,0.021520931,0.56520063,0.29942963,0.31121838,0.3394154,0.68107605,0.013934027,0.059601299,0.034747846,0.060480203,0.090357177,0.18550904,0.064887591,-54.332809,-41.434441,-38.867657,-38.352623,-62.535786
2690.0,0.03474474,0.057907898,0.054442726,0.097967789,0.11030638,0.021504834,0.56553131,0.29944608,0.31101742,0.33909258,0.68172091,0.01390057,0.059543218,0.034871764,0.060418323,0.090123147,0.18518846,0.065003604,-54.313995,-41.418499,-38.880047,-38.35046,-62.541904
2700.0,0.034823768,0.058039613,0.054708436,0.097773716,0.11047995,0.021491814,0.56585956,0.29946131,0.31081793,0.33877045,0.68236393,0.013878914,0.059542887,0.03503466,0.060410704,0.089891151,0.18486761,0.065119348,-54.294701,-41.397903,-38.88884,-38.343391,-62.546856
2710.0,0.034901034,0.058168389,0.054897871,0.097477756,0.11049911,0.02147509,0.56618536,0.29947522,0.31061983,0.338449,0.68300509,0.013842206,0.059468728,0.035148706,0.060334351,0.089661218,0.18454659,0.065234892,-54.275875,-41.383274,-38.902275,-38.342613,-62.553219
2720.0,0.034981228,0.058302045,0.055174597,0.097294912,0.11069181,0.021462655,0.56650883,0.29948789,0.31042317,0.33812824,0.68364447,0.013822241,0.059477169,0.035318594,0.060335089,0.089433298,0.18422532,0.06535016,-54.256378,-41.361992,-38.910599,-38.334778,-62.557957
2730.0,0.035059314,0.058432192,0.055363484,0.096999191,0.11070742,0.021446062,0.56682986,0.29949927,0.31022787,0.33780816,0.684282,0.01378551,0.059402008,0.035432238,0.060258679,0.089207418,0.18390389,0.065465234,-54.237434,-41.347519,-38.924084,-38.334141,-62.564278
2740.0,0.035138946,0.058564909,0.055586997,0.096748479,0.11079368,0.021431111,0.56714851,0.29950944,0.31003401,0.33748877,0.68491769,0.013755465,0.059360191,0.035568073,0.060212914,0.088983551,0.18358223,0.065580055,-54.218159,-41.330456,-38.935547,-38.330639,-62.569981
2750.0,0.035218239,0.058697067,0.055787243,0.096466713,0.11083006,0.021415176,0.56746477,0.29951835,0.30984157,0.33717006,0.68555152,0.01372079,0.059295028,0.035688948,0.060146194,0.088761695,0.18326038,0.065694645,-54.199001,-41.315224,-38.94846,-38.329163,-62.576061
2760.0,0.035300203,0.058833674,0.056062002,0.096278183,0.11101457,0.021402763,0.56777859,0.29952604,0.30965054,0.33685207,0.68618357,0.013699991,0.05929948,0.035857491,0.06014378,0.088541821,0.18293828,0.065808967,-54.179245,-41.294411,-38.957119,-38.321678,-62.580799
2770.0,0.035380352,0.058967251,0.056261349,0.09599337,0.11104611,0.021386918,0.56809008,0.29953244,0.30946088,0.33653471,0.68681383,0.013664863,0.059232045,0.035977732,0.060075425,0.088323958,0.18261604,0.065923087,-54.159966,-41.279366,-38.97023,-38.3204,-62.586857
2780.0,0.035461549,0.05910258,0.056476232,0.095729806,0.11111068,0.021371765,0.56839913,0.29953766,0.30927265,0.33621806,0.68744224,0.013632886,0.059180252,0.036107954,0.060021285,0.08810807,0.18229356,0.066036962,-54.140476,-41.263206,-38.982395,-38.317783,-62.592648
2790.0,0.035543039,0.059238397,0.056685954,0.095458388,0.11116321,0.021356443,0.56870586,0.29954162,0.30908579,0.33590209,0.68806887,0.013599747,0.059122726,0.036234837,0.059962064,0.087894164,0.18197091,0.066150598,-54.12096,-41.24749,-38.994953,-38.315655,-62.598511
2800.0,0.035625324,0.059375536,0.056908529,0.095204152,0.11123914,0.02134183,0.56901014,0.29954439,0.30890033,0.33558682,0.68869364,0.013569106,0.059076864,0.036369901,0.059914429,0.087682217,0.18164803,0.066264004,-54.101292,-41.230873,-39.006744,-38.312584,-62.604107
2810.0,0.035708774,0.059514623,0.057152156,0.094972633,0.11135636,0.021328157,0.56931204,0.29954594,0.30871627,0.33527222,0.68931669,0.013541924,0.059049517,0.036518421,0.05988333,0.08747223,0.18132496,0.066377155,-54.081394,-41.212749,-39.017506,-38.307842,-62.609344
2820.0,0.035791818,0.059653033,0.057368215,0.094705068,0.11141587,0.021313319,0.56961155,0.2995463,0.30853361,0.33495829,0.68993789,0.013509371,0.058995131,0.036649246,0.059827745,0.087264203,0.18100171,0.066490084,-54.06163,-41.196743,-39.029972,-38.305439,-62.615036
2830.0,0.035875607,0.059792679,0.057594009,0.094454065,0.11149342,0.021299046,0.56990868,0.29954544,0.30835232,0.33464503,0.6905573,0.013479159,0.058950625,0.036786273,0.059782531,0.087058112,0.18067825,0.066602774,-54.041737,-41.180069,-39.041698,-38.302307,-62.62051
2840.0,0.03596063,0.059934385,0.057838567,0.094222374,0.11160983,0.021285515,0.57020348,0.29954338,0.30817243,0.33433247,0.69117492,0.013451944,0.058922991,0.036935337,0.059751637,0.086853951,0.18035458,0.066715218,-54.021595,-41.162083,-39.052544,-38.297607,-62.625706
2850.0,0.03604532,0.060075536,0.058058746,0.093957305,0.11167395,0.021271002,0.57049584,0.29954013,0.30799392,0.33402058,0.69179076,0.013419772,0.058870658,0.037068725,0.05969841,0.086651728,0.18003075,0.066827431,-54.001575,-41.14595,-39.064983,-38.295021,-62.631279
2860.0,0.036130808,0.060218018,0.058290605,0.093711004,0.11175913,0.021257155,0.57078588,0.29953569,0.30781677,0.33370939,0.69240481,0.013390262,0.05882971,0.037209544,0.05965713,0.086451419,0.17970671,0.066939414,-53.981411,-41.129025,-39.076572,-38.291588,-62.636604
2870.0,0.036217183,0.06036197,0.058528464,0.093469508,0.11185822,0.021243472,0.57107347,0.29953009,0.30764103,0.33339885,0.69301707,0.013361562,0.058794234,0.037354242,0.059619818,0.086253025,0.17938247,0.067051157,-53.961082,-41.111725,-39.087959,-38.287598,-62.641865
2880.0,0.036303919,0.06050653,0.058764022,0.09322232,0.11194887,0.021229798,0.57135874,0.29952329,0.30746666,0.33308899,0.6936276,0.013332023,0.058754686,0.03749739,0.059579249,0.08605653,0.17905805,0.067162663,-53.940716,-41.094658,-39.09964,-38.283947,-62.647129
2890.0,0.036391713,0.060652856,0.0590197,0.093001649,0.11207616,0.021217139,0.57164162,0.29951534,0.30729365,0.33277982,0.69423634,0.013306348,0.058733292,0.037653342,0.059556652,0.085861936,0.17873342,0.067273922,-53.920147,-41.076202,-39.110092,-38.278831,-62.652004
2900.0,0.03647932,0.060798865,0.05924521,0.092741378,0.1121462,0.021203047,0.57192212,0.29950619,0.30712202,0.33247131,0.69484329,0.013274865,0.058684029,0.037790049,0.05950718,0.085669234,0.17840864,0.067384966,-53.89967,-41.05999,-39.122452,-38.276016,-62.657436
2910.0,0.036567204,0.060945343,0.05946172,0.092470609,0.11219741,0.021188654,0.57220024,0.29949591,0.30695173,0.33216345,0.69544846,0.013241787,0.058626287,0.037920982,0.059450291,0.085478418,0.17808366,0.067495778,-53.879169,-41.044479,-39.135342,-38.273956,-62.662983
2920.0,0.036656372,0.061093953,0.059703521,0.09223105,0.11229549,0.021175448,0.57247597,0.29948446,0.30678284,0.33185628,0.6960519,0.013213314,0.058591031,0.038068023,0.059415031,0.085289471,0.17775849,0.067606345,-53.858421,-41.027218,-39.14677,-38.27002,-62.668079
2930.0,0.036746729,0.061244547,0.059966542,0.092015475,0.1124327,0.021163225,0.57274932,0.29947186,0.30661532,0.33154979,0.69665354,0.013188425,0.058573987,0.038228579,0.059396926,0.085102387,0.1774331,0.067716666,-53.83744,-41.008514,-39.157082,-38.264519,-62.672798
2940.0,0.036838453,0.061397422,0.060257398,0.09182848,0.11262005,0.021152234,0.57302034,0.29945815,0.30644917,0.33124399,0.69725347,0.013167861,0.058579706,0.038406841,0.059400037,0.084917158,0.17710753,0.067826748,-53.816193,-40.987923,-39.166042,-38.257015,-62.677044
2950.0,0.036930691,0.06155115,0.060552098,0.091643617,0.11280859,0.021141553,0.57328898,0.29944327,0.30628437,0.33093885,0.69785166,0.01314758,0.058586355,0.038587432,0.059405256,0.084733784,0.17678177,0.067936592,-53.79488,-40.967152,-39.174919,-38.249474,-62.681171
2960.0,0.037027732,0.061712883,0.060997132,0.091637135,0.11327798,0.021137515,0.57355523,0.2994273,0.30612096,0.33063439,0.69844812,0.013153811,0.05872542,0.038863838,0.05953585,0.084552228,0.17645572,0.068046153,-53.772507,-40.935966,-39.175228,-38.230747,-62.682735
2970.0,0.037112128,0.061853547,0.060941271,0.091048069,0.11282224,0.021111172,0.5738191,0.29941007,0.30595881,0.33033049,0.69904274,0.013073343,0.058429651,0.038821209,0.059254013,0.08437261,0.17612979,0.068155669,-53.753094,-40.939869,-39.203617,-38.248928,-62.692924
2980.0,0.037205286,0.062008813,0.061193537,0.090812877,0.1129318,0.021098608,0.57408059,0.29939178,0.30579808,0.33002731,0.69963568,0.013045587,0.058399018,0.038974758,0.059223857,0.084194764,0.17580348,0.068264835,-53.731712,-40.922272,-39.215,-38.244553,-62.697792
2990.0,0.03730052,0.062167536,0.061503634,0.09064202,0.11314344,0.021088701,0.57433969,0.29937238,0.30563873,0.32972485,0.7002269,0.013027404,0.058416381,0.03916505,0.059239998,0.08401873,0.17547697,0.068373747,-53.709908,-40.90073,-39.223282,-38.236107,-62.70163
3000.0,0.037399273,0.062332124,0.061919101,0.090591297,0.11354754,0.021083405,0.57459646,0.2993519,0.30548075,0.32942304,0.70081639,0.013027125,0.058523912,0.039422411,0.059341814,0.083844498,0.1751502,0.068482392,-53.687351,-40.872028,-39.225746,-38.220024,-62.703682
3010.0,0.037487838,0.062479727,0.061926927,0.090079144,0.11320538,0.021060364,0.5748508,0.2993302,0.30532402,0.3291218,0.70140409,0.012957974,0.058282983,0.039420266,0.059113692,0.083672158,0.17482348,0.068590961,-53.667171,-40.87149,-39.250675,-38.233639,-62.712616
