Time,ROS,alpha_syn,k1,k2,k3,k4,dalphasyn,kalphasyn,S1,S2_4,Neuron,ROS_1,ROS_2,aSyn_1,aSyn_2
0.0,1.0,1.0,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.645067455138,17280.0,0.168,0.168
0.2,1.0028740625160855,1.00009436512195,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.663805568165,17329.66380027796,0.16848284250270237,0.16801585334048763
0.4,1.0028751136898437,1.0001858144856879,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.68196975712,17329.6819645605,0.16848301909989374,0.16803121683359556
0.6000000000000001,1.0028761342854489,1.0002745788454315,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.69960539873,17329.699600452557,0.16848319055995542,0.1680461292460325
0.8,1.0028771229693205,1.0003605461405956,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.71668979516,17329.716684909858,0.16848335665884587,0.16806057175162006
1.0,1.0028780803575839,1.000443771474595,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.73323347237,17329.73322857905,0.1684835175000741,0.168074553607732
1.2000000000000002,1.0028790073256377,1.0005243322607649,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.74925141714,17329.74924658702,0.16848367323070715,0.1680880878198085
1.4000000000000001,1.002879906773582,1.0006024858525675,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.76479443423,17329.7647890475,0.1684838243379618,0.16810121762323135
1.6,1.0028807766520016,1.0006780503858672,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.779826006652,17329.779820546588,0.16848397047753627,0.1681139124648257
1.8,1.0028816169608963,1.0007510258606642,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.79434578506,17329.79434108429,0.16848411164943058,0.1681261723445916
2.0,1.0028824312035818,1.0008217244697628,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.808415568285,17329.808411197893,0.16848424844220175,0.16813804971092017
2.2,1.0028832205399925,1.0008902495789909,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.822055646106,17329.82205093107,0.16848438105071875,0.16814956192927047
2.4000000000000004,1.0028839830902572,1.0009564336664336,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.835232396796,17329.835227799646,0.16848450915916321,0.16816068085596086
2.6,1.0028847188543761,1.0010202767320906,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.847945543475,17329.84794180362,0.1684846327675352,0.16817140649099124
2.8000000000000003,1.002885433709972,1.0010822997555968,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.86029859142,17329.860294508315,0.1684847528632753,0.16818182635894027
3.0,1.0028861251687995,1.001142282184319,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.872247399704,17329.872242916856,0.16848486902835833,0.1681919034069656
3.2,1.0028867926996496,1.0012001769330494,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.883782367408,17329.883777849947,0.16848498117354116,0.1682016297247523
3.4000000000000004,1.002887437020503,1.0012560471711653,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.894915867477,17329.89491171429,0.1684850894194445,0.1682110159247558
3.6,1.0028880617932607,1.00131021508011,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.905711915842,17329.905707787544,0.1684851943812678,0.1682201161334585
3.8000000000000003,1.0028886656542175,1.0013625606783736,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.916146428724,17329.91614250488,0.16848529582990857,0.16822891019396677
4.0,1.0028892491168167,1.0014131291396875,17280.0,17280.0,0.168,0.168,15.0,8.5,0.0,1.0,1.0,17329.92622824242,17329.926224738592,0.1684853938516252,0.16823740569546752
