ROS_1_task1,_1_task1,alpha_syn_2_task1
1.0,0.0,1.0
1.0028740625160855,0.2,1.00009436512195
1.0028751136898437,0.4,1.0001858144856879
1.0028761342854489,0.6000000000000001,1.0002745788454315
1.0028771229693205,0.8,1.0003605461405956
1.0028780803575839,1.0,1.000443771474595
1.0028790073256377,1.2000000000000002,1.0005243322607649
1.002879906773582,1.4000000000000001,1.0006024858525675
1.0028807766520016,1.6,1.0006780503858672
1.0028816169608963,1.8,1.0007510258606642
1.0028824312035818,2.0,1.0008217244697628
1.0028832205399925,2.2,1.0008902495789909
1.0028839830902572,2.4000000000000004,1.0009564336664336
1.0028847188543761,2.6,1.0010202767320906
1.002885433709972,2.8000000000000003,1.0010822997555968
1.0028861251687995,3.0,1.001142282184319
1.0028867926996496,3.2,1.0012001769330494
1.002887437020503,3.4000000000000004,1.0012560471711653
1.0028880617932607,3.6,1.00131021508011
1.0028886656542175,3.8000000000000003,1.0013625606783736
1.0028892491168167,4.0,1.0014131291396875
1.0028898126945005,4.2,1.0014619656377837
1.0028903579949815,4.4,1.0015092129016172
1.002890885302789,4.6000000000000005,1.001554895697077
1.0028913951859846,4.800000000000001,1.001599064067218
1.0028918883062834,5.0,1.0016417764043697
1.0028923651434718,5.2,1.001683072536894
1.0028928262459673,5.4,1.0017229992961971
1.002893272326011,5.6000000000000005,1.0017616202303545
1.0028937040038026,5.800000000000001,1.001798989495436
1.0028941215751883,6.0,1.0018351333760251
1.0028945247066434,6.2,1.001870024075072
1.0028949145900188,6.4,1.00190376487043
1.0028952917736083,6.6000000000000005,1.001936403739371
1.0028956568057055,6.800000000000001,1.0019679886591664
1.0028960102346045,7.0,1.001998567607088
1.002896352608599,7.2,1.0020281885604077
1.0028966829989951,7.4,1.0020567679879075
1.0028970023147863,7.6000000000000005,1.0020843859829354
1.0028973112980715,7.800000000000001,1.0021111077788474
1.0028976103856415,8.0,1.0021369714248647
1.002897900014287,8.200000000000001,1.0021620149702088
1.0028981806207988,8.4,1.002186276464101
1.0028984521710682,8.6,1.0022097533372298
1.0028987140959091,8.8,1.002232396865856
1.0028989675364455,9.0,1.0022543058531364
1.002899212830355,9.200000000000001,1.0022755097991236
1.002899450315317,9.4,1.0022960382038708
1.0028996803290093,9.600000000000001,1.0023159205674306
1.0028999032091106,9.8,1.0023351863898557
1.0029066457109084,10.0,1.0023538476004854
3.6040292028704193,10.200000000000001,1.0882756542782572
3.6054085476534805,10.4,1.1714222096418756
3.6070537344325784,10.600000000000001,1.2518717169074605
3.608977796588657,10.8,1.3297220965199896
3.611190625023293,11.0,1.405068557292053
3.613699250426033,11.200000000000001,1.4780033231286067
3.616507879090475,11.4,1.5486160761697767
3.6196182577336438,11.600000000000001,1.6169936251204464
3.6230299225685894,11.8,1.6832197762327086
3.626740423642053,12.0,1.74737551887554
3.6307453595891483,12.200000000000001,1.8095389532172474
3.6350389194769446,12.4,1.8697855432823578
3.639614078847433,12.600000000000001,1.9281880392716826
3.6444624270314985,12.8,1.9848164960377117
3.6495749703882567,13.0,2.0397384682042596
3.6549416648414903,13.200000000000001,2.093018884273029
3.6605520849718665,13.4,2.144720218131744
3.6663956846396326,13.600000000000001,2.1949027128523455
3.6724609826758914,13.8,2.2436239784392464
3.678736163726186,14.0,2.2909392616818147
3.685211016665743,14.200000000000001,2.3369022964148596
3.6918732055545265,14.4,2.381563676953775
3.698711118443627,14.600000000000001,2.4249722296808547
3.7057143572676163,14.8,2.467175486348534
3.712871292784689,15.0,2.508218036833354
3.7201714885308346,15.200000000000001,2.548143124539854
3.727605460316044,15.4,2.5869924796954393
3.7351636547761164,15.600000000000001,2.6248057433720167
3.7428355646615685,15.8,2.661621066938554
3.750610919457245,16.0,2.697475070617782
3.7584804916828367,16.2,2.7324029351446395
3.76643637574856,16.400000000000002,2.7664381601742822
3.7744703286561747,16.6,2.7996130134161787
3.7825746219475924,16.8,2.831958440876691
3.790741200886896,17.0,2.863503964650748
3.798963264986691,17.2,2.8942779836202743
3.807234161307401,17.400000000000002,2.924307690593862
3.8155473553180874,17.6,2.9536191751726886
3.823896957867479,17.8,2.9822374525811974
3.8322772936962273,18.0,3.0101865226359394
3.840682873536499,18.2,3.037489397400097
3.8491086610926044,18.400000000000002,3.064168220219502
3.8575498782342317,18.6,3.0902441898850745
3.866002040990031,18.8,3.1157376277132465
3.87446090585065,19.0,3.14066814833722
3.8829225657613446,19.200000000000003,3.16505447313851
3.8913833696841387,19.400000000000002,3.1889146067162937
3.8998399022110637,19.6,3.212265897716021
3.9082889784307113,19.8,3.2351249173724965
3.9167276706274885,20.0,3.257507649495074
3.9251532706860974,20.200000000000003,3.2794294535332025
3.9335631946990985,20.400000000000002,3.3009049908574135
3.94195514929999,20.6,3.3219484839933213
3.950327007901177,20.8,3.3425736060607467
3.9586768292685592,21.0,3.3627935504257898
3.9670024943755555,21.200000000000003,3.3826207099968544
3.9753022615827915,21.400000000000002,3.4020672787026784
3.9835745461040464,21.6,3.4211450739991522
3.9918178148398225,21.8,3.4398654752282174
4.0000311294534985,22.0,3.4582392076400823
4.008213909674371,22.200000000000003,3.4762765122760664
4.016365054458034,22.400000000000002,3.493987708323214
4.024483940294051,22.6,3.511382608173513
4.032569666331016,22.8,3.5284706090639286
4.040619307514784,23.0,3.5452602656358416
4.048632676453185,23.200000000000003,3.561760550604293
4.056608470965896,23.400000000000002,3.5779798812099157
4.064545256035782,23.6,3.5939263995260666
4.07244615738963,23.8,3.6096078002761742
4.080311543702302,24.0,3.6250316426796996
4.088143259018349,24.200000000000003,3.6402051968530533
4.095938555836045,24.400000000000002,3.655135474849246
4.103692666903099,24.6,3.6698292497776097
4.111404593721286,24.8,3.6842930687450277
4.1190807322525425,25.0,3.6985332701748517
4.126721951966603,25.200000000000003,3.712555987503732
4.134323416468114,25.400000000000002,3.726367135590524
4.1418860790344025,25.6,3.739972462347509
4.149410751242796,25.8,3.7533775059690866
4.15689770643443,26.0,3.7665876315923787
4.164346893697604,26.200000000000003,3.7796080326746604
4.171758496812818,26.400000000000002,3.792443729209495
4.1791327565088725,26.6,3.805099584633776
4.186469836700379,26.8,3.817580315002262
4.193770059681721,27.0,3.829890480379447
4.2010337773631585,27.200000000000003,3.8420345009356454
4.2082614117478805,27.400000000000002,3.8540166607461965
4.215452905278636,27.6,3.8658411117534217
4.222608781739813,27.8,3.8775118837156994
4.229729483656978,28.0,3.8890328877495475
4.236815485569764,28.200000000000003,3.9004079227559574
4.243866986863926,28.400000000000002,3.9116406470921126
4.250884306585845,28.6,3.922734624279758
4.257867993235137,28.8,3.933693339573834
4.264818506668838,29.0,3.9445201727851535
4.271736253050478,29.200000000000003,3.955218386048609
4.2786215223769615,29.400000000000002,3.965791105784617
4.285474831165242,29.6,3.9762414540198
4.292296612511039,29.8,3.9865724391210744
4.299087305546656,30.0,3.9967869874095925
4.305847449164817,30.200000000000003,4.0068878647776724
4.312577473708699,30.400000000000002,4.01687786128711
4.31927785578099,30.6,4.026759659599092
4.325949078151222,30.8,4.0365358731054
4.332591631364869,31.0,4.046209009110898
4.339206010177405,31.200000000000003,4.055781536170826
4.345792714292336,31.400000000000002,4.065255864804741
4.352352248614924,31.6,4.074634337957664
4.358885085200117,31.8,4.083919207544477
4.365391689138054,32.0,4.0931126610807285
4.3718725836131105,32.2,4.102216883516679
4.3783282683431555,32.4,4.111233987311732
4.384759244832299,32.6,4.120166038496616
4.3911660162549735,32.800000000000004,4.129015059938064
4.397549087340024,33.0,4.137783034603493
4.403908943630071,33.2,4.146471725748147
4.410246083531495,33.4,4.155082965703775
4.416561018403566,33.6,4.163618660963476
4.4228542508096895,33.800000000000004,4.172080603420105
4.429126283346311,34.0,4.180470553030625
4.435377618485093,34.2,4.188790240708725
4.441608758415081,34.4,4.197041371217425
4.447820204960846,34.6,4.205225256675762
4.454012459275455,34.800000000000004,4.213343544872026
4.460186021753564,35.0,4.22139787735201
4.466341391896418,35.2,4.2293897812828
4.472479068136445,35.4,4.237320757830125
4.4785995476795915,35.6,4.245192284208939
4.484703326347675,35.800000000000004,4.25300581573398
4.4907908598054584,36.0,4.2607624106600985
4.496862649608094,36.2,4.268463574320722
4.502919182189355,36.4,4.276110666729711
4.508960937393987,36.6,4.283704989519619
4.514988391649328,36.800000000000004,4.291247820513957
4.521002017732759,37.0,4.298740415046312
4.527002288226813,37.2,4.306184003119377
4.532989837057791,37.4,4.313579608225805
4.5389650582341154,37.6,4.320928501078746
4.544928438302369,37.800000000000004,4.32823182561632
4.550880463613339,38.0,4.335490704674009
4.5568216203824115,38.2,4.342706240973324
4.562752394749974,38.400000000000006,4.349879518110464
4.568673266724201,38.6,4.357011593487369
4.574584682399307,38.800000000000004,4.364103462628994
4.580487143751285,39.0,4.371156178363988
4.586381128568504,39.2,4.3781707462729695
4.592267113578487,39.400000000000006,4.3851481560583325
4.598145574427289,39.6,4.392089382426194
4.604016985658875,39.800000000000004,4.398995385968338
4.6098818319835475,40.0,4.405867095853765
4.615740617415096,40.2,4.412705395954469
4.621593800710787,40.400000000000006,4.4195112297215315
4.627441860368064,40.6,4.426285496302789
4.633285274940227,40.800000000000004,4.433029083109452
4.639124523094483,41.0,4.439742866571269
4.644960083670002,41.2,4.446427712891697
4.650792437301595,41.400000000000006,4.453084439095701
4.65662206553694,41.6,4.459713837646093
4.662449447237878,41.800000000000004,4.466316769941493
4.6682750633137,42.0,4.472894048498205
4.674099395252672,42.2,4.4794464764210336
4.679922925187323,42.400000000000006,4.4859748479752355
4.685746135959713,42.6,4.492479949158475
4.691569523686836,42.800000000000004,4.4989625158071425
4.697393581026611,43.0,4.5054232912391425
4.70321879029944,43.2,4.511863050415162
4.7090456426228,43.400000000000006,4.5182825357280185
4.714874630839524,43.6,4.524682481820549
4.720706249625382,43.800000000000004,4.531063616013837
4.72654099559667,44.0,4.5374266587354315
4.732379375222676,44.2,4.543772300808247
4.738221890860775,44.400000000000006,4.550101245599853
4.744069045120016,44.6,4.556414196832801
4.749921345821729,44.800000000000004,4.562711844625008
4.7557793036032505,45.0,4.568994873341211
4.76164343204606,45.2,4.575263961960273
4.767514247803908,45.400000000000006,4.581519784442497
4.773392270221871,45.6,4.587762986855372
4.779278022604744,45.800000000000004,4.593994239798369
4.785172031612098,46.0,4.600214205302658
4.791074827403844,46.2,4.606423537993954
4.796986943849815,46.400000000000006,4.612622889178706
4.802908918658188,46.6,4.618812907224479
4.808841293503904,46.800000000000004,4.624994237940326
4.814784614157083,47.0,4.631167524957167
4.820739430611442,47.2,4.637333410108164
4.826706297212714,47.400000000000006,4.6434925338090975
4.832685774597045,47.6,4.649645530058235
4.838678469423269,47.800000000000004,4.655792909086853
4.844684923385312,48.0,4.661935388052722
4.850705713020329,48.2,4.6680735951039045
4.856741420179771,48.400000000000006,4.674208157921114
4.86279263216772,48.6,4.6803397040686585
4.868859941879185,48.800000000000004,4.68646886134541
4.874943947938432,49.0,4.692596258135744
4.881045254837291,49.2,4.6987225237605035
