ADAMTS4,ADAMTS4_TIMP1,ADAMTS4_TIMP3,ADAMTS4_mRNA,AggFrag,Aggrecan,Aggrecan_Collagen2,ColFrag,Collagen2,DUSP16,IL1,IL1R,IL1Ra,IL1_IL1R,IL1_IL1R_IRAK2,IL1_IL1Ra,IRAK2,IRAK2_TRAF6,IRAK2_TRAF6_PP4,JAK1,JAK1_P,JNK,JNK_P,MKP1,MMP1,MMP13,MMP13_TIMP1,MMP13_TIMP3,MMP13_mRNA,MMP1_TIMP1,MMP1_TIMP3,MMP1_mRNA,MMP3,MMP3_TIMP1,MMP3_TIMP3,MMP3_mRNA,Matriptase,OSM,OSMR,OSMR_SOCS3,OSMRa,OSM_OSMR,OSM_OSMRa,PP4,PTPRT,SOCS3,SOCS3_mRNA,SP1,SP1_TIMP1_DNA,STAT3_P_cyt,STAT3_P_nuc,STAT3_cyt,STAT3_nuc,Sink,Source,TIMP1,TIMP1_DNA,TIMP1_mRNA,TIMP3,TIMP3_mRNA,TRAF6,TRAF6_PP4,cFos,cFos_P,cFos_cJun,cFos_mRNA,cJun,cJun_P,cJun_dimer,cJun_mRNA,p38,p38_P,proMMP1,proMMP13,proMMP3,Time
0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1000.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,1.0,200.0,2.0,20.0,200.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0
-2.7695148765454543e-43,-1.690428191343575e-49,-2.817381143030681e-47,-4.3006432775087245e-37,0.0,0.0,100000.0,0.0,-8.452147556698082e-49,-2.1503213174577838e-35,99.98980107008991,99.99000105989062,0.0,0.009998690132860324,2.499765015059692e-07,0.0,99.99999975002265,8.332727666405571e-13,-3.405958134851819e-50,99.9999999500019,4.999809038359179e-08,100.0,2.1394445448119243e-17,-1.0751607002758606e-37,-4.226405244778084e-52,6.816608297913578e-103,5.3301274661339945e-111,1.7767096681377559e-112,-2.1503216598048296e-36,-1.9801105517277503e-59,-6.600370426234967e-61,-2.1503216598048301e-35,-3.381123140027275e-49,-1.5840880701431165e-56,-5.2802951035239975e-58,-2.1503216598048301e-35,99.99999200000035,999.9895205553914,99.99000055287618,1.2892299911005335e-29,0.0,0.009999447123792242,0.0,-2.0186083785814674e-35,6.75454982221029e-23,1.321660161524222e-26,4.052725262996538e-21,2.916128275481519e-88,1.4312859099927116e-98,8.333066375646987e-11,2.1395582280034044e-16,99.99999999991668,6.754528875505489e-26,1.0,1.0,200.0,2.0,20.0,200.00003999999606,20.0,99.99999999999916,-1.3171303552399815e-36,1.1024535243320305e-25,1.0288175663637132e-50,1.746152950667475e-78,3.377242388716661e-20,100.0,6.753960433455251e-22,-5.511906559244503e-29,5.0,100.0,2.1394445448119243e-17,-4.154697700633656e-42,-4.1546977010562994e-44,-8.309392020989291e-43,0.01
-1.835854333233783e-41,-1.792344717235596e-47,-2.987242591556856e-45,-1.6287366529983188e-35,0.0,0.0,100000.0,0.0,-8.96173411285158e-47,-8.14368113505225e-34,99.97960427991947,99.98000423912517,0.0,0.019994761062783882,9.998120234758422e-07,0.0,99.9999990001813,6.665722478585974e-12,-8.848575790093324e-48,99.99999980001526,1.999847234497379e-07,100.0,3.336221261251395e-16,-4.071840842949279e-36,-4.481395681572022e-50,9.279863338394014e-99,1.4594668676788518e-106,4.8648919355189816e-108,-8.143683404539372e-35,-3.1583018813609967e-57,-1.0527677933870495e-58,-8.143683404539376e-34,-3.5851148612504196e-47,-2.5266405497284825e-54,-8.422139162560472e-56,-8.143683404539376e-34,99.9999840000013,999.9790422214697,99.98000221140965,4.880054208749921e-28,0.0,0.01999778859033028,0.0,-7.296107756381269e-34,1.457063018240879e-21,3.4942853048924213e-25,8.742365862340893e-20,2.8303182404762818e-83,6.991443454391097e-92,6.666250652696092e-10,3.3364664895881596e-15,99.99999999933338,1.4570574778934202e-24,1.0,1.0,200.0,2.0,20.0,200.00007999998405,20.0,99.99999999999332,-8.475740705237953e-35,2.915954836685455e-24,2.2134257202284638e-48,9.182980108192966e-75,7.2852290705006775e-19,100.0,1.4569071296049732e-20,-1.4578406761864803e-27,5.0,100.0,3.336221261251395e-16,-2.7542325324103118e-40,-2.754232532858453e-42,-5.508461480601772e-41,0.02
-3.963478293099253e-40,-6.211296500404585e-46,-1.0352167354670968e-43,-2.3040067288012598e-34,0.0,0.0,100000.0,0.0,-3.105654806999842e-45,-1.152002904516438e-32,99.96940962882856,99.9700095370478,0.0,0.02998821358655465,2.249365618711381e-06,0.0,99.99999775061187,2.2495225459316763e-11,-4.198798733774197e-46,99.99999955005153,4.4994844295979176e-07,100.0,1.6870649341054942e-15,-5.760015117259894e-35,-1.553156801234334e-48,1.4351132677594556e-95,6.895412562628104e-103,2.2984724358542642e-104,-1.1520033945309831e-33,-1.9673458942371428e-55,-6.557823942185269e-57,-1.1520033945309831e-32,-1.2425243919979352e-45,-1.5738757385475673e-52,-5.246255897605552e-54,-1.1520033945309831e-32,99.9999760000029,999.968564998092,99.97000497545764,6.899025427254841e-27,0.0,0.029995024542339096,0.0,-9.771310479589628e-33,1.0376313301427001e-20,3.3622126115565796e-24,6.225776188929246e-19,4.149137301822838e-80,3.738895071222589e-88,2.2497896303380217e-09,1.6872395649751557e-14,99.9999999977502,1.0376259957126881e-23,1.0,1.0,200.0,2.0,20.0,200.00011999996406,20.0,99.99999999997749,-1.748720222008635e-33,2.8075699723382687e-23,9.591092655372243e-47,2.6977750872411274e-72,5.188073827348336e-18,100.0,1.0374812400681936e-19,-1.4035915495909e-26,5.0,100.0,1.6870649341054942e-15,-5.946780474597334e-39,-5.94678047615049e-41,-1.1893548527055412e-39,0.03
-4.1138954942479726e-39,-9.576809965395285e-45,-1.5961362356252763e-42,-1.7064509872797655e-33,0.0,0.0,100000.0,0.0,-4.788420328244824e-44,-8.532250162418909e-32,99.95921711615732,99.96001695300295,0.0,0.03997904850065289,3.9984963751863735e-06,0.0,99.9999960014503,5.3318243392015106e-11,-7.837644529860308e-45,99.99999920012219,7.998777938485503e-07,100.0,5.331941164045836e-15,-4.266125698534239e-34,-2.3949812583331146e-47,2.5812710762159503e-93,2.844274106825894e-100,9.480922063130872e-102,-8.532255249176975e-33,-4.604821124760001e-54,-1.53494161248262e-55,-8.532255249176977e-32,-1.9159825513729742e-44,-3.6838532151301156e-51,-1.2279520617591098e-52,-8.532255249176977e-32,99.99996800000514,999.958088885115,99.96000884487746,5.1060611757835107e-26,0.0,0.03999115512252127,0.0,-6.816961682168186e-32,4.304492411138856e-20,1.7770195865250555e-23,2.5826892092167344e-18,6.116633777838065e-78,1.1741989154928442e-85,5.3326684435016326e-09,5.3326655744718194e-14,99.99999999466729,4.304464194125425e-23,1.0,1.0,200.0,2.0,20.0,200.00015999993607,20.0,99.99999999994667,-1.7152903998193268e-32,1.4850876228025992e-22,1.7644834316032616e-45,1.7810902151138624e-70,2.1522023954467938e-17,100.0,4.3036985252690083e-19,-7.424005423042763e-26,5.0,100.0,5.331941164045836e-15,-6.173253187669107e-38,-6.173253190064086e-40,-1.2346487220298799e-38,0.04
-2.490516813729861e-38,-7.946592166287059e-44,-1.324433265155931e-41,-8.021918089748003e-33,0.0,0.0,100000.0,0.0,-3.973313788327443e-43,-4.010956154330167e-31,99.94902674124616,99.95002648633532,0.0,0.049967266601256104,6.247063415947488e-06,0.0,99.99999375283244,1.0412982729255821e-10,-7.98665233061516e-44,99.99999875023866,1.2497613222211643e-06,99.99999999999999,1.3016872974752121e-14,-2.005478450942133e-33,-1.987546674022355e-46,1.2451702109306887e-91,2.1020489268057137e-98,7.006837177188139e-100,-4.0109592342545846e-32,-5.31351395601092e-53,-1.7711730151904138e-54,-4.010959234254583e-31,-1.5900345060470904e-43,-4.25080492741366e-50,-1.4169363330185915e-51,-4.010959234254583e-31,99.99996000000802,999.9476138823953,99.95001381952642,2.398586693942251e-25,0.0,0.04998618047355691,0.0,-3.0342119970368478e-31,1.307065662427072e-19,6.617596501562092e-23,7.842370728898189e-18,2.7623812998587117e-76,8.496181784835135e-84,1.041504341283818e-08,1.301907257690597e-13,99.99999998958484,1.3070551465770772e-22,1.0,1.0,200.0,2.0,20.0,200.00019999990005,20.0,99.99999999989585,-9.767454432044382e-32,5.53457163896725e-22,1.8343728651010374e-44,5.397618533849243e-69,6.53516504209449e-17,100.0,1.3067698094618485e-18,-2.7666123145338703e-25,5.0,99.99999999999999,1.3016872974752121e-14,-3.7377749327753117e-37,-3.7377749347628616e-39,-7.475533969176194e-38,0.05
-4.2546143011711596e-37,-3.210846633723165e-42,-5.3514273068438024e-40,-5.676163321643302e-32,0.0,0.0,100000.0,0.0,-1.6054401660365467e-41,-2.8380767192286563e-30,99.93883850343582,99.94003813638984,0.0,0.05995286868423831,8.994925899208394e-06,0.0,99.99999100489417,1.7992361368519064e-10,-3.4439170272630944e-41,99.99999820041242,1.7995875753566822e-06,99.99999999999997,2.6990191281850148e-14,-1.4190389986124535e-32,-8.035665764135136e-45,6.548107729301524e-86,1.249300223779862e-92,4.1643469414148736e-94,-2.838081984581628e-31,-5.059078791175899e-51,-1.6863648342551837e-52,-2.8380819845816727e-30,-6.428505636197563e-42,-4.047249241882285e-48,-1.3490872703706192e-49,-2.8380819845816727e-30,99.99995200001155,999.9371399897899,99.94001989926187,1.6890224334104997e-24,0.0,0.0599801007381035,0.0,-1.5598558427326463e-30,3.3034476370879843e-19,2.3418073261852706e-22,1.982060326722707e-17,4.013125599812879e-71,3.5698455590274815e-80,1.7996634081695687e-08,2.6995750056059497e-13,99.99999998200312,3.303410290965818e-22,1.0,1.0,200.0,2.0,20.0,200.00023999985606,20.0,99.99999999982005,-1.2782238580067805e-30,1.9655243335909403e-21,1.2230569120905687e-41,4.915525705718377e-63,1.6516658354505897e-16,100.0,3.302397120722369e-18,-9.822855801429317e-25,5.0,99.99999999999997,2.6990191281850148e-14,-6.39000137168887e-36,-6.390001379726088e-38,-1.2779938474352924e-36,0.06
-3.138097268724549e-36,-2.6010584815994456e-41,-4.335111369802488e-39,-3.2899101927503803e-31,0.0,0.0,100000.0,0.0,-1.3005434716223408e-40,-1.644951451127483e-29,99.92865240206721,99.9300519025118,0.0,0.06993585554517097,1.224194301827296e-05,0.0,99.99998775777128,2.8569182760403223e-10,-3.000446049745311e-40,99.99999755065488,2.4493451017064158e-06,99.99999999999996,4.999877113404649e-14,-8.224761969313907e-32,-6.509866741597738e-44,5.752908256923345e-85,1.0975863991512334e-91,3.6586326307664097e-93,-1.644955335202187e-30,-4.272972372238405e-50,-1.424328665605032e-51,-1.6449553352021555e-29,-5.207870609699695e-41,-3.418366021914269e-47,-1.1394589738460718e-48,-1.6449553352021555e-29,99.9999440000157,999.9266672071556,99.93002708394118,9.767449807118773e-24,0.0,0.06997291605879608,0.0,-7.498433902590306e-30,7.486772575375279e-19,8.221999324306815e-22,4.492034425853572e-17,3.525667880087511e-70,3.1314957399233815e-79,2.85770977163479e-08,5.001136730054851e-13,99.99999997142243,7.486640846761775e-22,1.0,1.0,200.0,2.0,20.0,200.00027999980406,20.0,99.99999999971429,-8.951103558098702e-30,6.932731076314682e-21,1.0686468335226807e-40,4.318610235336052e-62,3.74318177139254e-16,100.0,7.483067973575058e-18,-3.463603164669787e-24,5.0,99.99999999999996,4.999877113404649e-14,-4.713691325618013e-35,-4.713691332127961e-37,-9.42733058551389e-36,0.07
-9.292156944881948e-36,-7.793107227388006e-41,-1.2988553922284566e-38,-9.374959209070359e-31,0.0,0.0,100000.0,0.0,-3.896596450321768e-40,-4.6874688104880396e-29,99.9184684364816,99.92006778404667,0.0,0.07991622797932184,1.5987974001614877e-05,0.0,99.99998401159957,4.2642527954596326e-10,-9.053159127425226e-40,99.99999680097754,3.1990224508949243e-06,99.99999999999991,8.528929571684075e-14,-2.343735801024281e-31,-1.9504502805677656e-43,1.7369006073721698e-84,3.313799815871204e-91,1.1046033503653603e-92,-4.6874803117326176e-30,-1.2862223919886097e-49,-4.2874216732012356e-51,-4.6874803117325817e-29,-1.5603533662893645e-40,-1.0289743320859206e-46,-3.4299254001732815e-48,-4.6874803117325817e-29,99.9999360000205,999.9161955343491,99.92003537342173,2.782191200093509e-23,0.0,0.07996462657824707,0.0,-2.0557877065706005e-29,1.4989540311642663e-18,2.0563664070437016e-21,8.993651238932427e-17,1.06445816861532e-69,9.454263070897722e-79,4.2656029252124896e-08,8.53145121917338e-13,99.99999995734314,1.4989210313894548e-21,1.0,1.0,200.0,2.0,20.0,200.00031999974408,20.0,99.99999999957355,-2.6316879372302654e-29,1.736729419896344e-20,3.2251301734323714e-40,1.3038617974481155e-61,7.494257818566938e-16,100.0,1.498026050991486e-17,-8.675775376245458e-24,5.0,99.99999999999991,8.528929571684075e-14,-1.3957846349146106e-34,-1.3957846368650523e-36,-2.791553670185637e-35,0.08
-2.0022081197566175e-35,-1.6827562886556068e-40,-2.8046028553090617e-38,-2.0004250277373356e-30,0.0,0.0,100000.0,0.0,-8.413873988648711e-40,-1.0002101880369973e-28,99.90828660602047,99.91008578034022,0.0,0.08989398678165562,2.02328781128408e-05,0.0,99.99997976651477,6.071133668805637e-10,-1.9537181340947154e-39,99.99999595139181,4.048608173719575e-06,99.99999999999987,1.3660767150400357e-13,-5.001053947722311e-31,-4.211586354846145e-43,3.7472559131725906e-84,7.149318874225256e-91,2.383113652024468e-92,-1.0002126662510067e-29,-2.7787882407001784e-49,-9.262657044563754e-51,-1.0002126662510116e-28,-3.3692542673195644e-40,-2.2230228557900884e-46,-7.410099846335873e-48,-1.0002126662510116e-28,99.99992800002595,999.9057249712274,99.91004476756093,5.935994418020641e-23,0.0,0.0899552324390465,0.0,-4.3393659750436126e-29,2.7209410145850913e-18,4.1960779926099945e-21,1.632549714406331e-16,2.2965103662659416e-69,2.0400777259738285e-78,6.073296131853122e-08,1.3665344199271222e-12,99.99999993926569,2.720873636548125e-21,1.0,1.0,200.0,2.0,20.0,200.00035999967608,20.0,99.99999999939286,-5.662750644989582e-29,3.5459973122457885e-20,6.959415741479978e-40,2.812999425350293e-61,1.3603658999289461e-15,100.0,2.719046344869371e-17,-1.7713189888909736e-23,5.0,99.99999999999987,1.3660767150400357e-13,-3.0075467446002484e-34,-3.0075467488118375e-36,-6.015059805057662e-35,0.09
