T,H,ICA,IK,INA,M,MCA,N,V
14.82,0.11750061,-0.0058680354,0.2693775,-0.00013839896,0.0081245117,0.0086502386,0.24061526,-64.817345
14.84,0.117947,-0.005838728,0.26434052,-0.00013672272,0.0080812331,0.0086282855,0.23949002,-64.822388
14.86,0.11839294,-0.0058101453,0.25939906,-0.00013511357,0.0080391644,0.0086068222,0.2383702,-64.827339
14.88,0.11883845,-0.0057822675,0.25455135,-0.00013356871,0.00799827,0.0085858386,0.23725578,-64.832184
14.9,0.11928351,-0.0057550762,0.24979554,-0.00013208545,0.0079585155,0.0085653244,0.23614675,-64.836937
14.92,0.11972813,-0.005728553,0.24512993,-0.00013066127,0.0079198685,0.0085452665,0.23504308,-64.841591
14.94,0.12017229,-0.00570268,0.24055275,-0.00012929372,0.0078822961,0.0085256575,0.23394474,-64.846153
14.96,0.120616,-0.0056774402,0.23606233,-0.00012798053,0.0078457687,0.0085064853,0.23285174,-64.850624
14.98,0.12105925,-0.0056528165,0.231657,-0.00012671949,0.0078102546,0.0084877415,0.23176402,-64.855011
15.0,0.12150204,-0.005628793,0.22733514,-0.00012550852,0.0077757258,0.0084694158,0.23068158,-64.859306
15.02,0.12194437,-0.005605354,0.22309515,-0.00012434562,0.007742153,0.0084514981,0.22960439,-64.86351
15.04,0.12238623,-0.0055824844,0.21893547,-0.00012322889,0.0077095092,0.0084339799,0.22853243,-64.86763
15.06,0.12282763,-0.0055601685,0.21485455,-0.00012215652,0.0076777674,0.008416852,0.22746567,-64.871674
15.08,0.12326854,-0.0055383928,0.21085089,-0.00012112679,0.007646902,0.0084001068,0.22640412,-64.875633
15.1,0.12370899,-0.0055171428,0.20692302,-0.00012013804,0.0076168873,0.0083837332,0.22534771,-64.879509
15.12,0.12414896,-0.0054964051,0.20306949,-0.00011918871,0.0075876992,0.0083677256,0.22429645,-64.883308
15.14,0.12458845,-0.0054761665,0.19928887,-0.00011827729,0.0075593139,0.0083520738,0.22325031,-64.887032
15.16,0.12502746,-0.0054564136,0.19557978,-0.00011740234,0.0075317086,0.0083367703,0.22220926,-64.890678
15.18,0.12546599,-0.0054371348,0.19194084,-0.00011656249,0.0075048604,0.0083218077,0.2211733,-64.894249
15.2,0.12590402,-0.0054183174,0.18837072,-0.00011575644,0.007478748,0.0083071776,0.22014238,-64.897751
15.22,0.12634158,-0.0053999498,0.1848681,-0.00011498292,0.0074533508,0.0082928734,0.21911651,-64.901176
15.24,0.12677865,-0.0053820205,0.18143167,-0.00011424074,0.007428648,0.0082788877,0.21809563,-64.904541
15.26,0.12721521,-0.0053645181,0.1780602,-0.00011352875,0.0074046194,0.0082652131,0.21707976,-64.907829
15.28,0.12765129,-0.0053474326,0.17475243,-0.00011284586,0.0073812464,0.0082518421,0.21606883,-64.911049
15.3,0.12808686,-0.0053307521,0.17150715,-0.00011219101,0.00735851,0.0082387682,0.21506287,-64.914207
15.32,0.12852193,-0.0053144679,0.16832316,-0.0001115632,0.0073363921,0.0082259849,0.21406183,-64.917297
15.34,0.12895651,-0.0052985689,0.16519928,-0.00011096145,0.0073148757,0.0082134856,0.21306568,-64.920326
15.36,0.1293906,-0.005283046,0.16213439,-0.00011038486,0.0072939429,0.0082012648,0.21207441,-64.923294
15.38,0.12982416,-0.0052678897,0.15912735,-0.00010983253,0.0072735776,0.008189315,0.21108802,-64.926201
15.4,0.13025723,-0.005253091,0.15617706,-0.00010930361,0.0072537637,0.0081776306,0.21010645,-64.929039
15.42,0.13068978,-0.0052386401,0.15328242,-0.0001087973,0.0072344858,0.0081662051,0.20912969,-64.931831
15.44,0.13112183,-0.0052245297,0.15044238,-0.00010831281,0.007215729,0.0081550339,0.20815773,-64.934555
15.46,0.13155337,-0.0052107503,0.1476559,-0.00010784939,0.0071974774,0.0081441104,0.20719056,-64.937225
15.48,0.13198438,-0.0051972941,0.14492196,-0.00010740632,0.007179718,0.00813343,0.20622812,-64.939842
15.5,0.13241489,-0.0051841531,0.14223956,-0.00010698292,0.0071624364,0.0081229862,0.20527042,-64.942398
15.52,0.1328449,-0.0051713195,0.1396077,-0.00010657851,0.0071456195,0.0081127733,0.20431742,-64.944908
15.54,0.13327436,-0.0051587857,0.13702542,-0.00010619247,0.0071292543,0.0081027886,0.20336913,-64.947365
15.56,0.13370332,-0.0051465449,0.13449179,-0.00010582418,0.0071133273,0.0080930246,0.20242548,-64.949768
15.58,0.13413176,-0.005134589,0.13200587,-0.00010547305,0.0070978273,0.0080834767,0.20148648,-64.952118
15.6,0.13455968,-0.0051229117,0.12956676,-0.00010513853,0.0070827417,0.0080741411,0.20055212,-64.954422
15.62,0.13498707,-0.0051115057,0.12717356,-0.00010482005,0.0070680594,0.0080650123,0.19962235,-64.956673
15.64,0.13541394,-0.0051003648,0.1248254,-0.00010451711,0.0070537687,0.0080560865,0.19869716,-64.958878
15.66,0.1358403,-0.0050894828,0.12252141,-0.00010422919,0.0070398594,0.0080473581,0.19777654,-64.961037
15.68,0.13626611,-0.0050788526,0.12026076,-0.00010395582,0.0070263199,0.0080388235,0.19686046,-64.96315
15.7,0.13669141,-0.0050684689,0.11804263,-0.00010369653,0.0070131407,0.0080304779,0.19594891,-64.965218
15.72,0.13711616,-0.0050583254,0.11586619,-0.00010345087,0.0070003117,0.0080223167,0.19504185,-64.967239
15.74,0.1375404,-0.0050484161,0.11373066,-0.00010321841,0.0069878232,0.0080143372,0.19413926,-64.969223
15.76,0.13796411,-0.0050387359,0.11163526,-0.00010299873,0.0069756657,0.0080065345,0.19324113,-64.971153
15.78,0.13838728,-0.0050292793,0.10957923,-0.00010279143,0.00696383,0.0079989042,0.19234745,-64.973053
15.8,0.13880992,-0.0050200406,0.1075618,-0.00010259612,0.0069523072,0.0079914434,0.19145818,-64.974907
15.82,0.13923204,-0.0050110142,0.10558227,-0.00010241244,0.0069410889,0.0079841483,0.1905733,-64.976723
15.84,0.13965361,-0.0050021959,0.10363989,-0.00010224002,0.0069301664,0.0079770144,0.18969281,-64.978493
15.86,0.14007466,-0.0049935803,0.10173396,-0.00010207852,0.0069195321,0.0079700388,0.18881667,-64.980232
15.88,0.14049515,-0.004985163,0.09986379,-0.0001019276,0.0069091781,0.0079632178,0.18794486,-64.981926
15.9,0.14091513,-0.0049769385,0.098028705,-0.00010178694,0.0068990961,0.0079565486,0.18707737,-64.983589
15.92,0.14133455,-0.004968903,0.096228026,-0.00010165623,0.0068892795,0.0079500265,0.18621418,-64.985207
15.94,0.14175345,-0.0049610515,0.094461106,-0.00010153517,0.0068797199,0.0079436488,0.18535526,-64.986794
15.96,0.1421718,-0.0049533797,0.092727304,-0.00010142347,0.0068704118,0.0079374136,0.1845006,-64.98835
15.98,0.14258961,-0.004945884,0.091025986,-0.00010132084,0.0068613472,0.0079313153,0.18365018,-64.989868
16.0,0.14300689,-0.0049385596,0.089356534,-0.00010122702,0.0068525202,0.007925353,0.18280396,-64.991348
16.02,0.14342362,-0.0049314029,0.087718353,-0.00010114176,0.0068439241,0.0079195229,0.18196194,-64.992798
16.040001,0.14383982,-0.0049244096,0.086110838,-0.00010106478,0.0068355524,0.0079138223,0.18112411,-64.994217
16.059999,0.14425547,-0.004917576,0.084533416,-0.00010099587,0.0068273996,0.0079082474,0.18029043,-64.995598
16.08,0.14467058,-0.0049108984,0.082985498,-0.00010093475,0.0068194596,0.0079027973,0.17946088,-64.996956
16.1,0.14508514,-0.0049043731,0.081466548,-0.00010088124,0.0068117264,0.0078974674,0.17863545,-64.998276
16.120001,0.14549917,-0.0048979968,0.079976,-0.00010083509,0.0068041948,0.0078922557,0.17781413,-64.999565
16.139999,0.14591265,-0.0048917658,0.078513317,-0.0001007961,0.0067968592,0.0078871604,0.17699687,-65.000832
16.16,0.14632559,-0.0048856768,0.07707797,-0.00010076405,0.0067897141,0.0078821778,0.17618367,-65.00206
16.18,0.14673798,-0.0048797266,0.075669445,-0.00010073875,0.0067827553,0.0078773052,0.17537452,-65.003265
16.200001,0.14714983,-0.0048739119,0.074287236,-0.00010072,0.0067759771,0.0078725414,0.1745694,-65.00444
16.219999,0.14756113,-0.0048682294,0.072930828,-0.00010070763,0.0067693745,0.0078678839,0.17376827,-65.005592
16.24,0.14797188,-0.0048626764,0.071599752,-0.00010070144,0.0067629437,0.0078633297,0.17297113,-65.006714
16.26,0.1483821,-0.0048572496,0.070293516,-0.00010070128,0.0067566796,0.0078588771,0.17217794,-65.007805
16.280001,0.14879176,-0.0048519466,0.069011651,-0.00010070694,0.0067505776,0.0078545231,0.1713887,-65.008873
16.299999,0.14920087,-0.0048467638,0.067753695,-0.00010071829,0.0067446339,0.0078502661,0.17060339,-65.009918
16.32,0.14960945,-0.0048416988,0.066519193,-0.00010073516,0.0067388439,0.007846104,0.16982199,-65.010941
16.34,0.15001747,-0.0048367493,0.065307707,-0.0001007574,0.0067332042,0.0078420341,0.16904448,-65.011932
16.360001,0.15042494,-0.004831912,0.064118795,-0.00010078486,0.0067277099,0.0078380555,0.16827084,-65.012901
16.379999,0.15083188,-0.0048271851,0.062952034,-0.00010081738,0.0067223581,0.0078341654,0.16750105,-65.013847
16.4,0.15123826,-0.0048225652,0.061807003,-0.00010085484,0.0067171445,0.0078303618,0.1667351,-65.014771
16.42,0.1516441,-0.0048180507,0.060683291,-0.00010089709,0.0067120655,0.0078266431,0.16597295,-65.015663
16.440001,0.15204938,-0.0048136385,0.059580494,-0.00010094401,0.0067071184,0.0078230072,0.16521461,-65.016541
16.459999,0.15245412,-0.0048093265,0.058498215,-0.00010099546,0.0067022988,0.0078194533,0.16446003,-65.017395
16.48,0.1528583,-0.0048051127,0.057436068,-0.00010105133,0.0066976035,0.0078159785,0.16370924,-65.018234
16.5,0.15326194,-0.0048009944,0.056393672,-0.00010111149,0.0066930298,0.007812581,0.16296217,-65.019043
16.52,0.15366505,-0.0047969702,0.055370655,-0.00010117582,0.0066885743,0.0078092604,0.16221884,-65.019836
16.540001,0.15406759,-0.0047930372,0.054366648,-0.00010124422,0.0066842339,0.0078060133,0.1614792,-65.020607
16.559999,0.15446959,-0.0047891941,0.053381294,-0.00010131657,0.0066800057,0.0078028399,0.16074325,-65.021355
16.58,0.15487103,-0.0047854381,0.052414238,-0.00010139276,0.0066758869,0.0077997367,0.16001098,-65.022087
16.6,0.15527193,-0.0047817673,0.051465139,-0.0001014727,0.0066718743,0.0077967038,0.15928236,-65.022797
16.620001,0.15567228,-0.0047781803,0.050533652,-0.00010155628,0.0066679656,0.007793739,0.15855737,-65.023491
16.639999,0.1560721,-0.0047746752,0.049619447,-0.0001016434,0.0066641583,0.0077908402,0.15783601,-65.024162
16.66,0.15647134,-0.0047712498,0.048722196,-0.00010173398,0.0066604493,0.0077880071,0.15711825,-65.024818
16.68,0.15687005,-0.0047679022,0.047841586,-0.00010182791,0.0066568363,0.0077852379,0.15640406,-65.025459
16.700001,0.15726821,-0.0047646314,0.046977296,-0.00010192511,0.0066533168,0.007782531,0.15569344,-65.026077
16.719999,0.15766582,-0.0047614351,0.046129018,-0.00010202549,0.0066498886,0.0077798851,0.15498637,-65.02668
16.74,0.15806289,-0.0047583114,0.045296457,-0.00010212898,0.0066465498,0.0077772993,0.15428282,-65.027267
16.76,0.1584594,-0.0047552595,0.044479311,-0.00010223547,0.0066432972,0.0077747717,0.15358281,-65.027832
16.780001,0.15885536,-0.0047522774,0.043677289,-0.00010234491,0.0066401293,0.0077723013,0.15288627,-65.028389
16.799999,0.15925078,-0.0047493633,0.042890105,-0.0001024572,0.0066370438,0.0077698869,0.15219323,-65.028923
16.82,0.15964565,-0.0047465158,0.042117484,-0.00010257227,0.0066340384,0.0077675269,0.15150364,-65.029449
16.84,0.16003998,-0.0047437334,0.041359153,-0.00010269006,0.0066311113,0.0077652209,0.1508175,-65.029953
16.860001,0.16043375,-0.0047410149,0.040614836,-0.00010281047,0.0066282609,0.0077629676,0.15013479,-65.030441
16.879999,0.16082698,-0.0047383588,0.039884273,-0.00010293347,0.0066254847,0.007760765,0.14945549,-65.030922
16.9,0.16121966,-0.0047357637,0.039167203,-0.00010305897,0.006622781,0.0077586132,0.14877959,-65.03138
16.92,0.1616118,-0.0047332286,0.038463376,-0.0001031869,0.0066201487,0.0077565098,0.14810707,-65.03183
16.940001,0.16200338,-0.0047307513,0.037772544,-0.00010331722,0.0066175847,0.0077544553,0.1474379,-65.032257
16.959999,0.16239442,-0.0047283312,0.037094455,-0.00010344983,0.0066150888,0.0077524474,0.14677209,-65.032677
16.98,0.16278492,-0.0047259671,0.036428872,-0.00010358471,0.006612658,0.0077504856,0.14610961,-65.033089
17.0,0.16317487,-0.0047236574,0.035775568,-0.00010372177,0.0066102915,0.0077485684,0.14545044,-65.033478
17.02,0.16356428,-0.0047214008,0.035134301,-0.00010386098,0.0066079875,0.007746696,0.14479457,-65.033859
17.040001,0.16395313,-0.0047191968,0.034504853,-0.00010400226,0.0066057444,0.0077448664,0.14414197,-65.034225
17.059999,0.16434145,-0.0047170436,0.033886995,-0.00010414558,0.0066035609,0.0077430792,0.14349265,-65.034576
17.08,0.16472921,-0.0047149407,0.033280514,-0.00010429087,0.0066014356,0.007741333,0.14284658,-65.03492
17.1,0.16511643,-0.0047128866,0.032685198,-0.00010443808,0.0065993667,0.0077396273,0.14220373,-65.035248
17.120001,0.16550311,-0.0047108801,0.032100834,-0.00010458716,0.0065973527,0.0077379616,0.14156412,-65.035568
17.139999,0.16588925,-0.0047089201,0.031527217,-0.00010473808,0.0065953932,0.0077363341,0.14092769,-65.035873
17.16,0.16627485,-0.0047070063,0.030964145,-0.00010489077,0.0065934863,0.0077347448,0.14029445,-65.036163
17.18,0.16665989,-0.0047051371,0.030411424,-0.00010504519,0.0065916302,0.0077331928,0.13966438,-65.036453
17.200001,0.16704439,-0.0047033117,0.029868854,-0.0001052013,0.0065898248,0.0077316766,0.13903747,-65.03672
17.219999,0.16742836,-0.0047015292,0.029336249,-0.00010535906,0.0065880679,0.0077301962,0.1384137,-65.036987
17.24,0.16781177,-0.0046997885,0.028813422,-0.00010551842,0.0065863589,0.0077287508,0.13779305,-65.037231
17.26,0.16819465,-0.0046980884,0.028300188,-0.00010567933,0.0065846965,0.0077273394,0.13717552,-65.037476
17.280001,0.16857699,-0.0046964288,0.027796367,-0.00010584178,0.0065830797,0.007725961,0.13656107,-65.037704
17.299999,0.16895878,-0.0046948087,0.027301786,-0.0001060057,0.0065815072,0.0077246153,0.1359497,-65.037926
17.32,0.16934003,-0.0046932264,0.026816269,-0.00010617106,0.0065799779,0.0077233016,0.13534139,-65.038132
17.34,0.16972074,-0.0046916823,0.026339648,-0.00010633783,0.0065784911,0.0077220192,0.13473614,-65.038338
17.360001,0.17010091,-0.0046901745,0.025871756,-0.00010650596,0.0065770452,0.0077207675,0.13413392,-65.038528
17.379999,0.17048055,-0.0046887025,0.025412429,-0.00010667544,0.0065756403,0.0077195456,0.13353471,-65.038712
17.4,0.17085963,-0.004687266,0.024961509,-0.00010684621,0.0065742745,0.0077183531,0.1329385,-65.038879
17.42,0.1712382,-0.0046858639,0.024518836,-0.00010701825,0.0065729469,0.0077171894,0.13234529,-65.039047
17.440001,0.17161621,-0.0046844957,0.024084259,-0.00010719152,0.006571657,0.0077160532,0.13175505,-65.0392
17.459999,0.17199369,-0.0046831602,0.023657624,-0.000107366,0.0065704039,0.0077149449,0.13116777,-65.039345
17.48,0.17237063,-0.0046818568,0.023238784,-0.00010754164,0.0065691867,0.0077138636,0.13058344,-65.039482
17.5,0.17274703,-0.0046805856,0.022827594,-0.00010771842,0.0065680044,0.0077128089,0.13000202,-65.039612
17.52,0.1731229,-0.0046793446,0.022423908,-0.00010789631,0.0065668565,0.0077117793,0.12942353,-65.039734
17.540001,0.17349821,-0.0046781343,0.022027591,-0.00010807528,0.0065657417,0.0077107754,0.12884794,-65.039848
17.559999,0.17387301,-0.0046769534,0.021638503,-0.00010825531,0.0065646595,0.0077097961,0.12827523,-65.039955
17.58,0.17424726,-0.0046758018,0.021256508,-0.00010843637,0.0065636095,0.007708841,0.1277054,-65.040047
17.6,0.17462099,-0.0046746782,0.020881478,-0.00010861842,0.0065625906,0.0077079097,0.12713842,-65.040138
17.620001,0.17499417,-0.0046735825,0.020513278,-0.00010880144,0.006561602,0.0077070016,0.12657429,-65.040222
17.639999,0.17536683,-0.0046725138,0.020151783,-0.00010898541,0.0065606427,0.0077061164,0.12601298,-65.040298
17.66,0.17573895,-0.0046714717,0.019796869,-0.00010917031,0.0065597128,0.0077052531,0.1254545,-65.040367
17.68,0.17611054,-0.0046704561,0.019448411,-0.0001093561,0.0065588113,0.0077044116,0.12489881,-65.040428
17.700001,0.17648157,-0.0046694656,0.019106293,-0.00010954277,0.0065579377,0.0077035916,0.12434592,-65.040482
17.719999,0.17685211,-0.0046684998,0.018770393,-0.00010973028,0.0065570907,0.0077027925,0.1237958,-65.040527
17.74,0.17722209,-0.0046675587,0.018440597,-0.00010991863,0.0065562706,0.0077020135,0.12324844,-65.040565
17.76,0.17759155,-0.0046666414,0.018116791,-0.00011010778,0.0065554762,0.0077012549,0.12270382,-65.040604
17.780001,0.17796047,-0.0046657478,0.017798863,-0.00011029771,0.0065547074,0.0077005154,0.12216194,-65.040627
17.799999,0.17832887,-0.0046648765,0.017486706,-0.00011048841,0.0065539628,0.0076997955,0.12162277,-65.040649
17.82,0.17869674,-0.0046640281,0.017180214,-0.00011067986,0.0065532429,0.0076990942,0.12108631,-65.040665
17.84,0.17906407,-0.0046632015,0.016879275,-0.00011087202,0.0065525463,0.0076984116,0.12055255,-65.040672
17.860001,0.17943087,-0.0046623964,0.016583793,-0.0001110649,0.0065518729,0.0076977466,0.12002147,-65.040672
17.879999,0.17979716,-0.0046616122,0.016293664,-0.00011125845,0.0065512219,0.0076970998,0.11949304,-65.040672
17.9,0.18016291,-0.0046608485,0.016008787,-0.00011145267,0.0065505933,0.0076964698,0.11896728,-65.040665
17.92,0.18052813,-0.0046601053,0.015729068,-0.00011164754,0.0065499861,0.007695857,0.11844415,-65.040649
17.940001,0.18089283,-0.0046593817,0.015454408,-0.00011184304,0.0065493998,0.0076952605,0.11792365,-65.040627
17.959999,0.18125699,-0.0046586771,0.015184715,-0.00011203915,0.0065488345,0.0076946802,0.11740576,-65.040604
17.98,0.18162064,-0.0046579917,0.014919898,-0.00011223585,0.0065482892,0.0076941159,0.11689048,-65.040573
18.0,0.18198377,-0.0046573249,0.014659864,-0.00011243314,0.0065477639,0.0076935673,0.11637778,-65.040535
18.02,0.18234636,-0.0046566762,0.014404527,-0.00011263099,0.0065472578,0.0076930337,0.11586766,-65.040497
18.040001,0.18270843,-0.0046560452,0.014153798,-0.00011282939,0.0065467702,0.0076925149,0.1153601,-65.040451
18.059999,0.18306997,-0.0046554315,0.013907594,-0.00011302831,0.0065463013,0.0076920111,0.11485508,-65.040398
18.08,0.183431,-0.004654835,0.013665829,-0.00011322776,0.0065458505,0.0076915212,0.11435261,-65.040344
18.1,0.1837915,-0.0046542548,0.013428423,-0.0001134277,0.0065454175,0.0076910458,0.11385265,-65.040283
18.120001,0.18415149,-0.0046536913,0.013195293,-0.00011362814,0.0065450016,0.0076905838,0.1133552,-65.040215
18.139999,0.18451095,-0.0046531437,0.012966362,-0.00011382905,0.0065446026,0.0076901354,0.11286026,-65.040146
18.16,0.18486989,-0.0046526119,0.012741552,-0.00011403042,0.0065442198,0.0076897,0.1123678,-65.04007
18.18,0.1852283,-0.004652095,0.012520785,-0.00011423222,0.0065438538,0.0076892776,0.11187782,-65.039993
18.200001,0.1855862,-0.0046515935,0.01230399,-0.00011443447,0.0065435031,0.0076888679,0.1113903,-65.039909
18.219999,0.18594359,-0.0046511064,0.012091091,-0.00011463714,0.0065431683,0.0076884707,0.11090522,-65.039818
18.24,0.18630044,-0.0046506338,0.011882016,-0.00011484021,0.0065428484,0.0076880851,0.11042259,-65.039726
18.26,0.18665679,-0.0046501756,0.011676697,-0.00011504367,0.0065425434,0.0076877116,0.10994238,-65.039627
18.280001,0.18701261,-0.0046497309,0.011475062,-0.00011524753,0.0065422528,0.0076873498,0.10946458,-65.039528
18.299999,0.18736793,-0.0046492997,0.011277045,-0.00011545175,0.0065419767,0.0076869996,0.10898918,-65.039421
18.32,0.18772271,-0.004648882,0.011082578,-0.00011565633,0.0065417141,0.0076866602,0.10851617,-65.039314
18.34,0.188077,-0.0046484768,0.010891597,-0.00011586126,0.0065414654,0.0076863319,0.10804554,-65.039207
18.360001,0.18843076,-0.0046480848,0.010704036,-0.00011606653,0.0065412298,0.0076860143,0.10757728,-65.039085
18.379999,0.188784,-0.0046477052,0.010519833,-0.00011627213,0.0065410072,0.0076857074,0.10711136,-65.038971
18.4,0.18913674,-0.0046473374,0.010338928,-0.00011647804,0.0065407977,0.0076854103,0.10664779,-65.038849
18.42,0.18948896,-0.0046469821,0.010161257,-0.00011668426,0.0065406002,0.0076851235,0.10618655,-65.038719
18.440001,0.18984067,-0.0046466379,0.0099867629,-0.00011689078,0.0065404153,0.0076848464,0.10572763,-65.038589
18.459999,0.19019186,-0.0046463055,0.0098153865,-0.00011709757,0.0065402421,0.0076845791,0.10527101,-65.038452
18.48,0.19054256,-0.0046459842,0.0096470714,-0.00011730465,0.0065400805,0.0076843216,0.10481669,-65.038315
18.5,0.19089273,-0.004645674,0.0094817607,-0.000117512,0.0065399306,0.0076840729,0.10436465,-65.038177
18.52,0.1912424,-0.0046453746,0.0093193986,-0.0001177196,0.0065397918,0.0076838336,0.10391489,-65.038033
18.540001,0.19159155,-0.0046450854,0.0091599319,-0.00011792745,0.0065396642,0.0076836031,0.10346738,-65.037888
18.559999,0.1919402,-0.004644807,0.0090033077,-0.00011813555,0.0065395469,0.007683381,0.10302212,-65.037735
18.58,0.19228834,-0.0046445387,0.0088494737,-0.00011834387,0.0065394407,0.0076831677,0.10257911,-65.037582
18.6,0.19263597,-0.0046442798,0.0086983778,-0.00011855242,0.0065393443,0.0076829628,0.10213832,-65.037422
18.620001,0.19298309,-0.0046440312,0.0085499706,-0.00011876118,0.0065392582,0.0076827658,0.10169975,-65.03727
18.639999,0.19332971,-0.0046437918,0.0084042037,-0.00011897015,0.0065391818,0.0076825772,0.10126337,-65.037102
18.66,0.19367582,-0.0046435618,0.0082610277,-0.00011917932,0.0065391152,0.0076823966,0.10082921,-65.036942
18.68,0.19402142,-0.0046433406,0.0081203952,-0.00011938868,0.0065390584,0.0076822233,0.10039721,-65.036774
18.700001,0.19436651,-0.0046431287,0.0079822605,-0.00011959823,0.0065390104,0.0076820576,0.09996739,-65.036598
18.719999,0.19471112,-0.0046429257,0.0078465771,-0.00011980794,0.0065389718,0.0076818997,0.099539734,-65.03643
18.74,0.19505522,-0.004642731,0.0077133002,-0.00012001783,0.006538942,0.0076817488,0.099114232,-65.036255
18.76,0.19539879,-0.0046425448,0.0075823865,-0.00012022789,0.006538921,0.0076816049,0.09869086,-65.036072
18.780001,0.19574189,-0.0046423669,0.0074537923,-0.00012043809,0.0065389085,0.007681468,0.098269626,-65.035889
18.799999,0.19608447,-0.0046421969,0.0073274756,-0.00012064844,0.0065389038,0.0076813381,0.097850502,-65.035706
18.82,0.19642656,-0.0046420349,0.0072033945,-0.00012085895,0.006538908,0.0076812147,0.097433493,-65.035522
18.84,0.19676815,-0.0046418807,0.0070815086,-0.00012106958,0.0065389201,0.0076810978,0.097018577,-65.035332
18.860001,0.19710922,-0.0046417341,0.0069617778,-0.00012128034,0.0065389397,0.0076809875,0.096605748,-65.035141
18.879999,0.19744982,-0.0046415948,0.0068441625,-0.00012149122,0.0065389676,0.0076808832,0.096194997,-65.03495
18.9,0.19778989,-0.004641463,0.0067286245,-0.00012170222,0.0065390025,0.0076807854,0.095786311,-65.034752
18.92,0.19812949,-0.0046413383,0.006615126,-0.00012191333,0.0065390449,0.0076806936,0.09537968,-65.034554
18.940001,0.19846858,-0.0046412209,0.0065036295,-0.00012212455,0.0065390947,0.0076806075,0.094975099,-65.034355
18.959999,0.19880718,-0.0046411101,0.006394099,-0.00012233586,0.0065391515,0.0076805274,0.094572544,-65.034149
18.98,0.19914527,-0.0046410058,0.0062864986,-0.00012254727,0.0065392153,0.0076804529,0.094172023,-65.033951
19.0,0.19948287,-0.004640908,0.0061807935,-0.00012275876,0.0065392861,0.007680384,0.093773514,-65.033745
19.02,0.19981998,-0.0046408172,0.0060769487,-0.00012297035,0.0065393634,0.0076803206,0.093377009,-65.033531
19.040001,0.2001566,-0.0046407324,0.0059749307,-0.00012318199,0.0065394472,0.0076802624,0.092982493,-65.033325
19.059999,0.20049272,-0.0046406537,0.0058747064,-0.00012339372,0.0065395376,0.0076802094,0.092589974,-65.033112
19.08,0.20082836,-0.0046405816,0.0057762428,-0.00012360553,0.006539634,0.0076801619,0.092199422,-65.032898
19.1,0.20116349,-0.004640515,0.0056795087,-0.00012381737,0.0065397364,0.007680119,0.091810837,-65.032677
19.120001,0.20149814,-0.004640454,0.0055844723,-0.00012402929,0.0065398454,0.0076800813,0.091424204,-65.032463
19.139999,0.20183228,-0.004640399,0.005491103,-0.00012424125,0.0065399599,0.0076800487,0.091039516,-65.032242
19.16,0.20216595,-0.0046403497,0.0053993701,-0.00012445328,0.0065400801,0.0076800203,0.090656765,-65.032021
19.18,0.20249912,-0.0046403059,0.0053092451,-0.00012466533,0.0065402063,0.007679997,0.090275943,-65.031792
19.200001,0.2028318,-0.0046402677,0.0052206977,-0.00012487742,0.006540338,0.0076799779,0.089897029,-65.03157
19.219999,0.203164,-0.0046402342,0.0051336996,-0.00012508956,0.0065404749,0.0076799635,0.08952003,-65.031342
19.24,0.20349571,-0.0046402062,0.0050482238,-0.00012530171,0.0065406174,0.0076799537,0.089144923,-65.031113
19.26,0.20382693,-0.0046401834,0.0049642413,-0.00012551391,0.0065407651,0.0076799477,0.088771708,-65.030884
19.280001,0.20415767,-0.0046401653,0.0048817261,-0.00012572612,0.0065409183,0.0076799463,0.088400371,-65.030647
19.299999,0.20448792,-0.0046401522,0.0048006512,-0.00012593834,0.0065410761,0.0076799486,0.088030897,-65.030411
19.32,0.20481768,-0.0046401438,0.004720991,-0.00012615058,0.0065412386,0.0076799551,0.087663285,-65.030182
19.34,0.20514695,-0.0046401406,0.0046427199,-0.00012636282,0.0065414063,0.0076799658,0.087297522,-65.029938
19.360001,0.20547575,-0.0046401415,0.0045658126,-0.00012657509,0.0065415786,0.0076799802,0.086933605,-65.029701
19.379999,0.20580406,-0.0046401466,0.0044902447,-0.00012678734,0.006541756,0.0076799984,0.086571515,-65.029465
19.4,0.20613189,-0.0046401569,0.0044159922,-0.0001269996,0.0065419376,0.0076800203,0.086211249,-65.029221
19.42,0.20645924,-0.0046401708,0.004343031,-0.00012721185,0.0065421234,0.0076800459,0.085852794,-65.028976
19.440001,0.2067861,-0.0046401895,0.0042713382,-0.00012742411,0.0065423138,0.0076800752,0.085496143,-65.028732
19.459999,0.20711249,-0.0046402118,0.0042008911,-0.00012763635,0.0065425085,0.0076801078,0.085141286,-65.028488
19.48,0.20743839,-0.0046402384,0.0041316669,-0.00012784856,0.0065427078,0.0076801442,0.084788218,-65.028244
19.5,0.20776381,-0.0046402691,0.0040636435,-0.00012806077,0.0065429108,0.0076801837,0.084436923,-65.027992
19.52,0.20808876,-0.0046403036,0.0039967997,-0.00012827295,0.006543118,0.0076802266,0.084087402,-65.02774
19.540001,0.20841323,-0.0046403422,0.0039311145,-0.0001284851,0.006543329,0.0076802727,0.083739638,-65.027489
19.559999,0.20873721,-0.0046403841,0.0038665666,-0.00012869723,0.0065435441,0.007680322,0.083393626,-65.027237
19.58,0.20906073,-0.0046404302,0.0038031358,-0.00012890933,0.006543763,0.0076803742,0.083049349,-65.026985
