Time,p,mm,m,pm,S,alpha,k_t,k_tl,k_b,k_f,beta,gamma,delta,compartment_1
1.74,0.21189972249067746,271.14012744474684,618.8008486826647,90.91673848055846,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.75,0.2110930772938302,269.51817075782134,621.1638769806021,90.91650464429266,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.76,0.21030180429117784,267.9059165965633,623.4995567145559,90.91628166295513,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.77,0.209525533062363,266.30330684828414,625.8080793700494,90.91606822299859,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.78,0.20876395117802302,264.7102838836052,628.0896338292956,90.91586395144918,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.79,0.20801674108970583,263.1267903811138,630.3444081237773,90.91566827362584,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.8,0.20728358820616613,261.5527692904172,632.5725895874419,90.91548038843321,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.81,0.20656419140270943,259.98816393064055,634.7743641243623,90.91529965799403,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.82,0.20585826661797782,258.43291802413796,636.9499159580947,90.91512574099941,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.83,0.2051655378594052,256.8869756121912,639.0994282584617,90.91495825923747,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.84,0.20448569236806244,255.35028094609754,641.2230837783295,90.91479653960351,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.85,0.20381847468036257,253.82277875759144,643.3210631826356,90.91464034448911,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.86,0.20316362579418332,252.30441408395072,645.3935461290808,90.91448939940716,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.87,0.20252089553924763,250.79513227172072,647.4407112429722,90.91434340518046,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.88,0.2018900505551003,249.29487890751105,649.4627365386327,90.91420185719274,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.89,0.20127085555684124,247.80360004473746,651.4597980372353,90.91406463903009,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.9,0.2006630883264418,246.32124202218122,653.4320708728233,90.91393154744412,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.91,0.20006650192698416,244.84775144860342,655.3797293116988,90.91380232639993,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.92,0.19948084747070036,243.38307524498646,657.3029465449468,90.91367672769812,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.93,0.19890592120463166,241.9271607318922,659.2018942593625,90.91355463634488,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.94,0.19834150721809513,240.479955523167,661.0767431595347,90.9134359180052,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.95,0.19778746042677287,239.04140743976023,662.9276634355413,90.91332025090423,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.96,0.1972435816283767,237.61146473439092,664.7548235750635,90.91320753268343,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.97,0.19670969352496576,236.1900759548497,666.5583910861541,90.91309763284919,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.98,0.19618560834780105,234.7771899421043,668.3385324669022,90.91299042965602,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
1.99,0.19567106724393052,233.37275579024106,670.0954133171825,90.91288583752642,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.0,0.19516589255054964,231.97672297028114,671.8291979509174,90.91278376459728,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.01,0.19466990801300244,230.58904122140248,673.5400497798255,90.9126841069603,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.02,0.19418296867107143,229.2096605709225,675.2281312550823,90.9125867375758,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.03,0.19370488946027228,227.8385313780394,676.8936036304093,90.912491591102,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.04,0.19323555968011294,226.47560427255698,678.536627309213,90.91239852967648,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.05,0.19277487719951136,225.1208301868098,680.1573616572211,90.91230741939961,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.06,0.19232272706226777,223.77416036514643,681.75596494487,90.91221815502415,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.07,0.1918788731731309,222.43554631684998,683.3325944227656,90.91213074796693,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.08,0.1914431318189999,221.1049398583106,684.8874063291659,90.91204517238047,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.09,0.19101536673836814,219.78229308885432,686.4205559762023,90.91196136290152,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.1,0.19059546538753627,218.4675583896878,687.932197731013,90.9118792371785,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.11,0.19018327758755854,217.1606884374741,689.4224849062283,90.91179875819748,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.12,0.1897787050268608,215.8616361776032,690.8915699484229,90.9117198386915,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.13,0.18938163593459528,214.57035485455378,692.3396042572242,90.91164241658392,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.14,0.18899190685208092,213.2867979726648,693.7667382964385,90.91156648006783,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.15,0.18860940350268993,212.01091933385106,695.1731215519948,90.91149197872443,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.16,0.18823401539957577,210.7426730028881,696.5589026153583,90.91141886062968,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.17,0.1878656340284198,209.48201332458964,697.9242291189273,90.91134707732272,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.18,0.18750414024106132,208.22889491594398,699.2692477517268,90.91127659540757,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.19,0.18714941136113072,206.98327265685003,700.5941042999743,90.9112073881527,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.2,0.18680134049149255,205.74510172028707,701.8989435576467,90.91113942018539,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.21,0.18645983980824873,204.51433752564455,703.183909497067,90.91107263892151,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.22,0.18612483045394235,203.2909357602841,704.4491451816972,90.91100698692084,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.23,0.18579622155621447,202.0748524007279,705.694792669636,90.91094242483464,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.24,0.1854737561338294,200.866043677836,706.920992984559,90.91087908150553,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.25,0.18515753581837796,199.66446588443424,708.1278872651282,90.91081672751483,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.26,0.18484736339399882,198.47006985499362,709.3156338899328,90.91075542216934,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.27,0.18454316894750472,197.28281294956895,710.4843702658272,90.9106951186494,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.28,0.18424486636104898,196.1026566522518,711.6342204383025,90.9106357996129,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.29,0.18395237332164283,194.929563429312,712.7653052365181,90.91057744817418,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.3,0.18366560522355777,193.76349484249232,713.8777483938522,90.91052004756764,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.31,0.18338447659394785,192.6044077915637,714.9716886098741,90.91046357189833,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.32,0.18310890172723454,191.45225664750197,716.0472726710244,90.9104079910224,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.33,0.18283879286100024,190.30699643451513,717.1046452492515,90.91035327938022,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.34,0.18257408359459673,189.168587620597,718.1439333690377,90.9102994099248,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.35,0.18231468891600933,188.036986609774,719.1652771832914,90.91024636088913,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.36,0.1820605371594799,186.9121548154088,720.1688005468174,90.91019411752765,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.37,0.18181155411730815,185.7940512595157,721.1546350166996,90.91014266016002,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.38,0.18156767277801822,184.68263756774087,722.1229035737666,90.91009197571759,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.39,0.18132881376253096,183.5778717536387,723.0737411993366,90.91004204129221,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.4,0.1810949026155609,182.47971326881068,724.0072780970893,90.90999283789303,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.41,0.18086589385666654,181.3881258384901,724.9236299848686,90.9099443525611,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.42,0.18064170801085447,180.30306817389885,725.8229295759335,90.9098965652606,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.43,0.18042227496739924,179.2245003674372,726.7053049019216,90.90984945790508,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.44,0.18020753699497521,178.15238455344377,727.5708770327196,90.90980301708892,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.45,0.17999743951093605,177.08668338983213,728.419765252441,90.90975723063792,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.46,0.17979191052297577,176.02735663956747,729.2520987190868,90.90971207956852,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.47,0.1795908936220122,174.97436673980107,730.06799747174,90.90966755080363,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.48,0.17939432964843965,173.9276756421621,730.8675832047873,90.9096236302544,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.49,0.17920216470049055,172.88724622639293,731.6509744483747,90.90958030576607,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.5,0.17901433626209587,171.8530398516399,732.4182949168555,90.90953756201505,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.51,0.17883079810810248,170.82502115436662,733.1696571745521,90.90949538946539,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.52,0.1786514985308012,169.8031536216773,733.905177693743,90.90945377665707,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.53,0.17847637479822465,168.78739846465567,734.6249806871663,90.90941270824322,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.54,0.17830537387058268,167.77771883013986,735.3291837810515,90.90937217232752,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.55,0.1781384443857591,166.7740781713262,736.0179035577486,90.90933215762551,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.56,0.1779755366593114,165.77644024776905,736.691255555729,90.90929265346473,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.57,0.17781660310826133,164.78476923043726,737.3493539492292,90.90925364554352,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.58,0.17766159787196512,163.799029607729,737.9923118348463,90.9092151197252,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.59,0.17751047608281845,162.8191860046818,738.6202417828343,90.90917706933655,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.6,0.1773631949211164,161.8452034444688,739.2332550397035,90.90913948461123,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.61,0.17721971325865782,160.87704726004995,739.8314617976309,90.90910235625644,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.62,0.17707999165874524,159.9146830941715,740.41497119446,90.90906567545287,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.63,0.17694398180486004,158.95807599376238,740.983894414772,90.90902943400101,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.64,0.17681162341967133,158.00719014599775,741.5383455936873,90.90899362436379,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.65,0.17668288841306395,157.06199266028707,742.0784288661528,90.90895823905569,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.66,0.17655773630892066,156.12244974986157,742.6042514423831,90.90892327125955,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.67,0.1764361274907265,155.18852786647344,743.1159197222952,90.90888871464321,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.68,0.17631801725999252,154.260193184774,743.6135410582222,90.90885456288687,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.69,0.1762033527768921,153.3374113368166,744.0972246625483,90.90882080943962,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.7,0.17609210092929325,152.42014983058448,744.5670733396812,90.90878744973674,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.71,0.1759842208849444,151.50837566801712,745.0231916291146,90.90875447901595,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.72,0.1758796721741613,150.602056046441,745.4656834075028,90.90872189296047,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.73,0.17577842321631912,149.7011582751994,745.8946521827402,90.908689679053,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.74,0.17568045784111536,148.8056497118889,746.3102013188806,90.908657809963,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.75,0.1755857303913193,147.91549820135543,746.7124324876247,90.9086262890734,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.76,0.17549420895561438,147.03067165297233,747.1014471594276,90.90859510664166,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.77,0.17540586274588274,146.1511381640628,747.4773461681383,90.90856425259939,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.78,0.17532066264891116,145.27686606253712,747.840229567444,90.90853371687011,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.79,0.17523858180359048,144.40782395150006,748.1901964806791,90.90850348970147,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.8,0.17515959233865397,143.54398045713498,748.5273459496833,90.90847355978707,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.81,0.17508366845000012,142.68530446652716,748.8517761340657,90.90844391603814,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.82,0.17501078550939742,141.8317650587823,749.163584543125,90.90841454707049,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.83,0.17494090543169957,140.98333150403573,749.462868027398,90.90838545538287,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.84,0.17487395094533684,140.1399732617107,749.7497227638015,90.90835668228763,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.85,0.1748099066828146,139.30165998736206,750.0242443140125,90.90832820995902,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.86,0.17474873202138183,138.4683615267758,750.2865275741333,90.90830004588626,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.87,0.17469038957757932,137.64004791599723,750.5366667987035,90.9082721950546,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.88,0.17463494467855792,136.81668933139832,750.7747558757449,90.90824455859449,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.89,0.17458230573715228,135.9982561120037,751.0008879860934,90.9082171950711,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.9,0.1745324579133269,135.18471880022634,751.2151556966224,90.90819008767733,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.91,0.1744853726705737,134.3760481494095,751.4176508461993,90.90816323414505,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.92,0.17444102429280045,133.57221502428155,751.6084648998684,90.90813662969485,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.93,0.17439938749010359,132.773190443848,751.787688801122,90.90811026962673,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.94,0.17436043757423578,131.97894567733917,751.9554126477426,90.9080841494061,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.95,0.17432415016082967,131.189452123511,752.1117260999121,90.9080582645769,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.96,0.1742905023962928,130.40468193700153,752.2567162660961,90.90803261116491,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.97,0.17425947184788934,129.6246074896269,752.3904695217647,90.9080071853363,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.98,0.1742310330874129,128.84919962406903,752.5130774036259,90.9079819822713,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
2.99,0.1742051628889395,128.07843024522072,752.6246278621003,90.90795699782474,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.0,0.17418183848264912,127.31227144777411,752.7252082062629,90.90793222796673,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.01,0.17416103755482545,126.5506955162206,752.8149051038429,90.9079076687826,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.02,0.17414273824785603,125.79367492485093,752.8938045812237,90.90788331647296,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.03,0.1741269191602321,125.04118233775522,752.9619920234427,90.90785916735364,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.04,0.174113560088481,124.29319077932054,753.0195516142813,90.90783521663083,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.05,0.1741026414532594,123.54967350234614,753.066566769372,90.9078114593486,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.06,0.17409414255180744,122.81060358645291,753.1031214550104,90.90778789327395,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.07,0.1740880439855074,122.0759544959424,753.1292983561614,90.90776451488908,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.08,0.17408432682469416,121.34569988786805,753.1451795067474,90.9077413207702,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.09,0.17408297260865524,120.61981361203544,753.1508462896486,90.9077183075876,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.1,0.17408396334563078,119.89826971100203,753.1463794367029,90.90769547210556,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.11,0.17408728151281358,119.18104242007738,753.1318590287054,90.90767281118242,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.12,0.17409290389656376,118.46810513083692,753.1073680283024,90.90765032216879,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.13,0.17410080702144942,117.75943130464825,753.0729891662103,90.90762800255655,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.14,0.17411097996278968,117.05499662859391,753.0287975926888,90.90760584915056,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.15,0.1741234056479532,116.35477586910488,752.9748716020245,90.90758385927744,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.16,0.1741380673707398,115.65874396811304,752.9112888962621,90.90756203036453,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.17,0.17415494879138047,114.96687604305146,752.8381265852042,90.90754035993983,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.18,0.17417403393653724,114.27914738685419,752.7554611864115,90.90751884563197,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.19,0.17419530719930343,113.59553346795644,752.6633686252023,90.90749748517028,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.2,0.17421874917890856,112.91600871776673,752.5619283732813,90.90747627389561,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.21,0.1742443407652751,112.24054772112068,752.4512193854545,90.90745520720412,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.22,0.17427207072565162,111.56912742742274,752.331312552508,90.90743428508652,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.23,0.17430192399128064,110.90172373676843,752.2022823535369,90.90741350511982,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.24,0.17433388579320444,110.23831270533431,752.0642027416782,90.90739286494181,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.25,0.17436794166226524,109.57887054537832,751.9171471441115,90.9073723622511,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.26,0.17440407742910505,108.92337362523952,751.7611884620583,90.90735199480709,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.27,0.17444227922416566,108.2717984693382,751.5963990707826,90.90733176042995,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.28,0.17448253059401533,107.62412098970114,751.4228534558864,90.90731165558024,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.29,0.17452481560288352,106.98031731249455,751.2406253778416,90.90729167688654,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.3,0.17456912340085365,106.34036499540912,751.0497836956832,90.9072718233959,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.31,0.17461544069745363,105.704241021935,750.8503992477608,90.90725209286623,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.32,0.17466375445751506,105.07192251978582,750.6425423871451,90.90723248309435,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.33,0.17471405190117306,104.44338676089838,750.4262829816281,90.90721299191596,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.34,0.17476632050386648,103.81861116143303,750.2016904137232,90.9071936172056,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.35,0.17482054799633767,103.19757328177329,749.9688335806653,90.90717435687675,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.36,0.17487671948934297,102.58025031896429,749.7277826530659,90.90715520887058,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.37,0.17493482108314568,101.96661974387999,749.4786068671865,90.90713617116995,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.38,0.17499484344964888,101.35665993356109,749.221372333946,90.90711724181344,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.39,0.1750567748848011,100.75034894478743,748.9561462883795,90.90709841886824,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.4,0.17512060391071005,100.1476649734176,748.6829954980697,90.9070797004403,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.41,0.17518631927564277,99.54858635438873,748.4019862631462,90.9070610846744,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.42,0.17525390995402565,98.95309156171663,748.1131844162865,90.907042569754,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.43,0.17532336514644428,98.36115920849569,747.8166553227147,90.90702415390138,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.44,0.17539467427964361,97.77276804689903,747.5124638802029,90.9070058353776,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.45,0.17546782550145465,97.18789656787244,747.2006759095548,90.90698761194608,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.46,0.17554280634141442,96.60652317684038,746.8813575442827,90.90696948110808,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
3.47,0.17561960878965807,96.02862754454378,746.5545705383952,90.90695144191268,1000.0,0.1,0.03,1.4,7200.0,5000.0,0.6,0.2,11.0,1.0
