Time,NADH,O2,H2O2,per3,coI,ArH,coII,Ar,NADrad,super,coIII,per2,NAD2,NAD,O2g,NADHres,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v131,v132,v14
0.0,0.0,0.0,0.0,1.4,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07200000000000001,0.0,0.0
0.01,0.0007999999999935745,0.0007199784004322956,5.9242848882093015e-15,1.3999999999999995,4.2114514908719197e-16,500.0,7.97444244937937e-17,8.045694321512327e-17,7.975619994681083e-23,1.4533449460375656e-27,1.5351714337502523e-29,2.4556623562001474e-25,0.0,0.0,12.0,0.0,1.0,1.7279481610236307e-12,1.4929197918287433e-13,3.1585886181539396e-14,2.073355036838636e-16,1.1484548252452642e-24,3.4589609715694046e-26,4.224423064345869e-53,4.897577592912695e-50,3.816630857973401e-43,2.0098562386596322e-22,1.7680238552187843e-29,0.08,0.07200000000000001,4.319870402593774e-06,4.505588820010715e-20
0.02,0.0015999999999521868,0.0014399136034950123,4.1801270079736345e-14,1.3999999999999944,4.444086018153422e-15,500.0,1.5519895401023907e-15,1.5830905639171544e-15,6.3494090904573094e-21,5.035463404535559e-25,2.2631978044859405e-26,4.526625349671197e-23,0.0,0.0,12.0,0.0,1.0,6.911585296569518e-12,1.0533920060093516e-12,3.333064513615066e-13,4.035172804266216e-15,1.8285201047008746e-22,1.1984402902794584e-23,5.071178339683369e-48,5.747987485322422e-45,2.418899747878915e-39,1.6000510907952357e-20,6.517949418916924e-27,0.08,0.07200000000000001,8.639481620970075e-06,1.773061431534228e-18
0.03,0.0023999999998344777,0.002159805612205749,1.3369180410725145e-13,1.3999999999999688,1.9211001677813373e-14,500.0000000000001,1.2389865181433034e-14,1.2848603372289024e-14,1.9159704457545992e-19,6.713267901210338e-23,4.423240721699393e-24,2.8948492894414662e-21,0.0,0.0,12.0,0.0,1.0,1.5550600406808906e-11,3.3690334635026615e-12,1.4408251258360034e-12,3.221364947172589e-14,8.276247443122269e-21,1.597757760488025e-21,9.013593182684212e-44,3.3899193988937127e-41,2.2025656494030465e-36,4.828245523301483e-19,6.252311741825504e-25,0.08,0.07200000000000001,1.2958833673234494e-05,2.1585653663956848e-17
0.04,0.003199999999600431,0.0028796544295258417,3.0006122165967923e-13,1.3999999999999018,5.27265771325715e-14,500.0,4.5776049581448825e-14,4.778437636163755e-14,9.522292505732398e-19,3.7046386969504747e-22,2.461074359621165e-23,1.5366105325026637e-20,0.0,0.0,12.0,0.0,1.0,2.764468251999622e-11,7.561542785823386e-12,3.954493284942862e-12,1.1901772891176694e-13,5.484182358674605e-20,8.817040098741511e-21,2.7448695749885822e-42,9.374027972268312e-40,5.440443273883643e-35,2.399617711444396e-18,4.424907326377358e-24,0.08,0.07200000000000001,1.727792657715505e-05,1.0703700303670288e-16
0.05,0.003999999999240605,0.0035994600561539396,5.445038455197393e-13,1.399999999999788,1.0656765495655023e-13,500.0,1.0569642837955383e-13,1.1094176017257754e-13,2.768962360680614e-18,1.4210870802030147e-21,1.345625640233563e-22,5.1893553687867585e-20,0.0,0.0,12.0,0.0,1.0,4.319352066564704e-11,1.3721496907095355e-11,7.992574121741267e-12,2.748107137868399e-13,1.9933538828527173e-19,3.382187250882663e-20,4.038976979039859e-41,1.4903946997493956e-38,4.600291532919575e-34,6.977785148914091e-18,1.8678877367135937e-23,0.08,0.07200000000000001,2.159676033692364e-05,3.1063692842424306e-16
0.06,0.004799999998696226,0.004319222496439757,8.885408503802429e-13,1.3999999999995922,1.8996189916458036e-13,499.9999999999998,2.1808877481575032e-13,2.3242458255830044e-13,9.276661899327993e-18,7.19054078222709e-21,9.157276674206422e-22,2.238684598376804e-19,0.0,0.0,12.0,0.0,1.0,6.219680393183863e-11,2.23912294295756e-11,1.424714243734352e-11,5.670308145209505e-13,8.013593353488605e-19,1.711348706169549e-19,1.0340775348174195e-39,3.3979583850086267e-37,5.163387359666618e-33,2.3377187986299734e-17,9.669376879742294e-23,0.08,0.07200000000000001,2.5915334978638542e-05,7.809465971837691e-16
0.07,0.005599999997953742,0.005038941751386211,1.3369909519832775e-12,1.399999999999306,3.0495315727370243e-13,499.99999999999966,3.8913225453954425e-13,4.1942946482198e-13,2.14248615317991e-17,1.888517448393653e-20,2.6100350239641323e-21,5.633212554807106e-19,0.0,0.0,12.0,0.0,1.0,8.465422139235542e-11,3.3692171989961894e-11,2.2871486795527667e-11,1.0117438618028143e-12,2.1591725858050166e-18,4.494671527174666e-19,7.132996305774549e-39,2.236785559263099e-36,2.7541481499405896e-32,5.399065106010697e-17,2.838542993685051e-22,0.08,0.07200000000000001,3.0233650508317267e-05,1.6441635015013787e-15
0.08,0.006399999996963585,0.0057586178246613,1.9001838589237265e-12,1.399999999998894,4.547561364718576e-13,499.9999999999994,6.515278087465669e-13,7.112709502367693e-13,4.8352757852532813e-17,5.569484514854284e-20,1.1586953981294687e-20,1.5101213795486039e-18,0.0,0.0,12.0,0.0,1.0,1.1056546218104028e-10,4.788463324484008e-11,3.4106710235389275e-11,1.6939723027410718e-12,5.568901064822542e-18,1.3255373145342723e-18,6.203831552240333e-38,2.2410447204239318e-35,1.402793515167404e-31,1.218489497882864e-16,8.696211893670704e-22,0.08,0.07200000000000001,3.45517069479678e-05,3.1864938555489264e-15
0.09,0.0071999999956974085,0.006478250718362809,2.5840272892664413e-12,1.3999999999983348,6.412093768836733e-13,499.99999999999903,1.0239776050018061e-12,1.1304336263757542e-12,9.52871969359595e-17,1.2859452497415776e-19,3.148928131174342e-20,3.3158368803248127e-18,0.0,0.0,12.0,0.0,1.0,1.3993021543301688e-10,6.511748768943686e-11,4.80907032662754e-11,2.6623417730046905e-12,1.234588704002316e-17,3.060549694381314e-18,3.3073103706658564e-37,1.2002101398895697e-34,5.447789939947397e-31,2.4012373627833235e-16,2.1480822651938113e-21,0.08,0.07200000000000001,3.8869504310176854e-05,5.697385473529145e-15
0.1,0.00799999999412537,0.007197840434698761,3.3911865995809566e-12,1.399999999997605,8.646088074645104e-13,499.9999999999984,1.5302908937333524e-12,1.7068323726141226e-12,1.7390194752893729e-16,2.786016722703481e-19,8.028505920617493e-20,6.755107338650099e-18,0.0,0.0,12.0,0.0,1.0,1.727481703059163e-10,8.545790230929392e-11,6.484566055983806e-11,3.978756323706703e-12,2.5034369391932942e-17,6.630719800022941e-18,1.552377835836689e-36,5.584691261371943e-34,1.814513241261435e-30,4.3823290777217224e-16,4.8622184742866024e-21,0.08,0.07200000000000001,4.3187042608192567e-05,9.558261279620179e-15
0.11,0.00879999999219915,0.007917386977244263,4.3259773981186324e-12,1.3999999999966655,1.1254335811562925e-12,499.9999999999976,2.209018388485778e-12,2.488903822813846e-12,3.030985754873481e-16,5.721296455926226e-19,1.8706721730338326e-19,1.308218931633748e-17,0.0,0.0,12.0,0.0,1.0,2.090190160139615e-10,1.0901463043232988e-10,8.440751858672153e-11,5.7434478100629955e-12,4.7994974287696347e-17,1.3616685565071985e-17,6.546646627318799e-36,2.2679922834015065e-33,5.51212478774758e-30,7.63808410226298e-16,1.035767553270144e-20,0.08,0.07200000000000001,4.750432186346558e-05,1.5331647534942394e-14
0.12,0.00959999998990444,0.008636890347057991,5.389085832223458e-12,1.3999999999955046,1.4238744502591376e-12,499.99999999999665,3.0714908752931176e-12,3.492155194864484e-12,4.928928937569926e-16,1.0590880400599226e-18,3.78557758289502e-19,2.3109437096861442e-17,0.0,0.0,12.0,0.0,1.0,2.487424417336874e-10,1.358049629715951e-10,1.067905837694346e-10,7.985876275762051e-12,8.5141237524465e-17,2.5206295353345223e-17,2.2433349531959366e-35,7.463537157498911e-33,1.4576604282968522e-29,1.2420900922636332e-15,1.9959367418782644e-20,0.08,0.07200000000000001,5.1821342082347946e-05,2.3467282884810644e-14
0.13,0.010399999987182723,0.009356350548468003,6.5831991699267955e-12,1.399999999994075,1.7607209749236524e-12,499.99999999999534,4.164013810237125e-12,4.780214657834175e-12,7.851111873415018e-16,1.949538148113548e-18,7.676063961385857e-19,4.024570010201221e-17,0.0,0.0,12.0,0.0,1.0,2.9191813675243287e-10,1.6589661908145316e-10,1.320540731192727e-10,1.0826435906616424e-11,1.4691550976582053e-16,4.639900792490607e-17,7.601397981900003e-35,2.410625476333185e-32,3.6983974589326964e-29,1.9784801920922115e-15,3.7655287822294076e-20,0.08,0.07200000000000001,5.613810329080802e-05,3.479996266614426e-14
0.14,0.011199999984023616,0.010075767582242417,7.908733963347294e-12,1.399999999992369,2.1362158423278146e-12,499.9999999999938,5.494584924864067e-12,6.364508058129489e-12,1.1888182728428896e-15,3.2959779276861978e-18,1.3856494815262272e-18,6.529514685685172e-17,0.0,0.0,12.0,0.0,1.0,3.3854579028042224e-10,1.9930009587526546e-10,1.6021618817458408e-10,1.4285920804646395e-11,2.395651322937561e-16,7.844427467850393e-17,2.1726940999589207e-34,6.589141693574619e-32,8.479733315070907e-29,2.9958220475477524e-15,6.578987239780243e-20,0.08,0.07200000000000001,6.04546054934545e-05,4.989774310455792e-14
0.15,0.011999999980370917,0.01079514145253633,9.36735519367451e-12,1.3999999999903425,2.552671406677556e-12,499.99999999999187,7.10432078367602e-12,8.308144156578695e-12,1.7690501482200693e-15,5.530701707894165e-18,2.5139264759088816e-18,1.0454914689720896e-16,0.0,0.0,12.0,0.0,1.0,3.8862509165561174e-10,2.360573508789693e-10,1.9145035550081358e-10,1.847123403755735e-11,3.819429317333202e-16,1.316307006469731e-16,6.117732276340687e-34,1.7789048019283854e-31,1.8777230561504695e-28,4.458006373483823e-15,1.1286228294973705e-19,0.08,0.07200000000000001,6.477084871521798e-05,6.978841080110416e-14
