Time,NADH,O2,H2O2,per3,coI,ArH,coII,Ar,NADrad,super,coIII,per2,NAD2,NAD,O2g,NADHres,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v131,v132,v14
0.16,0.012799999976205649,0.011514472160753391,1.0959624867887766e-11,1.3999999999879815,3.010866063191165e-12,499.99999999998954,9.007112784624065e-12,1.063244657722649e-11,2.54779564489377e-15,8.799996119701541e-18,4.247672272987667e-18,1.601360485220204e-16,0.0,0.0,12.0,0.0,1.0,4.4215573015099205e-10,2.7618254666840074e-10,2.2581495473933266e-10,2.3418493240022075e-11,5.86730440488361e-16,2.094399076470987e-16,1.5487986341352435e-33,4.3288803672216e-31,3.8947575888837973e-28,6.420445025077184e-15,1.8438820726398582e-19,0.08,0.07200000000000001,6.908683296452035e-05,9.526672115485483e-14
0.17,0.013599999971477927,0.012233759710579032,1.268626784090961e-11,1.3999999999852488,3.5082095564247597e-12,499.99999999998676,1.124228583597811e-11,1.340127613730505e-11,3.614544109283925e-15,1.3912948236652732e-17,7.222386339849333e-18,2.4277456750089315e-16,0.0,0.0,12.0,0.0,1.0,4.991373951448279e-10,3.196939495875537e-10,2.6311571673185e-10,2.922994317354231e-11,8.843892819253691e-16,3.3112816802884604e-16,3.871402572715567e-33,1.0442253599870038e-30,7.838957470775473e-28,9.108651155299517e-15,2.9700457226456764e-19,0.08,0.07200000000000001,7.340255826347419e-05,1.2758014855958155e-13
0.18,0.01439999996614252,0.012953004105354935,1.4547941359194962e-11,1.3999999999821116,4.0423532285229375e-12,499.99999999998346,1.3845496944053576e-11,1.6672537245585704e-11,5.0504380622721526e-15,2.16031801868171e-17,1.2014294013266054e-17,3.62183666514348e-16,0.0,0.0,12.0,0.0,1.0,5.59569776035665e-10,3.6660812224702873e-10,3.0317649213921026e-10,3.59982920545381e-11,1.3083668990890405e-15,5.141556884396774e-16,9.333947883681738e-33,2.4270979110370937e-30,1.5304154772508377e-27,1.2727103916763205e-14,4.6913665192528525e-19,0.08,0.07200000000000001,7.771802463212962e-05,1.6805917504036082e-13
0.19,0.015199999960199436,0.013672205345081104,1.6544645422743827e-11,1.399999999978569,4.613297079485702e-12,499.99999999997965,1.681674610885048e-11,2.044622990206847e-11,6.85547750385846e-15,3.1870691970194686e-17,1.862339529323786e-17,5.183633455623856e-16,0.0,0.0,12.0,0.0,1.0,6.234525621032139e-10,4.1692506464676225e-10,3.4599728096141354e-10,4.372353988300946e-11,1.8745899234267384e-15,7.585224688790222e-16,2.0314820133180642e-32,5.1068906991302264e-30,2.8198543083545655e-27,1.7275803309458863e-14,7.087170103892172e-19,0.08,0.07200000000000001,8.203323207048663e-05,2.1754788558836847e-13
0.2,0.015999999953612624,0.01439136343241809,1.867678287644804e-11,1.3999999999745967,5.215082954856739e-12,499.99999999997533,2.0186990674610326e-11,2.4774260003912153e-11,9.124934203497817e-15,4.584010085381955e-17,2.8125877339689977e-17,7.250813844088609e-16,0.0,0.0,12.0,0.0,1.0,6.907854427533355e-10,4.706549284779505e-10,3.9113122161423617e-10,5.248617575398425e-11,2.6264048883887916e-15,1.0909944003011088e-15,4.202629692576696e-32,1.026587120561285e-29,4.9958654530898604e-27,2.2994834192397254e-14,1.0434909721108764e-18,0.08,0.07200000000000001,8.634818059450854e-05,2.7747171123936706e-13
0.21,0.016799999946308812,0.015110478372775116,2.0945172751313298e-11,1.3999999999701436,5.835597226449851e-12,499.9999999999703,2.40191705601492e-11,2.976215833979697e-11,1.205250686441814e-14,6.579788590172533e-17,4.270975511760725e-17,1.0103292972435761e-15,0.0,0.0,12.0,0.0,1.0,7.615681075539672e-10,5.278183533218389e-10,4.376697919837129e-10,6.24498434563842e-11,3.642382886250278e-15,1.5659896844276667e-15,8.65872357827293e-32,2.0590384669303168e-29,8.715775303010783e-27,3.037231729768599e-14,1.5266558995380141e-18,0.08,0.07200000000000001,9.06628702366507e-05,3.500029809574364e-13
0.22,0.017599999938285857,0.015829550166309884,2.3349838925280255e-11,1.3999999999652084,6.474486734869372e-12,499.99999999996464,2.831512070899937e-11,3.54130015428325e-11,1.5643842557498764e-14,9.181070687530188e-17,6.243881777676914e-17,1.3749231456199406e-15,0.0,0.0,12.0,0.0,1.0,8.358002458504404e-10,5.884159409024396e-10,4.855865051151686e-10,7.361931384339316e-11,4.952699811155604e-15,2.1850948235778827e-15,1.6858411793885209e-31,3.907132139104526e-29,1.4683788597828567e-26,3.942248324391719e-14,2.176441490841144e-18,0.08,0.07200000000000001,9.497730099785931e-05,4.3628817747785826e-13
0.23,0.018399999929532007,0.016548578813888236,2.589104654122318e-11,1.3999999999597865,7.217075144565939e-12,499.99999999995845,3.2994036310209135e-11,4.16597388881427e-11,1.9954657177009552e-14,1.2435534099427105e-16,8.794791826851077e-17,1.8249348431598366e-15,0.0,0.0,12.0,0.0,1.0,9.134815470281953e-10,6.524543728200832e-10,5.412806358424004e-10,8.578449440653661e-11,6.604424339957262e-15,2.959657115578638e-15,3.0928501667602863e-31,7.019882233919152e-29,2.389130058311873e-26,5.028573608461967e-14,3.0200078082241326e-18,0.08,0.07200000000000001,9.929147288332941e-05,5.365774348243032e-13
0.24,0.019199999919987012,0.01726756431994966,2.8569459986051447e-11,1.399999999953846,8.261345293794577e-12,499.9999999999517,3.788992008139738e-11,4.8390685689480627e-11,2.5235332989440298e-14,1.6628399118781558e-16,1.2245286432596206e-16,2.393274004975016e-15,0.0,0.0,12.0,0.0,1.0,9.946117006842122e-10,7.199503916247618e-10,6.196008970345334e-10,9.851379221162366e-11,8.715054710610157e-15,3.957558990139541e-15,5.530073145069906e-31,1.236055522710563e-28,3.8209321865276027e-26,6.359303913129306e-14,4.132601281616961e-18,0.08,0.07200000000000001,0.00010360538591969795,6.503708129563012e-13
0.25,0.019999999909612043,0.017986506687360748,3.138429689689726e-11,1.3999999999473491,9.260960227369748e-12,499.99999999994407,4.33865584696976e-11,5.599357803984829e-11,3.158767405138386e-14,2.2052678889583474e-16,1.6842778797512756e-16,3.1080699716391796e-15,0.0,0.0,12.0,0.0,1.0,1.079190396364354e-09,7.908842817720675e-10,6.945720170526533e-10,1.1280505202120114e-10,1.1363038211267746e-14,5.248537575523481e-15,9.726412924141613e-31,2.1280968271015677e-28,5.986686911858816e-26,7.960093860649371e-14,5.590332132967324e-18,0.08,0.07200000000000001,0.00010791904012416448,7.839100890150744e-13
0.26,0.020799999898372525,0.018705405918666904,3.433562268550742e-11,1.3999999999402755,1.0228302301173947e-11,499.9999999999355,4.949201298425428e-11,6.450400267824868e-11,3.9174685090016174e-14,2.897930551013842e-16,2.290919914548036e-16,3.998534671951377e-15,0.0,0.0,12.0,0.0,1.0,1.1672173236218654e-09,8.652576916378747e-10,7.67122672587947e-10,1.2867923375904454e-10,1.4655567726894014e-14,6.897074711118713e-15,1.679600295699878e-30,3.589842648754643e-28,9.207935711411614e-26,9.872020642262932e-14,7.479421411871412e-18,0.08,0.07200000000000001,0.00011223243551200143,9.391782744065355e-13
0.27,0.02159999988623419,0.01942426201638909,3.742351598383494e-11,1.399999999932607,1.1222968239104526e-11,499.9999999999262,5.6164702188608195e-11,7.391204531908619e-11,4.8181896401091136e-14,3.7713907780922304e-16,3.083401233721056e-16,5.097500991672432e-15,0.0,0.0,12.0,0.0,1.0,1.2586921720325621e-09,9.43072602747243e-10,8.417226179327151e-10,1.4602822569035973e-10,1.8717955602826176e-14,8.975910051427426e-15,2.844677680215824e-30,5.942564752245781e-28,1.3928970844832874e-25,1.2141837892490483e-13,9.901519489104854e-18,0.08,0.07200000000000001,0.00011654557209833454,1.1175501193385185e-12
0.28,0.022399999873161703,0.02014307498312595,4.064803310048528e-11,1.3999999999243233,1.2255222276491847e-11,499.9999999999159,6.341425607395463e-11,8.425736467694813e-11,5.880772642700854e-14,4.862852913693812e-16,4.1100365363739356e-16,6.443914221662165e-15,0.0,0.0,12.0,0.0,1.0,1.353614631201324e-09,1.024330434076859e-09,9.191416707367338e-10,1.6487706579225426e-10,2.369136886012781e-14,1.1573589933965666e-14,4.72946769204408e-30,9.668076169443525e-28,2.075009212508327e-25,1.4819547058805083e-13,1.2980024735177268e-17,0.08,0.07200000000000001,0.0001208584498987557,1.3211554706536041e-12
0.29,0.023199999859120506,0.020861844821417577,4.4009213943817e-11,1.3999999999154062,1.3328027723950717e-11,499.99999999990456,7.125691151853361e-11,9.558604780767408e-11,7.126140593051027e-14,6.214245911797891e-16,5.427455215755221e-16,8.080985182503704e-15,0.0,0.0,12.0,0.0,1.0,1.451984390753645e-09,1.109032191317176e-09,9.99602079296113e-10,1.8526796994815204e-10,2.973288784556703e-14,1.4789905269185314e-14,7.72337045045936e-30,1.5470723571983918e-27,3.0469127851157787e-25,1.7957874293403498e-13,1.6858425888156708e-17,0.08,0.07200000000000001,0.00012517106892850547,1.552317406970347e-12
0.3,0.023999999844079526,0.021580571533544503,4.750707897123895e-11,1.399999999905839,1.4446619592772866e-11,499.9999999998923,7.970355993180266e-11,1.0793797776995108e-10,8.576992898462912e-14,7.875920314256196e-16,7.117486864336067e-16,1.0061230240902521e-14,0.0,0.0,12.0,0.0,1.0,1.5538011403206455e-09,1.197178389994702e-09,1.0834964694577314e-09,2.0722925582264227e-10,3.7019281757596416e-14,1.874469034666902e-14,1.2406024159302684e-29,2.4418653716125402e-27,4.413888430816993e-25,2.1614022102672823e-13,2.1712709892925806e-17,0.08,0.07200000000000001,0.00012948342920126704,1.8133580147543595e-12
0.31,0.024799999828004918,0.022299255121985672,5.1141640533618976e-11,1.3999999998956048,1.5619293159207704e-11,499.9999999998788,8.876245513656459e-11,1.213548469280445e-10,1.0261531536650596e-13,9.913881650490966e-16,9.299178481500773e-16,1.2454522817799191e-14,0.0,0.0,12.0,0.0,1.0,1.6590645695696474e-09,1.2887693413510972e-09,1.1714469869402938e-09,2.3078238335501198e-10,4.576490193561466e-14,2.359503832640906e-14,1.9657009875988295e-29,3.816952530114512e-27,6.317941768660485e-25,2.5859059470431243e-13,2.77726581736696e-17,0.08,0.07200000000000001,0.00013379553073191404,2.1067201280601464e-12
0.32,0.02559999981085956,0.023017895589465456,5.491292322098585e-11,1.3999999998846844,1.685161120084532e-11,499.9999999998643,9.844743499645496e-11,1.35884863830379e-10,1.2206390539322074e-13,1.2386832993840902e-15,1.2065498841218381e-15,1.5321732856530765e-14,0.0,0.0,12.0,0.0,1.0,1.7677743682101024e-09,1.383805665054862e-09,1.2638708400630559e-09,2.559633309907134e-10,5.619308459167089e-14,2.948066252291307e-14,3.068672632346111e-29,5.89104763630598e-27,8.939758199907086e-25,3.076010415655797e-13,3.5267404714130745e-17,0.08,0.07200000000000001,0.00013810737353679275,2.435056741849465e-12
0.33,0.026399999792606405,0.02373649293870246,5.882095177396945e-11,1.3999999998730583,1.8149059386945044e-11,499.9999999998486,1.087723957825744e-10,1.5157617904442873e-10,1.4438067463020018e-13,1.5353098879950559e-15,1.5508523917724723e-15,1.8723308860739237e-14,0.0,0.0,12.0,0.0,1.0,1.879930225976845e-09,1.4822879845696273e-09,1.3611794540204664e-09,2.828082290346078e-10,6.854181727689689e-14,3.654037533096912e-14,4.7143529043507826e-29,8.956524583038764e-27,1.2507467524003039e-24,3.638393000351142e-13,4.444256885620821e-17,0.08,0.07200000000000001,0.00014241895763221477,2.8011277667358927e-12
0.34,0.027199999773208413,0.024455047172415305,6.286575093319968e-11,1.399999999860707,1.951712338676622e-11,499.9999999998317,1.197512337660235e-10,1.684769431376677e-10,1.6983059864287118e-13,1.887100384446449e-15,1.9720329685255642e-15,2.2719699334066605e-14,0.0,0.0,12.0,0.0,1.0,1.9955318326304924e-09,1.5842169233590101e-09,1.4637842540069737e-09,3.113532077915563e-10,8.30643060226189e-14,4.491298914535686e-14,7.122295721955872e-29,1.3396461583526995e-26,1.73054593412376e-24,4.279731085374541e-13,5.556113189576915e-17,0.08,0.07200000000000001,0.00014673028303449184,3.2078009705947857e-12
0.35,0.02799999975263115,0.02517355829311425,6.70473078653186e-11,1.3999999998476154,2.0947846680911606e-11,499.9999999998136,1.3140707597823919e-10,1.8664719044068568e-10,1.9879956909516143e-13,2.3061158465418508e-15,2.4955293355979028e-15,2.7431648084101852e-14,0.0,0.0,12.0,0.0,1.0,2.1145788779401345e-09,1.6895921580221231e-09,1.5710885010677846e-09,3.4165839754329446e-10,1.0008985082526081e-13,5.4885557141721965e-14,1.0636340595342874e-28,1.9844406263247903e-26,2.3712761203453116e-24,5.009749140652777e-13,6.905521921213338e-17,0.08,0.07200000000000001,0.0001510413497586855,3.658284900317949e-12
0.36,0.02879999973086011,0.025892026301724484,7.136532385662985e-11,1.3999999998337993,2.2330998339674484e-11,499.999999999794,1.4383328135963066e-10,2.0623737246954694e-10,2.3259346344997145e-13,2.851807444058722e-15,3.2702655290179433e-15,3.3438653576114715e-14,0.0,0.0,12.0,0.0,1.0,2.237071051563264e-09,1.7984061609735747e-09,1.6748248754748963e-09,3.739665315348856e-10,1.2044632146511707e-13,6.787301716054006e-14,1.626561139597748e-28,3.0425695431813464e-26,3.245983154379192e-24,5.861355278243451e-13,8.657944978870157e-17,0.08,0.07200000000000001,0.00015535215781034692,4.157745390131373e-12
0.37,0.029599999707842224,0.026610451202239267,7.58200535377589e-11,1.3999999998192139,2.3754307756581126e-11,499.999999999773,1.5698726935841807e-10,2.2722293102666276e-10,2.707374528763869e-13,3.4918989845144348e-15,4.206147919290674e-15,4.0432257844785074e-14,0.0,0.0,12.0,0.0,1.0,2.363008043435496e-09,1.9106653489047944e-09,1.7815730817427756e-09,4.081669003317017e-10,1.4408891556771292e-13,8.310719582071167e-14,2.438671703610588e-28,4.5550470963602865e-26,4.397926103399629e-24,6.822583811603929e-13,1.075920624375009e-16,0.08,0.07200000000000001,0.0001596627072134356,4.70805908440299e-12
0.38,0.03039999968354142,0.027328832997300816,8.041150787105206e-11,1.3999999998038417,2.5218331385268612e-11,499.99999999975057,1.7088632114151171e-10,2.4965637442453663e-10,3.135408525586973e-13,4.234506934449669e-15,5.318335648026167e-15,4.849501952490679e-14,0.0,0.0,12.0,0.0,1.0,2.492389543408503e-09,2.026369998066591e-09,1.8913748538942023e-09,4.4430443496770874e-10,1.7137411194815914e-13,1.0078126502578136e-13,3.586209795580467e-28,6.670061973101745e-26,5.898471973394086e-24,7.901229483372106e-13,1.32531228979702e-16,0.08,0.07200000000000001,0.00016397299798380488,5.312687592450008e-12
0.39,0.031199999657921598,0.02804717168955135,8.513969781885556e-11,1.3999999997876644,2.672362567937402e-11,499.99999999972664,1.855477178758217e-10,2.7359021097567193e-10,3.6131297768119236e-13,5.087747760405094e-15,6.621987856834492e-15,5.770949725127369e-14,0.0,0.0,12.0,0.0,1.0,2.6252152413590115e-09,2.1455203847097525e-09,2.0042719259519558e-09,4.824240664768727e-10,2.0267614237374874e-13,1.2108839667927596e-13,5.177035454701409e-28,9.570440602886271e-26,7.832824070450988e-24,9.105087036185096e-13,1.618588177524165e-16,0.08,0.07200000000000001,0.0001682830301373081,5.975210142196163e-12
0.4,0.03199999963094669,0.028765467281633077,9.000463434351571e-11,1.3999999997706642,2.8270747092534438e-11,499.99999999970106,2.0098874072825833e-10,2.9907694899257216e-10,4.143631434281617e-13,6.059737928921383e-15,8.132263687325724e-15,6.815824965867962e-14,0.0,0.0,12.0,0.0,1.0,2.7614848271888028e-09,2.2681167850850526e-09,2.120306031938815e-09,5.225707258931592e-10,2.383869888999484e-13,1.4422176268470376e-13,7.344084753441683e-28,1.3478841378667923e-25,1.0301808877900039e-23,1.0441951212679167e-12,1.9606039005301276e-16,0.08,0.07200000000000001,0.00017259280368979847,6.6993235801708795e-12
0.41,0.03279999960258059,0.02948371977618821,9.500632840737876e-11,1.3999999997528234,2.986025207838693e-11,499.99999999967395,2.172266708657316e-10,3.2616909678774056e-10,4.730006649838946e-13,7.158593906539204e-15,9.864322281109927e-15,7.992383538191834e-14,0.0,0.0,12.0,0.0,1.0,2.9011979908247125e-09,2.394159475443245e-09,2.239518905877559e-09,5.647893442505339e-10,2.7891638120671657e-13,1.7037453494555265e-13,1.0249093343748046e-27,1.8663323994321775e-25,1.342377774451239e-23,1.191961675548968e-12,2.3564519658386765e-16,0.08,0.07200000000000001,0.00017690231865712927,7.488842371508373e-12
0.42,0.03359999957278724,0.03020192917585898,1.0014479097279105e-10,1.3999999997341237,3.14926970905686e-11,499.99999999964524,2.3427878945515203e-10,3.549191626736809e-10,5.375348575326816e-13,8.392432159799246e-15,1.1833322779797193e-14,9.308881305578383e-14,0.0,0.0,12.0,0.0,1.0,3.0443544222186365e-09,2.5236487320350645e-09,2.361952281790969e-09,6.091248525829631e-10,3.246917939351499e-13,1.9973988536528913e-13,1.4086583511366529e-27,2.544329389830608e-25,1.7336623383760817e-23,1.3545878407251057e-12,2.81146173897556e-16,0.08,0.07200000000000001,0.00018121157505515388,8.347698599946778e-12
0.43,0.03439999954153054,0.03092009548328758,1.0542003300209885e-10,1.3999999997145474,3.316863858271651e-11,499.9999999996148,2.521623776634296e-10,3.8537965496289643e-10,6.082750362588115e-13,9.769369155242169e-15,1.4054424324997585e-14,1.0773574131506988e-13,0.0,0.0,12.0,0.0,1.0,3.19095381134752e-09,2.656584831111227e-09,2.4876478937018215e-09,6.556221819244118e-10,3.7615844402445336e-13,2.325109858473559e-13,1.9088114738279417e-27,3.4195821863538515e-25,2.2199911184139506e-23,1.5328530910596644e-12,3.3311994084247316e-16,0.08,0.07200000000000001,0.0001855205728997255,9.279941967827185e-12
