Ar,ArH,H2O2,NAD,NAD2,NADH,NADHres,NADrad,O2,O2g,coI,coII,coIII,per2,per3,super,Time
0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0
8.045694321512327e-17,500.0,5.9242848882093015e-15,0.0,0.0,0.0007999999999935745,0.0,7.975619994681083e-23,0.0007199784004322956,12.0,4.2114514908719197e-16,7.97444244937937e-17,1.5351714337502523e-29,2.4556623562001474e-25,1.3999999999999995,1.4533449460375656e-27,0.01
1.5830905639171544e-15,500.0,4.1801270079736345e-14,0.0,0.0,0.0015999999999521868,0.0,6.3494090904573094e-21,0.0014399136034950123,12.0,4.444086018153422e-15,1.5519895401023907e-15,2.2631978044859405e-26,4.526625349671197e-23,1.3999999999999944,5.035463404535559e-25,0.02
1.2848603372289024e-14,500.0000000000001,1.3369180410725145e-13,0.0,0.0,0.0023999999998344777,0.0,1.9159704457545992e-19,0.002159805612205749,12.0,1.9211001677813373e-14,1.2389865181433034e-14,4.423240721699393e-24,2.8948492894414662e-21,1.3999999999999688,6.713267901210338e-23,0.03
4.778437636163755e-14,500.0,3.0006122165967923e-13,0.0,0.0,0.003199999999600431,0.0,9.522292505732398e-19,0.0028796544295258417,12.0,5.27265771325715e-14,4.5776049581448825e-14,2.461074359621165e-23,1.5366105325026637e-20,1.3999999999999018,3.7046386969504747e-22,0.04
1.1094176017257754e-13,500.0,5.445038455197393e-13,0.0,0.0,0.003999999999240605,0.0,2.768962360680614e-18,0.0035994600561539396,12.0,1.0656765495655023e-13,1.0569642837955383e-13,1.345625640233563e-22,5.1893553687867585e-20,1.399999999999788,1.4210870802030147e-21,0.05
2.3242458255830044e-13,499.9999999999998,8.885408503802429e-13,0.0,0.0,0.004799999998696226,0.0,9.276661899327993e-18,0.004319222496439757,12.0,1.8996189916458036e-13,2.1808877481575032e-13,9.157276674206422e-22,2.238684598376804e-19,1.3999999999995922,7.19054078222709e-21,0.06
4.1942946482198e-13,499.99999999999966,1.3369909519832775e-12,0.0,0.0,0.005599999997953742,0.0,2.14248615317991e-17,0.005038941751386211,12.0,3.0495315727370243e-13,3.8913225453954425e-13,2.6100350239641323e-21,5.633212554807106e-19,1.399999999999306,1.888517448393653e-20,0.07
7.112709502367693e-13,499.9999999999994,1.9001838589237265e-12,0.0,0.0,0.006399999996963585,0.0,4.8352757852532813e-17,0.0057586178246613,12.0,4.547561364718576e-13,6.515278087465669e-13,1.1586953981294687e-20,1.5101213795486039e-18,1.399999999998894,5.569484514854284e-20,0.08
1.1304336263757542e-12,499.99999999999903,2.5840272892664413e-12,0.0,0.0,0.0071999999956974085,0.0,9.52871969359595e-17,0.006478250718362809,12.0,6.412093768836733e-13,1.0239776050018061e-12,3.148928131174342e-20,3.3158368803248127e-18,1.3999999999983348,1.2859452497415776e-19,0.09
1.7068323726141226e-12,499.9999999999984,3.3911865995809566e-12,0.0,0.0,0.00799999999412537,0.0,1.7390194752893729e-16,0.007197840434698761,12.0,8.646088074645104e-13,1.5302908937333524e-12,8.028505920617493e-20,6.755107338650099e-18,1.399999999997605,2.786016722703481e-19,0.1
