Time,cpep,cglcex,cg6p,cpyr,cf6p,cg1p,cpg,cfdp,csed7p,cgap,ce4p,cxyl5p,crib5p,cdhap,cpgp,cpg3,cpg2,cribu5p,catp,cadp,camp,cnadp,cnadph,cnad,cnadh,extracellular,cytosol,vPTS,vPGI,vPGM,vG6PDH,vPFK,vTA,vTKA,vTKB,vMURSyNTH,vALDO,vGAPDH,vTIS,vTRPSYNTH,vG3PDH,vPGK,vsersynth,vrpGluMu,vENO,vPK,vpepCxylase,vSynth1,vSynth2,vDAHPS,vPDH,vMethSynth,vPGDH,vR5PI,vRu5P,vPPK,vG1PAT,vG6P,vf6P,vfdP,vGAP,vDHAP,vPGP,vPG3,vpg2,vPEP,vRibu5p,vRIB5P,vXYL5P,vSED7P,vpyr,vPG,vE4P,vGLP,vEXTER
0.0,2.67,2.0,3.48,2.67,0.6,0.653,0.808,0.272,0.276,0.218,0.098,0.138,0.398,0.167,0.008,2.13,0.399,0.111,4.27,0.582,0.9547829457364341,0.19675933609958507,0.062,1.4643993118516865,0.0934,1.0,1.0,0.09597360331786989,0.05837678550464481,0.0022922878954998514,0.14001969968834901,0.1423843387827899,0.04531300002144013,0.04532067280187203,0.038431999996200145,0.00043711,0.1412431998660134,0.32045706095052034,0.13957565198980687,0.001037,0.0016629060002742073,-0.2634716937386684,0.017497376329073486,0.2678761843445945,0.3027189108911076,0.03785586325042639,0.043187880220231456,0.014214999994577655,0.05355899999141689,0.006878275601057748,0.1880300001064567,0.0022627,0.140228862197267,0.055641737194999985,0.08375650918928561,0.010309999998955823,0.0023166734283037193,9.674400000000001e-05,1.668e-05,7.561600000000001e-06,6.0604000000000005e-06,4.6426e-06,2.224e-07,5.9214e-05,1.1092200000000002e-05,7.4226e-05,3.0858e-06,1.10644e-05,3.8364e-06,7.6728e-06,7.4226e-05,2.2462400000000004e-05,2.7244e-06,1.81534e-05,0.003029088
0.01,2.6167092613953504,1.9991163314100941,3.5321622848291825,2.7273260142608606,0.6050832767597448,0.6530038355953834,0.8080063598134731,0.27208353519193185,0.27601982038434847,0.21801830373691738,0.09801703921572176,0.13803675212950195,0.3980002514078259,0.16700216765711193,0.008025996445506979,2.1284250795851967,0.3964043307974397,0.1110082858264839,4.2079863335762635,0.5840728741901716,0.9159056812505402,0.19669836989642664,0.06200379517019316,1.4640920089206115,0.09340935857254148,1.0,1.0,0.08727110285146077,0.8174731174394434,0.0030949105980313664,0.14168064859538806,0.15849928085478918,0.040150217360649484,0.04538557672393483,0.02925945747908812,0.00043711,0.14166943195067364,0.31943257684130266,0.13941978865928573,0.001037,0.0016629244959477576,0.33500149412698604,0.017493240846616135,0.6964722237973403,1.0303687800124506,0.03781665833542188,0.04266422520912115,0.014136553463493424,0.05386751448062124,0.006880996564604108,0.20280733624789743,0.0022627,0.14022433094837178,0.05568152333305354,0.08363543784391202,0.01031000130670611,0.0023000668278130576,9.819411151825127e-05,1.6821315093920906e-05,7.563922278335706e-06,6.060908843886304e-06,4.6426602608677114e-06,2.2312270118509402e-07,5.917021721246847e-05,1.1020040396168825e-05,7.274451746679075e-05,3.0860303459762525e-06,1.106440698913756e-05,3.8374217092001545e-06,7.673351006684888e-06,7.581966319645193e-05,2.2462576802814553e-05,2.724873690197065e-06,1.815350662955166e-05,0.0030291125659867996
0.02,2.5738247507335816,1.998308917367505,3.576626851183975,2.7795478143580628,0.6125111942969447,0.6530151523230536,0.8080278711724043,0.27234155407540694,0.27611367483267907,0.2179534492253674,0.09807781640359584,0.13818166102219054,0.39799797434852585,0.1670146405738642,0.00786535296733088,2.1224382862006794,0.39302281583624615,0.11101973929367576,4.14856150546161,0.586139507650103,0.8824090449313917,0.19663745496684787,0.06201129389509199,1.463785045333434,0.09341869797156152,1.0,1.0,0.08050687428690023,0.8617598239082599,0.003777191607711243,0.14308110949373917,0.17862867680036784,0.032254230549191,0.045908793212972226,0.017542202562968096,0.00043711,0.1439672284706653,0.325860965267208,0.14024827171474505,0.001037,0.0016630309205760156,0.3423281742923147,0.017477482439562018,1.1200803477667143,1.4573056702747234,0.03779046501699154,0.04223899150432327,0.014071726560384055,0.0541404134378482,0.006891223655961217,0.21694350835513976,0.0022627,0.14021733931646996,0.05573969426307519,0.08301509074046753,0.010309989462058664,0.002285240384141829,9.94302264629145e-05,1.7027811201455063e-05,7.571095203296313e-06,6.0591058884652145e-06,4.643007007953425e-06,2.1865681249179845e-07,5.900378435637889e-05,1.0926034280247644e-05,7.155232807039357e-05,3.0863487523641863e-06,1.106434368688902e-05,3.841450176416897e-06,7.675960160348478e-06,7.727142923915415e-05,2.246317481859284e-05,2.7265632960199643e-06,1.8153821234580892e-05,0.003029135012097183
0.03,2.5384540297653366,1.9975628162872612,3.6170732728695962,2.8276428636468003,0.6195630899300387,0.6530330976100676,0.8080627359321838,0.27277263939285606,0.2762927167751088,0.217842757723111,0.0981671608667002,0.13841845180485907,0.3979896265446852,0.16704561924873318,0.007698332195373528,2.1129503805549907,0.38969183771064553,0.1110386300444757,4.091568574672801,0.5881999166826547,0.8534383019595853,0.1965765909493707,0.06202133305588809,1.4634784203090292,0.09342801891692039,1.0,1.0,0.074939987867827,0.8448491605058098,0.004396182219833454,0.14434336967601072,0.19907221890703197,0.024611699562917748,0.04672401398101052,0.007912596197784763,0.00043711,0.1477118166221261,0.3327627245186977,0.14179556754781772,0.001037,0.0016632952349518715,0.3496271565278265,0.01745238427502167,1.4154388338987667,1.7438209658344075,0.037774002901375406,0.04188665505056567,0.014017075477848423,0.054385159877846305,0.0069063703477446736,0.23054307861025652,0.0022627,0.14020891282199807,0.055841193025535245,0.0820025817356193,0.010309946038111376,0.002272134907539981,0.00010055463698577478,1.7223853900055076e-05,7.583079375121399e-06,6.056028664702487e-06,4.643868215114782e-06,2.1401363503138408e-07,5.874002057942875e-05,1.0833433088355947e-05,7.056902202747637e-05,3.0868739152364247e-06,1.106411161794225e-05,3.848032960175082e-06,7.680937526348026e-06,7.860847160938105e-05,2.246414405891471e-05,2.7290470720942656e-06,1.815432011355988e-05,0.0030291557537072142
0.04,2.508740786312047,1.9968677727871011,3.654362381247994,2.8722831186381894,0.6260715895138809,0.6530570993653356,0.8081097535754049,0.2733647259544539,0.276554149554318,0.21771770402207902,0.09826952183756371,0.1387215147394451,0.39797366616074137,0.16710136874881035,0.007529269192407351,2.101099834027188,0.38646175932807836,0.11106761385610292,4.036863032619686,0.590254117549084,0.8283094739040943,0.1965157774836861,0.062033453492151364,1.463172133069648,0.09343732212550719,1.0,1.0,0.0702547309712775,0.8279728189172288,0.0049653746935506265,0.14549700984078678,0.21936968728772743,0.017575979870461625,0.04766910339075056,0.0001220492802248711,0.00043711,0.1524725986838487,0.34003995430408024,0.14382884327351783,0.001037,0.0016637708621173755,0.35693766537360744,0.01742082056095317,1.6121877012434842,1.9295873242703772,0.037765082550493025,0.04159040989941629,0.013970314144611286,0.05460688526249636,0.006923782977736036,0.24367257655756958,0.0022627,0.14019940470394335,0.056000734373509595,0.08073908303293346,0.01030986301068097,0.0022606182222404524,0.00010159127419869424,1.740479018848589e-05,7.599539381533818e-06,6.052552171813797e-06,4.645418051216928e-06,2.0931368354892437e-07,5.8410575385955825e-05,1.0743636909320579e-05,6.974299385947491e-05,3.0876796651996613e-06,1.106366791926861e-05,3.856458109756574e-06,7.688205357610042e-06,7.984947069814166e-05,2.246545114939626e-05,2.7318927070842713e-06,1.815498736235633e-05,0.0030291750759165186
0.05,2.483317902177517,1.9962160526700716,3.6889650263051235,2.9139760160540153,0.6320942441417073,0.6530866837014403,0.8081679349550812,0.2741072863471646,0.2768923225483143,0.2175978663393824,0.09837539611717995,0.1390722461731204,0.3979499725556001,0.16718635554510353,0.007361201091772397,2.0877370295649467,0.38334630344599246,0.11110804477076036,3.9843115959434026,0.5923021264691487,0.8064687305378309,0.1964550142106472,0.06204737448890617,1.4628661828408989,0.09344660831124776,1.0,1.0,0.06624711746773765,0.8156361332166119,0.005492199906366677,0.1465584996337172,0.2394418107247644,0.011194848457224555,0.04864091468822939,-0.006314323835893371,0.00043711,0.15795251501674404,0.3476122150858304,0.14621091430857136,0.001037,0.001664495840009322,0.36429401168192355,0.017384938347421202,1.736412863355659,2.042007913807178,0.037761983908496284,0.041337547192013095,0.013929671488001963,0.054809403470907625,0.0069418353586497795,0.2563826423066302,0.0022627,0.14018900480239357,0.05622501564877402,0.07932326996612062,0.01030973974448529,0.0022505746079409996,0.00010255322773128243,1.7572219987139464e-05,7.620182560451176e-06,6.049220684234831e-06,4.647780684153878e-06,2.0464139035127266e-07,5.803908942190552e-05,1.065702723579859e-05,6.903623768053498e-05,3.088803644627138e-06,1.1063009237045684e-05,3.866208443612747e-06,7.697606566843138e-06,8.100853324630163e-05,2.246706859175126e-05,2.7348360120576027e-06,1.815580980690004e-05,0.0030291931937357717
0.06,2.4611678355359015,1.9956016412723045,3.721230553129589,2.9531167239123697,0.6376944741104612,0.6531214414689934,0.8082364305753463,0.27499180384798794,0.2773006497592575,0.2174948990493837,0.09847964610418439,0.13945788217812566,0.39791927168985913,0.16730364041058898,0.0071961775840799725,2.073483846162729,0.3803502890930157,0.11116043157084289,3.9337911373308616,0.5943439596212102,0.7874628441176896,0.1963943007722625,0.0620628979162223,1.4625605688517254,0.09345587818511238,1.0,1.0,0.06277265204219443,0.8071750678658673,0.005982179012130456,0.14754007086811402,0.25926606582255096,0.005457817845942898,0.04957815294698206,-0.011751764983002642,0.00043711,0.16395283401809493,0.3554147036339129,0.14886539195212328,0.001037,0.0016654961624633666,0.37171539639187035,0.017346321368134136,1.807973892546157,2.1015622541865593,0.03776335792170953,0.041118412935738514,0.013893774258389942,0.0549956371144614,0.006959643937370991,0.26871327174306997,0.0022627,0.14017783251431506,0.05651562042603347,0.07782001158144077,0.010309580005504223,0.0022419073112946307,0.00010345020937700259,1.7727906380270824e-05,7.644772146974065e-06,6.0463581935728675e-06,4.651041203414374e-06,2.0005373683742325e-07,5.7642850923323877e-05,1.0573738036785837e-05,6.842046582789806e-05,3.0902599976694325e-06,1.1062155752978084e-05,3.876929124551894e-06,7.70895806330736e-06,8.209664492476388e-05,2.2468972769994628e-05,2.737734161696326e-06,1.815677607283802e-05,0.00302921027437263
0.07,2.441531244991283,1.995019761682611,3.7514361232771676,2.9900195595462264,0.6429242374346539,0.6531610135561764,0.8083144987214848,0.27601125982569674,0.27777229700172135,0.21741561519609812,0.09857987405482899,0.139869612536319,0.39788275873621554,0.16745521682054418,0.007035531516678862,2.0587893925982006,0.3774737974140012,0.11122475746052114,3.8851877362506433,0.596379633142336,0.7709173429250304,0.19633363681168908,0.06207987256885315,1.4622552903343897,0.09346513245512361,1.0,1.0,0.05972566125730775,0.801751523294425,0.006439693580749924,0.14845141080528443,0.2788336719744893,0.0003338756125680802,0.05044588387744997,-0.01643297551690086,0.00043711,0.1703390532157553,0.36339594854188517,0.15175015168321715,0.001037,0.001666788659725705,0.37921071948033425,0.01730613205376168,1.8418107362375111,2.123545440668304,0.03776815544203754,0.04092568895575996,0.013861564061817516,0.05516787644895062,0.006976792607911514,0.28069665572427893,0.0022627,0.14016597071094072,0.05687102175568776,0.07627160349111863,0.01030939000013275,0.0022345340628859888,0.00010428992422710527,1.787329380068338e-05,7.67311302315437e-06,6.044154102451528e-06,4.655255027611128e-06,1.955877761636724e-07,5.723434511422998e-05,1.0493771568109235e-05,6.787456861075768e-05,3.092048257402488e-06,1.1061140692866792e-05,3.8883752285096684e-06,7.722069856647854e-06,8.31225437553851e-05,2.2471143064457276e-05,2.740520498724246e-06,1.8157876176861705e-05,0.003029226450625223
0.08,2.4238409108289996,1.9944665531389454,3.779806743224857,3.024938969406317,0.6478256426165098,0.653205081154366,0.80840148429628,0.277159702322579,0.27830053084568723,0.21736391898171809,0.09867534511464013,0.14030125579426908,0.3978418653180365,0.16764227433621212,0.006880080766397821,2.043973047625196,0.37471420032917035,0.11130068741201414,3.838395834205941,0.5984091631284028,0.7565201207712452,0.19627302197322571,0.062098177175575094,1.4619503465244512,0.09347437182636412,1.0,1.0,0.05702720007341594,0.7987033459953766,0.006868301389864042,0.14930037103495294,0.29814115144883946,-0.004217162566633844,0.051225448810382296,-0.020524524258203756,0.00043711,0.17701815345657707,0.3715157043111383,0.1548414102492219,0.001037,0.0016683832430096693,0.38678312303959295,0.017265216505992602,1.849079508649752,2.1193132256137437,0.037775567037569305,0.04075384364891957,0.013832229986033086,0.05532795009380007,0.00699315025130444,0.2923590970836115,0.0022627,0.14015348103683056,0.057287866939429784,0.07470554293082907,0.010309177166701287,0.002228383393872327,0.00010507862746165104,1.800955286473897e-05,7.705039724567697e-06,6.042716947691763e-06,4.660455226546698e-06,1.9126624530585944e-07,5.6822450723980456e-05,1.0417054769150936e-05,6.73827773210462e-05,3.0941591100539933e-06,1.1060003855841415e-05,3.900374911080681e-06,7.736754757510106e-06,8.409330334949562e-05,2.2473561263436585e-05,2.743174594186996e-06,1.815910125609138e-05,0.0030292418298227372
0.09,2.407672176114384,1.993938843100925,3.806528338692458,3.058084402710041,0.652433250074153,0.6532533583942335,0.8084968028150201,0.27843194068165217,0.278878906322245,0.21734199285318323,0.09876629714746983,0.1407483790863871,0.39779811655720293,0.16786540366589026,0.006730278892776109,2.0292579346881876,0.372067362790759,0.11138770326708154,3.7933174813208694,0.6004325656341983,0.7440089763148807,0.19621245590230615,0.06211771106410664,1.46164573666075,0.09348359700098437,1.0,1.0,0.05461715713718846,0.7975315494479791,0.007270942807248666,0.15009342977825968,0.317186944891775,-0.008238779323536647,0.0519080766927029,-0.024142743981474816,0.00043711,0.183923857857146,0.3797429777117086,0.15812453541333302,0.001037,0.0016702846546248512,0.3944322857017842,0.01722418436205975,1.838058834133821,2.0972549623493166,0.03778497113533972,0.040598699964453894,0.013805152626155885,0.05547734321068577,0.007008753468458596,0.3037224845310502,0.0022627,0.14014041168528749,0.05776180412227202,0.07313967602539034,0.010308949433669482,0.0022233920103551094,0.00010582148781565034,1.8137644352061453e-05,7.740407950949931e-06,6.042107401318494e-06,4.666658221911749e-06,1.8710175321917584e-07,5.641337058433162e-05,1.0343472685583101e-05,6.693328649597988e-05,3.0965781508248672e-06,1.1058787640290243e-05,3.912804938601562e-06,7.752833595758411e-06,8.501474639533914e-05,2.247621111825756e-05,2.7457030606996614e-06,1.8160443363359693e-05,0.0030292565001617945
