T,C1,C2,C3,C4,C5,I1,I2,I3,I4,I5,I6,INA,O,OB,V
1.28,0.83638549,0.056110509,0.0014113992,1.5770256e-05,6.5344331e-08,0.0025284856,0.0024594024,0.00090036076,0.00014667388,8.8713132e-06,3.2710257e-05,-0.00016331584,2.348341e-07,5.6801326e-08,-80.0
1.36,0.83609372,0.05609104,0.0014109167,1.5765136e-05,6.5341851e-08,0.0026567923,0.0025860351,0.00094715168,0.00015435377,9.3459994e-06,3.450286e-05,-0.00016469939,2.3507634e-07,5.9029706e-08,-80.0
1.4400001,0.83580858,0.056072012,0.0014104451,1.576013e-05,6.533935e-08,0.0027822135,0.0027098202,0.00099289033,0.00016186095,9.8100109e-06,3.6255151e-05,-0.0001660108,2.353116e-07,6.1136234e-08,-80.0
1.52,0.8355298,0.056053411,0.0014099841,1.5755237e-05,6.5336828e-08,0.0029048142,0.0028308216,0.0010376005,0.00016919932,1.0263588e-05,3.7968039e-05,-0.00016725399,2.3554013e-07,6.3127715e-08,-80.0
1.6,0.83525735,0.056035228,0.0014095334,1.5750453e-05,6.5334298e-08,0.0030246582,0.0029491019,0.0010813052,0.00017637266,1.0706965e-05,3.9642408e-05,-0.00016843273,2.3576214e-07,6.5010575e-08,-80.0
1.6799999,0.83499098,0.056017455,0.0014090929,1.5745778e-05,6.5331761e-08,0.0031418069,0.0030647223,0.0011240271,0.00018338471,1.1140371e-05,4.1279123e-05,-0.00016955051,2.3597788e-07,6.6790875e-08,-80.0
1.76,0.83473063,0.05600008,0.0014086623,1.5741207e-05,6.5329218e-08,0.0032563214,0.0031777427,0.0011657882,0.00019023905,1.1564031e-05,4.2879034e-05,-0.00017061066,2.3618756e-07,6.8474343e-08,-80.0
1.84,0.83447611,0.055983096,0.0014082413,1.5736739e-05,6.5326681e-08,0.0033682606,0.0032882218,0.0012066102,0.00019693926,1.1978164e-05,4.4442964e-05,-0.00017161632,2.3639136e-07,7.0066363e-08,-80.0
1.92,0.83422732,0.055966496,0.0014078298,1.5732372e-05,6.5324144e-08,0.0034776826,0.0033962161,0.0012465144,0.0002034888,1.2382985e-05,4.5971723e-05,-0.00017257046,2.365895e-07,7.1572039e-08,-80.0
2.0,0.83398414,0.055950269,0.0014074276,1.5728103e-05,6.5321608e-08,0.0035846441,0.0035017822,0.0012855211,0.00020989105,1.2778702e-05,4.7466106e-05,-0.00017347587,2.3678217e-07,7.299618e-08,-80.0
2.0799999,0.83374637,0.055934403,0.0014070345,1.572393e-05,6.5319085e-08,0.0036892002,0.0036049741,0.0013236506,0.00021614933,1.316552e-05,4.8926886e-05,-0.0001743352,2.3696954e-07,7.4343312e-08,-80.0
2.1600001,0.83351403,0.055918898,0.0014066501,1.571985e-05,6.5316577e-08,0.0037914049,0.0037058457,0.0013609227,0.00022226688,1.3543638e-05,5.0354814e-05,-0.00017515094,2.371518e-07,7.5617727e-08,-80.0
2.24,0.83328688,0.05590374,0.0014062744,1.5715861e-05,6.5314076e-08,0.0038913114,0.0038044488,0.0013973566,0.00022824686,1.3913254e-05,5.1750634e-05,-0.00017592544,2.3732909e-07,7.6823468e-08,-80.0
2.3199999,0.83306479,0.055888921,0.0014059072,1.5711963e-05,6.5311596e-08,0.003988971,0.0039008344,0.0014329712,0.00023409237,1.4274559e-05,5.3115062e-05,-0.00017666092,2.375016e-07,7.7964337e-08,-80.0
2.4000001,0.83284777,0.055874437,0.0014055482,1.5708152e-05,6.5309138e-08,0.0040844348,0.0039950525,0.001467785,0.00023980642,1.4627739e-05,5.4448807e-05,-0.0001773595,2.3766945e-07,7.9043936e-08,-80.0
2.48,0.83263558,0.055860281,0.0014051973,1.5704429e-05,6.5306693e-08,0.004177752,0.0040871524,0.0015018159,0.00024539197,1.4972976e-05,5.575256e-05,-0.00017802315,2.3783282e-07,8.0065668e-08,-80.0
2.5599999,0.83242822,0.055846442,0.0014048542,1.5700787e-05,6.530427e-08,0.0042689703,0.0041771806,0.0015350814,0.00025085194,1.531045e-05,5.7026995e-05,-0.00017865376,2.3799184e-07,8.1032731e-08,-80.0
2.6400001,0.83222544,0.055832911,0.001404519,1.5697227e-05,6.5301869e-08,0.0043581375,0.0042651845,0.0015675989,0.00025618909,1.5640335e-05,5.827277e-05,-0.00017925308,2.3814664e-07,8.1948158e-08,-80.0
2.72,0.83202732,0.055819687,0.0014041913,1.5693748e-05,6.5299496e-08,0.0044452995,0.0043512094,0.0015993852,0.00026140624,1.5962802e-05,5.9490532e-05,-0.0001798228,2.3829736e-07,8.28148e-08,-80.0
2.8,0.83183354,0.05580676,0.0014038708,1.5690346e-05,6.5297144e-08,0.0045305016,0.0044352999,0.0016304567,0.00026650607,1.6278016e-05,6.0680908e-05,-0.0001803645,2.384441e-07,8.3635356e-08,-80.0
2.8800001,0.83164418,0.055794124,0.0014035576,1.5687021e-05,6.529482e-08,0.0046137874,0.0045174994,0.0016608294,0.00027149121,1.6586142e-05,6.1844519e-05,-0.00018087967,2.3858703e-07,8.441237e-08,-80.0
2.96,0.83145911,0.055781774,0.0014032514,1.5683772e-05,6.5292518e-08,0.0046952004,0.0045978501,0.0016905192,0.00027636427,1.6887339e-05,6.2981955e-05,-0.0001813697,2.3872624e-07,8.5148244e-08,-80.0
3.04,0.83127815,0.055769701,0.0014029522,1.5680595e-05,6.5290251e-08,0.0047747823,0.0046763942,0.0017195413,0.00028112772,1.7181765e-05,6.4093816e-05,-0.00018183596,2.3886182e-07,8.5845244e-08,-80.0
3.1199999,0.8311013,0.055757895,0.0014026597,1.567749e-05,6.5288006e-08,0.0048525752,0.0047531719,0.0017479107,0.00028578404,1.7469567e-05,6.5180677e-05,-0.00018227968,2.3899392e-07,8.6505501e-08,-80.0
3.2,0.83092839,0.055746358,0.0014023737,1.5674454e-05,6.5285796e-08,0.0049286182,0.004828223,0.0017756422,0.00029033568,1.7750899e-05,6.6243098e-05,-0.00018270205,2.3912261e-07,8.7131049e-08,-80.0
3.28,0.83075941,0.055735081,0.0014020941,1.5671485e-05,6.5283615e-08,0.0050029517,0.0049015866,0.00180275,0.00029478496,1.8025903e-05,6.7281624e-05,-0.00018310422,2.3924801e-07,8.7723791e-08,-80.0
3.3599999,0.83059418,0.055724058,0.0014018209,1.5668586e-05,6.5281462e-08,0.005075613,0.0049733003,0.0018292484,0.00029913418,1.8294724e-05,6.8296795e-05,-0.00018348722,2.3937022e-07,8.8285525e-08,-80.0
3.4400001,0.83043265,0.055713281,0.0014015539,1.566575e-05,6.5279337e-08,0.0051466408,0.0050434014,0.0018551507,0.00030338558,1.8557499e-05,6.9289141e-05,-0.00018385207,2.3948931e-07,8.8817956e-08,-80.0
3.52,0.83027482,0.055702746,0.0014012927,1.5662978e-05,6.5277248e-08,0.0052160714,0.0051119258,0.0018804707,0.0003075414,1.8814366e-05,7.0259164e-05,-0.00018419973,2.3960541e-07,8.9322675e-08,-80.0
3.5999999,0.8301205,0.055692449,0.0014010376,1.5660267e-05,6.5275188e-08,0.0052839406,0.0051789093,0.0019052211,0.00031160374,1.9065455e-05,7.1207382e-05,-0.00018453108,2.3971856e-07,8.9801212e-08,-80.0
3.6800001,0.82996964,0.055682383,0.0014007881,1.5657619e-05,6.5273163e-08,0.0053502833,0.0052443868,0.001929415,0.00031557475,1.9310899e-05,7.2134273e-05,-0.00018484695,2.3982886e-07,9.0254993e-08,-80.0
3.76,0.82982224,0.055672545,0.0014005442,1.565503e-05,6.5271166e-08,0.0054151341,0.0053083915,0.0019530649,0.00031945645,1.9550822e-05,7.3040319e-05,-0.00018514819,2.3993641e-07,9.0685361e-08,-80.0
3.8399999,0.82967812,0.055662926,0.0014003058,1.56525e-05,6.5269205e-08,0.0054785269,0.0053709573,0.0019761829,0.00032325086,1.9785351e-05,7.3925992e-05,-0.00018543554,2.4004129e-07,9.1093597e-08,-80.0
3.9200001,0.82953721,0.055653524,0.0014000728,1.5650025e-05,6.5267265e-08,0.0055404939,0.0054321159,0.0019987812,0.00032695994,2.0014606e-05,7.4791751e-05,-0.00018570968,2.4014352e-07,9.1480899e-08,-80.0
4.0,0.82939947,0.055644333,0.001399845,1.5647607e-05,6.5265368e-08,0.0056010676,0.0054918993,0.0020208713,0.00033058564,2.0238705e-05,7.5638032e-05,-0.00018597134,2.4024325e-07,9.184842e-08,-80.0
4.0799999,0.82926482,0.055635352,0.0013996224,1.5645242e-05,6.5263499e-08,0.0056602787,0.0055503384,0.0020424644,0.00033412979,2.0457765e-05,7.6465294e-05,-0.00018622112,2.4034051e-07,9.2197212e-08,-80.0
4.1599998,0.82913327,0.055626571,0.0013994047,1.5642932e-05,6.5261659e-08,0.0057181586,0.005607463,0.0020635722,0.00033759422,2.0671898e-05,7.7273944e-05,-0.00018645966,2.4043536e-07,9.2528303e-08,-80.0
4.2399998,0.82900459,0.055617984,0.0013991919,1.5640673e-05,6.5259854e-08,0.0057747369,0.0056633032,0.0020842052,0.00034098077,2.0881216e-05,7.8064411e-05,-0.0001866875,2.4052787e-07,9.2842647e-08,-80.0
4.3200002,0.82887888,0.055609595,0.001398984,1.5638465e-05,6.5258078e-08,0.005830043,0.0057178875,0.0021043741,0.00034429113,2.1085829e-05,7.8837104e-05,-0.00018690519,2.4061814e-07,9.3141146e-08,-80.0
4.4000001,0.82875597,0.055601392,0.0013987807,1.5636306e-05,6.525633e-08,0.0058841053,0.0057712444,0.0021240895,0.00034752706,2.1285838e-05,7.9592421e-05,-0.00018711327,2.4070619e-07,9.3424653e-08,-80.0
4.48,0.82863581,0.055593375,0.001398582,1.5634196e-05,6.5254618e-08,0.0059369518,0.0058234017,0.0021433616,0.00035069024,2.148135e-05,8.0330756e-05,-0.00018731219,2.4079208e-07,9.3693977e-08,-80.0
4.5599999,0.82851833,0.055585537,0.0013983877,1.5632135e-05,6.5252934e-08,0.00598861,0.0058743861,0.0021622004,0.00035378229,2.1672466e-05,8.105248e-05,-0.00018750243,2.4087589e-07,9.3949879e-08,-80.0
4.6399999,0.82840353,0.055577874,0.0013981978,1.5630118e-05,6.5251285e-08,0.0060391063,0.0059242235,0.0021806154,0.00035680478,2.1859283e-05,8.1757978e-05,-0.00018768442,2.4095766e-07,9.4193076e-08,-80.0
4.7199998,0.8282913,0.055570386,0.0013980122,1.5628148e-05,6.5249658e-08,0.0060884673,0.0059729405,0.0021986165,0.00035975932,2.2041901e-05,8.2447608e-05,-0.00018785856,2.4103747e-07,9.4424252e-08,-80.0
4.8000002,0.82818156,0.055563066,0.0013978308,1.5626221e-05,6.5248067e-08,0.0061367182,0.0060205623,0.0022162125,0.00036264744,2.2220411e-05,8.3121733e-05,-0.00018802525,2.4111534e-07,9.4644051e-08,-80.0
4.8800001,0.82807434,0.05555591,0.0013976534,1.5624337e-05,6.5246503e-08,0.0061838841,0.0060671126,0.002233413,0.00036547057,2.2394906e-05,8.3780702e-05,-0.00018818486,2.4119132e-07,9.4853071e-08,-80.0
4.96,0.82796955,0.055548914,0.00139748,1.5622496e-05,6.5244976e-08,0.0062299892,0.0061126165,0.0022502267,0.00036823025,2.2565479e-05,8.442485e-05,-0.00018833774,2.412655e-07,9.5051888e-08,-80.0
5.04,2.1639795e-05,0.0010667506,0.018809658,0.13078208,0.19509226,1.0195823e-10,3.3441733e-08,4.6947634e-06,0.00035650408,0.012385286,0.040597342,-140.24745,0.49831396,0.0025697944,-10.0
5.1199999,1.3218551e-06,9.6158139e-05,0.0026159489,0.031468268,0.14024487,1.3983842e-11,1.0868892e-08,3.6960921e-06,0.00060889841,0.03922024,0.14681062,-150.90039,0.52309364,0.015836332,-10.0
5.1999998,1.0626139e-06,7.7660145e-05,0.0021235105,0.025693897,0.11537749,1.7163491e-11,1.5126705e-08,5.5520754e-06,0.00095272955,0.062714025,0.23497492,-128.26216,0.43090549,0.027173664,-10.0
5.2800002,8.7475598e-07,6.3932173e-05,0.0017481849,0.021153286,0.094993211,1.9903374e-11,1.8676133e-08,7.0856236e-06,0.0012359978,0.082047358,0.30751094,-109.54695,0.35478133,0.036457803,-10.0
5.3600001,7.2033606e-07,5.2646763e-05,0.0014396101,0.017419815,0.07823015,2.2158483e-11,2.1596898e-08,8.3474724e-06,0.0014690734,0.097954825,0.36719349,-94.14476,0.29217893,0.044052366,-10.0
5.4400001,5.9334718e-07,4.3366079e-05,0.0011858502,0.014349552,0.064444833,2.4014605e-11,2.4000556e-08,9.3858671e-06,0.0016608714,0.11104497,0.41630587,-81.467308,0.24069704,0.050257627,-10.0
5.52,4.889161e-07,3.5733981e-05,0.00097716716,0.011824677,0.053108282,2.554261e-11,2.5978961e-08,1.0240502e-05,0.0018187242,0.12181826,0.45672572,-71.030594,0.19836017,0.055320516,-10.0
5.5999999,4.0303561e-07,2.9457604e-05,0.00080555346,0.0097483061,0.043785486,2.6800782e-11,2.7607649e-08,1.0944019e-05,0.0019486616,0.13068624,0.48999706,-62.4366,0.16354376,0.059444103,-10.0
5.6799998,3.3241022e-07,2.4296112e-05,0.00066442374,0.0080407644,0.036118712,2.7837052e-11,2.8948744e-08,1.152326e-05,0.0020556422,0.13798735,0.51738971,-55.358013,0.13491181,0.062795378,-10.0
5.7600002,2.7433001e-07,2.0051453e-05,0.00054836279,0.0066365316,0.029813772,2.8690833e-11,3.0053325e-08,1.2000301e-05,0.0021437437,0.1439999,0.53994793,-49.525665,0.1113657,0.065511681,-10.0
5.8400002,2.2656633e-07,1.6560756e-05,0.00045291727,0.005481726,0.024628747,2.9394539e-11,3.0963406e-08,1.2393293e-05,0.0022163196,0.14895278,0.55853039,-44.718204,0.092001952,0.067705922,-10.0
5.9200001,1.8728652e-07,1.3690082e-05,0.00037442491,0.0045320387,0.020364689,2.9974821e-11,3.1713533e-08,1.2717167e-05,0.0022761275,0.15303421,0.5738433,-40.753605,0.076077595,0.069470994,-10.0
6.0,1.5498348e-07,1.1329287e-05,0.00030987407,0.0037510309,0.016857991,3.0453605e-11,3.2332114e-08,1.2984198e-05,0.0023254349,0.15639897,0.58646733,-37.482166,0.062981628,0.070883244,-10.0
6.0799999,1.2841781e-07,9.3877943e-06,0.00025678816,0.0031087378,0.013974114,3.0848914e-11,3.2842511e-08,1.3204482e-05,0.0023661072,0.15917434,0.59688002,-34.780792,0.052211612,0.072005495,-10.0
6.1599998,1.0657029e-07,7.7911182e-06,0.00021313044,0.0025805174,0.011602417,3.1175573e-11,3.3263937e-08,1.3386321e-05,0.0023996779,0.161465,0.60547417,-32.548248,0.043354351,0.072889388,-10.0
6.2399998,8.8602782e-08,6.478002e-06,0.00017722607,0.0021461055,0.0096519133,3.144577e-11,3.3612196e-08,1.3536544e-05,0.0024274078,0.16335702,0.61257273,-30.701284,0.036070056,0.073577389,-10.0
6.3200002,7.3826016e-08,5.3980739e-06,0.00014769772,0.0017888374,0.008047781,3.1669532e-11,3.3900275e-08,1.3660761e-05,0.0024503344,0.16492121,0.61844122,-29.171444,0.0300793,0.074104428,-10.0
6.4000001,6.1673177e-08,4.5099096e-06,0.00012341271,0.0014950089,0.0067284885,3.1855098e-11,3.4138861e-08,1.3763593e-05,0.0024693105,0.16621576,0.62329811,-27.902424,0.02515229,0.074499227,-10.0
6.48,5.1678139e-08,3.779443e-06,0.0001034396,0.0012533506,0.0056434367,3.2009256e-11,3.433674e-08,1.3848837e-05,0.0024850373,0.16728854,0.62732303,-26.847929,0.021100061,0.074785396,-10.0
6.5599999,4.3457586e-08,3.1786603e-06,8.7012406e-05,0.0010545946,0.0047510141,3.2137577e-11,3.4501141e-08,1.3919613e-05,0.0024980921,0.16817895,0.63066357,-25.969883,0.017767211,0.074982375,-10.0
6.6399999,3.6696289e-08,2.6845239e-06,7.3501229e-05,0.00089111965,0.0040170006,3.2244644e-11,3.4638003e-08,1.3978491e-05,0.0025089488,0.16891932,0.63344133,-25.236979,0.01502595,0.075106114,-10.0
6.7199998,3.1135023e-08,2.2780889e-06,6.2388055e-05,0.00075665826,0.0034132567,3.2334229e-11,3.4752212e-08,1.402758e-05,0.0025179975,0.16953631,0.63575608,-24.623466,0.012771185,0.075169764,-10.0
6.8000002,2.6560611e-08,1.9437759e-06,5.3246888e-05,0.00064605649,0.0029166411,3.2409433e-11,3.4847787e-08,1.4068619e-05,0.0025255589,0.1700518,0.63769001,-24.108173,0.010916495,0.075184122,-10.0
6.8800001,2.2797748e-08,1.6687731e-06,4.5727429e-05,0.00055507588,0.0025081229,3.2472806e-11,3.4928036e-08,1.4103035e-05,0.0025318973,0.17048378,0.63931066,-23.673685,0.0093908086,0.075158067,-10.0
6.96,1.9702268e-08,1.4425443e-06,3.9541595e-05,0.00048023084,0.0021720529,3.2526443e-11,3.4995672e-08,1.4132002e-05,0.0025372289,0.17084709,0.64067364,-23.305683,0.0081356829,0.075098902,-10.0
7.04,1.7155619e-08,1.2564255e-06,3.4452478e-05,0.00041865511,0.0018955611,3.257207e-11,3.5052935e-08,1.4156487e-05,0.0025417327,0.17115387,0.6418246,-22.992392,0.0071030548,0.075012624,-10.0
7.1199999,1.5060305e-08,1.1032915e-06,3.0265257e-05,0.00036799151,0.0016680643,3.2611101e-11,3.5101657e-08,1.4177283e-05,0.0025455551,0.17141415,0.64280105,-22.724125,0.0062534004,0.074904189,-10.0
7.1999998,1.3336154e-08,9.7728309e-07,2.6819724e-05,0.00032630167,0.001480859,3.264471e-11,3.5143351e-08,1.4195043e-05,0.0025488168,0.17163618,0.64363396,-22.492922,0.0055542169,0.074777648,-10.0
7.2800002,1.1917233e-08,8.7358177e-07,2.3984128e-05,0.00029199148,0.0013267881,3.2673853e-11,3.5179266e-08,1.4210304e-05,0.0025516171,0.17182669,0.64434868,-22.292231,0.004978775,0.074636333,-10.0
7.3600001,1.0749324e-08,7.882249e-07,2.1650125e-05,0.00026375015,0.0011999659,3.2699312e-11,3.5210416e-08,1.422351e-05,0.0025540374,0.17199129,0.64496613,-22.116667,0.0045050946,0.074483,-10.0
7.4400001,9.7878381e-09,7.1795404e-07,1.9728615e-05,0.00024049958,0.0010955521,3.2721745e-11,3.5237644e-08,1.4235022e-05,0.0025561452,0.17213455,0.64550352,-21.961802,0.0041151,0.074319907,-10.0
7.52,8.9961087e-09,6.6008948e-07,1.8146327e-05,0.0002213533,0.0010095664,3.2741681e-11,3.5261646e-08,1.4245138e-05,0.002557995,0.17226022,0.64597493,-21.823992,0.0037939255,0.074148901,-10.0
7.5999999,8.3439833e-09,6.1242758e-07,1.6843009e-05,0.0002055823,0.00093873544,3.2759559e-11,3.5282984e-08,1.4254106e-05,0.002559633,0.1723714,0.64639205,-21.700241,0.0035293475,0.07397151,-10.0
7.6799998,7.8066646e-09,5.7315606e-07,1.5769108e-05,0.00019258706,0.00088036753,3.2775737e-11,3.5302129e-08,1.4262127e-05,0.0025610959,0.17247066,0.64676434,-21.588087,0.0033113135,0.073788993,-10.0
7.7600002,7.3637625e-09,5.407847e-07,1.4883878e-05,0.00018187455,0.00083224906,3.2790517e-11,3.5319463e-08,1.4269365e-05,0.0025624144,0.17256008,0.64709973,-21.485502,0.0031315563,0.073602378,-10.0
7.8400002,6.9985067e-09,5.1408796e-07,1.4153808e-05,0.00017303934,0.00079255964,3.2804141e-11,3.5335308e-08,1.4275961e-05,0.0025636142,0.17264137,0.64740461,-21.390823,0.0029832781,0.073412515,-10.0
7.9200001,6.6971069e-09,4.9205806e-07,1.3551342e-05,0.00016574803,0.00075980223,3.2816808e-11,3.5349917e-08,1.4282024e-05,0.0025647157,0.17271596,0.6476844,-21.302677,0.0028608881,0.073220097,-10.0
8.0,6.4482237e-09,4.7386612e-07,1.3053817e-05,0.00015972643,0.00073274586,3.2828684e-11,3.5363506e-08,1.4287647e-05,0.002565736,0.17278501,0.64794344,-21.219938,0.0027597891,0.073025703,-10.0
8.0799999,6.24253e-09,4.5883067e-07,1.26426e-05,0.00015474908,0.00071037817,3.2839904e-11,3.5376253e-08,1.4292907e-05,0.0025666892,0.17284949,0.64818525,-21.141678,0.0026761999,0.07282979,-10.0
8.1599998,6.0723577e-09,4.463912e-07,1.2302365e-05,0.00015063054,0.0006918665,3.285058e-11,3.53883e-08,1.4297866e-05,0.002567587,0.17291018,0.64841288,-21.067137,0.0026070117,0.07263276,-10.0
8.2399998,5.9313998e-09,4.3608679e-07,1.2020508e-05,0.00014721834,0.00067652634,3.2860808e-11,3.5399768e-08,1.4302575e-05,0.0025684386,0.17296773,0.64862871,-20.995684,0.0025496678,0.072434917,-10.0
8.3199997,5.8144694e-09,4.275384e-07,1.1786666e-05,0.00014438709,0.00066379464,3.2870654e-11,3.5410757e-08,1.4307077e-05,0.0025692519,0.17302267,0.64883476,-20.926807,0.0025020654,0.07223653,-10.0
8.3999996,5.7173017e-09,4.204343e-07,1.1592316e-05,0.00014203365,0.00065320835,3.2880192e-11,3.5421344e-08,1.4311406e-05,0.0025700335,0.17307544,0.64903265,-20.860081,0.0024624753,0.072037816,-10.0
8.4799995,5.6363891e-09,4.1451821e-07,1.1430448e-05,0.00014007323,0.0006443868,3.2889462e-11,3.5431594e-08,1.4315591e-05,0.0025707886,0.1731264,0.64922374,-20.795156,0.002429476,0.071838938,-10.0
8.5600004,5.5688472e-09,4.0957931e-07,1.1295301e-05,0.00013843609,0.0006370169,3.2898514e-11,3.5441563e-08,1.4319656e-05,0.0025715213,0.17317584,0.64940917,-20.731745,0.0024018979,0.071640052,-10.0
8.6400003,5.5123044e-09,4.0544421e-07,1.1182133e-05,0.00013706491,0.00063084101,3.2907378e-11,3.5451297e-08,1.4323619e-05,0.0025722354,0.17322402,0.64958984,-20.669613,0.0023787792,0.07144127,-10.0
8.7200003,5.4648099e-09,4.0197042e-07,1.1087046e-05,0.0001359125,0.00062564755,3.2916087e-11,3.5460832e-08,1.4327497e-05,0.0025729341,0.17327112,0.6497665,-20.608564,0.0023593295,0.07124269,-10.0
8.8000002,5.4247593e-09,3.9904069e-07,1.1006835e-05,0.00013494007,0.0006212623,3.2924656e-11,3.5470197e-08,1.4331304e-05,0.0025736194,0.17331733,0.64993978,-20.548441,0.0023428984,0.071044385,-10.0
8.8800001,5.390834e-09,3.9655856e-07,1.0938865e-05,0.00013411575,0.00061754201,3.2933115e-11,3.547942e-08,1.4335049e-05,0.0025742934,0.17336276,0.65011019,-20.489107,0.0023289509,0.070846431,-10.0
8.96,5.3619487e-09,3.9444481e-07,1.0880966e-05,0.0001334133,0.00061436906,3.2941472e-11,3.5488522e-08,1.4338741e-05,0.0025749577,0.17340755,0.65027815,-20.43046,0.0023170474,0.070648879,-10.0
9.04,5.3372111e-09,3.9263421e-07,1.0831357e-05,0.00013281114,0.00061164645,3.2949744e-11,3.5497514e-08,1.4342389e-05,0.0025756138,0.17345177,0.65044397,-20.372406,0.0023068259,0.070451766,-10.0
9.1199999,5.3158882e-09,3.9107314e-07,1.0788572e-05,0.00013229156,0.00060929463,3.2957938e-11,3.5506414e-08,1.4345997e-05,0.0025762627,0.1734955,0.65060794,-20.314873,0.0022979896,0.070255131,-10.0
9.1999998,5.2973763e-09,3.8971751e-07,1.0751404e-05,0.00013183994,0.0006072481,3.2966067e-11,3.5515235e-08,1.4349571e-05,0.0025769055,0.17353882,0.65077037,-20.257801,0.0022902933,0.070059001,-10.0
9.2799997,5.281179e-09,3.8853108e-07,1.0718863e-05,0.00013144432,0.00060545298,3.2974137e-11,3.5523986e-08,1.4353115e-05,0.0025775426,0.17358175,0.65093136,-20.201141,0.0022835361,0.069863394,-10.0
9.3599997,5.2668887e-09,3.8748402e-07,1.0690133e-05,0.0001310948,0.00060386496,3.2982152e-11,3.5532668e-08,1.4356633e-05,0.0025781749,0.17362435,0.65109116,-20.14485,0.0022775526,0.069668338,-10.0
9.4399996,5.25417e-09,3.8655179e-07,1.0664542e-05,0.00013078329,0.0006024476,3.2990121e-11,3.5541298e-08,1.4360126e-05,0.0025788029,0.17366666,0.65124983,-20.088894,0.0022722066,0.06947384,-10.0
