data_generator_INA,data_generator_T
-18.066635,12.56
-18.018187,12.64
-17.969898,12.72
-17.921768,12.8
-17.873795,12.88
-17.825979,12.96
-17.77832,13.04
-17.730818,13.12
-17.68347,13.2
-17.636278,13.28
-17.589241,13.36
-17.542356,13.44
-17.495626,13.52
-17.449051,13.6
-17.402626,13.68
-17.356354,13.76
-17.310234,13.84
-17.264263,13.92
-17.218445,14.0
-17.172775,14.08
-17.127256,14.16
-17.081886,14.24
-17.036665,14.32
-16.991592,14.4
-16.946665,14.48
-16.901888,14.56
-16.857256,14.64
-16.812769,14.72
-16.768429,14.8
-16.724234,14.88
-16.680185,14.96
-16.636278,15.04
-16.592516,15.12
-16.548899,15.2
-16.505423,15.28
-16.46209,15.36
-16.418898,15.44
-16.375847,15.52
-16.332939,15.6
-16.290171,15.68
-16.247541,15.76
-16.205053,15.84
-16.162704,15.92
-16.120493,16.0
-16.078421,16.08
-16.036486,16.16
-15.994689,16.24
-15.953029,16.32
-15.911505,16.4
-15.870117,16.48
-15.828864,16.559999
-15.787747,16.639999
-15.746765,16.719999
-15.705916,16.799999
-15.665202,16.879999
-15.62462,16.959999
-15.584172,17.040001
-15.543857,17.120001
-15.503674,17.200001
-15.463621,17.280001
-15.4237,17.360001
-15.38391,17.440001
-15.344251,17.52
-15.304721,17.6
-15.265321,17.68
-15.226049,17.76
-15.186907,17.84
-15.147892,17.92
-15.109005,18.0
-15.070246,18.08
-15.031613,18.16
-14.993108,18.24
-14.954728,18.32
-14.916474,18.4
-14.878345,18.48
-14.840342,18.559999
-14.802463,18.639999
-14.764708,18.719999
-14.727077,18.799999
-14.689568,18.879999
-14.652183,18.959999
-14.61492,19.040001
-14.577779,19.120001
-14.540759,19.200001
-14.503861,19.280001
-14.467084,19.360001
-14.430428,19.440001
-14.393891,19.52
-14.357474,19.6
-14.321177,19.68
-14.284998,19.76
-14.248938,19.84
-14.212996,19.92
-14.177172,20.0
-14.141464,20.08
-14.105874,20.16
-14.070401,20.24
-14.035044,20.32
-13.999803,20.4
-13.964676,20.48
-13.929666,20.559999
-13.894769,20.639999
-13.859987,20.719999
-13.825319,20.799999
-13.790765,20.879999
-13.756323,20.959999
-13.721994,21.040001
-13.687778,21.120001
-13.653675,21.200001
-13.619682,21.280001
-13.585801,21.360001
-13.552032,21.440001
-13.518373,21.52
-13.484823,21.6
-13.451384,21.68
-13.418055,21.76
-13.384834,21.84
-13.351722,21.92
-13.318719,22.0
-13.285824,22.08
-13.253036,22.16
-13.220357,22.24
-13.187784,22.32
-13.155317,22.4
-13.122957,22.48
-13.090704,22.559999
-13.058556,22.639999
-13.026513,22.719999
-12.994575,22.799999
-12.962742,22.879999
-12.931012,22.959999
-12.899387,23.040001
-12.867866,23.120001
-12.836448,23.200001
-12.805132,23.280001
-12.773919,23.360001
-12.742808,23.440001
-12.7118,23.52
-12.680893,23.6
-12.650087,23.68
-12.619382,23.76
-12.588778,23.84
-12.558273,23.92
-12.527869,24.0
-12.497564,24.08
-12.46736,24.16
-12.437253,24.24
-12.407246,24.32
-12.377336,24.4
-12.347524,24.48
-12.31781,24.559999
-12.288194,24.639999
-12.258675,24.719999
-12.229251,24.799999
-12.199924,24.879999
-12.170694,24.959999
-12.14156,25.040001
-12.11252,25.120001
-12.083576,25.200001
-12.054727,25.280001
-12.025972,25.360001
-11.997312,25.440001
-11.968745,25.52
-11.940271,25.6
-11.911892,25.68
-11.883605,25.76
-11.855411,25.84
-11.827309,25.92
-11.799298,26.0
-11.77138,26.08
-11.743554,26.16
-11.715818,26.24
-11.688173,26.32
-11.66062,26.4
-11.633156,26.48
-11.605782,26.559999
-11.578498,26.639999
-11.551303,26.719999
-11.524197,26.799999
-11.49718,26.879999
-11.470251,26.959999
-11.443411,27.040001
-11.416658,27.120001
-11.389994,27.200001
-11.363417,27.280001
-11.336926,27.360001
-11.310522,27.440001
-11.284205,27.52
-11.257975,27.6
-11.231829,27.68
-11.20577,27.76
-11.179796,27.84
-11.153907,27.92
-11.128102,28.0
-11.102383,28.08
-11.076748,28.16
-11.051196,28.24
-11.025729,28.32
-11.000344,28.4
-10.975043,28.48
-10.949825,28.559999
-10.924689,28.639999
-10.899636,28.719999
-10.874665,28.799999
-10.849775,28.879999
-10.824967,28.959999
-10.800241,29.040001
-10.775595,29.120001
-10.75103,29.200001
-10.726545,29.280001
-10.702142,29.360001
-10.677817,29.440001
-10.653572,29.52
-10.629407,29.6
-10.605321,29.68
-10.581314,29.76
-10.557385,29.84
-10.533535,29.92
-10.509763,30.0
-10.486069,30.08
-10.462452,30.16
-10.438913,30.24
-10.415451,30.32
-10.392066,30.4
-10.368757,30.48
-10.345525,30.559999
-10.322369,30.639999
-10.299288,30.719999
-10.276283,30.799999
-10.253354,30.879999
-10.230499,30.959999
-10.20772,31.040001
-10.185016,31.120001
-10.162385,31.200001
-10.139829,31.280001
-10.117346,31.360001
-10.094937,31.440001
-10.072602,31.52
-10.05034,31.6
-10.028151,31.68
-10.006034,31.76
-9.9839897,31.84
-9.9620171,31.92
-9.9401178,32.0
-9.9182892,32.080002
-9.8965321,32.16
-9.8748465,32.240002
-9.8532324,32.32
-9.8316889,32.400002
-9.810216,32.48
-9.7888126,32.560001
-9.7674799,32.639999
-9.7462177,32.720001
-9.7250242,32.799999
-9.7039003,32.880001
-9.6828461,32.959999
-9.6618605,33.040001
-9.6409435,33.119999
-9.6200953,33.200001
-9.5993147,33.279999
-9.5786028,33.360001
-9.5579586,33.439999
-9.5373821,33.52
-9.5168734,33.599998
-9.4964314,33.68
-9.4760561,33.759998
-9.4557486,33.84
-9.4355068,33.919998
-9.4153309,34.0
-9.3952217,34.080002
-9.3751783,34.16
-9.3552008,34.240002
-9.335288,34.32
-9.3154411,34.400002
-9.2956591,34.48
-9.2759418,34.560001
-9.2562885,34.639999
-9.2367001,34.720001
-9.2171764,34.799999
-9.1977158,34.880001
-9.1783199,34.959999
-14.006429,35.040001
-13.562532,35.119999
-13.292908,35.200001
-13.062863,35.279999
-12.844229,35.360001
-12.631052,35.439999
-12.42203,35.52
-12.216839,35.599998
-12.015357,35.68
-11.817507,35.759998
-11.623221,35.84
-11.432436,35.919998
-11.245089,36.0
-11.061116,36.080002
-10.88046,36.16
-10.703059,36.240002
-10.528857,36.32
-10.357795,36.400002
-10.189817,36.48
-10.024869,36.560001
-9.862895,36.639999
-9.7038431,36.720001
-9.5476599,36.799999
-9.3942947,36.880001
-9.2436972,36.959999
-9.0958176,37.040001
-8.9506073,37.119999
-8.8080177,37.200001
-8.6680021,37.279999
-8.5305147,37.360001
-8.3955107,37.439999
-8.2629452,37.52
-8.1327744,37.599998
-8.0049553,37.68
-7.8794456,37.759998
-7.7562041,37.84
-7.63519,37.919998
-7.5163641,38.0
-7.3996859,38.080002
-7.2851181,38.16
-7.1726222,38.240002
-7.0621614,38.32
-6.9536986,38.400002
-6.8471985,38.48
-6.7426257,38.560001
-6.639946,38.639999
-6.539125,38.720001
-6.4401293,38.799999
-6.3429265,38.880001
-6.2474842,38.959999
-6.1537709,39.040001
-6.0617557,39.119999
-5.9714079,39.200001
-5.8826976,39.279999
-5.7955956,39.360001
-5.7100725,39.439999
-5.6261005,39.52
-5.5436521,39.599998
-5.4626989,39.68
-5.3832145,39.759998
-5.3051729,39.84
-5.2285476,39.919998
-5.1533136,40.0
-5.0794458,40.080002
-5.0069199,40.16
-4.9357114,40.240002
-4.8657966,40.32
-4.7971525,40.400002
-4.7297559,40.48
-4.6635847,40.560001
-4.5986171,40.639999
-4.534831,40.720001
-4.4722056,40.799999
-4.4107194,40.880001
-4.3503523,40.959999
-4.2910843,41.040001
-4.2328959,41.119999
-4.1757665,41.200001
-4.1196785,41.279999
-4.0646119,41.360001
-4.0105495,41.439999
-3.9574723,41.52
-3.9053631,41.599998
-3.8542042,41.68
-3.8039787,41.759998
-3.7546697,41.84
-3.7062604,41.919998
-3.6587353,42.0
-3.6120777,42.080002
-3.5662725,42.16
-3.5213044,42.240002
-3.4771578,42.32
-3.4338186,42.400002
-3.3912716,42.48
-3.3495028,42.560001
-3.3084981,42.639999
-3.268244,42.720001
-3.2287269,42.799999
-3.1899331,42.880001
-3.15185,42.959999
-3.1144645,43.040001
-3.0777643,43.119999
-3.0417368,43.200001
-3.0063698,43.279999
-2.9716518,43.360001
-2.9375708,43.439999
-2.9041152,43.52
-2.871274,43.599998
-2.8390357,43.68
-2.80739,43.759998
-2.7763255,43.84
-2.7458322,43.919998
-2.7158997,44.0
-2.686518,44.080002
-2.6576767,44.16
-2.6293664,44.240002
-2.6015775,44.32
-2.5743005,44.400002
-2.5475261,44.48
-2.5212452,44.560001
-2.4954488,44.639999
-2.4701285,44.720001
-2.4452753,44.799999
-2.420881,44.880001
-2.3969371,44.959999
-2.3734355,45.040001
-2.3503685,45.119999
-2.3277278,45.200001
-2.3055058,45.279999
-2.283695,45.360001
-2.2622879,45.439999
-2.2412772,45.52
-2.2206559,45.599998
-2.2004166,45.68
-2.1805527,45.759998
-2.1610572,45.84
-2.1419234,45.919998
-2.1231449,46.0
-2.1047149,46.080002
-2.0866277,46.16
-2.0688765,46.240002
-2.0514555,46.32
-2.0343585,46.400002
-2.0175798,46.48
-2.0011137,46.560001
-1.9849542,46.639999
-1.9690961,46.720001
-1.9535336,46.799999
-1.9382615,46.880001
-1.9232745,46.959999
-1.9085675,47.040001
-1.8941352,47.119999
-1.8799728,47.200001
-1.8660753,47.279999
-1.8524379,47.360001
-1.8390558,47.439999
-1.8259244,47.52
-1.8130392,47.599998
-1.8003956,47.68
-1.7879893,47.759998
-1.7758158,47.84
-1.7638712,47.919998
-1.752151,48.0
-1.7406512,48.080002
-1.729368,48.16
-1.7182971,48.240002
-1.7074348,48.32
-1.6967772,48.400002
-1.6863208,48.48
-1.6760616,48.560001
-1.6659963,48.639999
-1.6561213,48.720001
-1.6464328,48.799999
-1.6369277,48.880001
-1.6276027,48.959999
-1.6184543,49.040001
-1.6094793,49.119999
-1.6006747,49.200001
-1.5920372,49.279999
-1.5835638,49.360001
-1.5752515,49.439999
-1.5670973,49.52
-1.5590985,49.599998
-1.551252,49.68
-1.543555,49.759998
-1.536005,49.84
-1.5285991,49.919998
-1.5213348,50.0
-1.5142094,50.080002
-1.5072204,50.16
-1.5003651,50.240002
-1.4936414,50.32
-1.4870466,50.400002
-1.4805784,50.48
-1.4742346,50.560001
-1.4680127,50.639999
-1.4619106,50.720001
-1.4559261,50.799999
-1.4500569,50.880001
-1.444301,50.959999
-1.4386562,51.040001
-1.4331206,51.119999
-1.4276921,51.200001
-1.4223688,51.279999
-1.4171486,51.360001
-1.4120296,51.439999
-1.4070102,51.52
-1.4020883,51.599998
-1.3972622,51.68
-1.3925301,51.759998
-1.3878902,51.84
-1.383341,51.919998
-1.3788805,52.0
-1.3745073,52.080002
-1.3702197,52.16
-1.3660163,52.240002
-1.3618952,52.32
-1.3578551,52.400002
-1.3538944,52.48
-1.3500116,52.560001
-1.3462054,52.639999
-1.3424743,52.720001
-1.3388169,52.799999
-1.3352318,52.880001
-1.3317176,52.959999
-1.3282732,53.040001
-1.3248971,53.119999
-1.321588,53.200001
-1.3183448,53.279999
-1.3151664,53.360001
-1.3120512,53.439999
-1.3089981,53.52
-1.3060062,53.599998
-1.3030742,53.68
-1.3002011,53.759998
-1.2973856,53.84
-1.2946266,53.919998
-1.2919233,54.0
-1.2892745,54.080002
-1.286679,54.16
-1.2841362,54.240002
-1.2816448,54.32
-1.2792039,54.400002
-1.2768127,54.48
-1.27447,54.560001
-1.2721752,54.639999
-1.269927,54.720001
-1.267725,54.799999
-1.2655679,54.880001
-1.2634552,54.959999
-1.2613858,55.040001
-1.259359,55.119999
-1.2573739,55.200001
-1.2554299,55.279999
-1.2535261,55.360001
-1.2516617,55.439999
-1.249836,55.52
-1.2480483,55.599998
-1.2462978,55.68
-1.244584,55.759998
-1.2429059,55.84
-1.2412629,55.919998
-1.2396545,56.0
-1.2380799,56.080002
-1.2365385,56.16
-1.2350297,56.240002
-1.2335528,56.32
-1.2321073,56.400002
-1.2306925,56.48
-1.2293078,56.560001
-1.2279527,56.639999
-1.2266266,56.720001
-1.2253289,56.799999
-1.2240592,56.880001
-1.2228168,56.959999
-1.2216012,57.040001
-1.220412,57.119999
-1.2192485,57.200001
-1.2181104,57.279999
-1.2169971,57.360001
-1.2159083,57.439999
-1.2148432,57.52
-1.2138016,57.599998
-1.212783,57.68
-1.2117867,57.759998
-1.2108127,57.84
-1.2098603,57.919998
-1.2089292,58.0
-1.2080189,58.080002
-1.2071289,58.16
-1.206259,58.240002
-1.2054088,58.32
-1.2045778,58.400002
-1.2037656,58.48
-1.2029719,58.560001
-1.2021965,58.639999
-1.2014387,58.720001
-1.2006984,58.799999
-1.1999753,58.880001
-1.1992688,58.959999
-1.1985787,59.040001
-1.1979048,59.119999
-1.1972468,59.200001
-1.1966041,59.279999
-1.1959766,59.360001
-1.195364,59.439999
-1.1947659,59.52
-1.1941822,59.599998
-1.1936125,59.68
-1.1930563,59.759998
-1.1925138,59.84
-1.1919844,59.919998
-1.1914679,60.0
-1.1909641,60.080002
-1.1904726,60.16
-1.1899934,60.240002
-1.189526,60.32
-1.1890703,60.400002
-1.1886261,60.48
-1.1881931,60.560001
-1.187771,60.639999
-1.1873597,60.720001
-1.1869589,60.799999
-1.1865685,60.880001
-1.1861882,60.959999
-1.1858178,61.040001
-1.1854571,61.119999
-1.1851059,61.200001
-1.184764,61.279999
-1.1844313,61.360001
-1.1841075,61.439999
-1.1837925,61.52
-1.183486,61.599998
-1.183188,61.68
-1.1828982,61.759998
-1.1826164,61.84
-1.1823424,61.919998
-1.1820762,62.0
-1.1818177,62.080002
-1.1815665,62.16
-1.1813225,62.240002
-1.1810857,62.32
-1.1808558,62.400002
-1.1806327,62.48
-1.1804162,62.560001
-1.1802063,62.639999
-1.1800028,62.720001
-1.1798055,62.799999
-1.1796144,62.880001
-1.1794293,62.959999
-1.1792499,63.040001
-1.1790763,63.119999
-1.1789083,63.200001
-1.178746,63.279999
-1.1785889,63.360001
-1.178437,63.439999
-1.1782904,63.52
-1.1781486,63.599998
-1.1780119,63.68
-1.1778799,63.759998
-1.1777527,63.84
-1.1776302,63.919998
-1.177512,64.0
-1.1773984,64.080002
-1.177289,64.160004
-1.1771839,64.239998
-1.1770828,64.32
-1.1769859,64.400002
-1.1768928,64.480003
-1.1768035,64.559998
-1.1767181,64.639999
-1.1766363,64.720001
-1.1765581,64.800003
-1.1764835,64.879997
-1.1764122,64.959999
-1.0432572,65.040001
-0.83283949,65.120003
-0.77175045,65.199997
-0.72631979,65.279999
-0.68490583,65.360001
-0.64605612,65.440002
-0.60944575,65.519997
-0.57491732,65.599998
-0.54234737,65.68
-0.51162386,65.760002
-0.48264191,65.839996
-0.45530277,65.919998
-0.42951334,66.0
-0.40518573,66.080002
-0.38223708,66.160004
-0.36058921,66.239998
-0.34016839,66.32
-0.32090506,66.400002
-0.30273357,66.480003
-0.28559208,66.559998
-0.26942214,66.639999
-0.25416872,66.720001
-0.23977984,66.800003
-0.22620651,66.879997
-0.21340248,66.959999
-0.20132415,67.040001
-0.18993038,67.120003
-0.17918237,67.199997
-0.1690435,67.279999
-0.15947923,67.360001
-0.15045702,67.440002
-0.14194614,67.519997
-0.13391759,67.599998
-0.12634401,67.68
-0.11919965,67.760002
-0.11246016,67.839996
-0.10610259,67.919998
-0.10010529,68.0
-0.094447836,68.080002
-0.089110978,68.160004
-0.084076531,68.239998
-0.079327352,68.32
-0.074847281,68.400002
-0.070621066,68.480003
-0.066634305,68.559998
-0.062873431,68.639999
-0.05932565,68.720001
-0.055978872,68.800003
-0.052821707,68.879997
-0.049843408,68.959999
-0.047033843,69.040001
-0.04438344,69.120003
-0.041883186,69.199997
-0.039524563,69.279999
-0.037299551,69.360001
-0.035200574,69.440002
-0.033220489,69.519997
-0.031352557,69.599998
-0.029590426,69.68
-0.027928097,69.760002
-0.026359914,69.839996
-0.024880543,69.919998
-0.023484949,70.0
-0.022168387,70.080002
-0.020926377,70.160004
-0.019754693,70.239998
-0.018649353,70.32
-0.017606594,70.400002
-0.016622873,70.480003
-0.015694844,70.559998
-0.014819349,70.639999
-0.013993415,70.720001
-0.013214231,70.800003
-0.012479151,70.879997
-0.011785673,70.959999
-0.011131442,71.040001
-0.010514234,71.120003
-0.0099319518,71.199997
-0.0093826167,71.279999
-0.0088643618,71.360001
-0.0083754268,71.440002
-0.0079141511,71.519997
-0.0074789682,71.599998
-0.0070683989,71.68
-0.0066810502,71.760002
-0.0063156062,71.839996
-0.0059708268,71.919998
-0.005645541,72.0
-0.0053386455,72.080002
-0.0050490987,72.160004
-0.0047759176,72.239998
-0.0045181764,72.32
-0.0042750002,72.400002
-0.0040455642,72.480003
-0.0038290911,72.559998
-0.0036248465,72.639999
-0.0034321379,72.720001
-0.0032503128,72.800003
-0.003078755,72.879997
-0.002916883,72.959999
-0.0027641489,73.040001
-0.0026200351,73.120003
-0.0024840543,73.199997
-0.002355746,73.279999
-0.0022346759,73.360001
-0.0021204348,73.440002
-0.002012636,73.519997
-0.0019109152,73.599998
-0.0018149285,73.68
-0.0017243515,73.760002
-0.0016388784,73.839996
-0.0015582202,73.919998
-0.0014821051,74.0
-0.0014102758,74.080002
-0.0013424902,74.160004
-0.0012785196,74.239998
-0.0012181484,74.32
-0.0011611731,74.400002
-0.0011074018,74.480003
-0.0010566533,74.559998
-0.001008757,74.639999
-0.00096355181,74.720001
-0.00092088553,74.800003
-0.00088061474,74.879997
-0.00084260432,74.959999
-0.00080672646,75.040001
-0.00077286089,75.120003
-0.00074089394,75.199997
-0.00071071851,75.279999
-0.00068223348,75.360001
-0.00065534341,75.440002
-0.00062995841,75.519997
-0.0006059935,75.599998
-0.0005833687,75.68
-0.00056200841,75.760002
-0.00054184126,75.839996
-0.00052280014,75.919998
-0.00050482154,76.0
-0.00048784565,76.080002
-0.0004718159,76.160004
-0.00045667909,76.239998
-0.00044238495,76.32
-0.00042888601,76.400002
-0.00041613757,76.480003
-0.0004040974,76.559998
-0.00039272566,76.639999
-0.00038198478,76.720001
-0.00037183933,76.800003
-0.00036225581,76.879997
-0.00035320272,76.959999
-0.00034465021,77.040001
-0.00033657023,77.120003
-0.00032893626,77.199997
-0.00032172326,77.279999
-0.00031490767,77.360001
-0.00030846719,77.440002
-0.00030238082,77.519997
-0.00029662874,77.599998
-0.00029119221,77.68
-0.0002860536,77.760002
-0.00028119626,77.839996
-0.00027660446,77.919998
-0.00027226334,78.0
-0.00026815894,78.080002
-0.00026427806,78.160004
-0.00026060818,78.239998
-0.00025713758,78.32
-0.00025385516,78.400002
-0.00025075045,78.480003
-0.00024781356,78.559998
-0.00024503513,78.639999
-0.00024240637,78.720001
-0.00023991898,78.800003
-0.00023756514,78.879997
-0.0002353374,78.959999
-0.00023322881,79.040001
-0.00023123277,79.120003
-0.00022934304,79.199997
-0.00022755377,79.279999
-0.00022585939,79.360001
-0.00022425469,79.440002
-0.00022273471,79.519997
-0.00022129482,79.599998
-0.00021993057,79.68
-0.00021863784,79.760002
-0.0002174127,79.839996
-0.00021625143,79.919998
-0.00021515056,80.0
