data_set_value_component_environment_variable_time,data_set_value_component_Vin_variable_V_0,data_set_value_component_Vin_variable_V_1,data_set_value_component_Vin_variable_beta,data_set_value_component_Vin_variable_V_in,data_set_value_component_V2_variable_V_M2,data_set_value_component_V2_variable_K_2,data_set_value_component_V2_variable_V_2,data_set_value_component_V3_variable_V_M3,data_set_value_component_V3_variable_K_Z,data_set_value_component_V3_variable_K_A,data_set_value_component_V3_variable_K_Y,data_set_value_component_V3_variable_m,data_set_value_component_V3_variable_V_3,data_set_value_component_V5_variable_V_M5,data_set_value_component_V5_variable_K_5,data_set_value_component_V5_variable_K_d,data_set_value_component_V5_variable_p,data_set_value_component_V5_variable_n,data_set_value_component_V5_variable_V_5,data_set_value_component_cytosol_variable_k,data_set_value_component_cytosol_variable_k_f,data_set_value_component_cytosol_variable_Z,data_set_value_component_internal_pool_variable_Y,data_set_value_component_InsP3_conc_variable_epsilon,data_set_value_component_InsP3_conc_variable_V_4,data_set_value_component_InsP3_conc_variable_A
0.0,2.0,2.0,0.6,3.2,6.0,0.1,4.153846153846154,20.0,0.5,0.2,0.2,2.0,1.5102084169738061,5.0,1.0,0.4,2.0,4.0,0.014538985817722198,10.0,1.0,0.15,1.0,0.1,2.0,0.42
0.1,2.0,2.0,0.6,3.2,6.0,0.1,4.3625218026674055,20.0,0.5,0.2,0.2,2.0,1.8333426957288284,5.0,1.0,0.4,2.0,4.0,0.02985393062333262,10.0,1.0,0.1632228821090026,1.1512389308047393,0.1,2.0,0.5331302593856104
0.2,2.0,2.0,0.6,3.2,6.0,0.1,4.6732811064061535,20.0,0.5,0.2,0.2,2.0,2.387980834253596,5.0,1.0,0.4,2.0,4.0,0.0675585384235755,10.0,1.0,0.18768151295449118,1.2723111489329195,0.1,2.0,0.6426623586137705
0.30000000000000004,2.0,2.0,0.6,3.2,6.0,0.1,5.050190019589961,20.0,0.5,0.2,0.2,2.0,3.4137157289953577,5.0,1.0,0.4,2.0,4.0,0.17734703076053074,10.0,1.0,0.23058735903234492,1.3426250093280867,0.1,2.0,0.7445592863120156
0.4,2.0,2.0,0.6,3.2,6.0,0.1,5.496477383596848,20.0,0.5,0.2,0.2,2.0,5.915299174205597,5.0,1.0,0.4,2.0,4.0,0.6399811685113835,10.0,1.0,0.3303944409798333,1.2905037212981108,0.1,2.0,0.8215742785521913
0.5,2.0,2.0,0.6,3.2,6.0,0.1,5.83345761427279,20.0,0.5,0.2,0.2,2.0,11.086323736701166,5.0,1.0,0.4,2.0,4.0,1.6521025244478837,10.0,1.0,0.5918349830447286,0.9045418774906261,0.1,2.0,0.8154181553766946
0.6000000000000001,2.0,2.0,0.6,3.2,6.0,0.1,5.9086570735363555,20.0,0.5,0.2,0.2,2.0,9.440264086251096,5.0,1.0,0.4,2.0,4.0,1.707136658248187,10.0,1.0,0.8042793750920118,0.2772178839829739,0.1,2.0,0.7537737095154718
0.7000000000000001,2.0,2.0,0.6,3.2,6.0,0.1,5.794096100859146,20.0,0.5,0.2,0.2,2.0,5.137307753341169,5.0,1.0,0.4,2.0,4.0,1.2752338141370052,10.0,1.0,0.5304696746794603,0.19527988766659296,0.1,2.0,0.7137494038686552
0.8,2.0,2.0,0.6,3.2,6.0,0.1,5.5337557576931555,20.0,0.5,0.2,0.2,2.0,4.178165439498384,5.0,1.0,0.4,2.0,4.0,0.6198271052339358,10.0,1.0,0.34451112643435977,0.27408851089266434,0.1,2.0,0.7325869218684783
0.9,2.0,2.0,0.6,3.2,6.0,0.1,5.0976861831252105,20.0,0.5,0.2,0.2,2.0,2.9759612392459336,5.0,1.0,0.4,2.0,4.0,0.2181330327155103,10.0,1.0,0.23768826713133065,0.413369817338863,0.1,2.0,0.8055513935193122
1.0,2.0,2.0,0.6,3.2,6.0,0.1,4.418718564231389,20.0,0.5,0.2,0.2,2.0,1.8082596518947003,5.0,1.0,0.4,2.0,4.0,0.06658890522031334,10.0,1.0,0.1671643194412347,0.6048598167166312,0.1,2.0,0.9044090878554267
