Time,I,N,T,r,beta1,n,gamma,alpha1,alpha2,beta2,alpha3,sigma,delta,rho,m,m1,rho1,mu,mu1,Tissue,Normal_cell_proliferation,division_of_normal_cells_into_abnormal_cells,Normal_cells_eradication_by_immune_cells,Normal_cells_eradication_or_inhibition_by_tumor_cells,Tumor_cells_proliferation,decline_of_tumor_cells,conversion_of_abnormal_cells_into_tumor_cells,tumor_cell_eradication_or_inhibition_by_immune_cells,constant_source_of_immune_system_response,immune_cells_death,elimination_of_tumor_cells_due_to_the_detection_of_their_appearance,elimination_of_tumor_cells_due_to_the_detection_of_their_activity,death_of_immune_cells_after_interaction_with_tumor,suppression_of_immune_activity_by_tumor_cells
16.2,1.0615570929179692,8.939790094290523e-13,1.6484753666652179,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,3.854837488658074e-13,1.0303969960865357e-30,4.0921300781310696e-13,1.372606392409899e-12,0.7296151972860254,0.4811010719482384,1.7522321243025233e-12,0.25706776047185137,0.7,0.6050875429632424,3.1633658612604906e-13,0.5457278869577464,7.715449335622819e-13,0.6359320909153899
16.5,1.0629360902220077,5.555266508208025e-13,1.6459712320942932,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,2.3954309183393004e-13,3.978869888859516e-31,2.5461899747364895e-13,8.51654357139119e-13,0.7285068673249342,0.47964053839999027,1.087198873350239e-12,0.2570106910082447,0.7,0.6058735714265444,1.968297754123956e-13,0.5461515065460844,4.800678222311609e-13,0.6357909129502799
16.8,1.0642503724054473,3.4359730503897005e-13,1.6435867065280105,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.481591579328039e-13,1.5221219127383811e-31,1.5767843900526404e-13,5.259913503017831e-13,0.7274514763092974,0.47825183044245495,6.714663039605113e-13,0.2569556826055021,0.7,0.6066227122711049,1.2189118661502582e-13,0.5465542650196649,2.9729260415417356e-13,0.6356548336204185
17.1,1.065503129621854,2.1327999208156133e-13,1.6413156863617797,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,9.196633258556926e-14,5.864759027000513e-32,9.799041518976833e-14,3.260456945444688e-13,0.7264463227837237,0.47693109795390337,4.1622109814620297e-13,0.2569026863757883,0.7,0.6073367838844568,7.575016634952274e-14,0.5469372744968455,1.8475465572653443e-13,0.6355237319874846
17.4,1.0666973228904717,1.3419924029850356e-13,1.6391525310783945,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,5.786671241671473e-14,2.3219349846236354e-32,6.172626721938242e-14,2.0488287492996925e-13,0.7254889102552974,0.4756747934057108,2.615479260164628e-13,0.2568516556947672,0.7,0.6080174740475688,4.771665678677508e-14,0.5473015639443691,1.163809259029636e-13,0.6353974927125826
17.7,1.0678357642163052,8.212529542963641e-14,1.637091897596777,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,3.5412427389259226e-14,8.695685623058151e-33,3.781465646396404e-14,1.2522361515213727e-13,0.7245768738763335,0.47447957176357897,1.5985707366962767e-13,0.25680254127394236,0.7,0.6086663856032939,2.9232109202195593e-14,0.5476481033450035,7.129711434416224e-14,0.63527599386624
18.0,1.0689213619795532,2.8028745698274626e-14,1.6351282500068993,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.208599514509602e-14,1.0128783004531095e-33,1.2918978391374306e-14,4.268661516172753e-14,0.7237077634530537,0.47334200350855943,5.449257615127124e-14,0.256755274501666,0.7,0.6092851763283453,9.986841675459078e-15,0.5479778744561344,2.4357906846445522e-14,0.6351590657175318
18.3,1.0699565737432266,-2.7687442560055283e-14,1.6332569644049832,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-1.1938825231895839e-14,9.883610581495376e-34,-1.2774024539638454e-14,-4.2118567792371987e-14,0.7228795324456456,0.47225921231706747,-5.3767422273062376e-14,0.25670981037195406,0.7,0.6098752470336392,-9.874787059090053e-15,0.5482917191371434,-2.408460563711981e-14,0.6350465969310287
18.6,1.0709438002876397,-8.091519750975034e-14,1.6314735317560924,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-3.489063316620435e-14,8.441315596912175e-33,-3.7365907277456846e-14,-1.2295504824447152e-13,0.7220901851552465,0.4712284098486563,-1.5696108263117527e-13,0.2566660985862156,0.7,0.6104379661639546,-2.8885209707375204e-14,0.5485904511821358,-7.04510264762811e-14,0.6349384630784938
18.9,1.0718855038786794,-1.331618428962457e-13,1.6297733163868449,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-5.741938665686114e-14,2.2861753322147196e-32,-6.154700819909433e-14,-2.0213579809691296e-13,0.7213376698328176,0.47024675455927595,-2.580410821743929e-13,0.2566240746499266,0.7,0.6109747372108473,-4.757808302342642e-14,0.5488748897219353,-1.1604294449411801e-13,0.6348345046139096
19.2,1.0727837045800328,-1.672809972719768e-13,1.6281525628280569,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-7.21315660236764e-14,3.6078058494697785e-32,-7.73815686160388e-14,-2.536751580895352e-13,0.720620324307698,0.46931193113902553,-3.238348324763339e-13,0.2565836985281099,0.7,0.6114867116106186,-5.981877598643687e-14,0.5491457194596089,-1.4589799463088946e-13,0.6347346224990821
19.5,1.07364055316491,-1.716400846729241e-13,1.6266072554330249,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-7.401120451096488e-14,3.798283533293127e-32,-7.946143055155361e-14,-2.6003850396834185e-13,0.7199363712546568,0.46842148997317945,-3.3195810738496723e-13,0.25654491333390933,0.7,0.6119751153039986,-6.142658515118305e-14,0.5494036525603921,-1.498194411837038e-13,0.6346386760077783
19.8,1.0744580291266312,-1.4629758169306993e-13,1.625133704068048,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-6.308351722605176e-14,2.759460838444483e-32,-6.778059158907947e-14,-2.214432660579089e-13,0.7192841774205181,0.4675731838115782,-2.8268847256050433e-13,0.25650766584513784,0.7,0.6124410766021797,-5.239687043065219e-14,0.549649342974974,-1.2779596698033767e-13,0.6345465334793947
20.1,1.0752380232568817,-9.531289253763339e-14,1.6237283888485987,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-4.109891926222752e-14,1.1712598056410154e-32,-4.41911207055117e-14,-1.441455591252782e-13,0.7186621849043898,0.4667648766484875,-1.8401231458015438e-13,0.2564719025100392,0.7,0.6128856732564225,-3.416134872102418e-14,0.5498834114916732,-8.331952953056819e-14,0.6344580624380411
20.4,1.0759822800706844,-2.930071361959297e-14,1.6223880706472051,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-1.263446771276849e-14,1.106894771361592e-33,-1.3594463377064085e-14,-4.427608124075932e-14,0.718068960068453,0.465994605886841,-5.6521645474836623e-14,0.256437573784384,0.7,0.61330989964029,-1.0509016216036313e-14,0.5501064300441388,-2.5631490550911644e-14,0.6343731403216142
20.7,1.076692566206283,4.549923971203807e-14,1.6211094679899276,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.9619272163830817e-14,2.6690592818019844e-33,2.1123924493174497e-14,6.869936385127819e-14,0.717503050532342,0.46526039541185404,8.769974620911506e-14,0.2564046237878133,0.7,0.6137147627375812,1.6329564388662117e-14,0.5503189705461154,3.9827807543949126e-14,0.6342916288937465
21.0,1.0773704570113178,1.1582151786505142e-13,1.6198896666106564,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,4.9942238503410174e-14,1.7295313748439707e-32,5.380629232058725e-14,1.747474796754503e-13,0.7169631664418765,0.4645604898638608,2.2307789707334166e-13,0.25637300462532,0.7,0.6141011604964511,4.15942272113324e-14,0.5505215445298338,1.0144832016845416e-13,0.6342134096721667
21.3,1.0780174362985906,1.6395602862114236e-13,1.6187259279195358,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,7.06978395414366e-14,3.4658097639893037e-32,7.62135037343086e-14,2.4719344317241225e-13,0.7164480956971866,0.46389324340544513,3.1556045086106743e-13,0.25634267043073505,0.7,0.6144699386901966,5.891581921327554e-14,0.5507146323108307,1.43695683061208e-13,0.6341383691935271
21.6,1.0786348564389416,1.6812544786527705e-13,1.6176157663726374,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,7.249569311950747e-14,3.6443228913322424e-32,7.819638154040151e-14,2.5330575625693317e-13,0.7159567381965293,0.463257163098973,3.2336326410725097e-13,0.25631358056541015,0.7,0.6148218681701967,6.044865610728614e-14,0.5508986723060727,1.4743427224570134e-13,0.6340664069262767
21.9,1.0792241918138332,1.2541121988486763e-13,1.61655647152275,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,5.4077318014354926e-14,2.0277888236643714e-32,5.836154982950184e-14,1.888267448157432e-13,0.7154878942959692,0.46265063432813375,2.4105110541756353e-13,0.25628568448543254,0.7,0.6151577893338849,4.5115607474870785e-14,0.5510741343733201,1.1003696663122679e-13,0.6339973978353042
22.2,1.0797867769298124,2.8064755897122675e-14,1.6155456018710677,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.2101522742839299e-14,1.0154825824661775e-33,1.306706423843327e-14,4.222957630031899e-14,0.7150404833881345,0.4620722032389852,5.390913272608898e-14,0.2562589379509989,0.7,0.615478462849993,1.0101317438491667e-14,0.5512414447586657,2.463711323248202e-14,0.6339312324805513
22.5,1.080323806954264,-1.364441045047765e-13,1.6145809838568912,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-5.883469786245964e-14,2.4002666514320657e-32,-6.356052477577629e-14,-2.0518747261738883e-13,0.71461354345506,0.46152057522765205,-2.619367671699327e-13,0.25623330341457534,0.7,0.6157845699639304,-4.913460480503012e-14,0.5514009867998779,-1.1983930111944832e-13,0.6338678179772408
22.8,1.0808364165058961,-3.708283259357009e-13,1.6136605535194677,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-1.5990117414347424e-13,1.7729469532110485e-31,-1.7282701205631794e-13,-5.573414162301598e-13,0.7142061609877164,0.460994523626581,-7.114869485695298e-13,0.25620874393905435,0.7,0.6160767574083608,-1.3360158631446877e-13,0.5515531227881977,-3.258542690208406e-13,0.6338070629506627
23.1,1.0813258050602745,-6.30030443492653e-13,1.612782085259848,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-2.7166912723403196e-13,5.117678639364122e-31,-2.937628377163618e-13,-9.463972281003455e-13,0.7138173509360087,0.4604927342948948,-1.2081450549831554e-12,0.2561852100606948,0.7,0.6163557088843564,-2.2708939217423429e-13,0.55169822593809,-5.53871027512528e-13,0.633748845037825
23.4,1.081793050976008,-8.775064236986996e-13,1.611943594081445,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-3.783807698988793e-13,9.927743530090752e-31,-4.093296874995595e-13,-1.3174567855570116e-12,0.7134462347404475,0.4600140351245565,-1.681829630692814e-12,0.2561626597225977,0.7,0.6166220390563245,-3.164267837816956e-13,0.551836633545472,-7.717649256427223e-13,0.6336930601987203
23.7,1.082239159785294,-1.0706108202402292e-12,1.6111432311429876,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-4.616473856875869e-13,1.477791611895707e-30,-4.996128788036116e-13,-1.6065787302098988e-12,0.7130919941038864,0.4595573357930927,-2.050914870323781e-12,0.25614105339491816,0.7,0.6168763210776176,-3.862189848517853e-13,0.5519686595374299,-9.419881040522637e-13,0.6336396106447466
24.0,1.0826650976303258,-1.167413553826901e-12,1.610379224079372,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-5.033887244101597e-13,1.7571118309629647e-30,-5.450014024595308e-13,-1.7510120056282895e-12,0.71275384457753,0.4591215932761408,-2.235294475726902e-12,0.25612035270139605,0.7,0.6171191056492856,-4.2130596974359416e-13,0.5520946046618174,-1.0275652602031504e-12,0.6335884014410301
24.3,1.0830718108962107,-1.1349133544492833e-12,1.6096498451024375,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-4.89374638438531e-13,1.6606394593531083e-30,-5.300278758602982e-13,-1.7014937261776697e-12,0.7124310214423388,0.4587057933243328,-2.172080782075638e-12,0.25610052014138923,0.7,0.61735093221084,-4.097308873384648e-13,0.5522147628829452,-9.993336342171205e-13,0.633539339818794
24.6,1.083460172075983,-9.26390360129804e-13,1.608953498958551,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-3.9945952328797153e-13,1.1064658003917112e-30,-4.327984838389758e-13,-1.3882694071549232e-12,0.7121228186390547,0.4583090002950131,-1.7722271044741292e-12,0.25608152041856697,0.7,0.6175722980833103,-3.3456901966563774e-13,0.5523294044807002,-8.160138389635606e-13,0.6334923384622685
24.9,1.0838310012799945,-4.918780552314756e-13,1.6082886880993623,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-2.120978174158123e-13,3.1193552322849774e-31,-2.298781898190813e-13,-7.368136929793932e-13,0.7118285733527777,0.45793033695567187,-9.405963935500307e-13,0.256063320144076,0.7,0.6177836707295968,-1.7770422836983643e-13,0.5524387830582649,-4.334206129937687e-13,0.6334473147743854
25.2,1.0841851130697264,-1.561868638363392e-13,1.6076539655085589,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-6.734777568622947e-14,3.145132523364846e-32,-7.301745579736927e-14,-2.338693530397671e-13,0.7115476451340882,0.45756895733923747,-2.985512784671281e-13,0.2560458915170308,0.7,0.617985514449744,-5.644515754281331e-14,0.5525431539266485,-1.376697392468952e-13,0.6334041999815452
25.5,1.0845233052030903,-1.700214265140231e-13,1.6070479184698354,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-7.331323911284676e-14,3.726981627402635e-32,-7.950991639780905e-14,-2.544888246158131e-13,0.7112794087147492,0.45722403729019717,-3.248735371142385e-13,0.256029207171306,0.7,0.6181782839657614,-6.146406647945708e-14,0.5526427665437305,-1.4991085814336445e-13,0.6333629263856543
25.8,1.0848462867084878,-9.371634804066349e-14,1.606469233515628,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-4.04104892751341e-14,1.132349919743188e-32,-4.38391692342024e-14,-1.402245331201614e-13,0.7110232827540169,0.4568948112230446,-1.7900683903786977e-13,0.2560132336372873,0.7,0.618362383423838,-3.388927739193526e-14,0.5527378357823216,-8.265594755892055e-14,0.6333234111898585
26.1,1.0851547551021465,-4.223061554852723e-14,1.6059166516992467,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-1.8209841424524943e-14,2.2993483090722877e-33,-1.9760496011479288e-14,-6.316647569863601e-14,0.7107787100420866,0.45658054645195895,-8.063661112913702e-14,0.2559979425516169,0.7,0.6185382104082234,-1.5275584424459117e-14,0.5528285760451948,-3.725715041125385e-14,0.633285584229119
26.4,1.0854493702661903,-4.33551020267704e-14,1.6053889769217655,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-1.8694719993943397e-14,2.4234293631709686e-33,-2.0292172044728617e-14,-6.482711920904093e-14,0.7105451611855734,0.4562805477489675,-8.27565436327568e-14,0.25598330589730284,0.7,0.6187061410517284,-1.5686589397595627e-14,0.552915189060975,-3.825959154073368e-14,0.6332493761952338
26.7,1.0857307614766374,-2.679980355229175e-14,1.6048850685562244,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-1.1556075291748204e-14,9.2600463748649e-34,-1.2546786426191132e-14,-4.006007708840701e-14,0.7103221313429849,0.45599415298295587,-5.113960882340127e-14,0.2559692965634505,0.7,0.6188665340416832,-9.699123706084993e-15,0.5529978666796397,-2.365616271914051e-14,0.6332147200214971
27.0,1.085999529666185,-4.660920641990395e-16,1.6044038390224447,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-2.0097889808262586e-16,2.8008726170866064e-37,-2.1826298879055983e-16,-6.965008241951107e-16,0.710109139151334,0.4557207315917295,-8.891340776980745e-16,0.2559558885607732,0.7,0.6190197319097255,-1.6872525416709953e-16,0.5530767918241087,-4.1152089491355545e-16,0.6331815514158269
27.3,1.0862562486569773,4.435331711462939e-15,1.6039442507232582,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.9125150339828197e-15,2.5363089350832127e-35,2.0774814063142495e-15,6.6260026974640365e-15,0.7099057253701141,0.45545968270516746,8.45857548559667e-15,0.25594305688581465,0.7,0.6191660617344771,1.605968928814346e-15,0.5531521388318197,3.9169582173782105e-15,0.6331498085248811
27.6,1.0865014694871458,-9.184997683052198e-16,1.6035053076851606,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-3.960571000932108e-16,1.0876972804670416e-36,-4.3031662125209115e-16,-1.3717838527890785e-15,0.7097114491814521,0.4552104302749543,-1.7511820925125772e-15,0.25593077726285063,0.7,0.619305837607673,-3.3265044932907514e-16,0.5532240747250257,-8.113344459136132e-16,0.6331194312955746
27.9,1.0867357389392465,-1.931793203504021e-15,1.6030860223805294,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-8.329892293509339e-16,4.811397166238038e-36,-9.052391656871206e-16,-2.8843880978360455e-15,0.7095258735056224,0.45497240413367956,-3.6821316816910656e-15,0.2559190252605762,0.7,0.6194393711953704,-6.997829048292539e-16,0.553292764706244,-1.706770504878546e-15,0.6330903592899482
28.2,1.0869595414263655,-2.885282548352233e-16,1.60268552057675,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-1.244133834849483e-16,1.07331361481022e-37,-1.3523231426010197e-16,-4.3069804043939507e-16,0.7093486114072696,0.4547450994174619,-5.498174469427108e-16,0.255907779387177,0.7,0.6195669386130283,-1.0453951318808136e-16,0.5533583552809528,-2.5497187266573025e-16,0.63306253934173
28.5,1.087173228013913,3.708361846694533e-16,1.6023031688085538,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,1.5990456282946826e-16,1.7730220999284155e-37,1.738439597454666e-16,5.534304230297339e-16,0.709179382514666,0.4545281487427771,7.064942806338347e-16,0.255897024807877,0.7,0.6196887399679304,1.3438772398381767e-16,0.5534209536158724,3.2777165879653135e-16,0.633035934752774
28.8,1.0873775719497196,5.187951851718515e-16,1.6019375726113394,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,2.237044838461024e-16,3.470098592709293e-37,2.432512384788401e-16,7.740655831429442e-16,0.7090175696377788,0.4543207537777339,9.881511470441923e-16,0.25588672415499636,0.7,0.6198052160113401,1.8804208293045757e-16,0.5534807893508109,4.5863464026738625e-16,0.6330104530832245
29.1,1.0875725546820725,-1.568112707041898e-17,1.6015887658418206,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-6.7617019927646654e-18,3.170330134009354e-40,-7.353841510269928e-18,-2.3391847368833034e-17,0.7088631877615899,0.4541229272151134,-2.986139845559639e-17,0.2558768814870927,0.7,0.6199163561687813,-5.684787809423258e-18,0.5535378612076647,-1.3865197467183326e-17,0.6329861043731075
29.4,1.0877587065716148,-5.994110146210361e-16,1.6012557930533653,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-2.584660295045908e-16,4.632328811213481e-37,-2.811486739466145e-16,-8.939673689146091e-16,0.7087158140054195,0.45393412112188375,-1.1412145175429143e-15,0.2558674717672448,0.7,0.6200224627458204,-2.17338183322986e-16,0.5535923274027741,-5.300878291247624e-16,0.6329628266862951
29.7,1.0879365160910843,-5.20255290574485e-16,1.6009377738831074,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,-2.2433408129571793e-16,3.48965868024289e-37,-2.4406123884535745e-16,-7.7575965735664e-16,0.7085750587206633,0.45375383085494037,-9.903137562776948e-16,0.2558584717705399,0.7,0.620123814171918,-1.886682427685201e-16,0.5536443334700958,-4.601618441124202e-16,0.6329405625691913
30.0,1.0881064710112276,9.352484642014791e-16,1.6006338292264948,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.271,0.813,0.862,0.7829,0.813,0.3634,1.0,4.032791377636778e-16,1.1277269207715495e-36,4.3881063942448614e-16,1.3942967938584473e-15,0.7084405328156466,0.45358155312798665,1.7799215030037513e-15,0.2558498580104918,0.7,0.6202206884763997,3.392166353003136e-16,0.5536940243373919,8.273493734974656e-16,0.6329192539211214
