_1_task1,aRc_4_task1,tCa_1_task1,tCe_2_task1,tP21_3_task1
372.0,0.06368038940911797,0.5853668682899851,0.9554712640754084,0.10462167721267099
384.0,0.08273418325560411,0.6341811915099944,0.9174343307531795,0.06789709027879787
396.0,0.09997267605871145,0.677933569475664,0.8783033624972606,0.04833996079958586
408.0,0.11534337764044852,0.7173969340242644,0.8393727583978094,0.03903580100116868
420.0,0.12938876114692963,0.7532040287323847,0.8015904619497854,0.03443749442970376
432.0,0.1425134292994862,0.7858808178369607,0.7656135326984844,0.03180444265413241
444.0,0.15491648470601052,0.8158694953653072,0.73186313744886,0.03005970250794924
456.0,0.16669725307497976,0.8435449154054574,0.7005748813339298,0.02879934519981422
468.0,0.1779238603282778,0.869226515459679,0.6718428433918457,0.027850219905691143
480.0,0.18865696004292518,0.8931871690490318,0.6456568139379373,0.02711967459935742
492.0,0.19895445218709965,0.91565998809356,0.6219328720743054,0.02654905480526601
504.0,0.20887113575122576,0.9368437758932222,0.6005378468403804,0.02609788722565047
516.0,0.21845771061226066,0.9569075637583252,0.5813083513680728,0.025737056543073095
528.0,0.22776007098013887,0.9759945103764732,0.5640652377388928,0.025445108705900173
540.0,0.23681897008209885,0.9942253576811748,0.5486242519780619,0.025205982364205504
552.0,0.245669953247303,1.0117014505243649,0.5348036270812634,0.02500753000530942
564.0,0.2543435034332656,1.0285074885003376,0.5224292703452539,0.024840498428610105
576.0,0.2628653174430784,1.044713969800231,0.5113380843023341,0.02469781350919402
588.0,0.2712566661075368,1.0603793584891865,0.5013798815446616,0.024574061872799008
600.0,0.279534806490488,1.0755520084319006,0.4924182596704395,0.024465105401398853
612.0,0.28771341996337374,1.0902718511797693,0.4843307170327869,0.024367790131102633
624.0,0.29580304296789195,1.1045718405257823,0.47700829810640427,0.02427972449445942
636.0,0.30381150140463575,1.1184792239370989,0.47035483609416245,0.024199105075557864
648.0,0.31174431618841864,1.1320166109811038,0.4642860162410352,0.02412458191855304
660.0,0.31960507798785043,1.1452028701605588,0.4587283432719615,0.024055152795327273
672.0,0.32739579230730265,1.1580538842900185,0.45361805307625463,0.02399007987913854
684.0,0.3351171933475609,1.170583183542248,0.4488999996949526,0.023928823828437105
696.0,0.34276900544679084,1.1828024359679137,0.44452669757405977,0.02387099415995008
708.0,0.3503501871095725,1.1947218759452223,0.44045731016467693,0.02381630850206745
720.0,0.3578591298251738,1.2063506295229744,0.4366567854290185,0.023764562656987488
732.0,0.365293828348411,1.2176969778436717,0.4330950595546673,0.023715607267144764
744.0,0.37265202099277733,1.2287685611149428,0.4297463577985244,0.023669330406513582
756.0,0.37993130529421504,1.2395725394906048,0.4265885493133717,0.023625644510354767
768.0,0.3871292289505785,1.2501157106909733,0.42360262491991585,0.023584477090432023
780.0,0.3942433629354457,1.2604046007665082,0.42077222546450044,0.023545763926970782
792.0,0.00044980941546394386,1.2704401826959513,0.41809296133389706,0.07363980231102459
804.0,2.4700845252602443e-09,1.2801862582977277,0.4155935697802222,0.1692042595669529
816.0,1.3456512091736056e-14,1.2896525081267791,0.41324880190038626,0.24833475381300169
828.0,-2.0056700433236057e-17,1.2988536444495318,0.41104059294757106,0.31258908170289185
840.0,2.2658675728614875e-18,1.3077979024630497,0.40895829271896855,0.3638384822008709
852.0,5.722030387818319e-22,1.3164910510543146,0.4069943380862478,0.40397459885266024
864.0,8.755494597513097e-27,1.324938311532174,0.405142197899672,0.43476976438166554
876.0,7.670866151888242e-29,1.3331454712458923,0.4033952087514473,0.4578110457722422
888.0,-1.519461507412679e-29,1.3411196449438783,0.40174583400458397,0.4744785784660404
900.0,-5.902107567210566e-34,1.3488697671258332,0.4001852501417789,0.4859490331035876
912.0,-1.3183602832988527e-35,1.3564067600104166,0.39870329319467224,0.493212019802714
924.0,1.4600893299886834e-37,1.3637433226636697,0.3972887818995019,0.49709178473483284
936.0,3.3808966919733203e-39,1.3708933604212084,0.3959301510068195,0.4982704515623809
948.0,4.9788346982974884e-39,1.3778711831495787,0.39461623285035347,0.49731012044712475
960.0,-1.3994672739792085e-41,1.3846906550021953,0.3933369961179909,0.4946727877949854
972.0,2.4006083258290987e-43,1.3913644693446552,0.39208408864979466,0.4907375611217648
984.0,-2.0003181189665601e-44,1.3979036556126827,0.3908511139519168,0.48581514376137136
996.0,8.176036565007659e-46,1.4043173463604988,0.3896336506934239,0.4801598017596525
1008.0,2.376273955182967e-46,1.4106127717161034,0.388429075310075,0.47397917201452144
1020.0,-1.2119898792577805e-47,1.416795418966586,0.3872362645085385,0.4674422835723354
1032.0,-8.577127433698687e-47,1.4228692885927823,0.38605524965043103,0.46068611839078505
1044.0,-7.845346931698732e-48,1.4288371898879768,0.3848868749067217,0.45382102326827767
1056.0,-2.3170605947637167e-49,1.4347010338704056,0.3837324931667457,0.4469351853669913
1068.0,2.1185867678721716e-50,1.4404621012933492,0.3825937129452608,0.44009839889531954
1080.0,-8.554842397017012e-51,1.4461212659951106,0.3814722068253802,0.43336517522897827
1092.0,-1.1902822815511076e-53,1.4516791751191098,0.3803695724772474,0.42677737819023853
1104.0,-3.202614076827858e-57,1.4571363863312983,0.3792872407290164,0.4203664424942476
1116.0,-6.053731463731003e-59,1.4624934660856737,0.37822642258364947,0.41415524829478073
1128.0,1.2983745169458326e-60,1.4677510561927127,0.377188084601898,0.40815968117232587
1140.0,5.130115126223189e-60,1.472909914955708,0.3761729455254712,0.4023899509205805
1152.0,1.0279671041238448e-63,1.4779709385328084,0.3751814875738526,0.3968517028509582
1164.0,-1.9327031133615747e-62,1.4829351678471299,0.37421397667689027,0.39154694374202204
1176.0,-2.497566962901323e-62,1.4878037855699513,0.3732704872286067,0.3864748058729909
1188.0,5.278282880843623e-62,1.4925781066111332,0.3723509286896302,0.3816321820491105
1200.0,2.8595185407276933e-64,1.497259564548509,0.3714550720799787,0.37701424967916874
