_1_task1,aRc_4_task1,tCa_1_task1,tCe_2_task1,tP21_3_task1
0.0,0.0,1.2,0.5,0.6
12.0,7.087319076429993e-05,0.2193687170276421,0.43002497193259015,0.5559813947677933
24.0,0.00011469362509106529,0.002238612262142882,0.41504850790059433,0.545967381925961
36.0,0.00016603153206646445,0.0018509715937024363,0.4074348587431644,0.5398644636701346
48.0,0.00019404948022133008,0.0021994729717065473,0.40534200418874694,0.5349940949149362
60.0,0.00021400618640219596,0.00267390349872573,0.4089420413689244,0.5311040238260558
72.0,0.0002309285956052584,0.0032127087047158333,0.41797090023405026,0.5279366029090546
84.0,0.00024721012208239285,0.0037909342693215322,0.4319267897774975,0.5252440860094099
96.0,0.00026430227849444295,0.004399914022266046,0.4502200977944441,0.5228005938864231
108.0,0.00028324568079145154,0.005040605286807025,0.47227615559750424,0.5204062654587086
120.0,0.0003049214176214662,0.005719686535843203,0.4975832040463527,0.5178871064857304
132.0,0.0003302012376085732,0.006447383837276798,0.5257025339108874,0.5150931462512165
144.0,0.0003600574958430226,0.0072366045644951015,0.556259751766105,0.5118962692421921
156.0,0.00039566939950255926,0.008103054527387386,0.5889297305212038,0.5081881828404478
168.0,0.00043855690551744726,0.009066183712040644,0.6234217096224774,0.5038784366258546
180.0,0.000490777059590294,0.010151030376009415,0.6594671110000978,0.49889210067032475
192.0,0.0005552283429272016,0.011391340461535369,0.6968104869787701,0.4931665079781627
204.0,0.0006361258764336091,0.012834869659272942,0.7352030093721491,0.48664632988248213
216.0,0.0007397369894538028,0.014552875892666576,0.7743972961959834,0.4792760844501608
228.0,0.0008755081629451107,0.01665844530650168,0.8141418750961714,0.47098898333887645
240.0,0.0010577887925947087,0.019345441860778172,0.8541724785932001,0.46169066324204744
252.0,0.001308513005244502,0.02298220037189472,0.8941942784271799,0.4512355447351987
264.0,0.0016615817652897206,0.028377556097783817,0.9338388894211735,0.4393911530444355
276.0,0.00217085260496783,0.037729991141996176,0.9725384886329922,0.42577669520702177
288.0,0.002928807297341039,0.05909939715125467,1.009043259709736,0.409717256788494
300.0,0.004132599558928126,0.1210633534104075,1.0393405759894971,0.3897610182939743
312.0,0.006263903763222779,0.22071172939711659,1.055884710328509,0.3633600367511449
324.0,0.010205429675304549,0.3153494805706118,1.0566528266476825,0.3280598187597325
336.0,0.017196882759271788,0.3973835825536589,1.0440287873483085,0.28138779833091165
348.0,0.028540651903756212,0.46841133694179393,1.021087608069948,0.22307103459000677
360.0,0.04461421564992691,0.5305249641881961,0.9907256756078986,0.15967818649825397
