Time,tCa,tCe,tP21,aRc,C1,tE1,Rb,pRb,E2f,RbE2f,E1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,iRc,Dna,P53,Dam,Pr,tRb,tE2f,tC1,Cd,Skp2,Cdt2,kSyE2f,kSyE2fE2f,jSyE2f,kAsRbE2f,kDsRbE2f,kDeE2f,kPhRbCd,kPhRbCe,kPhRbCa,kDpRb,kSyE1,kDeE1C1,kDeE1,kPhC1,kPhC1Ce,kPhC1Ca,kDpC1,kAsE1C1,kDsE1C1,kSyP21,kSyP21P53,kDeP21,kDeP21Cy,kDeP21aRc,kSyCe,kSyCa,kAsCyP21,kDsCyP21,kDeCe,kDeCa,kDeCeCa,kDeCaC1,kImPc,kExPc,kPhRc,kDpRc,jCy,n,kAsRcPc,kDsRcPc,kAsPcP21,kDsPcP21,kSyDna,kSyP53,kDeP53,jP53,kGeDam,kGeDamArc,kReDam,kReDamP53,jDam,kSyPr,kDePr,Cell,Phosphorylation_of_Rb,Phosphorylation_Rb_in_Rb_E2F_complexes,Dephosphorylation_of_Rb,Synthesis_of_E2F,Degradation_of_E2F,Degradation_of_E2F_in_Rb_E2F_complexes,Association_dissociation_of_Rb_and_E2F,Synthesis_of_p21,Synthesis_of_CycE,Synthesis_of_CycA,Association_dissociation_of_CycE_Cdk2_and_p21,Association_dissociation_of_CycA_Cdk2_and_p21,Degradation_of_p21_in_CycE_Cdk2_p21_complexes,Degradation_of_p21_in_CycA_Cdk2_p21_complexes,Degradation_of_CycE_in_CycE_Cdk2_complexes,Degradation_of_CycE_in_CycE_Cdk2_p21_complexes,Degradation_of_CycA_in_CycA_Cdk2_complexes,Degradation_of_CycA_in_CycA_Cdk2_p21_complexes,Degradation_of_free_p21,Synthesis_of_Emi1,Degradation_of_Emi1,Association_dissociation_of_Emi1_APC_C_Cdh1_complexes,Degradation_of_Emi1_in_Emi1_APC_C_Cdh1_complexes,Phosphorylation_of_free_APC_C_Cdh1,Phosphorylation_of_APC_C_Cdh1_in_Emi1_APC_C_Cdh1_complexes,Dephosphorylation_of_APC_C_Cdh1,Nuclear_import_of_active_PCNA,Nuclear_export_of_active_PCNA,Nuclear_export_of_inactive_PCNA,Association_dissociation_of_PCNA_and_p21,Degradation_of_p21_in_PCNA_p21_complexes,Association_dissociation_of_active_PCNA_and_replication_complexes,Association_dissociation_of_inactive_PCNA_and_replication_complexes,Phosphorylation_priming_of_replication_complexes,Dephosphorylation_of_replication_complexes,Association_dissociation_of_p21_and_replication_complexes,Degradation_of_p21_in_inactive_replication_complexes,Dissassembly_of_RC,Dissassembly_of_pRC,Dissassembly_of_aRC,Dissassembly_of_iRC,Synthesis_of_DNA,Synthesis_of_p53,Degradation_of_p53,Induction_of_DNA_damage,Induction_of_DNA_damage_by_replication,Synthesis_of_APC_C_Cdh1_activity_probe,Degradation_of_APC_C_Cdh1_activity_probe,Repair_of_DNA_damage
312.0,0.22071172939711659,1.055884710328509,0.3633600367511449,0.006263903763222779,0.014149068404051966,0.47522152330298195,0.052942326672770185,4.548960028990299,0.8407123951782872,0.3980976443369332,0.28056960064197384,0.7911990089349416,0.1946519226610081,0.0005898492445690254,1.0450234217515002,0.21984565785391474,0.01086128857700877,0.0008660715432018282,0.15200776020833667,0.3343943212451662,0.8757960449949099,0.10129154510067262,0.01664850614119907,0.0025748066152335566,0.23315632481110596,0.22541766292418272,0.14847052773656758,5.000000000000003,1.2388100395152204,1.0000000000000016,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.026972036070686933,0.20281511405946345,0.22744800144951496,0.06231295789589447,0.042035619758914365,0.01990488221684666,0.22055586309519506,0.0038652505984888477,0.008407123951782872,0.016814247903565744,7.33418470266219e-05,8.637221804682065e-05,0.000191354044433605,1.5258437466741626e-05,0.007626251611421614,7.926226129334063e-05,0.008419679081156836,3.3168926447149314e-05,1.0391956511800403e-05,0.004203561975891436,0.00014028480032098693,0.03775146548919822,0.0009732596133050404,0.0032584723300908285,0.04482753817263581,0.03955995044674708,0.003,0.0009120465612500201,0.0020063659274709975,0.0056222230403000315,0.005891354911731395,0.00014770710522472684,0.0003220646685769366,0.009411677184735793,0.005064577255033631,0.00020299082886701244,0.00029331317010025703,0.0,0.0,0.0,0.0,5.825430499797184e-05,0.05,0.04951971783149402,0.001,7.516684515867334e-05,0.01,0.004216286358634435,0.0005876748598543616
324.0,0.3153494805706118,1.0566528266476825,0.3280598187597325,0.010205429675304549,0.010828541113789995,0.5149718223073689,0.05118453251510507,4.572590835450397,0.8669358746083504,0.37622463203449974,0.3832500094073602,0.857449645986203,0.13172181290000867,0.00045960262664317597,1.0482049760204233,0.3141353562162793,0.008447850627259081,0.0012141243543325171,0.18234599129175597,0.29820291691748957,0.8168677420077205,0.15319150408297144,0.01973532423400812,0.0034717087573745277,0.23899588958533605,0.2313933529100291,0.21529179725777609,5.000000000000002,1.2431605066428502,1.0000000000000018,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.027573215136566222,0.20267299922493845,0.22862954177251985,0.06250189239073375,0.04334679373041753,0.018811231601724987,0.2199874141518383,0.003911967116682688,0.008669358746083504,0.01733871749216701,5.936522887647975e-05,8.367121712186585e-05,0.00018789550546370089,2.7004325634852573e-05,0.009131993557029476,7.359793099987557e-05,0.009944608802328886,3.843563451961196e-05,1.0222395216945604e-05,0.004334679373041752,0.0001916250047036801,0.04018316670827994,0.0006586090645000433,0.00351513292686821,0.04275919321412052,0.04287248229931015,0.003,0.0010940759477505357,0.0017892175015049375,0.005398640486379579,0.006632573216217135,0.00026913313701954053,0.0004370862094111878,0.012924879159450736,0.007659575204148572,0.00027169098613913725,0.0004389493713908275,0.0,0.0,0.0,0.0,9.49104959803323e-05,0.05,0.049503411486730826,0.001,0.0001224651561036546,0.01,0.004684121335860915,0.0006094529839063534
336.0,0.3973835825536589,1.0440287873483085,0.28138779833091165,0.017196882759271788,0.009297962911994532,0.558077224145494,0.050001234672241976,4.58854350216788,0.8854816195461175,0.36145526315987725,0.45400641769802974,0.8866312306405433,0.10407080644746425,0.0003428785507250024,1.0379485308238205,0.3960898318477034,0.0060802565244880225,0.0012937507059555165,0.2213045922043424,0.25104585484209024,0.7540620118495317,0.2061160476835487,0.022625057707652857,0.004965921540285358,0.24518671059602426,0.23786881185425646,0.276109006564591,4.999999999999999,1.2469368827059948,1.000000000000002,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028011267117672413,0.2024913983390226,0.22942717510839403,0.06262999957259054,0.044274080977305875,0.018072763157993863,0.21956859496861217,0.003961493684768194,0.008854816195461175,0.01770963239092235,5.1877461751615925e-05,7.112317220307462e-05,0.00018079734768613554,3.8469872983445956e-05,0.01031860700890395,6.0445942863582526e-05,0.011326555451153228,3.699599922223744e-05,1.019554558263747e-05,0.004427408097730587,0.00022700320884901489,0.04117264027116314,0.0005203540322373212,0.0037793366357796875,0.042301589632568956,0.044331561532027164,0.003,0.0013278275532260543,0.0015062751290525415,0.005077601235960356,0.0074648864764583845,0.0004389473960345136,0.0004948207361662423,0.015355041237235563,0.010305802384177436,0.00036339364667216053,0.0006727595140624156,0.0,0.0,0.0,0.0,0.0001599310096612276,0.05,0.04945896758084086,0.001,0.00020636259311126147,0.01,0.005162113506066902,0.0006330764056361814
348.0,0.46841133694179393,1.021087608069948,0.22307103459000677,0.028540651903756212,0.008282372895120805,0.6029633520796112,0.04921566142393127,4.599076360122678,0.8982345963996934,0.35170797845338736,0.5143906370380336,0.9031449120633035,0.08857271504157761,0.0002466186974911767,1.017105639573974,0.46727056745091716,0.003981968495974097,0.0011407694908767605,0.26827109415158706,0.19413098576404728,0.6981394664695958,0.24974918948503533,0.02357069214161744,0.007472999272548461,0.2521468046264551,0.245347969662954,0.33185085423980865,4.9999999999999964,1.2499425748530808,1.000000000000002,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028314403034313974,0.20234212371004973,0.2299538180061339,0.06271558187455928,0.044911729819984675,0.01758539892266937,0.2192775089860774,0.0040171744370116405,0.008982345963996934,0.017964691927993867,5.17388432439588e-05,5.819918417687018e-05,0.0001649780730230821,4.726354629843226e-05,0.011197375498714779,4.383772416417876e-05,0.012412923839595559,3.0304251530404486e-05,1.0217729629124975e-05,0.004491172981998467,0.00025719531851901676,0.041718023546661556,0.0004428635752078881,0.003954349564350014,0.04228830089795803,0.045157245603165176,0.003,0.0016096265649095224,0.0011647859145842837,0.00467475692377925,0.008043096267035922,0.0006414642313624685,0.00046126987134339993,0.01670353945414433,0.012487459474251767,0.0004681589183891685,0.0009765640720854275,0.0,0.0,0.0,0.0,0.0002654280627049328,0.05,0.04937317593699213,0.001,0.00034248782284507456,0.01,0.005530210126180934,0.0006603467963188918
360.0,0.5305249641881961,0.9907256756078986,0.15967818649825397,0.04461421564992691,0.007517662642908834,0.6488810887817147,0.048703750104715574,4.605851938299734,0.9067663031593447,0.3454443115955488,0.5703235420985213,0.9139247906739,0.07855754668319341,0.00017693771014795677,0.9883513325858827,0.5296482565266613,0.002374343022015889,0.0008767076615348328,0.31674239359961415,0.13486109655192174,0.6533568516305759,0.28063983116686797,0.021389101552633554,0.01151513508378465,0.26042486918394747,0.2544471179891257,0.38374457757707536,4.999999999999998,1.2522106147548935,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.0285111693077725,0.20222305742641392,0.2302925969149867,0.06277173511954293,0.04533831515796724,0.01727221557977744,0.2190873756042697,0.00408339895347158,0.009067663031593447,0.018135326063186893,5.6159470508633305e-05,4.9879366616943395e-05,0.00013709507128898223,5.062128691736711e-05,0.011805583732442256,2.8360871718167945e-05,0.013259916389211165,2.1948661487093078e-05,1.0216421031636886e-05,0.004533831515796723,0.00028516177104926066,0.04208942440122305,0.0003927877334159671,0.004056017830882777,0.042384292197255306,0.045696239533695004,0.003,0.001900454361597685,0.0008091665793115304,0.004255756417510639,0.007786908409804446,0.0008442911029819266,0.0003570848521204664,0.017285734538604575,0.0140319915583434,0.000575502700188185,0.0012350112746876533,0.0,0.0,0.0,0.0,0.0004149122055443202,0.05,0.04923949846083336,0.001,0.0005353705877991229,0.01,0.0058080990082977286,0.0006936055151553113
372.0,0.5853668682899851,0.9554712640754084,0.10462167721267099,0.06368038940911797,0.006907414958349089,0.6953886381807215,0.04838377763779952,4.609980876282303,0.9122185884011386,0.34163534607989565,0.6238468004930917,0.9215507473540234,0.07154183768762978,0.0001341318893552169,0.9541133833095755,0.5847339051883904,0.0013578807658329154,0.0006329631015946363,0.3553058886770155,0.08547158738060047,0.6195533250405214,0.2997411714750773,0.017025114075287756,0.01754417546834104,0.2705414063079,0.2656637255182599,0.4327148284817051,4.999999999999998,1.2538539344810342,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.02862646460047883,0.20212998278141994,0.23049904381411515,0.06280716930697919,0.04561092942005693,0.017081767303994782,0.2189747299609408,0.004164331250463201,0.009122185884011386,0.018244371768022773,6.008299247076585e-05,4.6783308393241244e-05,0.00010449207579621233,4.870797941339331e-05,0.012184990202465038,1.7341506908116904e-05,0.013925338498588236,1.5073908608022013e-05,1.0321760129356672e-05,0.004561092942005693,0.00031192340024654584,0.04237626883756572,0.00035770918843814893,0.004104904293910502,0.04251552838348502,0.04607753736770118,0.003,0.002131835332062093,0.0005128295242836029,0.0039110691409222405,0.00657723697965337,0.0010013176436313022,0.0002391684232176684,0.017396789045753064,0.014987058573753865,0.0006839059538792161,0.0013101220336550748,0.0,0.0,0.0,0.0,0.000592227621504797,0.05,0.049070911633235445,0.001,0.0007641646729094156,0.01,0.006021153240756151,0.0007350149270398991
384.0,0.6341811915099944,0.9174343307531795,0.06789709027879787,0.08273418325560411,0.006403713791732757,0.7421986747958376,0.04819822606568601,4.612257239393998,0.9154548583793304,0.3395445345403176,0.6758414133253771,0.9272390247378091,0.06635726147046055,0.00011209385716966505,0.9166056020159988,0.633705169520812,0.000828728737180661,0.0004760219891823441,0.3769067167580111,0.0536076458416814,0.5947447719323987,0.3096484449584179,0.012872599853583794,0.02572619011103731,0.28273757592192317,0.27910691287001477,0.47942060052179847,5.000000000000001,1.254999392919648,1.0000000000000024,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028682438100118977,0.20206065428453343,0.23061286196969988,0.06282803787181188,0.04577274291896652,0.01697722672701588,0.2189187784127861,0.004261900607375385,0.009154548583793304,0.018309097167586608,6.130942057426317e-05,4.723335730082707e-05,7.962952666957478e-05,4.5739219580889486e-05,0.012379288034203113,1.1192460221950232e-05,0.014453184763113656,1.0856837046413516e-05,1.0770690563179428e-05,0.004577274291896652,0.00033792070666268856,0.04261537718065415,0.0003317863073523027,0.004116763333304862,0.04265917400505769,0.04636195123689046,0.003,0.0022614403005480664,0.0003216458750500884,0.0036888163090391755,0.005150963485067021,0.001084351604129406,0.00015312264187399864,0.017240209098702473,0.015482422247920897,0.0007986733735544202,0.0012368812463712828,0.0,0.0,0.0,0.0,0.0007694279042771182,0.05,0.048898446099945855,0.001,0.0009928101990672494,0.01,0.006188086683256662,0.000785545828148163
396.0,0.677933569475664,0.8783033624972606,0.04833996079958586,0.09997267605871145,0.005978392735191276,0.7891178156566065,0.048104606075195754,4.61327736833144,0.91714574607647,0.338618025593367,0.7267467990582854,0.9316505906664901,0.06237101659832106,0.00010253130064996954,0.877719987779571,0.677535929943604,0.0005833747176895697,0.000397639532059949,0.38423771194508544,0.03692850139280725,0.576629303986629,0.31307010609828506,0.010327913856379125,0.03594046010274141,0.296887730551966,0.2945129115450406,0.5243332061167534,5.000000000000003,1.255763771669837,1.0000000000000024,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028698090770232568,0.20201164977268418,0.23066386841657202,0.06283889319894309,0.045857287303823505,0.016930901279668353,0.21890158401478368,0.004375101844415728,0.0091714574607647,0.0183429149215294,6.0825036069036316e-05,4.958666353120692e-05,6.613104734020304e-05,4.5076205604415126e-05,0.01243118237337309,8.262358848589129e-06,0.014876511062247855,8.730885899983605e-06,1.1622893641996714e-05,0.00458572873038235,0.00036337339952914274,0.04282406767215246,0.00031185508299160533,0.004103049429390643,0.042806047611736196,0.04658252953332451,0.003,0.0023054262716705127,0.00022157100835684348,0.003570354222521722,0.004186195252825495,0.0011029607363973904,0.0001052841846345892,0.016942803311204638,0.015653505304914255,0.0009217537120119843,0.001170766814967097,0.0,0.0,0.0,0.0,0.0009297458873460164,0.05,0.04874797082422779,0.001,0.0011996721127045375,0.01,0.006321772981147572,0.0008447699851325868
408.0,0.7173969340242644,0.8393727583978094,0.03903580100116868,0.11534337764044852,0.005613165704326115,0.8360153283519748,0.04807172633903869,4.613482352846406,0.9178001409899597,0.33844592081456054,0.7768062070200509,0.9351777129637522,0.059209121331923936,9.903546049405832e-05,0.8389069880331641,0.7170330430378706,0.0004657703646453962,0.0003638909863937314,0.3839966802354237,0.02890263059193126,0.5632144550567502,0.3122376937051015,0.00920447359770423,0.047970006708690664,0.3126699869552968,0.3115036804381544,0.567795379789122,5.000000000000005,1.2562460618045201,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028688341436155666,0.2019784366703145,0.2306741176423203,0.06284308553323768,0.045890007049497986,0.01692229604072803,0.21890895645392952,0.004501359895642374,0.009178001409899597,0.018356002819799194,5.979302163927807e-05,5.281714828702488e-05,5.996092826410512e-05,4.684549079828334e-05,0.012378488408959968,6.872672587359791e-06,0.01521998100247624,7.724070673814704e-06,1.2749325833144853e-05,0.004589000704949798,0.0003884031035100254,0.043011328388206774,0.00029604560665961966,0.004071914525392239,0.04295160590063446,0.046758885648187615,0.003,0.0023039800814125422,0.00017341578355158755,0.003513902499611173,0.0037207789312360454,0.0010836390006307918,8.104043358264708e-05,0.016579494353561486,0.015611884685255076,0.0010502637159791467,0.0011849375207050286,0.0,0.0,0.0,0.0,0.001072693412056171,0.05,0.04862619092403253,0.001,0.0013841205316853823,0.01,0.006431038643793153,0.0009116109507251896
420.0,0.7532040287323847,0.8015904619497854,0.03443749442970376,0.12938876114692963,0.00529537858939851,0.8828035503872553,0.04807706680033241,4.613190212761305,0.9177933184897379,0.33873272043836644,0.8261661785473587,0.9380672495707074,0.05663737183989656,9.809791888291986e-05,0.80119135522568,0.7528542985942469,0.00039910672410548855,0.00034973013813779816,0.3810029908824962,0.024751547935842617,0.5529742189970591,0.30879800814328084,0.008839011712734934,0.061636077118685836,0.3297633522189887,0.32976358757067287,0.6100611955610813,5.0000000000000036,1.2565260389281043,1.0000000000000024,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.02866420569688328,0.20195708725814074,0.23065951063806525,0.06284304185069842,0.0458896659244869,0.016936636021918323,0.2189303898074576,0.00463810681775191,0.00917793318489738,0.01835586636979476,5.863986836935096e-05,5.636693300726606e-05,5.697930189772742e-05,4.992995086301898e-05,0.012252470757575771,6.103465089032232e-06,0.015501840053367685,7.201208352502541e-06,1.4005153503981765e-05,0.00458896659244869,0.0004130830892736794,0.043182253213249734,0.0002831868591994828,0.0040290746491973405,0.043093462577755155,0.046903362478535375,0.003,0.0022860179452949773,0.0001485092876150557,0.00349004457001567,0.0035337062421922087,0.0010471408856645445,6.759327529777641e-05,0.01619421718807721,0.015439900407164043,0.00118088670240795,0.001261919898709485,0.0,0.0,0.0,0.0,0.0012033154786664454,0.05,0.04852835387347033,0.001,0.0015526651337631554,0.01,0.006522016105950122,0.000985034243610416
432.0,0.7858808178369607,0.7656135326984844,0.03180444265413241,0.1425134292994862,0.005015870395554902,0.9294248627474514,0.04810438607474329,4.612629042600407,0.9173993189997157,0.3392665713248528,0.8749229101643692,0.940482177021365,0.05450195258308223,9.82044463156559e-05,0.7652598113723815,0.7855376295275824,0.0003537213261028442,0.00034318830937834165,0.37746964177295966,0.02222662501938796,0.5448019874649667,0.30390187968260374,0.008782703552947609,0.07681559712511382,0.34791803037733443,0.3490599106758636,0.6513226769923581,5.000000000000003,1.2566658903245684,1.0000000000000022,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028633617835949355,0.2019447734502769,0.23063145213002034,0.06284051827849553,0.04586996594998579,0.01696332856624264,0.21895832227272025,0.004783344243018676,0.009173993189997157,0.018347986379994314,5.746584975830579e-05,5.998387249895198e-05,5.513419340571953e-05,5.349242250196137e-05,0.012078144918462309,5.582806484714095e-06,0.015735686176359374,6.874659256006137e-06,1.5307029960909775e-05,0.0045869965949985785,0.0004374614550821846,0.04333997970903118,0.0002725097629154111,0.0039785393808694815,0.043230416176270665,0.04702410885106825,0.003,0.002264817850637758,0.00013335975011632777,0.0034846534669343687,0.003464442068214577,0.0010046239072797288,5.8764427670976285e-05,0.01581361668909785,0.015195093984130187,0.0013117182061606655,0.0013689513200923736,0.0,0.0,0.0,0.0,0.0013253748924852216,0.05,0.04844846500998167,0.001,0.0017101611515938345,0.01,0.006599032534658309,0.0010642287408080238
444.0,0.8158694953653072,0.73186313744886,0.03005970250794924,0.15491648470601052,0.004767783158648498,0.9758429071766443,0.048141943833149264,4.611962471541329,0.9168174999485762,0.3398955846255253,0.9231453676969458,0.942534677361655,0.05269753947969858,9.878302147959885e-05,0.7315440086181022,0.8155297859564765,0.0003191288307577889,0.00033970940883063715,0.37418326777962346,0.020463049909556264,0.5379111278072766,0.298333356149392,0.00883903133732495,0.09341834455901506,0.3669443129235619,0.36921102594200156,0.6917277459755075,5.0000000000000036,1.2567130845741015,1.000000000000002,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028602194615553345,0.20193949156104518,0.23059812357706644,0.062836788463318,0.04584087499742881,0.016994779231276267,0.21898740501573577,0.004935554503388496,0.009168174999485763,0.018336349998971525,5.63076859787044e-05,6.357502592185943e-05,5.369214966434071e-05,5.7154749628881974e-05,0.011875114965963364,5.180401328637759e-06,0.015931836217283772,6.63641568482067e-06,1.6619848357116678e-05,0.004584087499742881,0.0004615726838484729,0.043486593976101745,0.0002634876973984929,0.0039231476109004996,0.04336191878506445,0.04712673386808275,0.003,0.002245099606677741,0.0001227782994573376,0.0034916648787425408,0.0034428263210310173,0.0009613970162104066,5.220907222837938e-05,0.015454244550771353,0.0149166678074696,0.001441921530252529,0.001487131677587753,0.0,0.0,0.0,0.0,0.0014407233077658977,0.05,0.04838260069205954,0.001,0.0018589978164721263,0.01,0.006665188569861372,0.0011485378073255311
456.0,0.8435449154054574,0.7005748813339298,0.02879934519981422,0.16669725307497976,0.004545850590696722,1.022036500319651,0.04818132068831524,4.611306587253332,0.9161912289866568,0.34051209205835564,0.970887043961261,0.9443046930509155,0.051149456358389904,9.961508030654687e-05,0.7002835616337745,0.8432072065912148,0.00029131970015523756,0.00033770881424256426,0.3713735437655821,0.019132248156968408,0.531746408796608,0.29261788468027466,0.008938453448141464,0.11136983922880478,0.3866887320884408,0.3900629973678154,0.7313924881920915,5.000000000000003,1.2567033210450125,1.000000000000002,0.65,1.0,1.0,0.03,0.04,0.2,5.0,0.005,0.05,0.2,0.3,0.3,0.05,0.005,0.005,0.0005,0.0,0.01,1.0,0.05,10.0,0.01,0.002,0.008,0.0025,0.007,1.0,0.01,0.02,1.0,0.05,0.004,0.01,0.015,2.0,0.003,0.006,0.1,0.05,1.8,6.0,0.01,0.001,100.0,0.01,0.0093,0.05,0.05,0.01,0.001,0.012,0.001,0.005,0.5,0.01,0.0001,1.0,0.028573798794471656,0.2019397531359011,0.2305653293626666,0.06283276933893947,0.04580956144933285,0.01702560460291778,0.2190139566178471,0.0050935098567075265,0.009161912289866568,0.018323824579733135,5.519281822174123e-05,6.71107128875147e-05,5.2438037907434714e-05,6.0788156768971714e-05,0.011658396433939525,4.849921859514272e-06,0.016098260022236962,6.447435767841743e-06,1.7930882650515265e-05,0.004580956144933284,0.00048544352198063055,0.043623579859327036,0.00025574728179194955,0.003864927822585488,0.04348778144936005,0.047215234652545776,0.003,0.0022282412625934927,0.00011479348894181046,0.003508118057023852,0.0034438369721475908,0.0009200081549540409,4.704592640056033e-05,0.015126105643566529,0.014630894234013734,0.0015711714907130727,0.0016089367128200229,0.0,0.0,0.0,0.0,0.0015502844535973117,0.05,0.04832848009346408,0.001,0.002000367036899757,0.01,0.006722741197777537,0.0012373792341557502
