C1_1_task1,_1_task1,tE1_2_task1
0.0,0.0,0.0
0.12757844291052997,12.0,0.0031055352941429895
0.4373004700002009,24.0,0.007270247348364612
0.6540304001683624,36.0,0.012805093081197276
0.7592818844039386,48.0,0.020590973097240634
0.8038288133213648,60.0,0.030721380414667217
0.8149400187359699,72.0,0.04306625208443462
0.807317767457801,84.0,0.0573781259732872
0.7889559537804796,96.0,0.07336879554087336
0.7642194582420835,108.0,0.09076112106282486
0.7354925441121586,120.0,0.10931284613316708
0.7040754850559126,132.0,0.128821309472908
0.6706756789138015,144.0,0.14911875614335496
0.6356755577458488,156.0,0.1700646394938694
0.5992757129357789,168.0,0.1915382023762182
0.5615669947242972,180.0,0.2134326680748786
0.5225606264063872,192.0,0.23565133018666307
0.48219060286344506,204.0,0.25810540663356274
0.4402928293818347,216.0,0.28071339128739664
0.3965556419852085,228.0,0.3034017715321951
0.35042116034955184,240.0,0.3261073669488455
0.3008830004555606,252.0,0.34878263548466737
0.24603878019230974,264.0,0.37140893506868744
0.18207628056430683,276.0,0.39403908949622934
0.10268786832360847,288.0,0.4169999739850411
0.030503402223797098,300.0,0.44229322705985114
0.014149068404051966,312.0,0.47522152330298195
0.010828541113789995,324.0,0.5149718223073689
0.009297962911994532,336.0,0.558077224145494
0.008282372895120805,348.0,0.6029633520796112
0.007517662642908834,360.0,0.6488810887817147
0.006907414958349089,372.0,0.6953886381807215
0.006403713791732757,384.0,0.7421986747958376
0.005978392735191276,396.0,0.7891178156566065
0.005613165704326115,408.0,0.8360153283519748
0.00529537858939851,420.0,0.8828035503872553
0.005015870395554902,432.0,0.9294248627474514
0.004767783158648498,444.0,0.9758429071766443
0.004545850590696722,456.0,1.022036500319651
0.004345947420572767,468.0,1.067995263121788
0.00416478974876206,480.0,1.1137163947257263
0.003999728086019689,492.0,1.1592022560973612
0.003848600030075721,504.0,1.2044585529115097
0.0037096230632423614,516.0,1.2494929795723642
0.0035813139742211244,528.0,1.2943142190239048
0.0034624289209218093,540.0,1.3389312220876137
0.0033519165606144415,552.0,1.3833527044052611
0.0032488820738499832,564.0,1.4275868113507562
0.0031525588450955653,576.0,1.4716409118726468
0.0030622860253900538,588.0,1.5155214885583816
0.0029774903916382936,600.0,1.559234098250199
0.002897672248214144,612.0,1.6027833835267553
0.0028223935108150165,624.0,1.646173114897606
0.0027512683252535514,636.0,1.6894062584606238
0.0026839551944281338,648.0,1.7324850538115315
0.0026201505767402076,660.0,1.7754110963564351
0.0025595835567504234,672.0,1.8181854210942616
0.0025020113959752827,684.0,1.8608085853802712
0.0024472158371130963,696.0,1.9032807405071273
0.00239499995043282,708.0,1.9456017036054425
0.00234518551450702,720.0,1.9877710187892892
0.002297610734399986,732.0,2.0297880121821246
0.0022521283460704973,744.0,2.0716518395212815
0.0022086039511887722,756.0,2.1133615282825535
0.002166914606831091,768.0,2.1549160121686386
0.0021269475902641415,780.0,2.196314161119781
0.002088651056675781,792.0,2.237553331822856
0.0020519216239878488,804.0,2.278619789678179
0.002016626744974757,816.0,2.3195112837693053
0.001982694271946776,828.0,2.3602274291795906
0.0019500524123648067,840.0,2.400766387249552
0.0019186322714900776,852.0,2.4411257768166603
0.0018883683936023194,864.0,2.4813031414003355
0.0018591986483628398,876.0,2.5212962602589197
0.0018310640159977369,888.0,2.561103401860765
0.0018039085015606321,900.0,2.600723529056318
0.001777679229649179,912.0,2.64015642814742
0.0017523266482937438,924.0,2.679402732343099
0.0017278047150379504,936.0,2.7184638287440084
0.001704070951223045,948.0,2.7573416722805897
0.0016810863222708962,960.0,2.7960385509971077
0.0016588149725278293,972.0,2.8345568525968408
0.0016372238804770655,984.0,2.8728988696662947
0.0016162824989226611,996.0,2.911066662189725
0.001595962423597544,1008.0,2.949061978733507
0.0015762371106605954,1020.0,2.9868862273779095
0.0015570816457378255,1032.0,3.024540483016766
0.0015384725604536912,1044.0,3.0620255177582845
0.0015203876862022495,1056.0,3.099341843428161
0.0015028060372500398,1068.0,3.136489758871193
0.0014857077158487322,1080.0,3.1734693956212583
0.001469073832983174,1092.0,3.21028075974092
0.00145288644066234,1104.0,3.246923768172301
0.0014371284728027889,1116.0,3.283398279059917
0.0014217836920501802,1128.0,3.319704116224738
0.0014068366419164573,1140.0,3.355841088556852
0.0013922726022927655,1152.0,3.3918090049501712
0.001378077548404864,1164.0,3.4276076854745976
0.0013642381123523555,1176.0,3.4632369694909166
0.0013507415470789836,1188.0,3.498696721446709
0.001337575692470138,1200.0,3.533986834839727
