Time,Active_TGF_beta,Macrophages,VEGF,LECs,Capillaries,f,sigma,a_p,p_0,a_M,T_L,r1,d1,s_M,alpha,b1,b2,beta,r2,k1,d2,rho,S_V,r3,d3,gamma,c1,c2,c3,c4,S_L,b3,b4,C,k2,L,delta1,delta2,Body,Activation_of_TGF_beta_by_enzymes_and_Macrophages,Decay_of_TGF_beta,Flux_of_macrophages_from_source,Chemotaxis_by_TGF_beta,Logistic_growth_of_Macrophages,Removal_of_Macrophages,Differentiation_of_Macrophages,Flux_of_VEGF_from_source,Production_of_VEGF_by_macrophages,Decay_of_VEGF,VEGF_used_by_LECs,Growth_of_LECs_upregulated_by_VEGF_and_downregulated_by_TGF_beta,Inflow_and_chemotaxis_of_LECs_by_VEGF,Crowding_effect_and_apoptosis_of_LECs,Transdifferentiation_of_LECs_into_the_capillaries
55.25,31.855702354364507,1959.960108899965,0.348210735337147,3675.2848404349875,11803.031816305482,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15927.536371113247,15927.851177182254,542.0,50.106507383640405,11.916701987400248,391.992021779993,231.33471524035846,1.9,3.7239242069099334,3.8303180887086175,1.7916830916058706,181.95739242196208,0.0,136.0735334184033,185.04401565861073
55.5,31.77771143183825,1955.1777591167086,0.34869337225820624,3640.7018433187054,11849.074957860359,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15888.546569821176,15888.855715919124,542.0,49.861522423534645,11.887720009902853,391.03555182334173,231.67047823715328,1.9,3.7148377423217465,3.8356270948402686,1.7772840443868538,180.640870348498,0.0,134.84475206853477,183.30458076906876
55.75,31.70111709919182,1950.4809680089545,0.3491758648312128,3606.52829778543,11894.685821620269,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15850.25491699125,15850.55854959591,542.0,49.621508034344565,11.859256082121211,390.0961936017909,232.00358315516291,1.9,3.7059138392170135,3.840934513143341,1.763037692384457,179.33191216042468,0.0,133.63064156493402,181.58572752668897
56.0,31.62588329167335,1945.8675282388201,0.34965955271060684,3572.757365088423,11939.86951007043,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15812.643384666482,15812.941645836676,542.0,49.386319982876394,11.831296851142685,389.17350564776405,232.334043710548,1.9,3.697148303653758,3.8462550798166752,1.7489482391084816,178.0305722406701,0.0,132.43092242695127,179.8871169966415
56.25,31.551975034768105,1941.335299114817,0.3501446118583645,3539.382369588471,11984.63103991369,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15775.69448989165,15775.987517384052,542.0,49.15581905810728,11.803829366707227,388.2670598229634,232.66187284651565,1.9,3.688537068318152,3.8515907304420094,1.7350139324250509,176.73688997212824,0.0,131.24532335030509,178.20841414544148
56.5,31.479358414987132,1936.882204811198,0.3506295740003749,3506.3967956145907,12028.975346633564,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15739.391280107788,15739.679207493566,542.0,48.929870893750135,11.776841070482613,387.37644096223966,232.98708291007165,1.9,3.6800761891412765,3.856925314004124,1.7212249806116728,175.45088596001443,0.0,130.07358100783867,176.54928619545217
56.75,31.408000550791115,1932.5062325951703,0.3511135754786919,3473.794281570705,12072.907285154588,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15703.717318615492,15704.000275395558,542.0,48.70834579576761,11.750319785383844,386.5012465190341,233.3096857410488,1.9,3.6717618419308238,3.8622493302656107,1.7075748629516134,174.17258301556052,0.0,128.9154397020499,174.90941040921498
57.0,31.33786956376083,1928.2054310686447,0.3515971409776166,3441.5686157993227,12116.43163125789,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15668.656670161125,15668.934781880414,542.0,48.49111857497297,11.724253704977306,385.64108621372895,233.62969276563385,1.9,3.663590319030425,3.8675685507537825,1.6940639601106693,172.9020131349273,0.0,127.77065110668762,173.28847647575947
57.25,31.268934550233652,1923.977908438,0.35208268851964614,3409.713729041252,12159.553080456786,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15634.193886755675,15634.467275116825,542.0,48.27806838519172,11.698631383051532,384.7955816876,233.9471150327809,1.9,3.6555580260322,3.8729095737161074,1.6807016475244692,171.63922150241967,0.0,126.63897384336492,171.6861876288658
57.5,31.201165553269703,1919.8218308038424,0.35256903342210255,3378.2236931549187,12202.276253643466,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15600.313993660613,15600.582776634852,542.0,48.06907856635973,11.673441723306125,383.9643661607685,234.2619633724405,1.9,3.6476614785273007,3.8782593676431283,1.6674798870509855,170.38421746420372,0.0,125.52017339051136,170.10224171992522
57.75,31.134533535013617,1915.7354204742621,0.35305402252296836,3347.09271750939,12244.605700861253,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15567.002475569121,15567.266767506808,542.0,47.8640364925726,11.648673969180193,383.14708409485246,234.5742485088098,1.9,3.639897298901098,3.8835942477526517,1.654386366743633,169.13699902681688,0.0,124.41402187744211,168.5363404231435
58.0,31.06901034910702,1911.7169542812178,0.3535365285125426,3316.3151429158165,12286.545900759831,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15534.245262816525,15534.505174553511,542.0,47.662833423845804,11.62431769369702,382.34339085624356,234.88398108036967,1.9,3.6322622131343136,3.8889018136379683,1.6414139603120481,167.89757058574295,0.0,123.32029774183553,166.98819568887086
58.25,31.004568714377,1907.7647619737936,0.3540210609046223,3285.8854353519923,12328.10125752218,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15502.02871822078,15502.2843571885,542.0,47.465364365177926,11.600362789772014,381.55295239475873,235.1911716114563,1.9,3.624753047750208,3.8942316699508455,1.6285817069681028,166.66598250532323,0.0,122.23878536590769,165.457544415434
58.5,30.941182188314745,1903.877224599829,0.35450547315864095,3255.7981874125994,12369.276108120766,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15470.339623831504,15470.591094157373,542.0,47.27152792817331,11.576799460447734,380.7754449199658,235.49583067037943,1.9,3.617366726739675,3.8995602047450504,1.6158775877128486,165.44222401763042,0.0,121.16927513055836,163.94410764756773
58.75,30.87882514131553,1900.052772932347,0.3549877224614405,3226.0481129499562,12410.074724092845,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15439.165168047319,15439.412570657765,542.0,47.08122619805447,11.553618209398051,380.0105545864694,235.7979689181024,1.9,3.610100268571459,3.9048649470758456,1.603290461033986,164.22628307031783,0.0,120.11156313146363,162.44761311966494
59.0,30.817472731412945,1896.2898859266095,0.35547079889765415,3196.63003994962,12450.501308534169,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15408.492932985862,15408.736365706472,542.0,46.8943646050856,11.530809831615732,379.2579771853219,236.09759706089363,1.9,3.602950783260558,3.910178787874196,1.590832087713584,163.0181879483917,0.0,119.06545078854845,160.96781063156214
59.25,30.757100879687684,1892.5870892182554,0.35595515471935835,3167.538909852239,12490.559999075635,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15378.310882191432,15378.550439843842,542.0,46.710851800808236,11.50836540434689,378.5174178436511,236.39472591356534,1.9,3.595915469514685,3.9155067019129417,1.578502523830458,161.8179422971801,0.0,118.03074478498249,159.504447295348
59.5,30.697686246184176,1888.942953651989,0.3564354206684013,3138.7697790440106,12530.254876500812,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15348.607348594407,15348.843123092089,542.0,46.530599538436746,11.486276278208592,377.7885907303978,236.68936656429685,1.9,3.5889916119387792,3.920789627352414,1.5662762172047437,160.62549889634232,0.0,117.00725714051079,158.05725767877536
59.75,30.639206206191396,1885.3560938323453,0.35691618166010003,3110.3178064346926,12569.589956239366,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15319.371022653162,15319.603103095698,542.0,46.35352255684589,11.464534068438375,377.0712187664691,236.98153020969733,1.9,3.582176578281456,3.9260779982611003,1.5541718573109238,159.44089171090152,0.0,115.9948045596934,156.62601307695672
60.0,30.581638827333435,1881.8251667243246,0.3573970737984342,3082.1782551897345,12608.569192340934,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15290.590940904882,15290.819413666717,542.0,46.179538469374606,11.44313064644419,376.36503334486497,237.27122822532164,1.9,3.5754678167762166,3.9313678117827764,1.5421860850619646,158.26411068001275,0.0,114.99320849129377,155.21047424881672
60.25,30.524962847285725,1878.3488702913542,0.3578759924478555,3054.3464908529236,12647.196481860681,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15262.256474822925,15262.481423642863,542.0,46.00856765675871,11.422058131578925,375.66977405827083,237.558472240558,1.9,3.568862853553573,3.9366359169264107,1.5303081943710608,157.09512957788462,0.0,114.00229503239093,153.8104018243398
60.5,30.469157651889834,1874.9259421579995,0.3583548205165342,3026.8179756676504,12685.475663611693,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15234.357319878109,15234.578825944916,542.0,45.84053316338967,11.401308883063265,374.9851884315999,237.8432741031953,1.9,3.5623592901001992,3.9419030256818766,1.5185447373692402,155.9339528603334,0.0,113.0218946308039,152.42557359578913
60.75,30.414203253919606,1871.5551583121132,0.3588324834401043,2999.5882678466364,12723.410520095098,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15206.883484923494,15207.101626959802,542.0,45.675360597553905,11.380875492146078,374.3110316624227,238.1256459020659,1.9,3.5559548007930153,3.9471573178411474,1.5068895904288933,154.78055885657653,0.0,112.05184202797831,151.05576309978105
61.0,30.360080272495896,1868.2353318466317,0.3593090390419187,2972.653017754125,12761.004778433644,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15179.825281904321,15180.040136247948,542.0,45.5129780355349,11.360750774503659,373.64706636932635,238.40559996933436,1.9,3.5496471305086,3.9523994294611056,1.495341538900012,153.6349333087667,0.0,111.09197606207442,149.70075198692055
61.25,30.306769913012527,1864.9653117324774,0.3597848659633027,2946.007965516302,12798.262111646482,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15153.173315823304,15153.384956506263,542.0,45.353315929062916,11.34092776282613,372.9930623464955,238.68314888680737,1.9,3.543434092291707,3.95763352559633,1.483900713400147,152.49706270623741,0.0,110.14213953787049,148.36032735681522
61.5,30.254253947659908,1861.7439816278832,0.3602594034005403,2919.6489390376655,12835.186139992431,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15126.918475004572,15127.126973829954,542.0,45.19630701627652,11.321399699623289,372.34879632557664,238.95830549204533,1.9,3.537313565092978,3.9628534374059434,1.4725633788834218,151.3669244070453,0.0,109.20217911660983,147.0342779368
61.75,30.20251469654832,1858.570258724337,0.36073272707326315,2893.57185088407,12871.78043162353,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15101.051921657741,15101.25734827416,542.0,45.041886236108994,11.302160030251207,371.71405174486745,239.23108287045403,1.9,3.5312834915762403,3.9680599978058946,1.461328490652576,150.24449924746983,0.0,108.27194515386407,145.72239860895536
62.0,30.151535009367255,1855.4430926251973,0.36120495818080484,2867.7726961890394,12908.048503850103,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15075.565082709854,15075.767504683627,542.0,44.88999064582203,11.28320239613567,371.08861852503946,239.50149435739687,1.9,3.5253418759878747,3.973254539988853,1.4501952035186223,149.129766874794,0.0,107.35129158767631,144.424488526251
62.25,30.10129824749188,1852.3614642515463,0.36167619977569787,2842.2475503365945,12943.993824122113,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15050.449640860834,15050.64912374594,542.0,44.74055934134017,11.264520628159618,370.47229285030926,239.76955353313815,1.9,3.519486782077938,3.9784381975326766,1.4391626099585366,148.0227053217566,0.0,106.44007581673955,143.14035080965726
62.5,30.05178826678245,1849.324384790339,0.36214640136533205,2816.9925667238626,12979.619810954546,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15025.697525985066,15025.894133391224,542.0,44.59353338104039,11.246108740305903,369.86487695806784,240.03527421706013,1.9,3.5137163311016444,3.9836104150186524,1.4282292089967117,146.9232900534372,0.0,105.5381585833414,141.86979205690508
62.75,30.002989400943214,1846.330894676812,0.36261514363513314,2792.0039752016223,13014.929835379839,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,15001.30090681357,15001.494700471607,542.0,44.4488557125214,11.227960923506732,369.2661789353624,240.29867047112793,1.9,3.508028699885943,3.9887665799864647,1.4173920914966385,145.83149248557416,0.0,104.64540389037707,140.61262168257872
63.0,29.95488644540123,1843.3800626084565,0.36308236257816584,2767.2780795314143,13049.927221506692,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14977.252182874683,14977.443222700615,542.0,44.306471102163975,11.210071539683492,368.6760125216913,240.55975658616808,1.9,3.5024221189560674,3.993905988359824,1.4066498082378494,144.7472855678016,0.0,103.76167887157635,139.36865383959775
63.25,29.907464641651885,1840.4709845876482,0.3635482244697744,2742.811255231182,13084.615247273006,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14953.54397666952,14953.732320825942,542.0,44.16632606725803,11.192435115959379,368.09419691752964,240.81854707099106,1.9,3.4968948707165315,3.9990304691675185,1.3960018266530132,143.67064280851565,0.0,102.88685368124457,138.13770692345412
63.5,29.8607096627859,1837.6027830363848,0.36401263355372876,2718.5999481616454,13118.997145637295,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14930.169126436254,14930.35483139295,542.0,44.02836881274156,11.175046339308347,367.520556607277,241.07505665469483,1.9,3.4914452877691313,4.0041389690910165,1.3854466173930915,142.60153465933698,0.0,102.02080142019372,136.91960213479163
63.75,29.814607597548164,1834.774605821356,0.3644755891758765,2694.6406720763375,13153.076105161339,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14907.1206781847,14907.303798774083,542.0,43.89254916466937,11.157900050659576,366.95492116427124,241.32930026185696,1.9,3.4860717510605768,4.009231480934642,1.3749830452012242,141.5399312453905,0.0,101.1633980136523,135.71416435038918
64.0,29.76914493528205,1831.9856253328387,0.3649376067750028,2670.930006281249,13186.855270552263,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14884.391878170654,14884.572467641025,542.0,43.75881850733436,11.140991239327485,366.39712506656775,241.5812929899633,1.9,3.4807726881323937,4.014313674525031,1.364611926098151,140.48580543812875,0.0,100.31452209519539,134.52122311841828
64.25,29.72430855515485,1829.2350378247088,0.3653980302728834,2647.464595894708,13220.33774463389,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14861.976167499173,14862.154277577425,542.0,43.62712973393888,11.124315039024069,365.8470075649418,241.83105014360802,1.9,3.4755465718669467,4.019378333001717,1.3543296879799702,139.4391206703592,0.0,99.4740550136214,133.34060814329254
64.5,29.680085711237634,1826.5220625033758,0.36585693861429663,2624.241148562504,13253.526588175018,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14839.867174682613,14840.042855618816,542.0,43.49743718595207,11.10786672234834,365.3044125006752,242.07858719276763,1.9,3.470391918756414,4.024426324757263,1.3441355659182406,138.3998449071928,0.0,98.64188067355276,132.17215426092395
64.75,29.636464020135858,1823.8459407700602,0.36631404051303146,2601.2564337881486,13286.424821343757,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14818.05870944922,14818.232010067928,542.0,43.369696600841564,11.09164169620479,364.76918815401206,242.32391977754386,1.9,3.4653072874631143,4.029454445643346,1.3340274565400378,137.36794268047123,0.0,97.81788550011413,131.01569844407888
65.0,29.59343144917425,1821.2059354981593,0.3667695687238505,2578.507280716428,13319.035423896208,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14796.544756838499,14796.715724587126,542.0,43.24386506223498,11.07563549743392,364.2411870996319,242.56706369110017,1.9,3.460291277446503,4.034465255962356,1.3240052046195419,136.34338151927918,0.0,97.00195833059446,129.87108203912106
65.25,29.55097630370419,1818.6013302562892,0.3672235653151023,2555.9905767638975,13351.361336115002,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14775.31947085469,14775.488151852094,542.0,43.11990094828641,11.059843788112863,363.72026605125785,242.8080348659113,1.9,3.4553425274869496,4.039459218466125,1.3140679615154602,135.32612685923166,0.0,96.19399034736941,128.73814881070592
65.5,29.509087215266916,1816.0314285840795,0.3676761803859151,2533.7032658141056,13383.405459313602,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14754.3771685509,14754.543607633459,542.0,42.99776388329488,11.044262351175234,363.20628571681596,243.04684935597254,1.9,3.4504597143097513,4.044437984245066,1.304215274608189,134.3161442022272,0.0,95.39387499065563,127.61674562971113
65.75,29.46775313140657,1813.4955533695663,0.3681271260540271,2511.64234754355,13415.170657014945,0.0,1.0,0.029,250000.0,0.45,18.0,3e-05,500.0,542.0,0.5,800000000.0,8100000000.0,0.005,1.22,600000.0,0.2,1e-05,1.9,0.0019,11.0,0.0014,0.42,42.0,4.1,0.24,500.0,10000000.0,8100000000.0,10000.0,471000.0,10000.0,0.05,0.001,1.0,14733.71232494188,14733.876565703285,542.0,42.87741469483188,11.02888708664643,362.6991106739133,243.2835233419049,1.9,3.445641551402176,4.049398386594298,1.2944451507075156,133.31339539978015,0.0,94.6015079248012,126.50672105625429
