A_5_task1,B_4_task1,T_1_task1,Tc_3_task1,Th_2_task1,_1_task1
1.0,1.0,9.0,1.0,7.0,0.0
0.9190445799279313,1.2300681806317346,4.018757827042806,1.3183503735210877,7.6041218749847275,0.03
0.8816920448208218,1.4153500622353166,2.5869336028600913,1.5081393080926844,7.9249291348818,0.06
0.8607513855427799,1.5924960996614397,1.9070109337289596,1.6496072397589627,8.136207530825487,0.09
0.8490234330393845,1.7723253234454903,1.5097188825690357,1.7656753333768593,8.288235542401416,0.12
0.843597391344316,1.9599668649910307,1.2490574779153163,1.8661771741843314,8.402851311754954,0.15
0.8430551328398915,2.1586129796888067,1.0648216711608387,1.9562451929639333,8.491594015858348,0.18
0.8466403793516434,2.370658681426988,0.9276514756208992,2.0388968844431807,8.561332219265166,0.21
0.8539394842048486,2.5981470482269238,0.8215200517211837,2.1160557095637658,8.616498916393146,0.24
0.8647375192197575,2.842974526196498,0.736936635060835,2.1890218576749656,8.66012831861795,0.27
0.8789458380998444,3.1069983441694675,0.6679222478012373,2.258714436040567,8.694392431733391,0.3
0.8965626993774597,3.392098940937898,0.6105230223881792,2.325806380616287,8.720901764762488,0.33
0.9176505962240463,3.700220053213777,0.562019734330411,2.390804609896892,8.740885065191085,0.36
0.942322711270346,4.033396945708286,0.5204804078891496,2.4541000671863484,8.75530221899121,0.39
0.9707346866356431,4.393778069980419,0.48449483944476157,2.5160001963179583,8.764917974580532,0.42
1.0030796038191936,4.783643084919389,0.45300956332318504,2.576750858149471,8.770351997036942,0.45
1.0395850382582386,5.205418822998683,0.42522174921150013,2.6365515014223995,8.772113732465648,0.48
1.0805114858562084,5.661694172358414,0.40050859053595544,2.6955659689850284,8.770627399697403,0.51
1.126151775386442,6.15523447638717,0.3783798080231664,2.7539302806952,8.766250103310933,0.54
1.1768311549439332,6.6889958619387535,0.3584440544688011,2.811758458141241,8.759285471806926,0.57
1.2329079215930325,7.266139748593077,0.34038518536032253,2.869146879307236,8.749993919560643,0.6
1.294774453991564,7.890047712656476,0.32394488085641804,2.926177641076998,8.738600619128864,0.63
1.362858617910565,8.564336866049315,0.308910149235146,2.9829211004171747,8.725301573173335,0.66
1.437625444538383,9.292875863906547,0.29510374440354487,3.0394379220109373,8.710268527417805,0.69
1.5195790787571037,10.079801594013635,0.28237696022077496,3.0957806842952738,8.693652855441702,0.72
1.6092649739791158,10.929536658914477,0.27060410694737036,3.151995162846553,8.675588680767282,0.75
1.7072723238411807,11.846807733756675,0.2596782592806444,3.2081213636828756,8.656195407923935,0.78
1.814236674132334,12.836664652290926,0.249507739395599,3.264194402266065,8.635579885933664,0.81
1.930842832457173,13.904500723254591,0.24001364760537708,3.320245153886307,8.613838029805425,0.84
2.057827934849721,15.056073851852318,0.23112763355141647,3.3763008542839854,8.59105631511245,0.87
2.1959847548428297,16.297528766818324,0.22279018733826472,3.432385579019511,8.567312983755324,0.9
2.3461652393355457,17.63542033906482,0.21494925422452268,3.488520643156695,8.542679057094734,0.93
2.5092842878763078,19.076738109616226,0.2075591060458815,3.5447249371981977,8.51721919150067,0.96
2.6863237749398237,20.628932027782223,0.20057940573558178,3.6010152147020014,8.490992416599928,0.99
2.8783368282676296,22.29993947122199,0.19397443967890546,3.6574063353110047,8.464052762802243,1.02
3.086452206981917,24.09821274969796,0.18771238032363907,3.7139114975538603,8.436449864396344,1.05
3.3118793228162757,26.032749803061673,0.18176491182028218,3.7705423727350307,8.408229319379634,1.08
3.5559131880493786,28.11312457119258,0.17610666357917765,3.8273092918048937,8.379433174858445,1.11
3.8199397112749196,30.349519062574412,0.17071483570129065,3.8842213782551274,8.350100281200351,1.14
