Time,T,Th,Tc,B,A,alpha,alpha_0,alpha_1,delta_2,mu_1,mu_10,mu_11,mu_2,mu_20,beta_1,beta_2,mu_3,mu_30,gamma_1,gamma_2,mu_4,mu_40,delta_1,compartment,Formation_of_tumor_cell,Removal_of_tumor_cell_from_the_system,Formation_of_T_helper_cell,Removal_of_T_helper_cell_from_the_system,formation_of_cytotoxic_T_cell,Removal_of_cytotoxic_T_cell,Formation_of_B_cell,Removal_of_B_cell_from_the_system,introduction_of_antibody_against_cancer,Removal_of_antibody_from_the_system
26.25,1.7467935302446815e-15,0.0592481456667916,13.73546138765803,8821174.385283217,9995755.481663853,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.144228354440427e-16,1.396865913367496e-10,2.6512385786259462e-15,0.011849629133358321,0.04069003085483737,0.5659010091715108,156791.46747943544,264635.2315584965,3087411.034849126,2998726.6444991645
26.28,1.935960443442366e-15,0.05889371836554242,13.71971046239255,8817925.594352784,9998387.029145624,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.4847287981962586e-16,1.5485453693571715e-10,2.938145437900427e-15,0.011778743673108485,0.040400238201457314,0.5652520710505731,155796.12795664318,264537.7678305835,3086273.958023474,2999516.108743697
26.31,2.0825971881560093e-15,0.05854141133233738,13.70397033493617,8814649.96695788,10000960.901050605,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.7486749386808165e-16,1.6662666693594814e-10,3.160471235823437e-15,0.011708282266467477,0.04011248821319386,0.5646035777993702,154806.61483988393,264439.4990087364,3085127.4884352577,3000288.2703151917
26.34,2.18034985668095e-15,0.0581912118838099,13.688241052981544,8811347.70149272,10003477.334632318,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.9246297420257096e-16,1.7449165734360987e-10,3.3085879451687113e-15,0.011638242376761981,0.039826766771547714,0.5639555313828396,153822.90032385295,264340.4310447816,3083971.695522452,3001043.200389706
26.37,2.2223388678682718e-15,0.05784310742399163,13.672522663653833,8808018.995297112,10005936.56736111,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.000209962162889e-16,1.7789572282740054e-10,3.372072397562393e-15,0.011568621484798328,0.039543059859546675,0.563307933742538,152844.95668126672,264240.5698589133,3082806.648353989,3001780.9702083445
26.4,2.201177153101443e-15,0.05749708544381215,13.656815213514466,8804664.044657882,10008338.836911818,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.9621188755825973e-16,1.7624405047449815e-10,3.3397341109068165e-15,0.011499417088762431,0.03926135356110185,0.562660786796796,151872.75626393422,264139.92133973644,3081632.4156302586,3002501.6510735564
26.43,2.1089883422728395e-15,0.057153133520598656,13.641118748564914,8801283.044810265,10010684.381151414,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.796179016091111e-16,1.6890223892917104e-10,3.199643101105051e-15,0.011430626704119732,0.03898163406036519,0.5620140924408744,150906.2715037941,264038.49134430796,3080449.0656835926,3003205.314345435
26.46,1.9374249497603095e-15,0.056811239317576034,13.625433314250479,8797876.18993932,10012973.438126668,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.487364909568557e-16,1.551977427062109e-10,2.9391576783846667e-15,0.011362247863515208,0.038703887641088494,0.5613678525471197,149945.47491392083,263936.2856981796,3079256.666478762,3003892.0314380103
26.49,1.6776865604037695e-15,0.056471390583366636,13.609758955464065,8794443.67318134,10015206.246051807,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.019835808726785e-16,1.3442132147326272e-10,2.544952228514362e-15,0.011294278116673329,0.03842810068598336,0.5607220689651194,148990.33908949821,263833.3101954402,3078055.285613469,3004561.8738155505
26.52,1.320538015481623e-15,0.0561335751514899,13.59409571654994,8790985.68662525,10017383.043296162,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.3769684278669214e-16,1.0582849409804677e-10,2.0030449792021656e-15,0.011226715030297981,0.038154259676082394,0.5600767435218575,148040.8367087598,263729.5705987575,3076844.990318837,3005214.912988855
26.55,8.563275986875026e-16,0.0557977809398625,13.578443641307535,8787502.421314027,10019504.06837183,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.5413896776375046e-16,6.864099725846787e-11,1.298825751960551e-15,0.0111595561879725,0.03788235119010202,0.5594318780218704,147096.9405339004,263625.0726394208,3075625.8474599095,3005851.2205115533
26.58,2.7500522210678856e-16,0.05546399595029801,13.562802772995207,8783994.0672461,10021569.559921332,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.950093997922194e-17,2.204824841547886e-11,4.1708369971775537e-16,0.011092799190059602,0.037612361903806346,0.5587874742474025,146158.62341195476,263519.822017383,3074397.923536135,3006470.867976401
26.61,-3.19942906339857e-16,0.05513220766828612,13.5471731588292,8780460.81611224,10023579.74289474,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.758972314117426e-17,-2.5656223645485747e-11,-4.852061071360827e-16,0.011026441533657226,0.03734427819553841,0.558143534143763,145225.8567411436,263413.8244833672,3073161.285639284,3007073.922868421
26.64,-6.103210593537536e-16,0.05480240252995569,13.531554853979056,8776902.86372601,10025534.816273928,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.0985779068367565e-16,-4.8951194355132154e-11,-9.255157071407944e-16,0.01096048050599114,0.03707808579819347,0.5575000599839371,144298.60911126793,263307.0859117803,3071916.0023041037,3007660.444882175
26.67,-8.947190665820653e-16,0.05447457029912834,13.515947888759529,8773320.390058015,10027435.053867716,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.6104943198477175e-16,-7.177512004347462e-11,-1.3567004308802466e-15,0.010894914059825669,0.03681377267127443,0.5568570530168926,143376.85750349428,263199.6117017404,3070662.1365203047,3008230.5161603102
26.7,-1.1629571282178293e-15,0.05414869919427051,13.500352305156428,8769713.581462255,10029280.692093184,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.0933228307920926e-16,-9.331057350756334e-11,-1.763327477040254e-15,0.010829739838854102,0.03655132579942326,0.5562145149724448,142460.57482274843,263091.40744386765,3069399.753511789,3008784.2076279493
26.73,-1.4035507264982419e-15,0.053824777506757286,13.484768144696982,8766082.623293944,10031071.96724067,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.526391307696835e-16,-1.1263485835958307e-10,-2.1279898314193273e-15,0.010764955501351458,0.03629073225591853,0.5555724475615157,141549.73404138943,262982.4786988183,3068128.91815288,3009321.590172194
26.76,-1.603640751558909e-15,0.05350279360010036,13.469195448455668,8762427.699912142,10032809.115455152,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.8865533528060363e-16,-1.2871435397606652e-10,-2.4312009053801733e-15,0.010700558720020072,0.03603197920189802,0.5549308524763735,140644.3081992548,262872.83099736425,3066849.6949692494,3009842.7346365377
26.79,-1.7489236272884081e-15,0.05318273590917559,13.453634257060013,8758748.994682427,10034492.372717641,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.1480625291191345e-16,-1.4039886285519097e-10,-2.651289203951231e-15,0.01063654718183512,0.03577505388558352,0.5542897313908726,139744.27040367966,262762.4698404728,3065562.1481388495,3010347.7118152836
26.82,-1.8235814371827553e-15,0.05286459293945067,13.438084610696418,8755046.689979518,10036121.97482657,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.2824465869289597e-16,-1.4641596092637173e-10,-2.7642930228847145e-15,0.010572918587890135,0.03551994364150823,0.5536490859606924,138849.59382948925,262651.4006993855,3064266.3414928312,3010836.5924479617
26.85,-1.8102120501997466e-15,0.05254835326621301,13.422546549115967,8751320.967189942,10037698.157379188,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.2583816903595436e-16,-1.4536535134925106e-10,-2.7438551739898155e-15,0.010509670653242603,0.035266635889746885,0.5530089178235779,137960.25171896786,262539.6290156982,3062962.3385164794,3011309.447213747
26.88,-1.689759246613495e-15,0.05223400553379737,13.407020111640254,8747572.006714674,10039221.155752944,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.041566643904291e-16,-1.3571322233210736e-10,-2.561117738071761e-15,0.010446801106759475,0.03501511813514833,0.5523692285995785,137076.21738180163,262427.1602014402,3061650.2023501354,3011766.3467258746
26.91,-1.4414428438687893e-15,0.05192153845481345,13.39150533716718,8743799.987971794,10040691.205086876,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.5945971189638206e-16,-1.1578660949259337e-10,-2.1846168448176885e-15,0.01038430769096269,0.03476537796657046,0.5517300198912878,136197.46419499742,262313.99963915383,3060329.9957901277,3012207.3615260553
26.94,-1.0426888224356116e-15,0.051610940809373854,13.376002264176789,8740005.089399133,10042108.540263008,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.876839880384101e-16,-8.37677632767525e-11,-1.5801774789826132e-15,0.010322188161874772,0.034517403056118307,0.5510912932840837,135323.9656027778,262200.152681974,3059001.781289696,3012632.5620788974
26.97,-4.690594516636229e-16,0.05130220144432167,13.360510930737071,8736187.48845691,10043473.395887733,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-8.443070129945212e-17,-3.768852194525332e-11,-7.108083122390174e-16,0.010260440288864334,0.034271181158384206,0.5504530503463674,134455.69511645206,262085.62465370732,3057665.6209599185,3013042.0187663175
27.0,3.058165843636805e-16,0.050995309272458086,13.345031374509778,8732347.361630404,10044786.006273206,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,5.504698518546249e-17,2.457530937114377e-11,4.634034399356026e-16,0.010199061854491619,0.034026700109690784,0.5498152926298029,133592.62631426382,261970.42084891212,3056321.5765706412,3013435.8018819634
27.03,1.3103140609741224e-15,0.05069025327177035,13.32956363275625,8728484.884432582,10046046.605418734,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.3585653097534204e-16,1.0530957305163227e-10,1.9853971369460855e-15,0.01013805065435407,0.033783947827336756,0.5491780216695575,132734.73284121658,261854.54653297746,3054969.7095514038,3013813.981625627
27.06,1.7367747650313929e-15,0.0503870220369513,13.314107745643636,8724600.237897208,10047255.421795545,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.126194577056507e-16,1.3960089287943629e-10,2.6314154200547467e-15,0.01007740440739026,0.033542912019113864,0.5485412391205178,131881.9873351612,261738.00713691622,3053610.0832640226,3014176.6265386725
27.09,1.9230132451472305e-15,0.050085604837090285,13.298663748447929,8720693.593236893,10048412.690613933,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.4614238412650147e-16,1.5458842849820856e-10,2.9134144521687263e-15,0.010017120967418058,0.03330358086831541,0.5479049464360547,131034.3639648691,261620.8077971068,3052242.7576329126,3014523.8071841896
27.12,2.077509620131403e-15,0.04978599093387444,13.28323167658017,8716765.121718608,10049518.645899856,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.739517316236525e-16,1.6702656051657594e-10,3.147293692730974e-15,0.009957198186774888,0.033065942591149894,0.547269145075103,130191.83679678591,261502.95365155823,3050867.7926015127,3014855.593769967
27.15,2.188886524082287e-15,0.0494881695324225,13.267811565949032,8712814.995367924,10050573.519914618,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.9399957433481165e-16,1.759994527114431e-10,3.3158269823407363e-15,0.009897633906484501,0.03282998540500787,0.5466338365171001,129354.37967862784,261384.4498610377,3049485.248378773,3015172.0559743964
27.18,2.2445856569678396e-15,0.0491921298972899,13.252403452105744,8708843.385278713,10051577.544491714,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.040254182542111e-16,1.8049601865175454e-10,3.4000032702127063e-15,0.009838425979457981,0.032595697603376016,0.5459990222267567,128521.96651914313,261265.3015583614,3048095.1848475495,3015473.263347525
27.21,2.2308262409145863e-15,0.04889786135163721,13.237007370250383,8704850.46161667,10052530.951017523,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.015487233646255e-16,1.794065811408903e-10,3.37896415104023e-15,0.009779572270327443,0.03236306755506714,0.5453647036543158,127694.57128766792,261145.51384850012,3046697.6615658347,3015759.285305268
27.24,2.132563476496725e-15,0.04860535327639819,13.221623355238103,8700836.393622823,10053433.970412016,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.838614257694105e-16,1.715195365804348e-10,3.2299414150929277e-15,0.00972107065527964,0.032132083703452705,0.5447308822358099,126872.16801366133,261025.0918086847,3045292.737767988,3016030.1911236155
27.27,1.933446999025098e-15,0.04831459510944788,13.206251441585389,8696801.349617036,10054286.83310944,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.4802045982451764e-16,1.5551802453081306e-10,2.92819461121469e-15,0.009662919021889578,0.03190273456569839,0.544097559393318,126054.73078622081,260904.04048851106,3043880.4723659623,3016286.0499328417
27.3,1.6157793348363026e-15,0.04802557634477108,13.190891663476325,8692745.497001538,10055089.769039039,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.908402802705345e-16,1.2997660274048362e-10,2.446948622394899e-15,0.009605115268954217,0.03167500873200299,0.5434647365352246,125242.23375357932,260782.36491004613,3042460.923950538,3016526.930711719
27.33,1.1604743575817598e-15,0.04773828653163034,13.17554405476884,8688669.002264418,10055843.007605728,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.0888538436471675e-16,9.335792791153762e-11,1.757331253591094e-15,0.00954765730632607,0.03144889486483989,0.5428324150564763,124434.65112258207,260660.0700679325,3041034.150792546,3016752.9022817244
27.36,5.470157445165346e-16,0.047452715273734125,13.160208649000964,8684572.030983146,10056546.777670816,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,9.846283401297622e-17,4.400944246579821e-11,8.283108314872397e-16,0.009490543054746826,0.031224381698201725,0.5422005963388398,123631.95715814533,260537.1609294944,3039600.210844101,3016964.0333012473
27.39,-2.46584567211305e-16,0.04716885222840521,13.144885479397082,8680454.747828085,10057201.307532681,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.438522209803489e-17,-1.983993242811493e-11,-3.73366184120736e-16,0.009433770445681042,0.031001458036848197,0.5415692817511598,122834.12618269754,260413.64243484254,3038159.1617398295,3017160.3922598027
27.42,-1.2438279242718403e-15,0.04688668710574872,13.12957457887419,8676317.316565998,10057806.82490749,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.2388902636893124e-16,-1.0008309731009565e-10,-1.8832375776173784e-15,0.009377337421149745,0.030780112755556692,0.5409384726496166,122041.13257560146,260289.51949697992,3036711.0607980993,3017342.0474722404
27.45,-2.4697705008640585e-15,0.04660620966782043,13.114275980048145,8672159.900063567,10058363.556909885,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.445586901555305e-16,-1.9873806811302449e-10,-3.739187743834488e-15,0.009321241933564086,0.030560334798376082,0.5403081703779836,121252.95077255959,260164.797001907,3035255.965022248,3017509.067072953
27.48,-3.627919532438368e-15,0.04632741033123538,13.09898971063197,8667982.660096224,10058871.746945063,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-6.530255158389062e-16,-2.9194701801041884e-10,-5.492300933705945e-15,0.009265482066247076,0.03034211356243454,0.5396783760780371,120469.55683148072,260039.47980288672,3033793.9310336784,3017661.5240835007
27.51,-4.086004169863487e-15,0.04605028019298543,13.08371579323861,8663785.757343082,10059331.655436313,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-7.354807505754275e-16,-3.288251681930665e-10,-6.185454745862807e-15,0.009210056038597087,0.03012543891217958,0.5390490906814308,119690.92849727946,259913.57272029243,3032325.0150700784,3017799.496630873
27.54,-4.495260114914086e-15,0.04577480800583738,13.068454268477106,8659569.352365894,10059743.475064795,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-8.091468206845356e-16,-3.617752422340329e-10,-6.804621072980077e-15,0.009154961601167477,0.02991029925360636,0.5384203158612568,118917.03735531913,259787.08057097683,3030849.2733280626,3017923.0425194157
27.57,-4.837080389066942e-15,0.04550098382525739,13.053205167104085,8655333.604435818,10060107.432978328,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-8.706744700320494e-16,-3.892987640874039e-10,-7.321648158563734e-15,0.009100196765051478,0.029696683858782748,0.5377920528846883,118147.85830127553,259660.00813307453,3029366.7615525364,3018032.2298934744
27.6,-5.090881756296474e-15,0.04522879776148517,13.03796851955299,8651078.67193923,10060423.755822375,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-9.163587161333653e-16,-4.0973812592338585e-10,-7.705398972859661e-15,0.009045759552297033,0.029484582069546576,0.5371643030055832,117383.36630153352,259532.3601581769,3027877.5351787303,3018127.126746687
27.63,-5.234026596456521e-15,0.04495823997892548,13.022744355938643,8646804.71238117,10060692.669726996,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-9.421247873621737e-16,-4.212703483974321e-10,-7.921633681818653e-15,0.008991647995785097,0.02927398329689657,0.5365370674646721,116623.53639302278,259404.14137143508,3026381.649333409,3018207.800918072
27.66,-5.241744778661818e-15,0.04468930069553978,13.007532706061776,8642511.882388772,10060914.400293808,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-9.435140601591271e-16,-4.219008506092597e-10,-7.932892140567595e-15,0.008937860139107957,0.029064877020385356,0.5359103474897452,115868.34368303609,259275.35647166317,3024879.15883607,3018274.320088116
27.69,-5.0870555346694605e-15,0.04442197018223802,12.992333599413593,8638200.337714722,10061089.172582962,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-9.156699962405029e-16,-4.0945723024650615e-10,-7.698376410787132e-15,0.008884394036447604,0.02885725278751504,0.53528414429584,115117.76334903097,259146.01013144167,3023370.1182001526,3018326.751774863
27.72,-4.740689332260562e-15,0.04415623876227029,12.977147065180306,8633870.233240683,10061217.211100083,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-8.53324079806901e-16,-3.8158305440063636e-10,-7.173833301406757e-15,0.008831247752454058,0.02865110021313474,0.5346584590854286,114371.77063841379,259016.10699722046,3021854.581634239,3018365.163330001
27.75,-4.171009748621582e-15,0.04389209681061831,12.96197313224769,8629521.722980732,10061298.739783255,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-7.507817547518848e-16,-3.357316615355859e-10,-6.311436932037733e-15,0.008778419362123662,0.028446408978840394,0.5340332930486048,113630.3408683068,258885.65168942197,3020332.603043256,3018389.6219349555
27.78,-3.3439353437261057e-15,0.04362953475338738,12.946811829205632,8625154.960084813,10061333.981989963,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-6.01908361870699e-16,-2.691599750827381e-10,-5.059671318576812e-15,0.008725906950677476,0.02824316883237703,0.5334086473632721,112893.44942530002,258754.64880254437,3018804.236029684,3018400.194596972
27.81,-2.2228615337163826e-15,0.043368543067197854,12.931663184352674,8620770.096842168,10061323.160484064,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.0011507606894886e-16,-1.7892232912880077e-10,-3.363212980421793e-15,0.00867370861343957,0.028041369587043057,0.5327845231953302,112161.07176518562,258623.10290526503,3017269.5338947587,3018396.948145208
27.84,-7.685824642843343e-16,0.04310911227857683,12.91652722570056,8616367.284684777,10061266.497422745,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.3834484357118016e-16,-6.186430665633352e-11,-1.162813568750955e-15,0.008621822455715368,0.02784100112109695,0.5321609216988631,111433.18341267703,258491.0185405433,3015728.549639672,3018379.94922682
27.87,1.060787115946123e-15,0.04285123296334994,12.901403980978797,8611946.674190802,10061164.214343496,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.9094168087030214e-16,8.538340920990541e-11,1.6048174846681629e-15,0.008570246592669988,0.02764205337716623,0.5315378440163264,110709.75996111268,258358.40022572406,3014181.335966781,3018349.2643030537
27.9,3.3098899820377486e-15,0.04259489574603289,12.886293477639184,8607508.415088028,10061016.532151053,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,5.957801967667948e-16,2.6641117050464594e-10,5.007130298671343e-15,0.008518979149206579,0.027444516361658663,0.5309152912787344,109990.77707214399,258225.25245264082,3012627.9452808094,3018304.9596453323
27.93,4.40023653197579e-15,0.04234009331348861,12.871195727519101,8603052.653185565,10060823.725622587,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,7.920425757556422e-16,3.5416575306089693e-10,6.656246725573269e-15,0.008468018662697722,0.027248381407989884,0.530293263973787,109276.21563503494,258091.57959556693,3011068.4286149475,3018247.1176867983
27.96,5.130319638759505e-15,0.042086815459033505,12.85611076458705,8598579.537934037,10060585.989274647,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,9.23457534976711e-16,4.129188365773465e-10,7.760255102903956e-15,0.008417363091806702,0.027053638063530436,0.5296717635009865,108566.04906687306,257957.3861380211,3009502.838276913,3018175.7967824196
27.99,5.779298128804126e-15,0.04183505266991171,12.841038617619244,8594089.216957249,10060303.534465346,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.0402736631847427e-15,4.6513944256673285e-10,8.741480365690282e-15,0.008367010533982342,0.02686027634525392,0.5290507910459129,107860.25251241788,257822.67650871744,3007931.225935037,3018091.060339633
28.02,6.315913059148338e-15,0.0415847958679759,12.825979312174576,8589581.836450154,10059976.582379065,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.1368643506467008e-15,5.083116815557889e-10,9.552663375307877e-15,0.00831695917359518,0.026668286575216228,0.5284303476615926,107158.80217803766,257687.4550935046,3006353.6427575536,3017992.974713751
28.05,6.705671576228588e-15,0.04133603602863349,12.810932873496773,8585057.541762462,10059605.35371622,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.207020883721146e-15,5.396599540046863e-10,1.0141663128904233e-14,0.008267207205726698,0.026477659140998547,0.5278104343880671,106461.67435627845,257551.72625287384,3004770.1396168615,3017881.6061148997
