CO2,NADP,NADPH,O2,PGA,RuBP,Time
230.0,0.29000000000000004,0.21,210.0,2.4,2.0,0.0
230.0,0.2925944244469817,0.20740557555301828,210.0,2.4083098936329757,2.0,0.01
230.0,0.2950404174314175,0.2049595825685825,210.0,2.4167098733976777,2.0,0.02
230.0,0.29734559487903156,0.20265440512096847,210.0,2.425193811297081,2.0,0.03
230.0,0.29951774460136876,0.20048225539863124,210.0,2.43375550372992,2.0,0.04
230.0,0.30156477484232364,0.19843522515767636,210.0,2.4423886465632347,2.0,0.05
230.0,0.303494030114833,0.19650596988516703,210.0,2.4510873810605855,2.0,0.06
230.0,0.3053123690109655,0.19468763098903455,210.0,2.4598462314721505,2.0,0.07
230.0,0.3070261724454327,0.19297382755456732,210.0,2.4686600972896575,2.0,0.08
230.0,0.30864143838768254,0.19135856161231743,210.0,2.4775241773428243,2.0,0.09
230.0,0.3101638229460761,0.18983617705392392,210.0,2.4864339383481098,2.0,0.1
230.0,0.3115986620729596,0.18840133792704042,210.0,2.4953850978814516,2.0,0.11
230.0,0.31295098515150876,0.18704901484849124,210.0,2.5043736139466923,2.0,0.12
230.0,0.314225468603257,0.185774531396743,210.0,2.5133957213311664,2.0,0.13
230.0,0.3154267055456426,0.18457329445435738,210.0,2.522447720697174,2.0,0.14
230.0,0.3165588580553231,0.18344114194467692,210.0,2.531526252468561,2.0,0.15
230.0,0.31762596285283956,0.18237403714716044,210.0,2.5406280565185115,2.0,0.16
230.0,0.3186317333078227,0.18136826669217734,210.0,2.549750128209871,2.0,0.17
230.0,0.3195797005751224,0.18042029942487756,210.0,2.5588896063923072,2.0,0.18
230.0,0.3204731751256657,0.1795268248743343,210.0,2.568043805512825,2.0,0.19
230.0,0.3213153603050575,0.1786846396949425,210.0,2.5772101283984465,2.0,0.2
230.0,0.32210910665687276,0.17789089334312727,210.0,2.5863862532335684,2.0,0.21
230.0,0.3228571532166177,0.17714284678338232,210.0,2.5955699492061477,2.0,0.22
230.0,0.3235621766607235,0.1764378233392765,210.0,2.60475903852852,2.0,0.23
230.0,0.3242266053991266,0.1757733946008734,210.0,2.613951539371557,2.0,0.24
230.0,0.32485281154773943,0.17514718845226057,210.0,2.623145518407064,2.0,0.25
230.0,0.32544298882111433,0.1745570111788857,210.0,2.632339185425724,2.0,0.26
230.0,0.32599922373569445,0.17400077626430552,210.0,2.6415308391191,2.0,0.27
230.0,0.32652347114555347,0.1734765288544465,210.0,2.650718883881618,2.0,0.28
230.0,0.3270175737494725,0.1729824262505275,210.0,2.6599018160190924,2.0,0.29
230.0,0.32748326248603166,0.17251673751396832,210.0,2.669078223235376,2.0,0.3
230.0,0.32792217282840624,0.17207782717159376,210.0,2.6782467718646,2.0,0.31
230.0,0.3283358392850708,0.17166416071492918,210.0,2.6874062113480948,2.0,0.32
230.0,0.3287257159955107,0.1712742840044893,210.0,2.6965553581795922,2.0,0.33
230.0,0.32909316722788984,0.17090683277211013,210.0,2.7056931031669404,2.0,0.34
230.0,0.32943948496293474,0.1705605150370653,210.0,2.714818397883452,2.0,0.35000000000000003
230.0,0.32976588346368774,0.17023411653631224,210.0,2.7239302586527487,2.0,0.36
230.0,0.3300735092148881,0.16992649078511193,210.0,2.7330277589234115,2.0,0.37
230.0,0.33036344262217354,0.16963655737782646,210.0,2.742110027763334,2.0,0.38
230.0,0.3306367003914518,0.16936329960854818,210.0,2.751176248065524,2.0,0.39
230.0,0.3308942500259764,0.16910574997402358,210.0,2.760225645107698,2.0,0.4
230.0,0.3311369980659925,0.16886300193400752,210.0,2.7692574958139926,2.0,0.41000000000000003
230.0,0.33136577929271094,0.16863422070728906,210.0,2.778271137278867,2.0,0.42
230.0,0.3315814132413746,0.16841858675862545,210.0,2.787265921097495,2.0,0.43
230.0,0.33178465808804103,0.16821534191195894,210.0,2.7962412507074945,2.0,0.44
230.0,0.3319762008527527,0.16802379914724727,210.0,2.805196589311024,2.0,0.45
230.0,0.3321567238972296,0.16784327610277042,210.0,2.8141314074337846,2.0,0.46
230.0,0.3323268684131936,0.16767313158680638,210.0,2.8230452114178406,2.0,0.47000000000000003
230.0,0.33248721502787015,0.16751278497212982,210.0,2.8319375583491366,2.0,0.48
230.0,0.33263832844989205,0.16736167155010792,210.0,2.8408080206897033,2.0,0.49
230.0,0.3327807453588171,0.16721925464118295,210.0,2.8496561959753635,2.0,0.5
230.0,0.3329149674957098,0.16708503250429022,210.0,2.858481712915454,2.0,0.51
230.0,0.3330414660426947,0.16695853395730534,210.0,2.8672842261663787,2.0,0.52
230.0,0.3331606826224983,0.16683931737750168,210.0,2.876063415850931,2.0,0.53
230.0,0.3332730459264186,0.16672695407358143,210.0,2.884818975760931,2.0,0.54
230.0,0.3333789510812373,0.16662104891876275,210.0,2.893550628112415,2.0,0.55
230.0,0.33347876345596295,0.16652123654403708,210.0,2.9022581207996367,2.0,0.56
230.0,0.33357283946631633,0.16642716053368367,210.0,2.910941210935255,2.0,0.5700000000000001
230.0,0.3336615091102587,0.16633849088974131,210.0,2.9195996789851066,2.0,0.58
230.0,0.3337450803609108,0.16625491963908925,210.0,2.9282333255861333,2.0,0.59
230.0,0.3338238466422981,0.16617615335770192,210.0,2.9368419640025425,2.0,0.6
230.0,0.33389808327783305,0.16610191672216695,210.0,2.9454254243484965,2.0,0.61
230.0,0.3339680503620023,0.1660319496379977,210.0,2.953983551200442,2.0,0.62
230.0,0.3340339930610124,0.1659660069389876,210.0,2.9625162025008382,2.0,0.63
230.0,0.3340961401114135,0.16590385988858652,210.0,2.9710232506013243,2.0,0.64
230.0,0.33415470003562076,0.16584529996437924,210.0,2.9795045840420866,2.0,0.65
230.0,0.3342098819128446,0.16579011808715538,210.0,2.987960095153679,2.0,0.66
230.0,0.3342618815444335,0.16573811845556652,210.0,2.9963896878072176,2.0,0.67
230.0,0.33431088687582544,0.1656891131241746,210.0,3.004793273952821,2.0,0.68
230.0,0.3343570795015262,0.1656429204984738,210.0,3.0131707724386274,2.0,0.6900000000000001
230.0,0.33440062830392614,0.16559937169607386,210.0,3.021522113137625,2.0,0.7000000000000001
230.0,0.3344415980026779,0.16555840199732205,210.0,3.0298472984899427,2.0,0.71
230.0,0.3344801914052473,0.16551980859475268,210.0,3.0381462398749566,2.0,0.72
230.0,0.3345165531296471,0.1654834468703529,210.0,3.046418889887022,2.0,0.73
230.0,0.3345508253131393,0.16544917468686074,210.0,3.0546652045796674,2.0,0.74
230.0,0.33458314900821695,0.16541685099178302,210.0,3.062885142358154,2.0,0.75
230.0,0.3346136655785866,0.1653863344214134,210.0,3.071078662872039,2.0,0.76
230.0,0.33464241387973503,0.16535758612026497,210.0,3.079245801734242,2.0,0.77
230.0,0.33466951597559924,0.16533048402440076,210.0,3.087386535302994,2.0,0.78
230.0,0.3346950796805613,0.16530492031943872,210.0,3.0955008514999607,2.0,0.79
230.0,0.334719193521854,0.16528080647814603,210.0,3.1035887533838373,2.0,0.8
230.0,0.3347419393027965,0.16525806069720353,210.0,3.111650250309954,2.0,0.81
230.0,0.3347633917326207,0.16523660826737926,210.0,3.1196853577990957,2.0,0.8200000000000001
230.0,0.3347836179050323,0.16521638209496767,210.0,3.1276940974095435,2.0,0.8300000000000001
230.0,0.3348026782174637,0.1651973217825363,210.0,3.1356764965784385,2.0,0.84
230.0,0.3348206389791796,0.16517936102082045,210.0,3.143632579455045,2.0,0.85
230.0,0.33483759450212336,0.16516240549787667,210.0,3.1515623512240616,2.0,0.86
230.0,0.33485357833313084,0.16514642166686916,210.0,3.159465860671261,2.0,0.87
230.0,0.33486864108822423,0.16513135891177577,210.0,3.167343145163932,2.0,0.88
230.0,0.33488282913745804,0.165117170862542,210.0,3.1751942456094815,2.0,0.89
230.0,0.33489618474844984,0.16510381525155013,210.0,3.183019206268828,2.0,0.9
230.0,0.334908769650609,0.16509123034939102,210.0,3.190818058841486,2.0,0.91
