Bid,CD95,CD95L,DISC,DISCp55,FADD,PrER,PrER_mGFP,PrNES,PrNES_mCherry,mCherry,mGFP,p18,p18inactive,p30,p43,p55free,tBid,Time
236.0,116.0,16.6,0.0,0.0,93.0,0.0,5178.0,0.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
236.0,116.0,16.6,0.04523469390226256,1.72450749762437e-05,92.9547480603663,1.55218911850858e-22,5178.0,6.631398298413236e-19,973.0,6.631398298413236e-19,1.55218911850858e-22,1.3587052961115236e-20,1.870262333722384e-24,6.564615669826645e-10,2.6654106719541685e-16,154.99998275426856,5.585057924343791e-20,0.01
236.0,116.0,16.6,0.09041034667752924,6.894765068138725e-05,92.90952070042196,2.033420771502374e-20,5178.0,4.2734282216070255e-17,973.0,4.2734282216070255e-17,2.033420771502374e-20,8.755875221120026e-19,2.4501075495257553e-22,5.249831577414478e-09,8.534195408519117e-15,154.99993104709947,3.5991420028128475e-18,0.02
236.0,116.0,16.6,0.13552701864895617,0.00015505877478186135,92.86431790486432,3.3373374426257226e-19,5178.0,4.783376271856967e-16,973.0,4.783376271856967e-16,3.3373374426257226e-19,9.822418219363374e-18,4.0212216665077546e-21,1.771189073742766e-08,6.448800176026703e-14,154.99984492351328,4.0286275005748475e-17,0.03
236.0,116.0,16.6,0.18058477010574286,0.00027552952356916616,92.8191396584016,2.488877139631316e-18,5178.0,2.6848911504623734e-15,973.0,2.6848911504623734e-15,2.488877139631316e-18,5.514674555089975e-17,2.9988956319883034e-20,4.196883543127057e-08,2.716372234403289e-13,154.99972442850734,2.2612534975434175e-16,0.04
236.0,116.0,16.6,0.22558366130300778,0.0004303110020466099,92.77398594575286,1.1858663342940502e-17,5178.0,1.0236329732262177e-14,973.0,1.0236329732262177e-14,1.1858663342940502e-17,2.1021127533570877e-16,1.428873010004508e-19,8.194127426302453e-08,8.283530290229802e-13,154.9995696070559,8.621182428605837e-16,0.05
236.0,116.0,16.6,0.270523752461758,0.0006193543439383893,92.72885675164801,4.246799320215025e-17,5178.0,3.0548616434402763e-14,973.0,3.0548616434402763e-14,4.246799320215025e-17,6.272206733409296e-16,5.117049664094833e-19,1.4154423556841037e-07,2.0596417684759903e-12,154.9993805041098,2.5728479065346626e-15,0.06
236.0,116.0,16.6,0.3154051037688161,0.0008426107117341144,92.68375206082784,1.2471411146820214e-16,5178.0,7.696949617047597e-14,973.0,7.696949617047597e-14,1.2471411146820214e-16,1.5800258408571371e-15,1.5027041639536135e-18,2.2468716981307472e-07,4.448347874826093e-12,154.99915716459668,6.4824803936528404e-15,0.07
236.0,116.0,16.6,0.36022777537673606,0.0011000312967424273,92.6386718580439,3.173104095960111e-16,5178.0,1.7139708927581056e-13,973.0,1.7139708927581056e-13,3.173104095960111e-16,3.517745777796114e-15,3.823333768346867e-18,3.3527395065323196e-07,8.666062356146862e-12,154.99889963342068,1.443530653102801e-14,0.08
236.0,116.0,16.6,0.40499182740377265,0.0013915673191007452,92.59361612805864,7.230201608458954e-16,5178.0,3.472401455423208e-13,972.9999999999998,3.472401455423208e-13,7.230201608458954e-16,7.125390767673335e-15,8.711808098817711e-18,4.772028822791583e-07,1.560448683988526e-11,154.99860795546243,2.924505872276561e-14,0.09
