Time,C3,C3b,C3bB_closed,C3bB_open,C3bBb,Factor_B,Bb,Factor_D,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,ks1,ks2,d1,d2,Fluid_phase,C3_hydrolysis,C3bB_formation,C3bB_conformational_change,C3_convertase_formation,C3_convertase_decay,C3_synthesis,C3_degradation,Factor_B_synthesis,Factor_B_degradation
0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.0006000000000000001,0.0,0.0,0.0,0.0,0.00316,0.002352,0.000789,0.000666
0.1,6.000020785028672,5.625133955010787e-05,3.7196858983349863e-06,3.1129559914739424e-08,1.2408749297698297e-08,2.0000085364926523,1.2287646477011168e-10,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.00060067378429416,6.613674528160838e-05,1.2241717094516513e-06,4.4964917932765134e-07,5.708024676941217e-09,0.00316,0.0023520081477312396,0.000789,0.0006660028426520532
0.2,6.000041267121929,0.00010829613046237087,1.1747283189750297e-05,1.5443199695659584e-07,1.3340652155715057e-07,2.0000125615472535,2.811388615489424e-09,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.0006072256509866963,9.568414096475169e-05,3.860110115342634e-06,2.230683922027256e-06,6.136699991628927e-08,0.00316,0.0023520161767117964,0.000789,0.0006660041829952355
0.30000000000000004,6.0000605353971705,0.00015943449543444064,2.1607217342726297e-05,3.4442053044385143e-07,4.748422678564156e-07,2.00001445673981,1.5806306450153722e-08,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.0006257101223127096,0.00011110917768505772,7.093597610448275e-06,4.974960837690839e-06,2.1842744321395117e-07,0.00316,0.0023520237298756907,0.000789,0.0006660048140943568
0.4,6.0000772106857845,0.0002119109851305131,3.2403510705229654e-05,5.708384778894444e-07,1.0976418161438268e-06,2.000015075712226,5.082824308682884e-08,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.0006594251347718294,0.00012225711074948073,1.0632192983287193e-05,8.245438143384532e-06,5.049152354261603e-07,0.00316,0.0023520302665888276,0.000789,0.0006660050202121714
0.5,6.000089687603085,0.000267525293450619,4.392964108876175e-05,8.192204428197072e-07,2.028616178960367e-06,2.0000145990358247,1.215207390514969e-07,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.000709821886618613,0.0001334899423778101,1.4409288815998233e-05,1.1833170710207785e-05,9.331634423217689e-07,0.00316,0.0023520351575404093,0.000789,0.0006660048614789296
0.6000000000000001,6.000096258413255,0.0003278805260579233,5.6280042643658986e-05,1.0861683205021647e-06,3.281557272913908e-06,2.000012907406591,2.4239778191051616e-07,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.0007776467648829505,0.00014677217766849053,1.8456411295777835e-05,1.568907429478755e-05,1.5095163455403977e-06,0.00316,0.002352037733297996,0.000789,0.0006660042981663949
0.7000000000000001,6.000095146766092,0.0003945112260304304,6.968138827904792e-05,1.3740945464014341e-06,4.869452989587018e-06,2.000009743697931,4.2855721088818166e-07,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.000863602542817424,0.00016304387845877656,2.2848104834530145e-05,1.9847994457713854e-05,2.2399483752100284e-06,0.00316,0.002352037297532308,0.000789,0.0006660032446514111
0.8,6.000084494120753,0.00046896453191617673,8.442214369580607e-05,1.688223625358023e-06,6.810352673398569e-06,2.000004780427446,6.95796199311681e-07,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.0009686658556901464,0.00018283915393648873,2.7679005136427766e-05,2.4385395188504402e-05,3.132762229763342e-06,0.00316,0.002352033121695335,0.000789,0.0006660015918823395
0.9,6.000062324352773,0.0005528606442106729,0.00010082629320629269,2.035189654275967e-06,9.129974174280562e-06,1.9999976445274756,1.0609121719877277e-06,0.08,0.0001,107.0,5.86,0.816,6.9,0.46,130.0,0.72,0.33,0.1068,0.00316,0.000789,0.000392,0.000333,1.0,0.0010942282815862069,0.00020656608559398387,3.3055318502999915e-05,2.9397100799714787e-05,4.1997881201690586e-06,0.00316,0.002352024431146287,0.000789,0.0006659992156276494
