T,H,KO,N,NAI,V
1230.0,0.96759349,4.68783,0.086975619,15.651332,-64.332558
1240.0,0.96771789,4.6775622,0.086796962,15.651854,-64.3591
1250.0,0.96784002,4.6674623,0.08662127,15.652379,-64.385254
1260.0,0.96795982,4.6575274,0.086448483,15.652907,-64.411003
1270.0,0.96807748,4.6477551,0.08627855,15.653439,-64.436378
1280.0,0.96819293,4.6381431,0.086111426,15.653973,-64.461372
1290.0,0.9683063,4.6286874,0.085947052,15.65451,-64.485992
1300.0,0.96841758,4.6193862,0.085785389,15.655051,-64.510246
1310.0,0.96852684,4.6102366,0.085626371,15.655595,-64.534134
1320.0,0.96863407,4.6012368,0.085469969,15.656141,-64.557671
1330.0,0.96873939,4.5923829,0.085316122,15.65669,-64.580856
1340.0,0.9688428,4.583674,0.0851648,15.657242,-64.603691
1350.0,0.96894437,4.5751061,0.085015945,15.657797,-64.62619
1360.0,0.96904409,4.566678,0.084869511,15.658354,-64.648354
1370.0,0.96914202,4.5583873,0.084725469,15.658914,-64.670189
1380.0,0.96923822,4.550231,0.084583774,15.659476,-64.691696
1390.0,0.9693327,4.5422072,0.084444381,15.660041,-64.712883
1400.0,0.9694255,4.5343137,0.084307246,15.660608,-64.733749
1410.0,0.96951663,4.5265484,0.084172338,15.661178,-64.754311
1420.0,0.9696061,4.518909,0.084039614,15.66175,-64.774567
1430.0,0.96969408,4.5113931,0.083909035,15.662324,-64.794518
1440.0,0.96978045,4.5039997,0.083780572,15.662901,-64.814171
1450.0,0.96986532,4.4967256,0.083654173,15.66348,-64.833534
1460.0,0.96994871,4.4895697,0.083529815,15.664061,-64.852608
1470.0,0.97003061,4.4825292,0.083407462,15.664644,-64.871391
1480.0,0.97011107,4.4756026,0.083287083,15.665229,-64.8899
1490.0,0.97019017,4.4687886,0.083168633,15.665816,-64.908134
1500.0,0.97026789,4.4620843,0.083052084,15.666406,-64.926094
1510.0,0.97034425,4.4554882,0.082937405,15.666997,-64.943787
1520.0,0.97041923,4.4489989,0.082824565,15.66759,-64.96122
1530.0,0.97049296,4.4426141,0.082713537,15.668185,-64.978386
1540.0,0.97056544,4.4363327,0.082604282,15.668782,-64.9953
1550.0,0.97063661,4.4301524,0.08249677,15.669381,-65.011963
1560.0,0.97070664,4.4240713,0.082390979,15.669981,-65.028374
1570.0,0.97077537,4.4180889,0.082286879,15.670584,-65.04454
1580.0,0.97084302,4.4122024,0.082184434,15.671187,-65.060463
1590.0,0.97090942,4.4064112,0.08208362,15.671793,-65.076157
1600.0,0.97097474,4.400713,0.081984408,15.6724,-65.091606
1610.0,0.97103894,4.3951063,0.081886783,15.673009,-65.106834
1620.0,0.97110206,4.3895898,0.081790701,15.673619,-65.121826
1630.0,0.97116405,4.3841624,0.081696153,15.674232,-65.136597
1640.0,0.97122502,4.3788218,0.081603095,15.674845,-65.151154
1650.0,0.97128499,4.3735671,0.08151152,15.67546,-65.165489
1660.0,0.97134393,4.3683968,0.08142139,15.676077,-65.179611
1670.0,0.97140187,4.3633099,0.081332691,15.676695,-65.19352
1680.0,0.97145879,4.358304,0.081245393,15.677314,-65.207222
1690.0,0.97151482,4.3533788,0.081159472,15.677935,-65.220718
1700.0,0.9715699,4.3485327,0.081074916,15.678556,-65.234016
1710.0,0.97162402,4.3437638,0.080991685,15.67918,-65.247116
1720.0,0.97167724,4.3390718,0.080909774,15.679805,-65.260017
1730.0,0.97172958,4.334455,0.080829144,15.680431,-65.27272
1740.0,0.97178108,4.3299122,0.080749795,15.681058,-65.28524
1750.0,0.97183168,4.3254418,0.080671683,15.681686,-65.297577
1760.0,0.97188145,4.321043,0.080594808,15.682317,-65.309723
1770.0,0.97193038,4.3167148,0.08051914,15.682947,-65.321693
1780.0,0.97197849,4.3124557,0.080444656,15.683579,-65.333481
1790.0,0.97202587,4.3082647,0.080371343,15.684213,-65.345093
1800.0,0.97207242,4.3041406,0.080299176,15.684847,-65.356529
1810.0,0.9721182,4.3000822,0.080228142,15.685482,-65.367798
1820.0,0.9721632,4.2960892,0.080158219,15.686119,-65.378899
1830.0,0.97220749,4.2921596,0.08008939,15.686756,-65.389832
1840.0,0.97225106,4.2882929,0.080021642,15.687395,-65.400604
1850.0,0.97229391,4.2844877,0.079954952,15.688035,-65.411209
1860.0,0.97233605,4.2807436,0.079889297,15.688675,-65.421661
1870.0,0.97237748,4.2770586,0.079824671,15.689317,-65.431953
1880.0,0.97241825,4.2734327,0.079761051,15.68996,-65.442101
1890.0,0.97245836,4.269865,0.079698421,15.690603,-65.452087
1900.0,0.97249782,4.2663536,0.079636768,15.691247,-65.461929
1910.0,0.97253662,4.2628984,0.079576068,15.691893,-65.471619
1920.0,0.97257477,4.2594981,0.079516321,15.692539,-65.481171
1930.0,0.97261238,4.2561522,0.079457492,15.693186,-65.490578
1940.0,0.97264928,4.2528591,0.079399586,15.693833,-65.499847
1950.0,0.97268564,4.2496185,0.079342574,15.694483,-65.508972
1960.0,0.9727214,4.2464294,0.079286441,15.695132,-65.517967
1970.0,0.97275662,4.2432914,0.079231188,15.695783,-65.526825
1980.0,0.97279119,4.2402034,0.079176784,15.696434,-65.535545
1990.0,0.97282529,4.237164,0.079123221,15.697085,-65.544144
2000.0,0.97285879,4.2341728,0.079070486,15.697739,-65.552612
2010.0,0.97289175,4.2312293,0.079018563,15.698392,-65.560951
2020.0,0.97292417,4.228333,0.078967445,15.699046,-65.569168
2030.0,0.97295612,4.225482,0.078917116,15.699701,-65.577263
2040.0,0.97298753,4.2226768,0.078867562,15.700356,-65.585243
2050.0,0.97301847,4.2199159,0.078818776,15.701013,-65.593094
2060.0,0.97304887,4.2171984,0.078770734,15.70167,-65.60083
2070.0,0.97307879,4.2145243,0.078723431,15.702328,-65.608459
2080.0,0.97310823,4.2118926,0.078676857,15.702986,-65.615967
2090.0,0.97313726,4.2093029,0.078630999,15.703645,-65.623367
2100.0,0.97316575,4.2067537,0.078585841,15.704305,-65.630653
2110.0,0.97319382,4.2042451,0.078541376,15.704965,-65.637833
2120.0,0.97322148,4.2017765,0.078497589,15.705626,-65.644905
2130.0,0.97324866,4.1993465,0.07845448,15.706287,-65.651878
2140.0,0.97327542,4.1969552,0.078412026,15.706949,-65.658745
2150.0,0.97330177,4.1946015,0.078370221,15.707611,-65.665504
2160.0,0.9733277,4.1922855,0.078329049,15.708275,-65.672165
2170.0,0.97335321,4.1900058,0.07828851,15.708939,-65.678734
2180.0,0.9733783,4.1877623,0.07824859,15.709602,-65.685196
2190.0,0.97340304,4.185554,0.078209281,15.710267,-65.691574
2200.0,0.97342736,4.1833806,0.07817056,15.710933,-65.697845
2210.0,0.97345132,4.181242,0.078132436,15.711598,-65.704033
2220.0,0.97347486,4.1791368,0.078094885,15.712265,-65.710121
2230.0,0.97349811,4.1770644,0.078057908,15.712932,-65.716125
2240.0,0.97352093,4.1750255,0.078021497,15.713598,-65.722038
2250.0,0.97354341,4.1730185,0.077985629,15.714266,-65.727867
2260.0,0.97356558,4.1710429,0.077950306,15.714934,-65.733604
2270.0,0.97358733,4.1690984,0.077915519,15.715603,-65.739265
2280.0,0.97360879,4.1671848,0.077881254,15.716272,-65.744835
2290.0,0.97362995,4.1653013,0.077847511,15.716942,-65.750328
2300.0,0.97365069,4.1634474,0.077814274,15.717611,-65.755737
2310.0,0.9736712,4.161623,0.077781536,15.718282,-65.761063
2320.0,0.97369134,4.1598272,0.07774929,15.718952,-65.766319
2330.0,0.97371119,4.1580591,0.077717535,15.719624,-65.771492
2340.0,0.97373074,4.1563196,0.07768625,15.720295,-65.776588
2350.0,0.97375,4.1546068,0.077655435,15.720967,-65.781616
2360.0,0.97376895,4.1529217,0.077625088,15.72164,-65.78656
2370.0,0.97378761,4.1512623,0.077595189,15.722312,-65.791443
2380.0,0.97380596,4.1496296,0.077565745,15.722985,-65.796249
2390.0,0.97382402,4.1480222,0.077536732,15.723659,-65.80098
2400.0,0.97384185,4.14644,0.077508159,15.724332,-65.805649
2410.0,0.97385937,4.1448827,0.077480011,15.725006,-65.810249
2420.0,0.97387666,4.1433496,0.07745228,15.72568,-65.814781
2430.0,0.9738937,4.1418409,0.077424958,15.726356,-65.819244
2440.0,0.97391045,4.1403561,0.077398047,15.727031,-65.823647
2450.0,0.9739269,4.1388941,0.077371538,15.727706,-65.82798
2460.0,0.97394317,4.137455,0.077345416,15.728381,-65.832253
2470.0,0.97395915,4.1360388,0.077319682,15.729057,-65.836464
2480.0,0.97397494,4.1346445,0.077294335,15.729733,-65.840614
2490.0,0.97399044,4.1332722,0.077269353,15.730411,-65.844704
2500.0,0.97400576,4.1319213,0.077244744,15.731087,-65.848732
2510.0,0.97402078,4.1305914,0.0772205,15.731764,-65.852707
2520.0,0.97403562,4.1292825,0.077196613,15.732442,-65.856621
2530.0,0.97405022,4.1279941,0.077173069,15.733119,-65.860474
2540.0,0.97406465,4.1267257,0.077149883,15.733797,-65.864281
2550.0,0.97407883,4.1254768,0.077127025,15.734475,-65.868027
2560.0,0.97409278,4.124248,0.077104509,15.735154,-65.871719
2570.0,0.97410655,4.1230383,0.077082321,15.735832,-65.875359
2580.0,0.97412008,4.1218472,0.077060454,15.736511,-65.878952
2590.0,0.97413343,4.1206746,0.077038914,15.73719,-65.882484
2600.0,0.9741466,4.1195207,0.07701768,15.73787,-65.885971
2610.0,0.97415954,4.1183844,0.076996759,15.738549,-65.889404
2620.0,0.97417229,4.1172662,0.076976135,15.739229,-65.892792
2630.0,0.97418487,4.1161652,0.076955818,15.739909,-65.896133
2640.0,0.97419727,4.1150813,0.07693579,15.740589,-65.899422
2650.0,0.97420949,4.1140141,0.076916054,15.74127,-65.902672
2660.0,0.97422153,4.1129637,0.076896608,15.74195,-65.905869
2670.0,0.97423339,4.1119294,0.076877438,15.742631,-65.909019
2680.0,0.97424507,4.1109118,0.076858543,15.743312,-65.912125
2690.0,0.97425658,4.1099095,0.076839916,15.743994,-65.915192
2700.0,0.97426796,4.108923,0.076821558,15.744675,-65.918213
2710.0,0.97427911,4.1079516,0.076803468,15.745357,-65.921188
2720.0,0.97429013,4.1069951,0.076785631,15.746038,-65.924126
2730.0,0.97430098,4.1060538,0.076768056,15.74672,-65.927017
2740.0,0.97431171,4.1051269,0.076750726,15.747402,-65.929871
2750.0,0.9743222,4.1042147,0.076733641,15.748084,-65.932686
2760.0,0.97433263,4.1033163,0.076716803,15.748767,-65.935463
2770.0,0.97434288,4.1024318,0.076700203,15.749449,-65.938194
2780.0,0.97435296,4.1015611,0.076683842,15.750132,-65.940895
2790.0,0.97436291,4.1007037,0.076667704,15.750814,-65.94355
2800.0,0.97437274,4.0998597,0.076651797,15.751497,-65.946175
2810.0,0.9743824,4.0990291,0.076636113,15.75218,-65.948761
2820.0,0.97439194,4.0982108,0.076620653,15.752864,-65.951309
2830.0,0.9744013,4.097405,0.076605402,15.753547,-65.953827
2840.0,0.97441059,4.096612,0.076590374,15.75423,-65.956306
2850.0,0.97441971,4.0958314,0.076575555,15.754914,-65.958748
2860.0,0.97442871,4.0950623,0.076560937,15.755598,-65.961159
2870.0,0.97443759,4.0943055,0.076546527,15.756282,-65.963539
2880.0,0.97444636,4.0935602,0.076532312,15.756966,-65.965889
2890.0,0.974455,4.0928264,0.076518297,15.75765,-65.968201
2900.0,0.97446346,4.0921035,0.076504476,15.758334,-65.970482
2910.0,0.97447187,4.091392,0.076490849,15.759019,-65.972733
2920.0,0.97448015,4.0906916,0.076477401,15.759703,-65.974953
2930.0,0.97448832,4.0900021,0.076464146,15.760387,-65.977142
2940.0,0.97449636,4.0893226,0.076451071,15.761072,-65.979309
2950.0,0.97450429,4.088654,0.076438174,15.761757,-65.981438
2960.0,0.9745121,4.0879955,0.076425456,15.762442,-65.983543
2970.0,0.97451979,4.087347,0.076412901,15.763126,-65.985611
2980.0,0.97452742,4.0867085,0.076400526,15.763811,-65.987663
2990.0,0.97453493,4.0860796,0.076388314,15.764497,-65.989677
3000.0,0.97454232,4.0854607,0.076376274,15.765182,-65.991669
3010.0,0.97454965,4.0848508,0.076364391,15.765866,-65.993637
3020.0,0.9745568,4.0842505,0.076352671,15.766552,-65.995575
3030.0,0.97456396,4.0836592,0.076341107,15.767238,-65.99749
3040.0,0.97457093,4.083077,0.076329701,15.767922,-65.999374
3050.0,0.97457784,4.0825033,0.076318443,15.768608,-66.001236
3060.0,0.9745847,4.0819387,0.076307334,15.769294,-66.003075
3070.0,0.97459143,4.0813828,0.076296374,15.769979,-66.00489
3080.0,0.97459805,4.0808353,0.076285563,15.770665,-66.006683
3090.0,0.97460461,4.080296,0.076274887,15.771351,-66.008446
3100.0,0.97461104,4.0797648,0.076264359,15.772037,-66.010193
3110.0,0.97461742,4.0792418,0.076253965,15.772722,-66.011917
3120.0,0.97462374,4.0787268,0.076243713,15.773409,-66.013611
3130.0,0.97462994,4.0782194,0.076233588,15.774095,-66.015289
3140.0,0.97463608,4.0777202,0.076223597,15.77478,-66.016945
3150.0,0.9746421,4.0772281,0.07621374,15.775467,-66.018578
3160.0,0.97464806,4.0767431,0.076204009,15.776153,-66.020187
3170.0,0.97465396,4.0762658,0.076194406,15.776839,-66.021782
3180.0,0.9746598,4.0757961,0.076184921,15.777525,-66.023354
3190.0,0.97466552,4.0753326,0.076175556,15.778212,-66.02491
3200.0,0.97467119,4.0748768,0.076166317,15.778897,-66.026436
3210.0,0.97467679,4.0744276,0.076157197,15.779584,-66.027954
3220.0,0.97468227,4.0739851,0.07614819,15.780271,-66.029442
3230.0,0.97468776,4.0735493,0.076139294,15.780956,-66.030922
3240.0,0.97469312,4.0731201,0.076130517,15.781643,-66.032372
3250.0,0.97469842,4.0726972,0.076121844,15.78233,-66.033813
3260.0,0.97470367,4.0722809,0.076113291,15.783016,-66.035233
3270.0,0.97470886,4.0718708,0.076104835,15.783703,-66.036636
3280.0,0.97471398,4.0714664,0.07609649,15.784389,-66.038017
3290.0,0.97471899,4.0710683,0.076088242,15.785075,-66.039391
3300.0,0.97472399,4.0706763,0.076080099,15.785762,-66.040741
3310.0,0.97472894,4.0702901,0.07607206,15.786448,-66.042076
3320.0,0.97473377,4.0699096,0.076064117,15.787135,-66.043396
3330.0,0.9747386,4.0695348,0.076056272,15.787822,-66.044693
3340.0,0.97474331,4.0691652,0.076048523,15.788508,-66.045982
3350.0,0.97474802,4.0688014,0.076040871,15.789195,-66.047256
3360.0,0.97475266,4.0684428,0.076033309,15.789882,-66.048508
3370.0,0.97475719,4.06809,0.076025836,15.790568,-66.049751
3380.0,0.97476172,4.0677419,0.076018453,15.791255,-66.050972
3390.0,0.97476619,4.067399,0.076011166,15.791942,-66.052185
3400.0,0.97477061,4.0670614,0.076003961,15.792628,-66.053383
3410.0,0.97477496,4.0667286,0.075996839,15.793315,-66.054565
3420.0,0.97477925,4.066401,0.075989805,15.794002,-66.055733
3430.0,0.97478348,4.0660782,0.075982854,15.794688,-66.056892
3440.0,0.97478771,4.0657597,0.075975977,15.795375,-66.058029
3450.0,0.97479188,4.0654464,0.075969189,15.796062,-66.059158
3460.0,0.97479594,4.0651374,0.075962476,15.796748,-66.060272
3470.0,0.97480005,4.0648327,0.075955845,15.797435,-66.061378
3480.0,0.97480404,4.0645328,0.075949289,15.798121,-66.062469
3490.0,0.97480798,4.0642371,0.075942807,15.798808,-66.063545
3500.0,0.97481191,4.0639458,0.075936399,15.799495,-66.064613
3510.0,0.97481579,4.0636587,0.075930066,15.800181,-66.065666
3520.0,0.9748196,4.0633759,0.0759238,15.800868,-66.066704
3530.0,0.97482342,4.063097,0.075917609,15.801555,-66.067734
3540.0,0.97482711,4.0628223,0.075911492,15.802241,-66.068756
3550.0,0.97483081,4.0625515,0.075905435,15.802928,-66.069763
3560.0,0.9748345,4.0622845,0.075899452,15.803615,-66.070755
3570.0,0.97483808,4.0620217,0.075893529,15.804301,-66.071739
3580.0,0.97484165,4.0617623,0.075887673,15.804988,-66.072716
3590.0,0.97484523,4.0615067,0.075881884,15.805675,-66.073677
3600.0,0.97484869,4.061255,0.075876154,15.806361,-66.074631
3610.0,0.97485214,4.061007,0.075870492,15.807048,-66.075569
3620.0,0.9748556,4.0607624,0.075864889,15.807734,-66.076508
3630.0,0.974859,4.0605211,0.075859345,15.80842,-66.077431
3640.0,0.97486234,4.0602837,0.075853862,15.809107,-66.078339
3650.0,0.97486562,4.0600491,0.075848438,15.809793,-66.079247
3660.0,0.97486889,4.0598183,0.075843066,15.81048,-66.080139
3670.0,0.97487217,4.0595903,0.075837754,15.811166,-66.081024
3680.0,0.97487539,4.0593662,0.075832501,15.811852,-66.081894
3690.0,0.97487855,4.0591445,0.075827301,15.812539,-66.082764
3700.0,0.97488171,4.0589266,0.075822152,15.813225,-66.083618
3710.0,0.97488481,4.0587115,0.075817056,15.813911,-66.084465
3720.0,0.97488785,4.0584993,0.075812012,15.814598,-66.085304
3730.0,0.97489095,4.0582905,0.075807028,15.815284,-66.086136
3740.0,0.97489393,4.0580845,0.07580208,15.81597,-66.08696
3750.0,0.97489691,4.0578809,0.075797193,15.816656,-66.087776
3760.0,0.97489989,4.0576806,0.07579235,15.817343,-66.088585
3770.0,0.97490281,4.0574832,0.075787559,15.818028,-66.089378
3780.0,0.97490567,4.0572882,0.075782813,15.818715,-66.090172
3790.0,0.97490853,4.057096,0.075778112,15.819401,-66.09095
3800.0,0.97491139,4.0569067,0.075773463,15.820086,-66.091728
3810.0,0.97491419,4.0567198,0.075768851,15.820773,-66.092499
3820.0,0.97491699,4.0565352,0.075764291,15.821459,-66.093254
3830.0,0.97491974,4.0563536,0.075759768,15.822145,-66.094009
3840.0,0.97492248,4.0561743,0.075755291,15.82283,-66.094757
3850.0,0.97492516,4.0559978,0.075750858,15.823516,-66.095497
3860.0,0.97492784,4.0558233,0.075746469,15.824203,-66.09623
3870.0,0.97493052,4.0556512,0.075742118,15.824888,-66.096954
3880.0,0.97493315,4.0554819,0.075737804,15.825574,-66.097672
3890.0,0.97493577,4.0553145,0.075733535,15.82626,-66.098381
3900.0,0.97493833,4.0551496,0.075729303,15.826945,-66.099091
3910.0,0.9749409,4.0549865,0.075725108,15.82763,-66.099785
3920.0,0.9749434,4.0548258,0.075720951,15.828316,-66.100479
3930.0,0.9749459,4.0546675,0.075716831,15.829001,-66.101166
3940.0,0.97494841,4.0545111,0.075712755,15.829687,-66.101845
3950.0,0.97495085,4.0543571,0.07570871,15.830373,-66.102524
3960.0,0.97495329,4.0542049,0.075704694,15.831058,-66.103188
3970.0,0.97495574,4.0540547,0.075700723,15.831743,-66.103851
3980.0,0.97495812,4.0539064,0.075696781,15.832428,-66.104507
3990.0,0.97496051,4.0537605,0.075692877,15.833114,-66.105164
4000.0,0.97496289,4.053616,0.075689003,15.833798,-66.105812
4010.0,0.97496521,4.0534739,0.075685166,15.834484,-66.106445
4020.0,0.97496754,4.0533333,0.075681359,15.835169,-66.107086
4030.0,0.97496986,4.053195,0.075677581,15.835855,-66.107712
4040.0,0.97497213,4.0530581,0.075673833,15.836539,-66.108337
4050.0,0.97497439,4.0529232,0.075670123,15.837224,-66.108955
4060.0,0.97497666,4.0527897,0.075666443,15.837909,-66.109573
4070.0,0.97497886,4.0526581,0.075662784,15.838593,-66.110184
4080.0,0.97498107,4.0525284,0.075659163,15.839279,-66.110786
4090.0,0.97498327,4.0524001,0.075655565,15.839964,-66.111389
4100.0,0.97498542,4.0522738,0.075652003,15.840649,-66.111984
4110.0,0.97498757,4.0521488,0.075648464,15.841332,-66.112572
4120.0,0.97498971,4.0520258,0.075644955,15.842017,-66.113159
4130.0,0.97499186,4.0519037,0.075641468,15.842702,-66.113739
4140.0,0.97499394,4.0517836,0.075638011,15.843387,-66.114319
