Time,P0,T0,P1,T1,P2,T2,CC,Cn,Mp,Mt,Pt,Tt,V_mT,V_dT,Cell,compartment_0000002,P0_to_P1,T0_to_T1,P1_to_P0,T1_to_T0,P1_to_P2,T1_to_T2,P2_to_P1,T2_to_T1,P0_degradation,T0_degradation,P1_degradation,T1_degradation,P2_degradation,T2_degradation,PT_complex_formation,PT_complex_nucleation,PT_complex_degradation,PTnucl_complex_degradation,Mp_production,Mt_production,P0_production,T0_production,Mp_degradation,Mt_degradation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.01,4.390080548912988e-05,4.390080548912988e-05,5.823445687351229e-07,5.823445687351229e-07,5.736753646314599e-09,5.736753646314599e-09,4.423835274544706e-20,2.6761564558075037e-23,0.009831971092426674,0.009831971092426674,4.448888681151137e-05,4.448888681151137e-05,0.7,2.0,1.0,1.0,0.00017559936747968166,0.00017559936747968166,2.9117219958628695e-07,2.9117219958628695e-07,2.3293775966902956e-06,2.3293775966902956e-06,2.8683768149297136e-09,2.8683768149297136e-09,4.3900805489129883e-07,4.3900805489129883e-07,5.823445687351229e-09,5.823445687351229e-09,5.742490235409206e-08,5.742490235409206e-08,3.946586786655734e-17,2.653765933435662e-20,4.423835274544706e-22,2.6761564558075036e-25,1.0,1.0,0.008848773983184007,0.008848773983184007,0.03289780078555576,0.03289780078555576
0.02,0.0001714222508303599,0.0001714222508303599,4.5234603519241416e-06,4.5234603519241416e-06,8.779755176828488e-08,8.779755176828488e-08,2.0878135772429244e-17,2.5428961721829222e-20,0.019354810138719734,0.019354810138719734,0.00017603350873407323,0.00017603350873407323,0.7,2.0,1.0,1.0,0.0006856302371821921,0.0006856302371821921,2.2617250605502514e-06,2.2617250605502514e-06,1.809380048440201e-05,1.809380048440201e-05,4.389877395704e-08,4.389877395704e-08,1.714222508303599e-06,1.714222508303599e-06,4.523460351924142e-08,4.523460351924142e-08,8.78853107780196e-07,8.78853107780196e-07,9.237565234342138e-15,1.252179567111318e-17,2.0878135772429245e-19,2.542896172182922e-22,1.0,1.0,0.01741932912484776,0.01741932912484776,0.06195817085361151,0.06195817085361151
0.03,0.0003767348363062698,0.0003767348363062698,1.48288062733273e-05,1.48288062733273e-05,4.253225626797581e-07,4.2532256267975816e-07,7.405252294100415e-16,1.3625873902321845e-18,0.02860328052622534,0.02860328052622534,0.0003919889651430187,0.0003919889651430187,0.7,2.0,1.0,1.0,0.001506655540410886,0.001506655540410886,7.41434816369737e-06,7.41434816369737e-06,5.931478530957896e-05,5.931478530957896e-05,2.126612361150681e-07,2.1266123611506814e-07,3.767348363062698e-06,3.767348363062698e-06,1.48288062733273e-07,1.48288062733273e-07,4.2574698074794975e-06,4.257469807479498e-06,2.166348236517261e-13,4.440426201679784e-16,7.405252294100415e-18,1.3625873902321845e-20,1.0,1.0,0.025742952473602806,0.025742952473602806,0.08787137419786216,0.08787137419786216
0.04,0.0006545321647910571,0.0006545321647910571,3.4153509551412e-05,3.4153509551412e-05,1.2868070265663743e-06,1.286807026566374e-06,9.104410598973807e-15,2.2486198723452097e-17,0.03760609985707298,0.03760609985707298,0.0006899724813781624,0.0006899724813781624,0.7,2.0,1.0,1.0,0.0026172721147726635,0.0026172721147726635,1.7076463165132092e-05,1.7076463165132092e-05,0.00013661170532105674,0.00013661170532105674,6.434030993153726e-07,6.434030993153725e-07,6.545321647910571e-06,6.545321647910571e-06,3.4153509551412e-07,3.4153509551412e-07,1.2880855542845919e-05,1.2880855542845915e-05,1.9815841419853276e-12,5.458149119639594e-15,9.104410598973807e-17,2.2486198723452097e-19,1.0,1.0,0.03384548987136568,0.03384548987136568,0.1111655984548309,0.1111655984548309
0.05,0.000999962359787826,0.000999962359787826,6.483676901280251e-05,6.483676901280251e-05,3.008552498767435e-06,3.008552498767468e-06,6.266716584361473e-14,1.9481191589363934e-16,0.04638731593345403,0.04638731593345403,0.001067807681362258,0.001067807681362258,0.7,2.0,1.0,1.0,0.003997850589096728,0.003997850589096728,3.24173335888163e-05,3.24173335888163e-05,0.0002593386687105304,0.0002593386687105304,1.504273986540087e-06,1.5042739865401036e-06,9.99962359787826e-06,9.99962359787826e-06,6.483676901280251e-07,6.483676901280251e-07,3.011515795006292e-05,3.011515795006325e-05,1.0824065465901682e-11,3.7561337122990104e-14,6.266716584361473e-16,1.9481191589363934e-18,1.0,1.0,0.04174858434010863,0.04174858434010863,0.13225280486792884,0.13225280486792884
0.06,0.0014085725630481102,0.0014085725630481102,0.00010893236600906682,0.00010893236600906685,5.976491469618361e-06,5.976491469618429e-06,2.989407541938102e-13,1.122989709477503e-15,0.054967304574511634,0.054967304574511634,0.0015234814208268592,0.0015234814208268592,0.7,2.0,1.0,1.0,0.005630324891610756,0.005630324891610756,5.4463216601011e-05,5.4463216601011016e-05,0.000435705732808088,0.0004357057328080881,2.9882368052232923e-06,2.988236805223326e-06,1.4085725630481102e-05,1.4085725630481102e-05,1.0893236600906683e-06,1.0893236600906685e-06,5.9822893741731634e-05,5.982289374173231e-05,4.268277589118944e-11,1.7913985457439062e-13,2.989407541938102e-15,1.1229897094775032e-17,1.0,1.0,0.04947057411706047,0.04947057411706047,0.15145966233385633,0.15145966233385633
0.07,0.0018762632344855926,0.0018762632344855926,0.00016823589181632479,0.00016823589181632479,1.0610912634168226e-05,1.0610912634168218e-05,1.1072875312582878e-12,4.88585795063561e-15,0.06336350911204168,0.06336350911204168,0.0020551100400482587,0.0020551100400482587,0.7,2.0,1.0,1.0,0.007498018809430563,0.007498018809430563,8.411087067449271e-05,8.411087067449271e-05,0.0006728869653959417,0.0006728869653959417,5.305428169366716e-06,5.305428169366712e-06,1.8762632344855925e-05,1.8762632344855925e-05,1.6823589181632478e-06,1.6823589181632478e-06,0.00010620960619333615,0.00010620960619333607,1.3444538779718598e-10,6.633953471648455e-13,1.1072875312582878e-14,4.8858579506356105e-17,1.0,1.0,0.057027158200837515,0.057027158200837515,0.1690489805882053,0.1690489805882053
0.08,0.0023992499685451946,0.002399249968545195,0.0002443091628447513,0.0002443091628447513,1.735368707824772e-05,1.735368707824772e-05,3.4089363294782344e-12,1.7306889014723182e-14,0.07159099876476445,0.07159099876476445,0.002660912821894437,0.0026609128218944376,0.7,2.0,1.0,1.0,0.009585500867852936,0.009585500867852937,0.00012213966150314968,0.00012213966150314968,0.0009771172920251974,0.0009771172920251974,8.67676825216331e-06,8.67676825216331e-06,2.3992499685451948e-05,2.399249968545195e-05,2.443091628447513e-06,2.443091628447513e-06,0.0001736953514369035,0.0001736953514369035,3.5933518445400323e-10,2.0419004198839956e-12,3.408936329478234e-14,1.7306889014723184e-16,1.0,1.0,0.064431898888288,0.064431898888288,0.18523490864098865,0.18523490864098865
0.09,0.002974031175204782,0.002974031175204782,0.00033850220576596386,0.0003385022057659639,2.665764638155184e-05,2.6657646381551842e-05,9.113546552636236e-12,5.240208028431183e-14,0.07966289734837387,0.07966289734837387,0.0033391910365182464,0.0033391910365182464,0.7,2.0,1.0,1.0,0.011878461243792878,0.011878461243792878,0.0001692224617946906,0.00016922246179469064,0.0013537796943575249,0.001353779694357525,1.3328645535616203e-05,1.3328645535616205e-05,2.974031175204782e-05,2.974031175204782e-05,3.385022057659639e-06,3.3850220576596393e-06,0.0002668075135091041,0.0002668075135091041,8.472880047930549e-10,5.457647515524879e-12,9.113546552636236e-14,5.240208028431183e-16,1.0,1.0,0.07169660761353648,0.07169660761353648,0.20019393434573296,0.20019393434573296
