CC,Cn,Mp,Mt,P0,P1,P2,T0,T1,T2,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.423835274544706e-20,2.6761564558075037e-23,0.009831971092426674,0.009831971092426674,4.390080548912988e-05,5.823445687351229e-07,5.736753646314599e-09,4.390080548912988e-05,5.823445687351229e-07,5.736753646314599e-09,0.01
2.0878135772429244e-17,2.5428961721829222e-20,0.019354810138719734,0.019354810138719734,0.0001714222508303599,4.5234603519241416e-06,8.779755176828488e-08,0.0001714222508303599,4.5234603519241416e-06,8.779755176828488e-08,0.02
7.405252294100415e-16,1.3625873902321845e-18,0.02860328052622534,0.02860328052622534,0.0003767348363062698,1.48288062733273e-05,4.253225626797581e-07,0.0003767348363062698,1.48288062733273e-05,4.2532256267975816e-07,0.03
9.104410598973807e-15,2.2486198723452097e-17,0.03760609985707298,0.03760609985707298,0.0006545321647910571,3.4153509551412e-05,1.2868070265663743e-06,0.0006545321647910571,3.4153509551412e-05,1.286807026566374e-06,0.04
6.266716584361473e-14,1.9481191589363934e-16,0.04638731593345403,0.04638731593345403,0.000999962359787826,6.483676901280251e-05,3.008552498767435e-06,0.000999962359787826,6.483676901280251e-05,3.008552498767468e-06,0.05
2.989407541938102e-13,1.122989709477503e-15,0.054967304574511634,0.054967304574511634,0.0014085725630481102,0.00010893236600906682,5.976491469618361e-06,0.0014085725630481102,0.00010893236600906685,5.976491469618429e-06,0.06
1.1072875312582878e-12,4.88585795063561e-15,0.06336350911204168,0.06336350911204168,0.0018762632344855926,0.00016823589181632479,1.0610912634168226e-05,0.0018762632344855926,0.00016823589181632479,1.0610912634168218e-05,0.07
3.4089363294782344e-12,1.7306889014723182e-14,0.07159099876476445,0.07159099876476445,0.0023992499685451946,0.0002443091628447513,1.735368707824772e-05,0.002399249968545195,0.0002443091628447513,1.735368707824772e-05,0.08
9.113546552636236e-12,5.240208028431183e-14,0.07966289734837387,0.07966289734837387,0.002974031175204782,0.00033850220576596386,2.665764638155184e-05,0.002974031175204782,0.0003385022057659639,2.6657646381551842e-05,0.09
2.1800376274951212e-11,1.4021028284211394e-13,0.08759071732208323,0.08759071732208323,0.0035973604206487866,0.00045197311732097216,3.897781730921712e-05,0.0035973604206487866,0.0004519731173209722,3.89778173092171e-05,0.1
4.766580006882052e-11,3.394569776105101e-13,0.09538462371898089,0.09538462371898089,0.004266222512136065,0.0005857060604252186,5.476424858853517e-05,0.004266222512136065,0.0005857060604252185,5.476424858853513e-05,0.11
9.677363518994345e-11,7.567586967234056e-13,0.10305364482620244,0.10305364482620244,0.004977812664377671,0.0007405275980969391,7.44562161067398e-05,0.004977812664377671,0.000740527598096939,7.44562161067398e-05,0.12
1.8463494585829402e-10,1.57429908882109e-12,0.11060584217388028,0.11060584217388028,0.005729518207958442,0.0009171215464843414,9.847761043397977e-05,0.0057295182079584416,0.0009171215464843413,9.847761043397974e-05,0.13
3.341299829623261e-10,3.0879070931683826e-12,0.11804844955698393,0.11804844955698393,0.006518902400223432,0.001116042515133476,0.00012723332628847232,0.006518902400223431,0.0011160425151334756,0.00012723332628847227,0.14
5.777778386868789e-10,5.757598771755761e-12,0.12538798713545682,0.12538798713545682,0.007343690041191609,0.0013377282529518156,0.00016110651989733197,0.0073436900411916065,0.0013377282529518151,0.00016110651989733205,0.15
