data_set_value_component_environment_variable_time,data_set_value_component_parameters_variable_k0_12,data_set_value_component_parameters_variable_k0_21,data_set_value_component_parameters_variable_k0_23,data_set_value_component_parameters_variable_k0_32,data_set_value_component_parameters_variable_k0_34,data_set_value_component_parameters_variable_k0_43,data_set_value_component_parameters_variable_k0_45,data_set_value_component_parameters_variable_k0_54,data_set_value_component_parameters_variable_k0_25,data_set_value_component_parameters_variable_k0_52,data_set_value_component_parameters_variable_k0_56,data_set_value_component_parameters_variable_k0_65_f,data_set_value_component_parameters_variable_k0_61_f,data_set_value_component_parameters_variable_k0_16_f,data_set_value_component_parameters_variable_k0_65_r,data_set_value_component_parameters_variable_k0_61_r,data_set_value_component_parameters_variable_k0_16_r,data_set_value_component_parameters_variable_k0_65,data_set_value_component_parameters_variable_k0_61,data_set_value_component_parameters_variable_k0_16,data_set_value_component_parameters_variable_delta,data_set_value_component_parameters_variable_alpha_p,data_set_value_component_parameters_variable_alpha_pp,data_set_value_component_parameters_variable_N_C,data_set_value_component_parameters_variable_N_Avo,data_set_value_component_parameters_variable_area,data_set_value_component_parameters_variable_C_T,data_set_value_component_parameters_variable_n,data_set_value_component_parameters_variable_z_c,data_set_value_component_parameters_variable_z_Na,data_set_value_component_parameters_variable_F,data_set_value_component_parameters_variable_R,data_set_value_component_parameters_variable_T,data_set_value_component_parameters_variable_mu,data_set_value_component_ion_concentrations_variable_V,data_set_value_component_ion_concentrations_variable_Na_i,data_set_value_component_ion_concentrations_variable_Na_o,data_set_value_component_ion_concentrations_variable_glucose_i,data_set_value_component_ion_concentrations_variable_glucose_o,data_set_value_component_rate_constants_variable_k_12,data_set_value_component_rate_constants_variable_k_21,data_set_value_component_rate_constants_variable_k_23,data_set_value_component_rate_constants_variable_k_32,data_set_value_component_rate_constants_variable_k_34,data_set_value_component_rate_constants_variable_k_43,data_set_value_component_rate_constants_variable_k_45,data_set_value_component_rate_constants_variable_k_54,data_set_value_component_rate_constants_variable_k_25,data_set_value_component_rate_constants_variable_k_52,data_set_value_component_rate_constants_variable_k_56,data_set_value_component_rate_constants_variable_k_65,data_set_value_component_rate_constants_variable_k_61,data_set_value_component_rate_constants_variable_k_16,data_set_value_component_rate_constants_variable_ks_12,data_set_value_component_rate_constants_variable_k0_54_temp,data_set_value_component_rate_constants_variable_k_52_temp,data_set_value_component_kinetic_equations_variable_C_1,data_set_value_component_kinetic_equations_variable_C_2,data_set_value_component_kinetic_equations_variable_C_3,data_set_value_component_kinetic_equations_variable_C_4,data_set_value_component_kinetic_equations_variable_C_5,data_set_value_component_kinetic_equations_variable_C_6,data_set_value_component_kinetic_equations_variable_C_6_temp,data_set_value_component_king_altman_states_variable_C1_sum,data_set_value_component_king_altman_states_variable_C2_sum,data_set_value_component_king_altman_states_variable_C3_sum,data_set_value_component_king_altman_states_variable_C4_sum,data_set_value_component_king_altman_states_variable_C5_sum,data_set_value_component_king_altman_states_variable_C6_sum,data_set_value_component_king_altman_states_variable_C_sum,data_set_value_component_king_altman_states_variable_C1,data_set_value_component_king_altman_states_variable_C2,data_set_value_component_king_altman_states_variable_C3,data_set_value_component_king_altman_states_variable_C4,data_set_value_component_king_altman_states_variable_C5,data_set_value_component_king_altman_states_variable_C6,data_set_value_component_NBC_current_variable_I_NaGl_pSS,data_set_value_component_NBC_current_variable_I_NaGl_SS,data_set_value_component_phenomonological_constants_variable_epsilon,data_set_value_component_phenomonological_constants_variable_lambda,data_set_value_component_phenomonological_constants_variable_chi,data_set_value_component_phenomonological_constants_variable_alpha,data_set_value_component_phenomonological_constants_variable_beta,data_set_value_component_phenomonological_constants_variable_gamma,data_set_value_component_phenomonological_constants_variable_phi,data_set_value_component_phenomonological_constants_variable_Imax_Na,data_set_value_component_phenomonological_constants_variable_Imax_gluc,data_set_value_component_phenomonological_constants_variable_Khalf_Na_sq,data_set_value_component_phenomonological_constants_variable_Khalf_Na,data_set_value_component_phenomonological_constants_variable_Khalf_gluc
0.0,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,-5.615402314013672,-0.15,0.5,0.01,0.1,0.0,43.12324745857178,92.75739272286427,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,152.84034937719954,6.869913633923145,431232.4745857178,12190.47619047619,0.00091,0.0,0.0,0.0,0.0,0.0,4.981733643307871e-12,0.0,152605908815.72684,80356887145.36226,44845084651.23268,62783118511.725746,41937161193.37932,1148626294.544191,383676786611.97107,1.9814646510885872e-12,1.0433693726912972e-12,5.822772571590986e-13,8.151881600227379e-13,5.445202162651884e-13,1.4913986080961184e-14,-0.0001028508517379394,2.1869429259334133e-06,-0.292986962230169,8.99831467950401e+18,8.257419328585676e-05,3.438131917718075e-08,1.4616027658876734e-05,9.712485690977596e-08,-1.2525192635339727e-06,-1.4581825784822085e-08,-2.4573938836502687e-07,0.0004163688170486742,0.020405117423055282,0.0003720137521487743
0.1,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,-4.866682005478515,-0.12999999999999998,0.5,0.01,0.1,0.0,34.447834743053654,116.11760303183041,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,90.49455584640259,11.602907933844955,344478.3474305365,12190.47619047619,0.00091,-1.5493995988740553e-10,-1.8231534714273258e-10,1.0467529952798515e-10,1.4190367216228508e-10,9.411688006794249e-11,1.5411889152332725e-12,6.6009572716150116e-12,178069160342.97174,68735238987.06248,93390745463.87234,130747043649.42126,87334939312.69939,2418332070.9295053,560695459826.9568,1.582130033993753e-12,6.10707018473691e-13,8.297691919862535e-13,1.1616768687807547e-12,7.75963845943395e-13,2.1486684130023165e-14,-0.0011782517244645814,3.1672048433841293e-06,-0.18280822921394774,6.821009138039552e+18,8.119243218071994e-05,7.408200420440368e-08,3.1582372712447795e-05,2.708993954811105e-07,-7.815051798896265e-07,-9.25311885108184e-09,-1.3355798531894828e-07,0.0009124249910325422,0.030206373351207558,0.0006247132174923866
0.2,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,-4.117961696943359,-0.10999999999999997,0.5,0.01,0.1,0.0,27.517716972144665,145.36089618368692,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,53.58051503551022,19.596676129449627,275177.16972144664,12190.47619047619,0.00091,-5.342144312529952e-10,-5.029909738422999e-10,3.03668889870844e-10,4.3650628441730034e-10,2.9243453686404177e-10,9.57742758641679e-12,1.627817277236785e-11,213304194940.6209,67254659781.18914,196328084519.87653,274859318327.82712,183597435289.29077,5104468894.105197,940448161752.9097,1.1299130854950644e-12,3.5626078600300705e-13,1.0399873842656634e-12,1.4559823379719287e-12,9.725507023171867e-13,2.7039347255020254e-14,-0.0048651479638976885,3.993288676270813e-06,-0.11180018307771532,5.275173644193434e+18,8.030191407784464e-05,1.7024795168009163e-07,6.821924434793547e-05,7.406022135357378e-07,-4.779457826572332e-07,-5.721693204077625e-09,-6.389085025689561e-08,0.0021200983019539653,0.046044525211516356,0.0010597963614622792
0.30000000000000004,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,-3.369241388408202,-0.08999999999999997,0.5,0.01,0.1,0.0,21.9817806549293,181.96887971871473,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,31.724246443546278,33.09771287612738,219817.806549293,12190.47619047619,0.00091,-9.134889026185851e-10,-8.236666005418671e-10,5.026624802137028e-10,7.311088966723154e-10,4.907521936601411e-10,1.761366625760062e-11,2.5955388273120686e-11,259901574893.85388,76788458768.3908,414134642936.7109,579788500111.3953,387280599683.78357,10784725691.609997,1728678502085.7444,7.489885586216369e-13,2.2129022140478797e-13,1.193459906563223e-12,1.6708438691885121e-12,1.116071490747014e-12,3.107959678269624e-14,-0.011673895276707485,4.593441545962395e-06,-0.0675107375985466,4.1318193316849106e+18,7.974647627731933e-05,4.10407271646751e-07,0.0001465328206506147,1.9991507350426667e-06,-2.8860840323378667e-07,-3.4791191361790796e-09,-2.6325094515885452e-08,0.00514640007690816,0.07173841423469131,0.001697063774998997
0.4,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,-2.6205210798730456,-0.06999999999999995,0.5,0.01,0.1,0.0,17.559548317563962,227.79629223144622,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,18.78346655951055,55.90022462964155,175595.48317563962,12190.47619047619,0.00091,-1.1922192467399406e-09,-1.0586783933927236e-09,6.486783498594699e-10,9.4734632508382e-10,6.363262127557838e-10,2.3528486076898465e-11,3.3020239350654413e-11,320078118138.16406,101339235625.40971,874696442871.2074,1224575020019.6904,817977845403.7776,22794714138.873737,3361461376197.123,4.743603305713115e-13,1.5018619076722716e-13,1.2963125883251801e-12,1.8148376236552523e-12,1.2122548189259693e-12,3.3782091062929906e-14,-0.02181138787430575,4.994525852350733e-06,-0.040448051423110386,3.261756025504075e+18,7.940708076845797e-05,1.022627289625447e-06,0.0003130752813280836,5.354272734205336e-06,-1.7291541983379691e-07,-2.093371580148015e-09,-9.413263761384383e-09,0.012878288431321534,0.11348254681369084,0.002494867265813874
0.5,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.8718007713378906,-0.04999999999999999,0.5,0.01,0.1,0.0,14.026968149539803,285.1649734537418,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,11.121418332823033,94.41241832447737,140269.68149539802,12190.47619047619,0.00091,-1.1235971972038819e-09,-9.977451265690256e-10,6.116707192867899e-10,8.928535285332505e-10,5.996854242083121e-10,2.211438538786274e-11,3.1060087572413e-11,396776033346.8262,149002329691.07574,1848390046703.1013,2587746065384.3413,1728533504612.1968,48186680582.014755,6758634660319.557,2.924603286795608e-13,1.098283834028376e-13,1.3624329978476558e-12,1.9074061969867176e-12,1.2740877331434717e-12,3.5518003247626786e-14,-0.029921574464993675,5.2520591313603e-06,-0.024118731895086867,2.587197061782421e+18,7.920229334733331e-05,2.604418335885834e-06,0.0006663137034137533,1.4272089215797217e-05,-1.0310757885149635e-07,-1.251482159024531e-09,-3.0256571093796714e-09,0.03288311772065023,0.18133702799111445,0.003408967572396517
0.6000000000000001,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,-1.1230804628027335,-0.02999999999999997,0.5,0.01,0.1,0.0,11.205062448639337,356.9814999545792,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,6.584830619086484,159.4574045620124,112050.62448639337,12190.47619047619,0.00091,-1.054975147667823e-09,-9.368118597453274e-10,5.746630887141098e-10,8.383607319826808e-10,5.630446356608402e-10,2.0700284698827222e-11,2.9099935794171585e-11,493802253860.5718,234193394955.31915,3906827100006.726,5469557940009.417,3653493780240.6646,101870721885.53342,13859745190958.23,1.7749181296661243e-13,8.41782513758277e-14,1.4042662209538657e-12,1.9659727093354125e-12,1.3132083331888884e-12,3.661631548726433e-14,-0.04141786957153883,5.415002660634657e-06,-0.014340633694856959,2.058024488193649e+18,7.9079665364551e-05,6.726581963232594e-06,0.0014144920010708863,3.793426044425204e-05,-6.130620904551349e-08,-7.45266276379989e-10,-9.102762035821886e-10,0.08506082988874046,0.291651898483004,0.004446698909606086
0.7000000000000001,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,-0.3743601542675764,-0.009999999999999953,0.5,0.01,0.1,0.0,8.950859739567207,446.88444645356583,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,3.898782779718752,269.31482447856314,89508.59739567207,12190.47619047619,0.00091,-9.86353098131764e-10,-8.758785929216293e-10,5.376554581414297e-10,7.838679354321113e-10,5.264038471133683e-10,1.9286184009791808e-11,2.7139784015930168e-11,616014122980.545,381700259136.88086,8258475104235.163,11561865145929.23,7722964609194.914,215370399195.66705,28756389640672.402,1.0671778757874752e-13,6.612544364442924e-14,1.4306915361516428e-12,2.0029681506123003e-12,1.3379201318543097e-12,3.7310593466440915e-14,-0.058041072068600236,5.518038340179334e-06,-0.008512156565819369,1.6398879671190973e+18,7.900656992427311e-05,1.7527681173753427e-05,0.0029979673818391864,0.00010065447291537685,-3.63894693188778e-08,-4.4277627841633244e-10,-2.6414025517800847e-10,0.22185093202443174,0.4710105434323437,0.0056603506975387895
0.8,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,0.37436015426758057,0.010000000000000064,0.5,0.01,0.1,0.0,7.1501511432570455,559.428733722951,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,2.30841278124482,454.85799096718904,71501.51143257045,12190.47619047619,0.00091,-9.177310485957051e-10,-8.149453260979312e-10,5.006478275687497e-10,7.293751388815418e-10,4.897630585658966e-10,1.7872083320756084e-11,2.5179632237688754e-11,769560172220.2826,633667783186.4197,17458233377461.027,24441526728445.434,16326176056891.29,455334448509.0801,60084498566713.53,6.380587159669587e-14,5.25387444263192e-14,1.4474992825753584e-12,2.0264989956055013e-12,1.3536380009708624e-12,3.7752748133132875e-14,-0.0824057292743473,5.583695708797426e-06,-0.005047412678839423,1.3080365198687908e+18,7.896311826884714e-05,4.592698215222442e-05,0.006347867237482962,0.0002668040926420388,-2.1577689202038534e-08,-2.6269540348344385e-10,-7.525312829371919e-11,0.5816257407142408,0.7626439147559239,0.007124042225469702
0.9,80000.0,500.0,100000.0,20.0,50.0,50.0,800.0,12190.0,0.3,0.00091,10.0,50.0,5.0,35.0,4500.0,3.0,350.0,4500.0,3.0,350.0,0.7,0.30000000000000004,0.0,3000000.0,6.022e+23,1000000.0,4.981733643307871e-12,2.0,-2.0,1.0,96485.34,8.314,310.0,1.1230804628027344,0.03,0.5,0.01,0.1,0.0,5.711703999273265,700.3164030399587,0.0,20.0,50.0,50.0,800.0,1219.047619047619,0.3,0.0009142857142857143,10.0,1125.0,1.366777753388677,768.2302388934235,57117.03999273265,12190.47619047619,0.00091,-8.491089990596465e-10,-7.540120592742333e-10,4.6364019699606975e-10,6.748823423309724e-10,4.531222700184248e-10,1.6457982631720876e-11,2.3219480459447343e-11,962187701339.1157,1061465435060.0444,36907640384434.72,51670696538208.6,34514410578256.52,962675582109.5735,126079076219408.56,3.801870212466111e-14,4.194144046427449e-14,1.4583231358570404e-12,2.041652390199856e-12,1.36375999501631e-12,3.8037979645729584e-14,-0.11840540802985712,5.626084711869481e-06,-0.0029911311939514245,1.0439702512459722e+18,7.89373302633106e-05,0.00012076094624965895,0.013432969038780784,0.0007067882677164412,-1.2787085854142338e-08,-1.5572594601156317e-10,-2.124781148670091e-11,1.5298331707803856,1.2368642491318058,0.008924046130350537
