Time,EGF,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,pro_EGFR,EGF_EGFR,pEGFR_total,pAkt_total,pEGFR_scaleFactor,pAkt_scaleFactor,pS6_scaleFactor,pS6_total,EGF_conc_step,EGF_conc_impulse,EGF_conc_ramp,EGFR_turnover,pulse_time,ramp_time,Cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11
0.0,0.0,68190.1837333797,0.0,0.0,0.0433090165709309,0.0,3.54316740542218,0.0,0.0,68190.1837333797,0.0,0.0,0.0,0.000181734813832032,60.0587507734138,49886.2313741851,0.0,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.254489701581063,0.0,7.254489701581063
0.01,8.333333333333333e-05,68190.18354195729,1.2275919760118767e-08,2.0910063123367352e-17,0.04330901657093088,1.324878299387966e-21,3.54316740542218,1.76124883714196e-29,3.4049383912706045e-35,68190.1837333797,0.00019141020549392495,2.2309619960222334e-12,7.957053664583021e-20,0.000181734813832032,60.0587507734138,49886.2313741851,1.69859544401771e-30,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.038281897486792574,8.263452281471795e-15,6.391871735803425e-19,1.2241473529271874e-09,9.866829935735843e-27,2.1398821121507385e-32,4.3450973682387606e-23,3.851053419294879e-38,7.254489701581063,3.6825600845181713e-06,7.2544896812163735
0.02,0.00016666666666666666,68190.18296779427,9.814354222590987e-08,3.485175216529516e-16,0.043309016570930545,4.9445446546365846e-20,3.54316740542218,1.599869803005238e-27,8.176913400003701e-33,68190.1837333797,0.0007654877725532628,1.7836098438579668e-11,2.969631847094522e-18,0.000181734813832032,60.0587507734138,49886.2313741851,4.079153937992592e-28,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.07654820101646834,6.606372262585079e-14,1.0653623008896086e-17,9.786815144642396e-09,3.682374542589179e-25,1.943809813255304e-30,1.6216227540239235e-21,9.248252593672186e-36,7.254489701581063,1.4727295804929477e-05,7.254489620133393
0.03,0.00024999999999999995,68190.18201104699,3.3109249697296407e-07,1.731395010476987e-15,0.04330901657092915,3.4907459580652963e-19,3.54316740542218,1.5364179566115402e-26,1.022402643635694e-31,68190.1837333797,0.0017220032079157117,6.017103361321899e-11,2.0964985073627952e-17,0.000181734813832032,60.0587507734138,49886.2313741851,5.100381483798876e-27,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.11479891929616971,2.2286663177477e-13,5.2925975238264727e-17,3.301634514264579e-08,2.5996800410270508e-24,1.8667170889238893e-29,1.1448320258990106e-20,1.1563578380048427e-34,7.254489701581063,3.3129791917411164e-05,7.254489518348752
0.04,0.0003333333333333333,68190.18067187163,7.845057032074432e-07,5.354006383662543e-15,0.04330901657092552,1.3658897485198625e-18,3.54316740542218,7.36419808650329e-26,5.8223377610205215e-31,68190.1837333797,0.003060727138609923,1.425719988955814e-10,8.203363641316065e-17,0.000181734813832032,60.0587507734138,49886.2313741851,2.9045448868492457e-26,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.1530340610284883,5.280639125471042e-13,1.6366340873835009e-16,7.823043802042431e-08,1.017225647505605e-23,8.947353391139768e-29,4.479599337040711e-20,6.58518045446943e-34,7.254489701581063,5.8885635492430166e-05,7.25448937587907
0.05,0.0004166666666666667,68190.1789504243,1.5316319731999181e-06,1.2979092636500056e-14,0.043309016570917895,4.062211442753912e-18,3.54316740542218,2.648160839149107e-25,2.493371659827858e-30,68190.1837333797,0.004781430334889793,2.7835085386742793e-10,2.439713605337901e-16,0.000181734813832032,60.0587507734138,49886.2313741851,1.2438491552400847e-25,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.19125363491052988,1.0309540309756746e-12,3.9675009534958827e-16,1.5273342138831192e-07,3.025270282347343e-23,3.217462456349382e-28,1.3322509891884586e-19,2.820053214698504e-33,7.254489701581063,9.199041635597821e-05,7.2544891927409525
0.06,0.0004999999999999999,68190.17684686108,2.64560933433729e-06,2.682858344389031e-14,0.04330901657090404,9.989222991086422e-18,3.54316740542218,7.685332234022976e-25,8.46318213911925e-30,68190.1837333797,0.0068838836940178175,4.807993247237612e-10,5.999403001988599e-16,0.000181734813832032,60.0587507734138,49886.2313741851,4.221962623539737e-25,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.22945764963457518,1.7807585018446937e-12,8.201068701462165e-16,2.6381857545451397e-07,7.439322124056485e-23,9.337524957693235e-28,3.276085550602685e-19,9.572028262986654e-33,7.254489701581063,0.00013243972677757818,7.254488968951003
0.07,0.0005833333333333334,68190.17436133792,4.199463837822572e-06,4.959378856296771e-14,0.043309016570881265,2.141845115281818e-17,3.54316740542218,1.9005229810553092e-24,2.3974404935936704e-29,68190.1837333797,0.00936785823904529,7.631887877739536e-10,1.2863655338826805e-15,0.000181734813832032,60.0587507734138,49886.2313741851,1.1959927116925438e-24,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.2676461138881296,2.8266210340256287e-12,1.5160027663082222e-15,4.1876801422936417e-07,1.5951066230713287e-22,2.3090974115225795e-27,7.024438076980555e-19,2.711553147064313e-32,7.254489701581063,0.00018022916144681624,7.254488704525815
0.08,0.0006666666666666666,68190.17149401069,6.26609781713915e-06,8.448526776289523e-14,0.043309016570846355,4.155599342497388e-17,3.54316740542218,4.1837815744458225e-24,5.958894583230829e-29,68190.1837333797,0.012233125131615665,1.138768135605e-09,2.4958013035248236e-15,0.000181734813832032,60.0587507734138,49886.2313741851,2.9726679391343144e-24,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.3058190363534005,4.217599368574687e-12,2.5825794590832864e-15,6.248515146664257e-07,3.0948195024719453e-22,5.0832109373201854e-27,1.3628786715641282e-18,6.739628951525732e-32,7.254489701581063,0.00023535431771966694,7.2544883994819696
0.09,0.0007499999999999999,68190.16824503517,8.918298366748976e-06,1.351967074826317e-13,0.04330901657079561,7.471465833362306e-17,3.54316740542218,8.45030084296961e-24,1.3533622559026018e-28,68190.1837333797,0.015479455662594427,1.6207653179495886e-09,4.487269551494344e-15,0.000181734813832032,60.0587507734138,49886.2313741851,6.75141426310463e-24,0.0,0.0,30.0,0.000106386129269658,60.0,3600.0,1.0,0.3439764257076795,6.002671173113966e-12,4.132747033012079e-15,8.893273621531879e-07,5.564260716059877e-22,1.0266946518191217e-26,2.4503568776411685e-18,1.5306797786709606e-31,7.254489701581063,0.0002978107954382204,7.254488053836039
