Time,x,y,z,h1,h2,h3,f1,f2,f3,f4,f5,v1,v2,v3,t1,t2,t3,I,E,compartment1
0.23,90.40837663147003,180.2470940351898,13018.663915158415,70.38356489293369,70.00365170518126,70.0000232536594,19.74052439408047,72.0,13.018663915158417,14.189206413072654,121.59644945200976,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.24,90.42623019750769,180.2579490501892,13019.472514369805,70.40025272132323,70.00397511886648,70.00002640990934,19.74534309045506,72.0,13.019472514369806,14.190170664304096,121.59643741452388,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.25,90.444091758981,180.26881340628069,13020.28087313459,70.41694152405454,70.00431216430944,70.00002983858367,19.750161406967443,72.0,13.02028087313459,14.191135766860231,121.59642433804878,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.26,90.46196129490669,180.27968710635784,13021.088991350494,70.4336313070003,70.00466283094893,70.00003355082968,19.754979342238453,72.0,13.021088991350496,14.192101721050706,121.59641018007004,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.27,90.47983878439194,180.29057015328002,13021.896868914215,70.45032207598281,70.00502710825468,70.0000375577565,19.759796894882196,72.0,13.021896868914215,14.19306852718218,121.59639489821858,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.28,90.49772420658992,180.30146254988782,13022.70450572188,70.46701383679702,70.00540498571303,70.00004187045167,19.764614063508827,72.0,13.022704505721881,14.194036185559698,121.59637845020761,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.29,90.51561754069061,180.31236429900625,13023.51190166916,70.4837065952154,70.00579645282421,70.00004649998455,19.769430846725236,72.0,13.023511901669162,14.195004696486972,121.59636079381963,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.3,90.53351876592089,180.32327540344457,13024.319056651244,70.50040035698781,70.00620149910219,70.00005145740633,19.77424724313483,72.0,13.024319056651246,14.195974060266368,121.5963418869064,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.31,90.55142786154445,180.33419586599646,13025.125970562864,70.5170951278416,70.00662011407478,70.00005675374999,19.77906325133773,72.0,13.025125970562863,14.196944277198936,121.59632168738896,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.32,90.56934480686182,180.34512568944004,13025.932643298274,70.53379091348155,70.00705228728356,70.00006240003032,19.783878869930643,72.0,13.025932643298272,14.197915347584393,121.59630015325777,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.33,90.58726958121039,180.35606487653772,13026.739074751273,70.55048771958992,70.00749800828393,70.00006840724394,19.78869409750698,72.0,13.026739074751273,14.198887271721095,121.59627724257251,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.34,90.60520216396442,180.3670134300363,13027.545264815179,70.56718555182641,70.00795726664509,70.0000747863693,19.7935089326567,72.0,13.02754526481518,14.199860049906098,121.59625291346197,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.35,90.62314253452809,180.37797135266865,13028.351213382897,70.58388441583091,70.00843005194838,70.00008154836809,19.798323373966706,72.0,13.028351213382896,14.200833682435261,121.59622712411885,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.36,90.64109067231233,180.38893864715934,13029.156920347106,70.6005843172328,70.00891635378149,70.00008870419039,19.80313742002197,72.0,13.029156920347106,14.201808169603742,121.59619983278004,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.37,90.65904655678492,180.3999153162124,13029.962385599847,70.61728526163097,70.00941616175085,70.00009626476377,19.807951069403096,72.0,13.029962385599848,14.202783511704956,121.59617099776813,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.38,90.67701016745283,180.41090136251574,13030.767609032686,70.63398725460075,70.0099294654773,70.00010424099703,19.812764320687233,72.0,13.030767609032685,14.203759709030916,121.59614057747717,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.39,90.69498148385877,180.42189678874186,13031.572590536724,70.65069030169542,70.01045625459516,70.00011264378111,19.817577172448193,72.0,13.031572590536722,14.20473676187234,121.59610853036934,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.4,90.71296048558096,180.43290159754795,13032.37733000261,70.6673944084462,70.01099651875225,70.00012148398899,19.822389623256466,72.0,13.032377330002609,14.205714670518622,121.59607481497511,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.41,90.73094715223337,180.44391579157585,13033.181827320526,70.68409958036227,70.01155024760993,70.00013077247574,19.827201671679184,72.0,13.033181827320528,14.206693435257847,121.5960393898931,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.42,90.74894146346551,180.45493937345205,13033.986082380201,70.7008058229307,70.01211743084303,70.0001405200785,19.83201331628013,72.0,13.033986082380201,14.207673056376816,121.59600221379024,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.43,90.76694339896261,180.4659723457878,13034.790095070903,70.71751314161654,70.01269805813989,70.00015073761648,19.836824555619806,72.0,13.034790095070903,14.20865353416098,121.59596324540173,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.44,90.78495293844543,180.47701471117884,13035.593865281442,70.73422154186274,70.01329211920239,70.00016143589097,19.84163538825534,72.0,13.035593865281442,14.209634868894508,121.59592244353092,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.45,90.80297006173775,180.48806647218936,13036.397392899647,70.75093102906341,70.01389960376247,70.00017262567063,19.846445812737347,72.0,13.036397392899648,14.210617060858809,121.59587976710546,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.46,90.8209947484155,180.49912763143718,13037.200677815084,70.76764160870358,70.01452050149561,70.00018431776813,19.85125582762633,72.0,13.037200677815084,14.211600110340092,121.59583517488502,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.47,90.8390269784074,180.51019819144753,13038.0037199144,70.78435328611974,70.01515480216916,70.00019652290894,19.856065431464636,72.0,13.0380037199144,14.212584017616413,121.59578862596172,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.48,90.85706673155875,180.52127815475933,13038.806519084714,70.80106606667384,70.0158024955345,70.00020925182656,19.860874622796867,72.0,13.038806519084712,14.213568782967085,121.59574007939675,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.49,90.87511398775008,180.53236752389623,13039.60907521268,70.81777995570587,70.01646357135648,70.00022251523671,19.865683400164222,72.0,13.039609075212681,14.214554406670109,121.59568949431912,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.5,90.89316872689722,180.54346630136664,13040.411388184504,70.83449495853395,70.0171380194133,70.00023632383721,19.870491762104635,72.0,13.040411388184504,14.215540889002206,121.59563682992575,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.51,90.91123092895103,180.55457448966382,13041.213457885928,70.85121108045433,70.01782582949659,70.00025068830817,19.875299707152603,72.0,13.041213457885927,14.21652823023878,121.59558204548104,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.52,90.92930057389738,180.56569209126582,13042.01528420225,70.86792832674148,70.01852699141125,70.00026561931182,19.880107233839393,72.0,13.04201528420225,14.217516430653951,121.59552510031735,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.53,90.947377641757,180.5768191086355,13042.816867018311,70.88464670264808,70.0192414949756,70.00028112749267,19.884914340692898,72.0,13.042816867018312,14.218505490520544,121.59546595383436,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.54,90.96546211258531,180.5879555442207,13043.618206218496,70.90136621340517,70.01996933002113,70.0002972234775,19.88972102623763,72.0,13.043618206218497,14.219495410110072,121.5954045654992,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.55,90.98355396635695,180.5991014004811,13044.419301687727,70.91808686426722,70.02071048636283,70.00031391790266,19.8945272890008,72.0,13.044419301687729,14.220486189695196,121.59534089474231,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.56,91.00165318265027,180.61025667996194,13045.220153314134,70.93480866063564,70.02146495371771,70.00033122148844,19.89933312752814,72.0,13.045220153314133,14.22147782955619,121.59527490067372,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.57,91.0197597415311,180.6214213850876,13046.020760981546,70.95153160771304,70.02223272193292,70.00034914483061,19.904138540339062,72.0,13.046020760981545,14.222470329962682,121.59520654287815,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.58,91.03787362316561,180.63259551825203,13046.821124572783,70.96825571065466,70.02301378088583,70.00036769849164,19.908943525946242,72.0,13.046821124572784,14.2234636911816,121.59513578106701,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.59,91.05599480775363,180.64377908183434,13047.621243970221,70.98498097459442,70.02380812046691,70.00038689301658,19.9137480828591,72.0,13.047621243970221,14.22445791347864,121.595062575018,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.6,91.07412327552863,180.6549720781987,13048.421119055798,71.00170740464505,70.02461573057953,70.00040673893297,19.918552209583783,72.0,13.048421119055797,14.225452997118213,121.59498688457538,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.61,91.09225900675752,180.66617450969457,13049.220749711003,71.01843500589803,70.02543660114007,70.0004272467509,19.923355904623108,72.0,13.049220749711003,14.226448942363447,121.59490866964944,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.62,91.11040198174051,180.6773863786566,13050.020135816887,71.03516378342368,70.02627072207784,70.00044842696309,19.928159166476682,72.0,13.050020135816888,14.22744574947624,121.59482789021672,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.63,91.1285521808111,180.68860768740464,13050.819277254066,71.05189374227129,70.02711808333507,70.00047029004482,19.932961993640788,72.0,13.050819277254067,14.22844341871722,121.5947445063198,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.64,91.14670958433584,180.6998384382439,13051.61817390271,71.06862488746901,70.0279786748668,70.00049284645402,19.937764384608442,72.0,13.05161817390271,14.229441950345741,121.59465847806717,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.65,91.16487417271426,180.71107863346478,13052.416825642556,71.08535722402405,70.02885248664099,70.00051610663132,19.94256633786943,72.0,13.052416825642556,14.230441344619914,121.59456976563312,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.66,91.18304592637874,180.72232827534322,13053.2152323529,71.1020907569226,70.02973950863837,70.00054008100001,19.947367851910233,72.0,13.053215232352901,14.231441601796595,121.59447832925767,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.67,91.20122482579441,180.73358736614034,13054.013393912608,71.11882549113002,70.03063973085247,70.0005647799661,19.95216892521408,72.0,13.054013393912609,14.232442722131395,121.59438412924632,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.68,91.21941085145902,180.74485590810275,13054.8113102001,71.13556143159074,70.03155314328956,70.00059021391833,19.956969556260955,72.0,13.0548113102001,14.233444705878673,121.59428712597023,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.69,91.23760398390273,180.7561339034624,13055.608981093377,71.15229858322844,70.03247973596862,70.00061639322823,19.961769743527583,72.0,13.055608981093377,14.234447553291528,121.59418727986579,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.7,91.25580420368817,180.76742135443683,13056.406406469994,71.16903695094598,70.03341949892138,70.00064332825015,19.966569485487447,72.0,13.056406406469995,14.235451264621835,121.59408455143465,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.71,91.27401149141015,180.77871826322902,13057.203586207079,71.18577653962552,70.03437242219213,70.00067102932121,19.97136878061073,72.0,13.057203586207077,14.23645584012024,121.59397890124367,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.72,91.29222582769562,180.79002463202735,13058.000520181331,71.2025173541286,70.03533849583793,70.00069950676144,19.97616762736447,72.0,13.058000520181333,14.23746128003611,121.59387028992468,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.73,91.31044719320352,180.80134046300591,13058.79720826901,71.21925939929608,70.03631770992831,70.00072877087368,19.98096602421236,72.0,13.05879720826901,14.238467584617615,121.59375867817452,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.74,91.32867556862467,180.8126657583243,13059.593650345956,71.23600267994831,70.03731005454546,70.00075883194374,19.98576396961491,72.0,13.059593650345956,14.239474754111663,121.59364402675467,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.75,91.34691093468167,180.82400052012767,13060.389846287579,71.25274720088505,70.03831551978406,70.00078970024035,19.990561462029415,72.0,13.060389846287578,14.240482788763968,121.5935262964914,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.76,91.36515327212872,180.8353447505469,13061.185795968855,71.26949296688568,70.03933409575134,70.00082138601513,19.995358499909898,72.0,13.061185795968857,14.241491688818966,121.59340544827569,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.77,91.3834025617516,180.84669845169847,13061.98149926434,71.28623998270908,70.04036577256699,70.00085389950279,20.00015508170716,72.0,13.06198149926434,14.24250145451991,121.59328144306276,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.78,91.40165878436736,180.8580616256846,13062.776956048163,71.30298825309376,70.04141054036313,70.00088725092094,20.004951205868803,72.0,13.062776956048163,14.243512086108806,121.59315424187244,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.79,91.41992192082444,180.8694342745932,13063.572166194024,71.31973778275797,70.04246838928438,70.00092145047033,20.009746870839177,72.0,13.063572166194025,14.244523583826458,121.59302380578856,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.8,91.43819195200237,180.88081640049793,13064.367129575203,71.33648857639962,70.04353930948766,70.00095650833472,20.014542075059403,72.0,13.064367129575203,14.245535947912439,121.59289009595909,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.81,91.45646885881172,180.8922080054583,13065.161846064562,71.35324063869642,70.0446232911423,70.00099243468095,20.019336816967495,72.0,13.065161846064564,14.246549178605107,121.59275307359633,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.82,91.47475262219395,180.90360909151948,13065.956315534528,71.36999397430588,70.04572032442996,70.00102923965902,20.024131094998097,72.0,13.065956315534526,14.247563276141596,121.59261269997626,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.83,91.49304322312133,180.9150196607127,13066.75053785712,71.38674858786543,70.04683039954459,70.00106693340203,20.028924907582766,72.0,13.066750537857121,14.248578240757862,121.59246893643856,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.84,91.51134064259678,180.92643971505487,13067.544512903933,71.40350448399232,70.04795350669241,70.0011055260263,20.033718253149825,72.0,13.067544512903932,14.24959407268863,121.59232174438677,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.85,91.52964486165374,180.9378692565489,13068.338240546138,71.42026166728387,70.0490896360919,70.0011450276313,20.038511130124373,72.0,13.068338240546137,14.2506107721674,121.59217108528797,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.86,91.54795586135607,180.94930828718364,13069.131720654494,71.43702014231735,70.05023877797373,70.00118544829974,20.043303536928313,72.0,13.069131720654493,14.251628339426512,121.59201692067266,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.87,91.56627362279798,180.96075680893387,13069.924953099338,71.45377991365011,70.05140092258075,70.00122679809759,20.04809547198038,72.0,13.06992495309934,14.25264677469708,121.59185921213475,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.88,91.58459812710377,180.9722148237603,13070.7179377506,71.47054098581962,70.05257606016798,70.0012690870741,20.05288693369615,72.0,13.0707179377506,14.253666078209022,121.5916979213312,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.89,91.60292935542786,180.98368233360978,13071.510674477779,71.48730336334351,70.05376418100253,70.00131232526184,20.057677920487897,72.0,13.071510674477778,14.254686250191048,121.59153300998231,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.9,91.62126728895458,180.99515934041514,13072.303163149974,71.50406705071963,70.05496527536364,70.00135652267664,20.062468430764856,72.0,13.072303163149973,14.255707290870715,121.59136443987127,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.91,91.63961190889803,181.0066458460953,13073.095403635865,71.52083205242602,70.0561793335426,70.00140168931779,20.067258462932983,72.0,13.073095403635866,14.256729200474338,121.5911921728441,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.92,91.65796319650207,181.0181418525553,13073.887395803722,71.53759837292111,70.0574063458427,70.00144783516787,20.0720480153951,72.0,13.073887395803723,14.257751979227077,121.59101617080985,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.93,91.67632113304003,181.0296473616863,13074.679139521397,71.55436601664364,70.05864630257926,70.00149497019292,20.076837086550842,72.0,13.074679139521397,14.258775627352895,121.59083639573997,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.94,91.69468569981481,181.04116237536562,13075.470634656336,71.57113498801276,70.05989919407955,70.00154310434243,20.08162567479668,72.0,13.075470634656336,14.259800145074568,121.59065280966851,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.95,91.71305687815851,181.05268689545687,13076.26188107558,71.58790529142809,70.06116501068281,70.00159224754931,20.086413778525923,72.0,13.076261881075578,14.26082553261372,121.590465374692,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.96,91.7314346494325,181.06422092380976,13077.052878645753,71.60467693126971,70.06244374274017,70.00164240973001,20.091201396128746,72.0,13.077052878645754,14.261851790190743,121.5902740529693,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.97,91.7498189950272,181.07576446226037,13077.843627233073,71.6214499118983,70.06373538061462,70.00169360078446,20.095988525992098,72.0,13.077843627233074,14.262878918024903,121.59007880672148,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.98,91.76820989636201,181.08731751263093,13078.634126703359,71.63822423765508,70.06503991468104,70.00174583059616,20.100775166499844,72.0,13.078634126703358,14.26390691633426,121.58987959823162,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
0.99,91.78660733488512,181.09888007673015,13079.424376922014,71.65499991286198,70.06635733532612,70.00179910903215,20.10556131603266,72.0,13.079424376922015,14.264935785335716,121.58967638984494,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.0,91.80501129207349,181.11045215635298,13080.21437775404,71.67177694182158,70.06768763294829,70.0018534459431,20.11034697296808,72.0,13.080214377754041,14.265965525245015,121.5894691439683,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.01,91.82342174943261,181.12203375328076,13081.004129064037,71.68855532881717,70.06903079795784,70.0019088511633,20.115132135680504,72.0,13.081004129064036,14.266996136276724,121.58925782307048,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.02,91.84183868849651,181.13362486928122,13081.7936307162,71.70533507811292,70.07038682077668,70.00196533451066,20.119916802541194,72.0,13.0817936307162,14.268027618644236,121.58904238968191,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.03,91.8602620908275,181.14522550610866,13082.582882574323,71.7221161939538,70.07175569183849,70.0020229057868,20.124700971918262,72.0,13.082582882574323,14.269059972559802,121.58882280639436,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.04,91.87869193801617,181.15683566550362,13083.371884501797,71.73889868056563,70.0731374015886,70.00208157477705,20.12948464217671,72.0,13.083371884501798,14.270093198234505,121.58859903586128,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.05,91.89712821168119,181.16845534919335,13084.160636361617,71.7556825421552,70.07453194048398,70.00214135125043,20.134267811678402,72.0,13.084160636361617,14.27112729587826,121.58837104079711,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.06,91.91557089346918,181.18008455889145,13084.94913801637,71.77246778291033,70.0759392989932,70.00220224495978,20.13905047878204,72.0,13.08494913801637,14.27216226569985,121.58813878397757,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.07,91.93401996505467,181.19172329629822,13085.737389328255,71.78925440699976,70.07735946759641,70.00226426564166,20.143832641843254,72.0,13.085737389328255,14.27319810790691,121.58790222823959,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.08,91.9524754081399,181.20337156310046,13086.52539015907,71.80604241857345,70.07879243678532,70.00232742301648,20.148614299214557,72.0,13.086525390159071,14.274234822705901,121.58766133648082,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.09,91.97093720445477,181.21502936097158,13087.31314037021,71.82283182176238,70.08023819706317,70.00239172678847,20.153395449245295,72.0,13.08731314037021,14.275272410302156,121.58741607165994,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.1,91.9894053357566,181.22669669157168,13088.100639822687,71.83962262067877,70.08169673894464,70.00245718664574,20.158176090281795,72.0,13.088100639822688,14.27631087089986,121.58716639679623,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
1.11,92.00787978383013,181.2383735565475,13088.887888377109,71.85641481941605,70.08316805295593,70.00252381226029,20.162956220667194,72.0,13.08888788837711,14.27735020470204,121.58691227496952,3.0,11.0,10.0,6.0,100.0,36.0,216.0,0.21,1.0
