Time,NGF,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,pro_TrkA,NGF_TrkA,pTrkA_total,pAkt_total,pTrkA_scaleFactor,pAkt_scaleFactor,pS6_scaleFactor,pS6_total,NGF_conc_step,NGF_conc_pulse,NGF_conc_ramp,TrkA_turnover,pulse_time,ramp_time,Cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11
0.0,0.0,8.52065090518276,0.0,0.0,1.15594897919397,0.0,3.552336039555,0.0,0.0,8.52065090518276,0.0,0.0,0.0,0.848783474941268,2.42381211094508,0.525842718263069,0.0,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009400357643153747,0.0,0.009400357643153747
0.01,8.333333333333333e-05,8.520650895618507,2.66082563369698e-13,6.855187802177992e-17,1.15594897919397,1.9761238987865396e-21,3.552336039555,8.6267256758519e-22,7.677422387522337e-27,8.52065090518276,9.564021684530641e-09,2.259046684594535e-13,6.880709255699897e-21,0.848783474941268,2.42381211094508,0.525842718263069,4.0371166575084875e-27,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,1.9128150144848346e-06,2.714992912275346e-14,1.3882920681336805e-18,1.8202282428019648e-14,4.754074422748033e-19,4.875394015707702e-24,2.5321063577101324e-21,2.2507668890827608e-30,0.009400357643153747,7.968532459073871e-11,0.009400357632602042
0.02,0.00016666666666666666,8.520650866927593,2.1236169927764164e-12,1.1305923279207893e-15,1.1559489791939692,5.108633955788325e-20,3.552336039555,5.216831027311057e-20,1.2003016271946526e-24,8.52065090518276,3.8253321600702245e-08,1.803450638657927e-12,2.502698707717562e-19,0.848783474941268,2.42381211094508,0.525842718263069,6.31169870379621e-25,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,3.825374221228302e-06,2.1668481432067256e-13,2.289641664735345e-17,1.4527324068864618e-13,1.2133775498117869e-17,2.948292055084844e-22,6.54594811924937e-20,3.518888271397747e-28,0.009400357643153747,3.1871825984629895e-10,0.00940035760094896
0.03,0.00024999999999999995,8.520650819112788,7.162357014699374e-12,5.5551132999888146e-15,1.155948979193965,2.9539514381592048e-19,3.552336039555,4.1224814000605877e-19,1.2392856179639848e-23,8.52065090518276,8.606374806318181e-08,6.084005364076958e-12,1.7151943615566598e-18,0.848783474941268,2.42381211094508,0.525842718263069,6.516693180545091e-24,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,5.737677662877623e-06,7.308163407559188e-13,1.1250048801738349e-16,4.899653836043606e-13,6.958180317551005e-17,2.3298203632442413e-21,3.785045675285297e-19,3.633176467616475e-27,0.009400357643153747,7.170642148378569e-10,0.00940035754819756
0.04,0.0003333333333333333,8.520650752176863,1.6968558447861587e-11,1.743414102965342e-14,1.155948979193953,1.030811083600958e-18,3.552336039555,1.855879278218077e-18,7.046333665320841e-23,8.52065090518276,1.5299115032346183e-07,1.4417429814925732e-11,6.996795059525412e-18,0.848783474941268,2.42381211094508,0.525842718263069,3.7052632483608856e-23,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,7.649725382069983e-06,1.731399282012054e-12,3.530709938902322e-16,1.1607919337246944e-12,2.4062807124135875e-16,1.0488501740849462e-20,1.3208297819720876e-18,2.065752501661115e-26,0.009400357643153747,1.274688606442013e-09,0.009400357474350897
0.05,0.0004166666666666667,8.520650666122581,3.31253978224642e-11,4.239117760850454e-14,1.155948979193928,2.6959228704494288e-18,3.552336039555,5.9632680248396844e-18,2.7517103323176276e-22,8.52065090518276,2.3903137886612974e-07,2.8152271203600475e-11,2.0988251762987123e-17,0.848783474941268,2.42381211094508,0.525842718263069,1.4469668410184745e-22,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,9.561517421428549e-06,3.379974214214042e-12,8.584934115741514e-16,2.26605546439826e-12,6.235160526713283e-16,3.370140924238148e-20,3.4544207700503753e-18,8.06710662994562e-26,0.009400357643153747,1.9915568618092427e-09,0.00940035737941202
0.06,0.0004999999999999999,8.520650560952712,5.721287328264859e-11,8.77699970476443e-14,1.1559489791938826,5.8941027184654886e-18,3.552336039555,1.5523105978901687e-17,8.53624825155322e-22,8.52065090518276,3.4418028483029587e-07,4.863583911931059e-11,5.191128982331687e-17,0.848783474941268,2.42381211094508,0.525842718263069,4.488723984365116e-22,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,1.147305382357022e-05,5.837757404538354e-12,1.7774916492097784e-15,3.913841120668738e-12,1.3501820790940118e-15,8.772883343976289e-20,7.552408518305754e-18,2.502546291163103e-25,0.009400357643153747,2.8676344135433625e-09,0.009400357263383985
0.07,0.0005833333333333334,8.52065043667002,9.080809036765833e-11,1.6243884886094065e-13,1.155948979193808,1.1383807526742289e-17,3.552336039555,3.4745322300251694e-17,2.2250081229440735e-21,8.52065090518276,4.684337201318631e-07,7.721428190564338e-11,1.1180834354202596e-16,0.848783474941268,2.42381211094508,0.525842718263069,1.1700043195263205e-21,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,1.3384334631104004e-05,9.26566997110296e-12,3.289662835477112e-15,6.212036169106918e-12,2.5827860764123965e-15,1.9636318897987247e-19,1.4586641774391232e-17,6.522989563791451e-25,0.009400357643153747,3.902886700720255e-09,0.009400357126269843
0.08,0.0006666666666666666,8.520650293277278,1.3548517028260184e-10,2.768490301132555e-13,1.1559489791936937,2.008922417021188e-17,3.552336039555,6.957945749356086e-17,5.0871918637385224e-21,8.52065090518276,6.117875374422028e-07,1.1523255851728987e-10,2.1734003658913142e-16,0.848783474941268,2.42381211094508,0.525842718263069,2.675062797954033e-21,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,1.529535988663127e-05,1.382432852330733e-11,5.606663503144617e-15,9.268323722760339e-12,4.5146301449939444e-15,3.9322830402485924e-19,2.5741327390500993e-17,1.4913967771166313e-24,0.009400357643153747,5.0972791687101965e-09,0.009400356968072648
0.09,0.0007499999999999999,8.520650130777247,1.9281510266855567e-10,4.4311164270083626e-13,1.1559489791935271,3.311604346173478e-17,3.552336039555,1.2814209910761687e-16,1.0547780230927265e-20,8.52065090518276,7.74237590230484e-07,1.640343787040526e-10,3.908594389481029e-16,0.848783474941268,2.42381211094508,0.525842718263069,5.546473428272255e-21,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,1.7206129632745216e-05,1.9674030139121964e-11,8.973764054484525e-15,1.3190172669391622e-11,7.371751734941366e-15,7.241950731066968e-19,4.243324228969386e-17,3.0922610869602535e-24,0.009400357643153747,6.450777269530543e-09,0.009400356788795451
0.1,0.0008333333333333334,8.520649949172695,2.6436573646334497e-10,6.750017745835793e-13,1.1559489791932953,5.17579565937793e-17,3.552336039555,2.2100562974320358e-16,2.0235296229493577e-20,8.52065090518276,9.557797327682089e-07,2.2496219880258802e-10,6.611276839883931e-16,0.848783474941268,2.42381211094508,0.525842718263069,1.0640583174175334e-20,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,1.911664391203079e-05,2.6974751432561223e-11,1.3669933438334272e-14,1.8084837046279086e-11,1.1412989728622483e-14,1.249013316493715e-18,6.63200576814391e-17,5.932321089711943e-24,0.009400357643153747,7.963346461883509e-09,0.009400356588441305
0.11,0.0009166666666666666,8.520649748466385,3.5170215900757356e-10,9.877568241971223e-13,1.1559489791929827,7.748407233287246e-17,3.552336039555,3.6137848584710314e-16,3.6446033306988845e-20,8.52065090518276,1.15640982003477e-06,2.9935737233643363e-10,1.0637203835569647e-15,0.848783474941268,2.42381211094508,0.525842718263069,1.9164881224053365e-20,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,2.102690276706594e-05,3.5886187236044344e-11,2.0003754876592862e-14,2.4059381974253694e-11,1.6925984877171114e-14,2.0423305127649035e-18,9.928421608372612e-17,1.0684774246509998e-23,0.009400357643153747,9.634952210369296e-09,0.009400356367013257
0.12,0.0009999999999999998,8.520649528661083,4.5638631907625185e-10,1.3982760900188368e-12,1.155948979192572,1.1196524137283375e-16,3.552336039555,5.655722554727995e-16,6.231729514886855e-20,8.52065090518276,1.376123707813902e-06,3.8855999945980887e-10,1.6422235904738597e-15,0.848783474941268,2.42381211094508,0.525842718263069,3.2769095875883006e-20,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,2.293690624042035e-05,4.6567712136151264e-11,2.831746789223448e-14,3.1220657869895865e-11,2.4231127617320533e-14,3.1963316018045264e-18,1.4346666203308053e-16,1.8269374466908345e-23,0.009400357643153747,1.1465559986289713e-08,0.009400356124514361
0.13,0.0010833333333333335,8.520649289759554,5.79976834386103e-10,1.9252219292578747e-12,1.1559489791920445,1.5709676075665077e-16,3.5523360395549997,8.536784468236325e-16,1.0214414899605967e-19,8.52065090518276,1.6149172527451615e-06,4.939088494348215e-10,2.449929189576118e-15,0.848783474941268,2.42381211094508,0.525842718263069,5.3711756962755956e-20,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,2.4846654374654753e-05,5.917836083248928e-11,3.8989016944751704e-14,3.967528727741829e-11,3.3683529081207503e-14,4.824563742223759e-18,2.0129593439553447e-16,2.994529372872783e-23,0.009400357643153747,1.3455135268077082e-08,0.009400355860947663
0.14,0.0011666666666666668,8.52064903176456,7.240305629531972e-10,2.5881878469446114e-12,1.1559489791913808,2.148957684434394e-16,3.5523360395549997,1.2479384961919627e-15,1.6093318181078055e-19,8.52065090518276,1.8727863119208122e-06,6.167419882616276e-10,3.5456354069287276e-15,0.848783474941268,2.42381211094508,0.525842718263069,8.462554178210555e-20,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,2.675614721232627e-05,7.387698847231906e-11,5.241520381996819e-14,4.952977236272749e-11,4.565663554237047e-14,7.052724411228877e-18,2.753566928950011e-16,4.71802981119211e-23,0.009400357643153747,1.5603643537935584e-08,0.009400355576316214
0.15,0.00125,8.520648754678867,8.90099693705935e-10,3.4092375869849362e-12,1.155948979190559,2.8770869832216704e-16,3.5523360395549997,1.776578544117875e-15,2.4575974991011423e-19,8.52065090518276,2.1497267436354167e-06,7.583956155938634e-10,5.003444418695596e-15,0.848783474941268,2.42381211094508,0.525842718263069,1.292309749323865e-19,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,2.8665384795978454e-05,9.082197378911998e-11,6.904285684034283e-14,6.089029588691307e-11,6.057253539447735e-14,1.0040333642082171e-17,3.6865554059510875e-16,7.204864860189846e-23,0.009400357643153747,1.7911050288086692e-08,0.009400355270623065
0.16,0.0013333333333333333,8.520648458505235,1.0797346085585925e-09,4.411389974738367e-12,1.155948979189556,3.7802296656892644e-16,3.552336039554999,2.470776617514488e-15,3.649561370425192e-19,8.52065090518276,2.4457344066513813e-06,9.202052079787914e-10,6.904954933556687e-15,0.848783474941268,2.42381211094508,0.525842718263069,1.9190952714922744e-19,0.0,0.0,30.0,0.0011032440769796,60.0,3600.0,1.0,3.057436716815107e-05,1.1017151113635873e-10,8.933814635140899e-14,7.386291699611962e-11,7.88721024637345e-14,1.396359405388313e-17,4.843797282130939e-16,1.0699309582834422e-22,0.009400357643153747,2.0377321014649846e-08,0.009400354943871259
